Gene_names,RBBP5_vs_BirA_logFC,RBBP5_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_RBBP5_N1,Peptides_RBBP5_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_RBBP5_N1,Razor___unique_peptides_RBBP5_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_RBBP5_N1,Unique_peptides_RBBP5_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_RBBP5_N1,Identification_type_RBBP5_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_RBBP5_N1,Ratio_H_L_RBBP5_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_RBBP5_N1,Ratio_H_L_normalized_RBBP5_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____RBBP5_N1,Ratio_H_L_variability_____RBBP5_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_RBBP5_N1,Ratio_H_L_count_RBBP5_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_RBBP5_N1,Ratio_H_L_iso_count_RBBP5_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_RBBP5_N1,Ratio_H_L_type_RBBP5_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_RBBP5_N1____,Sequence_coverage_RBBP5_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_RBBP5_N1,Intensity_L_RBBP5_N1,Intensity_H_RBBP5_N1,Intensity_RBBP5_N2,Intensity_L_RBBP5_N2,Intensity_H_RBBP5_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_RBBP5_N1,metacell_Intensity_L_RBBP5_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
H1FX,0.842878103418737,0.260299829149314,Q92522,Q92522,3,3,3,Histone H1x,sp|Q92522|H1X_HUMAN Histone H1.10 OS=Homo sapiens OX=9606 GN=H1-10 PE=1 SV=1,1,3,3,3,2,2,2,1,2,2,2,1,2,2,2,1,19.2,19.2,19.2,22.487,213,213,0.0,8.6147,By MS/MS,By MS/MS,By MS/MS,By MS/MS,1.0419,2.0392,195.92,7,5,Median,1.139,1.4591,0.10443,0.056598,2.81,3.7355,0.1167,0.059367,45.347,49.476,77.676,,2,2,2,1,1,1,2,1,Median,Median,Median,Median,14.1,14.1,10.8,5.2,249920000,171880000,78039000,37546000,17570000,19975000,74335000,29905000,44430000,102110000,92844000,9265400,35931000,31563000,4368000,,,,2243,1285;13213;16646,True;True;True,1628;16379;20590,3813;3814;3815;37105;37106;46913;46914,6449;6450;6451;6452;6453;6454;60307;60308;76765;76766;76767,6449;60307;76765,,,,,-1,protein_2244,quanti,quanti,quanti,quanti
HSPH1,-1.0001152368751,0.0193359743236556,Q92598;R4GN69,Q92598,27;4,25;4,6;4,Heat shock protein 105 kDa,sp|Q92598|HS105_HUMAN Heat shock protein 105 kDa OS=Homo sapiens OX=9606 GN=HSPH1 PE=1 SV=1,2,27,25,6,19,19,9,13,17,17,7,12,6,5,3,3,36.1,34.3,8.3,96.864,858,858;115,0.0,72.635,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.33905,0.99344,34.998,57,34,Leave out requantified,0.32163,0.36887,0.063567,0.12695,1.02,0.98139,0.068455,0.12608,44.765,18.134,99.478,81.434,17,19,8,13,6,7,8,13,Leave out requantified,Leave out requantified,Median,Median,25.3,27.4,12.1,21.7,4133000000,3250800000,882260000,992300000,751980000,240320000,1737100000,1230300000,506800000,664920000,597180000,67745000,738720000,671330000,67395000,,,,2247,606;607;2226;2433;2520;3513;3626;3886;4095;4246;4247;4955;5699;5864;6186;8759;9923;10519;10647;11773;12587;12928;13247;13272;13273;13310;15152,True;True;True;True;True;True;True;True;True;False;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,726;727;728;2807;3067;3167;4376;4502;4810;5062;5260;5261;5262;6231;7252;7435;7847;11039;12414;13129;13283;14670;15643;16050;16423;16424;16456;16457;16500;18788,1677;1678;1679;1680;1681;1682;1683;1684;6570;7190;7191;7379;9991;9992;9993;10293;10294;10295;10296;10951;10952;11523;11933;11934;11935;11936;11937;11938;11939;14118;16415;16416;16808;17758;25136;25137;28214;28215;29793;29794;30137;33146;33147;33148;35396;35397;35398;36362;37218;37219;37220;37221;37222;37223;37224;37308;37309;37310;37311;37312;37403;37404;42823;42824;42825;42826,2791;2792;2793;2794;2795;2796;2797;2798;2799;2800;2801;11064;12168;12169;12170;12171;12172;12421;16479;16480;16481;16482;16483;16484;16485;16486;16966;16967;16968;16969;16970;16971;16972;16973;16974;16975;16976;16977;16978;16979;16980;16981;18069;18070;18071;18072;19031;19738;19739;19740;19741;19742;19743;19744;19745;19746;19747;19748;19749;19750;19751;19752;19753;23281;23282;26981;26982;27611;29267;41048;45907;45908;45909;48438;48439;48440;48944;53834;53835;53836;53837;57511;57512;57513;59122;60514;60515;60516;60517;60518;60519;60520;60521;60522;60660;60661;60662;60663;60664;60811;60812;70088;70089;70090;70091;70092;70093;70094;70095;70096;70097;70098,2795;2801;11064;12170;12421;16481;16971;18070;19031;19740;19753;23281;26981;27611;29267;41048;45909;48439;48944;53837;57511;59122;60515;60662;60664;60811;70095,62;63,,388;430,,-1;-1,protein_2248,quanti,quanti,quanti,quanti
GCN1L1,-0.421386966800039,0.245004092789552,Q92616,Q92616,22,22,22,Translational activator GCN1,sp|Q92616|GCN1_HUMAN eIF-2-alpha kinase activator GCN1 OS=Homo sapiens OX=9606 GN=GCN1 PE=1 SV=6,1,22,22,22,11,14,9,10,11,14,9,10,11,14,9,10,10.6,10.6,10.6,292.75,2671,2671,0.0,79.497,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.33889,0.89606,39.606,37,24,Leave out requantified,0.26036,0.34385,0.55158,0.30527,0.83613,0.94714,0.60388,0.34483,26.072,55.402,214.91,198.75,11,13,7,6,6,6,6,6,Leave out requantified,Leave out requantified,Median,Median,5.1,6.6,4.6,4.4,1820400000,811890000,1008500000,208880000,148420000,60460000,419750000,269530000,150210000,611560000,208240000,403320000,580180000,185690000,394480000,,,,2248,59;1192;1646;2080;2290;4054;5477;7336;8312;8768;8803;8811;8842;9396;9693;10082;10814;11285;12446;12765;13181;15803,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,63;1500;2066;2611;2885;5011;6928;9274;10495;11049;11091;11101;11136;11792;12151;12610;13481;14056;15460;15860;16339;19574,142;143;144;145;3513;3514;4897;4898;4899;4900;6160;6161;6162;6163;6755;11408;15671;15672;15673;20982;23880;25165;25166;25243;25244;25272;25338;25339;26768;27605;27606;27607;28649;28650;30579;31855;31856;34980;35937;35938;37022;44647;44648;44649,227;228;229;230;231;232;233;234;5884;5885;8316;8317;8318;8319;8320;10432;10433;10434;10435;10436;10437;10438;11391;18833;25763;25764;25765;34450;34451;39061;41098;41099;41218;41219;41266;41365;43499;44921;44922;44923;46591;46592;49705;51868;51869;56810;58414;58415;60172;73167;73168;73169;73170,228;5885;8320;10438;11391;18833;25764;34450;39061;41098;41219;41266;41365;43499;44923;46591;49705;51869;56810;58415;60172;73170,1785;1786,,1633;1649,,-1,protein_2249,quanti,quanti,quanti,quanti
ANP32B,21.8657651949899,6.2923037857215e-08,Q92688,Q92688,3,2,2,Acidic leucine-rich nuclear phosphoprotein 32 family member B,sp|Q92688|AN32B_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member B OS=Homo sapiens OX=9606 GN=ANP32B PE=1 SV=1,1,3,2,2,0,0,3,3,0,0,2,2,0,0,2,2,12.7,12.7,12.7,28.787,251,251,0.0034305,1.8541,,,By MS/MS,By MS/MS,0.12492,0.14738,35.713,5,5,Median,,,0.12492,0.15076,,,0.14738,0.15529,,,22.021,64.228,0,0,3,2,0,0,3,2,Median,Median,Median,Median,0.0,0.0,12.7,12.7,231220000,206300000,24924000,0,0,0,0,0,0,117030000,105260000,11775000,114190000,101040000,13149000,,,,2250,8404;12578;12580,True;False;True,10617;15632;15634,24169;24170;24171;35370;35371;35376;35377,39527;39528;39529;57450;57451;57452;57453;57471;57472,39527;57450;57471,,,,,-1,protein_2251,quanti,quanti,imputed MEC,imputed MEC
HDAC2,0.185153607268781,0.47328183928596,Q92769,Q92769,6,6,3,Histone deacetylase 2,sp|Q92769|HDAC2_HUMAN Histone deacetylase 2 OS=Homo sapiens OX=9606 GN=HDAC2 PE=1 SV=2,1,6,6,3,2,2,3,4,2,2,3,4,0,0,2,2,16.8,16.8,9.2,55.364,488,488,0.0,11.017,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.27853,0.65866,117.3,11,8,Median,0.3576,0.3806,0.1427,0.17687,1.2958,1.0863,0.15697,0.19817,3.0438,39.63,119.73,98.085,2,2,3,4,0,1,3,4,Median,Median,Median,Median,5.1,5.1,8.4,12.5,786470000,623760000,162710000,174180000,120770000,53405000,179240000,128340000,50903000,198970000,168470000,30499000,234080000,206170000,27906000,,,,2252,8048;8227;10383;12488;13558;16262,True;True;True;True;True;True,10191;10395;12972;15513;16787;20113,23155;23669;23670;29436;29437;29438;29439;35104;35105;38095;45857,37848;38718;38719;47816;47817;47818;47819;47820;47821;47822;47823;57047;57048;62022;75056;75057,37848;38719;47821;57048;62022;75057,,,,,-1,protein_2253,quanti,quanti,quanti,quanti
RAD50,-20.1519382069085,3.14098173519182e-06,Q92878;A0A494C1B7;A0A1W2PQ90;E7ESD9;A0A494BZX5;A0A494C122;E7EN38;A0A494BZW0;A0A494C0Y7,Q92878;A0A494C1B7;A0A1W2PQ90;E7ESD9;A0A494BZX5;A0A494C122;E7EN38,4;3;3;2;2;2;2;1;1,4;3;3;2;2;2;2;1;1,3;2;3;1;1;1;1;0;1,DNA repair protein RAD50,sp|Q92878|RAD50_HUMAN DNA repair protein RAD50 OS=Homo sapiens OX=9606 GN=RAD50 PE=1 SV=1;tr|A0A494C1B7|A0A494C1B7_HUMAN DNA repair protein RAD50 (Fragment) OS=Homo sapiens OX=9606 GN=RAD50 PE=1 SV=1;tr|A0A1W2PQ90|A0A1W2PQ90_HUMAN Zinc-hook domain-containi,9,4,4,3,3,2,0,0,3,2,0,0,2,2,0,0,3.4,3.4,2.8,153.89,1312,1312;894;1213;551;606;659;660;47;482,0.0017564,1.9956,By MS/MS,By MS/MS,,,0.3607,0.87013,36.512,4,2,Median,0.39911,0.4304,,,1.0689,0.97774,,,44.399,,,,3,1,0,0,1,1,0,0,Plateau,Median,Median,Median,2.2,1.8,0.0,0.0,71734000,50054000,21680000,49833000,34248000,15585000,21902000,15807000,6095000,0,0,0,0,0,0,,,,2257,8358;8693;10344;16024,True;True;True;True,10556;10969;12924;19844,24009;24992;29334;45265;45266,39272;40827;40828;47639;74163;74164,39272;40827;47639;74164,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_2258,imputed MEC,imputed MEC,quanti,quanti
UFD1L,-1.30186151899748,0.0089459498695748,Q92890;C9IZG3,Q92890;C9IZG3,2;1,2;1,2;1,Ubiquitin fusion degradation protein 1 homolog,sp|Q92890|UFD1_HUMAN Ubiquitin recognition factor in ER-associated degradation protein 1 OS=Homo sapiens OX=9606 GN=UFD1 PE=1 SV=3;tr|C9IZG3|C9IZG3_HUMAN Ubiquitin recognition factor in ER-associated degradation protein 1 (Fragment) OS=Homo sapiens OX=9606,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,11.4,11.4,11.4,34.5,307,307;190,0.0,7.3901,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.85459,2.5062,3.5903,6,2,Leave out requantified,0.75193,0.97127,0.2759,0.24045,2.4811,2.5315,0.30018,0.25199,11.975,4.794,,,2,2,1,1,0,0,1,1,Median,Median,Median,Median,11.4,11.4,4.2,4.2,221910000,135410000,86506000,75946000,40113000,35833000,85605000,47673000,37932000,24678000,19169000,5508200,35684000,28452000,7232400,,,,2258,7460;9947,True;True,9448;12445,21396;21397;28281;28282;28283;28284,35068;35069;35070;35071;35072;46015;46016;46017;46018;46019;46020;46021;46022;46023;46024;46025,35069;46025,,,,,-1;-1,protein_2259,quanti,quanti,quanti,quanti
UPF1,-0.312149541302752,0.548287723070823,Q92900,Q92900,12,12,12,Regulator of nonsense transcripts 1,sp|Q92900|RENT1_HUMAN Regulator of nonsense transcripts 1 OS=Homo sapiens OX=9606 GN=UPF1 PE=1 SV=2,1,12,12,12,8,4,4,5,8,4,4,5,8,4,4,5,12.1,12.1,12.1,124.34,1129,1129,0.0,23.652,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.36592,0.83936,28.783,17,10,Leave out requantified,0.30569,0.41689,0.31539,0.29405,0.74805,0.92955,0.34876,0.33703,36.285,7.5282,48.703,64.413,7,3,3,4,3,0,3,4,Leave out requantified,Leave out requantified,Plateau,Median,8.9,3.8,3.7,5.0,360210000,281570000,78640000,127620000,91898000,35724000,70930000,48318000,22612000,78066000,69560000,8506600,83590000,71792000,11798000,,,,2259,660;2077;2783;3839;5768;8840;8919;9592;12975;14280;15310;16305,True;True;True;True;True;True;True;True;True;True;True;True,796;2606;3494;4750;7329;11134;11231;12037;16104;17684;18980;20166,1843;1844;6143;6144;6145;6146;8086;10822;10823;16579;16580;25334;25335;25546;27341;36477;36478;40186;43293;45976;45977,3076;3077;3078;10412;10413;10414;10415;10416;13521;17851;17852;27254;27255;41361;41362;41674;44455;59285;59286;65678;70936;75231;75232,3076;10414;13521;17851;27255;41361;41674;44455;59286;65678;70936;75231,,,,,-1,protein_2260,quanti,quanti,quanti,quanti
SMARCC1,1.1285987814514,0.0328612355594192,Q92922;F8WE13,Q92922,6;1,6;1,3;1,SWI/SNF complex subunit SMARCC1,sp|Q92922|SMRC1_HUMAN SWI/SNF complex subunit SMARCC1 OS=Homo sapiens OX=9606 GN=SMARCC1 PE=1 SV=3,2,6,6,3,2,3,2,3,2,3,2,3,1,2,0,1,8.7,8.7,5.6,122.87,1105,1105;133,0.0,6.9986,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.54566,1.2771,38.333,9,4,Leave out requantified,0.44966,0.5869,0.1893,0.16895,1.0356,1.3802,0.21133,0.17924,18.67,43.064,89.478,88.874,2,3,2,2,0,0,2,2,Median,Leave out requantified,Median,Median,3.9,4.6,2.0,4.1,249580000,192650000,56933000,26182000,17189000,8993100,55502000,34260000,21242000,76091000,60415000,15676000,91807000,80785000,11022000,,,,2261,16;121;8900;9833;10602;12750,True;True;True;True;True;True,16;140;11206;12315;13230;15842,41;42;322;25497;25498;27993;30018;30019;35893;35894,72;73;74;75;76;77;78;79;551;552;41600;41601;41602;45539;48772;48773;58312;58313;58314;58315,75;551;41601;45539;48772;58314,,,,,-1;-1,protein_2262,quanti,quanti,quanti,quanti
TNPO1,-0.943575893257425,0.0342229817050093,Q92973;O14787;A0A075B780;K7ENW1;K7ESC1;E7EW37;S4R398,Q92973,9;3;3;2;2;2;1,9;3;3;2;2;2;1,9;3;3;2;2;2;1,Transportin-1,sp|Q92973|TNPO1_HUMAN Transportin-1 OS=Homo sapiens OX=9606 GN=TNPO1 PE=1 SV=2,7,9,9,9,7,7,3,4,7,7,3,4,7,7,3,4,13.6,13.6,13.6,102.35,898,898;897;766;85;109;136;193,0.0,17.231,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.36648,0.94727,13.041,20,9,Leave out requantified,0.32216,0.38242,0.12392,0.10596,0.92493,0.99861,0.14725,0.11006,17.407,28.62,,185.71,8,8,1,3,2,3,1,3,Leave out requantified,Leave out requantified,Median,Median,8.8,11.2,4.3,4.8,679330000,533500000,145830000,172890000,129930000,42965000,263630000,185810000,77817000,90223000,85633000,4589500,152580000,132130000,20454000,,,,2263,8356;11602;12371;12497;12729;12730;12830;13857;14221,True;True;True;True;True;True;True;True;True,10554;14448;15364;15526;15819;15820;15938;17181;17609,24006;24007;32664;34777;34778;34779;35136;35840;35841;35842;35843;35844;35845;35846;35847;36124;36125;36126;39033;39034;39035;39036;40009,39269;39270;53077;56494;56495;56496;56497;56498;57097;58243;58244;58245;58246;58247;58248;58249;58250;58251;58716;58717;58718;58719;58720;58721;58722;63786;63787;63788;63789;63790;63791;63792;63793;63794;63795;65356,39270;53077;56498;57097;58244;58251;58720;63786;65356,,,,,-1;-1;-1;-1;-1;-1;-1,protein_2264,quanti,quanti,quanti,quanti
HIST1H2AC;HIST3H2A;HIST1H2AB,1.08767550947458,0.0775336751163037,Q93077;Q7L7L0;P04908;A0A3B3IS11,Q93077;Q7L7L0;P04908;A0A3B3IS11,12;11;11;7,2;2;2;0,2;2;2;0,Histone H2A type 1-C;Histone H2A type 3;Histone H2A type 1-B/E,sp|Q93077|H2A1C_HUMAN Histone H2A type 1-C OS=Homo sapiens OX=9606 GN=H2AC6 PE=1 SV=3;sp|Q7L7L0|H2A3_HUMAN Histone H2A type 3 OS=Homo sapiens OX=9606 GN=H2AW PE=1 SV=3;sp|P04908|H2A1B_HUMAN Histone H2A type 1-B/E OS=Homo sapiens OX=9606 GN=H2AC4 PE=1 SV=2;,4,12,2,2,11,11,6,7,1,2,2,2,1,2,2,2,76.2,13.8,13.8,14.105,130,130;130;130;140,0.0,8.6636,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.10025,0.10638,157.12,8,5,Median,0.31161,0.35409,0.044221,0.07689,1.1232,0.84575,0.044113,0.078424,,44.03,56.612,93.806,1,2,3,2,0,0,3,2,Median,Median,Median,Median,76.2,70.8,35.4,40.8,807020000,715840000,91177000,129510000,99168000,30342000,121470000,82774000,38700000,364380000,350520000,13862000,191650000,183380000,8272500,,,,2266,657;658;5492;5495;5497;7142;10553;13081;14739;14740;15656;15657,False;False;False;False;True;False;True;False;False;False;False;False,792;793;794;6947;6948;6951;6956;6957;9012;13171;13172;16224;18243;18244;19373;19374;19375;19376,1831;1832;1833;1834;1835;1836;1837;1838;1839;1840;15726;15727;15728;15729;15730;15731;15735;15736;15737;15738;15753;15754;15755;15756;15757;20392;29894;29895;29896;29897;29898;36779;36780;36781;36782;41520;41521;41522;41523;41524;41525;41526;41527;41528;44164;44165;44166;44167;44168;44169;44170;44171;44172;44173;44174;44175;44176,3044;3045;3046;3047;3048;3049;3050;3051;3052;3053;3054;3055;3056;3057;3058;3059;3060;3061;3062;3063;3064;3065;3066;3067;3068;3069;3070;3071;3072;25880;25881;25882;25883;25884;25885;25886;25887;25899;25900;25901;25902;25903;25904;25905;25906;25907;25908;25909;25910;25911;25912;25942;25943;25944;25945;25946;25947;25948;25949;25950;25951;25952;25953;25954;25955;25956;33517;48594;48595;48596;48597;48598;59784;59785;59786;59787;59788;59789;59790;67957;67958;67959;67960;67961;67962;67963;67964;67965;67966;67967;67968;67969;67970;72371;72372;72373;72374;72375;72376;72377;72378;72379;72380;72381;72382;72383;72384;72385;72386;72387;72388;72389;72390;72391;72392;72393;72394;72395;72396;72397;72398;72399;72400;72401;72402;72403;72404;72405;72406;72407;72408;72409;72410;72411,3065;3071;25884;25909;25946;33517;48596;59785;67958;67967;72375;72411,852,,126,,-1;-1;-1;-1,protein_2267,quanti,quanti,quanti,quanti
MYDGF,0.149437410460063,0.606158946281155,Q969H8;M0QXF7;M0QYN0,Q969H8;M0QXF7;M0QYN0,4;3;3,4;3;3,4;3;3,Myeloid-derived growth factor,sp|Q969H8|MYDGF_HUMAN Myeloid-derived growth factor OS=Homo sapiens OX=9606 GN=MYDGF PE=1 SV=1;tr|M0QXF7|M0QXF7_HUMAN Myeloid-derived growth factor (Fragment) OS=Homo sapiens OX=9606 GN=MYDGF PE=1 SV=1;tr|M0QYN0|M0QYN0_HUMAN Myeloid-derived growth factor O,3,4,4,4,3,3,3,2,3,3,3,2,3,3,3,2,19.7,19.7,19.7,18.795,173,173;84;189,0.0,19.189,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34401,1.0464,4.8192,12,8,Leave out requantified,0.34422,0.38324,0.068712,0.070296,1.1943,1.002,0.084133,0.082119,14.589,11.539,178.47,264.8,3,3,3,3,1,1,3,3,Median,Median,Median,Median,14.5,14.5,17.3,12.1,838960000,494500000,344460000,138910000,100620000,38296000,143550000,99830000,43718000,231770000,160950000,70824000,324720000,133100000,191620000,,,,2269,4158;9497;13374;13375,True;True;True;True,5140;11911;16571;16572;16573,11689;11690;11691;11692;27040;37570;37571;37572;37573;37574;37575;37576;37577,19328;19329;19330;19331;19332;19333;19334;19335;19336;43919;61103;61104;61105;61106;61107;61108;61109;61110;61111;61112;61113;61114;61115;61116;61117;61118;61119;61120;61121,19336;43919;61106;61116,1789,,167,,-1;-1;-1,protein_2270,quanti,quanti,quanti,quanti
CCDC47,21.1948608379638,7.50544098142046e-08,Q96A33;A0A087WYW6,Q96A33,3;1,3;1,3;1,Coiled-coil domain-containing protein 47,sp|Q96A33|CCD47_HUMAN Coiled-coil domain-containing protein 47 OS=Homo sapiens OX=9606 GN=CCDC47 PE=1 SV=1,2,3,3,3,0,0,2,3,0,0,2,3,0,0,2,3,8.1,8.1,8.1,55.873,483,483;190,0.0,2.7472,,,By MS/MS,By MS/MS,0.25748,0.27071,33.11,5,5,Median,,,0.22356,0.25748,,,0.25973,0.27071,,,27.218,41.555,0,0,2,3,0,0,2,3,Median,Median,Median,Median,0.0,0.0,6.0,8.1,172590000,130080000,42506000,0,0,0,0,0,0,73499000,59194000,14304000,99087000,70885000,28202000,,,,2271,7689;10203;13859,True;True;True,9753;12750;17183,22128;28948;28949;39038;39039,36271;47060;47061;63797;63798,36271;47060;63797,,,,,-1;-1,protein_2272,quanti,quanti,imputed MEC,imputed MEC
MRPL24,-19.6062143150765,3.0988743100234e-06,Q96A35;X6RJ73;X6RHI2,Q96A35;X6RJ73;X6RHI2,2;2;1,2;2;1,2;2;1,"39S ribosomal protein L24, mitochondrial","sp|Q96A35|RM24_HUMAN 39S ribosomal protein L24, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL24 PE=1 SV=1;tr|X6RJ73|X6RJ73_HUMAN 39S ribosomal protein L24, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPL24 PE=1 SV=1;tr|X6RHI2|X6RHI2_HUMAN 39S ribo",3,2,2,2,2,1,0,0,2,1,0,0,2,1,0,0,13.0,13.0,13.0,24.915,216,216;173;98,0.016184,1.0516,By MS/MS,By MS/MS,,,0.65554,1.8785,46.583,3,3,Plateau,0.46327,0.67563,,,1.2,1.4955,,,63.379,,,,2,1,0,0,2,1,0,0,Median,Median,Median,Median,13.0,6.0,0.0,0.0,59148000,34075000,25073000,39317000,23056000,16261000,19831000,11019000,8812000,0,0,0,0,0,0,,,,2272,9444;11155,True;True,11846;13894,26889;31515;31516,43674;51273;51274,43674;51274,,,,,-1;-1;-1,protein_2273,imputed MEC,imputed MEC,quanti,quanti
LRRC59,-0.0652359383318633,0.855138940361482,Q96AG4,Q96AG4,11,11,11,Leucine-rich repeat-containing protein 59,sp|Q96AG4|LRC59_HUMAN Leucine-rich repeat-containing protein 59 OS=Homo sapiens OX=9606 GN=LRRC59 PE=1 SV=1,1,11,11,11,8,7,7,8,8,7,7,8,8,7,7,8,31.9,31.9,31.9,34.93,307,307,0.0,37.657,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.29057,0.91422,15.507,32,17,Leave out requantified,0.2806,0.314,0.18131,0.12559,0.93979,0.9038,0.20666,0.13378,19.357,13.365,96.169,83.46,10,8,8,6,2,1,8,6,Leave out requantified,Leave out requantified,Median,Median,31.9,31.9,25.4,25.4,2063000000,1660500000,402460000,355410000,256030000,99377000,687680000,501420000,186260000,547020000,475080000,71939000,472850000,427960000,44888000,,,,2274,1756;1757;7835;9058;9408;9528;9529;9579;10741;11782;16008,True;True;True;True;True;True;True;True;True;True;True,2198;2199;2200;9951;11392;11806;11955;11956;11957;12023;13393;13394;14679;19827,5201;5202;5203;5204;5205;22648;22649;22650;22651;25879;25880;26804;26805;26806;27130;27131;27132;27133;27134;27135;27136;27308;27309;27310;30389;30390;30391;30392;30393;30394;33170;33171;33172;33173;45229;45230,8771;8772;8773;8774;8775;8776;8777;8778;8779;37095;37096;37097;37098;37099;42155;42156;43557;43558;43559;44097;44098;44099;44100;44101;44102;44103;44104;44105;44106;44107;44108;44399;44400;44401;44402;44403;44404;44405;49370;49371;49372;49373;49374;49375;49376;49377;49378;49379;53870;53871;53872;53873;53874;53875;53876;74117;74118;74119;74120,8772;8776;37098;42156;43558;44097;44102;44400;49371;53874;74119,,,,,-1,protein_2275,quanti,quanti,quanti,quanti
FAM136A,-22.3679538581955,6.52023201110201e-08,Q96C01;E7EQY1;C9J2Y4,Q96C01;E7EQY1,5;4;2,5;4;2,5;4;2,Protein FAM136A,sp|Q96C01|F136A_HUMAN Protein FAM136A OS=Homo sapiens OX=9606 GN=FAM136A PE=1 SV=1;tr|E7EQY1|E7EQY1_HUMAN Protein FAM136A OS=Homo sapiens OX=9606 GN=FAM136A PE=1 SV=1,3,5,5,5,4,4,0,0,4,4,0,0,4,4,0,0,25.4,25.4,25.4,15.641,138,138;245;105,0.0,11.757,By MS/MS,By MS/MS,,,0.38222,0.96889,16.99,8,3,Leave out requantified,0.37491,0.3597,,,0.97352,0.91403,,,31.82,20.54,,,4,4,0,0,2,1,0,0,Median,Leave out requantified,Median,Median,24.6,20.3,0.0,0.0,310130000,219240000,90892000,132030000,91424000,40605000,178100000,127820000,50286000,0,0,0,0,0,0,,,,2281,412;7347;10067;10278;15473,True;True;True;True;True,494;9287;12586;12837;19167,1145;1146;21009;28593;28594;29119;43731;43732,1932;1933;1934;34489;46509;46510;47315;71690;71691,1933;34489;46509;47315;71690,,,,,-1;-1;-1,protein_2282,imputed MEC,imputed MEC,quanti,quanti
