RBBP5_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
GRSF1,0.8913458335,0.125222335566749,0,Q12849;H0Y8R1;F5H5I6;H0YAK1;H0YAM1,Q12849;H0Y8R1;F5H5I6;H0YAK1,5;5;5;5;1,5;5;5;5;1,5;5;5;5;1,G-rich sequence factor 1,GRSF1,sp|Q12849|GRSF1_HUMAN G-rich sequence factor 1 OS=Homo sapiens OX=9606 GN=GRSF1 PE=1 SV=3;tr|H0Y8R1|H0Y8R1_HUMAN G-rich sequence factor 1 (Fragment) OS=Homo sapiens OX=9606 GN=GRSF1 PE=1 SV=1;tr|F5H5I6|F5H5I6_HUMAN G-rich sequence factor 1 OS=Homo sapiens ,5,5,14.4,480
MYO1C,0.1437818495,0.846676047847135,0,O00159;F5H6E2;I3L501;I3L3Y6;I3L3F5,O00159;F5H6E2,17;17;4;4;1,17;17;4;4;1,17;17;4;4;1,Unconventional myosin-Ic,MYO1C,sp|O00159|MYO1C_HUMAN Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=4;tr|F5H6E2|F5H6E2_HUMAN Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=1,17,17,19.3,1063
ATL3,1.1776669471,0.0246245809329863,1,Q6DD88;F5H6I7,Q6DD88;F5H6I7,3;3,3;3,3;3,Atlastin-3,ATL3,sp|Q6DD88|ATLA3_HUMAN Atlastin-3 OS=Homo sapiens OX=9606 GN=ATL3 PE=1 SV=1;tr|F5H6I7|F5H6I7_HUMAN Atlastin-3 OS=Homo sapiens OX=9606 GN=ATL3 PE=1 SV=1,3,3,8.9,541
GNS,-0.1996978388,0.491405896185167,0,P15586;H7C3P4;F6S8M0;F5H4C6;H0YFA9,P15586;H7C3P4;F6S8M0;F5H4C6;H0YFA9,7;7;7;6;4,7;7;7;6;4,7;7;7;6;4,N-acetylglucosamine-6-sulfatase,GNS,sp|P15586|GNS_HUMAN N-acetylglucosamine-6-sulfatase OS=Homo sapiens OX=9606 GN=GNS PE=1 SV=3;tr|H7C3P4|H7C3P4_HUMAN N-acetylglucosamine-6-sulfatase OS=Homo sapiens OX=9606 GN=GNS PE=1 SV=1;tr|F6S8M0|F6S8M0_HUMAN N-acetylglucosamine-6-sulfatase OS=Homo sapi,7,7,16.1,552
HS1BP3,0.7881053502,0.0325921634201573,0,Q53T59;F6TR53;B5MC96;A0A494C0K6;A0A0D9SFN1,Q53T59;F6TR53;B5MC96;A0A494C0K6,8;8;7;4;1,8;8;7;4;1,8;8;7;4;1,HCLS1-binding protein 3,HS1BP3,sp|Q53T59|H1BP3_HUMAN HCLS1-binding protein 3 OS=Homo sapiens OX=9606 GN=HS1BP3 PE=1 SV=1;tr|F6TR53|F6TR53_HUMAN HCLS1-binding protein 3 OS=Homo sapiens OX=9606 GN=HS1BP3 PE=1 SV=1;tr|B5MC96|B5MC96_HUMAN HCLS1-binding protein 3 OS=Homo sapiens OX=9606 GN=H,8,8,20.4,392
RANBP1,1.1813460391,0.00607466299501626,1,P43487;F6WQW2;C9JXG8;C9JJ34;C9JGV6;C9JDM3;C9JIC6,P43487;F6WQW2;C9JXG8;C9JJ34;C9JGV6;C9JDM3,9;9;7;7;7;5;3,9;9;7;7;7;5;3,9;9;7;7;7;5;3,Ran-specific GTPase-activating protein,RANBP1,sp|P43487|RANG_HUMAN Ran-specific GTPase-activating protein OS=Homo sapiens OX=9606 GN=RANBP1 PE=1 SV=1;tr|F6WQW2|F6WQW2_HUMAN Ran-specific GTPase-activating protein OS=Homo sapiens OX=9606 GN=RANBP1 PE=1 SV=1;tr|C9JXG8|C9JXG8_HUMAN Ran-specific GTPase-act,9,9,43.3,201
CAD,0.1748059318,0.48742112696714,0,P27708;F8VPD4;H7C2E4;H7BZB3,P27708;F8VPD4,31;31;6;4,31;31;6;4,31;31;6;4,CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase,CAD,sp|P27708|PYR1_HUMAN CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=3;tr|F8VPD4|F8VPD4_HUMAN CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=1,31,31,18,2225
LIMA1,2.114765565,0.00870241841240995,1,Q9UHB6;F8VQE1;F8VS07;F8VRN8,Q9UHB6;F8VQE1;F8VS07,7;7;6;1,7;7;6;1,7;7;6;1,LIM domain and actin-binding protein 1,LIMA1,sp|Q9UHB6|LIMA1_HUMAN LIM domain and actin-binding protein 1 OS=Homo sapiens OX=9606 GN=LIMA1 PE=1 SV=1;tr|F8VQE1|F8VQE1_HUMAN LIM domain and actin-binding protein 1 OS=Homo sapiens OX=9606 GN=LIMA1 PE=1 SV=1;tr|F8VS07|F8VS07_HUMAN LIM domain and actin-bin,7,7,11.3,759
AK2,1.1220301589,0.00816308999032489,1,P54819;F8W1A4;G3V213;F8VZG5;A0A5F9ZHP2;F8VY04;A0A5K1VW67;F8VPP1,P54819;F8W1A4;G3V213;F8VZG5;A0A5F9ZHP2;F8VY04;A0A5K1VW67,10;10;7;7;7;7;7;3,10;10;7;7;7;7;7;3,10;10;7;7;7;7;7;3,"Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial, N-terminally processed;Adenylate kinase 2, mitochondrial",AK2,"sp|P54819|KAD2_HUMAN Adenylate kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=AK2 PE=1 SV=2;tr|F8W1A4|F8W1A4_HUMAN Adenylate kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=AK2 PE=1 SV=1;tr|G3V213|G3V213_HUMAN Adenylate kinase 2, isoform CRA_a OS=Ho",10,10,47.3,239
MYL6,-1.1632303684,0.0150138516500311,1,P60660;F8W1R7;G3V1V0;J3KND3;G8JLA2;B7Z6Z4;F8VPF3;G3V1Y7;F8VZU9;F8W180;P14649;F8W1I5;H0YI43;F8VXL3,P60660;F8W1R7;G3V1V0;J3KND3;G8JLA2;B7Z6Z4;F8VPF3,13;13;13;11;11;11;9;6;4;4;3;3;2;1,13;13;13;11;11;11;9;6;4;4;3;3;2;1,13;13;13;11;11;11;9;6;4;4;3;3;2;1,Myosin light polypeptide 6,MYL6,sp|P60660|MYL6_HUMAN Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=2;tr|F8W1R7|F8W1R7_HUMAN Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=1;tr|G3V1V0|G3V1V0_HUMAN Myosin light polypeptide 6 OS=Homo sapiens OX=9606 ,13,13,67.5,151
HNRNPA1,-0.5819547717,0.0648990195627573,0,F8W6I7;P09651;F8VZ49;F8W646;A0A2R8Y4L2;F8VTQ5;H0YH80;F8VYN5,F8W6I7;P09651;F8VZ49;F8W646;A0A2R8Y4L2,15;14;12;8;8;6;5;4,15;14;12;8;8;6;5;4,6;5;3;3;4;0;2;3,"Heterogeneous nuclear ribonucleoprotein A1;Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed",HNRNPA1,tr|F8W6I7|F8W6I7_HUMAN Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=2;sp|P09651|ROA1_HUMAN Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=5;tr|F8VZ49|F8VZ49_HUMAN Heterogeneous,15,6,61.2,307
MRE11A,1.7620553392,0.0370073678872247,1,P49959;F8W7U8;F5GXT0;F5H742;F5H256,P49959;F8W7U8;F5GXT0,4;4;3;1;1,4;4;3;1;1,4;4;3;1;1,Double-strand break repair protein MRE11A,MRE11A,sp|P49959|MRE11_HUMAN Double-strand break repair protein MRE11 OS=Homo sapiens OX=9606 GN=MRE11 PE=1 SV=3;tr|F8W7U8|F8W7U8_HUMAN Double-strand break repair protein OS=Homo sapiens OX=9606 GN=MRE11 PE=1 SV=1;tr|F5GXT0|F5GXT0_HUMAN Double-strand break repair,4,4,7.9,708
NDRG3,0.7381848016,0.0437465323919171,0,Q9UGV2;F8WBF9;Q5TH30,Q9UGV2;F8WBF9;Q5TH30,2;2;1,2;2;1,2;2;1,Protein NDRG3,NDRG3,"sp|Q9UGV2|NDRG3_HUMAN Protein NDRG3 OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 SV=2;tr|F8WBF9|F8WBF9_HUMAN Protein NDRG3 OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 SV=1;tr|Q5TH30|Q5TH30_HUMAN NDRG family member 3, isoform CRA_c OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 ",2,2,6.9,375
DPP3,0.5312115275,0.351492582572315,0,Q9NY33;G3V1D3;G3V180;E9PQ14;E9PKK8;E9PPK9;E9PNX5;E9PQF2,Q9NY33;G3V1D3;G3V180;E9PQ14;E9PKK8;E9PPK9,6;6;6;4;3;3;2;1,6;6;6;4;3;3;2;1,6;6;6;4;3;3;2;1,Dipeptidyl peptidase 3,DPP3,sp|Q9NY33|DPP3_HUMAN Dipeptidyl peptidase 3 OS=Homo sapiens OX=9606 GN=DPP3 PE=1 SV=2;tr|G3V1D3|G3V1D3_HUMAN Dipeptidyl peptidase 3 OS=Homo sapiens OX=9606 GN=DPP3 PE=1 SV=1;tr|G3V180|G3V180_HUMAN Dipeptidyl peptidase 3 OS=Homo sapiens OX=9606 GN=DPP3 PE=1,6,6,11.5,737
API5,1.1592860275,0.241628268421332,0,G3V1C3;Q9BZZ5;E9PQK6,G3V1C3;Q9BZZ5,5;4;2,5;4;2,5;4;2,Apoptosis inhibitor 5,API5,tr|G3V1C3|G3V1C3_HUMAN Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV=1;sp|Q9BZZ5|API5_HUMAN Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV=3,5,5,12,510
RPL18,0.6767136473,0.0381687130512804,0,Q07020;G3V203;J3QQ67;H0YHA7;F8VUA6;F8VYV2;A0A075B7A0;F8VXR6,Q07020;G3V203;J3QQ67;H0YHA7;F8VUA6;F8VYV2;A0A075B7A0,13;13;13;11;9;8;8;1,13;13;13;11;9;8;8;1,13;13;13;11;9;8;8;1,60S ribosomal protein L18,RPL18,sp|Q07020|RL18_HUMAN 60S ribosomal protein L18 OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=2;tr|G3V203|G3V203_HUMAN 60S ribosomal protein L18 OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=1;tr|J3QQ67|J3QQ67_HUMAN 60S ribosomal protein L18 (Fragment) OS=Homo sapien,13,13,45.7,188
RDH11,-1.4115535432,0.0137029378139827,1,Q8TC12;H0YIZ8;G3V2G6;G3V234;H0YJ46,Q8TC12;H0YIZ8;G3V2G6;G3V234;H0YJ46,3;3;3;3;3,3;3;3;3;3,3;3;3;3;3,Retinol dehydrogenase 11,RDH11,sp|Q8TC12|RDH11_HUMAN Retinol dehydrogenase 11 OS=Homo sapiens OX=9606 GN=RDH11 PE=1 SV=2;tr|H0YIZ8|H0YIZ8_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=1;tr|G3V2G6|G3V2G6_HUMAN Retinol dehydrogenase 11 (Fragment) OS=Homo sapiens,3,3,8.2,318
PSMA6,-0.2168907255,0.554196281909955,0,P60900;G3V295;G3V5Z7;G3V3I1;G3V3U4;G3V4S5;G3V2S7,P60900;G3V295;G3V5Z7;G3V3I1;G3V3U4,13;13;13;11;7;3;3,13;13;13;11;7;3;3,13;13;13;11;7;3;3,Proteasome subunit alpha type-6;Proteasome subunit alpha type,PSMA6,sp|P60900|PSA6_HUMAN Proteasome subunit alpha type-6 OS=Homo sapiens OX=9606 GN=PSMA6 PE=1 SV=1;tr|G3V295|G3V295_HUMAN Proteasome subunit alpha type OS=Homo sapiens OX=9606 GN=PSMA6 PE=1 SV=1;tr|G3V5Z7|G3V5Z7_HUMAN Proteasome subunit alpha type OS=Homo sap,13,13,48.4,246
CELF1,1.3595312245,0.101741958968234,0,G5EA30;Q92879;F5H0D8;E9PKU1;F5H4Y5;E9PQK4;E9PSH0;A0A1B0GUN8;E9PC62;A0A1B0GU44;A0A0J9YX66;F5H3J7;Q5VZZ6;E9PKA1;O95319;V9GYD9;A0A0J9YXJ0,G5EA30;Q92879;F5H0D8;E9PKU1,5;4;3;3;2;2;2;1;1;1;1;1;1;1;1;1;1,5;4;3;3;2;2;2;1;1;1;1;1;1;1;1;1;1,5;4;3;3;2;2;2;1;1;1;1;1;1;1;1;1;1,CUGBP Elav-like family member 1,CELF1,"tr|G5EA30|G5EA30_HUMAN CUG triplet repeat, RNA binding protein 1, isoform CRA_c OS=Homo sapiens OX=9606 GN=CELF1 PE=1 SV=1;sp|Q92879|CELF1_HUMAN CUGBP Elav-like family member 1 OS=Homo sapiens OX=9606 GN=CELF1 PE=1 SV=2;tr|F5H0D8|F5H0D8_HUMAN CUGBP Elav-li",5,5,16.3,514
ZYX,2.8751418135,0.0600839204014754,0,Q15942;H0Y2Y8;C9IZ41;C9JJK5;H7C3D3,Q15942;H0Y2Y8;C9IZ41,4;4;2;1;1,4;4;2;1;1,4;4;2;1;1,Zyxin,ZYX,sp|Q15942|ZYX_HUMAN Zyxin OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1;tr|H0Y2Y8|H0Y2Y8_HUMAN Zyxin (Fragment) OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1;tr|C9IZ41|C9IZ41_HUMAN Zyxin (Fragment) OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1,4,4,10.7,572
HNRNPD,1.0332814489,0.0328414501638919,1,Q14103;H0YA96;H0Y8G5;D6RAF8;D6RF44;D6RBQ9;D6RD83,Q14103;H0YA96;H0Y8G5;D6RAF8;D6RF44;D6RBQ9,13;13;13;12;10;7;5,13;13;13;12;10;7;5,11;11;11;10;8;5;5,Heterogeneous nuclear ribonucleoprotein D0,HNRNPD,sp|Q14103|HNRPD_HUMAN Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1;tr|H0YA96|H0YA96_HUMAN Heterogeneous nuclear ribonucleoprotein D0 (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1;tr|H0Y8G5|H0Y8G5_HUMAN Het,13,11,27.9,355
DNPH1,1.8100550172,0.00126941120258206,1,O43598;H0Y8X4,O43598;H0Y8X4,3;3,3;3,3;3,2-deoxynucleoside 5-phosphate N-hydrolase 1,DNPH1,sp|O43598|DNPH1_HUMAN 2-deoxynucleoside 5-phosphate N-hydrolase 1 OS=Homo sapiens OX=9606 GN=DNPH1 PE=1 SV=1;tr|H0Y8X4|H0Y8X4_HUMAN 2-deoxynucleoside 5-phosphate N-hydrolase 1 (Fragment) OS=Homo sapiens OX=9606 GN=DNPH1 PE=1 SV=1,3,3,19,174
TPD52,1.1947713146,0.00958924181261706,1,H0YC42;P55327;U3KQQ8;E5RFR7;H0YC44,H0YC42;P55327,6;4;1;1;1,6;4;1;1;1,4;4;0;1;1,Tumor protein D52,TPD52,tr|H0YC42|H0YC42_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=1 SV=2;sp|P55327|TPD52_HUMAN Tumor protein D52 OS=Homo sapiens OX=9606 GN=TPD52 PE=1 SV=2,6,4,27.3,278
CTSC,0.9220044457,0.0429830659933554,0,P53634;H0YCY8,P53634;H0YCY8,2;2,2;2,2;2,Dipeptidyl peptidase 1;Dipeptidyl peptidase 1 exclusion domain chain;Dipeptidyl peptidase 1 heavy chain;Dipeptidyl peptidase 1 light chain,CTSC,sp|P53634|CATC_HUMAN Dipeptidyl peptidase 1 OS=Homo sapiens OX=9606 GN=CTSC PE=1 SV=2;tr|H0YCY8|H0YCY8_HUMAN Dipeptidyl peptidase 1 (Fragment) OS=Homo sapiens OX=9606 GN=CTSC PE=1 SV=8,2,2,5,463
CD44,0.2394088957,0.469666988702764,0,P16070;H0YD13;H0YDW7;H0YCV9;H0Y5E4;E9PKC6;H0Y2P0;Q86UZ1;H0YDX6;H0YD17;H0YE40,P16070;H0YD13;H0YDW7;H0YCV9;H0Y5E4;E9PKC6;H0Y2P0;Q86UZ1,6;6;5;5;5;4;4;3;2;2;1,6;6;5;5;5;4;4;3;2;2;1,6;6;5;5;5;4;4;3;2;2;1,CD44 antigen,CD44,sp|P16070|CD44_HUMAN CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=3;tr|H0YD13|H0YD13_HUMAN CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=2;tr|H0YDW7|H0YDW7_HUMAN CD44 antigen (Fragment) OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=2;tr|H0YCV9|H0Y,6,6,7.4,742
HADHA,0.8853230384,0.0191619539874811,0,P40939;H0YFD6;A0A2R8Y4F5;A0A2R8YG21;A0A2R8Y688,P40939;H0YFD6;A0A2R8Y4F5;A0A2R8YG21,28;28;24;18;10,28;28;24;18;10,28;28;24;18;10,"Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase",HADHA,"sp|P40939|ECHA_HUMAN Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2;tr|H0YFD6|H0YFD6_HUMAN Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2;tr|A0A2R8Y4F5|A0A2R8Y4F5_H",28,28,45,763
YARS2,1.8647290706,0.0357327332396982,1,Q9Y2Z4;H0YHS6,Q9Y2Z4;H0YHS6,4;4,4;4,4;4,"Tyrosine--tRNA ligase, mitochondrial;Tyrosine--tRNA ligase",YARS2,"sp|Q9Y2Z4|SYYM_HUMAN Tyrosine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=YARS2 PE=1 SV=2;tr|H0YHS6|H0YHS6_HUMAN Tyrosine--tRNA ligase (Fragment) OS=Homo sapiens OX=9606 GN=YARS2 PE=1 SV=1",4,4,12.6,477
RPL28,0.8024464823,0.0438105114876905,0,P46779;H0YMF4;H0YKD8;H0YLP6,P46779;H0YMF4;H0YKD8;H0YLP6,9;9;9;5,9;9;9;5,9;9;9;5,60S ribosomal protein L28,RPL28,sp|P46779|RL28_HUMAN 60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=3;tr|H0YMF4|H0YMF4_HUMAN 60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=1;tr|H0YKD8|H0YKD8_HUMAN 60S ribosomal protein L28 OS=Homo sapiens OX=9606 G,9,9,37.2,137
TMOD3,0.6857775634,0.0654012693298238,0,Q9NYL9;H0YKU1;H0YNJ8,Q9NYL9;H0YKU1;H0YNJ8,1;1;1,1;1;1,1;1;1,Tropomodulin-3,TMOD3,sp|Q9NYL9|TMOD3_HUMAN Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1;tr|H0YKU1|H0YKU1_HUMAN Tropomodulin-3 (Fragment) OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1;tr|H0YNJ8|H0YNJ8_HUMAN Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1,1,1,3.1,352
PSMA4,-0.7940509948,0.168915455123727,0,P25789;H0YMZ1;H0YL69;H0YMI6;H0YMA1;H0YN18;H0YKT8;H0YKS0;H0YLS6;H0YLC2,P25789;H0YMZ1;H0YL69;H0YMI6;H0YMA1;H0YN18;H0YKT8,7;7;7;6;6;5;4;3;3;3,7;7;7;6;6;5;4;3;3;3,7;7;7;6;6;5;4;3;3;3,Proteasome subunit alpha type-4;Proteasome subunit alpha type;Proteasome subunit beta type,PSMA4,sp|P25789|PSA4_HUMAN Proteasome subunit alpha type-4 OS=Homo sapiens OX=9606 GN=PSMA4 PE=1 SV=1;tr|H0YMZ1|H0YMZ1_HUMAN Proteasome subunit alpha type (Fragment) OS=Homo sapiens OX=9606 GN=PSMA4 PE=1 SV=8;tr|H0YL69|H0YL69_HUMAN Proteasome subunit alpha type ,7,7,35.6,261
RPS27;RPS27L,1.188878654,0.0124885816665328,1,P42677;Q71UM5;H0YMV8;C9JLI6;C9J1C5,P42677;Q71UM5;H0YMV8;C9JLI6,3;3;3;2;1,3;3;3;2;1,3;3;3;2;1,40S ribosomal protein S27;40S ribosomal protein S27-like,RPS27;RPS27L,sp|P42677|RS27_HUMAN 40S ribosomal protein S27 OS=Homo sapiens OX=9606 GN=RPS27 PE=1 SV=3;sp|Q71UM5|RS27L_HUMAN 40S ribosomal protein S27-like OS=Homo sapiens OX=9606 GN=RPS27L PE=1 SV=3;tr|H0YMV8|H0YMV8_HUMAN 40S ribosomal protein S27 OS=Homo sapiens OX=9,3,3,26.2,84
ANP32A,0.1981381954,0.507321368708387,0,P39687;H0YN26;H7BZ09;O43423,P39687;H0YN26,7;7;3;1,7;7;3;1,6;6;3;1,Acidic leucine-rich nuclear phosphoprotein 32 family member A,ANP32A,sp|P39687|AN32A_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens OX=9606 GN=ANP32A PE=1 SV=1;tr|H0YN26|H0YN26_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens OX=9606 GN=ANP32A PE=1 SV=1,7,6,38.2,249
DUT,-0.3450708457,0.490329475143256,0,P33316;H0YNW5;A0A0C4DGL3;H0YKC5;H0YMP1;H0YMM5;H0YNJ9;H0YKI0,P33316;H0YNW5;A0A0C4DGL3;H0YKC5;H0YMP1;H0YMM5;H0YNJ9;H0YKI0,5;5;4;4;3;3;3;3,5;5;4;4;3;3;3;3,5;5;4;4;3;3;3;3,"Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial",DUT,"sp|P33316|DUT_HUMAN Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=DUT PE=1 SV=4;tr|H0YNW5|H0YNW5_HUMAN Deoxyuridine 5-triphosphate nucleotidohydrolase OS=Homo sapiens OX=9606 GN=DUT PE=1 SV=1;tr|A0A0C4DGL3|A0A0",5,5,26.2,252
AKR7A2,2.3456549731,0.00644891610261395,1,O43488;H3BLU7;Q8NHP1;O95154;H7C5H7;A0A499FJT0,O43488;H3BLU7,5;5;1;1;1;1,5;5;1;1;1;1,5;5;1;1;1;1,Aflatoxin B1 aldehyde reductase member 2,AKR7A2,sp|O43488|ARK72_HUMAN Aflatoxin B1 aldehyde reductase member 2 OS=Homo sapiens OX=9606 GN=AKR7A2 PE=1 SV=3;tr|H3BLU7|H3BLU7_HUMAN Aflatoxin B1 aldehyde reductase member 2 (Fragment) OS=Homo sapiens OX=9606 GN=AKR7A2 PE=1 SV=1,5,5,22.8,359
RNPS1,-0.7615495249,0.170846719757885,0,Q15287;H3BV80;H3BMM9;H3BTC0;H3BPG5;H3BMS0,Q15287;H3BV80;H3BMM9;H3BTC0;H3BPG5;H3BMS0,3;3;3;3;2;2,3;3;3;3;2;2,3;3;3;3;2;2,RNA-binding protein with serine-rich domain 1,RNPS1,sp|Q15287|RNPS1_HUMAN RNA-binding protein with serine-rich domain 1 OS=Homo sapiens OX=9606 GN=RNPS1 PE=1 SV=1;tr|H3BV80|H3BV80_HUMAN RNA-binding protein with serine-rich domain 1 OS=Homo sapiens OX=9606 GN=RNPS1 PE=1 SV=2;tr|H3BMM9|H3BMM9_HUMAN RNA-bindin,3,3,10.8,305
HN1L,1.1016310017,0.0341034421105024,1,Q9H910;H3BMV3;A6NGP5;H3BMM8;B4E1P3;H3BMT0;H3BTV5;H3BU16;H3BS08,Q9H910;H3BMV3;A6NGP5;H3BMM8;B4E1P3;H3BMT0;H3BTV5;H3BU16,5;5;4;3;3;3;3;3;1,5;5;4;3;3;3;3;3;1,5;5;4;3;3;3;3;3;1,Hematological and neurological expressed 1-like protein,HN1L,sp|Q9H910|JUPI2_HUMAN Jupiter microtubule associated homolog 2 OS=Homo sapiens OX=9606 GN=JPT2 PE=1 SV=1;tr|H3BMV3|H3BMV3_HUMAN Jupiter microtubule-associated homolog 2 (Fragment) OS=Homo sapiens OX=9606 GN=JPT2 PE=1 SV=1;tr|A6NGP5|A6NGP5_HUMAN Jupiter mic,5,5,43.7,190
RPS17,0.1973616171,0.605454171388359,0,P08708;H3BNC9;H0YN88;A0A075B716;H0YN73;A0A0J9YYC4,P08708;H3BNC9;H0YN88;A0A075B716,13;13;11;11;6;2,13;13;11;11;6;2,13;13;11;11;6;2,40S ribosomal protein S17,RPS17,sp|P08708|RS17_HUMAN 40S ribosomal protein S17 OS=Homo sapiens OX=9606 GN=RPS17 PE=1 SV=2;tr|H3BNC9|H3BNC9_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=3 SV=2;tr|H0YN88|H0YN88_HUMAN 40S ribosomal protein S17 OS=Homo sapiens OX=9606 GN=RPS17 PE=,13,13,71.9,135
COX5A,0.1869931471,0.761352098219884,0,P20674;H3BNX8;H3BRM5;H3BV69;H3BRI0,P20674;H3BNX8;H3BRM5;H3BV69,5;5;3;3;1,5;5;3;3;1,5;5;3;3;1,"Cytochrome c oxidase subunit 5A, mitochondrial",COX5A,"sp|P20674|COX5A_HUMAN Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens OX=9606 GN=COX5A PE=1 SV=2;tr|H3BNX8|H3BNX8_HUMAN Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens OX=9606 GN=COX5A PE=1 SV=1;tr|H3BRM5|H3BRM5_HUMAN Cytochro",5,5,32.7,150
HEXA,-2.0653824836,0.00060236680120364,1,P06865;H3BS10;H3BP20;A0A087WUJ7;H3BU85;H3BTD4,P06865;H3BS10;H3BP20,3;3;3;1;1;1,3;3;3;1;1;1,3;3;3;1;1;1,Beta-hexosaminidase subunit alpha;Beta-hexosaminidase,HEXA,sp|P06865|HEXA_HUMAN Beta-hexosaminidase subunit alpha OS=Homo sapiens OX=9606 GN=HEXA PE=1 SV=2;tr|H3BS10|H3BS10_HUMAN Beta-hexosaminidase OS=Homo sapiens OX=9606 GN=HEXA PE=1 SV=1;tr|H3BP20|H3BP20_HUMAN Beta-hexosaminidase OS=Homo sapiens OX=9606 GN=HEXA,3,3,6.2,529
MVD,1.5059943279,0.0120319993721141,1,P53602;H3BP35,P53602;H3BP35,2;2,2;2,2;2,Diphosphomevalonate decarboxylase,MVD,sp|P53602|MVD1_HUMAN Diphosphomevalonate decarboxylase OS=Homo sapiens OX=9606 GN=MVD PE=1 SV=1;tr|H3BP35|H3BP35_HUMAN Diphosphomevalonate decarboxylase (Fragment) OS=Homo sapiens OX=9606 GN=MVD PE=1 SV=1,2,2,5.8,400
FUS,3.8645374587,0.0381183802964142,1,P35637;H3BPE7,P35637;H3BPE7,3;3,3;3,3;3,RNA-binding protein FUS,FUS,sp|P35637|FUS_HUMAN RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1;tr|H3BPE7|H3BPE7_HUMAN RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1,3,3,6.7,526
