Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity DCAF15-N1,Intensity DCAF15-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
P10809;E7ESH4,P10809,3;1,3;1,3;1,"60 kDa heat shock protein, mitochondrial",HSPD1,"sp|P10809|CH60_HUMAN 60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2",3,3,7.0,21.8990233251199,23.0304933726645,4.54149659875415,4.45675807233791
P61604;B8ZZL8;S4R3N1;B8ZZ54,P61604;B8ZZL8;S4R3N1,3;2;2;1,3;2;2;1,3;2;2;1,"10 kDa heat shock protein, mitochondrial",HSPE1;HSPE1-MOB4,"sp|P61604|CH10_HUMAN 10 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPE1 PE=1 SV=2;tr|B8ZZL8|B8ZZL8_HUMAN 10 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPE1 PE=1 SV=1;tr|S4R3N1|S4R3N1_HUMAN HSPE1-MOB4 readthroug",3,3,32.4,4.03091735632192,4.10929759460997,25.4182829423549,25.6397282095369
O75874;C9J4N6;P48735;C9JJE5;C9JLU6,O75874;C9J4N6,3;3;1;1;1,3;3;1;1;1,3;3;1;1;1,Isocitrate dehydrogenase [NADP] cytoplasmic,IDH1,sp|O75874|IDHC_HUMAN Isocitrate dehydrogenase [NADP] cytoplasmic OS=Homo sapiens OX=9606 GN=IDH1 PE=1 SV=2;tr|C9J4N6|C9J4N6_HUMAN Isocitrate dehydrogenase [NADP] cytoplasmic (Fragment) OS=Homo sapiens OX=9606 GN=IDH1 PE=1 SV=1,3,3,7.0,4.03091735632192,4.10929759460997,25.0255089746457,24.4544403757475
Q9BW83;F5GZ09;B1AH58;H0Y6C7;B1AH56,Q9BW83;F5GZ09;B1AH58;H0Y6C7,3;3;2;2;1,3;3;2;2;1,3;3;2;2;1,Intraflagellar transport protein 27 homolog,IFT27,sp|Q9BW83|IFT27_HUMAN Intraflagellar transport protein 27 homolog OS=Homo sapiens OX=9606 GN=IFT27 PE=1 SV=1;tr|F5GZ09|F5GZ09_HUMAN Intraflagellar transport protein 27 homolog (Fragment) OS=Homo sapiens OX=9606 GN=IFT27 PE=1 SV=1;tr|B1AH58|B1AH58_HUMAN Int,3,3,17.7,4.03091735632192,4.10929759460997,24.9240197898053,24.511653739149
O15397;F5H2I3,O15397;F5H2I3,3;2,3;2,3;2,Importin-8,IPO8,sp|O15397|IPO8_HUMAN Importin-8 OS=Homo sapiens OX=9606 GN=IPO8 PE=1 SV=2;tr|F5H2I3|F5H2I3_HUMAN Importin-8 (Fragment) OS=Homo sapiens OX=9606 GN=IPO8 PE=1 SV=1,3,3,3.3,20.9121784558972,21.344729344915,24.1372738617277,24.5235471206077
Q9NZM3;A0A087WVF7;E7EPJ2,Q9NZM3;A0A087WVF7;E7EPJ2,3;3;2,3;3;2,3;3;2,Intersectin-2,ITSN2,sp|Q9NZM3|ITSN2_HUMAN Intersectin-2 OS=Homo sapiens OX=9606 GN=ITSN2 PE=1 SV=3;tr|A0A087WVF7|A0A087WVF7_HUMAN Intersectin-2 OS=Homo sapiens OX=9606 GN=ITSN2 PE=1 SV=1;tr|E7EPJ2|E7EPJ2_HUMAN Intersectin-2 (Fragment) OS=Homo sapiens OX=9606 GN=ITSN2 PE=1 SV=,3,3,1.8,4.03091735632192,4.10929759460997,24.7489360071628,23.9977438882582
P05412,P05412,3,3,3,Transcription factor AP-1,JUN,sp|P05412|JUN_HUMAN Transcription factor AP-1 OS=Homo sapiens OX=9606 GN=JUN PE=1 SV=2,3,3,13.0,4.03091735632192,4.10929759460997,26.4709910747802,26.3241951079219
O00139,O00139,3,3,3,Kinesin-like protein KIF2A,KIF2A,sp|O00139|KIF2A_HUMAN Kinesin-like protein KIF2A OS=Homo sapiens OX=9606 GN=KIF2A PE=1 SV=3,3,3,4.0,4.03091735632192,4.10929759460997,25.5009077522746,23.6263373527993
Q9GZY6;C9JA24;C9JDY7;F8W947;C9JXP0,Q9GZY6;C9JA24,3;2;1;1;1,3;2;1;1;1,3;2;1;1;1,Linker for activation of T-cells family member 2,LAT2,sp|Q9GZY6|NTAL_HUMAN Linker for activation of T-cells family member 2 OS=Homo sapiens OX=9606 GN=LAT2 PE=1 SV=1;tr|C9JA24|C9JA24_HUMAN Linker for activation of T-cells family member 2 (Fragment) OS=Homo sapiens OX=9606 GN=LAT2 PE=1 SV=1,3,3,19.8,4.03091735632192,4.10929759460997,24.7448880242464,25.5072136981477
Q9Y2L9,Q9Y2L9,3,3,3,Leucine-rich repeat and calponin homology domain-containing protein 1,LRCH1,sp|Q9Y2L9|LRCH1_HUMAN Leucine-rich repeat and calponin homology domain-containing protein 1 OS=Homo sapiens OX=9606 GN=LRCH1 PE=1 SV=3,3,3,6.3,4.03091735632192,4.10929759460997,25.4723398154134,25.6227397815572
Q5VUJ6,Q5VUJ6,3,3,3,Leucine-rich repeat and calponin homology domain-containing protein 2,LRCH2,sp|Q5VUJ6|LRCH2_HUMAN Leucine-rich repeat and calponin homology domain-containing protein 2 OS=Homo sapiens OX=9606 GN=LRCH2 PE=1 SV=2,3,3,6.8,4.03091735632192,4.10929759460997,25.1981677348593,23.293757887276
Q9BX40;Q5TBQ0;A0A0C4DFV2;Q5TBQ1,Q9BX40;Q5TBQ0,6;4;2;2,6;4;2;2,3;2;2;2,Protein LSM14 homolog B,LSM14B,sp|Q9BX40|LS14B_HUMAN Protein LSM14 homolog B OS=Homo sapiens OX=9606 GN=LSM14B PE=1 SV=1;tr|Q5TBQ0|Q5TBQ0_HUMAN Protein LSM14 homolog B (Fragment) OS=Homo sapiens OX=9606 GN=LSM14B PE=1 SV=1,6,3,21.8,4.03091735632192,4.10929759460997,27.1733134342643,27.3118131598024
A0A0A0MRB5;Q8WXG6;C9J6B0,A0A0A0MRB5;Q8WXG6;C9J6B0,3;2;2,3;2;2,3;2;2,MAP kinase-activating death domain protein,MADD,tr|A0A0A0MRB5|A0A0A0MRB5_HUMAN MAP kinase-activating death domain protein OS=Homo sapiens OX=9606 GN=MADD PE=1 SV=1;sp|Q8WXG6|MADD_HUMAN MAP kinase-activating death domain protein OS=Homo sapiens OX=9606 GN=MADD PE=1 SV=2;tr|C9J6B0|C9J6B0_HUMAN MAP kinase-,3,3,1.8,4.03091735632192,4.10929759460997,24.7391295759534,23.4189262846357
Q15555;K7EL66;K7ERD8;M0QX52,Q15555;K7EL66;K7ERD8,3;2;2;1,3;2;2;1,3;2;2;1,Microtubule-associated protein RP/EB family member 2,MAPRE2,sp|Q15555|MARE2_HUMAN Microtubule-associated protein RP/EB family member 2 OS=Homo sapiens OX=9606 GN=MAPRE2 PE=1 SV=1;tr|K7EL66|K7EL66_HUMAN Microtubule-associated protein RP/EB family member 2 (Fragment) OS=Homo sapiens OX=9606 GN=MAPRE2 PE=1 SV=1;tr|K7E,3,3,11.3,4.03091735632192,4.10929759460997,25.2410358281324,23.7243198273801
P10636;I3L170;A0A0G2JQJ7;A0A0G2JPD5;A0A0G2JS76;A0A0G2JMX7,P10636;I3L170;A0A0G2JQJ7;A0A0G2JPD5;A0A0G2JS76;A0A0G2JMX7,3;3;3;3;3;3,3;3;3;3;3;3,3;3;3;3;3;3,Microtubule-associated protein tau;Microtubule-associated protein,MAPT,sp|P10636|TAU_HUMAN Microtubule-associated protein tau OS=Homo sapiens OX=9606 GN=MAPT PE=1 SV=5;tr|I3L170|I3L170_HUMAN Microtubule-associated protein OS=Homo sapiens OX=9606 GN=MAPT PE=1 SV=1;tr|A0A0G2JQJ7|A0A0G2JQJ7_HUMAN Microtubule-associated protein O,3,3,5.7,4.03091735632192,4.10929759460997,25.4383799394419,25.5693895920822
O60318,O60318,3,3,3,Germinal-center associated nuclear protein,MCM3AP,sp|O60318|GANP_HUMAN Germinal-center associated nuclear protein OS=Homo sapiens OX=9606 GN=MCM3AP PE=1 SV=2,3,3,1.7,4.03091735632192,4.10929759460997,24.1461596877902,21.0678912230734
Q9HCE5;D6RBL4,Q9HCE5;D6RBL4,3;2,3;2,3;2,N6-adenosine-methyltransferase subunit METTL14,METTL14,sp|Q9HCE5|MET14_HUMAN N6-adenosine-methyltransferase non-catalytic subunit OS=Homo sapiens OX=9606 GN=METTL14 PE=1 SV=2;tr|D6RBL4|D6RBL4_HUMAN N6-adenosine-methyltransferase non-catalytic subunit (Fragment) OS=Homo sapiens OX=9606 GN=METTL14 PE=1 SV=2,3,3,9.4,4.03091735632192,4.10929759460997,26.3545415688787,24.4175105527366
Q9NYP9,Q9NYP9,3,3,3,Protein Mis18-alpha,MIS18A,sp|Q9NYP9|MS18A_HUMAN Protein Mis18-alpha OS=Homo sapiens OX=9606 GN=MIS18A PE=1 SV=1,3,3,24.5,22.1915012777969,24.1764556284477,25.52644550959,24.5980979472482
Q9BUK6;A0A3B3IUD2,Q9BUK6;A0A3B3IUD2,3;3,3;3,3;3,Protein misato homolog 1,MSTO1,sp|Q9BUK6|MSTO1_HUMAN Protein misato homolog 1 OS=Homo sapiens OX=9606 GN=MSTO1 PE=1 SV=1;tr|A0A3B3IUD2|A0A3B3IUD2_HUMAN Protein misato homolog 1 OS=Homo sapiens OX=9606 GN=MSTO1 PE=1 SV=1,3,3,5.8,4.03091735632192,4.10929759460997,23.9706192053893,24.4299471033306
Q7Z406;M0QY43,Q7Z406;M0QY43,12;8,3;3,3;3,Myosin-14,MYH14,sp|Q7Z406|MYH14_HUMAN Myosin-14 OS=Homo sapiens OX=9606 GN=MYH14 PE=1 SV=2;tr|M0QY43|M0QY43_HUMAN Myosin-14 (Fragment) OS=Homo sapiens OX=9606 GN=MYH14 PE=1 SV=8,12,3,5.2,23.4686160887288,24.3659956724437,28.7279651563801,29.1108805585342
Q9UGV2;F8WBF9;Q5TH30,Q9UGV2;F8WBF9;Q5TH30,3;3;3,3;3;3,3;3;3,Protein NDRG3,NDRG3,"sp|Q9UGV2|NDRG3_HUMAN Protein NDRG3 OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 SV=2;tr|F8WBF9|F8WBF9_HUMAN Protein NDRG3 OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 SV=1;tr|Q5TH30|Q5TH30_HUMAN NDRG family member 3, isoform CRA_c OS=Homo sapiens OX=9606 GN=NDRG3 PE=1",3,3,11.2,4.03091735632192,4.10929759460997,25.532581604615,25.4746932141561
Q8NC96;F5GYH1;A0A1W2PRM0;A0A1W2PRL5;A0A1W2PR09;A0A1W2PR27;A0A1W2PPF5;A0A1W2PRQ7,Q8NC96;F5GYH1;A0A1W2PRM0;A0A1W2PRL5;A0A1W2PR09,3;3;3;3;3;1;1;1,3;3;3;3;3;1;1;1,3;3;3;3;3;1;1;1,Adaptin ear-binding coat-associated protein 1,NECAP1,sp|Q8NC96|NECP1_HUMAN Adaptin ear-binding coat-associated protein 1 OS=Homo sapiens OX=9606 GN=NECAP1 PE=1 SV=2;tr|F5GYH1|F5GYH1_HUMAN Adaptin ear-binding coat-associated protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=NECAP1 PE=1 SV=2;tr|A0A1W2PRM0|A0A1W2,3,3,12.7,4.03091735632192,4.10929759460997,25.3242637913326,24.5940019648855
Q9NVZ3;F6SKB8;D6RAN6;H0Y970,Q9NVZ3;F6SKB8;D6RAN6,3;3;2;1,3;3;2;1,3;3;2;1,Adaptin ear-binding coat-associated protein 2,NECAP2,sp|Q9NVZ3|NECP2_HUMAN Adaptin ear-binding coat-associated protein 2 OS=Homo sapiens OX=9606 GN=NECAP2 PE=1 SV=1;tr|F6SKB8|F6SKB8_HUMAN Adaptin ear-binding coat-associated protein 2 OS=Homo sapiens OX=9606 GN=NECAP2 PE=1 SV=1;tr|D6RAN6|D6RAN6_HUMAN Adaptin,3,3,19.4,4.03091735632192,4.10929759460997,24.9039855227751,22.6786121734277
P21359;J3KSB5;H0Y465;J3KRT8;J3QQN8,P21359;J3KSB5;H0Y465,3;3;3;1;1,3;3;3;1;1,3;3;3;1;1,Neurofibromin;Neurofibromin truncated,NF1,sp|P21359|NF1_HUMAN Neurofibromin OS=Homo sapiens OX=9606 GN=NF1 PE=1 SV=2;tr|J3KSB5|J3KSB5_HUMAN Neurofibromin (Fragment) OS=Homo sapiens OX=9606 GN=NF1 PE=1 SV=1;tr|H0Y465|H0Y465_HUMAN Neurofibromin (Fragment) OS=Homo sapiens OX=9606 GN=NF1 PE=1 SV=1,3,3,1.6,4.03091735632192,4.10929759460997,24.3251220581853,23.5461606376084
O95644;F5H4S8;K7ER53,O95644;F5H4S8;K7ER53,3;3;2,3;3;2,3;3;2,"Nuclear factor of activated T-cells, cytoplasmic 1",NFATC1,"sp|O95644|NFAC1_HUMAN Nuclear factor of activated T-cells, cytoplasmic 1 OS=Homo sapiens OX=9606 GN=NFATC1 PE=1 SV=3;tr|F5H4S8|F5H4S8_HUMAN Nuclear factor of-activated T-cells, cytoplasmic 1 OS=Homo sapiens OX=9606 GN=NFATC1 PE=1 SV=1;tr|K7ER53|K7ER53_HUMA",3,3,4.2,4.03091735632192,4.10929759460997,25.548367336073,24.0756149389409
A0A2R8Y7V8;U3KQE8;A0A1B0GWI9;U3KPY9;A0A1B0GU97;B1AKN7;B1AKN5;A0A0A0MRX8;A0A590UK09;A0A1B0GWJ4;Q5VW26;Q12857;A0A1B0GW37;S4R3K4;Q5VW27;A0A1B0GVN4;B1AKN8;A0A590UJ82;Q5W0Y9;A0A590UK73;B1AKN6;Q5VW30;A0A087WXP2;O00712;A0A286YEX4;P08651;S4R308;K7EN08;K7ESG9;K7EJB0;K7EKH0;C9JWJ8;Q14938;A0A1B0GTC1,A0A2R8Y7V8;U3KQE8;A0A1B0GWI9;U3KPY9;A0A1B0GU97;B1AKN7;B1AKN5;A0A0A0MRX8;A0A590UK09;A0A1B0GWJ4;Q5VW26;Q12857;A0A1B0GW37;S4R3K4;Q5VW27;A0A1B0GVN4;B1AKN8;A0A590UJ82;Q5W0Y9;A0A590UK73;B1AKN6;Q5VW30;A0A087WXP2;O00712,3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1,3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1,3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1,Nuclear factor 1;Nuclear factor 1 A-type;Nuclear factor 1 B-type,NFIB;NFIA,tr|A0A2R8Y7V8|A0A2R8Y7V8_HUMAN Nuclear factor 1 OS=Homo sapiens OX=9606 GN=NFIB PE=1 SV=1;tr|U3KQE8|U3KQE8_HUMAN Nuclear factor 1 OS=Homo sapiens OX=9606 GN=NFIB PE=1 SV=2;tr|A0A1B0GWI9|A0A1B0GWI9_HUMAN Nuclear factor 1 (Fragment) OS=Homo sapiens OX=9606 G,3,3,7.4,4.03091735632192,4.10929759460997,23.5808391198214,24.3165853762308
Q8WTT2,Q8WTT2,3,3,3,Nucleolar complex protein 3 homolog,NOC3L,sp|Q8WTT2|NOC3L_HUMAN Nucleolar complex protein 3 homolog OS=Homo sapiens OX=9606 GN=NOC3L PE=1 SV=1,3,3,5.9,4.03091735632192,4.10929759460997,25.2703138642724,25.7728875987313
Q14207;H0YET3,Q14207,3;1,3;1,3;1,Protein NPAT,NPAT,sp|Q14207|NPAT_HUMAN Protein NPAT OS=Homo sapiens OX=9606 GN=NPAT PE=1 SV=3,3,3,2.5,4.03091735632192,4.10929759460997,24.6573509920358,23.8872533451935
P13056;A0A087WUK4,P13056;A0A087WUK4,3;3,3;3,3;3,Nuclear receptor subfamily 2 group C member 1,NR2C1,sp|P13056|NR2C1_HUMAN Nuclear receptor subfamily 2 group C member 1 OS=Homo sapiens OX=9606 GN=NR2C1 PE=1 SV=2;tr|A0A087WUK4|A0A087WUK4_HUMAN Nuclear receptor subfamily 2 group C member 1 OS=Homo sapiens OX=9606 GN=NR2C1 PE=1 SV=1,3,3,8.1,4.03091735632192,4.10929759460997,24.9628314183747,24.9907940400837
Q9H1E3,Q9H1E3,3,3,3,Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1,NUCKS1,sp|Q9H1E3|NUCKS_HUMAN Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 OS=Homo sapiens OX=9606 GN=NUCKS1 PE=1 SV=1,3,3,14.4,4.03091735632192,4.10929759460997,26.8143338757973,24.9394368126575
Q12769;E9PR16;G3V198;E9PSI3,Q12769;E9PR16;G3V198,3;3;3;1,3;3;3;1,3;3;3;1,Nuclear pore complex protein Nup160,NUP160,sp|Q12769|NU160_HUMAN Nuclear pore complex protein Nup160 OS=Homo sapiens OX=9606 GN=NUP160 PE=1 SV=3;tr|E9PR16|E9PR16_HUMAN Nuclear pore complex protein Nup160 (Fragment) OS=Homo sapiens OX=9606 GN=NUP160 PE=1 SV=2;tr|G3V198|G3V198_HUMAN Nuclear pore comp,3,3,3.0,4.03091735632192,4.10929759460997,24.2009758101782,23.8351853444402
P04181,P04181,3,3,3,"Ornithine aminotransferase, mitochondrial;Ornithine aminotransferase, hepatic form;Ornithine aminotransferase, renal form",OAT,"sp|P04181|OAT_HUMAN Ornithine aminotransferase, mitochondrial OS=Homo sapiens OX=9606 GN=OAT PE=1 SV=1",3,3,7.7,21.9653973145172,23.6297870475486,4.54149659875415,4.45675807233791
O15294,O15294,3,3,3,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,OGT,sp|O15294|OGT1_HUMAN UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Homo sapiens OX=9606 GN=OGT PE=1 SV=3,3,3,5.9,4.03091735632192,4.10929759460997,25.8360044963032,23.6790633882868
Q9NTK5;J3KQ32;C9JTK6,Q9NTK5;J3KQ32;C9JTK6,3;3;2,3;3;2,3;3;2,Obg-like ATPase 1,OLA1,sp|Q9NTK5|OLA1_HUMAN Obg-like ATPase 1 OS=Homo sapiens OX=9606 GN=OLA1 PE=1 SV=2;tr|J3KQ32|J3KQ32_HUMAN Obg-like ATPase 1 OS=Homo sapiens OX=9606 GN=OLA1 PE=1 SV=1;tr|C9JTK6|C9JTK6_HUMAN Obg-like ATPase 1 (Fragment) OS=Homo sapiens OX=9606 GN=OLA1 PE=1 SV=,3,3,10.1,4.03091735632192,4.10929759460997,24.8619747585477,24.2659018078501
Q6VY07;B4DF77;E9PNZ9;E9PSG7;H0YCU5,Q6VY07;B4DF77,3;2;1;1;1,3;2;1;1;1,3;2;1;1;1,Phosphofurin acidic cluster sorting protein 1,PACS1,sp|Q6VY07|PACS1_HUMAN Phosphofurin acidic cluster sorting protein 1 OS=Homo sapiens OX=9606 GN=PACS1 PE=1 SV=2;tr|B4DF77|B4DF77_HUMAN Phosphofurin acidic cluster sorting protein 1 OS=Homo sapiens OX=9606 GN=PACS1 PE=1 SV=1,3,3,4.2,4.03091735632192,4.10929759460997,24.996451420909,23.2312088734543
Q9UNF0;A0A0U1RR22;H0Y923;B0QYG7;B0QYG8,Q9UNF0;A0A0U1RR22,3;3;1;1;1,3;3;1;1;1,3;3;1;1;1,Protein kinase C and casein kinase substrate in neurons protein 2,PACSIN2,sp|Q9UNF0|PACN2_HUMAN Protein kinase C and casein kinase substrate in neurons protein 2 OS=Homo sapiens OX=9606 GN=PACSIN2 PE=1 SV=2;tr|A0A0U1RR22|A0A0U1RR22_HUMAN Protein kinase C and casein kinase substrate in neurons protein 2 (Fragment) OS=Homo sapiens,3,3,7.8,4.03091735632192,4.10929759460997,25.7237732090145,25.2202224329293
O75781,O75781,3,3,3,Paralemmin-1,PALM,sp|O75781|PALM_HUMAN Paralemmin-1 OS=Homo sapiens OX=9606 GN=PALM PE=1 SV=2,3,3,12.9,4.03091735632192,4.10929759460997,24.5896086325806,25.2397983692057
P12004,P12004,3,3,3,Proliferating cell nuclear antigen,PCNA,sp|P12004|PCNA_HUMAN Proliferating cell nuclear antigen OS=Homo sapiens OX=9606 GN=PCNA PE=1 SV=1,3,3,15.7,22.1430169329508,24.024706151078,25.3272826288055,24.6011623205125
Q53EL6,Q53EL6,3,3,3,Programmed cell death protein 4,PDCD4,sp|Q53EL6|PDCD4_HUMAN Programmed cell death protein 4 OS=Homo sapiens OX=9606 GN=PDCD4 PE=1 SV=2,3,3,9.2,4.03091735632192,4.10929759460997,25.447772868487,25.3062255488873
Q6P996;H3BND4,Q6P996;H3BND4,3;3,3;3,3;3,Pyridoxal-dependent decarboxylase domain-containing protein 1,PDXDC1,sp|Q6P996|PDXD1_HUMAN Pyridoxal-dependent decarboxylase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PDXDC1 PE=1 SV=2;tr|H3BND4|H3BND4_HUMAN Pyridoxal-dependent decarboxylase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PDXDC1 PE=1 SV=1,3,3,3.9,4.03091735632192,4.10929759460997,24.8577103520771,24.2245226130874
Q8IZL8;C9JFV4;E7EV54;I3L1P4;I3L4M7;I3L445,Q8IZL8;C9JFV4;E7EV54,3;3;2;1;1;1,3;3;2;1;1;1,3;3;2;1;1;1,"Proline-, glutamic acid- and leucine-rich protein 1",PELP1,"sp|Q8IZL8|PELP1_HUMAN Proline-, glutamic acid- and leucine-rich protein 1 OS=Homo sapiens OX=9606 GN=PELP1 PE=1 SV=2;tr|C9JFV4|C9JFV4_HUMAN Proline-, glutamic acid- and leucine-rich protein 1 OS=Homo sapiens OX=9606 GN=PELP1 PE=1 SV=2;tr|E7EV54|E7EV54_HUMA",3,3,3.7,4.03091735632192,4.10929759460997,23.8816636634979,23.4775369384295
P17858,P17858,4,4,3,"ATP-dependent 6-phosphofructokinase, liver type",PFKL,"sp|P17858|PFKAL_HUMAN ATP-dependent 6-phosphofructokinase, liver type OS=Homo sapiens OX=9606 GN=PFKL PE=1 SV=6",4,3,7.6,4.03091735632192,4.10929759460997,25.6119491924283,25.065830587516
P78364;J3KQH6,P78364;J3KQH6,3;3,3;3,3;3,Polyhomeotic-like protein 1,PHC1,sp|P78364|PHC1_HUMAN Polyhomeotic-like protein 1 OS=Homo sapiens OX=9606 GN=PHC1 PE=1 SV=3;tr|J3KQH6|J3KQH6_HUMAN Polyhomeotic-like protein 1 OS=Homo sapiens OX=9606 GN=PHC1 PE=1 SV=1,3,3,5.1,4.03091735632192,4.10929759460997,24.8880434683007,24.0018720199549
Q86UU1;A0A087WZL0,Q86UU1,3;1,3;1,3;1,Pleckstrin homology-like domain family B member 1,PHLDB1,sp|Q86UU1|PHLB1_HUMAN Pleckstrin homology-like domain family B member 1 OS=Homo sapiens OX=9606 GN=PHLDB1 PE=1 SV=1,3,3,3.3,4.03091735632192,4.10929759460997,23.6405282737372,23.756845399379
P42336;A0A2R8Y2F6,P42336;A0A2R8Y2F6,3;3,3;3,3;3,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",PIK3CA,"sp|P42336|PK3CA_HUMAN Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform OS=Homo sapiens OX=9606 GN=PIK3CA PE=1 SV=2;tr|A0A2R8Y2F6|A0A2R8Y2F6_HUMAN Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit OS=Homo sapiens",3,3,5.4,21.600559676703,22.6918321039456,23.3751752207998,22.7239450256759
P54277;Q3BDU3;Q5FBZ9;E9PC65;B7ZAA0;C9JF76;Q5FBZ4;C9JKP0;Q5FBZ7;C9J4L1;F8W8L1;Q5XG96;E9PC40,P54277;Q3BDU3;Q5FBZ9;E9PC65;B7ZAA0,5;4;4;4;3;2;2;1;1;1;1;1;1,5;4;4;4;3;2;2;1;1;1;1;1;1,3;3;3;3;1;2;2;1;1;1;1;1;1,PMS1 protein homolog 1,PMS1,sp|P54277|PMS1_HUMAN PMS1 protein homolog 1 OS=Homo sapiens OX=9606 GN=PMS1 PE=1 SV=1;tr|Q3BDU3|Q3BDU3_HUMAN PMS1 protein homolog 1 OS=Homo sapiens OX=9606 GN=PMS1 PE=1 SV=1;tr|Q5FBZ9|Q5FBZ9_HUMAN PMS1 nirs variant 1 OS=Homo sapiens OX=9606 GN=PMS1 PE=1 SV,5,3,6.4,4.03091735632192,4.10929759460997,25.4178324320001,25.6934920621348
Q9Y253,Q9Y253,3,3,3,DNA polymerase eta,POLH,sp|Q9Y253|POLH_HUMAN DNA polymerase eta OS=Homo sapiens OX=9606 GN=POLH PE=1 SV=1,3,3,6.7,4.03091735632192,4.10929759460997,23.0071525410385,24.5091786670238
P14859;P09086;Q9UKI9;U3KQ96;U3KQN1;H0YNW1;H0YLL6;A0A0C4DG88;B5ME60;H0YKT2;H0YLC5;A0A0A0MT46,P14859;P09086;Q9UKI9;U3KQ96;U3KQN1;H0YNW1;H0YLL6;A0A0C4DG88;B5ME60;H0YKT2;H0YLC5;A0A0A0MT46,3;3;3;3;3;3;3;3;3;3;2;2,3;3;3;3;3;3;3;3;3;3;2;2,3;3;3;3;3;3;3;3;3;3;2;2,"POU domain, class 2, transcription factor 1;POU domain, class 2, transcription factor 2;POU domain, class 2, transcription factor 3;POU domain protein",POU2F1;POU2F2;POU2F3,"sp|P14859|PO2F1_HUMAN POU domain, class 2, transcription factor 1 OS=Homo sapiens OX=9606 GN=POU2F1 PE=1 SV=2;sp|P09086|PO2F2_HUMAN POU domain, class 2, transcription factor 2 OS=Homo sapiens OX=9606 GN=POU2F2 PE=1 SV=3;sp|Q9UKI9|PO2F3_HUMAN POU domain, cl",3,3,4.8,4.03091735632192,4.10929759460997,25.0953088039999,24.5361143856929
P62140;C9J9S3;C9JP48;E7ETD8,P62140;C9J9S3;C9JP48;E7ETD8,5;5;5;3,5;5;5;3,3;3;3;1,Serine/threonine-protein phosphatase PP1-beta catalytic subunit;Serine/threonine-protein phosphatase,PPP1CB,sp|P62140|PP1B_HUMAN Serine/threonine-protein phosphatase PP1-beta catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CB PE=1 SV=3;tr|C9J9S3|C9J9S3_HUMAN Serine/threonine-protein phosphatase (Fragment) OS=Homo sapiens OX=9606 GN=PPP1CB PE=1 SV=1;tr|C9JP48|C9,5,3,19.9,4.03091735632192,4.10929759460997,25.9131700987742,25.6177328953855
O75170;A0A0A0MSJ8;T1ECW5,O75170;A0A0A0MSJ8;T1ECW5,3;2;2,3;2;2,3;2;2,Serine/threonine-protein phosphatase 6 regulatory subunit 2,PPP6R2,sp|O75170|PP6R2_HUMAN Serine/threonine-protein phosphatase 6 regulatory subunit 2 OS=Homo sapiens OX=9606 GN=PPP6R2 PE=1 SV=2;tr|A0A0A0MSJ8|A0A0A0MSJ8_HUMAN Serine/threonine-protein phosphatase 6 regulatory subunit 2 (Fragment) OS=Homo sapiens OX=9606 GN=P,3,3,3.7,4.03091735632192,4.10929759460997,24.8965678143339,24.7350022807886
P32119;A6NIW5,P32119;A6NIW5,4;2,3;2,3;2,Peroxiredoxin-2,PRDX2,"sp|P32119|PRDX2_HUMAN Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5;tr|A6NIW5|A6NIW5_HUMAN Peroxiredoxin 2, isoform CRA_a OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=2",4,3,19.2,23.8471850729416,25.1502722540909,4.54149659875415,4.45675807233791
