RBBP4_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
MRPS22,0.2967134714,0.0934322841498796,0,P82650;G5E9W7;G5E9V5;H7C5L9;H7C5H3;H7C5F2,P82650;G5E9W7;G5E9V5;H7C5L9,10;10;10;9;4;2,10;10;10;9;4;2,10;10;10;9;4;2,"28S ribosomal protein S22, mitochondrial",MRPS22,"sp|P82650|RT22_HUMAN 28S ribosomal protein S22, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS22 PE=1 SV=1;tr|G5E9W7|G5E9W7_HUMAN 28S ribosomal protein S22, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS22 PE=1 SV=1;tr|G5E9V5|G5E9V5_HUMAN 28S ribosomal prote",10,10,24.2,360
CELF1,-0.3582172125,0.0318057700876092,0,G5EA30;Q92879;E9PKU1;E9PQK4;E9PSH0;F5H0D8;A0A0J9YX66;A0A1B0GUN8;E9PC62;A0A1B0GU44;A0A0J9YXJ0;Q5VZZ6;O95319;F5H4Y5;V9GYD9;E9PKA1;F5H3J7,G5EA30;Q92879,9;8;4;3;3;3;2;2;2;2;2;2;2;2;2;1;1,9;8;4;3;3;3;2;2;2;2;2;2;2;2;2;1;1,9;8;4;3;3;3;2;2;2;2;2;2;2;2;2;1;1,CUGBP Elav-like family member 1,CELF1,"tr|G5EA30|G5EA30_HUMAN CUG triplet repeat, RNA binding protein 1, isoform CRA_c OS=Homo sapiens OX=9606 GN=CELF1 PE=1 SV=1;sp|Q92879|CELF1_HUMAN CUGBP Elav-like family member 1 OS=Homo sapiens OX=9606 GN=CELF1 PE=1 SV=2",9,9,19.5,514
SEC24C,0.0948218465,0.592936858998437,0,P53992;G5EA31,P53992;G5EA31,6;6,6;6,6;6,Protein transport protein Sec24C,SEC24C,sp|P53992|SC24C_HUMAN Protein transport protein Sec24C OS=Homo sapiens OX=9606 GN=SEC24C PE=1 SV=3;tr|G5EA31|G5EA31_HUMAN Protein transport protein Sec24C OS=Homo sapiens OX=9606 GN=SEC24C PE=1 SV=1,6,6,7.5,1094
HNRNPH1,-0.2550297452,0.105532109319368,0,P31943;G8JLB6;E9PCY7;D6RBM0;E5RGV0;H0YB39;D6RIU0;D6RIT2;D6RAM1;D6R9T0;D6RFM3;D6RDU3;D6RJ04;D6RIH9;E7EN40;E7EQJ0;E5RGH4;H0YBG7;H0YBD7;H0YAQ2;D6RDL0;D6RF17;D6R9D3;E5RJ94,P31943;G8JLB6;E9PCY7;D6RBM0;E5RGV0;H0YB39;D6RIU0;D6RIT2,16;16;15;10;9;9;8;8;7;7;7;7;7;7;6;6;6;5;5;4;3;3;2;1,8;8;7;5;4;3;5;6;5;5;5;5;5;5;3;5;2;2;2;2;3;3;2;1,8;8;7;5;4;3;5;6;5;5;5;5;5;5;3;5;2;2;2;2;3;3;2;1,"Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed",HNRNPH1,sp|P31943|HNRH1_HUMAN Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens OX=9606 GN=HNRNPH1 PE=1 SV=4;tr|G8JLB6|G8JLB6_HUMAN Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens OX=9606 GN=HNRNPH1 PE=1 SV=1;tr|E9PCY7|E9PCY7_HUMAN Heterogeneous ,16,8,41.6,449
ZYX,0.4339961638,0.152391531322242,0,Q15942;H0Y2Y8;C9IZ41;C9JJK5;H7C3D3,Q15942;H0Y2Y8,7;7;2;2;2,7;7;2;2;2,7;7;2;2;2,Zyxin,ZYX,sp|Q15942|ZYX_HUMAN Zyxin OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1;tr|H0Y2Y8|H0Y2Y8_HUMAN Zyxin (Fragment) OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1,7,7,20.3,572
HNRNPD,-0.0179807888,0.881734011896895,0,Q14103;H0YA96;H0Y8G5;D6RAF8;D6RF44;D6RBQ9;D6RD83,Q14103;H0YA96;H0Y8G5;D6RAF8;D6RF44,21;21;21;12;11;8;5,21;21;21;12;11;8;5,19;19;19;10;9;6;5,Heterogeneous nuclear ribonucleoprotein D0,HNRNPD,sp|Q14103|HNRPD_HUMAN Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1;tr|H0YA96|H0YA96_HUMAN Heterogeneous nuclear ribonucleoprotein D0 (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1;tr|H0Y8G5|H0Y8G5_HUMAN Het,21,19,37.2,355
TPD52,0.8120519186,0.065003440887834,0,H0YC42;P55327;U3KQQ8,H0YC42;P55327,6;3;1,6;3;1,3;3;0,Tumor protein D52,TPD52,tr|H0YC42|H0YC42_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=1 SV=2;sp|P55327|TPD52_HUMAN Tumor protein D52 OS=Homo sapiens OX=9606 GN=TPD52 PE=1 SV=2,6,3,25.2,278
HADHA,-0.0847403558,0.570659413667612,0,P40939;H0YFD6;A0A2R8Y4F5;A0A2R8YG21;A0A2R8Y688,P40939;H0YFD6;A0A2R8Y4F5;A0A2R8YG21,41;41;35;24;14,41;41;35;24;14,41;41;35;24;14,"Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase",HADHA,"sp|P40939|ECHA_HUMAN Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2;tr|H0YFD6|H0YFD6_HUMAN Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2;tr|A0A2R8Y4F5|A0A2R8Y4F5_H",41,41,55.6,763
TMOD3,0.5343236057,0.0542717652190348,0,Q9NYL9;H0YKU1;H0YNJ8,Q9NYL9;H0YKU1;H0YNJ8,2;2;2,2;2;2,2;2;2,Tropomodulin-3,TMOD3,sp|Q9NYL9|TMOD3_HUMAN Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1;tr|H0YKU1|H0YKU1_HUMAN Tropomodulin-3 (Fragment) OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1;tr|H0YNJ8|H0YNJ8_HUMAN Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1,2,2,8.8,352
ANP32A,1.0145526576,0.208572159442501,0,P39687;H0YN26;H7BZ09;O43423,P39687;H0YN26,8;8;3;1,8;8;3;1,7;7;3;1,Acidic leucine-rich nuclear phosphoprotein 32 family member A,ANP32A,sp|P39687|AN32A_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens OX=9606 GN=ANP32A PE=1 SV=1;tr|H0YN26|H0YN26_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens OX=9606 GN=ANP32A PE=1 SV=1,8,7,29.3,249
DUT,0.1056286301,0.620540054980215,0,P33316;H0YNW5;A0A0C4DGL3;H0YKC5;H0YMP1;H0YMM5;H0YNJ9;H0YKI0,P33316;H0YNW5;A0A0C4DGL3;H0YKC5;H0YMP1;H0YMM5;H0YNJ9;H0YKI0,5;5;4;4;3;3;3;3,5;5;4;4;3;3;3;3,5;5;4;4;3;3;3;3,"Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial",DUT,"sp|P33316|DUT_HUMAN Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=DUT PE=1 SV=4;tr|H0YNW5|H0YNW5_HUMAN Deoxyuridine 5-triphosphate nucleotidohydrolase OS=Homo sapiens OX=9606 GN=DUT PE=1 SV=1;tr|A0A0C4DGL3|A0A0",5,5,26.2,252
RNPS1,-0.2904712218,0.0951137910338633,0,Q15287;H3BV80;H3BMM9;H3BTC0;H3BPG5;H3BMS0,Q15287;H3BV80;H3BMM9;H3BTC0;H3BPG5;H3BMS0,4;4;4;4;3;2,4;4;4;4;3;2,4;4;4;4;3;2,RNA-binding protein with serine-rich domain 1,RNPS1,sp|Q15287|RNPS1_HUMAN RNA-binding protein with serine-rich domain 1 OS=Homo sapiens OX=9606 GN=RNPS1 PE=1 SV=1;tr|H3BV80|H3BV80_HUMAN RNA-binding protein with serine-rich domain 1 OS=Homo sapiens OX=9606 GN=RNPS1 PE=1 SV=2;tr|H3BMM9|H3BMM9_HUMAN RNA-bindin,4,4,19.7,305
HN1L,-0.2780625505,0.171499225249223,0,Q9H910;H3BMV3;H3BMM8;B4E1P3;A6NGP5;H3BMT0;H3BTV5;H3BU16;H3BS08,Q9H910;H3BMV3;H3BMM8;B4E1P3;A6NGP5;H3BMT0;H3BTV5;H3BU16,6;6;4;4;4;3;3;3;2,6;6;4;4;4;3;3;3;2,6;6;4;4;4;3;3;3;2,Hematological and neurological expressed 1-like protein,HN1L,sp|Q9H910|JUPI2_HUMAN Jupiter microtubule associated homolog 2 OS=Homo sapiens OX=9606 GN=JPT2 PE=1 SV=1;tr|H3BMV3|H3BMV3_HUMAN Jupiter microtubule-associated homolog 2 (Fragment) OS=Homo sapiens OX=9606 GN=JPT2 PE=1 SV=1;tr|H3BMM8|H3BMM8_HUMAN Jupiter mic,6,6,45.8,190
,-0.3652793887,0.134920349211251,0,H3BN98;Q15041;H3BPJ2,H3BN98,13;4;4,4;4;4,4;4;4,,,tr|H3BN98|H3BN98_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=2,13,4,41.4,237
RPS17,0.2186705232,0.127587505607919,0,P08708;H3BNC9;H0YN88;A0A075B716;H0YN73;A0A0J9YYC4,P08708;H3BNC9;H0YN88;A0A075B716,14;14;12;12;6;2,14;14;12;12;6;2,14;14;12;12;6;2,40S ribosomal protein S17,RPS17,sp|P08708|RS17_HUMAN 40S ribosomal protein S17 OS=Homo sapiens OX=9606 GN=RPS17 PE=1 SV=2;tr|H3BNC9|H3BNC9_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=3 SV=2;tr|H0YN88|H0YN88_HUMAN 40S ribosomal protein S17 OS=Homo sapiens OX=9606 GN=RPS17 PE=,14,14,81.5,135
HEXA,-0.2273262626,0.111421408059841,0,P06865;H3BS10;H3BP20;H3BU85;H3BTD4,P06865;H3BS10;H3BP20;H3BU85;H3BTD4,3;3;3;2;2,3;3;3;2;2,3;3;3;2;2,Beta-hexosaminidase subunit alpha;Beta-hexosaminidase,HEXA,sp|P06865|HEXA_HUMAN Beta-hexosaminidase subunit alpha OS=Homo sapiens OX=9606 GN=HEXA PE=1 SV=2;tr|H3BS10|H3BS10_HUMAN Beta-hexosaminidase OS=Homo sapiens OX=9606 GN=HEXA PE=1 SV=1;tr|H3BP20|H3BP20_HUMAN Beta-hexosaminidase OS=Homo sapiens OX=9606 GN=HEXA,3,3,9.1,529
MACF1,0.9137114385,0.00179769840361309,0,Q9UPN3;H3BPE1;H3BQK9;A0A590UJG2;H0Y390;A0A0A6YYJ5,Q9UPN3;H3BPE1;H3BQK9;A0A590UJG2;H0Y390,7;7;7;6;4;1,4;4;4;4;4;1,4;4;4;4;4;1,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5",MACF1,"sp|Q9UPN3|MACF1_HUMAN Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens OX=9606 GN=MACF1 PE=1 SV=4;tr|H3BPE1|H3BPE1_HUMAN Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens OX=9606 GN=MACF1 PE=1 SV=1;tr|H3BQ",7,4,1.3,7388
FUS,-0.0580758516,0.632820102660145,0,P35637;H3BPE7,P35637;H3BPE7,10;10,10;10,6;6,RNA-binding protein FUS,FUS,sp|P35637|FUS_HUMAN RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1;tr|H3BPE7|H3BPE7_HUMAN RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1,10,6,15,526
NDUFB10,-0.2887746703,0.0736694892211697,0,O96000;H3BPJ9;H3BV16,O96000;H3BPJ9,3;3;1,3;3;1,3;3;1,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,NDUFB10,sp|O96000|NDUBA_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 OS=Homo sapiens OX=9606 GN=NDUFB10 PE=1 SV=3;tr|H3BPJ9|H3BPJ9_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 OS=Homo sapiens OX=9606 GN=NDUFB10 PE=1 SV=1,3,3,17.4,172
HACD3,0.1211833398,0.610006203718717,0,Q9P035;H3BS72;H3BPZ1;H3BMZ1;H3BRL8,Q9P035;H3BS72;H3BPZ1,4;4;3;1;1,4;4;3;1;1,4;4;3;1;1,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3,HACD3,sp|Q9P035|HACD3_HUMAN Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 OS=Homo sapiens OX=9606 GN=HACD3 PE=1 SV=2;tr|H3BS72|H3BS72_HUMAN Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase OS=Homo sapiens OX=9606 GN=HACD3 PE=1 SV=1;tr|H3BPZ1|H3BPZ1_HUMA,4,4,12.4,362
NOB1,-1.3390906864,0.034672755282869,1,Q9ULX3;H3BUR4,Q9ULX3;H3BUR4,3;3,3;3,3;3,RNA-binding protein NOB1,NOB1,sp|Q9ULX3|NOB1_HUMAN RNA-binding protein NOB1 OS=Homo sapiens OX=9606 GN=NOB1 PE=1 SV=1;tr|H3BUR4|H3BUR4_HUMAN RNA-binding protein NOB1 OS=Homo sapiens OX=9606 GN=NOB1 PE=1 SV=1,3,3,8.3,412
DHX30,-0.0235337169,0.854560697664168,0,Q7L2E3;H7BXY3,Q7L2E3;H7BXY3,17;17,17;17,17;17,Putative ATP-dependent RNA helicase DHX30,DHX30,sp|Q7L2E3|DHX30_HUMAN ATP-dependent RNA helicase DHX30 OS=Homo sapiens OX=9606 GN=DHX30 PE=1 SV=1;tr|H7BXY3|H7BXY3_HUMAN ATP-dependent RNA helicase DHX30 OS=Homo sapiens OX=9606 GN=DHX30 PE=1 SV=1,17,17,16.8,1194
PDIA3,-0.2022894338,0.207575530134299,0,H7BZJ3,H7BZJ3,10,1,1,,PDIA3,tr|H7BZJ3|H7BZJ3_HUMAN Protein disulfide-isomerase A3 (Fragment) OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=1,10,1,58.5,123
TRIM4,0.0392631128,0.836469591568303,0,Q9C037;H7C0Q6,Q9C037;H7C0Q6,1;1,1;1,1;1,E3 ubiquitin-protein ligase TRIM4,TRIM4,sp|Q9C037|TRIM4_HUMAN E3 ubiquitin-protein ligase TRIM4 OS=Homo sapiens OX=9606 GN=TRIM4 PE=1 SV=2;tr|H7C0Q6|H7C0Q6_HUMAN E3 ubiquitin-protein ligase TRIM4 (Fragment) OS=Homo sapiens OX=9606 GN=TRIM4 PE=1 SV=1,1,1,2.2,500
C7orf50,-1.7029412851,0.00108542444823801,1,Q9BRJ6;H7C0T1;H7C2R9;C9JQV0,Q9BRJ6;H7C0T1;H7C2R9;C9JQV0,2;2;2;1,2;2;2;1,2;2;2;1,Uncharacterized protein C7orf50,C7orf50,sp|Q9BRJ6|CG050_HUMAN Uncharacterized protein C7orf50 OS=Homo sapiens OX=9606 GN=C7orf50 PE=1 SV=1;tr|H7C0T1|H7C0T1_HUMAN Uncharacterized protein C7orf50 (Fragment) OS=Homo sapiens OX=9606 GN=C7orf50 PE=1 SV=1;tr|H7C2R9|H7C2R9_HUMAN Uncharacterized protein,2,2,9.8,194
EBNA1BP2,0.3103870115,0.0498077272031709,0,Q99848;H7C2Q8,Q99848;H7C2Q8,3;3,3;3,3;3,Probable rRNA-processing protein EBP2,EBNA1BP2,"sp|Q99848|EBP2_HUMAN Probable rRNA-processing protein EBP2 OS=Homo sapiens OX=9606 GN=EBNA1BP2 PE=1 SV=2;tr|H7C2Q8|H7C2Q8_HUMAN EBNA1 binding protein 2, isoform CRA_d OS=Homo sapiens OX=9606 GN=EBNA1BP2 PE=1 SV=1",3,3,12.4,306
SRRT,-0.1208557262,0.493474449109213,0,Q9BXP5;H7C3A1;H7C1K0,Q9BXP5;H7C3A1,14;14;5,14;14;5,14;14;5,Serrate RNA effector molecule homolog,SRRT,sp|Q9BXP5|SRRT_HUMAN Serrate RNA effector molecule homolog OS=Homo sapiens OX=9606 GN=SRRT PE=1 SV=1;tr|H7C3A1|H7C3A1_HUMAN Serrate RNA effector molecule homolog (Fragment) OS=Homo sapiens OX=9606 GN=SRRT PE=1 SV=1,14,14,16.8,876
hCG_1984214;MRPS17,-0.0022315511,0.984768081439262,0,I3L0E3;Q9Y2R5;E9PE17;Q8N859;A0A0M3HEQ9,I3L0E3;Q9Y2R5;E9PE17,3;2;2;1;1,3;2;2;1;1,3;2;2;1;1,"28S ribosomal protein S17, mitochondrial",hCG_1984214;MRPS17,"tr|I3L0E3|I3L0E3_HUMAN HCG1984214, isoform CRA_a OS=Homo sapiens OX=9606 GN=hCG_1984214 PE=4 SV=1;sp|Q9Y2R5|RT17_HUMAN 28S ribosomal protein S17, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS17 PE=1 SV=1;tr|E9PE17|E9PE17_HUMAN 28S ribosomal protein S17, mi",3,3,20.4,225
NSF,-0.2419570481,0.219290438945342,0,P46459;I3L0N3;I3L2G1;I3L0L3;K7EQD6,P46459;I3L0N3,11;11;3;3;3,11;11;3;3;3,11;11;3;3;3,Vesicle-fusing ATPase,NSF,sp|P46459|NSF_HUMAN Vesicle-fusing ATPase OS=Homo sapiens OX=9606 GN=NSF PE=1 SV=3;tr|I3L0N3|I3L0N3_HUMAN Vesicle-fusing ATPase OS=Homo sapiens OX=9606 GN=NSF PE=1 SV=1,11,11,15.5,744
SLC25A11,-0.1613588701,0.415710208827133,0,Q02978;I3L1P8,Q02978;I3L1P8,2;2,2;2,2;2,Mitochondrial 2-oxoglutarate/malate carrier protein,SLC25A11,sp|Q02978|M2OM_HUMAN Mitochondrial 2-oxoglutarate/malate carrier protein OS=Homo sapiens OX=9606 GN=SLC25A11 PE=1 SV=3;tr|I3L1P8|I3L1P8_HUMAN Mitochondrial 2-oxoglutarate/malate carrier protein (Fragment) OS=Homo sapiens OX=9606 GN=SLC25A11 PE=1 SV=1,2,2,8.9,314
EIF5A;EIF5A2;EIF5AL1,-0.1174751859,0.376891924582478,0,P63241;I3L397;I3L504;Q9GZV4;Q6IS14;F8WCJ1;C9J7B5;C9J4W5,P63241;I3L397;I3L504;Q9GZV4;Q6IS14;F8WCJ1;C9J7B5;C9J4W5,11;11;11;9;9;9;9;9,11;11;11;9;9;9;9;9,11;11;11;9;9;9;9;9,Eukaryotic translation initiation factor 5A-1;Eukaryotic translation initiation factor 5A;Eukaryotic translation initiation factor 5A-2;Eukaryotic translation initiation factor 5A-1-like,EIF5A;EIF5A2;EIF5AL1,sp|P63241|IF5A1_HUMAN Eukaryotic translation initiation factor 5A-1 OS=Homo sapiens OX=9606 GN=EIF5A PE=1 SV=2;tr|I3L397|I3L397_HUMAN Eukaryotic translation initiation factor 5A (Fragment) OS=Homo sapiens OX=9606 GN=EIF5A PE=1 SV=8;tr|I3L504|I3L504_HUMAN E,11,11,50,154
CEP290,0.4500354935,0.302511379978739,0,O15078;J3KNF5;F8W097;A0A5F9ZHV7;A0A0A0MS86;A0A5K1VW81,O15078;J3KNF5;F8W097;A0A5F9ZHV7;A0A0A0MS86;A0A5K1VW81,2;2;1;1;1;1,2;2;1;1;1;1,2;2;1;1;1;1,Centrosomal protein of 290 kDa,CEP290,sp|O15078|CE290_HUMAN Centrosomal protein of 290 kDa OS=Homo sapiens OX=9606 GN=CEP290 PE=1 SV=2;tr|J3KNF5|J3KNF5_HUMAN Centrosomal protein of 290 kDa OS=Homo sapiens OX=9606 GN=CEP290 PE=1 SV=1;tr|F8W097|F8W097_HUMAN Centrosomal protein of 290 kDa (Fragme,2,2,0.8,2479
PSMD13,0.0426554603,0.726593769672969,0,Q9UNM6;J3KNQ3;A0A087WUL9;E9PL38;E9PQG3,Q9UNM6;J3KNQ3;A0A087WUL9;E9PL38,7;7;6;4;1,7;7;6;4;1,4;4;3;1;1,26S proteasome non-ATPase regulatory subunit 13,PSMD13,sp|Q9UNM6|PSD13_HUMAN 26S proteasome non-ATPase regulatory subunit 13 OS=Homo sapiens OX=9606 GN=PSMD13 PE=1 SV=2;tr|J3KNQ3|J3KNQ3_HUMAN 26S proteasome non-ATPase regulatory subunit 13 OS=Homo sapiens OX=9606 GN=PSMD13 PE=1 SV=1;tr|A0A087WUL9|A0A087WUL9_HU,7,4,26.9,376
SRSF2,-0.3051248618,0.0608014943760419,0,Q01130;J3QL05;J3KP15;Q9BRL6,Q01130;J3QL05;J3KP15,8;8;8;2,8;8;8;2,8;8;8;2,Serine/arginine-rich splicing factor 2,SRSF2,sp|Q01130|SRSF2_HUMAN Serine/arginine-rich splicing factor 2 OS=Homo sapiens OX=9606 GN=SRSF2 PE=1 SV=4;tr|J3QL05|J3QL05_HUMAN Serine/arginine-rich-splicing factor 2 (Fragment) OS=Homo sapiens OX=9606 GN=SRSF2 PE=1 SV=1;tr|J3KP15|J3KP15_HUMAN Serine/argini,8,8,29.4,221
PTRH2,-0.159134834,0.427532268891722,0,Q9Y3E5;J3KQ48,Q9Y3E5;J3KQ48,3;3,3;3,3;3,"Peptidyl-tRNA hydrolase 2, mitochondrial",PTRH2,"sp|Q9Y3E5|PTH2_HUMAN Peptidyl-tRNA hydrolase 2, mitochondrial OS=Homo sapiens OX=9606 GN=PTRH2 PE=1 SV=1;tr|J3KQ48|J3KQ48_HUMAN Peptidyl-tRNA hydrolase 2, mitochondrial OS=Homo sapiens OX=9606 GN=PTRH2 PE=1 SV=1",3,3,21.8,179
SUMF2,-0.0908207534,0.554578222641889,0,Q8NBJ7;J3KQJ1;C9JL30;A8MXB9;A0A494C1B1;C9J660;H7C3B2;F8WA42;E9PBT8;J3QT17;F8WEX5;E9PG02;F8WEV7;F8WES7,Q8NBJ7;J3KQJ1;C9JL30;A8MXB9;A0A494C1B1;C9J660;H7C3B2;F8WA42;E9PBT8,7;7;6;6;6;6;5;5;4;3;2;2;1;1,7;7;6;6;6;6;5;5;4;3;2;2;1;1,7;7;6;6;6;6;5;5;4;3;2;2;1;1,Sulfatase-modifying factor 2,SUMF2,sp|Q8NBJ7|SUMF2_HUMAN Inactive C-alpha-formylglycine-generating enzyme 2 OS=Homo sapiens OX=9606 GN=SUMF2 PE=1 SV=2;tr|J3KQJ1|J3KQJ1_HUMAN Inactive C-alpha-formylglycine-generating enzyme 2 OS=Homo sapiens OX=9606 GN=SUMF2 PE=1 SV=1;tr|C9JL30|C9JL30_HUMAN ,7,7,26.2,301
RPL36AL;RPL36A;RPL36A-HNRNPH2,0.305669471,0.0457006556052741,0,Q969Q0;P83881;J3KQN4;H0Y5B4;H7BZ11;R4GN19,Q969Q0;P83881;J3KQN4;H0Y5B4;H7BZ11,5;5;5;4;4;1,5;5;5;4;4;1,5;5;5;4;4;1,60S ribosomal protein L36a-like;60S ribosomal protein L36a,RPL36AL;RPL36A;RPL36A-HNRNPH2,sp|Q969Q0|RL36L_HUMAN 60S ribosomal protein L36a-like OS=Homo sapiens OX=9606 GN=RPL36AL PE=1 SV=3;sp|P83881|RL36A_HUMAN 60S ribosomal protein L36a OS=Homo sapiens OX=9606 GN=RPL36A PE=1 SV=2;tr|J3KQN4|J3KQN4_HUMAN 60S ribosomal protein L36a OS=Homo sapien,5,5,22.6,106
IARS,0.2958115232,0.0513563617272246,0,P41252;J3KR24;A0A0A0MSX9;Q5TCD1;Q5TCC6,P41252;J3KR24;A0A0A0MSX9,23;23;22;2;1,23;23;22;2;1,23;23;22;2;1,"Isoleucine--tRNA ligase, cytoplasmic",IARS,"sp|P41252|SYIC_HUMAN Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=IARS1 PE=1 SV=2;tr|J3KR24|J3KR24_HUMAN Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=IARS1 PE=1 SV=1;tr|A0A0A0MSX9|A0A0A0MSX9_HUMAN Isoleucine--tRNA liga",23,23,19.3,1262
CBX1,0.7821221237,0.137399138779265,0,P83916;J3KS05;K7ELA4;B5MD17;C9JWS9,P83916;J3KS05;K7ELA4;B5MD17;C9JWS9,4;4;3;3;2,3;3;2;2;2,3;3;2;2;2,Chromobox protein homolog 1,CBX1,sp|P83916|CBX1_HUMAN Chromobox protein homolog 1 OS=Homo sapiens OX=9606 GN=CBX1 PE=1 SV=1;tr|J3KS05|J3KS05_HUMAN Chromobox protein homolog 1 (Fragment) OS=Homo sapiens OX=9606 GN=CBX1 PE=1 SV=8;tr|K7ELA4|K7ELA4_HUMAN Chromobox protein homolog 1 OS=Homo sa,4,3,21.1,185
DCXR,-0.0087363717,0.938618848985818,0,Q7Z4W1;J3KS22;J3KRZ4;J3QS36;J3QS45;J3KSZ5;J3QL34,Q7Z4W1;J3KS22;J3KRZ4;J3QS36,4;4;3;2;1;1;1,4;4;3;2;1;1;1,4;4;3;2;1;1;1,L-xylulose reductase,DCXR,sp|Q7Z4W1|DCXR_HUMAN L-xylulose reductase OS=Homo sapiens OX=9606 GN=DCXR PE=1 SV=2;tr|J3KS22|J3KS22_HUMAN L-xylulose reductase (Fragment) OS=Homo sapiens OX=9606 GN=DCXR PE=1 SV=8;tr|J3KRZ4|J3KRZ4_HUMAN L-xylulose reductase (Fragment) OS=Homo sapiens OX=9,4,4,13.1,244
ZNF207,0.0969114457,0.557922410071548,0,O43670;J3KS31;J3QRS9;X6R4W8,O43670;J3KS31;J3QRS9;X6R4W8,3;3;3;3,3;3;3;3,3;3;3;3,BUB3-interacting and GLEBS motif-containing protein ZNF207,ZNF207,sp|O43670|ZN207_HUMAN BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Homo sapiens OX=9606 GN=ZNF207 PE=1 SV=1;tr|J3KS31|J3KS31_HUMAN BUB3-interacting and GLEBS motif-containing protein ZNF207 (Fragment) OS=Homo sapiens OX=9606 GN=ZNF207 PE=1,3,3,4.6,478
MRPS7,-0.0789672222,0.536928954524029,0,Q9Y2R9;J3KSI8;J3QQS1;J3QLS3;J3QKW2,Q9Y2R9;J3KSI8;J3QQS1;J3QLS3,3;3;3;3;1,3;3;3;3;1,3;3;3;3;1,"28S ribosomal protein S7, mitochondrial",MRPS7,"sp|Q9Y2R9|RT07_HUMAN 28S ribosomal protein S7, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS7 PE=1 SV=2;tr|J3KSI8|J3KSI8_HUMAN 28S ribosomal protein S7, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPS7 PE=1 SV=1;tr|J3QQS1|J3QQS1_HUMAN 28S ribosoma",3,3,9.9,242
SUPT4H1,-0.2072810386,0.269209070996991,0,P63272;J3KSQ6,P63272;J3KSQ6,2;2,2;2,2;2,Transcription elongation factor SPT4,SUPT4H1,sp|P63272|SPT4H_HUMAN Transcription elongation factor SPT4 OS=Homo sapiens OX=9606 GN=SUPT4H1 PE=1 SV=1;tr|J3KSQ6|J3KSQ6_HUMAN Transcription elongation factor SPT4 OS=Homo sapiens OX=9606 GN=SUPT4H1 PE=1 SV=1,2,2,16.2,117
