Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity TOR1AIP2-N1,Intensity TOR1AIP2-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
Q8WY36;C9JA69;C9J8D0;C9JYU6;C9JZA0,Q8WY36;C9JA69;C9J8D0,6;6;3;1;1,6;6;3;1;1,6;6;3;1;1,HMG box transcription factor BBX,BBX,sp|Q8WY36|BBX_HUMAN HMG box transcription factor BBX OS=Homo sapiens OX=9606 GN=BBX PE=1 SV=1;tr|C9JA69|C9JA69_HUMAN HMG box transcription factor BBX OS=Homo sapiens OX=9606 GN=BBX PE=1 SV=1;tr|C9J8D0|C9J8D0_HUMAN HMG box transcription factor BBX (Fragment,6,6,10.1,4.17208717402692,4.1631440863452,28.9356766499571,26.1893146839428
P51572;C9JSP1;C9JQ75;C9J0M4;C9JM14;C9JMD7;A0A2R8Y5M6,P51572;C9JSP1;C9JQ75;C9J0M4;C9JM14;C9JMD7;A0A2R8Y5M6,2;2;2;2;1;1;1,2;2;2;2;1;1;1,2;2;2;2;1;1;1,B-cell receptor-associated protein 31,BCAP31,sp|P51572|BAP31_HUMAN B-cell receptor-associated protein 31 OS=Homo sapiens OX=9606 GN=BCAP31 PE=1 SV=3;tr|C9JSP1|C9JSP1_HUMAN B-cell receptor-associated protein (Fragment) OS=Homo sapiens OX=9606 GN=BCAP31 PE=1 SV=1;tr|C9JQ75|C9JQ75_HUMAN B-cell receptor-,2,2,12.6,22.0855708610847,24.6021256850708,4.49585555904608,4.40302638284169
P56945;A0A2R8Y5E4;A0A2R8YFK2;A0A2R8Y6M6;A0A2R8Y4C2;A0A2R8YFS8;A0A2R8Y8C4;A0A2R8Y5C9;A0A2R8Y596;H3BN62,P56945;A0A2R8Y5E4;A0A2R8YFK2;A0A2R8Y6M6;A0A2R8Y4C2;A0A2R8YFS8;A0A2R8Y8C4;A0A2R8Y5C9;A0A2R8Y596,5;4;4;4;4;4;4;4;4;1,5;4;4;4;4;4;4;4;4;1,5;4;4;4;4;4;4;4;4;1,Breast cancer anti-estrogen resistance protein 1,BCAR1,sp|P56945|BCAR1_HUMAN Breast cancer anti-estrogen resistance protein 1 OS=Homo sapiens OX=9606 GN=BCAR1 PE=1 SV=2;tr|A0A2R8Y5E4|A0A2R8Y5E4_HUMAN Breast cancer anti-estrogen resistance protein 1 OS=Homo sapiens OX=9606 GN=BCAR1 PE=1 SV=1;tr|A0A2R8YFK2|A0A2R,5,5,9.1,4.17208717402692,4.1631440863452,26.2104268493684,25.27173913549
O75815,O75815,4,4,4,Breast cancer anti-estrogen resistance protein 3,BCAR3,sp|O75815|BCAR3_HUMAN Breast cancer anti-estrogen resistance protein 3 OS=Homo sapiens OX=9606 GN=BCAR3 PE=1 SV=1,4,4,7.5,4.17208717402692,4.1631440863452,23.2070226637855,24.6867766347688
Q9H6U6;K7ESE9;K7EJU7,Q9H6U6;K7ESE9,12;8;1,12;8;1,12;8;1,Breast carcinoma-amplified sequence 3,BCAS3,sp|Q9H6U6|BCAS3_HUMAN Breast carcinoma-amplified sequence 3 OS=Homo sapiens OX=9606 GN=BCAS3 PE=1 SV=3;tr|K7ESE9|K7ESE9_HUMAN Breast carcinoma-amplified sequence 3 OS=Homo sapiens OX=9606 GN=BCAS3 PE=1 SV=1,12,12,15.0,21.9900859602785,23.6424025482506,27.0982840142906,27.0887133616237
Q9P287,Q9P287,3,3,3,BRCA2 and CDKN1A-interacting protein,BCCIP,sp|Q9P287|BCCIP_HUMAN BRCA2 and CDKN1A-interacting protein OS=Homo sapiens OX=9606 GN=BCCIP PE=1 SV=1,3,3,9.9,4.17208717402692,4.1631440863452,25.1833255274448,25.1130289658643
Q92843;G3V5A9;G3V4B7;G3V3B7;G3V3G8;H0YJC7,Q92843;G3V5A9;G3V4B7;G3V3B7;G3V3G8,3;3;3;2;2;1,3;3;3;2;2;1,3;3;3;2;2;1,Bcl-2-like protein 2,BCL2L2,sp|Q92843|B2CL2_HUMAN Bcl-2-like protein 2 OS=Homo sapiens OX=9606 GN=BCL2L2 PE=1 SV=2;tr|G3V5A9|G3V5A9_HUMAN Bcl-2-like protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=BCL2L2 PE=1 SV=1;tr|G3V4B7|G3V4B7_HUMAN Bcl-2-like protein 2 (Fragment) OS=Homo sapiens,3,3,25.4,4.17208717402692,4.1631440863452,25.7820429794854,25.9060978818081
O00512,O00512,5,5,5,B-cell CLL/lymphoma 9 protein,BCL9,sp|O00512|BCL9_HUMAN B-cell CLL/lymphoma 9 protein OS=Homo sapiens OX=9606 GN=BCL9 PE=1 SV=4,5,5,4.4,4.17208717402692,4.1631440863452,25.1355527351802,24.9752192906487
Q86UU0;A0A087WZX0,Q86UU0;A0A087WZX0,3;3,3;3,3;3,B-cell CLL/lymphoma 9-like protein,BCL9L,sp|Q86UU0|BCL9L_HUMAN B-cell CLL/lymphoma 9-like protein OS=Homo sapiens OX=9606 GN=BCL9L PE=1 SV=1;tr|A0A087WZX0|A0A087WZX0_HUMAN B-cell CLL/lymphoma 9-like protein OS=Homo sapiens OX=9606 GN=BCL9L PE=1 SV=1,3,3,2.7,4.17208717402692,4.1631440863452,25.7456318599893,23.5819884945164
Q8TD16,Q8TD16,4,4,4,Protein bicaudal D homolog 2,BICD2,sp|Q8TD16|BICD2_HUMAN Protein bicaudal D homolog 2 OS=Homo sapiens OX=9606 GN=BICD2 PE=1 SV=1,4,4,6.7,4.17208717402692,4.1631440863452,24.8212367944061,23.9791069580875
Q9NR09;A0A3B3IUB9,Q9NR09;A0A3B3IUB9,7;7,7;7,7;7,Baculoviral IAP repeat-containing protein 6,BIRC6,sp|Q9NR09|BIRC6_HUMAN Baculoviral IAP repeat-containing protein 6 OS=Homo sapiens OX=9606 GN=BIRC6 PE=1 SV=2;tr|A0A3B3IUB9|A0A3B3IUB9_HUMAN Baculoviral IAP repeat-containing protein 6 (Fragment) OS=Homo sapiens OX=9606 GN=BIRC6 PE=1 SV=1,7,7,1.8,4.17208717402692,4.1631440863452,25.6445494572262,25.6878179737847
Q13867;K7ES02;J3KS79;K7ENH5;K7ESE8;J3KSD8,Q13867;K7ES02;J3KS79;K7ENH5;K7ESE8;J3KSD8,2;2;1;1;1;1,2;2;1;1;1;1,2;2;1;1;1;1,Bleomycin hydrolase,BLMH,sp|Q13867|BLMH_HUMAN Bleomycin hydrolase OS=Homo sapiens OX=9606 GN=BLMH PE=1 SV=1;tr|K7ES02|K7ES02_HUMAN Bleomycin hydrolase (Fragment) OS=Homo sapiens OX=9606 GN=BLMH PE=1 SV=1;tr|J3KS79|J3KS79_HUMAN Bleomycin hydrolase OS=Homo sapiens OX=9606 GN=BLMH PE,2,2,7.3,22.4371501365045,24.3886374806064,4.49585555904608,4.40302638284169
Q14692;Q5VTM2,Q14692,17;1,17;1,17;1,Ribosome biogenesis protein BMS1 homolog,BMS1,sp|Q14692|BMS1_HUMAN Ribosome biogenesis protein BMS1 homolog OS=Homo sapiens OX=9606 GN=BMS1 PE=1 SV=1,17,17,17.2,4.17208717402692,4.1631440863452,27.8706187964309,27.4050308055595
Q8NFC6;H0Y9Y2;Q96IK1;F8WDD0,Q8NFC6,29;3;1;1,29;3;1;1,29;3;1;1,Biorientation of chromosomes in cell division protein 1-like 1,BOD1L1,sp|Q8NFC6|BD1L1_HUMAN Biorientation of chromosomes in cell division protein 1-like 1 OS=Homo sapiens OX=9606 GN=BOD1L1 PE=1 SV=2,29,29,15.1,4.17208717402692,4.1631440863452,28.7675873552176,28.300162331975
Q9H3K6;H3BV85;H3BPT9;H3BTW0;A0A0B4J295;A0A087WZT3;H3BVE0,Q9H3K6;H3BV85;H3BPT9;H3BTW0;A0A0B4J295;A0A087WZT3;H3BVE0,2;2;1;1;1;1;1,2;2;1;1;1;1;1,2;2;1;1;1;1;1,BolA-like protein 2,BOLA2;BOLA2B,sp|Q9H3K6|BOLA2_HUMAN BolA-like protein 2 OS=Homo sapiens OX=9606 GN=BOLA2 PE=1 SV=1;tr|H3BV85|H3BV85_HUMAN BolA-like protein 2 OS=Homo sapiens OX=9606 GN=BOLA2B PE=1 SV=2;tr|H3BPT9|H3BPT9_HUMAN BolA-like protein 2 OS=Homo sapiens OX=9606 GN=BOLA2B PE=1 SV,2,2,29.1,4.17208717402692,4.1631440863452,24.2604050335537,23.1003870803596
O95861;A6NF51;F8VVW8;F8VZG4;F8W1J0,O95861;A6NF51;F8VVW8;F8VZG4;F8W1J0,2;2;1;1;1,2;2;1;1;1,2;2;1;1;1,"3(2),5-bisphosphate nucleotidase 1",BPNT1,"sp|O95861|BPNT1_HUMAN 3(2),5-bisphosphate nucleotidase 1 OS=Homo sapiens OX=9606 GN=BPNT1 PE=1 SV=1;tr|A6NF51|A6NF51_HUMAN 3(2),5-bisphosphate nucleotidase 1 OS=Homo sapiens OX=9606 GN=BPNT1 PE=1 SV=2;tr|F8VVW8|F8VVW8_HUMAN 3(2),5-bisphosphate nuc",2,2,6.2,4.17208717402692,4.1631440863452,23.2583935074264,24.6377122884933
Q12830;E7ETD6;E9PE19;A0A2R8Y7Q1;F5GXF5;J3QQK4;A0A0A0MR81;J3KSY0;J3QQQ8,Q12830;E7ETD6;E9PE19;A0A2R8Y7Q1;F5GXF5,16;16;16;16;15;3;3;1;1,16;16;16;16;15;3;3;1;1,16;16;16;16;15;3;3;1;1,Nucleosome-remodeling factor subunit BPTF,BPTF,sp|Q12830|BPTF_HUMAN Nucleosome-remodeling factor subunit BPTF OS=Homo sapiens OX=9606 GN=BPTF PE=1 SV=3;tr|E7ETD6|E7ETD6_HUMAN Nucleosome-remodeling factor subunit BPTF (Fragment) OS=Homo sapiens OX=9606 GN=BPTF PE=1 SV=3;tr|E9PE19|E9PE19_HUMAN Nucleosome,16,16,6.5,4.17208717402692,4.1631440863452,27.9651016960509,27.4589673784122
Q7Z569;J3KNN7,Q7Z569;J3KNN7,10;10,10;10,10;10,BRCA1-associated protein,BRAP,sp|Q7Z569|BRAP_HUMAN BRCA1-associated protein OS=Homo sapiens OX=9606 GN=BRAP PE=1 SV=2;tr|J3KNN7|J3KNN7_HUMAN BRCA1-associated protein OS=Homo sapiens OX=9606 GN=BRAP PE=1 SV=1,10,10,21.3,22.3388576267379,24.7778111344337,27.2739099667557,27.262754247559
P38398;A0A2R8Y7V5;H0Y850;K7EPC7;H0Y8B8;B7ZA85;E7EUM2;Q5YLB2,P38398;A0A2R8Y7V5;H0Y850;K7EPC7;H0Y8B8;B7ZA85;E7EUM2;Q5YLB2,4;4;2;2;2;2;2;2,4;4;2;2;2;2;2;2,4;4;2;2;2;2;2;2,Breast cancer type 1 susceptibility protein,BRCA1,sp|P38398|BRCA1_HUMAN Breast cancer type 1 susceptibility protein OS=Homo sapiens OX=9606 GN=BRCA1 PE=1 SV=2;tr|A0A2R8Y7V5|A0A2R8Y7V5_HUMAN Breast cancer type 1 susceptibility protein (Fragment) OS=Homo sapiens OX=9606 GN=BRCA1 PE=1 SV=1;tr|H0Y850|H0Y850_H,4,4,2.8,22.2959617417623,24.0129081967761,24.17904042291,21.6502261025584
O60885;M0QZD9;M0QYW0;Q15059;P25440;M0R0H4;H0Y6K2;A0A140T9E9;A0A0G2JK44;A0A0G2JHN8;A0A140T9I1;U3KQA6;A0A0G2JHL0;A0A140T9F7;A0A140T9V2,O60885;M0QZD9,25;13;5;4;3;3;3;3;3;2;2;1;1;1;1,25;13;5;4;3;3;3;3;3;2;2;1;1;1;1,25;13;5;4;3;3;3;3;3;2;2;1;1;1;1,Bromodomain-containing protein 4,BRD4,sp|O60885|BRD4_HUMAN Bromodomain-containing protein 4 OS=Homo sapiens OX=9606 GN=BRD4 PE=1 SV=2;tr|M0QZD9|M0QZD9_HUMAN Bromodomain-containing protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=BRD4 PE=1 SV=1,25,25,22.3,22.0083294624543,23.6602510011402,30.3683841982578,30.2536093703591
Q9BX63;J3QKX0;J3KS24,Q9BX63,12;3;2,12;3;2,12;3;2,Fanconi anemia group J protein,BRIP1,sp|Q9BX63|FANCJ_HUMAN Fanconi anemia group J protein OS=Homo sapiens OX=9606 GN=BRIP1 PE=1 SV=2,12,12,12.4,21.6668868555495,23.3527245299864,27.0305480969806,27.0726538878865
O14981;A0A0A0MTH9,O14981;A0A0A0MTH9,9;9,9;9,9;9,TATA-binding protein-associated factor 172,BTAF1,sp|O14981|BTAF1_HUMAN TATA-binding protein-associated factor 172 OS=Homo sapiens OX=9606 GN=BTAF1 PE=1 SV=2;tr|A0A0A0MTH9|A0A0A0MTH9_HUMAN TATA-binding protein-associated factor 172 OS=Homo sapiens OX=9606 GN=BTAF1 PE=1 SV=1,9,9,6.8,4.17208717402692,4.1631440863452,26.6415484015642,25.9987985450109
B0QYR0;B0QYR1,B0QYR0;B0QYR1,2;2,2;2,2;2,,BTBD3,tr|B0QYR0|B0QYR0_HUMAN BTB/POZ domain-containing protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=BTBD3 PE=1 SV=8;tr|B0QYR1|B0QYR1_HUMAN BTB/POZ domain-containing protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=BTBD3 PE=1 SV=1,2,2,23.2,23.3118824352119,29.0014543125914,24.4044462056835,24.2468636145133
C9JUV8;O00478;P78410;O00481;C9JNZ3;S4R3N0;C9J877;C9JZT5,C9JUV8;O00478;P78410;O00481;C9JNZ3;S4R3N0;C9J877;C9JZT5,2;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1,2;1;1;1;1;1;1;1,Butyrophilin subfamily 3 member A3;Butyrophilin subfamily 3 member A2;Butyrophilin subfamily 3 member A1,BTN3A3;BTN3A2;BTN3A1,tr|C9JUV8|C9JUV8_HUMAN Butyrophilin subfamily 3 member A3 (Fragment) OS=Homo sapiens OX=9606 GN=BTN3A3 PE=1 SV=1;sp|O00478|BT3A3_HUMAN Butyrophilin subfamily 3 member A3 OS=Homo sapiens OX=9606 GN=BTN3A3 PE=1 SV=1;sp|P78410|BT3A2_HUMAN Butyrophilin subfami,2,2,14.0,25.7217932382628,29.6406189317341,23.8864295873201,22.5298384812074
O60566;H0YMK5;H3BTB9,O60566,22;1;1,22;1;1,22;1;1,Mitotic checkpoint serine/threonine-protein kinase BUB1 beta,BUB1B,sp|O60566|BUB1B_HUMAN Mitotic checkpoint serine/threonine-protein kinase BUB1 beta OS=Homo sapiens OX=9606 GN=BUB1B PE=1 SV=3,22,22,27.3,22.6042871973102,24.9026982230994,28.8203118182224,28.5051021543102
O43684;J3QSX4;J3QT28,O43684;J3QSX4;J3QT28,2;2;2,2;2;2,2;2;2,Mitotic checkpoint protein BUB3,BUB3,sp|O43684|BUB3_HUMAN Mitotic checkpoint protein BUB3 OS=Homo sapiens OX=9606 GN=BUB3 PE=1 SV=1;tr|J3QSX4|J3QSX4_HUMAN Mitotic checkpoint protein BUB3 OS=Homo sapiens OX=9606 GN=BUB3 PE=1 SV=1;tr|J3QT28|J3QT28_HUMAN Mitotic checkpoint protein BUB3 (Fragment,2,2,18.0,22.6962331930992,23.4177680618923,4.49585555904608,4.40302638284169
Q7L1Q6;Q9Y6E2;H0Y503;E9PFD4;B5MCE7;B5MCH7;E7ETZ4,Q7L1Q6,3;1;1;1;1;1;1,3;1;1;1;1;1;1,3;1;1;1;1;1;1,Basic leucine zipper and W2 domain-containing protein 1,BZW1,sp|Q7L1Q6|BZW1_HUMAN Basic leucine zipper and W2 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=BZW1 PE=1 SV=1,3,3,6.2,4.17208717402692,4.1631440863452,24.7029259783147,24.5158696832389
Q9H6J7;E9PI12;E9PI28;H0YDJ0,Q9H6J7,9;4;2;2,9;4;2;2,9;4;2;2,UPF0705 protein C11orf49,C11orf49,sp|Q9H6J7|CK049_HUMAN UPF0705 protein C11orf49 OS=Homo sapiens OX=9606 GN=C11orf49 PE=1 SV=2,9,9,41.4,22.5154486428037,29.0853739054032,26.2834265411446,26.8839021356939
Q9Y224;G3V4C6;G3V4E7;H0YJB9,Q9Y224;G3V4C6;G3V4E7;H0YJB9,2;2;1;1,2;2;1;1,2;2;1;1,UPF0568 protein C14orf166,C14orf166,"sp|Q9Y224|RTRAF_HUMAN RNA transcription, translation and transport factor protein OS=Homo sapiens OX=9606 GN=RTRAF PE=1 SV=1;tr|G3V4C6|G3V4C6_HUMAN RNA transcription, translation and transport factor protein OS=Homo sapiens OX=9606 GN=RTRAF PE=1 SV=1;tr|G3",2,2,9.8,4.17208717402692,4.1631440863452,23.3280021005752,23.0454023982834
Q53F19,Q53F19,3,3,3,Uncharacterized protein C17orf85,C17orf85,sp|Q53F19|NCBP3_HUMAN Nuclear cap-binding protein subunit 3 OS=Homo sapiens OX=9606 GN=NCBP3 PE=1 SV=2,3,3,6.3,4.17208717402692,4.1631440863452,26.0575295658855,25.552213624724
Q96B23;A0A087WVF1;K7EQH1,Q96B23;A0A087WVF1;K7EQH1,3;3;2,3;3;2,3;3;2,Uncharacterized protein C18orf25,C18orf25,sp|Q96B23|CR025_HUMAN Uncharacterized protein C18orf25 OS=Homo sapiens OX=9606 GN=C18orf25 PE=1 SV=3;tr|A0A087WVF1|A0A087WVF1_HUMAN Uncharacterized protein C18orf25 OS=Homo sapiens OX=9606 GN=C18orf25 PE=1 SV=1;tr|K7EQH1|K7EQH1_HUMAN Uncharacterized protei,3,3,12.6,21.9514839370319,27.3208687131215,23.4612646017837,24.3673971534476
Q9BQ61;K7ELS0;K7ERU7;K7EN60,Q9BQ61;K7ELS0;K7ERU7;K7EN60,2;1;1;1,2;1;1;1,2;1;1;1,Uncharacterized protein C19orf43,C19orf43,sp|Q9BQ61|TRIR_HUMAN Telomerase RNA component interacting RNase OS=Homo sapiens OX=9606 GN=TRIR PE=1 SV=1;tr|K7ELS0|K7ELS0_HUMAN Telomerase RNA component-interacting RNase OS=Homo sapiens OX=9606 GN=TRIR PE=1 SV=1;tr|K7ERU7|K7ERU7_HUMAN Telomerase RNA comp,2,2,21.6,4.17208717402692,4.1631440863452,24.7162819267612,24.0197949881964
Q9H425;E5RFY9;E5RI90,Q9H425;E5RFY9,8;4;1,8;4;1,8;4;1,Uncharacterized protein C1orf198,C1orf198,sp|Q9H425|CA198_HUMAN Uncharacterized protein C1orf198 OS=Homo sapiens OX=9606 GN=C1orf198 PE=1 SV=1;tr|E5RFY9|E5RFY9_HUMAN Uncharacterized protein C1orf198 OS=Homo sapiens OX=9606 GN=C1orf198 PE=1 SV=1,8,8,34.3,22.4308870897899,23.2783836635247,26.4093268357681,26.494558863765
Q8N6N3,Q8N6N3,3,3,3,UPF0690 protein C1orf52,C1orf52,sp|Q8N6N3|CA052_HUMAN UPF0690 protein C1orf52 OS=Homo sapiens OX=9606 GN=C1orf52 PE=1 SV=1,3,3,19.2,4.17208717402692,4.1631440863452,26.1144793200891,25.4620139240171
Q8TF44,Q8TF44,2,2,2,C2 calcium-dependent domain-containing protein 4C,C2CD4C,sp|Q8TF44|C2C4C_HUMAN C2 calcium-dependent domain-containing protein 4C OS=Homo sapiens OX=9606 GN=C2CD4C PE=1 SV=2,2,2,9.0,4.17208717402692,4.1631440863452,24.7511213496485,24.3178966976681
Q96LT7;A0A5F9ZHW7;A0A2R8Y5K2;A0A2R8Y5U5,Q96LT7;A0A5F9ZHW7;A0A2R8Y5K2;A0A2R8Y5U5,3;3;3;2,3;3;3;2,3;3;3;2,Protein C9orf72,C9orf72,sp|Q96LT7|CI072_HUMAN Guanine nucleotide exchange C9orf72 OS=Homo sapiens OX=9606 GN=C9orf72 PE=1 SV=2;tr|A0A5F9ZHW7|A0A5F9ZHW7_HUMAN Guanine nucleotide exchange C9orf72 OS=Homo sapiens OX=9606 GN=C9orf72 PE=1 SV=1;tr|A0A2R8Y5K2|A0A2R8Y5K2_HUMAN Guanine nu,3,3,9.4,4.17208717402692,4.1631440863452,23.9852881429287,23.0499615214041
Q9NZ63,Q9NZ63,3,3,3,Uncharacterized protein C9orf78,C9orf78,sp|Q9NZ63|TLS1_HUMAN Telomere length and silencing protein 1 homolog OS=Homo sapiens OX=9606 GN=C9orf78 PE=1 SV=1,3,3,11.1,4.17208717402692,4.1631440863452,25.560896043755,24.3953217939116
Q8WUQ7;K7EIU6;K7EMQ0;K7ENY9,Q8WUQ7;K7EIU6;K7EMQ0;K7ENY9,2;1;1;1,2;1;1;1,2;1;1;1,Cactin,CACTIN,sp|Q8WUQ7|CATIN_HUMAN Cactin OS=Homo sapiens OX=9606 GN=CACTIN PE=1 SV=3;tr|K7EIU6|K7EIU6_HUMAN Cactin (Fragment) OS=Homo sapiens OX=9606 GN=CACTIN PE=1 SV=1;tr|K7EMQ0|K7EMQ0_HUMAN Cactin (Fragment) OS=Homo sapiens OX=9606 GN=CACTIN PE=1 SV=1;tr|K7ENY9|K7E,2,2,4.1,4.17208717402692,4.1631440863452,23.8844416279863,24.0666929644928
Q86Y37,Q86Y37,4,4,4,CDK2-associated and cullin domain-containing protein 1,CACUL1,sp|Q86Y37|CACL1_HUMAN CDK2-associated and cullin domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CACUL1 PE=1 SV=1,4,4,14.6,4.17208717402692,4.1631440863452,26.1314764369822,25.195354183215
Q9HB71;B2ZWH1,Q9HB71,15;2,15;2,15;2,Calcyclin-binding protein,CACYBP,sp|Q9HB71|CYBP_HUMAN Calcyclin-binding protein OS=Homo sapiens OX=9606 GN=CACYBP PE=1 SV=2,15,15,66.2,25.3659237318201,30.8791324575765,27.8203118182224,28.4074235705931
P27708;F8VPD4;H7C3Z5;H7BZB3;H7C2E4,P27708;F8VPD4,13;13;2;1;1,13;13;2;1;1,13;13;2;1;1,CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase,CAD,sp|P27708|PYR1_HUMAN CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=3;tr|F8VPD4|F8VPD4_HUMAN CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=1,13,13,7.5,21.6438822323179,20.8181577342424,26.2085676341403,26.2110955807455
P22676;H3BMN5;H3BN14;P05937;A6NER6,P22676;H3BMN5;H3BN14,3;2;2;1;1,3;2;2;1;1,3;2;2;1;1,Calretinin,CALB2,sp|P22676|CALB2_HUMAN Calretinin OS=Homo sapiens OX=9606 GN=CALB2 PE=2 SV=2;tr|H3BMN5|H3BMN5_HUMAN Calretinin (Fragment) OS=Homo sapiens OX=9606 GN=CALB2 PE=1 SV=2;tr|H3BN14|H3BN14_HUMAN Calretinin (Fragment) OS=Homo sapiens OX=9606 GN=CALB2 PE=1 SV=2,3,3,12.2,4.17208717402692,4.1631440863452,25.5881793441473,25.4062966265519
E7EX44;E9PGZ1;Q05682;C9J813;C9JEK3;REV__H0YH95;REV__H0YEF9;REV__E9PJZ7;REV__H0YHK3;REV__Q13136;REV__A0A2R8Y7R9,E7EX44;E9PGZ1;Q05682;C9J813,20;18;17;12;3;1;1;1;1;1;1,20;18;17;12;3;1;1;1;1;1;1,19;17;16;11;2;0;0;0;0;0;0,Caldesmon,CALD1,tr|E7EX44|E7EX44_HUMAN Caldesmon OS=Homo sapiens OX=9606 GN=CALD1 PE=1 SV=1;tr|E9PGZ1|E9PGZ1_HUMAN Caldesmon OS=Homo sapiens OX=9606 GN=CALD1 PE=1 SV=1;sp|Q05682|CALD1_HUMAN Caldesmon OS=Homo sapiens OX=9606 GN=CALD1 PE=1 SV=3;tr|C9J813|C9J813_HUMAN Caldes,20,19,38.4,22.190457280468,27.3760037368973,31.1629097695888,30.970556126143
P0DP25;P0DP24;P0DP23;A0A590UK56;E7EMB3;G3V361;A0A590UJI2;Q96HY3;A0A590UJC0;F8WBR5;G3V226;M0QZ52;G3V479,P0DP25;P0DP24;P0DP23;A0A590UK56;E7EMB3;G3V361;A0A590UJI2;Q96HY3,5;5;5;4;4;3;3;3;2;2;2;2;2,5;5;5;4;4;3;3;3;2;2;2;2;2,5;5;5;4;4;3;3;3;2;2;2;2;2,,CALM2;CALM1,sp|P0DP25|CALM3_HUMAN Calmodulin-3 OS=Homo sapiens OX=9606 GN=CALM3 PE=1 SV=1;sp|P0DP24|CALM2_HUMAN Calmodulin-2 OS=Homo sapiens OX=9606 GN=CALM2 PE=1 SV=1;sp|P0DP23|CALM1_HUMAN Calmodulin-1 OS=Homo sapiens OX=9606 GN=CALM1 PE=1 SV=1;tr|A0A590UK56|A0A590UK,5,5,40.9,22.2120692391916,27.4019427397404,27.4236620947921,27.1473442223445
P27482,P27482,6,6,6,Calmodulin-like protein 3,CALML3,sp|P27482|CALL3_HUMAN Calmodulin-like protein 3 OS=Homo sapiens OX=9606 GN=CALML3 PE=1 SV=2,6,6,56.4,22.0527706700689,27.0736756266267,4.49585555904608,4.40302638284169
Q9NZT1,Q9NZT1,11,11,11,Calmodulin-like protein 5,CALML5,sp|Q9NZT1|CALL5_HUMAN Calmodulin-like protein 5 OS=Homo sapiens OX=9606 GN=CALML5 PE=1 SV=2,11,11,74.7,25.2491153017632,29.8763245473565,4.49585555904608,4.40302638284169
A0A2Q3DQE3;Q8WU40;Q5SWX3;Q13555;Q13554;H0Y6G2;A0A5F9ZH21;A0A5F9ZH50;D6RFJ0;E9PF82;E9PBG7;D6R938;A0A5F9ZHR5;E9PBE8;E7EQE4;A0A5K1VW76;A0A5F9ZHY2;H7BXS4;A0A5F9ZH90;H7C394;Q9UQM7;Q13557;A0A5F9ZHM9,A0A2Q3DQE3;Q8WU40;Q5SWX3;Q13555;Q13554;H0Y6G2,3;3;3;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,3;3;3;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,3;3;3;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,Calcium/calmodulin-dependent protein kinase type II subunit gamma;Calcium/calmodulin-dependent protein kinase type II subunit beta,CAMK2G;CAMK2B,"tr|A0A2Q3DQE3|A0A2Q3DQE3_HUMAN Calcium/calmodulin-dependent protein kinase (CaM kinase) II gamma, isoform CRA_d OS=Homo sapiens OX=9606 GN=CAMK2G PE=1 SV=1;tr|Q8WU40|Q8WU40_HUMAN CAMK2G protein (Fragment) OS=Homo sapiens OX=9606 GN=CAMK2G PE=1 SV=2;tr|Q5SW",3,3,5.9,4.17208717402692,4.1631440863452,24.916021208057,23.8738953948087
Q16566;D6REY7;D6RE65;D6RCD6,Q16566,5;2;2;1,5;2;2;1,5;2;2;1,Calcium/calmodulin-dependent protein kinase type IV,CAMK4,sp|Q16566|KCC4_HUMAN Calcium/calmodulin-dependent protein kinase type IV OS=Homo sapiens OX=9606 GN=CAMK4 PE=1 SV=1,5,5,15.0,4.17208717402692,4.1631440863452,26.6308980949973,26.1453629783385
Q5T5Y3,Q5T5Y3,36,36,36,Calmodulin-regulated spectrin-associated protein 1,CAMSAP1,sp|Q5T5Y3|CAMP1_HUMAN Calmodulin-regulated spectrin-associated protein 1 OS=Homo sapiens OX=9606 GN=CAMSAP1 PE=1 SV=2,36,36,33.0,22.4016566604966,24.2453223229092,29.8430354615077,29.5336549707703
Q08AD1;H0Y4Z1,Q08AD1,14;2,14;2,14;2,Calmodulin-regulated spectrin-associated protein 2,CAMSAP2,sp|Q08AD1|CAMP2_HUMAN Calmodulin-regulated spectrin-associated protein 2 OS=Homo sapiens OX=9606 GN=CAMSAP2 PE=1 SV=3,14,14,14.4,4.17208717402692,4.1631440863452,28.0820267012899,27.756845399379
