TLE1_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
C9orf172,0.7679141033,0.062564470108315,0,C9J069,C9J069,2,2,2,Uncharacterized protein C9orf172,C9orf172,sp|C9J069|AJM1_HUMAN Apical junction component 1 homolog OS=Homo sapiens OX=9606 GN=AJM1 PE=3 SV=1,2,2,2.7,976
EEF1E1;EEF1E1-BLOC1S5,0.2638451237,0.119958073830523,0,O43324;D6RBD7;C9J1V9;D6RCQ0;H0YAL7,O43324;D6RBD7;C9J1V9;D6RCQ0;H0YAL7,2;2;2;1;1,2;2;2;1;1,2;2;2;1;1,Eukaryotic translation elongation factor 1 epsilon-1,EEF1E1;EEF1E1-BLOC1S5,sp|O43324|MCA3_HUMAN Eukaryotic translation elongation factor 1 epsilon-1 OS=Homo sapiens OX=9606 GN=EEF1E1 PE=1 SV=1;tr|D6RBD7|D6RBD7_HUMAN Eukaryotic translation elongation factor 1 epsilon-1 OS=Homo sapiens OX=9606 GN=EEF1E1 PE=1 SV=1;tr|C9J1V9|C9J1V9_H,2,2,12.1,174
NCAPH,-0.4554487946,0.255524605997724,0,Q15003;C9J470;E9PHA2;C9JZP1,Q15003;C9J470;E9PHA2;C9JZP1,5;5;5;4,5;5;5;4,5;5;5;4,Condensin complex subunit 2,NCAPH,sp|Q15003|CND2_HUMAN Condensin complex subunit 2 OS=Homo sapiens OX=9606 GN=NCAPH PE=1 SV=3;tr|C9J470|C9J470_HUMAN Condensin complex subunit 2 (Fragment) OS=Homo sapiens OX=9606 GN=NCAPH PE=1 SV=8;tr|E9PHA2|E9PHA2_HUMAN Condensin complex subunit 2 OS=Homo ,5,5,6.5,741
CEP70,0.1579388261,0.352629239787625,0,C9J710;Q8NHQ1;C9J966;B7Z2D2,C9J710;Q8NHQ1;C9J966;B7Z2D2,2;1;1;1,2;1;1;1,2;1;1;1,Centrosomal protein of 70 kDa,CEP70,tr|C9J710|C9J710_HUMAN Centrosomal protein of 70 kDa (Fragment) OS=Homo sapiens OX=9606 GN=CEP70 PE=1 SV=1;sp|Q8NHQ1|CEP70_HUMAN Centrosomal protein of 70 kDa OS=Homo sapiens OX=9606 GN=CEP70 PE=1 SV=2;tr|C9J966|C9J966_HUMAN Centrosomal protein of 70 kDa (,2,2,14.7,259
CALD1,-0.073356384,0.87740609077292,0,Q05682;C9J813;E9PGZ1;E7EX44,Q05682;C9J813;E9PGZ1;E7EX44,6;6;6;6,6;6;6;6,6;6;6;6,Caldesmon,CALD1,sp|Q05682|CALD1_HUMAN Caldesmon OS=Homo sapiens OX=9606 GN=CALD1 PE=1 SV=3;tr|C9J813|C9J813_HUMAN Caldesmon (Fragment) OS=Homo sapiens OX=9606 GN=CALD1 PE=1 SV=1;tr|E9PGZ1|E9PGZ1_HUMAN Caldesmon OS=Homo sapiens OX=9606 GN=CALD1 PE=1 SV=1;tr|E7EX44|E7EX44_H,6,6,8.2,793
SSR3,0.7573360788,0.0482431136685883,0,Q9UNL2;C9JA28,Q9UNL2;C9JA28,2;2,2;2,2;2,Translocon-associated protein subunit gamma,SSR3,sp|Q9UNL2|SSRG_HUMAN Translocon-associated protein subunit gamma OS=Homo sapiens OX=9606 GN=SSR3 PE=1 SV=1;tr|C9JA28|C9JA28_HUMAN Translocon-associated protein subunit gamma OS=Homo sapiens OX=9606 GN=SSR3 PE=1 SV=1,2,2,9.7,185
HIGD1A,0.227816983,0.228452416960853,0,Q9Y241;C9JAW5;C9JNU6,Q9Y241;C9JAW5;C9JNU6,2;2;2,2;2;2,2;2;2,"HIG1 domain family member 1A, mitochondrial",HIGD1A,"sp|Q9Y241|HIG1A_HUMAN HIG1 domain family member 1A, mitochondrial OS=Homo sapiens OX=9606 GN=HIGD1A PE=1 SV=1;tr|C9JAW5|C9JAW5_HUMAN HIG1 domain-containing protein OS=Homo sapiens OX=9606 PE=4 SV=1;tr|C9JNU6|C9JNU6_HUMAN HIG1 domain family member 1A, mitoc",2,2,23.7,93
L2HGDH,-0.0933601056,0.634245456262259,0,Q9H9P8;C9JVN9;G3V272,Q9H9P8;C9JVN9,5;5;1,5;5;1,5;5;1,"L-2-hydroxyglutarate dehydrogenase, mitochondrial",L2HGDH,"sp|Q9H9P8|L2HDH_HUMAN L-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=L2HGDH PE=1 SV=3;tr|C9JVN9|C9JVN9_HUMAN L-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=L2HGDH PE=1 SV=1",5,5,14.3,463
RPL22L1,0.4031535307,0.269785388957193,0,Q6P5R6;C9JYQ9;H0Y8C2,Q6P5R6;C9JYQ9;H0Y8C2,6;6;6,3;3;3,3;3;3,60S ribosomal protein L22-like 1,RPL22L1,sp|Q6P5R6|RL22L_HUMAN 60S ribosomal protein L22-like 1 OS=Homo sapiens OX=9606 GN=RPL22L1 PE=1 SV=2;tr|C9JYQ9|C9JYQ9_HUMAN 60S ribosomal protein L22-like 1 OS=Homo sapiens OX=9606 GN=RPL22L1 PE=1 SV=1;tr|H0Y8C2|H0Y8C2_HUMAN 60S ribosomal protein L22-like 1,6,3,52.5,122
RFC4,-0.6082129563,0.00560818452428979,0,P35249;C9JZI1;C9J8M3;C9JTT7;C9JXZ7;C9JGY5;F8WE44;H7C1P0,P35249;C9JZI1;C9J8M3;C9JTT7,12;12;10;8;5;2;2;2,12;12;10;8;5;2;2;2,12;12;10;8;5;2;2;2,Replication factor C subunit 4,RFC4,sp|P35249|RFC4_HUMAN Replication factor C subunit 4 OS=Homo sapiens OX=9606 GN=RFC4 PE=1 SV=2;tr|C9JZI1|C9JZI1_HUMAN Replication factor C subunit 4 OS=Homo sapiens OX=9606 GN=RFC4 PE=1 SV=1;tr|C9J8M3|C9J8M3_HUMAN Replication factor C subunit 4 (Fragment) O,12,12,32.5,363
RPL32,0.4306373524,0.0559068856999072,0,P62910;D3YTB1;F8W727;D3YTI8,P62910;D3YTB1;F8W727,17;17;17;1,17;17;17;1,17;17;17;1,60S ribosomal protein L32,RPL32,sp|P62910|RL32_HUMAN 60S ribosomal protein L32 OS=Homo sapiens OX=9606 GN=RPL32 PE=1 SV=2;tr|D3YTB1|D3YTB1_HUMAN 60S ribosomal protein L32 (Fragment) OS=Homo sapiens OX=9606 GN=RPL32 PE=1 SV=1;tr|F8W727|F8W727_HUMAN 60S ribosomal protein L32 OS=Homo sapien,17,17,63,135
HLA-B,-0.6783522811,0.00384678863734161,0,D5H3J5;Q2L6G2;A0A140T997;A0A140TA11;A0A140T9Y5;A0A140T9A9;A0A140TA14;A0A140T9H3;A0A140T9G0;D0EV57;A0A0G2JPA3;A0A0G2JH66;A0A140T8X0;A0A140T9B7;A0A140T9V0;A0A140T9W3;A0A140T9W7;A0A140T9C2;A0A140T939;A0A140T9X6;A0A140T9D9;P30511;A0A0G2JNV5;A0A0G2JNX1;A0A1W2PQE2;P13747;A0A1W2PP29;Q8MH48;Q5RJ85;A0A0G2JPQ3;Q31611;A0A1W2PQZ3;A0A0D9SFW8;P17693;A0A140T9J8,D5H3J5;Q2L6G2;A0A140T997;A0A140TA11;A0A140T9Y5;A0A140T9A9;A0A140TA14;A0A140T9H3,12;11;9;8;8;7;7;6;4;3;3;3;3;3;3;3;3;3;3;3;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1,10;9;8;7;7;5;6;4;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;1;0;1;1;1;1;0;1;1;0,4;3;4;3;3;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,HLA-B,tr|D5H3J5|D5H3J5_HUMAN HLA class I histocompatibility antigen B alpha chain OS=Homo sapiens OX=9606 GN=HLA-B PE=1 SV=1;tr|Q2L6G2|Q2L6G2_HUMAN HLA class I histocompatibility antigen B alpha chain OS=Homo sapiens OX=9606 GN=HLA-B PE=1 SV=1;tr|A0A140T997|A0A1,12,4,43.6,362
HNRNPAB,0.0144423953,0.917436407884276,0,D6R9P3;D6RD18;D6RBZ0;Q99729,D6R9P3;D6RD18;D6RBZ0;Q99729,16;16;16;13,15;15;15;12,15;15;15;12,Heterogeneous nuclear ribonucleoprotein A/B,HNRNPAB,tr|D6R9P3|D6R9P3_HUMAN Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens OX=9606 GN=HNRNPAB PE=1 SV=1;tr|D6RD18|D6RD18_HUMAN Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens OX=9606 GN=HNRNPAB PE=1 SV=1;tr|D6RBZ0|D6RBZ0_HUMAN Heterogen,16,15,38.6,280
NDUFAF2,0.2329839947,0.179104583416002,0,Q8N183;D6RA56,Q8N183;D6RA56,1;1,1;1,1;1,"Mimitin, mitochondrial",NDUFAF2,sp|Q8N183|NDUF2_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2 OS=Homo sapiens OX=9606 GN=NDUFAF2 PE=1 SV=1;tr|D6RA56|D6RA56_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2 OS=Homo sapiens OX=9606 GN=N,1,1,4.7,169
NCAPG,-0.3854346697,0.0315648723972193,0,Q9BPX3;D6RA93,Q9BPX3;D6RA93,3;3,3;3,3;3,Condensin complex subunit 3,NCAPG,sp|Q9BPX3|CND3_HUMAN Condensin complex subunit 3 OS=Homo sapiens OX=9606 GN=NCAPG PE=1 SV=1;tr|D6RA93|D6RA93_HUMAN Condensin complex subunit 3 OS=Homo sapiens OX=9606 GN=NCAPG PE=1 SV=1,3,3,2.7,1015
EIF4E,0.1805350922,0.241718553535408,0,P06730;D6RBW1;H0Y8J7;A6NMX2;D6RHE2;H0Y8X3,P06730;D6RBW1;H0Y8J7,5;5;4;1;1;1,5;5;4;1;1;1,5;5;4;1;1;1,Eukaryotic translation initiation factor 4E,EIF4E,sp|P06730|IF4E_HUMAN Eukaryotic translation initiation factor 4E OS=Homo sapiens OX=9606 GN=EIF4E PE=1 SV=2;tr|D6RBW1|D6RBW1_HUMAN Eukaryotic translation initiation factor 4E OS=Homo sapiens OX=9606 GN=EIF4E PE=1 SV=1;tr|H0Y8J7|H0Y8J7_HUMAN Eukaryotic tran,5,5,14.3,217
SEPT11,-0.2801723352,0.134592641037143,0,Q9NVA2;D6RGI3;D6RER5;D6RDU5;Q14141;D6RDP1;D6R9Y6;B1AMS2;H0Y961;H0Y9G8,Q9NVA2;D6RGI3;D6RER5;D6RDU5,12;12;12;10;4;4;4;4;3;1,12;12;12;10;4;4;4;4;3;1,9;9;9;7;2;4;4;2;2;1,Septin-11,SEPT11,"sp|Q9NVA2|SEP11_HUMAN Septin-11 OS=Homo sapiens OX=9606 GN=SEPTIN11 PE=1 SV=3;tr|D6RGI3|D6RGI3_HUMAN Septin 11, isoform CRA_b OS=Homo sapiens OX=9606 GN=SEPTIN11 PE=1 SV=1;tr|D6RER5|D6RER5_HUMAN Septin-11 OS=Homo sapiens OX=9606 GN=SEPTIN11 PE=1 SV=1;tr|D6",12,9,36.4,429
SEC31A,-0.2410159643,0.339397696352453,0,O94979;D6REX3;D6RHZ5;H7BXG7;H0YAF5;H0Y9T9;H0Y8W8,O94979;D6REX3;D6RHZ5;H7BXG7,6;6;4;4;2;2;2,6;6;4;4;2;2;2,4;4;2;2;2;2;2,Protein transport protein Sec31A,SEC31A,sp|O94979|SC31A_HUMAN Protein transport protein Sec31A OS=Homo sapiens OX=9606 GN=SEC31A PE=1 SV=3;tr|D6REX3|D6REX3_HUMAN Protein transport protein Sec31A OS=Homo sapiens OX=9606 GN=SEC31A PE=1 SV=1;tr|D6RHZ5|D6RHZ5_HUMAN Protein transport protein Sec31A O,6,4,5.7,1220
CYB5B,-0.1118942749,0.499745384363855,0,O43169;D6RFH4;H3BUX2;J3QR91,O43169;D6RFH4;H3BUX2;J3QR91,3;3;3;2,3;3;3;2,3;3;3;2,Cytochrome b5 type B,CYB5B,sp|O43169|CYB5B_HUMAN Cytochrome b5 type B OS=Homo sapiens OX=9606 GN=CYB5B PE=1 SV=3;tr|D6RFH4|D6RFH4_HUMAN Cytochrome b5 type B OS=Homo sapiens OX=9606 GN=CYB5B PE=1 SV=2;tr|H3BUX2|H3BUX2_HUMAN Cytochrome b5 type B OS=Homo sapiens OX=9606 GN=CYB5B PE=1 S,3,3,31.3,150
TAF9;TAF9B,-0.9502486463,0.00790887364882006,0,Q16594;Q9HBM6;D6RHW1;D6RIY1;D6RGK3;D6RIV9;D6RIE8,Q16594;Q9HBM6;D6RHW1;D6RIY1;D6RGK3;D6RIV9;D6RIE8,1;1;1;1;1;1;1,1;1;1;1;1;1;1,1;1;1;1;1;1;1,Transcription initiation factor TFIID subunit 9;Transcription initiation factor TFIID subunit 9B,TAF9;TAF9B,sp|Q16594|TAF9_HUMAN Transcription initiation factor TFIID subunit 9 OS=Homo sapiens OX=9606 GN=TAF9 PE=1 SV=1;sp|Q9HBM6|TAF9B_HUMAN Transcription initiation factor TFIID subunit 9B OS=Homo sapiens OX=9606 GN=TAF9B PE=1 SV=1;tr|D6RHW1|D6RHW1_HUMAN Transcri,1,1,4.2,264
THOC3,-0.8875007182,0.00145723039277834,0,Q96J01;D6RGZ2,Q96J01;D6RGZ2,2;2,2;2,2;2,THO complex subunit 3,THOC3,sp|Q96J01|THOC3_HUMAN THO complex subunit 3 OS=Homo sapiens OX=9606 GN=THOC3 PE=1 SV=1;tr|D6RGZ2|D6RGZ2_HUMAN THO complex subunit 3 OS=Homo sapiens OX=9606 GN=THOC3 PE=1 SV=1,2,2,12,351
ARFGAP1,0.3121650835,0.0801754980149414,0,Q8N6T3;E5RIU2;F8VWB3;E5RGL6;E5RHC5,Q8N6T3;E5RIU2;F8VWB3;E5RGL6;E5RHC5,2;2;2;2;2,2;2;2;2;2,2;2;2;2;2,ADP-ribosylation factor GTPase-activating protein 1,ARFGAP1,sp|Q8N6T3|ARFG1_HUMAN ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARFGAP1 PE=1 SV=2;tr|E5RIU2|E5RIU2_HUMAN ADP-ribosylation factor GTPase-activating protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=ARFGAP1 PE=1 SV=1;tr|F8V,2,2,5.9,406
CHRAC1,-0.1255418833,0.534140920754873,0,Q9NRG0;E5RGS9,Q9NRG0;E5RGS9,1;1,1;1,1;1,Chromatin accessibility complex protein 1,CHRAC1,sp|Q9NRG0|CHRC1_HUMAN Chromatin accessibility complex protein 1 OS=Homo sapiens OX=9606 GN=CHRAC1 PE=1 SV=1;tr|E5RGS9|E5RGS9_HUMAN Chromatin accessibility complex protein 1 OS=Homo sapiens OX=9606 GN=CHRAC1 PE=1 SV=1,1,1,6.1,131
TCEB1,0.5552644051,0.182471593233396,0,Q15369;E5RHG8,Q15369;E5RHG8,6;6,6;6,4;4,Transcription elongation factor B polypeptide 1,TCEB1,sp|Q15369|ELOC_HUMAN Elongin-C OS=Homo sapiens OX=9606 GN=ELOC PE=1 SV=1;tr|E5RHG8|E5RHG8_HUMAN Elongin-C (Fragment) OS=Homo sapiens OX=9606 GN=ELOC PE=1 SV=1,6,4,64.3,112
RPL30,0.5798558943,0.00675790360416072,0,P62888;E5RI99;E5RJH3;A0A0C4DH44;A0A0B4J213,P62888;E5RI99;E5RJH3;A0A0C4DH44,16;16;8;8;4,16;16;8;8;4,16;16;8;8;4,60S ribosomal protein L30,RPL30,sp|P62888|RL30_HUMAN 60S ribosomal protein L30 OS=Homo sapiens OX=9606 GN=RPL30 PE=1 SV=2;tr|E5RI99|E5RI99_HUMAN 60S ribosomal protein L30 (Fragment) OS=Homo sapiens OX=9606 GN=RPL30 PE=1 SV=1;tr|E5RJH3|E5RJH3_HUMAN 60S ribosomal protein L30 OS=Homo sapien,16,16,82.6,115
SLC39A14,-0.3495920879,0.0479363237953232,0,Q15043;E5RIP4;E5RFZ8;E5RGA7;E5RJ40;E5RJG5,Q15043;E5RIP4;E5RFZ8;E5RGA7;E5RJ40;E5RJG5,3;3;2;2;2;2,3;3;2;2;2;2,3;3;2;2;2;2,Zinc transporter ZIP14,SLC39A14,sp|Q15043|S39AE_HUMAN Metal cation symporter ZIP14 OS=Homo sapiens OX=9606 GN=SLC39A14 PE=1 SV=3;tr|E5RIP4|E5RIP4_HUMAN Metal cation symporter ZIP14 (Fragment) OS=Homo sapiens OX=9606 GN=SLC39A14 PE=1 SV=2;tr|E5RFZ8|E5RFZ8_HUMAN Metal cation symporter ZIP1,3,3,9.1,492
SKP1,2.8694267726,0.114885446760579,0,P63208;E7ERH2;F8W8N3;E5RJR5;E5RI56;E5RGM3,P63208;E7ERH2;F8W8N3;E5RJR5;E5RI56;E5RGM3,2;2;2;2;1;1,2;2;2;2;1;1,2;2;2;2;1;1,S-phase kinase-associated protein 1,SKP1,sp|P63208|SKP1_HUMAN S-phase kinase-associated protein 1 OS=Homo sapiens OX=9606 GN=SKP1 PE=1 SV=2;tr|E7ERH2|E7ERH2_HUMAN S-phase kinase-associated protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=SKP1 PE=1 SV=1;tr|F8W8N3|F8W8N3_HUMAN S-phase kinase-associa,2,2,22.7,163
ITGA2,0.2448769611,0.524492287461297,0,P17301;E7EMF1;E7ESP4;E9PB77,P17301;E7EMF1;E7ESP4;E9PB77,6;6;6;5,6;6;6;5,6;6;6;5,Integrin alpha-2,ITGA2,sp|P17301|ITA2_HUMAN Integrin alpha-2 OS=Homo sapiens OX=9606 GN=ITGA2 PE=1 SV=1;tr|E7EMF1|E7EMF1_HUMAN Integrin alpha-2 OS=Homo sapiens OX=9606 GN=ITGA2 PE=1 SV=1;tr|E7ESP4|E7ESP4_HUMAN Integrin alpha-2 OS=Homo sapiens OX=9606 GN=ITGA2 PE=1 SV=1;tr|E9PB77,6,6,5.4,1181
SEPT7,-0.0933790698,0.504550187731667,0,Q16181;E7ES33;E7EPK1;G3V1Q4;A0A0U1RRE1;A0A0U1RRH9;A0A5F9ZGZ7;A0A0U1RRD1;Q6ZU15;A0A0U1RRM2,Q16181;E7ES33;E7EPK1;G3V1Q4,12;12;12;10;4;3;3;2;1;1,12;12;12;10;4;3;3;2;1;1,12;12;12;10;4;3;3;2;1;1,Septin-7,SEPT7,sp|Q16181|SEPT7_HUMAN Septin-7 OS=Homo sapiens OX=9606 GN=SEPTIN7 PE=1 SV=2;tr|E7ES33|E7ES33_HUMAN Septin-7 OS=Homo sapiens OX=9606 GN=SEPTIN7 PE=1 SV=3;tr|E7EPK1|E7EPK1_HUMAN Septin-7 OS=Homo sapiens OX=9606 GN=SEPTIN7 PE=1 SV=2;tr|G3V1Q4|G3V1Q4_HUMAN Sep,12,12,31.6,437
MRPS25,-0.3573018098,0.162594835914275,0,P82663;E7EPW2,P82663;E7EPW2,2;2,2;2,2;2,"28S ribosomal protein S25, mitochondrial",MRPS25,"sp|P82663|RT25_HUMAN 28S ribosomal protein S25, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS25 PE=1 SV=1;tr|E7EPW2|E7EPW2_HUMAN 28S ribosomal protein S25, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS25 PE=1 SV=1",2,2,12.7,173
NAA50,0.0950216645,0.715517855367372,0,Q9GZZ1;E7EQ69,Q9GZZ1;E7EQ69,2;2,2;2,2;2,N-alpha-acetyltransferase 50,NAA50,sp|Q9GZZ1|NAA50_HUMAN N-alpha-acetyltransferase 50 OS=Homo sapiens OX=9606 GN=NAA50 PE=1 SV=1;tr|E7EQ69|E7EQ69_HUMAN N-alpha-acetyltransferase 50 OS=Homo sapiens OX=9606 GN=NAA50 PE=1 SV=1,2,2,17.2,169
HMGB3,-0.241223481,0.180859431433745,0,O15347;E9PES6;E7ES08;E7EQU1,O15347;E9PES6;E7ES08;E7EQU1,4;4;4;4,4;4;4;4,4;4;4;4,High mobility group protein B3,HMGB3,sp|O15347|HMGB3_HUMAN High mobility group protein B3 OS=Homo sapiens OX=9606 GN=HMGB3 PE=1 SV=4;tr|E9PES6|E9PES6_HUMAN High mobility group protein B3 (Fragment) OS=Homo sapiens OX=9606 GN=HMGB3 PE=1 SV=1;tr|E7ES08|E7ES08_HUMAN High mobility group protein B,4,4,15,200
GPX8,-0.0835273597,0.847480824003197,0,Q8TED1;E7ETY7,Q8TED1;E7ETY7,1;1,1;1,1;1,Probable glutathione peroxidase 8;Glutathione peroxidase,GPX8,sp|Q8TED1|GPX8_HUMAN Probable glutathione peroxidase 8 OS=Homo sapiens OX=9606 GN=GPX8 PE=1 SV=2;tr|E7ETY7|E7ETY7_HUMAN Glutathione peroxidase OS=Homo sapiens OX=9606 GN=GPX8 PE=1 SV=1,1,1,5.7,209
EIF4G1,-0.1784142189,0.205983966859926,0,Q04637;E7EX73;E9PGM1;E7EUU4;H7C044;C9JF13;C9J2Z7;C9K073;F8WCF2;C9JHW9;H7C0V6,Q04637;E7EX73;E9PGM1;E7EUU4,17;17;17;17;6;6;3;3;1;1;1,17;17;17;17;6;6;3;3;1;1;1,10;10;10;10;5;0;0;0;0;0;1,Eukaryotic translation initiation factor 4 gamma 1,EIF4G1,sp|Q04637|IF4G1_HUMAN Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens OX=9606 GN=EIF4G1 PE=1 SV=4;tr|E7EX73|E7EX73_HUMAN Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens OX=9606 GN=EIF4G1 PE=1 SV=1;tr|E9PGM1|E9PGM1_HUMA,17,10,12.8,1599
MAP4,0.1495171941,0.493213115038705,0,P27816;E7EVA0;H0Y2V1;H7C4C5;F8W9U4;B5MEG9;H7C456;A0A0J9YVV8;A0A0J9YW37,P27816;E7EVA0;H0Y2V1;H7C4C5;F8W9U4,16;16;9;9;9;7;2;1;1,16;16;9;9;9;7;2;1;1,16;16;9;9;9;7;2;1;1,Microtubule-associated protein 4;Microtubule-associated protein,MAP4,sp|P27816|MAP4_HUMAN Microtubule-associated protein 4 OS=Homo sapiens OX=9606 GN=MAP4 PE=1 SV=3;tr|E7EVA0|E7EVA0_HUMAN Microtubule-associated protein OS=Homo sapiens OX=9606 GN=MAP4 PE=1 SV=1;tr|H0Y2V1|H0Y2V1_HUMAN Microtubule-associated protein (Fragment),16,16,16.8,1152
CSTF2,-0.2649042168,0.088443831449979,0,P33240;E9PID8;E7EWR4;Q9H0L4;A0A0A0MT56,P33240;E9PID8;E7EWR4,11;11;11;5;5,11;11;11;5;5,11;11;11;5;5,Cleavage stimulation factor subunit 2,CSTF2,sp|P33240|CSTF2_HUMAN Cleavage stimulation factor subunit 2 OS=Homo sapiens OX=9606 GN=CSTF2 PE=1 SV=1;tr|E9PID8|E9PID8_HUMAN Cleavage stimulation factor subunit 2 OS=Homo sapiens OX=9606 GN=CSTF2 PE=1 SV=1;tr|E7EWR4|E7EWR4_HUMAN Cleavage stimulation facto,11,11,22.4,577
EIF4B,-0.9910398954,0.0456315730265553,0,P23588;E7EX17;F8VX11;F8W0K0;F8VRU1;F8VYE9;F8VSC7;F8VP89,P23588;E7EX17;F8VX11;F8W0K0;F8VRU1;F8VYE9;F8VSC7;F8VP89,4;4;3;2;2;2;2;2,4;4;3;2;2;2;2;2,4;4;3;2;2;2;2;2,Eukaryotic translation initiation factor 4B,EIF4B,sp|P23588|IF4B_HUMAN Eukaryotic translation initiation factor 4B OS=Homo sapiens OX=9606 GN=EIF4B PE=1 SV=2;tr|E7EX17|E7EX17_HUMAN Eukaryotic translation initiation factor 4B OS=Homo sapiens OX=9606 GN=EIF4B PE=1 SV=1;tr|F8VX11|F8VX11_HUMAN Eukaryotic tran,4,4,8.3,611
NACA,0.0377932076,0.791677762375257,0,E9PAV3;F8VZJ2;F8W0W4;H0YHX9;Q13765;F8W1N5;F8VNW4;F8VZ58;Q9BZK3,E9PAV3;F8VZJ2;F8W0W4;H0YHX9;Q13765;F8W1N5;F8VNW4,6;6;6;6;6;5;5;2;1,6;6;6;6;6;5;5;2;1,6;6;6;6;6;5;5;2;1,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Nascent polypeptide-associated complex subunit alpha",NACA,"sp|E9PAV3|NACAM_HUMAN Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Homo sapiens OX=9606 GN=NACA PE=1 SV=1;tr|F8VZJ2|F8VZJ2_HUMAN Nascent polypeptide-associated complex subunit alpha OS=Homo sapiens OX=9606 GN=NACA PE=1 SV=1",6,6,3.3,2078
CCNB1,1.1152279197,0.00252071093449268,1,P14635;E9PC90;H0YA62,P14635;E9PC90;H0YA62,2;2;1,2;2;1,2;2;1,G2/mitotic-specific cyclin-B1,CCNB1,sp|P14635|CCNB1_HUMAN G2/mitotic-specific cyclin-B1 OS=Homo sapiens OX=9606 GN=CCNB1 PE=1 SV=1;tr|E9PC90|E9PC90_HUMAN G2/mitotic-specific cyclin-B1 (Fragment) OS=Homo sapiens OX=9606 GN=CCNB1 PE=1 SV=1;tr|H0YA62|H0YA62_HUMAN G2/mitotic-specific cyclin-B1 (,2,2,6.2,433
OGDH,-0.2587255696,0.141094159493971,0,Q02218;E9PDF2;E9PCR7;E9PFG7;A0A0D9SFS3;Q9ULD0;C9J4G7,Q02218;E9PDF2;E9PCR7;E9PFG7;A0A0D9SFS3,18;18;18;16;16;6;2,18;18;18;16;16;6;2,18;18;18;16;16;6;2,"2-oxoglutarate dehydrogenase, mitochondrial",OGDH,"sp|Q02218|ODO1_HUMAN 2-oxoglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=OGDH PE=1 SV=3;tr|E9PDF2|E9PDF2_HUMAN 2-oxoglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=OGDH PE=1 SV=1;tr|E9PCR7|E9PCR7_HUMAN 2-oxoglutarate de",18,18,17.9,1023
SMC4,0.1660711479,0.597223070110126,0,Q9NTJ3;E9PD53;C9JR83;C9J9E4;C9JVD8;C9J578;C9JWF0;C9IYK2;C9JJ64,Q9NTJ3;E9PD53;C9JR83,5;5;3;2;1;1;1;1;1,5;5;3;2;1;1;1;1;1,5;5;3;2;1;1;1;1;1,Structural maintenance of chromosomes protein 4;Structural maintenance of chromosomes protein,SMC4,sp|Q9NTJ3|SMC4_HUMAN Structural maintenance of chromosomes protein 4 OS=Homo sapiens OX=9606 GN=SMC4 PE=1 SV=2;tr|E9PD53|E9PD53_HUMAN Structural maintenance of chromosomes protein OS=Homo sapiens OX=9606 GN=SMC4 PE=1 SV=1;tr|C9JR83|C9JR83_HUMAN Structural ,5,5,5.1,1288
CRMP1,0.0561214626,0.665715422245796,0,Q14194;E9PD68,Q14194;E9PD68,3;3,1;1,1;1,Dihydropyrimidinase-related protein 1,CRMP1,sp|Q14194|DPYL1_HUMAN Dihydropyrimidinase-related protein 1 OS=Homo sapiens OX=9606 GN=CRMP1 PE=1 SV=1;tr|E9PD68|E9PD68_HUMAN Dihydropyrimidinase-related protein 1 OS=Homo sapiens OX=9606 GN=CRMP1 PE=1 SV=1,3,1,6.8,572
