Gene_names,TLE1_vs_BirA_logFC,TLE1_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_TLE1_N1,Peptides_TLE1_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_TLE1_N1,Razor___unique_peptides_TLE1_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_TLE1_N1,Unique_peptides_TLE1_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_TLE1_N1,Identification_type_TLE1_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_TLE1_N1,Ratio_H_L_TLE1_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_TLE1_N1,Ratio_H_L_normalized_TLE1_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____TLE1_N1,Ratio_H_L_variability_____TLE1_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_TLE1_N1,Ratio_H_L_count_TLE1_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_TLE1_N1,Ratio_H_L_iso_count_TLE1_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_TLE1_N1,Ratio_H_L_type_TLE1_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_TLE1_N1____,Sequence_coverage_TLE1_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_TLE1_N1,Intensity_L_TLE1_N1,Intensity_H_TLE1_N1,Intensity_TLE1_N2,Intensity_L_TLE1_N2,Intensity_H_TLE1_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_TLE1_N1,metacell_Intensity_L_TLE1_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
STOM,-2.24185699956012,0.0092503957224993,P27105;F8VSL7,P27105,3;1,3;1,3;1,Erythrocyte band 7 integral membrane protein,sp|P27105|STOM_HUMAN Erythrocyte band 7 integral membrane protein OS=Homo sapiens OX=9606 GN=STOM PE=1 SV=3,2,3,3,3,2,2,2,1,2,2,2,1,2,2,2,1,13.5,13.5,13.5,31.73,288,288;168,0.0,4.6881,By MS/MS,By MS/MS,By matching,By MS/MS,0.72436,1.9861,6.1718,7,1,Leave out requantified,0.4592,0.70097,1.1252,0.68965,1.6597,1.9011,2.5109,1.9848,10.744,7.0831,33.066,,2,2,2,1,0,1,0,0,Median,Median,Median,Median,9.4,9.4,10.8,4.2,282560000,174010000,108560000,132490000,90336000,42154000,95602000,55268000,40335000,28460000,12009000,16451000,26013000,16396000,9617300,,,,1710,1313;10478;20407,True;True;True,1671;13901;26369,3877;3878;3879;30967;30968;58846;58847,7089;7090;7091;56017;56018;56019;56020;106279,7090;56019;106279,,,,,-1;-1,protein_1711,quanti,quanti,quanti,quanti
AK4,1.25859810958028,0.0172889964649939,P27144;F8VS11,P27144;F8VS11,5;3,5;3,5;3,"Adenylate kinase 4, mitochondrial","sp|P27144|KAD4_HUMAN Adenylate kinase 4, mitochondrial OS=Homo sapiens OX=9606 GN=AK4 PE=1 SV=1;tr|F8VS11|F8VS11_HUMAN Adenylate kinase 4, mitochondrial OS=Homo sapiens OX=9606 GN=AK4 PE=1 SV=1",2,5,5,5,3,3,4,3,3,3,4,3,3,3,4,3,29.6,29.6,29.6,25.268,223,223;171,0.0,11.248,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.37588,1.0289,10.615,16,7,Leave out requantified,0.2508,0.37087,0.39331,0.33315,0.86764,0.9879,0.97906,1.082,137.23,112.24,2.868,5.5996,3,3,6,4,3,1,2,1,Median,Median,Leave out requantified,Median,16.6,16.6,22.0,16.6,676670000,455920000,220750000,110310000,66773000,43534000,122360000,72400000,49959000,196270000,132620000,63649000,247740000,184130000,63610000,,,,1711,2222;6950;10892;14649;15789,True;True;True;True;True,2809;9153;14427;19106;20548,6572;6573;20442;20443;20444;20445;20446;32135;32136;32137;32138;42263;45492;45493;45494;45495,12268;12269;12270;12271;12272;12273;12274;37384;37385;37386;37387;37388;37389;37390;37391;37392;37393;37394;37395;37396;37397;37398;58172;58173;58174;58175;75897;81563;81564;81565;81566;81567,12272;37392;58175;75897;81564,,,,,-1;-1,protein_1712,quanti,quanti,quanti,quanti
YWHAQ,-4.62083112354693,0.00132128283876287,P27348;E9PG15,P27348;E9PG15,16;13,11;11,11;11,14-3-3 protein theta,sp|P27348|1433T_HUMAN 14-3-3 protein theta OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1;tr|E9PG15|E9PG15_HUMAN 14-3-3 protein theta (Fragment) OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1,2,16,11,11,10,10,8,7,9,9,4,2,9,9,4,2,48.2,37.1,37.1,27.764,245,245;149,0.0,77.573,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.33607,1.0487,20.721,29,4,Leave out requantified,0.30855,0.37637,0.32505,0.34188,1.0857,1.0803,0.7616,1.0294,24.579,16.994,7.2095,13.5,11,12,4,2,1,0,2,1,Leave out requantified,Leave out requantified,Median,Median,32.7,32.7,32.2,21.2,3854900000,2758200000,1096700000,1412900000,1054300000,358630000,2304200000,1603900000,700300000,78030000,56281000,21749000,59797000,43793000,16004000,,,,1712,1087;2311;2312;2313;3130;3781;8574;9334;12236;12237;13375;13379;13380;15475;18291;20331,True;True;True;True;False;False;False;True;True;True;False;True;True;True;False;True,1365;2919;2920;2921;3984;3985;4807;11247;12427;16085;16086;17501;17502;17511;17512;17513;20137;23637;23638;26278,3173;3174;3175;3176;6822;6823;6824;6825;6826;6827;9100;9101;9102;10798;10799;25140;27663;27664;27665;27666;35785;35786;35787;35788;35789;38861;38862;38863;38864;38865;38866;38867;38868;38869;38870;38871;38872;38873;38874;38897;38898;38899;38900;38901;38902;44559;44560;44561;44562;52643;52644;52645;52646;58664,5865;5866;5867;5868;5869;5870;5871;5872;5873;5874;5875;5876;12704;12705;12706;12707;12708;12709;12710;12711;12712;12713;12714;16862;16863;16864;16865;16866;16867;19799;19800;19801;45997;50126;50127;50128;50129;50130;50131;64444;64445;64446;64447;64448;64449;64450;64451;64452;64453;64454;64455;64456;69847;69848;69849;69850;69851;69852;69853;69854;69855;69856;69857;69858;69859;69860;69861;69862;69863;69864;69865;69866;69867;69868;69869;69870;69871;69872;69873;69874;69875;69876;69877;69878;69879;69925;69926;69927;69928;69929;69930;69931;69932;69933;69934;69935;79870;79871;79872;95060;95061;95062;95063;95064;95065;95066;95067;95068;106000,5868;12704;12712;12714;16864;19801;45997;50129;64448;64456;69870;69928;69934;79870;95065;106000,1967;1968,,49;120,,-1;-1,protein_1713,quanti,quanti,quanti,quanti
RPL10,-0.291478209772173,0.310415797727073,P27635;X1WI28;F8W7C6;A0A087WV22;Q96L21;H7C123;H7C2C5;B8A6G2;A6QRI9;H7C2U2,P27635;X1WI28;F8W7C6;A0A087WV22,19;18;16;16;8;8;8;6;6;1,19;18;16;16;8;8;8;6;6;1,19;18;16;16;8;8;8;6;6;1,60S ribosomal protein L10,sp|P27635|RL10_HUMAN 60S ribosomal protein L10 OS=Homo sapiens OX=9606 GN=RPL10 PE=1 SV=4;tr|X1WI28|X1WI28_HUMAN 60S ribosomal protein L10 (Fragment) OS=Homo sapiens OX=9606 GN=RPL10 PE=1 SV=7;tr|F8W7C6|F8W7C6_HUMAN 60S ribosomal protein L10 OS=Homo sapien,10,19,19,19,12,11,16,14,12,11,16,14,12,11,16,14,74.8,74.8,74.8,24.604,214,214;200;163;178;214;91;131;108;181;28,0.0,82.09,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.33685,1.079,34.329,80,13,Leave out requantified,0.29942,0.31735,0.52344,0.33753,1.0528,0.92743,1.3275,1.125,18.876,23.64,44.334,26.508,16,15,23,26,4,1,3,5,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,56.1,50.0,73.4,63.1,10609000000,7499400000,3109300000,2683600000,2001500000,682140000,2892600000,2165600000,727020000,1983400000,1194100000,789370000,3049000000,2138200000,910750000,,,,1713,1074;1120;3513;4645;4646;5031;7000;7819;10145;10284;11198;12560;14737;15079;18078;18466;19276;19810;20274,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1346;1411;4465;5908;5909;5910;5911;6410;6411;6412;6413;9211;9212;10273;13443;13444;13628;14810;14811;16487;19211;19639;19640;19641;23364;23849;23850;23851;23852;24929;25619;26191,3139;3140;3255;3256;3257;3258;10078;10079;13141;13142;13143;13144;13145;13146;13147;13148;13149;14287;14288;14289;14290;14291;20577;20578;20579;20580;20581;20582;23052;23053;23054;29968;29969;29970;30355;30356;30357;30358;32932;32933;32934;32935;32936;32937;36647;36648;36649;42512;42513;43437;43438;43439;43440;52048;52049;52050;53152;53153;53154;53155;53156;53157;53158;53159;53160;53161;53162;53163;53164;55650;55651;57242;57243;57244;57245;57246;58489;58490;58491;58492;58493;58494;58495,5814;6001;6002;6003;6004;6005;6006;6007;6008;6009;6010;6011;6012;6013;6014;6015;6016;6017;6018;6019;6020;6021;6022;6023;18567;18568;23964;23965;23966;23967;23968;23969;23970;23971;23972;23973;23974;23975;23976;23977;23978;26113;26114;26115;26116;26117;26118;26119;26120;37623;37624;37625;37626;37627;37628;37629;37630;37631;37632;37633;42202;42203;42204;42205;54330;54331;54332;54333;54334;55038;55039;55040;55041;55042;55043;55044;55045;55046;55047;55048;55049;59446;59447;59448;59449;59450;59451;59452;59453;59454;65952;65953;65954;65955;65956;65957;76288;76289;77890;77891;77892;77893;77894;93974;93975;93976;93977;93978;93979;93980;93981;93982;93983;93984;93985;93986;95922;95923;95924;95925;95926;95927;95928;95929;95930;95931;95932;95933;95934;95935;95936;95937;95938;95939;95940;95941;95942;95943;95944;95945;95946;95947;95948;95949;95950;95951;95952;95953;95954;95955;100573;100574;103556;103557;103558;103559;103560;103561;103562;103563;103564;103565;103566;105701;105702;105703;105704;105705;105706;105707;105708;105709;105710;105711;105712;105713;105714;105715,5814;6004;18568;23964;23971;26116;37633;42204;54332;55038;59447;65955;76289;77890;93982;95943;100574;103559;105712,1969;1970;1971;1972,,74;82;121;188,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_1714,quanti,quanti,quanti,quanti
APEX1,1.50506139408227,0.00441193369209968,P27695;G3V5Q1;G3V3M6;H7C4A8;A0A0C4DGK8;G3V3C7;G3V5D9;G3V5M0;G3V359,P27695;G3V5Q1;G3V3M6;H7C4A8,12;10;10;6;4;4;3;3;3,12;10;10;6;4;4;3;3;3,12;10;10;6;4;4;3;3;3,"DNA-(apurinic or apyrimidinic site) lyase;DNA-(apurinic or apyrimidinic site) lyase, mitochondrial",sp|P27695|APEX1_HUMAN DNA-(apurinic or apyrimidinic site) endonuclease OS=Homo sapiens OX=9606 GN=APEX1 PE=1 SV=2;tr|G3V5Q1|G3V5Q1_HUMAN DNA-(apurinic or apyrimidinic site) lyase (Fragment) OS=Homo sapiens OX=9606 GN=APEX1 PE=1 SV=1;tr|G3V3M6|G3V3M6_HUMAN ,9,12,12,12,2,2,8,10,2,2,8,10,2,2,8,10,47.8,47.8,47.8,35.554,318,318;242;263;150;146;174;107;162;172,0.0,21.031,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34447,0.92209,22.385,30,9,Leave out requantified,0.31966,0.36483,0.37019,0.2988,1.1595,1.083,0.89175,0.93865,5.9625,6.9749,7.6177,28.069,2,2,12,14,0,0,4,5,Median,Median,Leave out requantified,Leave out requantified,8.5,8.5,35.2,35.5,1837200000,1319600000,517580000,205820000,157850000,47969000,274220000,194970000,79257000,531700000,361380000,170320000,825420000,605380000,220040000,,,,1714,3490;4539;5108;6673;7027;8616;9015;9661;12947;14080;14382;17540,True;True;True;True;True;True;True;True;True;True;True;True,4434;5775;5776;6522;8766;8767;9241;9242;11317;11935;11936;12861;16965;18369;18755;22693,10012;12866;12867;12868;14503;14504;19594;19595;19596;19597;19598;19599;20654;20655;20656;20657;20658;25280;26570;26571;28704;28705;37705;37706;40720;40721;40722;41513;41514;50450,18419;23498;23499;23500;23501;23502;26516;26517;26518;35909;35910;35911;35912;35913;35914;35915;35916;35917;35918;35919;35920;37760;37761;37762;37763;37764;37765;37766;37767;37768;37769;37770;37771;37772;37773;37774;37775;46237;48357;48358;48359;52024;52025;52026;52027;52028;67824;67825;67826;67827;73288;73289;73290;73291;73292;73293;73294;73295;74622;74623;90688,18419;23501;26518;35918;37771;46237;48359;52028;67827;73292;74622;90688,1973;1974;1975;1976,,58;194;197;203,,-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_1715,quanti,quanti,quanti,quanti
CALR,1.27185910070937,0.00739203058740668,P27797;K7EJB9;K7EL50,P27797;K7EJB9,22;16;2,22;16;2,22;16;2,Calreticulin,sp|P27797|CALR_HUMAN Calreticulin OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1;tr|K7EJB9|K7EJB9_HUMAN Calreticulin (Fragment) OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1,3,22,22,22,8,9,14,22,8,9,14,22,8,9,14,22,59.0,59.0,59.0,48.141,417,417;247;163,0.0,75.455,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.30112,0.87172,31.197,100,23,Leave out requantified,0.31955,0.3809,0.32378,0.26334,1.1183,1.0732,0.80199,0.9228,21.38,20.198,10.501,32.305,9,11,36,44,2,1,6,14,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,22.8,33.6,42.0,59.0,9220900000,6825100000,2395800000,1297200000,943680000,353560000,1438600000,1000100000,438480000,1875400000,1391300000,484070000,4609600000,3490000000,1119700000,,,,1715,2533;3818;4924;4970;4982;5661;5662;6079;6497;6610;7037;7066;7483;9167;9168;9831;13727;15113;15409;18487;18488;18489,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,3218;4846;4847;6266;6330;6331;6346;6347;7340;7341;7342;7343;7909;8497;8670;8671;8672;8673;9252;9285;9286;9817;9818;12188;12189;12190;12191;12192;13069;17922;17923;17924;19677;20043;23885;23886;23887;23888;23889,7464;7465;7466;10868;10869;10870;10871;10872;13958;14112;14113;14114;14115;14116;14117;14118;14119;14156;14157;14158;14159;14160;14161;14162;14163;14164;14165;16387;16388;16389;16390;16391;16392;16393;16394;16395;17617;18929;18930;18931;18932;19351;19352;19353;19354;19355;20676;20737;20738;20739;20740;21990;21991;21992;21993;27121;27122;27123;27124;27125;27126;27127;27128;27129;27130;27131;27132;27133;27134;27135;27136;29114;29115;29116;39838;39839;39840;39841;39842;39843;39844;39845;39846;39847;43521;44343;44344;44345;53229;53230;53231;53232;53233;53234;53235;53236;53237;53238;53239;53240,13786;13787;13788;13789;13790;13791;13792;19894;19895;19896;19897;19898;19899;19900;19901;19902;19903;19904;19905;19906;25457;25458;25765;25766;25767;25768;25769;25770;25771;25772;25773;25774;25775;25776;25777;25778;25779;25780;25781;25782;25783;25784;25785;25880;25881;25882;25883;25884;25885;25886;25887;25888;25889;25890;25891;25892;25893;25894;25895;25896;30015;30016;30017;30018;30019;30020;30021;30022;30023;30024;30025;30026;30027;30028;30029;32206;34564;34565;34566;34567;34568;34569;35379;35380;35381;35382;35383;35384;35385;35386;37798;37879;37880;37881;37882;37883;37884;37885;37886;40308;40309;40310;40311;40312;49211;49212;49213;49214;49215;49216;49217;49218;49219;49220;49221;49222;49223;49224;49225;49226;49227;49228;49229;49230;49231;49232;49233;49234;49235;49236;49237;49238;52733;71712;71713;71714;71715;71716;71717;71718;71719;71720;71721;71722;71723;71724;71725;71726;71727;71728;71729;71730;71731;71732;78046;79421;79422;79423;79424;79425;79426;79427;79428;79429;79430;79431;79432;79433;79434;79435;79436;79437;79438;79439;79440;79441;79442;96068;96069;96070;96071;96072;96073;96074;96075;96076;96077;96078;96079;96080;96081;96082;96083;96084;96085;96086;96087;96088;96089;96090;96091;96092;96093;96094;96095;96096;96097;96098;96099;96100,13789;19901;25458;25771;25895;30015;30021;32206;34564;35379;37798;37883;40312;49224;49238;52733;71714;78046;79426;96084;96095;96098,1977;1978;1979;1980;1981;1982;1983;1984;1985,,43;48;62;64;143;151;153;159;207,,-1;-1;-1,protein_1716,quanti,quanti,quanti,quanti
CANX,0.6065237284141,0.0773953049285075,P27824;D6RDP7;H0Y9Q7;D6RAU8;D6RB85;D6RAQ8;D6RFL1;D6RGY2;H0Y9H1;D6RHJ3;D6RD16,P27824;D6RDP7;H0Y9Q7,14;7;7;6;6;4;4;4;2;1;1,14;7;7;6;6;4;4;4;2;1;1,14;7;7;6;6;4;4;4;2;1;1,Calnexin,sp|P27824|CALX_HUMAN Calnexin OS=Homo sapiens OX=9606 GN=CANX PE=1 SV=2;tr|D6RDP7|D6RDP7_HUMAN Calnexin (Fragment) OS=Homo sapiens OX=9606 GN=CANX PE=1 SV=1;tr|H0Y9Q7|H0Y9Q7_HUMAN Calnexin (Fragment) OS=Homo sapiens OX=9606 GN=CANX PE=1 SV=1,11,14,14,14,6,6,8,11,6,6,8,11,6,6,8,11,26.0,26.0,26.0,67.567,592,592;168;170;134;144;107;131;308;189;78;96,0.0,40.69,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.32667,0.88607,33.14,44,8,Leave out requantified,0.29454,0.3175,0.37441,0.29246,1.0363,0.90709,0.94175,0.92684,40.852,58.335,8.9833,21.52,6,6,13,19,2,0,1,5,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,21.6,21.6,17.9,20.3,3121600000,1919200000,1202400000,902520000,331230000,571290000,620590000,407550000,213040000,465470000,321480000,143990000,1133000000,858940000,274080000,,,,1716,1698;1699;2500;2501;5870;6224;6225;6606;8270;8271;8783;10958;11036;19840,True;True;True;True;True;True;True;True;True;True;True;True;True;True,2170;2171;2172;3176;3177;7637;8092;8093;8094;8095;8661;10833;10834;10835;11580;11581;11582;14515;14617;14618;14619;25657;25658,5033;5034;5035;5036;5037;7374;7375;7376;7377;17043;17976;17977;17978;17979;17980;17981;19333;24298;24299;24300;24301;24302;24303;24304;24305;25821;25822;25823;25824;25825;25826;25827;25828;25829;32336;32337;32536;32537;32538;32539;57337;57338;57339;57340;57341,9404;9405;9406;13651;13652;13653;13654;13655;13656;31217;32781;32782;32783;32784;32785;32786;32787;32788;32789;35352;35353;44393;44394;44395;44396;44397;44398;44399;44400;44401;44402;44403;44404;44405;44406;44407;44408;44409;47144;47145;47146;47147;47148;47149;47150;47151;47152;47153;47154;47155;47156;47157;47158;47159;47160;47161;47162;47163;47164;47165;47166;47167;47168;47169;47170;47171;47172;47173;58501;58502;58825;58826;58827;58828;58829;58830;58831;58832;103732;103733;103734;103735;103736;103737;103738;103739;103740;103741;103742;103743;103744;103745;103746;103747;103748;103749,9404;9406;13653;13656;31217;32781;32788;35352;44395;44399;47164;58501;58831;103739,1986;1987;1988;1989;1990,,87;89;118;210;398,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_1717,quanti,quanti,quanti,quanti
PSMA5,-2.2594125161403,0.00588364293951346,P28066,P28066,9,9,9,Proteasome subunit alpha type-5,sp|P28066|PSA5_HUMAN Proteasome subunit alpha type-5 OS=Homo sapiens OX=9606 GN=PSMA5 PE=1 SV=3,1,9,9,9,7,7,5,4,7,7,5,4,7,7,5,4,39.0,39.0,39.0,26.411,241,241,0.0,23.387,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.35355,1.045,12.193,23,7,Leave out requantified,0.39699,0.36668,0.30501,0.22562,1.3412,1.0396,0.79685,0.71211,6.5752,9.9185,10.963,56.589,7,7,5,4,2,1,2,2,Leave out requantified,Leave out requantified,Leave out requantified,Median,31.1,31.1,24.5,24.9,2560600000,1845800000,714830000,994330000,708300000,286040000,1168600000,835470000,333140000,193090000,146210000,46879000,204550000,155780000,48769000,,,,1717,948;3299;6013;6329;8236;9844;15238;15937;16231,True;True;True;True;True;True;True;True;True,1178;4199;7819;8237;10782;13085;19831;20721;21069,2714;2715;2716;2717;9535;9536;17426;18319;18320;24187;24188;24189;29153;29154;29155;29156;43838;43839;43840;45921;45922;46764;46765,5001;5002;5003;5004;5005;5006;5007;5008;5009;17639;31892;33448;33449;33450;44202;44203;44204;44205;44206;52806;52807;52808;52809;52810;52811;52812;52813;52814;78558;78559;78560;78561;78562;78563;78564;78565;78566;78567;82318;82319;82320;83818;83819;83820;83821,5006;17639;31892;33450;44206;52807;78558;82319;83818,,,,,-1,protein_1718,quanti,quanti,quanti,quanti
PSMB4,-0.244791914733021,0.776247625132266,P28070,P28070,4,4,4,Proteasome subunit beta type-4,sp|P28070|PSB4_HUMAN Proteasome subunit beta type-4 OS=Homo sapiens OX=9606 GN=PSMB4 PE=1 SV=4,1,4,4,4,1,1,2,1,1,1,2,1,1,1,2,1,14.0,14.0,14.0,29.204,264,264,0.0,8.5422,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.33879,0.94269,64.008,5,3,Median,0.2535,0.33879,0.36253,1.0819,0.88088,0.94269,0.90703,3.7731,,,12.726,,1,1,2,1,0,0,2,1,Median,Median,Median,Median,5.7,7.6,6.4,3.4,246200000,157550000,88647000,50849000,38586000,12263000,70529000,46762000,23767000,73963000,49124000,24839000,50861000,23083000,27778000,,,,1718,955;3965;3966;4714,True;True;True;True,1187;5031;5032;6003,2734;11256;11257;13335;13336,5040;5041;20636;20637;20638;20639;24320;24321;24322,5041;20636;20638;24320,,,,,-1,protein_1719,quanti,quanti,quanti,quanti
PSMB6,-2.48183558054057,0.0273708110060244,P28072;I3L3X7;A0A087X2I4,P28072,6;2;2,6;2;2,6;2;2,Proteasome subunit beta type-6,sp|P28072|PSB6_HUMAN Proteasome subunit beta type-6 OS=Homo sapiens OX=9606 GN=PSMB6 PE=1 SV=4,3,6,6,6,6,5,3,2,6,5,3,2,6,5,3,2,21.3,21.3,21.3,25.357,239,239;102;213,0.0,12.938,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.26337,0.8351,8.2948,16,4,Leave out requantified,0.24253,0.30373,1.348,0.35118,0.83537,0.8592,3.4895,0.92005,8.6287,9.7197,112.99,98.533,6,5,3,2,1,0,2,1,Leave out requantified,Leave out requantified,Plateau,Median,21.3,21.3,13.0,8.8,1193800000,776470000,417350000,429800000,317760000,112040000,478720000,342770000,135950000,229430000,74723000,154710000,55873000,41217000,14656000,,,,1719,4134;9261;9262;14478;17628;17629,True;True;True;True;True;True,5252;12339;12340;12341;18890;22797;22798,11736;11737;27439;27440;27441;27442;27443;27444;27445;27446;41801;41802;41803;50718;50719;50720;50721;50722;50723;50724,21528;21529;49736;49737;49738;49739;49740;49741;49742;49743;49744;49745;49746;49747;49748;49749;75100;75101;75102;75103;75104;75105;75106;91293;91294;91295;91296;91297;91298;91299,21529;49739;49749;75101;91293;91296,,,,,-1;-1;-1,protein_1720,quanti,quanti,quanti,quanti
PSMB5,-0.561913433395809,0.394513073630224,P28074;H0YJM8,P28074;H0YJM8,7;4,7;4,7;4,Proteasome subunit beta type-5,sp|P28074|PSB5_HUMAN Proteasome subunit beta type-5 OS=Homo sapiens OX=9606 GN=PSMB5 PE=1 SV=3;tr|H0YJM8|H0YJM8_HUMAN Proteasome subunit beta type-5 (Fragment) OS=Homo sapiens OX=9606 GN=PSMB5 PE=1 SV=1,2,7,7,7,6,4,4,2,6,4,4,2,6,4,4,2,31.9,31.9,31.9,28.48,263,263;118,0.0,20.907,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.3102,0.94327,24.443,19,6,Leave out requantified,0.26529,0.28269,0.47755,0.33725,0.9137,0.70584,1.2138,1.1517,15.223,2.72,18.098,67.193,6,4,6,3,2,1,2,1,Leave out requantified,Leave out requantified,Leave out requantified,Median,26.6,23.2,19.4,9.1,1056200000,666310000,389930000,388350000,261440000,126910000,272990000,151550000,121450000,200630000,127380000,73250000,194270000,125940000,68328000,,,,1720,1060;1995;1996;2714;10475;14644;18518,True;True;True;True;True;True;True,1321;2533;2534;3446;3447;13897;19100;23925,3080;5914;5915;5916;5917;7946;7947;7948;7949;7950;7951;7952;30956;30957;30958;30959;42252;53315;53316,5720;5721;10982;10983;10984;10985;10986;10987;10988;14664;14665;14666;14667;14668;14669;14670;14671;14672;14673;14674;55999;56000;56001;56002;56003;56004;56005;56006;75884;96239;96240;96241,5720;10983;10988;14672;56001;75884;96241,,,,,-1;-1,protein_1721,quanti,quanti,quanti,quanti
NDUFS1,0.127342864604252,0.728676391452813,P28331;C9JPQ5;F8WDL5,P28331,16;3;2,16;3;2,3;3;2,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial","sp|P28331|NDUS1_HUMAN NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS1 PE=1 SV=3",3,16,16,3,6,4,5,10,6,4,5,10,3,2,0,1,27.0,27.0,4.0,79.467,727,727;130;91,0.0,21.342,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.73743,1.9184,27.079,23,6,Leave out requantified,0.56258,0.74734,0.98379,0.75748,1.8675,1.8168,2.2149,2.2986,44.235,4.6116,32.199,32.001,5,4,5,9,3,1,1,1,Median,Leave out requantified,Leave out requantified,Leave out requantified,9.5,6.6,10.3,19.8,677150000,340140000,337010000,158640000,75355000,83287000,174490000,77534000,96955000,81793000,42488000,39304000,262230000,144760000,117460000,,,,1721,2178;4115;4194;5811;6969;7679;12118;13027;13028;17892;17926;18025;18026;18400;18785;19509,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,2749;5228;5326;7554;9175;10094;15958;17070;17071;23123;23167;23296;23297;23774;24309;25223,6421;6422;11682;11683;11899;11900;16856;16857;20494;20495;22625;35497;35498;37956;37957;51486;51579;51879;51880;52978;52979;54232;54233;56306;56307,11895;11896;11897;21421;21422;21820;21821;21822;21823;30835;30836;30837;30838;30839;37503;37504;41433;63933;63934;63935;68302;68303;68304;92895;93026;93638;93639;95629;95630;95631;97960;97961;101833,11897;21422;21820;30837;37504;41433;63935;68302;68304;92895;93026;93638;93639;95631;97960;101833,373,,499,,-1;-1;-1,protein_1722,quanti,quanti,quanti,quanti
