WDR5_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
PMPCB,0.0727645227,0.597234542507358,0,O75439;G3V0E4;F8WAZ6;F8WEA6;F8WBE1,O75439;G3V0E4;F8WAZ6,6;6;4;2;2,6;6;4;2;2,6;6;4;2;2,Mitochondrial-processing peptidase subunit beta,PMPCB,sp|O75439|MPPB_HUMAN Mitochondrial-processing peptidase subunit beta OS=Homo sapiens OX=9606 GN=PMPCB PE=1 SV=2;tr|G3V0E4|G3V0E4_HUMAN Mitochondrial-processing peptidase subunit beta OS=Homo sapiens OX=9606 GN=PMPCB PE=1 SV=1;tr|F8WAZ6|F8WAZ6_HUMAN Mitocho,6,6,17.2,489
DPP3,0.4447377218,0.519699436241796,0,Q9NY33;G3V1D3;G3V180;E9PQ14;E9PNX5;E9PKK8;E9PPK9,Q9NY33;G3V1D3;G3V180;E9PQ14,5;5;5;3;1;1;1,5;5;5;3;1;1;1,5;5;5;3;1;1;1,Dipeptidyl peptidase 3,DPP3,sp|Q9NY33|DPP3_HUMAN Dipeptidyl peptidase 3 OS=Homo sapiens OX=9606 GN=DPP3 PE=1 SV=2;tr|G3V1D3|G3V1D3_HUMAN Dipeptidyl peptidase 3 OS=Homo sapiens OX=9606 GN=DPP3 PE=1 SV=1;tr|G3V180|G3V180_HUMAN Dipeptidyl peptidase 3 OS=Homo sapiens OX=9606 GN=DPP3 PE=1,5,5,12.1,737
API5,-0.444676941,0.0297015051510436,0,Q9BZZ5;G3V1C3;E9PQK6,Q9BZZ5;G3V1C3;E9PQK6,4;4;2,4;4;2,4;4;2,Apoptosis inhibitor 5,API5,sp|Q9BZZ5|API5_HUMAN Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV=3;tr|G3V1C3|G3V1C3_HUMAN Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV=1;tr|E9PQK6|E9PQK6_HUMAN Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV,4,4,10.1,524
NRD1,-0.0733496093,0.663634583468572,0,O43847;G3V1R5;F5H7V1;H0Y5G9,O43847;G3V1R5;F5H7V1,3;3;2;1,3;3;2;1,3;3;2;1,Nardilysin,NRD1,sp|O43847|NRDC_HUMAN Nardilysin OS=Homo sapiens OX=9606 GN=NRDC PE=1 SV=3;tr|G3V1R5|G3V1R5_HUMAN Nardilysin OS=Homo sapiens OX=9606 GN=NRDC PE=1 SV=1;tr|F5H7V1|F5H7V1_HUMAN Nardilysin OS=Homo sapiens OX=9606 GN=NRDC PE=1 SV=2,3,3,4.5,1151
RPL18,0.4345879992,0.00732099362836774,0,Q07020;G3V203;J3QQ67;H0YHA7;F8VUA6;F8VYV2;A0A075B7A0,Q07020;G3V203;J3QQ67;H0YHA7;F8VUA6;F8VYV2;A0A075B7A0,12;12;12;11;8;8;8,12;12;12;11;8;8;8,12;12;12;11;8;8;8,60S ribosomal protein L18,RPL18,sp|Q07020|RL18_HUMAN 60S ribosomal protein L18 OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=2;tr|G3V203|G3V203_HUMAN 60S ribosomal protein L18 OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=1;tr|J3QQ67|J3QQ67_HUMAN 60S ribosomal protein L18 (Fragment) OS=Homo sapien,12,12,42,188
SNW1,-0.3708607967,0.133177333116411,0,Q13573;G3V3A4;G3V4X8;G3V5R3,Q13573;G3V3A4;G3V4X8,6;6;4;2,6;6;4;2,6;6;4;2,SNW domain-containing protein 1,SNW1,sp|Q13573|SNW1_HUMAN SNW domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SNW1 PE=1 SV=1;tr|G3V3A4|G3V3A4_HUMAN SNW domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SNW1 PE=1 SV=1;tr|G3V4X8|G3V4X8_HUMAN SNW domain-containing protein 1 OS=Homo s,6,6,19.6,536
PSMA6,-0.142332852,0.238965582060981,0,P60900;G3V5Z7;G3V295;G3V3I1;G3V3U4;G3V4S5;G3V2S7;H0YJC4,P60900;G3V5Z7;G3V295;G3V3I1;G3V3U4,13;13;12;11;7;3;3;1,13;13;12;11;7;3;3;1,13;13;12;11;7;3;3;1,Proteasome subunit alpha type-6;Proteasome subunit alpha type,PSMA6,sp|P60900|PSA6_HUMAN Proteasome subunit alpha type-6 OS=Homo sapiens OX=9606 GN=PSMA6 PE=1 SV=1;tr|G3V5Z7|G3V5Z7_HUMAN Proteasome subunit alpha type OS=Homo sapiens OX=9606 GN=PSMA6 PE=1 SV=1;tr|G3V295|G3V295_HUMAN Proteasome subunit alpha type OS=Homo sap,13,13,51.2,246
CTNNA1,-0.1300460744,0.625135835246317,0,P35221;G3XAM7;E5RIB1;E5RJZ2;E5RIT8;E5RFM3;E5RJL0;E5RIE0;E5RHV7;E5RGY6;E5RG03;E5RJ41,P35221;G3XAM7,6;6;2;1;1;1;1;1;1;1;1;1,6;6;2;1;1;1;1;1;1;1;1;1,6;6;2;1;1;1;1;1;1;1;1;1,Catenin alpha-1,CTNNA1,"sp|P35221|CTNA1_HUMAN Catenin alpha-1 OS=Homo sapiens OX=9606 GN=CTNNA1 PE=1 SV=1;tr|G3XAM7|G3XAM7_HUMAN Catenin (Cadherin-associated protein), alpha 1, 102kDa, isoform CRA_a OS=Homo sapiens OX=9606 GN=CTNNA1 PE=1 SV=1",6,6,8.2,906
MRPS22,-0.0796207785,0.76615214452481,0,P82650;G5E9W7;G5E9V5;H7C5L9;H7C5H3;H7C5F2,P82650;G5E9W7;G5E9V5;H7C5L9;H7C5H3,8;8;8;7;4;2,8;8;8;7;4;2,8;8;8;7;4;2,"28S ribosomal protein S22, mitochondrial",MRPS22,"sp|P82650|RT22_HUMAN 28S ribosomal protein S22, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS22 PE=1 SV=1;tr|G5E9W7|G5E9W7_HUMAN 28S ribosomal protein S22, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS22 PE=1 SV=1;tr|G5E9V5|G5E9V5_HUMAN 28S ribosomal prote",8,8,20.6,360
CELF1,0.0518180428,0.728908954713834,0,G5EA30;Q92879;E9PKU1;E9PQK4;E9PSH0;Q5VZZ6;A0A1B0GUN8;E9PC62;A0A1B0GU44;A0A0J9YX66;A0A0J9YXJ0;O95319;F5H0D8;F5H4Y5;V9GYD9;E9PKA1;F5H3J7,G5EA30;Q92879;E9PKU1;E9PQK4;E9PSH0,8;7;5;4;4;3;3;3;3;3;3;3;3;2;2;1;1,8;7;5;4;4;3;3;3;3;3;3;3;3;2;2;1;1,8;7;5;4;4;3;3;3;3;3;3;3;3;2;2;1;1,CUGBP Elav-like family member 1,CELF1,"tr|G5EA30|G5EA30_HUMAN CUG triplet repeat, RNA binding protein 1, isoform CRA_c OS=Homo sapiens OX=9606 GN=CELF1 PE=1 SV=1;sp|Q92879|CELF1_HUMAN CUGBP Elav-like family member 1 OS=Homo sapiens OX=9606 GN=CELF1 PE=1 SV=2;tr|E9PKU1|E9PKU1_HUMAN CUGBP Elav-li",8,8,17.1,514
SEC24C,-0.069724425,0.526027118269222,0,P53992;G5EA31,P53992;G5EA31,6;6,6;6,6;6,Protein transport protein Sec24C,SEC24C,sp|P53992|SC24C_HUMAN Protein transport protein Sec24C OS=Homo sapiens OX=9606 GN=SEC24C PE=1 SV=3;tr|G5EA31|G5EA31_HUMAN Protein transport protein Sec24C OS=Homo sapiens OX=9606 GN=SEC24C PE=1 SV=1,6,6,6.8,1094
,-0.8066831947,0.00142972534796974,0,H0Y858;Q9NR96,H0Y858,3;1,2;1,1;1,,,tr|H0Y858|H0Y858_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=1,3,1,2.9,1186
HNRNPD,-0.1097215015,0.310073543639535,0,Q14103;H0Y8G5;H0YA96;D6RAF8;D6RF44;D6RBQ9;D6RD83,Q14103;H0Y8G5;H0YA96;D6RAF8;D6RF44,13;13;12;11;8;6;5,13;13;12;11;8;6;5,11;11;10;9;6;4;5,Heterogeneous nuclear ribonucleoprotein D0,HNRNPD,sp|Q14103|HNRPD_HUMAN Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1;tr|H0Y8G5|H0Y8G5_HUMAN Heterogeneous nuclear ribonucleoprotein D0 (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=8;tr|H0YA96|H0YA96_HUMAN Het,13,11,33.2,355
DNPH1,-0.5196211837,0.0550310157247627,0,O43598;H0Y8X4,O43598;H0Y8X4,2;2,2;2,2;2,2-deoxynucleoside 5-phosphate N-hydrolase 1,DNPH1,sp|O43598|DNPH1_HUMAN 2-deoxynucleoside 5-phosphate N-hydrolase 1 OS=Homo sapiens OX=9606 GN=DNPH1 PE=1 SV=1;tr|H0Y8X4|H0Y8X4_HUMAN 2-deoxynucleoside 5-phosphate N-hydrolase 1 (Fragment) OS=Homo sapiens OX=9606 GN=DNPH1 PE=1 SV=1,2,2,16.1,174
RRM2B,-0.7552072989,0.0178225839550504,0,Q7LG56;H0YAV1;A0A0C4DGZ6,Q7LG56;H0YAV1,3;3;1,3;3;1,3;3;1,Ribonucleoside-diphosphate reductase subunit M2 B,RRM2B,sp|Q7LG56|RIR2B_HUMAN Ribonucleoside-diphosphate reductase subunit M2 B OS=Homo sapiens OX=9606 GN=RRM2B PE=1 SV=1;tr|H0YAV1|H0YAV1_HUMAN Ribonucleoside-diphosphate reductase subunit M2 B (Fragment) OS=Homo sapiens OX=9606 GN=RRM2B PE=1 SV=1,3,3,7.1,351
TPD52,-0.3678874657,0.0138484047553763,0,H0YC42;P55327;E5RK35;U3KQQ8;E5RFR7;H0YC44,H0YC42;P55327,8;6;1;1;1;1,8;6;1;1;1;1,6;6;1;0;1;1,Tumor protein D52,TPD52,tr|H0YC42|H0YC42_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=1 SV=2;sp|P55327|TPD52_HUMAN Tumor protein D52 OS=Homo sapiens OX=9606 GN=TPD52 PE=1 SV=2,8,6,35.3,278
CTSC,-0.2413349446,0.13649786174488,0,P53634;H0YCY8,P53634;H0YCY8,2;2,2;2,2;2,Dipeptidyl peptidase 1;Dipeptidyl peptidase 1 exclusion domain chain;Dipeptidyl peptidase 1 heavy chain;Dipeptidyl peptidase 1 light chain,CTSC,sp|P53634|CATC_HUMAN Dipeptidyl peptidase 1 OS=Homo sapiens OX=9606 GN=CTSC PE=1 SV=2;tr|H0YCY8|H0YCY8_HUMAN Dipeptidyl peptidase 1 (Fragment) OS=Homo sapiens OX=9606 GN=CTSC PE=1 SV=8,2,2,5,463
CD44,0.4765834747,0.0596796901614567,0,P16070;H0YD13;H0YDW7;H0YCV9;H0Y2P0;H0Y5E4;E9PKC6;Q86UZ1;H0YDX6;H0YD17;H0YE40,P16070;H0YD13;H0YDW7;H0YCV9;H0Y2P0;H0Y5E4;E9PKC6,5;5;4;4;4;4;3;2;2;2;1,5;5;4;4;4;4;3;2;2;2;1,5;5;4;4;4;4;3;2;2;2;1,CD44 antigen,CD44,sp|P16070|CD44_HUMAN CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=3;tr|H0YD13|H0YD13_HUMAN CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=2;tr|H0YDW7|H0YDW7_HUMAN CD44 antigen (Fragment) OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=2;tr|H0YCV9|H0Y,5,5,7,742
HADHA,-0.0662390776,0.578935520910293,0,P40939;H0YFD6;A0A2R8Y4F5;A0A2R8YG21;A0A2R8Y688,P40939;H0YFD6;A0A2R8Y4F5;A0A2R8YG21,26;26;22;15;9,26;26;22;15;9,26;26;22;15;9,"Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase",HADHA,"sp|P40939|ECHA_HUMAN Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2;tr|H0YFD6|H0YFD6_HUMAN Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2;tr|A0A2R8Y4F5|A0A2R8Y4F5_H",26,26,42.5,763
REXO2,-0.4079924268,0.0314642097513347,0,Q9Y3B8;H0YG54;H0YGR4;F5GYG5,Q9Y3B8;H0YG54;H0YGR4;F5GYG5,6;6;6;4,6;6;6;4,6;6;6;4,"Oligoribonuclease, mitochondrial",REXO2,"sp|Q9Y3B8|ORN_HUMAN Oligoribonuclease, mitochondrial OS=Homo sapiens OX=9606 GN=REXO2 PE=1 SV=3;tr|H0YG54|H0YG54_HUMAN Oligoribonuclease, mitochondrial OS=Homo sapiens OX=9606 GN=REXO2 PE=1 SV=2;tr|H0YGR4|H0YGR4_HUMAN Oligoribonuclease, mitochondrial (Frag",6,6,30.4,237
ABCF1,-0.488048115,0.271847300894393,0,Q8NE71;H0YGW7;A0A0G2JIC2,Q8NE71;H0YGW7,5;5;1,5;5;1,5;5;1,ATP-binding cassette sub-family F member 1,ABCF1,sp|Q8NE71|ABCF1_HUMAN ATP-binding cassette sub-family F member 1 OS=Homo sapiens OX=9606 GN=ABCF1 PE=1 SV=2;tr|H0YGW7|H0YGW7_HUMAN ATP-binding cassette sub-family F member 1 (Fragment) OS=Homo sapiens OX=9606 GN=ABCF1 PE=1 SV=1,5,5,9.1,845
RPL28,0.015491259,0.921321241271743,0,P46779;H0YMF4;H0YKD8;H0YLP6,P46779;H0YMF4;H0YKD8;H0YLP6,9;9;9;5,9;9;9;5,9;9;9;5,60S ribosomal protein L28,RPL28,sp|P46779|RL28_HUMAN 60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=3;tr|H0YMF4|H0YMF4_HUMAN 60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=1;tr|H0YKD8|H0YKD8_HUMAN 60S ribosomal protein L28 OS=Homo sapiens OX=9606 G,9,9,36.5,137
PSMA4,-0.266845969,0.0377234483696751,0,P25789;H0YMZ1;H0YL69;H0YMA1;H0YMI6;H0YN18;H0YKT8;H0YLC2;H0YKS0;H0YLS6;H0YMV3,P25789;H0YMZ1;H0YL69;H0YMA1;H0YMI6;H0YN18;H0YKT8;H0YLC2,9;9;9;8;7;7;6;5;4;4;1,9;9;9;8;7;7;6;5;4;4;1,9;9;9;8;7;7;6;5;4;4;1,Proteasome subunit alpha type-4;Proteasome subunit alpha type;Proteasome subunit beta type,PSMA4,sp|P25789|PSA4_HUMAN Proteasome subunit alpha type-4 OS=Homo sapiens OX=9606 GN=PSMA4 PE=1 SV=1;tr|H0YMZ1|H0YMZ1_HUMAN Proteasome subunit alpha type (Fragment) OS=Homo sapiens OX=9606 GN=PSMA4 PE=1 SV=8;tr|H0YL69|H0YL69_HUMAN Proteasome subunit alpha type ,9,9,54,261
IDH3A,-0.9508328545,0.117421111498056,0,P50213;H0YL72;H0YM46;H0YNF5;H0YMU3,P50213;H0YL72,3;3;1;1;1,3;3;1;1;1,3;3;1;1;1,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial",IDH3A,"sp|P50213|IDH3A_HUMAN Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=IDH3A PE=1 SV=1;tr|H0YL72|H0YL72_HUMAN Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=IDH3A PE=1 SV=1",3,3,8.7,366
FAH,0.1151840184,0.620482439427267,0,P16930;H0YLC7,P16930;H0YLC7,2;2,2;2,2;2,Fumarylacetoacetase,FAH,sp|P16930|FAAA_HUMAN Fumarylacetoacetase OS=Homo sapiens OX=9606 GN=FAH PE=1 SV=2;tr|H0YLC7|H0YLC7_HUMAN Fumarylacetoacetase (Fragment) OS=Homo sapiens OX=9606 GN=FAH PE=1 SV=1,2,2,8.8,419
RPS27L,0.2167160978,0.401851604510126,0,Q71UM5;H0YMV8;C9JLI6;C9J1C5,Q71UM5;H0YMV8;C9JLI6,3;3;2;1,3;3;2;1,1;1;1;0,40S ribosomal protein S27-like;40S ribosomal protein S27,RPS27L,sp|Q71UM5|RS27L_HUMAN 40S ribosomal protein S27-like OS=Homo sapiens OX=9606 GN=RPS27L PE=1 SV=3;tr|H0YMV8|H0YMV8_HUMAN 40S ribosomal protein S27 OS=Homo sapiens OX=9606 GN=RPS27L PE=1 SV=1;tr|C9JLI6|C9JLI6_HUMAN 40S ribosomal protein S27 OS=Homo sapiens O,3,1,40.5,84
ANP32A,-0.1542863905,0.492678871864758,0,P39687;H0YN26;H7BZ09;O43423,P39687;H0YN26,7;7;2;1,7;7;2;1,6;6;2;1,Acidic leucine-rich nuclear phosphoprotein 32 family member A,ANP32A,sp|P39687|AN32A_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens OX=9606 GN=ANP32A PE=1 SV=1;tr|H0YN26|H0YN26_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens OX=9606 GN=ANP32A PE=1 SV=1,7,6,24.5,249
TMOD3,0.5241605983,0.0830918717453034,0,Q9NYL9;H0YNJ8;H0YKU1,Q9NYL9;H0YNJ8;H0YKU1,4;4;3,4;4;3,4;4;3,Tropomodulin-3,TMOD3,sp|Q9NYL9|TMOD3_HUMAN Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1;tr|H0YNJ8|H0YNJ8_HUMAN Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1;tr|H0YKU1|H0YKU1_HUMAN Tropomodulin-3 (Fragment) OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1,4,4,18.5,352
DUT,0.0381787239,0.845893698960794,0,P33316;H0YNW5;A0A0C4DGL3;H0YKC5;H0YMP1;H0YMM5;H0YNJ9;H0YKI0,P33316;H0YNW5;A0A0C4DGL3;H0YKC5;H0YMP1;H0YMM5;H0YNJ9;H0YKI0,5;5;4;4;3;3;3;3,5;5;4;4;3;3;3;3,5;5;4;4;3;3;3;3,"Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial",DUT,"sp|P33316|DUT_HUMAN Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=DUT PE=1 SV=4;tr|H0YNW5|H0YNW5_HUMAN Deoxyuridine 5-triphosphate nucleotidohydrolase OS=Homo sapiens OX=9606 GN=DUT PE=1 SV=1;tr|A0A0C4DGL3|A0A0",5,5,26.2,252
AKR7A2,-0.5845010868,0.00227819453611556,0,O43488;H3BLU7;Q8NHP1;A0A499FJT0;H7C5H7,O43488;H3BLU7,6;6;2;2;1,6;6;2;2;1,5;5;1;1;1,Aflatoxin B1 aldehyde reductase member 2,AKR7A2,sp|O43488|ARK72_HUMAN Aflatoxin B1 aldehyde reductase member 2 OS=Homo sapiens OX=9606 GN=AKR7A2 PE=1 SV=3;tr|H3BLU7|H3BLU7_HUMAN Aflatoxin B1 aldehyde reductase member 2 (Fragment) OS=Homo sapiens OX=9606 GN=AKR7A2 PE=1 SV=1,6,5,27,359
ARPP19;ENSA,-0.5787728118,0.0339020896235085,0,P56211;H3BTD3;H3BMD8;O43768;H3BQ52;A6NMQ3;Q5T5H1,P56211;H3BTD3;H3BMD8;O43768;H3BQ52;A6NMQ3;Q5T5H1,2;2;2;1;1;1;1,2;2;2;1;1;1;1,2;2;2;1;1;1;1,cAMP-regulated phosphoprotein 19;Alpha-endosulfine,ARPP19;ENSA,sp|P56211|ARP19_HUMAN cAMP-regulated phosphoprotein 19 OS=Homo sapiens OX=9606 GN=ARPP19 PE=1 SV=2;tr|H3BTD3|H3BTD3_HUMAN cAMP-regulated phosphoprotein 19 (Fragment) OS=Homo sapiens OX=9606 GN=ARPP19 PE=1 SV=1;tr|H3BMD8|H3BMD8_HUMAN cAMP-regulated phosphop,2,2,23.2,112
RAB11A;RAB11B,-0.271216423,0.0337854526094452,0,P62491;Q15907;H3BMH2;H3BSC1;B4DQU5,P62491;Q15907;H3BMH2;H3BSC1,10;10;10;10;2,10;10;10;10;2,9;9;9;9;2,Ras-related protein Rab-11A;Ras-related protein Rab-11B,RAB11A;RAB11B,sp|P62491|RB11A_HUMAN Ras-related protein Rab-11A OS=Homo sapiens OX=9606 GN=RAB11A PE=1 SV=3;sp|Q15907|RB11B_HUMAN Ras-related protein Rab-11B OS=Homo sapiens OX=9606 GN=RAB11B PE=1 SV=4;tr|H3BMH2|H3BMH2_HUMAN Ras-related protein Rab-11A (Fragment) OS=Hom,10,9,40.3,216
RNPS1,-0.3827509487,0.026460453707732,0,Q15287;H3BV80;H3BMS0;H3BMM9;H3BTC0;H3BPG5,Q15287;H3BV80;H3BMS0;H3BMM9;H3BTC0;H3BPG5,2;2;2;2;2;1,2;2;2;2;2;1,2;2;2;2;2;1,RNA-binding protein with serine-rich domain 1,RNPS1,sp|Q15287|RNPS1_HUMAN RNA-binding protein with serine-rich domain 1 OS=Homo sapiens OX=9606 GN=RNPS1 PE=1 SV=1;tr|H3BV80|H3BV80_HUMAN RNA-binding protein with serine-rich domain 1 OS=Homo sapiens OX=9606 GN=RNPS1 PE=1 SV=2;tr|H3BMS0|H3BMS0_HUMAN RNA-bindin,2,2,7.9,305
PFDN5,0.0277081015,0.821193756043286,0,Q99471;H3BMQ1;H3BPF6,Q99471;H3BMQ1;H3BPF6,2;2;2,2;2;2,2;2;2,Prefoldin subunit 5,PFDN5,sp|Q99471|PFD5_HUMAN Prefoldin subunit 5 OS=Homo sapiens OX=9606 GN=PFDN5 PE=1 SV=2;tr|H3BMQ1|H3BMQ1_HUMAN Prefoldin subunit 5 OS=Homo sapiens OX=9606 GN=PFDN5 PE=1 SV=1;tr|H3BPF6|H3BPF6_HUMAN Prefoldin subunit 5 (Fragment) OS=Homo sapiens OX=9606 GN=PFDN5,2,2,14.9,154
IST1,-0.2519072096,0.0507759696886307,0,P53990;H3BMU1;H3BUI0;H3BQ38;E9PF00;H3BPP6;H3BRE2;F5GXM3;H3BQF7;J3KR23,P53990;H3BMU1;H3BUI0;H3BQ38;E9PF00;H3BPP6;H3BRE2;F5GXM3;H3BQF7;J3KR23,2;2;2;1;1;1;1;1;1;1,2;2;2;1;1;1;1;1;1;1,2;2;2;1;1;1;1;1;1;1,IST1 homolog,IST1,sp|P53990|IST1_HUMAN IST1 homolog OS=Homo sapiens OX=9606 GN=IST1 PE=1 SV=1;tr|H3BMU1|H3BMU1_HUMAN IST1 homolog (Fragment) OS=Homo sapiens OX=9606 GN=IST1 PE=1 SV=1;tr|H3BUI0|H3BUI0_HUMAN IST1 homolog (Fragment) OS=Homo sapiens OX=9606 GN=IST1 PE=1 SV=1;tr,2,2,4.7,364
HN1L,-0.0798977149,0.479287144773289,0,Q9H910;H3BMV3;H3BMM8;B4E1P3;A6NGP5;H3BMT0;H3BTV5;H3BU16;H3BS08,Q9H910;H3BMV3;H3BMM8;B4E1P3;A6NGP5;H3BMT0;H3BTV5;H3BU16,6;6;4;4;4;3;3;3;2,6;6;4;4;4;3;3;3;2,6;6;4;4;4;3;3;3;2,Hematological and neurological expressed 1-like protein,HN1L,sp|Q9H910|JUPI2_HUMAN Jupiter microtubule associated homolog 2 OS=Homo sapiens OX=9606 GN=JPT2 PE=1 SV=1;tr|H3BMV3|H3BMV3_HUMAN Jupiter microtubule-associated homolog 2 (Fragment) OS=Homo sapiens OX=9606 GN=JPT2 PE=1 SV=1;tr|H3BMM8|H3BMM8_HUMAN Jupiter mic,6,6,45.8,190
,-0.4943363867,0.0385547243930127,0,H3BN98;Q15041;H3BPJ2,H3BN98,7;1;1,1;1;1,1;1;1,,,tr|H3BN98|H3BN98_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=2,7,1,22.8,237
RPS17,0.3056498111,0.037978117514132,0,P08708;H3BNC9;H0YN88;A0A075B716;H0YN73;A0A0J9YYC4,P08708;H3BNC9;H0YN88;A0A075B716,13;13;11;11;6;2,13;13;11;11;6;2,13;13;11;11;6;2,40S ribosomal protein S17,RPS17,sp|P08708|RS17_HUMAN 40S ribosomal protein S17 OS=Homo sapiens OX=9606 GN=RPS17 PE=1 SV=2;tr|H3BNC9|H3BNC9_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=3 SV=2;tr|H0YN88|H0YN88_HUMAN 40S ribosomal protein S17 OS=Homo sapiens OX=9606 GN=RPS17 PE=,13,13,71.9,135
COX5A,-0.0414320431,0.661671499378406,0,P20674;H3BNX8;H3BRM5;H3BV69;H3BRI0,P20674;H3BNX8;H3BRM5;H3BV69,6;6;3;3;2,6;6;3;3;2,6;6;3;3;2,"Cytochrome c oxidase subunit 5A, mitochondrial",COX5A,"sp|P20674|COX5A_HUMAN Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens OX=9606 GN=COX5A PE=1 SV=2;tr|H3BNX8|H3BNX8_HUMAN Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens OX=9606 GN=COX5A PE=1 SV=1;tr|H3BRM5|H3BRM5_HUMAN Cytochro",6,6,32.7,150
HEXA,-0.5553189978,0.00403218845824645,0,P06865;H3BS10;H3BP20;H3BU85;H3BTD4,P06865;H3BS10;H3BP20;H3BU85;H3BTD4,2;2;2;1;1,2;2;2;1;1,2;2;2;1;1,Beta-hexosaminidase subunit alpha;Beta-hexosaminidase,HEXA,sp|P06865|HEXA_HUMAN Beta-hexosaminidase subunit alpha OS=Homo sapiens OX=9606 GN=HEXA PE=1 SV=2;tr|H3BS10|H3BS10_HUMAN Beta-hexosaminidase OS=Homo sapiens OX=9606 GN=HEXA PE=1 SV=1;tr|H3BP20|H3BP20_HUMAN Beta-hexosaminidase OS=Homo sapiens OX=9606 GN=HEXA,2,2,4.2,529
FUS,0.2547811432,0.127123579373956,0,P35637;H3BPE7,P35637;H3BPE7,5;5,5;5,5;5,RNA-binding protein FUS,FUS,sp|P35637|FUS_HUMAN RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1;tr|H3BPE7|H3BPE7_HUMAN RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1,5,5,10.6,526
NDUFB10,-0.181144195,0.193195749007929,0,O96000;H3BPJ9;H3BV16,O96000;H3BPJ9;H3BV16,3;3;2,3;3;2,3;3;2,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,NDUFB10,sp|O96000|NDUBA_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 OS=Homo sapiens OX=9606 GN=NDUFB10 PE=1 SV=3;tr|H3BPJ9|H3BPJ9_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 OS=Homo sapiens OX=9606 GN=NDUFB10 PE=1 SV=1,3,3,25.6,172
