ID,Intensity_L_WSB1_N1,Intensity_L_WSB1_N2,Intensity_L_BirA_alone_N1,Intensity_L_BirA_alone_N2
protein_866,28.7700318921086,28.8611615531559,29.2484202639425,29.3540833820636
protein_867,28.319561313897,29.3236875540052,28.6005066420144,28.744133091204
protein_868,25.3833273267692,24.6193924372934,4.54533914757274,4.53120146157514
protein_870,26.0940644963997,26.6090087281721,27.5447387031533,28.3207463940631
protein_872,26.0707827620614,27.0196778197994,26.7131863090725,26.6385340725963
protein_873,23.5980426815052,24.7822673730366,24.9818731871853,25.7524495059393
protein_874,27.1139936760313,27.5486431632141,26.9606622594195,27.2881214426912
protein_876,25.3645185916838,25.1745867871692,4.54533914757274,4.53120146157514
protein_880,30.2676753537267,29.8056416947208,30.8048199774711,30.7749722336957
protein_881,28.873433389993,28.7028234371806,28.8995245209813,29.2443636312688
protein_882,25.5411370652609,24.8055799738266,25.0570003862667,25.5553947962451
protein_883,23.6679532669357,24.5800981362578,25.253985272982,25.208920894649
protein_885,28.3150042610574,28.1971114489737,27.7055470631568,28.3152307689662
protein_887,24.0237876111287,24.1423028872696,25.6385088156743,25.3885928576455
protein_894,24.1971514274548,24.8780428529382,25.0495970013234,25.1941234341967
protein_895,29.5143687298854,29.7370449777874,27.9241989408492,26.8069300651159
protein_897,25.7933659882906,25.6603321955577,24.4520729134409,25.0552712190885
protein_903,22.1816708149256,28.8398724782354,4.54533914757274,4.53120146157514
protein_907,30.2568019253713,30.1846477810979,27.1208627259457,26.5656080538497
protein_909,25.6826840937227,25.8544299082665,23.8731994181692,25.3132254894136
protein_911,24.0950502332787,22.9938361053114,4.54533914757274,4.53120146157514
protein_915,21.9493414869655,21.7860177917105,4.54533914757274,4.53120146157514
protein_920,26.184338316494,25.9125333862271,25.3661264526841,26.0788989561027
protein_922,27.0893426533551,27.6839491482947,27.262103607443,27.3132668635383
protein_928,30.0866173188155,30.436249827141,30.1459878741584,30.4882168832051
protein_929,25.4707984953839,24.9539244771091,4.54533914757274,4.53120146157514
protein_930,28.9318280780474,29.3686997405607,29.0085082670019,28.8347226293746
protein_937,24.1991150884074,23.341790363535,4.54533914757274,4.53120146157514
protein_939,28.3341174783415,28.6013256837015,28.5781435039865,28.6813657914101
protein_940,20.0367557275037,24.5848530905097,4.54533914757274,4.53120146157514
protein_945,28.483912563323,28.3869306366023,27.8314719943862,27.5994220962927
protein_947,26.4153177514645,26.7524159153456,26.9441107245383,26.9735946265941
protein_948,23.5198395508202,24.1853792756494,24.7514342074544,24.3713295327851
protein_949,27.0321636826905,27.9856692530767,27.6169188293393,28.381941126103
protein_950,28.9350911383791,28.7822569183838,28.3616140610367,28.1302238827255
protein_951,4.4365090982425,4.39377702312055,25.7591387286475,23.2953488860212
protein_954,4.4365090982425,4.39377702312055,25.43923742413,25.3467599772955
protein_956,26.5666699310985,27.350517580201,26.7990563107313,26.8542618463651
protein_959,25.4181534146261,26.1727535786719,24.9110703413889,25.7579318024233
protein_962,23.9252505623825,25.0622498313952,24.2301520573927,24.07131062255
protein_963,29.4375417708393,29.6063243143089,29.7915363798322,30.6471436647924
protein_964,30.8065831460248,30.679619777926,30.0446756515174,29.9990562334276
protein_966,29.8030157143963,30.5392087124252,30.6286054056062,30.0658079585167
protein_968,28.8318948083099,29.5087139605801,28.623215810121,28.6904332200065
protein_969,26.4496594825001,26.2420449029134,24.3162309718225,24.0100419650955
protein_973,27.9202879138852,28.0971948273816,28.854235887717,28.6546330988703
protein_974,25.2867766084977,24.935428373023,26.5907497063234,25.44866255936
protein_975,26.0435403634391,26.1109292279719,4.54533914757274,4.53120146157514
protein_976,24.2028098187881,23.1889168429833,23.6421799455208,23.549857150876
protein_977,28.7643359652026,29.0239062304346,27.9806169511803,27.7712308561842
protein_978,25.9204586513561,25.2274217070235,25.692805484004,26.4827228887411
protein_979,28.0268720385999,28.2713903950049,27.6623434548004,27.4923111302564
protein_983,22.9266112104517,23.2093400675113,23.480045453419,23.818125999738
protein_984,26.776325452065,24.2992305809459,26.1869411229988,26.3615798722718
protein_990,27.9754447133163,27.0079239129503,26.4869114974793,26.257657766421
protein_993,28.5470257538467,28.7189437162359,29.0871653642765,28.862661480098
protein_994,25.9932245896772,25.4833278009166,26.000405228843,25.9884656208489
protein_995,29.3538660355002,29.091194248302,28.5187453794232,29.363803766759
protein_996,26.3625092667895,26.7545489756009,26.8050753182798,26.6957194974394
protein_999,24.5406801627528,25.0866001251338,25.4858104589437,24.70315894197
protein_1003,26.4215350831363,27.0678186294798,25.8921287777355,26.0706499414474
protein_1004,25.9019012537106,23.8546486716876,24.7000842030301,25.050215908197
protein_1005,24.7780493597125,25.1490317813999,4.54533914757274,4.53120146157514
protein_1006,26.0468510428783,26.1042205587816,25.1444221833668,24.093161963115
protein_1007,25.9684313861463,26.1583095949879,25.887002701678,26.3314390341538
protein_1008,26.5412639569485,27.4266002145027,26.3029557411069,27.4114227597835
protein_1009,23.3786480817857,24.0866339900222,4.54533914757274,4.53120146157514
protein_1010,25.5837727785575,25.9648172596945,4.54533914757274,4.53120146157514
protein_1011,26.0945833892386,26.8646958457427,25.4968260794637,25.4238537250985
protein_1012,27.4215695491358,26.9612200896185,26.9311946104745,26.6761150381907
protein_1014,26.9650774333939,27.4397835081072,27.0768075458678,26.8307539256815
protein_1015,26.373312270389,25.2080331375055,23.9910928876562,25.1947074757939
protein_1018,24.7339217234458,25.0453784440094,26.2436513570141,26.3658347585099
protein_1023,24.9975407391511,25.5135428138087,24.8896822873393,24.32980388149
protein_1024,29.3515162215958,29.2225103312759,30.6568149180053,30.460581967752
protein_1026,30.7757728270256,30.8110320747767,30.2974322315021,30.1080964058886
protein_1029,26.6214085852463,26.6372588580869,25.9617030697084,26.89519211042
protein_1031,25.6924293589319,25.7491462169263,25.8782759694212,26.6278116089598
protein_1032,27.6419369275374,28.0757735091962,28.204934862506,28.3779412502437
protein_1034,24.3334655054825,26.3312818345561,25.7784864219366,25.1772644177965
protein_1035,24.9762615005688,24.3190252467573,23.3396125245885,23.3774209455719
protein_1036,28.4859246446198,28.3650746140006,28.6545351149961,28.6974640857298
protein_1037,26.1619019461968,26.4530444544844,25.6254720908611,24.8355726761604
protein_1038,28.729679914053,28.2023951202355,29.8020906355689,29.9763897403091
protein_1040,26.6215886183208,26.8338578323118,24.6261384898756,25.2988383375519
protein_1041,30.7130557955024,30.6489161910334,31.126466712358,30.9545556111895
protein_1042,28.5897203971248,28.7294467762569,28.572815874555,29.1810159622217
protein_1043,27.7377857434608,27.8404499730601,28.3782887437582,28.3665725926509
protein_1046,28.5029638383654,28.3364887093147,28.2268737022921,28.0367230054418
protein_1047,23.9099229808555,21.7904156461483,4.54533914757274,4.53120146157514
protein_1049,27.7023929586733,27.7856506979796,27.0985796552029,27.0629195561581
protein_1050,26.1829563856547,25.7148086315853,23.1538045344559,23.1433811664154
protein_1052,27.1604983454511,26.5196510912032,27.1403393012014,27.0328338299688
protein_1053,23.7327221617137,26.2014493956151,4.54533914757274,4.53120146157514
protein_1054,25.6215886183208,24.9102390842128,25.43257493306,25.408714562344
protein_1056,29.4096644010004,28.3942342219093,29.1463978180529,29.21631840852
protein_1058,27.0824269943688,27.8245982409467,26.048544622012,26.6005752484661
protein_1059,27.5959795867768,26.8702147350666,26.3872771656759,26.662717223908
protein_1060,27.1885166930059,27.5630148865049,26.0322521143785,26.8180239461559
protein_1061,27.3735617143952,27.0528164661406,25.8958395156384,26.8258320233168
protein_1063,29.0255120745958,29.1707383485328,29.803889115663,29.8207477582319
protein_1064,25.2873819372137,24.819176882418,26.4330454465073,26.9653247538448
protein_1065,23.0055459971484,23.6741453627956,27.6367008660121,24.6076773036108
protein_1066,25.7051704797954,25.45653401163,25.2982410472348,24.825222856716
protein_1067,25.4806245281242,24.3244344244012,23.8058713452631,23.9215130450219
protein_1070,27.578310764991,26.8186468770278,27.7093439968037,28.1063663766869
protein_1074,25.2414967382893,25.2928455385706,24.4976831430194,24.6602796620114
protein_1075,28.4226892461211,28.5219381746053,28.2775309650594,28.0599637175809
protein_1076,4.4365090982425,4.39377702312055,23.9093322707192,24.2292803788922
protein_1077,28.2968186317567,28.1597347653813,28.4447920164482,28.1649138108099
protein_1080,22.921082890661,23.6539928738467,4.54533914757274,4.53120146157514
protein_1081,23.5702560008502,24.1673680265806,25.9447079380892,23.3605432161568
protein_1083,27.5900731024305,27.9668424827746,27.2461270357366,25.5302350786367
protein_1085,25.5746269042692,25.7944891759083,26.9381565215277,26.5326536198136
protein_1086,24.8462732103925,23.9377205426874,25.0937413829467,25.1079771601109
protein_1087,26.2538916763367,26.5767024531456,26.3658448413147,26.5461652784863
protein_1090,25.4547207468097,25.5889948817908,25.4298384345485,25.6757771799176
protein_1092,4.4365090982425,4.39377702312055,25.2596046905451,24.3397496063054
protein_1093,28.2718585103422,27.9131445843895,28.3581378987189,28.513397903177
protein_1094,28.5276708894787,28.9148383506199,28.9182498391653,29.0988255159462
protein_1099,26.4578162268853,26.7841897408513,24.6688452269633,25.8091175353103
protein_1100,25.0455276826399,25.327532677022,23.5286896209187,23.2419595787433
protein_1101,26.2695243304684,26.2069431240389,26.3002319379499,25.8425270987238
protein_1102,28.1696795186288,27.5876913802829,27.4939941518168,27.680082968126
protein_1103,26.3114189083209,25.5156572431824,22.6363857010071,25.6573491409126
protein_1105,25.87889095791,25.7650614284773,23.8770249730269,23.5409807336391
protein_1106,28.3492531700873,29.0689975208614,28.4805094101237,27.6283105524339
protein_1107,25.6235075745148,26.1257540920443,25.6482289253275,24.1782188367157
protein_1108,22.5494123675729,24.5418788140273,24.8811031726392,23.9638759341265
protein_1110,25.795708026209,26.5952686715458,25.5717479837092,25.8473924677928
protein_1111,4.4365090982425,4.39377702312055,25.6074413737943,25.9671666044116
protein_1112,30.2460405590621,30.285731675932,29.8631586854077,29.4180749121567
protein_1114,26.1518817526603,26.5469827369303,27.4493953336991,27.641799582451
protein_1115,26.3709582469564,25.9928064797337,26.00022380341,26.1203735230477
protein_1116,26.5899811006635,26.0442803499788,26.6326295531847,26.1893298622502
protein_1117,25.0537521540223,27.282889580731,26.2174619981908,26.9617659592848
protein_1120,25.0636978407698,25.6665984749433,25.723718519494,25.9970421990751
protein_1124,27.0614346228481,26.8035829072992,26.7851709525815,27.3898096759649
protein_1125,31.8072593023998,31.9423559739829,30.9887553798416,30.8042462541413
protein_1128,26.6820512444135,27.0779896310465,27.7215925425252,27.5163211161242
protein_1129,28.6207032393095,28.5141850217986,28.6745221834067,27.1885632148721
protein_1130,28.0906221094145,27.4786256318702,27.3043524549699,27.5359547798353
protein_1132,27.0094127926869,26.3027915675392,25.6089096042653,26.873890653114
protein_1133,24.8383224144981,25.0459707191164,24.2311830694003,24.1352409789423
protein_1134,26.2794471437945,27.1763381139251,26.1538589049939,25.785363210663
protein_1135,27.0661603581775,27.388442391487,26.5939793000913,26.4962707958467
protein_1137,26.2190979309909,26.2291100931013,27.6227248470259,27.7480792275114
protein_1138,25.5879555760121,24.6339720608591,24.1046961828497,25.6512083358686
protein_1140,24.9598942001501,24.5239840761027,26.2562407317556,25.3377171258463
protein_1144,28.7352367626789,28.6757276821815,28.0586275298028,28.0821684042692
protein_1146,23.6569871172427,22.5570340770247,24.1946519080132,22.4595524048507
protein_1147,28.3628144338113,29.0812437118314,28.1014015534931,27.0241394538737
protein_1149,26.6698579991087,26.8057445570103,26.3898416289551,26.0371489228639
protein_1150,27.7938719774931,28.2041130328576,27.9449279018305,27.6949258048183
protein_1151,27.2973258523527,27.7478726635878,27.3891258861478,27.5769389703557
protein_1152,26.478505643894,26.7865891040668,23.8639233089768,23.9819995607745
protein_1156,21.2807184310814,22.2144072155244,24.2025582613706,24.0957620216303
protein_1157,25.9492420337554,26.2619896523219,26.6422729606102,26.6418160561799
protein_1158,26.7348762171878,27.1518667106691,26.4457138557008,26.4231062792442
protein_1159,25.1606139877133,23.0347108077969,23.7820084564012,23.6528440817987
protein_1160,27.837278970882,25.9912877961413,27.9012258602692,27.5023260925046
protein_1161,29.5028498215851,29.8874965322177,29.5980610995264,29.7173180456703
protein_1163,28.6001271930149,28.8240397554142,28.6495791313604,27.7808373508805
protein_1166,25.5975058284198,25.8785906028654,4.54533914757274,4.53120146157514
protein_1167,26.7015416269697,25.6575536203048,24.0713487709042,24.2274373518533
protein_1169,26.4238768974283,26.3832132354804,26.2337316601088,25.509837082554
protein_1170,25.5260849380206,25.4303810846137,25.7612815045558,25.07950722109
protein_1171,28.6095974742913,28.4024875704998,27.2877249750171,27.7904546079127
protein_1173,29.7385606271598,29.735425942689,28.7295032528918,29.4089565724835
protein_1174,28.221158697799,28.2183628514509,28.1890385076071,28.4750782686732
protein_1175,25.5024262517788,24.8663734556787,25.5075880484469,25.1798535158996
protein_1176,25.2852621745901,23.4276031772856,26.26678686887,26.4305252254401
protein_1178,22.861272257123,25.664762278215,26.4985182900499,26.3899077617684
protein_1180,25.7229553516969,25.7412083384815,26.8699595599363,26.6486364672716
protein_1181,28.2407272977913,28.3540035858034,27.1277994401504,27.4720701943936
protein_1182,27.9509146130326,26.9704256787955,27.0951860751827,26.7581901742426
protein_1183,27.4687318354677,27.7201448247594,27.1241965114636,27.0808931070734
protein_1184,24.5191439470655,24.699566581899,25.4606255080201,25.9109711433923
protein_1185,27.9100556440499,27.2051661946283,28.4400067693306,28.5612161523604
protein_1186,28.1799644448086,28.6883631990349,27.357606899618,28.2432239973681
protein_1187,25.1402508875456,25.2203396964005,4.54533914757274,4.53120146157514
protein_1190,26.9117006364889,25.523884038309,25.1167962044208,26.9020857351613
protein_1192,24.8647443024278,24.0133497320489,24.2159524944655,23.7956761799366
protein_1193,28.1588453002506,28.2637354357767,28.6026991123635,28.1926735401419
protein_1195,24.3532012456833,23.5674381728904,4.54533914757274,4.53120146157514
protein_1196,24.9844973657136,25.3885248053021,25.4283558673071,25.5539948688722
protein_1197,24.9980770398294,25.8644390980261,24.1647459947561,27.1618153117385
protein_1198,26.3162468366125,26.9049098919911,27.1419848047056,27.4442865231428
protein_1199,27.1561136279568,28.1780873172752,28.2172148600272,28.1468607818402
protein_1200,26.8470125063927,27.3776883075567,26.5967817777763,26.4645643657559
protein_1201,26.749173287211,26.32555400553,26.0837590657159,24.4799979732311
protein_1202,29.2885653776002,28.9731530430434,27.6549673543964,28.0892530681375
protein_1205,26.7613706185659,29.5690873554453,26.4761675362848,25.7530291772297
protein_1207,26.2304745895771,25.7667321079892,25.3981505294975,24.8713075926435
protein_1209,27.5168228426377,27.0073873623803,25.2932147452565,25.256044386377
protein_1210,25.4822116515415,27.8120053285826,24.0676596014567,25.590368420866
protein_1212,28.4108628186583,28.0999236668996,26.8898291938148,26.5853405908105
protein_1216,24.5584180780531,23.9325297688529,24.344327561568,25.1161109365228
protein_1217,23.9926122442678,25.378048071531,4.54533914757274,4.53120146157514
protein_1219,24.3688720850157,24.0661021568908,24.4571048057887,25.6212093319609
protein_1221,23.1631887558876,23.5827897322641,4.54533914757274,4.53120146157514
protein_1222,26.3983258289245,26.2412693380706,26.208747618794,25.8661275557097
protein_1223,24.3421440556722,25.3818891811253,4.54533914757274,4.53120146157514
protein_1224,24.5460775896128,23.1021951594694,25.3695483286441,24.4496039345228
protein_1225,26.49241998572,26.0107107637435,26.8285627680867,26.7142310029071
protein_1227,28.7536977799998,28.2394199873523,27.1492300785837,27.0846550258696
protein_1230,28.640205258143,28.4112349022548,28.4045166168953,28.1227479996571
protein_1233,23.8472999081122,24.8828871312331,25.5000374458324,23.9526577383464
protein_1235,25.5382154718398,25.9137746114135,25.3278920117765,24.8082370736758
protein_1237,27.1337775330322,27.4931335889277,27.5883378444507,27.7404838573104
protein_1239,26.0990726599381,26.2337659282719,4.54533914757274,4.53120146157514
protein_1240,26.2472953345434,25.5371781074906,27.5375680809489,26.8160397568806
protein_1241,22.3604108427172,23.0941323867649,20.8211800587498,24.1794904138928
protein_1242,26.3954508858517,25.84591217099,25.092550549168,26.2113872495191
protein_1246,26.2926979064897,26.0333410437999,4.54533914757274,4.53120146157514
protein_1247,26.8025526230115,27.1496802565387,27.1301503456019,27.5200004324391
protein_1249,32.5661672627928,33.1256397625098,33.942195617114,33.7454991776622
protein_1250,29.4191894613787,29.1508548753042,29.0689360260613,29.3833212239583
protein_1251,27.5935648292138,26.213238259264,26.0684097278823,26.5857003031984
protein_1252,27.3476034328682,27.5292761772139,28.7253932680382,27.9012602373088
protein_1253,26.1171467365328,25.4074373454969,25.4197901080178,25.6271793660791
protein_1254,29.6859446176464,29.6264677482346,28.5014909137576,28.2113872495191
protein_1255,29.158535143302,29.0303247379585,28.8761519251857,29.0717814790207
protein_1256,26.82038630627,26.6676854897495,24.1634503547581,23.9473357054522
protein_1257,30.9261910043545,30.7870711032001,31.1187403733064,31.0745911910322
protein_1258,32.2615992213697,32.4885674491741,32.7726794361097,32.5685412158879
protein_1263,25.9009127001287,25.4838936040275,25.7052873954835,25.3783466808229
protein_1264,31.2362274316614,31.9553091271289,31.4665144478495,31.5853684288995
protein_1267,30.0866716586351,30.1681403376449,30.0048392721391,30.248832069432
protein_1269,26.479962711038,26.7601863799921,27.214806299219,26.6536775986427
protein_1270,32.3472133841269,32.3554843479832,32.4941216543963,32.7063081414938
protein_1271,26.6592571803904,27.0158594021112,4.54533914757274,4.53120146157514
protein_1272,31.2671719834892,31.327212044089,30.9873258836971,30.5203812887875
protein_1273,25.727311756741,25.8797636528874,24.3729153980151,24.3808360964739
protein_1274,29.9717422533916,28.9288369157677,28.1850535265975,27.0384759765455
protein_1275,29.1378110483114,28.6771902057911,29.4071418785826,29.00921215132
protein_1276,26.0055092082501,26.2326645875875,26.7026509788718,26.9890873270152
protein_1280,27.0770543103198,27.5040780928346,27.1849205041419,31.1928000424034
protein_1281,35.8374275268725,35.9981938487626,35.9280152396918,36.1241720280609
protein_1282,31.5464490281783,31.6781105540596,32.2673272346906,32.0926317465925
protein_1283,29.0196040381359,29.177093711924,27.6402950985221,27.5573349482168
protein_1284,29.3741317102209,28.9755324071035,29.5860226870768,29.4947757938382
protein_1285,27.940898020564,26.8640044977722,26.7202163189725,27.1271675733397
protein_1286,27.8830019171275,27.91681586942,27.9696165837819,28.4380864627399
protein_1287,29.8789662636618,30.0457791273057,30.1221311668398,30.2736293150678
protein_1288,25.9279511659639,25.1436056053507,23.3642386060091,23.7777972121782
protein_1289,26.8918855968142,26.420769240104,25.3468505469558,26.348476978618
protein_1290,32.4237349470915,32.2895522894437,33.1228257302718,33.0067358324335
protein_1292,29.9327956803915,30.1982285031863,29.6960107786279,29.6479025623768
protein_1293,30.1970990802487,30.06846178056,30.582391487406,31.423750734732
protein_1294,30.4237994717033,30.1891889078719,29.0128238401897,28.7146774479698
protein_1295,30.0553612283915,30.4502177665568,29.9717578397262,30.493817813823
protein_1296,28.4486281829373,28.7592837497915,27.3001828132209,27.2767091613687
protein_1297,28.3681712581216,28.5537967465567,29.0459029860685,28.5018723720113
protein_1299,32.2055306344385,32.3073703342202,32.5712709913949,33.0285168172313
protein_1300,28.4148330563345,28.5121062555248,26.7381869552392,27.3734342949066
protein_1301,28.626859618272,28.5772448536937,28.8598295157271,28.8667196966724
protein_1302,31.81945798574,31.9400149336674,32.2906177449494,32.3631544440943
protein_1303,34.3913256901911,34.8625281018611,35.2611200966058,35.0437338349986
protein_1304,28.3184511641435,28.1193790254532,27.238071908897,27.4043514233728
protein_1305,30.4106631515013,30.2481890431346,30.7403157931032,30.5424992300344
protein_1306,31.5589782894057,31.7919471641752,32.3864965256355,32.3981049668327
protein_1309,27.7574983414882,27.8026554935772,24.1932770564976,24.42966673387
protein_1310,32.6871277864777,32.9544685224179,33.4901907401262,33.3573976727604
protein_1311,30.8170363126518,31.0493672466025,30.1556248329515,30.275090406704
protein_1313,33.0684899198717,33.2449448220395,32.3376342940267,32.5771274259713
protein_1314,27.8268808901677,27.8322934427618,28.0279572740475,28.1416277213838
protein_1315,31.8058241541402,32.0548679828346,32.5935835120378,32.6951391526195
protein_1316,27.3707440542397,27.4885914772051,24.8989893997092,25.5552198795945
protein_1319,32.2168703817618,32.2332813272307,31.5179139423566,31.2747584703334
protein_1320,27.6486073379318,28.3276329721342,25.6034656904998,27.5028703688092
protein_1321,29.7411865996027,29.6213194014488,29.1036551047327,29.3938501895455
protein_1322,30.2076808137443,30.3664874050789,29.8102200999644,29.4374934590072
protein_1323,32.1847394381735,32.4943027857633,32.5434293483035,32.5298423500742
protein_1324,24.5080203691408,24.833736778845,28.0309206006329,27.0421003693372
protein_1325,28.1539162617107,27.4633183790824,28.3522269016316,28.6872042414874
protein_1326,29.3726171631528,29.3388185776099,29.2083419280854,29.1184332397789
protein_1327,26.8360899719456,27.9126671079526,27.8851043753901,27.7323842247916
protein_1328,34.1910399104274,34.5213804449098,34.1576851781957,34.3712034722854
protein_1330,27.5323863930376,27.5523874756311,26.2041080918668,26.7726006868777
protein_1331,27.0893426533551,25.6690431075167,27.4967832129177,27.1135710842848
protein_1332,28.5895976968033,27.6299575782888,28.2419772296821,28.2152671032871
protein_1333,26.3733835445061,25.6514539037588,4.54533914757274,4.53120146157514
protein_1335,27.2329905987879,27.375056536314,26.4476666525719,25.2791471316003
protein_1336,27.2677616281354,27.0233092485932,26.1554076045848,25.8931729427833
protein_1337,24.0840828105388,24.2512135621478,4.54533914757274,4.53120146157514
protein_1338,34.4179698704462,34.577807755258,34.5420019650742,34.8498497647851
protein_1339,24.0616115646574,25.3018875592976,24.0302395742995,24.1948422210539
protein_1340,29.4872095882189,29.456848444158,29.0419057348882,29.2332546121866
protein_1342,29.0017333612972,29.1575602120693,30.0009531463202,29.4872774570401
protein_1343,31.6522688344894,31.7591576020712,30.683542155924,31.130473391261
protein_1344,26.4983144261731,26.3706131987007,26.8361891281211,26.7568978521801
protein_1345,32.4034828431347,32.6756854719918,32.6037567839159,32.7822065020511
protein_1346,26.6181641422577,26.9227559255762,25.2961735138098,26.0638297195601
protein_1347,32.0333989948544,31.831668474491,31.4186705518666,30.9923533562514
protein_1348,28.0300177054699,28.5057252944479,29.3847892111497,29.6540615081176
protein_1349,27.8641307036096,28.1394735689492,27.7181954800518,27.8738205223486
protein_1351,29.0664248948889,28.6720930844663,29.566345579603,28.9303136848947
protein_1352,27.1691458940646,27.2632486270681,24.1789217635205,25.4177478424068
protein_1353,24.4476435340044,24.5354920206979,26.1910533710884,26.3102226995614
protein_1354,29.8467301811065,30.0348512229064,27.7649525316291,28.3543095984562
protein_1355,4.4365090982425,4.39377702312055,25.9113598163672,24.4224735224561
protein_1356,28.4096470253082,28.60425597633,27.4742094217679,27.2612437575929
protein_1357,25.2373204285038,26.2915827600148,24.5371512977477,24.4730519787727
protein_1358,29.4784559452022,29.6289405829207,28.6512651138368,29.0578354617122
protein_1361,28.2668794686763,27.8986064366083,27.5732733001941,27.7330029425199
protein_1363,30.592639119851,31.2917571920273,29.7250731112602,30.1663460506187
protein_1364,27.223849112762,27.2390010808215,27.6016531216788,28.0002453164285
protein_1366,27.5161451498166,27.0912153466581,27.273032691757,27.2691571591716
protein_1367,32.8072428145507,32.5930763941568,29.6737403183267,30.4200934071632
protein_1368,28.2298252188826,27.8698704223091,24.2881708705672,23.9613435937571
protein_1369,25.7366503408957,26.1371619695079,27.520064137665,27.0961227705485
protein_1370,25.0356536719896,24.50662412651,27.3664314696483,27.7463948198
protein_1371,22.2972582332424,21.387040635843,22.8189873460534,20.773160287316
protein_1372,28.7306539089095,29.018812901337,29.4218629501344,29.2357943525436
protein_1373,32.7410312474484,32.8331830819651,33.7312350704978,33.7787694803049
protein_1374,31.3707663674648,31.5111761405117,31.3549933075556,31.2285456443837
protein_1375,34.0004288017193,34.036208047503,33.9132550448787,34.0474305606594
protein_1377,25.3860145689341,25.490691582196,26.0867809550224,25.8041505742155
protein_1378,26.4975952850933,26.4194254480537,25.8645546490174,26.2002217377247
protein_1379,27.8554566759296,27.5016672562334,27.5953612015903,27.566823247386
protein_1382,25.3742385593717,26.3073757829684,24.0568840914747,25.5537497418576
protein_1383,27.1299858431472,27.1254903994683,27.9482233398064,27.166174256897
protein_1385,28.8125750420308,28.6119528846179,24.1526078639164,26.2529631997966
protein_1386,29.6645527649116,29.8827506204186,29.9249557906153,29.8355690753237
protein_1388,25.7347652619837,25.6895454343359,24.448885809698,24.2791894946559
protein_1389,25.3146591173697,26.5934823470274,27.892373198751,28.0291230792946
protein_1392,30.0212539054681,30.2735116500097,31.3010882816265,31.4079761805827
protein_1394,26.6206882282018,26.9430984604601,27.9024398754099,27.7841994941893
protein_1395,23.4767021422476,24.0645211964,22.6409857192536,22.4204161044486
protein_1396,27.954063353459,26.6677986733718,28.3594940091623,28.3612797588898
protein_1397,31.4962582011782,31.6501340482299,31.5978987484874,31.2046280593635
protein_1398,25.3432943502708,26.0094609195686,24.0684674137633,25.1851082511971
protein_1399,24.9485341879019,25.0440187757819,27.7247071307811,27.6335390672357
protein_1400,26.535096818061,25.4526766412037,26.4754933746303,27.5245640862421
protein_1401,27.688281337853,27.3447949753905,28.0725716072497,27.7219810620535
protein_1402,31.4986085169629,31.5667828271671,30.4166894107439,30.5606934525422
protein_1403,27.4934040664117,27.7871622741132,4.54533914757274,4.53120146157514
protein_1404,30.0890063367789,29.9230167271521,29.2055906926114,29.705387256047
protein_1405,29.4087953599279,29.8556823772204,29.5755075179361,30.0597171241197
protein_1406,27.4114009142588,27.8481611894019,26.8804133201559,26.8287292931748
protein_1407,24.9512679958855,24.5144997252531,4.54533914757274,4.53120146157514
protein_1408,28.7535608824297,28.969576622925,28.2958779098663,27.9302125224109
protein_1409,33.0511207648142,33.2676426729703,33.8816716423488,33.8124336991894
protein_1410,30.362868280115,27.7047276939027,27.8332554586816,27.0818648643154
protein_1411,27.4054533690525,26.5586268279115,26.2607158546841,26.580346750358
protein_1412,27.7571160042233,27.340328313957,26.4566420751249,26.7837218003673
protein_1413,26.9476632524021,27.0970267300857,27.1861172649247,27.7154212162039
protein_1414,26.8993296041154,27.4788836822293,27.2619775032481,28.0525475170095
protein_1416,27.3908460686304,26.9363494362005,27.7480347411956,27.2941083914986
protein_1417,31.1069329331207,31.0155815065039,31.2689753564996,31.0788563679478
protein_1418,27.1029033783198,26.8730644554487,28.8770990754028,28.4842028636491
protein_1419,29.3036043571299,29.2327028426764,29.5238028512421,29.3106786976529
protein_1420,34.0835437895737,34.3188238995239,34.8751165553813,34.6633117702311
protein_1421,30.9542777902579,30.9437879874905,31.1512740388418,31.1461641361991
protein_1422,23.5685636897577,22.0073802070245,22.7969585077444,22.9021682589737
protein_1423,27.0814674946236,27.3920778545859,28.2800239586655,28.4078429895457
protein_1424,30.2974667153208,29.9917625565192,29.539286040064,29.3668716071341
protein_1425,29.9223597888512,30.2560208219671,29.415726159694,29.5600180182025
protein_1426,26.5979938849335,27.4831348627631,27.5741877166033,27.5429403537317
protein_1427,29.6311877812643,29.9292854672604,30.49857716038,29.9962080935043
protein_1428,27.9028397526148,27.9857600485732,28.6304625965383,28.6774335371607
protein_1429,29.8989706924241,30.3168291796018,30.4604826467979,30.6406665623343
protein_1430,25.6477531231762,26.1546637758339,4.54533914757274,4.53120146157514
protein_1432,30.7280783507474,30.8700179949816,30.6641100301212,30.5381911906482
protein_1433,25.1203608708238,24.4426042342915,24.7978912412386,25.3951749717397
protein_1434,26.0134887872918,24.4260516332675,4.54533914757274,4.53120146157514
protein_1435,27.5379611404084,27.4919834200859,27.9324629138889,27.9913516978216
protein_1437,29.294693882562,29.3791752122042,26.1597188951642,26.3497684324089
protein_1439,24.7166094879473,25.060112862456,24.3187550335028,24.8580388716505
protein_1440,28.8390090225063,29.2424819248909,30.4516638530902,30.3560176434844
protein_1443,28.5963154985006,29.5343441067741,27.254771282479,27.3940213553034
