Gene_names,DTL_vs_BirA_logFC,DTL_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_DTL_N1,Peptides_DTL_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_DTL_N1,Razor___unique_peptides_DTL_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_DTL_N1,Unique_peptides_DTL_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_DTL_N1,Identification_type_DTL_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_DTL_N1,Ratio_H_L_DTL_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_DTL_N1,Ratio_H_L_normalized_DTL_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____DTL_N1,Ratio_H_L_variability_____DTL_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_DTL_N1,Ratio_H_L_count_DTL_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_DTL_N1,Ratio_H_L_iso_count_DTL_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_DTL_N1,Ratio_H_L_type_DTL_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_DTL_N1____,Sequence_coverage_DTL_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_DTL_N1,Intensity_L_DTL_N1,Intensity_H_DTL_N1,Intensity_DTL_N2,Intensity_L_DTL_N2,Intensity_H_DTL_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_DTL_N1,metacell_Intensity_L_DTL_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
CCT3,-0.61556799261183,0.0715353601263298,P49368;E9PRC8;Q5SZX6;E9PM09;Q5SZX9,P49368,35;17;16;9;7,35;17;16;9;7,3;3;1;3;3,T-complex protein 1 subunit gamma,sp|P49368|TCPG_HUMAN T-complex protein 1 subunit gamma OS=Homo sapiens OX=9606 GN=CCT3 PE=1 SV=4,5,35,35,3,25,28,22,25,25,28,22,25,2,2,2,3,66.1,66.1,6.1,60.533,545,545;234;276;154;161,0.0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.27791,0.81781,28.244,121,32,Leave out requantified,0.26947,0.29351,0.28639,0.2195,0.92545,0.81781,0.85677,0.7665,25.175,14.308,30.338,21.391,29,34,27,31,10,8,5,9,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,49.2,51.7,44.8,55.6,14903000000,11476000000,3426800000,3243700000,2519500000,724210000,4199500000,3168800000,1030700000,3101400000,2320300000,781110000,4358300000,3467500000,890800000,,,,1595,310;1068;1069;1433;1960;3252;3352;4703;4704;5140;5798;7229;7414;7651;7684;7828;7936;8020;8041;10180;11355;11356;11403;11404;11628;12071;12372;12373;14362;15094;15355;15545;16412;18042;18118,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,321;1113;1114;1500;2046;2047;3396;3500;4892;4893;5364;5365;5366;6061;7576;7768;8013;8048;8198;8315;8401;8422;10644;11866;11867;11914;11915;12158;12607;12917;12918;14955;15703;15704;15971;16167;17067;18774;18851,836;837;838;839;3133;3134;3135;3136;3137;3138;3139;3140;3141;3142;4375;4376;4377;4378;5913;5914;5915;5916;5917;5918;5919;5920;9505;9506;9796;9797;13420;13421;13422;13423;13424;13425;13426;14783;14784;14785;14786;14787;14788;14789;14790;14791;14792;14793;16703;21006;21007;21539;22220;22221;22222;22223;22314;22315;22316;22317;22700;23012;23013;23014;23015;23016;23017;23259;23316;29579;29580;32799;32800;32801;32802;32803;32804;32921;32922;32923;32924;32925;32926;32927;32928;32929;32930;32931;33612;34846;34847;34848;34849;34850;35704;35705;35706;35707;35708;35709;35710;41183;41184;41185;43257;43258;43259;43260;43261;44011;44580;44581;44582;44583;47090;47091;47092;47093;51870;51871;51872;51873;52093;52094,1632;1633;1634;1635;1636;1637;1638;1639;1640;1641;1642;5991;5992;5993;5994;5995;5996;5997;5998;5999;6000;6001;6002;6003;6004;6005;8726;8727;8728;8729;8730;8731;8732;8733;8734;11606;11607;11608;11609;11610;11611;11612;11613;11614;11615;11616;11617;11618;11619;11620;11621;11622;11623;11624;11625;11626;11627;11628;11629;11630;11631;11632;18537;18538;18539;18540;19081;19082;19083;19084;19085;19086;19087;19088;25731;25732;25733;25734;25735;25736;25737;25738;25739;25740;25741;28396;28397;28398;28399;28400;28401;28402;28403;28404;28405;28406;28407;28408;28409;28410;28411;28412;28413;28414;28415;28416;28417;28418;28419;28420;31970;40278;40279;40280;41261;41262;41263;42493;42494;42495;42496;42497;42498;42499;42500;42501;42502;42503;42504;42505;42506;42507;42508;42509;42699;42700;42701;42702;42703;42704;42705;42706;42707;42708;42709;42710;42711;42712;43457;44052;44053;44054;44055;44056;44057;44058;44059;44060;44061;44062;44063;44533;44637;56119;56120;56121;56122;61939;61940;61941;61942;61943;61944;61945;61946;61947;61948;62152;62153;62154;62155;62156;62157;62158;62159;62160;62161;62162;62163;62164;62165;62166;62167;62168;62169;62170;63405;65772;65773;65774;65775;65776;65777;65778;67431;67432;67433;67434;67435;67436;67437;67438;67439;67440;67441;67442;67443;67444;67445;67446;77348;77349;77350;77351;81252;81253;81254;81255;81256;81257;81258;81259;81260;81261;81262;81263;81264;81265;81266;81267;81268;81269;81270;81271;82895;84123;84124;84125;84126;84127;84128;84129;84130;84131;84132;84133;84134;89127;89128;89129;89130;89131;89132;89133;89134;89135;89136;89137;89138;89139;89140;98282;98283;98284;98285;98286;98287;98288;98289;98290;98291;98292;98697;98698,1639;5993;6001;8731;11626;18539;19088;25731;25740;28400;31970;40280;41263;42501;42709;43457;44059;44533;44637;56119;61939;61947;62155;62159;63405;65774;67437;67445;77350;81270;82895;84133;89136;98286;98698,,9,,305,-1;-1;-1;-1;-1,protein_1596,quanti,quanti,quanti,quanti
TUFM,0.56887152699532,0.119296700306506,P49411;H3BNU3,P49411,20;2,20;2,20;2,"Elongation factor Tu, mitochondrial","sp|P49411|EFTU_HUMAN Elongation factor Tu, mitochondrial OS=Homo sapiens OX=9606 GN=TUFM PE=1 SV=2",2,20,20,20,11,9,17,19,11,9,17,19,11,9,17,19,54.0,54.0,54.0,49.541,452,452;101,0.0,235.5,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.27045,0.86721,25.405,68,14,Leave out requantified,0.25722,0.31714,0.306,0.22007,0.92742,0.93608,0.8767,0.76713,48.432,26.29,30.303,24.851,13,10,23,22,3,1,3,7,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,33.6,33.4,46.5,53.5,8317900000,6484000000,1833800000,1211800000,948750000,263100000,1376200000,1028100000,348080000,2998500000,2289700000,708830000,2731300000,2217500000,513810000,,,,1597,397;2652;2690;3210;4092;5111;5155;5733;6060;8403;9513;9514;12119;12730;14147;15390;15391;15919;16074;16397,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,411;2772;2810;3349;4267;5333;5382;5992;6341;8798;9955;9956;12656;13283;14736;16012;16013;16552;16718;17051,1101;1102;7915;7916;7917;7918;7919;7920;8002;8003;9396;9397;9398;11747;11748;11749;11750;14681;14682;14683;14684;14844;14845;14846;14847;14848;14849;14850;14851;16496;16497;16498;16499;17543;24368;24369;27734;27735;27736;27737;27738;27739;27740;34991;34992;36645;36646;36647;36648;36649;40536;40537;40538;40539;44142;44143;44144;44145;45616;45617;45618;45619;46156;46157;46158;46159;46160;47059,2121;2122;2123;2124;2125;2126;2127;2128;2129;15553;15554;15555;15556;15557;15558;15559;15560;15561;15701;15702;15703;15704;15705;15706;15707;15708;18333;18334;18335;18336;18337;18338;22581;22582;22583;22584;22585;28186;28187;28188;28189;28190;28191;28192;28533;28534;28535;28536;28537;28538;28539;28540;28541;28542;28543;28544;28545;28546;28547;28548;28549;28550;31545;31546;31547;31548;31549;31550;31551;31552;31553;31554;33659;46405;46406;52815;52816;52817;52818;52819;52820;52821;52822;52823;52824;52825;52826;52827;66089;66090;66091;66092;69095;69096;69097;69098;69099;69100;69101;69102;69103;69104;69105;76143;76144;76145;76146;76147;76148;76149;76150;76151;76152;76153;76154;76155;76156;83262;83263;83264;83265;83266;83267;86129;86130;86131;86132;86133;86134;86135;86136;86137;86138;86139;86140;86141;87310;87311;87312;87313;87314;87315;87316;87317;87318;87319;87320;89075;89076,2124;15556;15708;18338;22584;28191;28533;31554;33659;46405;52822;52826;66089;69102;76152;83265;83266;86133;87316;89075,,,,,-1;-1,protein_1598,quanti,quanti,quanti,quanti
SRP9;DKFZp564M2223,-0.319710546966121,0.458638330178957,P49458;Q6P2S0;Q659G3;E9PE20,P49458;Q6P2S0;Q659G3;E9PE20,7;4;4;4,7;4;4;4,7;4;4;4,Signal recognition particle 9 kDa protein,sp|P49458|SRP09_HUMAN Signal recognition particle 9 kDa protein OS=Homo sapiens OX=9606 GN=SRP9 PE=1 SV=2;tr|Q6P2S0|Q6P2S0_HUMAN SRP9 protein OS=Homo sapiens OX=9606 GN=SRP9 PE=1 SV=1;tr|Q659G3|Q659G3_HUMAN SRP9 protein OS=Homo sapiens OX=9606 GN=SRP9 PE=1,4,7,7,7,3,4,3,5,3,4,3,5,3,4,3,5,59.3,59.3,59.3,10.112,86,86;49;52;66,0.0,20.318,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.44653,1.3255,8.7467,15,4,Leave out requantified,0.4326,0.51682,0.44951,0.28091,1.5824,1.4812,1.3146,0.85979,41.971,8.7576,2.6349,87.215,3,5,3,4,1,1,0,2,Median,Leave out requantified,Leave out requantified,Median,29.1,29.1,34.9,45.3,1497100000,1019600000,477530000,210940000,143890000,67051000,506410000,333010000,173400000,345280000,242000000,103280000,434510000,300710000,133810000,,,,1598,78;4017;10875;10876;12517;17557;17558,True;True;True;True;True;True;True,79;4191;11361;11362;11363;13065;18278;18279,185;186;187;11555;31516;31517;31518;31519;31520;36067;36068;36069;36070;50484;50485;50486,306;307;308;309;310;311;312;22241;59630;59631;59632;59633;59634;59635;68065;68066;68067;68068;68069;68070;95647;95648;95649;95650;95651;95652,307;22241;59630;59634;68070;95647;95652,,,,,-1;-1;-1;-1,protein_1599,quanti,quanti,quanti,quanti
AARS,-1.7370742278107,0.0282734511047055,P49588;H3BPK7,P49588,25;10,25;10,25;10,"Alanine--tRNA ligase, cytoplasmic","sp|P49588|SYAC_HUMAN Alanine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=AARS1 PE=1 SV=2",2,25,25,25,17,17,8,16,17,17,8,16,17,17,8,16,35.1,35.1,35.1,106.81,968,968;280,0.0,67.985,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.59196,1.7227,31.428,64,9,Leave out requantified,0.53356,0.77315,0.64947,0.4693,1.5781,2.0968,1.5819,1.4157,25.077,19.431,57.077,26.237,19,19,9,17,2,2,0,5,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,24.0,25.4,11.6,22.4,3165000000,1923700000,1241300000,918680000,611060000,307620000,1197600000,633880000,563710000,253210000,158480000,94729000,795520000,520300000,275220000,,,,1599,1256;2005;2168;2987;5012;5264;5688;7603;7604;7807;8299;10779;10955;11045;11046;11233;11548;12277;12352;13232;13392;13936;14874;15435;16534,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1310;2097;2271;3120;5223;5501;5946;7965;7966;8175;8686;11264;11445;11542;11543;11739;12072;12819;12896;13798;13958;14519;15480;16057;17196,3735;3736;3737;3738;6057;6058;6059;6569;6570;6571;6572;8815;8816;8817;14346;14347;14348;15171;15172;16391;16392;22089;22090;22091;22092;22628;22629;22630;22631;22632;22633;24041;31242;31243;31244;31245;31720;31721;31722;32005;32006;32007;32008;32009;32480;33368;33369;33370;35435;35436;35437;35637;37970;38352;38353;39920;39921;42633;42634;42635;44262;44263;47463;47464;47465,7156;7157;7158;7159;7160;7161;11944;11945;11946;11947;11948;13024;13025;13026;13027;13028;13029;13030;13031;13032;17279;17280;27579;27580;27581;27582;29093;31347;31348;31349;42266;42267;42268;42269;42270;42271;43344;43345;43346;43347;43348;43349;43350;43351;43352;43353;45856;59104;59105;59106;59107;59108;59109;59110;59111;59112;60041;60042;60043;60044;60045;60046;60047;60048;60049;60050;60537;60538;60539;60540;60541;60542;60543;61388;61389;62946;66917;66918;66919;66920;67321;67322;71424;72093;72094;72095;72096;72097;72098;75017;75018;75019;75020;80042;80043;80044;80045;80046;83529;89867;89868;89869;89870,7159;11945;13032;17280;27582;29093;31349;42270;42271;43352;45856;59107;60044;60542;60543;61388;62946;66920;67321;71424;72098;75018;80043;83529;89867,,,,,-1;-1,protein_1600,quanti,quanti,quanti,quanti
SARS,0.448642485113457,0.342202216904672,P49591;Q5T5C7,P49591;Q5T5C7,6;6,6;6,6;6,"Serine--tRNA ligase, cytoplasmic","sp|P49591|SYSC_HUMAN Serine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=SARS1 PE=1 SV=3;tr|Q5T5C7|Q5T5C7_HUMAN Serine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=SARS1 PE=1 SV=1",2,6,6,6,4,5,5,5,4,5,5,5,4,5,5,5,11.9,11.9,11.9,58.777,514,514;536,0.0,7.1229,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.44742,1.0658,18.314,19,2,Leave out requantified,0.39051,0.55469,0.44037,0.44303,0.89157,1.1682,0.96149,1.3918,6.2434,31.004,3.4718,8.9151,4,5,5,5,1,0,0,1,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,8.6,9.5,10.9,10.9,499580000,337420000,162160000,49273000,34757000,14516000,114040000,75663000,38379000,121250000,77525000,43726000,215020000,149470000,65542000,,,,1600,4078;5899;8088;9644;9645;16920,True;True;True;True;True;True,4253;6168;8472;10092;10093;17616,11707;11708;11709;11710;16992;16993;23460;23461;23462;23463;28123;28124;28125;28126;28127;48713;48714;48715;48716,22514;22515;22516;32484;44902;44903;44904;44905;53513;53514;53515;53516;53517;53518;53519;53520;53521;53522;92269;92270;92271;92272;92273;92274;92275,22516;32484;44903;53516;53520;92273,,,,,-1;-1,protein_1601,quanti,quanti,quanti,quanti
PSMB3,-0.945062021906253,0.145950788428429,P49720;A0A087WXQ8;A0A087WY10;A0A087WUL2,P49720;A0A087WXQ8;A0A087WY10;A0A087WUL2,8;7;7;7,8;7;7;7,8;7;7;7,Proteasome subunit beta type-3,sp|P49720|PSB3_HUMAN Proteasome subunit beta type-3 OS=Homo sapiens OX=9606 GN=PSMB3 PE=1 SV=2;tr|A0A087WXQ8|A0A087WXQ8_HUMAN Proteasome subunit beta type-3 OS=Homo sapiens OX=9606 GN=PSMB3 PE=1 SV=1;tr|A0A087WY10|A0A087WY10_HUMAN Proteasome subunit beta t,4,8,8,8,5,4,3,3,5,4,3,3,5,4,3,3,45.4,45.4,45.4,22.949,205,205;107;112;145,0.0,20.072,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.28693,0.82928,11.836,17,6,Leave out requantified,0.2876,0.31515,0.39433,0.27466,0.84147,0.87426,0.85445,0.80322,5.1983,7.9615,35.313,30.454,6,5,3,3,2,1,2,1,Leave out requantified,Leave out requantified,Median,Median,28.8,27.3,20.0,23.4,663180000,489900000,173280000,145620000,112300000,33317000,191240000,139860000,51379000,91514000,54789000,36724000,234810000,182960000,51855000,,,,1601,3957;3979;4366;9945;9946;10867;12734;13983,True;True;True;True;True;True;True;True,4131;4153;4546;10403;10404;11353;13287;14568,11395;11396;11397;11444;11445;11446;12502;12503;12504;12505;28967;28968;31493;31494;31495;36656;40053;40054,21983;21984;21985;21986;21987;21988;22055;23978;23979;23980;23981;55072;55073;59591;59592;59593;59594;59595;69110;75270;75271;75272;75273;75274;75275,21988;22055;23979;55072;55073;59593;69110;75273,,,,,-1;-1;-1;-1,protein_1602,quanti,quanti,quanti,quanti
PSMB2,0.255152324306302,0.469865736271825,P49721;A0A087WVV1,P49721,9;2,9;2,9;2,Proteasome subunit beta type-2,sp|P49721|PSB2_HUMAN Proteasome subunit beta type-2 OS=Homo sapiens OX=9606 GN=PSMB2 PE=1 SV=1,2,9,9,9,5,5,4,5,5,5,4,5,5,5,4,5,44.8,44.8,44.8,22.836,201,201;84,0.0,17.031,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.29786,0.94853,16.51,18,8,Leave out requantified,0.31591,0.37392,0.31555,0.3142,1.102,0.79148,0.92011,1.0268,22.633,19.716,16.368,9.1124,4,5,4,5,1,3,1,3,Leave out requantified,Median,Leave out requantified,Median,30.8,35.3,30.3,31.3,954060000,706250000,247810000,140230000,98838000,41394000,189090000,145180000,43916000,221800000,159950000,61852000,402930000,302290000,100650000,,,,1602,4050;6775;11132;11523;11524;11857;11858;11972;16131,True;True;True;True;True;True;True;True;True,4224;7095;11633;12044;12045;12392;12393;12507;16775,11635;11636;11637;11638;19590;19591;32217;32218;33301;33302;34245;34246;34247;34248;34249;34569;34570;46323;46324;46325;46326,22384;22385;22386;22387;22388;37582;37583;37584;60918;60919;62835;62836;62837;62838;64629;64630;64631;64632;64633;64634;65252;65253;65254;65255;65256;87657;87658;87659,22386;37582;60919;62835;62838;64629;64634;65256;87657,,,,,-1;-1,protein_1603,quanti,quanti,quanti,quanti
MCM2,0.0173950523594257,0.962777379398924,P49736;H0Y8E6,P49736;H0Y8E6,22;21,22;21,22;21,DNA replication licensing factor MCM2,sp|P49736|MCM2_HUMAN DNA replication licensing factor MCM2 OS=Homo sapiens OX=9606 GN=MCM2 PE=1 SV=4;tr|H0Y8E6|H0Y8E6_HUMAN DNA helicase (Fragment) OS=Homo sapiens OX=9606 GN=MCM2 PE=1 SV=1,2,22,22,22,11,14,11,14,11,14,11,14,11,14,11,14,28.1,28.1,28.1,101.89,904,904;836,0.0,70.965,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.41034,1.045,26.083,51,19,Leave out requantified,0.43204,0.59326,0.31751,0.30648,1.1231,1.5567,0.80844,0.97316,29.595,26.491,22.334,17.104,11,14,11,15,3,5,4,7,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,13.5,20.5,16.6,20.1,2661100000,1719200000,941890000,506900000,268580000,238320000,714680000,382920000,331750000,470930000,344790000,126140000,968550000,722870000,245680000,,,,1603,662;863;864;2394;2802;3568;3569;3690;3839;3924;5227;5228;6546;7405;11661;12740;12819;12855;14286;16268;17426;18149,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,684;892;893;2502;2931;3722;3723;3851;4011;4097;5462;5463;5464;6856;7759;12193;13293;13374;13410;14877;16920;18142;18883,1860;1861;2465;2466;2467;2468;2469;7168;7169;8370;8371;8372;10314;10315;10316;10317;10318;10319;10635;11070;11071;11303;15068;15069;15070;15071;15072;15073;15074;18946;18947;18948;21519;21520;33698;36667;36668;36669;36878;36879;36880;36881;36975;36976;36977;40948;46725;50133;50134;50135;50136;52178,3510;3511;3512;3513;3514;3515;3516;4682;4683;4684;4685;4686;4687;4688;4689;14048;14049;16463;16464;16465;16466;19967;19968;19969;19970;19971;19972;19973;19974;19975;19976;19977;19978;19979;20542;21387;21388;21816;28908;28909;28910;28911;28912;28913;28914;28915;28916;28917;28918;28919;28920;28921;36336;36337;36338;36339;36340;36341;36342;36343;41229;41230;41231;41232;41233;63591;63592;69128;69129;69130;69131;69132;69133;69134;69135;69136;69527;69528;69529;69530;69531;69532;69533;69534;69717;69718;69719;76904;88433;95018;95019;95020;95021;95022;95023;95024;95025;95026;98828,3513;4683;4685;14048;16464;19969;19976;20542;21388;21816;28911;28921;36341;41233;63592;69131;69528;69719;76904;88433;95021;98828,,,,,-1;-1,protein_1604,quanti,quanti,quanti,quanti
ACADVL,1.45088508880261,0.0335875542208303,P49748;G3V1M7;J3QRJ8;J3KSR4;K7EQP4;K7EMF8;J3QKU9;K7EJW8,P49748,17;7;4;4;2;1;1;1,17;7;4;4;2;1;1;1,17;7;4;4;2;1;1;1,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial","sp|P49748|ACADV_HUMAN Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADVL PE=1 SV=1",8,17,17,17,7,5,15,10,7,5,15,10,7,5,15,10,31.8,31.8,31.8,70.389,655,655;282;194;204;224;45;155;157,0.0,93.402,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.40977,1.1191,18.27,34,12,Leave out requantified,0.39896,0.5178,0.40977,0.30161,1.2107,1.3246,1.172,0.8157,32.569,14.33,18.199,24.906,7,4,14,9,2,1,5,4,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,11.6,9.3,28.7,16.8,1657000000,1150100000,506960000,154320000,103510000,50812000,175140000,111140000,64002000,852880000,591650000,261230000,474690000,343770000,130920000,,,,1604,676;1128;3969;5010;5113;5170;6554;6563;6733;7328;7513;8620;10835;12171;13716;15754;15755,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,699;1175;4143;5221;5335;5400;6864;6873;7051;7678;7871;9024;11321;12709;14292;16383;16384,1898;1899;1900;1901;3327;3328;11424;11425;14341;14342;14343;14688;14907;14908;14909;14910;18966;18967;18968;18979;19470;19471;21290;21837;21838;21839;21840;25069;31397;31398;35142;39254;39255;39256;45161;45162;45163;45164,3580;3581;3582;3583;3584;6356;6357;6358;6359;22026;22027;27575;27576;27577;28201;28642;28643;28644;28645;28646;28647;28648;28649;28650;28651;36380;36381;36382;36394;37393;37394;40774;41821;41822;41823;41824;41825;41826;41827;41828;41829;41830;47738;59414;59415;66386;66387;73752;73753;85284;85285;85286;85287;85288,3580;6359;22027;27576;28201;28643;36380;36394;37393;40774;41822;47738;59414;66386;73752;85285;85287,,,,,-1;-1;-1;-1;-1;-1;-1;-1,protein_1605,quanti,quanti,quanti,quanti
TMED10,0.893610516516276,0.0457987282990073,P49755;G3V2K7,P49755;G3V2K7,7;4,7;4,7;4,Transmembrane emp24 domain-containing protein 10,sp|P49755|TMEDA_HUMAN Transmembrane emp24 domain-containing protein 10 OS=Homo sapiens OX=9606 GN=TMED10 PE=1 SV=2;tr|G3V2K7|G3V2K7_HUMAN Transmembrane emp24 domain-containing protein 10 OS=Homo sapiens OX=9606 GN=TMED10 PE=1 SV=1,2,7,7,7,3,3,6,7,3,3,6,7,3,3,6,7,31.1,31.1,31.1,24.976,219,219;153,0.0,13.559,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.42937,1.2258,15.137,26,5,Leave out requantified,0.35071,0.44952,0.43218,0.40307,1.6686,1.135,1.1525,1.3597,39.065,7.9653,19.517,14.616,4,4,9,9,1,0,1,3,Linear,Leave out requantified,Leave out requantified,Leave out requantified,16.4,18.7,31.1,31.1,1394400000,944440000,449960000,163770000,116590000,47179000,198980000,128000000,70982000,561790000,374370000,187420000,469870000,325490000,144380000,,,,1605,5693;7225;7518;7519;9443;12426;13278,True;True;True;True;True;True;True,5951;7572;7876;7877;9883;12971;13844,16403;16404;16405;20995;20996;21850;21851;21852;21853;21854;27539;27540;27541;27542;27543;27544;27545;27546;35834;35835;35836;35837;38072;38073;38074;38075,31372;31373;31374;31375;31376;31377;31378;40256;40257;41843;41844;41845;41846;41847;41848;41849;41850;52477;52478;52479;52480;52481;52482;52483;52484;52485;52486;52487;52488;52489;52490;52491;67648;67649;67650;67651;71580;71581;71582;71583;71584;71585;71586;71587;71588;71589;71590,31375;40256;41843;41846;52490;67648;71590,,,,,-1;-1,protein_1606,quanti,quanti,quanti,quanti
RBM25,22.4543374613869,3.56224638326041e-08,P49756;E9PQU5,P49756;E9PQU5,5;4,5;4,5;4,RNA-binding protein 25,sp|P49756|RBM25_HUMAN RNA-binding protein 25 OS=Homo sapiens OX=9606 GN=RBM25 PE=1 SV=3;tr|E9PQU5|E9PQU5_HUMAN RNA-binding protein 25 (Fragment) OS=Homo sapiens OX=9606 GN=RBM25 PE=1 SV=1,2,5,5,5,0,0,5,5,0,0,5,5,0,0,5,5,7.4,7.4,7.4,100.18,843,843;243,0.0,10.471,,,By MS/MS,By MS/MS,0.31601,0.98811,10.571,9,3,Leave out requantified,,,0.33126,0.30615,,,0.9968,0.9795,,,6.0266,16.141,0,0,4,5,0,0,1,2,Median,Median,Leave out requantified,Leave out requantified,0.0,0.0,7.4,7.4,465120000,338380000,126740000,0,0,0,0,0,0,211360000,149050000,62314000,253760000,189330000,64427000,,,,1606,3708;4671;9638;9654;10040,True;True;True;True;True,3870;4856;10086;10103;10499,10685;10686;13338;13339;28105;28106;28160;28161;29192;29193,20641;20642;25555;25556;25557;25558;53495;53496;53618;53619;53620;55486;55487;55488,20641;25555;53496;53619;55488,,,,,-1;-1,protein_1607,quanti,quanti,imputed MEC,imputed MEC
