DTL_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
PPT1,-0.860348516,0.00132852161014344,0,P50897;A0A2C9F2P4;A0A286YFF7;Q5T0S4;A0A286YFE3;A0A286YFL8;E9PK48;E9PIA8;E9PSE5,P50897;A0A2C9F2P4;A0A286YFF7;Q5T0S4;A0A286YFE3;A0A286YFL8;E9PK48;E9PIA8,4;4;4;3;3;3;2;2;1,4;4;4;3;3;3;2;2;1,4;4;4;3;3;3;2;2;1,Palmitoyl-protein thioesterase 1,PPT1,sp|P50897|PPT1_HUMAN Palmitoyl-protein thioesterase 1 OS=Homo sapiens OX=9606 GN=PPT1 PE=1 SV=1;tr|A0A2C9F2P4|A0A2C9F2P4_HUMAN Palmitoyl-protein thioesterase 1 OS=Homo sapiens OX=9606 GN=PPT1 PE=1 SV=1;tr|A0A286YFF7|A0A286YFF7_HUMAN Palmitoyl-protein thioe,4,4,24.8,306
CAMK2B;CAMK2G,-0.1010448852,0.473788810699554,0,Q13554;Q8WU40;A0A2Q3DQE3;Q5SWX3;Q13555;H0Y6G2;H7BXS4;E7EQE4;A0A5F9ZH50;D6RFJ0;A0A5F9ZHR5;A0A5F9ZH21;E9PBE8;A0A5F9ZHM9;A0A5F9ZHY2;A0A5F9ZH90;H7C394;H7BZC6;Q9UQM7;A0A5K1VW76,Q13554;Q8WU40;A0A2Q3DQE3;Q5SWX3;Q13555;H0Y6G2;H7BXS4,3;3;3;3;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1,3;3;3;3;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1,2;2;2;2;2;2;1;0;0;0;0;0;0;0;0;0;1;1;0;0,Calcium/calmodulin-dependent protein kinase type II subunit beta;Calcium/calmodulin-dependent protein kinase type II subunit gamma,CAMK2B;CAMK2G,sp|Q13554|KCC2B_HUMAN Calcium/calmodulin-dependent protein kinase type II subunit beta OS=Homo sapiens OX=9606 GN=CAMK2B PE=1 SV=3;tr|Q8WU40|Q8WU40_HUMAN CAMK2G protein (Fragment) OS=Homo sapiens OX=9606 GN=CAMK2G PE=1 SV=2;tr|A0A2Q3DQE3|A0A2Q3DQE3_HUMAN C,3,2,5.7,666
OPA1,0.1300438735,0.372756330885064,0,O60313;A0A2R8Y3X5;A0A2R8YE78;A0A2R8YDM2;C9JMB8;E5KLJ9;A0A2R8Y4Q3;A0A2R8YD53;A0A2R8YFD1;A0A2R8YGE5;A0A2R8Y4G4;A0A2R8YE54;H7C141,O60313;A0A2R8Y3X5;A0A2R8YE78;A0A2R8YDM2;C9JMB8;E5KLJ9;A0A2R8Y4Q3;A0A2R8YD53;A0A2R8YFD1;A0A2R8YGE5;A0A2R8Y4G4;A0A2R8YE54,8;8;8;8;8;8;5;5;5;5;4;4;1,8;8;8;8;8;8;5;5;5;5;4;4;1,8;8;8;8;8;8;5;5;5;5;4;4;1,"Dynamin-like 120 kDa protein, mitochondrial;Dynamin-like 120 kDa protein, form S1",OPA1,"sp|O60313|OPA1_HUMAN Dynamin-like 120 kDa protein, mitochondrial OS=Homo sapiens OX=9606 GN=OPA1 PE=1 SV=3;tr|A0A2R8Y3X5|A0A2R8Y3X5_HUMAN Dynamin-like 120 kDa protein, mitochondrial OS=Homo sapiens OX=9606 GN=OPA1 PE=1 SV=1;tr|A0A2R8YE78|A0A2R8YE78_HUMAN D",8,8,9.5,960
CD9,-0.0163986548,0.909482248463559,0,P21926;A6NNI4;A0A2R8Y478;G8JLH6,P21926;A6NNI4;A0A2R8Y478;G8JLH6,2;2;2;2,2;2;2;2,2;2;2;2,CD9 antigen;Tetraspanin,CD9,sp|P21926|CD9_HUMAN CD9 antigen OS=Homo sapiens OX=9606 GN=CD9 PE=1 SV=4;tr|A6NNI4|A6NNI4_HUMAN Tetraspanin OS=Homo sapiens OX=9606 GN=CD9 PE=1 SV=1;tr|A0A2R8Y478|A0A2R8Y478_HUMAN Tetraspanin OS=Homo sapiens OX=9606 GN=CD9 PE=1 SV=1;tr|G8JLH6|G8JLH6_HUMAN ,2,2,15.4,228
CTNNB1,0.0798527163,0.582808380909396,0,P35222;A0A2R8Y804;A0A2R8Y543;A0A2R8YCH5;A0A2R8Y7Z0;A0A2R8Y5A3;A0A2R8Y750;A0A2R8Y5Z1;B4DGU4;A0A2R8Y5C3;A0A2R8Y6G0;A0A2R8Y815;P14923;A0A2R8YG06,P35222;A0A2R8Y804;A0A2R8Y543;A0A2R8YCH5;A0A2R8Y7Z0;A0A2R8Y5A3;A0A2R8Y750;A0A2R8Y5Z1;B4DGU4;A0A2R8Y5C3,10;10;10;10;10;10;9;9;9;8;3;2;1;1,10;10;10;10;10;10;9;9;9;8;3;2;1;1,10;10;10;10;10;10;9;9;9;8;3;2;1;1,Catenin beta-1,CTNNB1,sp|P35222|CTNB1_HUMAN Catenin beta-1 OS=Homo sapiens OX=9606 GN=CTNNB1 PE=1 SV=1;tr|A0A2R8Y804|A0A2R8Y804_HUMAN Catenin beta-1 OS=Homo sapiens OX=9606 GN=CTNNB1 PE=1 SV=1;tr|A0A2R8Y543|A0A2R8Y543_HUMAN Catenin beta-1 OS=Homo sapiens OX=9606 GN=CTNNB1 PE=1 ,10,10,15.2,781
POLR1C,2.0551856012,0.00812545060915443,1,O15160;A0A2R8YEZ4;A0A2R8Y5D3;A0A2R8Y8D6;E7EQB9;H0Y723;A0A2R8YEY5;D6RDJ3,O15160;A0A2R8YEZ4;A0A2R8Y5D3;A0A2R8Y8D6;E7EQB9;H0Y723;A0A2R8YEY5;D6RDJ3,6;6;6;5;5;4;4;3,6;6;6;5;5;4;4;3,6;6;6;5;5;4;4;3,DNA-directed RNA polymerases I and III subunit RPAC1,POLR1C,sp|O15160|RPAC1_HUMAN DNA-directed RNA polymerases I and III subunit RPAC1 OS=Homo sapiens OX=9606 GN=POLR1C PE=1 SV=1;tr|A0A2R8YEZ4|A0A2R8YEZ4_HUMAN DNA-directed RNA polymerases I and III subunit RPAC1 OS=Homo sapiens OX=9606 GN=POLR1C PE=1 SV=1;tr|A0A2R8,6,6,20.5,346
TPM4,0.2694275836,0.103204767812319,0,P67936;A0A2R8YGX3;A0A2R8Y5V9;A0A2R8YEU4;A0A2R8YH90;A0A2R8YE05;K7ENT6;A0A2R8YHD2;A0A590UJB9;A0A590UK79;A0A5F9UN72,P67936;A0A2R8YGX3;A0A2R8Y5V9;A0A2R8YEU4;A0A2R8YH90;A0A2R8YE05;K7ENT6;A0A2R8YHD2,14;14;14;8;8;8;8;8;6;6;3,8;8;8;2;2;2;2;2;6;6;2,7;7;7;1;1;1;1;1;6;6;1,Tropomyosin alpha-4 chain,TPM4,sp|P67936|TPM4_HUMAN Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=3;tr|A0A2R8YGX3|A0A2R8YGX3_HUMAN Tropomyosin alpha-4 chain OS=Homo sapiens OX=9606 GN=TPM4 PE=1 SV=1;tr|A0A2R8Y5V9|A0A2R8Y5V9_HUMAN Tropomyosin alpha-4 chain OS=Homo sap,14,7,39.1,248
RPS14,-0.01690801,0.896165426297327,0,P62263;A0A2R8Y811;E5RH77,P62263;A0A2R8Y811;E5RH77,11;11;6,11;11;6,11;11;6,40S ribosomal protein S14,RPS14,sp|P62263|RS14_HUMAN 40S ribosomal protein S14 OS=Homo sapiens OX=9606 GN=RPS14 PE=1 SV=3;tr|A0A2R8Y811|A0A2R8Y811_HUMAN 40S ribosomal protein S14 (Fragment) OS=Homo sapiens OX=9606 GN=RPS14 PE=1 SV=1;tr|E5RH77|E5RH77_HUMAN 40S ribosomal protein S14 OS=Hom,11,11,45.7,151
RPS24,0.3211708623,0.0729697231898047,0,P62847;E7ETK0;A0A2R8Y849;A0A2R8YD14;A0A2R8Y8A0,P62847;E7ETK0;A0A2R8Y849;A0A2R8YD14;A0A2R8Y8A0,11;11;11;11;6,11;11;11;11;6,11;11;11;11;6,40S ribosomal protein S24,RPS24,sp|P62847|RS24_HUMAN 40S ribosomal protein S24 OS=Homo sapiens OX=9606 GN=RPS24 PE=1 SV=1;tr|E7ETK0|E7ETK0_HUMAN 40S ribosomal protein S24 OS=Homo sapiens OX=9606 GN=RPS24 PE=1 SV=1;tr|A0A2R8Y849|A0A2R8Y849_HUMAN 40S ribosomal protein S24 OS=Homo sapiens O,11,11,50.4,133
PFKM,0.0689681095,0.595916362824656,0,P08237;F8VZI0;A0A2R8Y891;F8VP00;F8VTQ3;F8VW30;F8VUB8;F8VYK8;F8VX13;F8VZQ1;F8VVE3,P08237;F8VZI0;A0A2R8Y891,8;8;8;3;2;2;2;2;2;2;2,7;7;7;3;2;2;2;2;2;2;2,5;5;5;2;0;0;0;0;0;0;0,"ATP-dependent 6-phosphofructokinase, muscle type",PFKM,"sp|P08237|PFKAM_HUMAN ATP-dependent 6-phosphofructokinase, muscle type OS=Homo sapiens OX=9606 GN=PFKM PE=1 SV=2;tr|F8VZI0|F8VZI0_HUMAN ATP-dependent 6-phosphofructokinase, muscle type OS=Homo sapiens OX=9606 GN=PFKM PE=1 SV=10;tr|A0A2R8Y891|A0A2R8Y891_HUM",8,5,13.5,780
HSD17B4,-0.3351249342,0.0901105954874978,0,P51659;A0A2R8YD50;E7EWE5;E7ER27;G5E9S2;E7ET17;A0A2R8YDT8;A0A2R8Y7L2;A0A2R8YF45;E7EPL9;A0A2R8Y7W2;A0A2R8YEG2,P51659;A0A2R8YD50;E7EWE5;E7ER27;G5E9S2;E7ET17;A0A2R8YDT8;A0A2R8Y7L2,16;16;13;12;9;9;8;8;7;6;3;2,16;16;13;12;9;9;8;8;7;6;3;2,16;16;13;12;9;9;8;8;7;6;3;2,Peroxisomal multifunctional enzyme type 2;(3R)-hydroxyacyl-CoA dehydrogenase;Enoyl-CoA hydratase 2,HSD17B4,sp|P51659|DHB4_HUMAN Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens OX=9606 GN=HSD17B4 PE=1 SV=3;tr|A0A2R8YD50|A0A2R8YD50_HUMAN Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens OX=9606 GN=HSD17B4 PE=1 SV=1;tr|E7EWE5|E7EWE5_HUMAN Peroxis,16,16,31.5,736
CSNK2A1;CSNK2A3,-0.4394889589,0.0884953417769415,0,P68400;E7EU96;A0A2R8YD58;A0A2R8YF43;A0A2R8Y5A0;Q8NEV1;A0A2R8YFU2;A0A2R8YDP2;A0A2R8Y4D6;A0A2R8Y4H0;V9GYA2;A0A087WY74;A0A2R8YDY7;A0A2R8YEW1;A0A2R8Y3W6;A0A2R8Y797;A0A2R8YCK2;A0A2R8YF47;V9GY80;A0A2R8YEL7;A0A2R8Y7T1,P68400;E7EU96;A0A2R8YD58;A0A2R8YF43;A0A2R8Y5A0;Q8NEV1;A0A2R8YFU2;A0A2R8YDP2;A0A2R8Y4D6;A0A2R8Y4H0,9;9;9;9;8;8;6;6;5;5;4;3;3;2;1;1;1;1;1;1;1,9;9;9;9;8;8;6;6;5;5;4;3;3;2;1;1;1;1;1;1;1,9;9;9;9;8;8;6;6;5;5;4;3;3;2;1;1;1;1;1;1;1,Casein kinase II subunit alpha;Casein kinase II subunit alpha 3,CSNK2A1;CSNK2A3,sp|P68400|CSK21_HUMAN Casein kinase II subunit alpha OS=Homo sapiens OX=9606 GN=CSNK2A1 PE=1 SV=1;tr|E7EU96|E7EU96_HUMAN Casein kinase II subunit alpha OS=Homo sapiens OX=9606 GN=CSNK2A1 PE=1 SV=1;tr|A0A2R8YD58|A0A2R8YD58_HUMAN Casein kinase II subunit alp,9,9,37.3,391
RPL15,0.4188980356,0.0252944396782578,0,P61313;A0A2R8YEM3;E7EQV9;E7ENU7;E7EX53;A0A2R8Y738,P61313;A0A2R8YEM3;E7EQV9;E7ENU7;E7EX53;A0A2R8Y738,11;11;11;9;6;6,11;11;11;9;6;6,11;11;11;9;6;6,60S ribosomal protein L15;Ribosomal protein L15,RPL15,sp|P61313|RL15_HUMAN 60S ribosomal protein L15 OS=Homo sapiens OX=9606 GN=RPL15 PE=1 SV=2;tr|A0A2R8YEM3|A0A2R8YEM3_HUMAN Ribosomal protein L15 (Fragment) OS=Homo sapiens OX=9606 GN=RPL15 PE=1 SV=1;tr|E7EQV9|E7EQV9_HUMAN Ribosomal protein L15 (Fragment) OS=,11,11,35.8,204
TPP1,-1.0371582754,0.00135368841584403,1,O14773;A0A2R8YGD1;A0A2R8Y7I4;A0A2R8Y7U1;A0A2R8YD45;A0A2R8YD72;A0A2R8YDY1,O14773;A0A2R8YGD1;A0A2R8Y7I4;A0A2R8Y7U1;A0A2R8YD45,5;5;3;3;3;1;1,5;5;3;3;3;1;1,5;5;3;3;3;1;1,Tripeptidyl-peptidase 1,TPP1,sp|O14773|TPP1_HUMAN Tripeptidyl-peptidase 1 OS=Homo sapiens OX=9606 GN=TPP1 PE=1 SV=2;tr|A0A2R8YGD1|A0A2R8YGD1_HUMAN Tripeptidyl-peptidase 1 OS=Homo sapiens OX=9606 GN=TPP1 PE=1 SV=1;tr|A0A2R8Y7I4|A0A2R8Y7I4_HUMAN Tripeptidyl-peptidase 1 OS=Homo sapiens O,5,5,13.9,563
EEF1A2,0.136414595,0.548593985318773,0,Q05639;A0A2U3TZH3;A0A2R8Y488;A0A2R8Y660;A0A2R8YDN5,Q05639;A0A2U3TZH3,25;25;11;10;7,9;9;2;2;2,9;9;2;2;2,Elongation factor 1-alpha 2,EEF1A2,sp|Q05639|EF1A2_HUMAN Elongation factor 1-alpha 2 OS=Homo sapiens OX=9606 GN=EEF1A2 PE=1 SV=1;tr|A0A2U3TZH3|A0A2U3TZH3_HUMAN Elongation factor 1-alpha OS=Homo sapiens OX=9606 GN=EEF1A2 PE=1 SV=1,25,9,60,463
CD59,-0.0102569854,0.935109959660687,0,P13987;E9PNW4;A0A2U3TZL5;H0YET2,P13987;E9PNW4;A0A2U3TZL5,6;6;6;2,6;6;6;2,6;6;6;2,CD59 glycoprotein,CD59,sp|P13987|CD59_HUMAN CD59 glycoprotein OS=Homo sapiens OX=9606 GN=CD59 PE=1 SV=1;tr|E9PNW4|E9PNW4_HUMAN UPAR/Ly6 domain-containing protein OS=Homo sapiens OX=9606 PE=1 SV=1;tr|A0A2U3TZL5|A0A2U3TZL5_HUMAN CD59 glycoprotein (Fragment) OS=Homo sapiens OX=9606,6,6,28.1,128
NDUFA6,0.3426183557,0.0885735184844361,0,P56556;R4GN43;A0A2Y9D025,P56556;R4GN43;A0A2Y9D025,1;1;1,1;1;1,1;1;1,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6,NDUFA6,sp|P56556|NDUA6_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 OS=Homo sapiens OX=9606 GN=NDUFA6 PE=1 SV=4;tr|R4GN43|R4GN43_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 OS=Homo sapiens OX=9606 GN=NDUFA6 PE=1 SV=1;t,1,1,6.2,128
MTHFD1,-0.1213494225,0.442840231765748,0,P11586;V9GYY3;A0A384N5Y3;F5H2F4;V9GZ78;A0A494C1T2,P11586;V9GYY3;A0A384N5Y3;F5H2F4;V9GZ78;A0A494C1T2,53;53;53;53;47;36,53;53;53;53;47;36,52;52;52;52;46;35,"C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase;C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed",MTHFD1,"sp|P11586|C1TC_HUMAN C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=3;tr|V9GYY3|V9GYY3_HUMAN C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=2;tr|A0A384N5Y3|A0A384N5Y3_HUMAN C-1-tet",53,52,55.3,935
CTPS1,0.6350133856,0.0175046615391481,0,P17812;A0A3B3IRI2;A0A3B3IRQ8;A0A3B3ITF6;B4E1E0;A0A3B3ITB8;A0A3B3ISY3;A0A3B3ITH9;Q9NRF8,P17812;A0A3B3IRI2;A0A3B3IRQ8;A0A3B3ITF6;B4E1E0;A0A3B3ITB8,27;27;23;23;21;17;5;5;2,27;27;23;23;21;17;5;5;2,27;27;23;23;21;17;5;5;2,CTP synthase 1;CTP synthase,CTPS1,sp|P17812|PYRG1_HUMAN CTP synthase 1 OS=Homo sapiens OX=9606 GN=CTPS1 PE=1 SV=2;tr|A0A3B3IRI2|A0A3B3IRI2_HUMAN CTP synthase OS=Homo sapiens OX=9606 GN=CTPS1 PE=1 SV=1;tr|A0A3B3IRQ8|A0A3B3IRQ8_HUMAN CTP synthase OS=Homo sapiens OX=9606 GN=CTPS1 PE=1 SV=1;tr,27,27,53.5,591
MOGS,-0.1506792152,0.414193802013252,0,Q13724;A0A3B3IRK6;A0A3B3IRW2;A0A3B3IS52;C9JDQ1;A0A3B3ITC1,Q13724;A0A3B3IRK6;A0A3B3IRW2;A0A3B3IS52,7;7;6;4;1;1,7;7;6;4;1;1,7;7;6;4;1;1,Mannosyl-oligosaccharide glucosidase,MOGS,sp|Q13724|MOGS_HUMAN Mannosyl-oligosaccharide glucosidase OS=Homo sapiens OX=9606 GN=MOGS PE=1 SV=5;tr|A0A3B3IRK6|A0A3B3IRK6_HUMAN Mannosyl-oligosaccharide glucosidase (Fragment) OS=Homo sapiens OX=9606 GN=MOGS PE=1 SV=1;tr|A0A3B3IRW2|A0A3B3IRW2_HUMAN Mann,7,7,13.3,837
HEBP1,-0.9727948081,0.00162133116720146,0,Q9NRV9;A0A3B3IRV5;H0YG71;F5GWX2,Q9NRV9;A0A3B3IRV5,5;5;1;1,5;5;1;1,5;5;1;1,Heme-binding protein 1,HEBP1,sp|Q9NRV9|HEBP1_HUMAN Heme-binding protein 1 OS=Homo sapiens OX=9606 GN=HEBP1 PE=1 SV=1;tr|A0A3B3IRV5|A0A3B3IRV5_HUMAN Heme-binding protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=HEBP1 PE=1 SV=1,5,5,32.8,189
PPP1R12A,0.1013271828,0.586712110572903,0,O14974;H0YIS4;H0YHI8;A0A3B3ISH4;F8VZN8,O14974;H0YIS4;H0YHI8;A0A3B3ISH4;F8VZN8,1;1;1;1;1,1;1;1;1;1,1;1;1;1;1,Protein phosphatase 1 regulatory subunit 12A,PPP1R12A,sp|O14974|MYPT1_HUMAN Protein phosphatase 1 regulatory subunit 12A OS=Homo sapiens OX=9606 GN=PPP1R12A PE=1 SV=1;tr|H0YIS4|H0YIS4_HUMAN Protein phosphatase 1 regulatory subunit 12A (Fragment) OS=Homo sapiens OX=9606 GN=PPP1R12A PE=1 SV=1;tr|H0YHI8|H0YHI8_H,1,1,1,1030
MCM4,-0.4192076602,0.0347098793798584,0,P33991;A0A3B3IU45;A0A3B3IT92;A0A3B3ITP6;A0A3B3IS57;E5RG31;A0A3B3IRR8;Q9UJA3;A0A494C100,P33991;A0A3B3IU45;A0A3B3IT92;A0A3B3ITP6;A0A3B3IS57;E5RG31,27;27;27;22;21;19;6;1;1,27;27;27;22;21;19;6;1;1,27;27;27;22;21;19;6;1;1,DNA replication licensing factor MCM4,MCM4,sp|P33991|MCM4_HUMAN DNA replication licensing factor MCM4 OS=Homo sapiens OX=9606 GN=MCM4 PE=1 SV=5;tr|A0A3B3IU45|A0A3B3IU45_HUMAN DNA helicase OS=Homo sapiens OX=9606 GN=MCM4 PE=1 SV=1;tr|A0A3B3IT92|A0A3B3IT92_HUMAN DNA helicase OS=Homo sapiens OX=9606 G,27,27,44.4,863
NUP98,0.0958902556,0.51251680178002,0,P52948;A0A3B3ITD8;H0YDA1;H7C3P6,P52948;A0A3B3ITD8,3;3;1;1,3;3;1;1,3;3;1;1,Nuclear pore complex protein Nup98-Nup96;Nuclear pore complex protein Nup98;Nuclear pore complex protein Nup96,NUP98,sp|P52948|NUP98_HUMAN Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens OX=9606 GN=NUP98 PE=1 SV=4;tr|A0A3B3ITD8|A0A3B3ITD8_HUMAN Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens OX=9606 GN=NUP98 PE=1 SV=1,3,3,1.9,1817
RPL29,-0.2303090867,0.299802101871456,0,P47914;A0A3B3ITT5,P47914;A0A3B3ITT5,5;5,5;5,5;5,60S ribosomal protein L29,RPL29,sp|P47914|RL29_HUMAN 60S ribosomal protein L29 OS=Homo sapiens OX=9606 GN=RPL29 PE=1 SV=2;tr|A0A3B3ITT5|A0A3B3ITT5_HUMAN 60S ribosomal protein L29 OS=Homo sapiens OX=9606 GN=RPL29 PE=1 SV=1,5,5,25.8,159
THRAP3,-0.1676245802,0.224952510365169,0,Q9Y2W1;A0A3B3ITZ9,Q9Y2W1;A0A3B3ITZ9,11;11,11;11,11;11,Thyroid hormone receptor-associated protein 3,THRAP3,sp|Q9Y2W1|TR150_HUMAN Thyroid hormone receptor-associated protein 3 OS=Homo sapiens OX=9606 GN=THRAP3 PE=1 SV=2;tr|A0A3B3ITZ9|A0A3B3ITZ9_HUMAN Thyroid hormone receptor-associated protein 3 OS=Homo sapiens OX=9606 GN=THRAP3 PE=1 SV=1,11,11,15.5,955
NHP2L1,-0.3166624095,0.204783060819333,0,P55769;B1AHD1;A0A3B3IUA2;A0A3B3IRU2,P55769;B1AHD1;A0A3B3IUA2,7;7;7;3,7;7;7;3,7;7;7;3,"NHP2-like protein 1;NHP2-like protein 1, N-terminally processed",NHP2L1,sp|P55769|NH2L1_HUMAN NHP2-like protein 1 OS=Homo sapiens OX=9606 GN=SNU13 PE=1 SV=3;tr|B1AHD1|B1AHD1_HUMAN Ribonucloprotein OS=Homo sapiens OX=9606 GN=SNU13 PE=1 SV=1;tr|A0A3B3IUA2|A0A3B3IUA2_HUMAN Ribonucloprotein OS=Homo sapiens OX=9606 GN=SNU13 PE=1 SV,7,7,47.7,128
GLA,-0.9715011917,0.00260403749848062,0,P06280;A0A3B3IUC4;A0A669KAY7;A0A669KB83;A0A3B3IRU3;V9GYN5,P06280;A0A3B3IUC4;A0A669KAY7;A0A669KB83;A0A3B3IRU3;V9GYN5,4;4;2;2;2;2,4;4;2;2;2;2,4;4;2;2;2;2,Alpha-galactosidase A,GLA,sp|P06280|AGAL_HUMAN Alpha-galactosidase A OS=Homo sapiens OX=9606 GN=GLA PE=1 SV=1;tr|A0A3B3IUC4|A0A3B3IUC4_HUMAN Alpha-galactosidase OS=Homo sapiens OX=9606 GN=GLA PE=1 SV=1;tr|A0A669KAY7|A0A669KAY7_HUMAN Alpha-galactosidase A (Fragment) OS=Homo sapiens ,4,4,11,429
C11orf98,0.0435377154,0.810462038600311,0,E9PRG8;E9PLD3;A0A494BXY3,E9PRG8;E9PLD3;A0A494BXY3,1;1;1,1;1;1,1;1;1,Uncharacterized protein C11orf98,C11orf98,sp|E9PRG8|CK098_HUMAN Uncharacterized protein C11orf98 OS=Homo sapiens OX=9606 GN=C11orf98 PE=4 SV=2;tr|E9PLD3|E9PLD3_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=4 SV=1;tr|A0A494BXY3|A0A494BXY3_HUMAN Uncharacterized protein C11orf98 OS=Homo sa,1,1,10.6,123
DEK,-0.1427897948,0.463403643493999,0,P35659;H0Y993;A0A494C028;H0Y8X0;A0A494C198;B4DFG0;D6RDA2;D6R9L5,P35659;H0Y993;A0A494C028;H0Y8X0;A0A494C198;B4DFG0,7;7;7;5;5;4;3;3,7;7;7;5;5;4;3;3,7;7;7;5;5;4;3;3,Protein DEK,DEK,"sp|P35659|DEK_HUMAN Protein DEK OS=Homo sapiens OX=9606 GN=DEK PE=1 SV=1;tr|H0Y993|H0Y993_HUMAN DEK oncogene (DNA binding), isoform CRA_b OS=Homo sapiens OX=9606 GN=DEK PE=1 SV=2;tr|A0A494C028|A0A494C028_HUMAN Protein DEK OS=Homo sapiens OX=9606 GN=DEK PE=",7,7,18.9,375
EBP,0.2839126711,0.17304413139931,0,Q15125;C9J719;C9JJ78;A0A494C0F3,Q15125;C9J719;C9JJ78;A0A494C0F3,1;1;1;1,1;1;1;1,1;1;1;1,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",EBP,"sp|Q15125|EBP_HUMAN 3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase OS=Homo sapiens OX=9606 GN=EBP PE=1 SV=3;tr|C9J719|C9J719_HUMAN 3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase (Fragment) OS=Homo sapiens OX=9606 GN=EBP PE=1 SV=8;tr|C9JJ78|C9JJ78_HUM",1,1,7,230
CLUH,0.0666229651,0.697182445919075,0,O75153;K7EIG1;I3L2B0;A0A494C0R8;I3L318,O75153;K7EIG1;I3L2B0;A0A494C0R8,6;6;6;6;2,6;6;6;6;2,6;6;6;6;2,Clustered mitochondria protein homolog,CLUH,sp|O75153|CLU_HUMAN Clustered mitochondria protein homolog OS=Homo sapiens OX=9606 GN=CLUH PE=1 SV=2;tr|K7EIG1|K7EIG1_HUMAN Clustered mitochondria protein homolog (Fragment) OS=Homo sapiens OX=9606 GN=CLUH PE=1 SV=2;tr|I3L2B0|I3L2B0_HUMAN Clustered mitocho,6,6,5,1309
NOP56,-0.1510521325,0.348757495365389,0,O00567;A0A494C128;H0Y653;H0YDU4;Q5JXT2,O00567;A0A494C128;H0Y653;H0YDU4,17;17;10;10;6,17;17;10;10;6,17;17;10;10;6,Nucleolar protein 56,NOP56,sp|O00567|NOP56_HUMAN Nucleolar protein 56 OS=Homo sapiens OX=9606 GN=NOP56 PE=1 SV=4;tr|A0A494C128|A0A494C128_HUMAN Nucleolar protein 56 OS=Homo sapiens OX=9606 GN=NOP56 PE=1 SV=1;tr|H0Y653|H0Y653_HUMAN Nucleolar protein 56 (Fragment) OS=Homo sapiens OX=9,17,17,29.8,594
TPP2,-1.4006299721,0.00236506145682145,1,P29144;A0A494C1B8;Q5VZU9;A0A494C0U1;A0A494C1S6;A0A494C1S4;A0A494C0A3,P29144;A0A494C1B8;Q5VZU9;A0A494C0U1,4;4;4;2;1;1;1,4;4;4;2;1;1;1,4;4;4;2;1;1;1,Tripeptidyl-peptidase 2,TPP2,sp|P29144|TPP2_HUMAN Tripeptidyl-peptidase 2 OS=Homo sapiens OX=9606 GN=TPP2 PE=1 SV=4;tr|A0A494C1B8|A0A494C1B8_HUMAN Tripeptidyl-peptidase 2 OS=Homo sapiens OX=9606 GN=TPP2 PE=1 SV=1;tr|Q5VZU9|Q5VZU9_HUMAN Tripeptidyl-peptidase 2 OS=Homo sapiens OX=9606 G,4,4,6,1249
LBR,-0.1685242509,0.279142732809162,0,Q14739;A0A494C1L1;C9JXK0,Q14739;A0A494C1L1;C9JXK0,4;4;3,4;4;3,4;4;3,Lamin-B receptor,LBR,sp|Q14739|LBR_HUMAN Delta(14)-sterol reductase LBR OS=Homo sapiens OX=9606 GN=LBR PE=1 SV=2;tr|A0A494C1L1|A0A494C1L1_HUMAN Delta(14)-sterol reductase LBR OS=Homo sapiens OX=9606 GN=LBR PE=1 SV=1;tr|C9JXK0|C9JXK0_HUMAN Delta(14)-sterol reductase LBR (Fragme,4,4,8.5,615
