Unnamed: 0,BTRCvsBirA,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
HNRNPL,0.141372405994952,0.66184280422617,0,P14866;M0QXS5;A0A3B3ITJ4,17;17;17;1;1;1,17;17;17;1;1;1,6;6;6;0;1;1,Heterogeneous nuclear ribonucleoprotein L,HNRNPL,sp|P14866|HNRPL_HUMAN Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens OX=9606 GN=HNRNPL PE=1 SV=2;tr|M0QXS5|M0QXS5_HUMAN Heterogeneous nuclear ribonucleoprotein L (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPL PE=1 SV=1;tr|A0A3B3ITJ4|A0A3B3ITJ4_HUM,17,6,33.6,589,-0.141372405994952,0.66184280422617
PGM1,0.117807037433655,0.638362895150696,0,P36871;A0A3B3ITK7,8;8,8;8,8;8,Phosphoglucomutase-1,PGM1,sp|P36871|PGM1_HUMAN Phosphoglucomutase-1 OS=Homo sapiens OX=9606 GN=PGM1 PE=1 SV=3;tr|A0A3B3ITK7|A0A3B3ITK7_HUMAN Phosphoglucomutase-1 OS=Homo sapiens OX=9606 GN=PGM1 PE=1 SV=1,8,8,20.3,562,-0.117807037433655,0.638362895150696
RPL29,0.208614402302699,0.291905374382899,0,P47914;A0A3B3ITT5,4;4,4;4,4;4,60S ribosomal protein L29,RPL29,sp|P47914|RL29_HUMAN 60S ribosomal protein L29 OS=Homo sapiens OX=9606 GN=RPL29 PE=1 SV=2;tr|A0A3B3ITT5|A0A3B3ITT5_HUMAN 60S ribosomal protein L29 OS=Homo sapiens OX=9606 GN=RPL29 PE=1 SV=1,4,4,25.8,159,-0.208614402302699,0.291905374382899
THRAP3,0.00795187816565113,0.969226383284762,0,Q9Y2W1;A0A3B3ITZ9,10;10,10;10,10;10,Thyroid hormone receptor-associated protein 3,THRAP3,sp|Q9Y2W1|TR150_HUMAN Thyroid hormone receptor-associated protein 3 OS=Homo sapiens OX=9606 GN=THRAP3 PE=1 SV=2;tr|A0A3B3ITZ9|A0A3B3ITZ9_HUMAN Thyroid hormone receptor-associated protein 3 OS=Homo sapiens OX=9606 GN=THRAP3 PE=1 SV=1,10,10,14.8,955,-0.00795187816565113,0.969226383284762
AMDHD2,-1.0639633764745,0.00519007897571563,1,Q9Y303;A0A3B3IU33;H3BSD5;H3BTZ6;H3BSV9,6;6;3;3;3;2;2;1,6;6;3;3;3;2;2;1,6;6;3;3;3;2;2;1,Putative N-acetylglucosamine-6-phosphate deacetylase,AMDHD2,sp|Q9Y303|NAGA_HUMAN N-acetylglucosamine-6-phosphate deacetylase OS=Homo sapiens OX=9606 GN=AMDHD2 PE=1 SV=2;tr|A0A3B3IU33|A0A3B3IU33_HUMAN N-acetylglucosamine-6-phosphate deacetylase OS=Homo sapiens OX=9606 GN=AMDHD2 PE=1 SV=1;tr|H3BSD5|H3BSD5_HUMAN N-ace,6,6,20.5,409,1.0639633764745,0.00519007897571563
NHP2L1,0.314421293125248,0.154537327763619,0,A0A3B3IUA2;P55769;B1AHD1,7;6;6;2;1,7;6;6;2;1,7;6;6;2;1,"NHP2-like protein 1;NHP2-like protein 1, N-terminally processed",NHP2L1,tr|A0A3B3IUA2|A0A3B3IUA2_HUMAN Ribonucloprotein OS=Homo sapiens OX=9606 GN=SNU13 PE=1 SV=1;sp|P55769|NH2L1_HUMAN NHP2-like protein 1 OS=Homo sapiens OX=9606 GN=SNU13 PE=1 SV=3;tr|B1AHD1|B1AHD1_HUMAN Ribonucloprotein OS=Homo sapiens OX=9606 GN=SNU13 PE=1 SV,7,7,23.9,272,-0.314421293125248,0.154537327763619
GLA,-0.384089007585544,0.130828948836537,0,P06280;A0A3B3IUC4,4;4;1;1;1;1,4;4;1;1;1;1,4;4;1;1;1;1,Alpha-galactosidase A,GLA,sp|P06280|AGAL_HUMAN Alpha-galactosidase A OS=Homo sapiens OX=9606 GN=GLA PE=1 SV=1;tr|A0A3B3IUC4|A0A3B3IUC4_HUMAN Alpha-galactosidase OS=Homo sapiens OX=9606 GN=GLA PE=1 SV=1,4,4,12.1,429,0.384089007585544,0.130828948836537
PDCD11,0.242946480295944,0.350992630834908,0,Q14690;A0A3B3IUD7,2;2,2;2,2;2,Protein RRP5 homolog,PDCD11,"sp|Q14690|RRP5_HUMAN Protein RRP5 homolog OS=Homo sapiens OX=9606 GN=PDCD11 PE=1 SV=3;tr|A0A3B3IUD7|A0A3B3IUD7_HUMAN Programmed cell death 11, isoform CRA_a OS=Homo sapiens OX=9606 GN=PDCD11 PE=1 SV=1",2,2,0.9,1871,-0.242946480295944,0.350992630834908
PRPF40A,-0.478376600794049,0.199885420267825,0,O75400;A0A3F2YNY6,4;4,4;4,4;4,Pre-mRNA-processing factor 40 homolog A,PRPF40A,sp|O75400|PR40A_HUMAN Pre-mRNA-processing factor 40 homolog A OS=Homo sapiens OX=9606 GN=PRPF40A PE=1 SV=2;tr|A0A3F2YNY6|A0A3F2YNY6_HUMAN Pre-mRNA-processing factor 40 homolog A OS=Homo sapiens OX=9606 GN=PRPF40A PE=1 SV=1,4,4,4.6,957,0.478376600794049,0.199885420267825
C11orf98,0.110281832893455,0.692826410415053,0,E9PRG8;E9PLD3;A0A494BXY3,2;2;2,2;2;2,2;2;2,Uncharacterized protein C11orf98,C11orf98,sp|E9PRG8|CK098_HUMAN Uncharacterized protein C11orf98 OS=Homo sapiens OX=9606 GN=C11orf98 PE=4 SV=2;tr|E9PLD3|E9PLD3_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=4 SV=1;tr|A0A494BXY3|A0A494BXY3_HUMAN Uncharacterized protein C11orf98 OS=Homo sa,2,2,12.2,123,-0.110281832893455,0.692826410415053
MPRIP,2.0764330502309,0.000180050805495179,1,Q6WCQ1;H7C3G6;J3KSW8;H0Y7E2;H0Y2S9;A0A494BZV2,2;2;2;2;2;2,2;2;2;2;2;2,2;2;2;2;2;2,Myosin phosphatase Rho-interacting protein,MPRIP,sp|Q6WCQ1|MPRIP_HUMAN Myosin phosphatase Rho-interacting protein OS=Homo sapiens OX=9606 GN=MPRIP PE=1 SV=3;tr|H7C3G6|H7C3G6_HUMAN Myosin phosphatase Rho-interacting protein (Fragment) OS=Homo sapiens OX=9606 GN=MPRIP PE=1 SV=2;tr|J3KSW8|J3KSW8_HUMAN Myosi,2,2,1.5,1025,-2.0764330502309,0.000180050805495179
DEK,-0.020431661131955,0.964638359612646,0,P35659;H0Y993;A0A494C028;H0Y8X0;A0A494C198;B4DFG0,6;6;6;4;4;4;2;2,6;6;6;4;4;4;2;2,6;6;6;4;4;4;2;2,Protein DEK,DEK,"sp|P35659|DEK_HUMAN Protein DEK OS=Homo sapiens OX=9606 GN=DEK PE=1 SV=1;tr|H0Y993|H0Y993_HUMAN DEK oncogene (DNA binding), isoform CRA_b OS=Homo sapiens OX=9606 GN=DEK PE=1 SV=2;tr|A0A494C028|A0A494C028_HUMAN Protein DEK OS=Homo sapiens OX=9606 GN=DEK PE=",6,6,18.9,375,0.020431661131955,0.964638359612646
SUCLG1,-0.516820562199099,0.0357294114226616,0,P53597;A0A494C0D1,5;5;1,5;5;1,5;5;1,"Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",SUCLG1,"sp|P53597|SUCA_HUMAN Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLG1 PE=1 SV=4;tr|A0A494C0D1|A0A494C0D1_HUMAN Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial OS=Homo sapiens OX=960",5,5,18.5,346,0.516820562199099,0.0357294114226616
PGM3,0.362895104229153,0.110123151809386,0,O95394;A0A494C0G1;H0Y987;D6RCD1;D6RC77;D6RCQ8;D6RF77;A0A494C099,3;3;3;2;2;2;2;2;1;1;1;1,3;3;3;2;2;2;2;2;1;1;1;1,3;3;3;2;2;2;2;2;1;1;1;1,Phosphoacetylglucosamine mutase,PGM3,sp|O95394|AGM1_HUMAN Phosphoacetylglucosamine mutase OS=Homo sapiens OX=9606 GN=PGM3 PE=1 SV=1;tr|A0A494C0G1|A0A494C0G1_HUMAN Phosphoacetylglucosamine mutase OS=Homo sapiens OX=9606 GN=PGM3 PE=1 SV=1;tr|H0Y987|H0Y987_HUMAN Phosphoacetylglucosamine mutase O,3,3,7.9,542,-0.362895104229153,0.110123151809386
CLUH,0.185252816383097,0.337237532228392,0,I3L2B0;A0A494C0R8;O75153;K7EIG1,8;8;7;7;2,8;8;7;7;2,8;8;7;7;2,Clustered mitochondria protein homolog,CLUH,tr|I3L2B0|I3L2B0_HUMAN Clustered mitochondria protein homolog OS=Homo sapiens OX=9606 GN=CLUH PE=1 SV=3;tr|A0A494C0R8|A0A494C0R8_HUMAN Clustered mitochondria protein homolog OS=Homo sapiens OX=9606 GN=CLUH PE=1 SV=1;sp|O75153|CLU_HUMAN Clustered mitochondr,8,8,8,1297,-0.185252816383097,0.337237532228392
TPP2,-1.9908928114812,0.000979239895826901,1,P29144;A0A494C1B8;A0A494C0U1;Q5VZU9,2;2;2;2,2;2;2;2,2;2;2;2,Tripeptidyl-peptidase 2,TPP2,sp|P29144|TPP2_HUMAN Tripeptidyl-peptidase 2 OS=Homo sapiens OX=9606 GN=TPP2 PE=1 SV=4;tr|A0A494C1B8|A0A494C1B8_HUMAN Tripeptidyl-peptidase 2 OS=Homo sapiens OX=9606 GN=TPP2 PE=1 SV=1;tr|A0A494C0U1|A0A494C0U1_HUMAN Tripeptidyl-peptidase 2 (Fragment) OS=Hom,2,2,1.8,1249,1.9908928114812,0.000979239895826901
NOP56,0.497070180841,0.0520192958119944,0,O00567;A0A494C128;H0Y653;H0YDU4,12;12;7;7;4,12;12;7;7;4,12;12;7;7;4,Nucleolar protein 56,NOP56,sp|O00567|NOP56_HUMAN Nucleolar protein 56 OS=Homo sapiens OX=9606 GN=NOP56 PE=1 SV=4;tr|A0A494C128|A0A494C128_HUMAN Nucleolar protein 56 OS=Homo sapiens OX=9606 GN=NOP56 PE=1 SV=1;tr|H0Y653|H0Y653_HUMAN Nucleolar protein 56 (Fragment) OS=Homo sapiens OX=9,12,12,21.4,594,-0.497070180841,0.0520192958119944
FKBP2,0.00208215679530643,0.994710020325393,0,P26885;A0A494C1N0,2;2,2;2,2;2,Peptidyl-prolyl cis-trans isomerase FKBP2,FKBP2,sp|P26885|FKBP2_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Homo sapiens OX=9606 GN=FKBP2 PE=1 SV=2;tr|A0A494C1N0|A0A494C1N0_HUMAN Peptidylprolyl isomerase OS=Homo sapiens OX=9606 GN=FKBP2 PE=1 SV=1,2,2,9.2,142,-0.00208215679530643,0.994710020325393
PREP,-0.499361875159255,0.092650669045184,0,P48147;A0A499FJL1,2;2,2;2,2;2,Prolyl endopeptidase,PREP,sp|P48147|PPCE_HUMAN Prolyl endopeptidase OS=Homo sapiens OX=9606 GN=PREP PE=1 SV=2;tr|A0A499FJL1|A0A499FJL1_HUMAN Prolyl endopeptidase OS=Homo sapiens OX=9606 GN=PREP PE=1 SV=1,2,2,3.8,710,0.499361875159255,0.092650669045184
S100A2,0.255923385041995,0.261878617642415,0,A0A590UJ49;P29034;R4GN49,3;2;2,3;2;2,3;2;2,Protein S100-A2,S100A2,tr|A0A590UJ49|A0A590UJ49_HUMAN Protein S100 OS=Homo sapiens OX=9606 GN=S100A2 PE=1 SV=1;sp|P29034|S10A2_HUMAN Protein S100-A2 OS=Homo sapiens OX=9606 GN=S100A2 PE=1 SV=3;tr|R4GN49|R4GN49_HUMAN Protein S100-A2 OS=Homo sapiens OX=9606 GN=S100A2 PE=1 SV=1,3,3,35.1,97,-0.255923385041995,0.261878617642415
SRSF6,0.496797339825699,0.0784880931096212,0,Q13247;A0A590UJK4;A0A590UK01;A0A590UJP7;A0A590UK80,6;6;6;6;6,6;6;6;6;6,5;5;5;5;5,Serine/arginine-rich splicing factor 6,SRSF6,sp|Q13247|SRSF6_HUMAN Serine/arginine-rich splicing factor 6 OS=Homo sapiens OX=9606 GN=SRSF6 PE=1 SV=2;tr|A0A590UJK4|A0A590UJK4_HUMAN Serine/arginine-rich-splicing factor 6 OS=Homo sapiens OX=9606 GN=SRSF6 PE=1 SV=1;tr|A0A590UK01|A0A590UK01_HUMAN Serine/a,6,5,16.3,344,-0.496797339825699,0.0784880931096212
AMPD2,1.31330670168281,0.00276487410527406,1,Q01433;A0A5F9UK94;H0Y360;A0A590UK85;A0A590UJY6,7;7;7;5;5;2;1,7;7;7;5;5;2;1,7;7;7;5;5;2;1,AMP deaminase 2,AMPD2,sp|Q01433|AMPD2_HUMAN AMP deaminase 2 OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=2;tr|A0A5F9UK94|A0A5F9UK94_HUMAN AMP deaminase OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=1;tr|H0Y360|H0Y360_HUMAN AMP deaminase OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=2;tr|A0A5,7,7,9,879,-1.31330670168281,0.00276487410527406
ASL,-0.15149874483825,0.44192092567488,0,P04424;A0A5F9ZHC6;A0A5F9ZHM8,2;2;2,2;2;2,2;2;2,Argininosuccinate lyase,ASL,sp|P04424|ARLY_HUMAN Argininosuccinate lyase OS=Homo sapiens OX=9606 GN=ASL PE=1 SV=4;tr|A0A5F9ZHC6|A0A5F9ZHC6_HUMAN Argininosuccinate lyase OS=Homo sapiens OX=9606 GN=ASL PE=1 SV=1;tr|A0A5F9ZHM8|A0A5F9ZHM8_HUMAN Argininosuccinate lyase (Fragment) OS=Homo,2,2,4.3,464,0.15149874483825,0.44192092567488
ACAT1,0.195713017437398,0.425764288242834,0,P24752;A0A5F9ZHL1;A0A5F9ZHJ7;A0A5F9ZHJ0;A0A5F9ZHH9;A0A5F9ZHD4;A0A5F9ZI66,10;10;9;6;5;5;5;4;4;3,10;10;9;6;5;5;5;4;4;3,10;10;9;6;5;5;5;4;4;3,"Acetyl-CoA acetyltransferase, mitochondrial",ACAT1,"sp|P24752|THIL_HUMAN Acetyl-CoA acetyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAT1 PE=1 SV=1;tr|A0A5F9ZHL1|A0A5F9ZHL1_HUMAN Acetyl-CoA acetyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAT1 PE=1 SV=1;tr|A0A5F9ZHJ7|A0A5F9ZHJ7_HUMAN",10,10,34.7,427,-0.195713017437398,0.425764288242834
MRPL2,1.1587079534987,0.00263400012942515,1,Q5T653;A0A669KAX9;C9IY40,2;2;1,2;2;1,2;2;1,"39S ribosomal protein L2, mitochondrial",MRPL2,"sp|Q5T653|RM02_HUMAN 39S ribosomal protein L2, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL2 PE=1 SV=2;tr|A0A669KAX9|A0A669KAX9_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=1;tr|C9IY40|C9IY40_HUMAN 39S ribosomal protein L2, mit",2,2,7.2,305,-1.1587079534987,0.00263400012942515
MLH1,0.234536167076547,0.555526620534201,0,P40692;A0A669KB03;A0A669KBB4;A0A669KBK2;F2Z298;E9PF25;H0Y5L7;H0Y818;A0A669KAW3,2;2;2;2;1;1;1;1;1,2;2;2;2;1;1;1;1;1,2;2;2;2;1;1;1;1;1,DNA mismatch repair protein Mlh1,MLH1,sp|P40692|MLH1_HUMAN DNA mismatch repair protein Mlh1 OS=Homo sapiens OX=9606 GN=MLH1 PE=1 SV=1;tr|A0A669KB03|A0A669KB03_HUMAN DNA mismatch repair protein Mlh1 OS=Homo sapiens OX=9606 GN=MLH1 PE=4 SV=1;tr|A0A669KBB4|A0A669KBB4_HUMAN DNA mismatch repair pro,2,2,2.6,756,-0.234536167076547,0.555526620534201
CTNND1,0.0449413723606543,0.93191419835838,0,O60716;A0A669KB62;A0A669KB05;C9JZR2,7;7;7;7;1;1,7;7;7;7;1;1,7;7;7;7;1;1,Catenin delta-1,CTNND1,sp|O60716|CTND1_HUMAN Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE=1 SV=1;tr|A0A669KB62|A0A669KB62_HUMAN Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE=4 SV=1;tr|A0A669KB05|A0A669KB05_HUMAN Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE,7,7,11,968,-0.0449413723606543,0.93191419835838
STAT1,-0.354628097514299,0.201264297218847,0,P42224;A0A669KBI6;A0A669KB68;A0A669KB56;A0A669KBA4;A0A669KB53;J3KPM9;A0A669KB52;A0A669KB75,15;15;15;15;15;15;14;12;9;7;5;5;4;1;1,15;15;15;15;15;15;14;12;9;7;5;5;4;1;1,15;15;15;15;15;15;14;12;9;7;5;5;4;1;1,Signal transducer and activator of transcription 1-alpha/beta;Signal transducer and activator of transcription,STAT1,sp|P42224|STAT1_HUMAN Signal transducer and activator of transcription 1-alpha/beta OS=Homo sapiens OX=9606 GN=STAT1 PE=1 SV=2;tr|A0A669KBI6|A0A669KBI6_HUMAN Signal transducer and activator of transcription 1-alpha/beta OS=Homo sapiens OX=9606 GN=STAT1 PE=,15,15,22.3,750,0.354628097514299,0.201264297218847
USP7,-0.114257036332096,0.62494493588754,0,Q93009;A0A669KBL1;H3BND8,7;7;6;2;1,7;7;6;2;1,7;7;6;2;1,Ubiquitin carboxyl-terminal hydrolase 7;Ubiquitin carboxyl-terminal hydrolase,USP7,sp|Q93009|UBP7_HUMAN Ubiquitin carboxyl-terminal hydrolase 7 OS=Homo sapiens OX=9606 GN=USP7 PE=1 SV=2;tr|A0A669KBL1|A0A669KBL1_HUMAN Ubiquitin carboxyl-terminal hydrolase 7 OS=Homo sapiens OX=9606 GN=USP7 PE=4 SV=1;tr|H3BND8|H3BND8_HUMAN Ubiquitin carboxy,7,7,8.4,1102,0.114257036332096,0.62494493588754
UBA6,0.88065180251895,0.0112937096616413,0,A0AVT1,9;3,9;3,9;3,Ubiquitin-like modifier-activating enzyme 6,UBA6,sp|A0AVT1|UBA6_HUMAN Ubiquitin-like modifier-activating enzyme 6 OS=Homo sapiens OX=9606 GN=UBA6 PE=1 SV=1,9,9,10.4,1052,-0.88065180251895,0.0112937096616413
ILVBL,-2.5314761357249,0.0235214392219696,1,A1L0T0;M0R026;M0R1B5;E9PJS0,3;3;2;2;1,3;3;2;2;1,3;3;2;2;1,Acetolactate synthase-like protein,ILVBL,sp|A1L0T0|HACL2_HUMAN 2-hydroxyacyl-CoA lyase 2 OS=Homo sapiens OX=9606 GN=ILVBL PE=1 SV=2;tr|M0R026|M0R026_HUMAN 2-hydroxyacyl-CoA lyase 2 OS=Homo sapiens OX=9606 GN=ILVBL PE=1 SV=1;tr|M0R1B5|M0R1B5_HUMAN 2-hydroxyacyl-CoA lyase 2 (Fragment) OS=Homo sapie,3,3,12.2,632,2.5314761357249,0.0235214392219696
ACO2,-0.687652419202796,0.233699676233861,0,Q99798;A2A274,17;17,17;17,17;17,"Aconitate hydratase, mitochondrial",ACO2,"sp|Q99798|ACON_HUMAN Aconitate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ACO2 PE=1 SV=2;tr|A2A274|A2A274_HUMAN Aconitate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ACO2 PE=1 SV=1",17,17,30.6,780,0.687652419202796,0.233699676233861
STMN1,0.2078226027403,0.495407700623713,0,P16949;A2A2D0,9;9,9;9,6;6,Stathmin,STMN1,sp|P16949|STMN1_HUMAN Stathmin OS=Homo sapiens OX=9606 GN=STMN1 PE=1 SV=3;tr|A2A2D0|A2A2D0_HUMAN Stathmin (Fragment) OS=Homo sapiens OX=9606 GN=STMN1 PE=1 SV=8,9,6,38.3,149,-0.2078226027403,0.495407700623713
MRPS16,1.16133604551405,0.0243579457274884,1,Q9Y3D3;A6ND22,3;3,3;3,3;3,"28S ribosomal protein S16, mitochondrial",MRPS16,"sp|Q9Y3D3|RT16_HUMAN 28S ribosomal protein S16, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS16 PE=1 SV=1;tr|A6ND22|A6ND22_HUMAN 28S ribosomal protein S16, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS16 PE=1 SV=1",3,3,28.5,137,-1.16133604551405,0.0243579457274884
PGP,-0.00890968389760372,0.970887887426407,0,A6NDG6,3,3,3,Phosphoglycolate phosphatase,PGP,sp|A6NDG6|PGP_HUMAN Glycerol-3-phosphate phosphatase OS=Homo sapiens OX=9606 GN=PGP PE=1 SV=1,3,3,12.5,321,0.00890968389760372,0.970887887426407
HCFC1,-0.447164342708301,0.0615388014636631,0,P51610;A6NEM2,15;15;3,15;15;3,15;15;3,Host cell factor 1;HCF N-terminal chain 1;HCF N-terminal chain 2;HCF N-terminal chain 3;HCF N-terminal chain 4;HCF N-terminal chain 5;HCF N-terminal chain 6;HCF C-terminal chain 1;HCF C-terminal chain 2;HCF C-terminal chain 3;HCF C-terminal chain 4;HCF C-terminal chain 5;HCF C-terminal chain 6,HCFC1,sp|P51610|HCFC1_HUMAN Host cell factor 1 OS=Homo sapiens OX=9606 GN=HCFC1 PE=1 SV=2;tr|A6NEM2|A6NEM2_HUMAN Host cell factor 1 OS=Homo sapiens OX=9606 GN=HCFC1 PE=1 SV=2,15,15,10.3,2035,0.447164342708301,0.0615388014636631
NUDT5,0.211733706925804,0.273024551580399,0,Q9UKK9;A6NFX8;A6NCQ0;A6NJU6,5;5;3;3;2;1,5;5;3;3;2;1,5;5;3;3;2;1,ADP-sugar pyrophosphatase,NUDT5,sp|Q9UKK9|NUDT5_HUMAN ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606 GN=NUDT5 PE=1 SV=1;tr|A6NFX8|A6NFX8_HUMAN ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606 GN=NUDT5 PE=1 SV=1;tr|A6NCQ0|A6NCQ0_HUMAN ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606,5,5,28.3,219,-0.211733706925804,0.273024551580399
SMCHD1,-0.29272826551862,0.233666664470427,0,A6NHR9;J3KTL8;A0A2R8YCU7,4;3;2,4;3;2,4;3;2,Structural maintenance of chromosomes flexible hinge domain-containing protein 1,SMCHD1,sp|A6NHR9|SMHD1_HUMAN Structural maintenance of chromosomes flexible hinge domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SMCHD1 PE=1 SV=2;tr|J3KTL8|J3KTL8_HUMAN Structural maintenance of chromosomes flexible hinge domain-containing protein 1 (Frag,4,4,2.2,2005,0.29272826551862,0.233666664470427
USP14,0.588821416243799,0.107275325186856,0,P54578;A6NJA2,13;13;1;1,13;13;1;1,13;13;1;1,Ubiquitin carboxyl-terminal hydrolase 14;Ubiquitin carboxyl-terminal hydrolase,USP14,sp|P54578|UBP14_HUMAN Ubiquitin carboxyl-terminal hydrolase 14 OS=Homo sapiens OX=9606 GN=USP14 PE=1 SV=3;tr|A6NJA2|A6NJA2_HUMAN Ubiquitin carboxyl-terminal hydrolase OS=Homo sapiens OX=9606 GN=USP14 PE=1 SV=2,13,13,28.3,494,-0.588821416243799,0.107275325186856
RNPEP,0.0884989213299998,0.777001590662149,0,Q9H4A4;A6NKB8;A0A087WUS4;A0A087WU27,7;7;5;5;2,7;7;5;5;2,7;7;5;5;2,Aminopeptidase B,RNPEP,sp|Q9H4A4|AMPB_HUMAN Aminopeptidase B OS=Homo sapiens OX=9606 GN=RNPEP PE=1 SV=2;tr|A6NKB8|A6NKB8_HUMAN Aminopeptidase B OS=Homo sapiens OX=9606 GN=RNPEP PE=1 SV=1;tr|A0A087WUS4|A0A087WUS4_HUMAN Aminopeptidase B (Fragment) OS=Homo sapiens OX=9606 GN=RNPEP,7,7,14.5,650,-0.0884989213299998,0.777001590662149
CRYZ,0.0176699407550978,0.950282933119563,0,Q08257;C9JH92;A6NP24,7;7;7,7;7;7,7;7;7,Quinone oxidoreductase,CRYZ,sp|Q08257|QOR_HUMAN Quinone oxidoreductase OS=Homo sapiens OX=9606 GN=CRYZ PE=1 SV=1;tr|C9JH92|C9JH92_HUMAN Quinone oxidoreductase (Fragment) OS=Homo sapiens OX=9606 GN=CRYZ PE=1 SV=1;tr|A6NP24|A6NP24_HUMAN Quinone oxidoreductase (Fragment) OS=Homo sapiens,7,7,28.6,329,-0.0176699407550978,0.950282933119563
MANF,0.480188884612548,0.201372695908442,0,P55145;A8K878,5;5;1,5;5;1,5;5;1,Mesencephalic astrocyte-derived neurotrophic factor,MANF,sp|P55145|MANF_HUMAN Mesencephalic astrocyte-derived neurotrophic factor OS=Homo sapiens OX=9606 GN=MANF PE=1 SV=3;tr|A8K878|A8K878_HUMAN Mesencephalic astrocyte-derived neurotrophic factor OS=Homo sapiens OX=9606 GN=MANF PE=1 SV=1,5,5,40.7,182,-0.480188884612548,0.201372695908442
RPL23A,0.523039367960152,0.0372398431238916,0,P62750;H7BY10;K7ERT8;A8MUS3;K7EJV9;K7EMA7,8;8;8;8;7;6,8;8;8;8;7;6,8;8;8;8;7;6,60S ribosomal protein L23a,RPL23A,sp|P62750|RL23A_HUMAN 60S ribosomal protein L23a OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1;tr|H7BY10|H7BY10_HUMAN 60S ribosomal protein L23a (Fragment) OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1;tr|K7ERT8|K7ERT8_HUMAN 60S ribosomal protein L23a (Fragmen,8,8,37.2,156,-0.523039367960152,0.0372398431238916
EIF3L,0.319355916956595,0.163805687879534,0,Q9Y262;B0QY89;B0QY90,20;20;14;6;6;5;2,20;20;14;6;6;5;2,20;20;14;6;6;5;2,Eukaryotic translation initiation factor 3 subunit L,EIF3L,sp|Q9Y262|EIF3L_HUMAN Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens OX=9606 GN=EIF3L PE=1 SV=1;tr|B0QY89|B0QY89_HUMAN Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens OX=9606 GN=EIF3L PE=1 SV=1;tr|B0QY90|B0QY90_HU,20,20,37.8,564,-0.319355916956595,0.163805687879534
UBE2I,-0.0296970792186473,0.872304906713373,0,P63279;H3BQQ9;B0QYN7;H3BPC4,4;4;4;3;1,4;4;4;3;1,4;4;4;3;1,SUMO-conjugating enzyme UBC9,UBE2I,sp|P63279|UBC9_HUMAN SUMO-conjugating enzyme UBC9 OS=Homo sapiens OX=9606 GN=UBE2I PE=1 SV=1;tr|H3BQQ9|H3BQQ9_HUMAN SUMO-conjugating enzyme UBC9 (Fragment) OS=Homo sapiens OX=9606 GN=UBE2I PE=1 SV=1;tr|B0QYN7|B0QYN7_HUMAN SUMO-conjugating enzyme UBC9 OS=Ho,4,4,20.3,158,0.0296970792186473,0.872304906713373
CPNE1,-1.34948279052065,0.138290648355714,0,Q99829;F2Z2V0;B0QZ18;A6PVH9;H0Y524;E7ENH5,4;4;4;3;2;2;1;1;1;1;1,4;4;4;3;2;2;1;1;1;1;1,2;2;2;1;1;0;0;0;0;0;0,Copine-1,CPNE1,sp|Q99829|CPNE1_HUMAN Copine-1 OS=Homo sapiens OX=9606 GN=CPNE1 PE=1 SV=1;tr|F2Z2V0|F2Z2V0_HUMAN Copine-1 (Fragment) OS=Homo sapiens OX=9606 GN=CPNE1 PE=1 SV=1;tr|B0QZ18|B0QZ18_HUMAN Copine-1 OS=Homo sapiens OX=9606 GN=CPNE1 PE=1 SV=1;tr|A6PVH9|A6PVH9_HUMA,4,2,10.2,537,1.34948279052065,0.138290648355714
