WDR82_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
RPL37A,0.3628186298,0.0169018367703464,0,P61513;C9J4Z3;M0R0A1;Q6P4E4;E9PEL3;M0R2L6;G5E9R3;A6NKH3,P61513;C9J4Z3;M0R0A1;Q6P4E4;E9PEL3;M0R2L6,4;4;3;3;3;3;1;1,4;4;3;3;3;3;1;1,4;4;3;3;3;3;1;1,60S ribosomal protein L37a,RPL37A,sp|P61513|RL37A_HUMAN 60S ribosomal protein L37a OS=Homo sapiens OX=9606 GN=RPL37A PE=1 SV=2;tr|C9J4Z3|C9J4Z3_HUMAN 60S ribosomal protein L37a OS=Homo sapiens OX=9606 GN=RPL37A PE=1 SV=1;tr|M0R0A1|M0R0A1_HUMAN 60S ribosomal protein L37a OS=Homo sapiens OX=,4,4,42.4,92
PDCD10,0.0939890729,0.657107111309898,0,Q9BUL8;F8WDF3;C9J932;H7C5M9;C9JSA3;C9JND6;C9J6F3;C9J5C3,Q9BUL8;F8WDF3;C9J932;H7C5M9;C9JSA3;C9JND6;C9J6F3;C9J5C3,1;1;1;1;1;1;1;1,1;1;1;1;1;1;1;1,1;1;1;1;1;1;1;1,Programmed cell death protein 10,PDCD10,sp|Q9BUL8|PDC10_HUMAN Programmed cell death protein 10 OS=Homo sapiens OX=9606 GN=PDCD10 PE=1 SV=1;tr|F8WDF3|F8WDF3_HUMAN Programmed cell death protein 10 OS=Homo sapiens OX=9606 GN=PDCD10 PE=1 SV=1;tr|C9J932|C9J932_HUMAN Programmed cell death protein 10 (,1,1,4.7,212
RAB34,-0.5873798349,0.00487585441610408,0,Q9BZG1;V9GY61;K7EJW7;K7EIF2;H7C0Y7;C9JBG0;Q96PJ7;E7ES60,Q9BZG1;V9GY61;K7EJW7;K7EIF2;H7C0Y7;C9JBG0;Q96PJ7;E7ES60,2;2;2;2;2;2;2;2,2;2;2;2;2;2;2;2,2;2;2;2;2;2;2;2,Ras-related protein Rab-34,RAB34,"sp|Q9BZG1|RAB34_HUMAN Ras-related protein Rab-34 OS=Homo sapiens OX=9606 GN=RAB34 PE=1 SV=1;tr|V9GY61|V9GY61_HUMAN Ras-related protein Rab-34, isoform NARR (Fragment) OS=Homo sapiens OX=9606 GN=RAB34 PE=1 SV=8;tr|K7EJW7|K7EJW7_HUMAN Ras-related protein Rab",2,2,7.7,259
APEH,-0.7312572752,0.00341768945344984,0,P13798;C9JIF9;H7C1U0;H7C393;C9JLK2;H0YFE5;F8WEH5,P13798;C9JIF9,13;13;6;5;3;1;1,13;13;6;5;3;1;1,13;13;6;5;3;1;1,Acylamino-acid-releasing enzyme,APEH,sp|P13798|ACPH_HUMAN Acylamino-acid-releasing enzyme OS=Homo sapiens OX=9606 GN=APEH PE=1 SV=4;tr|C9JIF9|C9JIF9_HUMAN Acylamino-acid-releasing enzyme OS=Homo sapiens OX=9606 GN=APEH PE=1 SV=1,13,13,24.5,732
ATP5J2;ATP5J2-PTCD1,-0.267207053,0.16202155993015,0,P56134;C9JJT5;C9JU26;G3V325,P56134;C9JJT5;C9JU26;G3V325,2;2;2;2,2;2;2;2,2;2;2;2,"ATP synthase subunit f, mitochondrial",ATP5J2;ATP5J2-PTCD1,"sp|P56134|ATPK_HUMAN ATP synthase subunit f, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5MF PE=1 SV=3;tr|C9JJT5|C9JJT5_HUMAN ATP5MF-PTCD1 readthrough OS=Homo sapiens OX=9606 GN=ATP5MF-PTCD1 PE=4 SV=2;tr|C9JU26|C9JU26_HUMAN ATP synthase subunit f, mitochon",2,2,25.5,94
POLR2H,-1.1335434086,0.00425299055066555,1,P52434;C9JLU1,P52434;C9JLU1,2;2,2;2,2;2,"DNA-directed RNA polymerases I, II, and III subunit RPABC3",POLR2H,"sp|P52434|RPAB3_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC3 OS=Homo sapiens OX=9606 GN=POLR2H PE=1 SV=4;tr|C9JLU1|C9JLU1_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC3 (Fragment) OS=Homo sapiens OX=9606 GN=POLR2H PE=1",2,2,21.3,150
C7orf50,-2.3397898695,0.000160700892969676,1,Q9BRJ6;H7C0T1;H7C2R9;C9JQV0,Q9BRJ6;H7C0T1;H7C2R9;C9JQV0,2;2;2;2,2;2;2;2,2;2;2;2,Uncharacterized protein C7orf50,C7orf50,sp|Q9BRJ6|CG050_HUMAN Uncharacterized protein C7orf50 OS=Homo sapiens OX=9606 GN=C7orf50 PE=1 SV=1;tr|H7C0T1|H7C0T1_HUMAN Uncharacterized protein C7orf50 (Fragment) OS=Homo sapiens OX=9606 GN=C7orf50 PE=1 SV=1;tr|H7C2R9|H7C2R9_HUMAN Uncharacterized protein,2,2,13.9,194
L2HGDH,-0.3380414937,0.10895033984489,0,Q9H9P8;C9JVN9;G3V272;G3V5S1,Q9H9P8;C9JVN9,6;6;2;1,6;6;2;1,6;6;2;1,"L-2-hydroxyglutarate dehydrogenase, mitochondrial",L2HGDH,"sp|Q9H9P8|L2HDH_HUMAN L-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=L2HGDH PE=1 SV=3;tr|C9JVN9|C9JVN9_HUMAN L-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=L2HGDH PE=1 SV=1",6,6,16.8,463
RPL22L1,0.1319471783,0.694516418465562,0,Q6P5R6;C9JYQ9;H0Y8C2,Q6P5R6;C9JYQ9;H0Y8C2,5;5;5,3;3;3,3;3;3,60S ribosomal protein L22-like 1,RPL22L1,sp|Q6P5R6|RL22L_HUMAN 60S ribosomal protein L22-like 1 OS=Homo sapiens OX=9606 GN=RPL22L1 PE=1 SV=2;tr|C9JYQ9|C9JYQ9_HUMAN 60S ribosomal protein L22-like 1 OS=Homo sapiens OX=9606 GN=RPL22L1 PE=1 SV=1;tr|H0Y8C2|H0Y8C2_HUMAN 60S ribosomal protein L22-like 1,5,3,46.7,122
RFC4,-0.1863164141,0.352793190230603,0,P35249;C9JZI1;C9J8M3;C9JTT7;C9JXZ7;C9JGY5;F8WE44;C9JW34;H7C1P0,P35249;C9JZI1;C9J8M3;C9JTT7,13;13;11;8;6;3;3;1;1,13;13;11;8;6;3;3;1;1,13;13;11;8;6;3;3;1;1,Replication factor C subunit 4,RFC4,sp|P35249|RFC4_HUMAN Replication factor C subunit 4 OS=Homo sapiens OX=9606 GN=RFC4 PE=1 SV=2;tr|C9JZI1|C9JZI1_HUMAN Replication factor C subunit 4 OS=Homo sapiens OX=9606 GN=RFC4 PE=1 SV=1;tr|C9J8M3|C9J8M3_HUMAN Replication factor C subunit 4 (Fragment) O,13,13,41.9,363
RPL32,0.4599272699,0.00555668917247213,0,P62910;D3YTB1;F8W727;D3YTI8,P62910;D3YTB1;F8W727,10;10;10;1,10;10;10;1,10;10;10;1,60S ribosomal protein L32,RPL32,sp|P62910|RL32_HUMAN 60S ribosomal protein L32 OS=Homo sapiens OX=9606 GN=RPL32 PE=1 SV=2;tr|D3YTB1|D3YTB1_HUMAN 60S ribosomal protein L32 (Fragment) OS=Homo sapiens OX=9606 GN=RPL32 PE=1 SV=1;tr|F8W727|F8W727_HUMAN 60S ribosomal protein L32 OS=Homo sapien,10,10,59.3,135
HLA-B,-0.9875922292,0.000395011761428997,0,D5H3J5;Q2L6G2;A0A140T997;A0A140T9A9;A0A140TA11;A0A140T9Y5;A0A140TA14;A0A140T9H3;A0A140T8X0;A0A140T9V0;D0EV57;A0A140T9B7;A0A0G2JPA3;A0A0G2JH66;A0A140T9D9;A0A140T939;A0A140T9W7;A0A140T9W3;A0A140T9X6;A0A140T9C2;A0A140T9W2;A0A1W2PNZ7;A0A140T9M0;P30511;A0A140T9U0;Q53YP1;A0A0G2JNV5;A0A140T9J8;A0A1W2PQE2;P13747;Q5RJ85;A0A0G2JPQ3;Q8MH48;A0A140T9T1;Q31611;A0A1W2PQZ3;A0A0G2JNX1;P17693;A0A1W2PP29,D5H3J5;Q2L6G2;A0A140T997;A0A140T9A9;A0A140TA11;A0A140T9Y5;A0A140TA14;A0A140T9H3,15;13;12;10;10;10;8;8;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1,12;10;10;7;8;8;6;5;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;0;2;2;0;0;0;1;1;1;1;1;1;0;1;1;0,7;5;7;5;5;5;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,HLA-B,tr|D5H3J5|D5H3J5_HUMAN HLA class I histocompatibility antigen B alpha chain OS=Homo sapiens OX=9606 GN=HLA-B PE=1 SV=1;tr|Q2L6G2|Q2L6G2_HUMAN HLA class I histocompatibility antigen B alpha chain OS=Homo sapiens OX=9606 GN=HLA-B PE=1 SV=1;tr|A0A140T997|A0A1,15,7,47.5,362
CAMK2D,-0.812686946,0.0209003211353536,0,Q13557;E9PF82;E9PBG7;D6R938;Q9UQM7;D6RFJ0;A0A5F9ZHR5;A0A5F9ZH21;A0A5F9ZHM9;A0A5F9ZHY2;A0A5F9ZH50;A0A5K1VW76;A0A5F9ZH90;H0Y9C2;H0Y9J2;E7EQE4;E9PBE8,Q13557;E9PF82;E9PBG7;D6R938,7;7;7;7;3;3;3;3;3;3;3;3;2;2;2;1;1,7;7;7;7;3;3;3;3;3;3;3;3;2;2;2;1;1,4;4;4;4;0;0;0;0;0;0;0;0;0;1;2;0;0,Calcium/calmodulin-dependent protein kinase type II subunit delta,CAMK2D,sp|Q13557|KCC2D_HUMAN Calcium/calmodulin-dependent protein kinase type II subunit delta OS=Homo sapiens OX=9606 GN=CAMK2D PE=1 SV=3;tr|E9PF82|E9PF82_HUMAN Calcium/calmodulin-dependent protein kinase type II subunit delta OS=Homo sapiens OX=9606 GN=CAMK2D P,7,4,17.8,499
HNRNPAB,0.0499649609,0.651910567600653,0,D6R9P3;D6RD18;D6RBZ0;Q99729,D6R9P3;D6RD18;D6RBZ0;Q99729,12;12;12;10,12;12;12;10,12;12;12;10,Heterogeneous nuclear ribonucleoprotein A/B,HNRNPAB,tr|D6R9P3|D6R9P3_HUMAN Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens OX=9606 GN=HNRNPAB PE=1 SV=1;tr|D6RD18|D6RD18_HUMAN Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens OX=9606 GN=HNRNPAB PE=1 SV=1;tr|D6RBZ0|D6RBZ0_HUMAN Heterogen,12,12,36.1,280
EIF4E,0.2943350338,0.0518103658395567,0,P06730;D6RBW1;H0Y8J7;A6NMX2;D6RHE2;H0Y8X3,P06730;D6RBW1;H0Y8J7,6;6;4;1;1;1,6;6;4;1;1;1,6;6;4;1;1;1,Eukaryotic translation initiation factor 4E,EIF4E,sp|P06730|IF4E_HUMAN Eukaryotic translation initiation factor 4E OS=Homo sapiens OX=9606 GN=EIF4E PE=1 SV=2;tr|D6RBW1|D6RBW1_HUMAN Eukaryotic translation initiation factor 4E OS=Homo sapiens OX=9606 GN=EIF4E PE=1 SV=1;tr|H0Y8J7|H0Y8J7_HUMAN Eukaryotic tran,6,6,20.7,217
PAIP1,-0.6254111551,0.0100070294237512,0,Q9H074;D6REB4,Q9H074;D6REB4,2;2,2;2,1;1,Polyadenylate-binding protein-interacting protein 1,PAIP1,sp|Q9H074|PAIP1_HUMAN Polyadenylate-binding protein-interacting protein 1 OS=Homo sapiens OX=9606 GN=PAIP1 PE=1 SV=1;tr|D6REB4|D6REB4_HUMAN Polyadenylate-binding protein-interacting protein 1 OS=Homo sapiens OX=9606 GN=PAIP1 PE=1 SV=1,2,1,6.7,479
SEPT11,-0.0672855999,0.503736316725284,0,Q9NVA2;D6RGI3;D6RER5;D6RDU5;D6RDP1;D6R9Y6;Q14141;H0Y961;B1AMS2;H0Y9G8,Q9NVA2;D6RGI3;D6RER5;D6RDU5,12;12;12;9;4;4;3;3;3;2,12;12;12;9;4;4;3;3;3;2,10;10;10;7;4;4;2;3;2;2,Septin-11,SEPT11,"sp|Q9NVA2|SEP11_HUMAN Septin-11 OS=Homo sapiens OX=9606 GN=SEPTIN11 PE=1 SV=3;tr|D6RGI3|D6RGI3_HUMAN Septin 11, isoform CRA_b OS=Homo sapiens OX=9606 GN=SEPTIN11 PE=1 SV=1;tr|D6RER5|D6RER5_HUMAN Septin-11 OS=Homo sapiens OX=9606 GN=SEPTIN11 PE=1 SV=1;tr|D6",12,10,36.6,429
SEC31A,-0.4061324643,0.0598004377323021,0,O94979;D6REX3;H7BXG7;D6RHZ5;H0Y8W8;H0YAF5;H0Y9T9;H0Y8V7,O94979;D6REX3;H7BXG7;D6RHZ5,12;12;10;8;4;2;2;1,12;12;10;8;4;2;2;1,9;9;7;5;4;2;2;0,Protein transport protein Sec31A,SEC31A,sp|O94979|SC31A_HUMAN Protein transport protein Sec31A OS=Homo sapiens OX=9606 GN=SEC31A PE=1 SV=3;tr|D6REX3|D6REX3_HUMAN Protein transport protein Sec31A OS=Homo sapiens OX=9606 GN=SEC31A PE=1 SV=1;tr|H7BXG7|H7BXG7_HUMAN Protein transport protein Sec31A O,12,9,13.1,1220
CYB5B,0.1898036464,0.263007370366485,0,O43169;D6RFH4;H3BUX2;J3QR91,O43169;D6RFH4;H3BUX2;J3QR91,2;2;2;1,2;2;2;1,2;2;2;1,Cytochrome b5 type B,CYB5B,sp|O43169|CYB5B_HUMAN Cytochrome b5 type B OS=Homo sapiens OX=9606 GN=CYB5B PE=1 SV=3;tr|D6RFH4|D6RFH4_HUMAN Cytochrome b5 type B OS=Homo sapiens OX=9606 GN=CYB5B PE=1 SV=2;tr|H3BUX2|H3BUX2_HUMAN Cytochrome b5 type B OS=Homo sapiens OX=9606 GN=CYB5B PE=1 S,2,2,31.3,150
COPS4,0.2298101996,0.236099752483523,0,Q9BT78;D6RFN0;D6RD63;D6RAX7,Q9BT78;D6RFN0;D6RD63;D6RAX7,9;9;8;7,9;9;8;7,9;9;8;7,COP9 signalosome complex subunit 4,COPS4,sp|Q9BT78|CSN4_HUMAN COP9 signalosome complex subunit 4 OS=Homo sapiens OX=9606 GN=COPS4 PE=1 SV=1;tr|D6RFN0|D6RFN0_HUMAN COP9 signalosome complex subunit 4 OS=Homo sapiens OX=9606 GN=COPS4 PE=1 SV=1;tr|D6RD63|D6RD63_HUMAN COP9 signalosome complex subunit ,9,9,35.5,406
EXOSC9,-0.1283383153,0.464905254634678,0,Q06265;D6RIY6;D6R905;D6RAP4;H0Y9L5;D6RA17,Q06265;D6RIY6;D6R905,3;3;2;1;1;1,3;3;2;1;1;1,3;3;2;1;1;1,Exosome complex component RRP45,EXOSC9,sp|Q06265|EXOS9_HUMAN Exosome complex component RRP45 OS=Homo sapiens OX=9606 GN=EXOSC9 PE=1 SV=3;tr|D6RIY6|D6RIY6_HUMAN Exosome complex component RRP45 OS=Homo sapiens OX=9606 GN=EXOSC9 PE=1 SV=1;tr|D6R905|D6R905_HUMAN Exosome complex component RRP45 (Fra,3,3,7.7,439
CIRBP,-0.2300597126,0.128907754841943,0,Q14011;K7ENX8;K7ELV6;K7EJV5;K7ELT6;K7EJV1;K7EMY9;K7EPM4;K7ER40;K7EQR7;D6W5Y5,Q14011;K7ENX8;K7ELV6;K7EJV5;K7ELT6;K7EJV1;K7EMY9;K7EPM4;K7ER40;K7EQR7;D6W5Y5,2;2;2;2;2;2;2;2;2;2;2,2;2;2;2;2;2;2;2;2;2;2,2;2;2;2;2;2;2;2;2;2;2,Cold-inducible RNA-binding protein,CIRBP,sp|Q14011|CIRBP_HUMAN Cold-inducible RNA-binding protein OS=Homo sapiens OX=9606 GN=CIRBP PE=1 SV=1;tr|K7ENX8|K7ENX8_HUMAN Cold-inducible RNA-binding protein (Fragment) OS=Homo sapiens OX=9606 GN=CIRBP PE=1 SV=2;tr|K7ELV6|K7ELV6_HUMAN Cold-inducible RNA-bi,2,2,23.3,172
LEPRE1;P3H1,-0.2322694345,0.118602986094214,0,Q32P28;E2QRI1,Q32P28;E2QRI1,2;2,2;2,2;2,Prolyl 3-hydroxylase 1,LEPRE1;P3H1,sp|Q32P28|P3H1_HUMAN Prolyl 3-hydroxylase 1 OS=Homo sapiens OX=9606 GN=P3H1 PE=1 SV=2;tr|E2QRI1|E2QRI1_HUMAN Prolyl 3-hydroxylase 1 (Fragment) OS=Homo sapiens OX=9606 GN=P3H1 PE=1 SV=1,2,2,3,736
GINS4,-0.0155823492,0.936503547489214,0,Q9BRT9;E5RFF9;E5RH56,Q9BRT9;E5RFF9;E5RH56,2;2;1,2;2;1,2;2;1,"DNA replication complex GINS protein SLD5;DNA replication complex GINS protein SLD5, N-terminally processed;DNA replication complex GINS protein SLD5",GINS4,sp|Q9BRT9|SLD5_HUMAN DNA replication complex GINS protein SLD5 OS=Homo sapiens OX=9606 GN=GINS4 PE=1 SV=1;tr|E5RFF9|E5RFF9_HUMAN DNA replication complex GINS protein SLD5 OS=Homo sapiens OX=9606 GN=GINS4 PE=1 SV=1;tr|E5RH56|E5RH56_HUMAN DNA replication com,2,2,9.9,223
NUDCD2,0.0070101944,0.981401231454571,0,Q8WVJ2;E5RFP0,Q8WVJ2;E5RFP0,3;3,3;3,3;3,NudC domain-containing protein 2,NUDCD2,sp|Q8WVJ2|NUDC2_HUMAN NudC domain-containing protein 2 OS=Homo sapiens OX=9606 GN=NUDCD2 PE=1 SV=1;tr|E5RFP0|E5RFP0_HUMAN NudC domain-containing protein 2 OS=Homo sapiens OX=9606 GN=NUDCD2 PE=1 SV=1,3,3,26.8,157
PROSC,0.227871005,0.193747181636253,0,O94903;E5RG77;H0YBG2;E5RFX7;E5RFZ4,O94903;E5RG77;H0YBG2;E5RFX7,5;5;3;3;2,5;5;3;3;2,5;5;3;3;2,Proline synthase co-transcribed bacterial homolog protein,PROSC,sp|O94903|PLPHP_HUMAN Pyridoxal phosphate homeostasis protein OS=Homo sapiens OX=9606 GN=PLPBP PE=1 SV=1;tr|E5RG77|E5RG77_HUMAN Pyridoxal phosphate homeostasis protein (Fragment) OS=Homo sapiens OX=9606 GN=PLPBP PE=1 SV=1;tr|H0YBG2|H0YBG2_HUMAN Pyridoxal p,5,5,22.2,275
PFDN1,0.0387319156,0.742760383074383,0,O60925;E5RGS4;D6RGG5,O60925;E5RGS4,7;7;1,7;7;1,7;7;1,Prefoldin subunit 1,PFDN1,sp|O60925|PFD1_HUMAN Prefoldin subunit 1 OS=Homo sapiens OX=9606 GN=PFDN1 PE=1 SV=2;tr|E5RGS4|E5RGS4_HUMAN Prefoldin subunit 1 OS=Homo sapiens OX=9606 GN=PFDN1 PE=1 SV=1,7,7,39.3,122
CHRAC1,-0.1732717138,0.288120306698606,0,Q9NRG0;E5RGS9,Q9NRG0;E5RGS9,1;1,1;1,1;1,Chromatin accessibility complex protein 1,CHRAC1,sp|Q9NRG0|CHRC1_HUMAN Chromatin accessibility complex protein 1 OS=Homo sapiens OX=9606 GN=CHRAC1 PE=1 SV=1;tr|E5RGS9|E5RGS9_HUMAN Chromatin accessibility complex protein 1 OS=Homo sapiens OX=9606 GN=CHRAC1 PE=1 SV=1,1,1,6.1,131
STMN2,-0.634435254,0.00190807866483424,0,Q93045;E5RGX5,Q93045;E5RGX5,4;4,1;1,1;1,Stathmin-2;Stathmin,STMN2,sp|Q93045|STMN2_HUMAN Stathmin-2 OS=Homo sapiens OX=9606 GN=STMN2 PE=1 SV=3;tr|E5RGX5|E5RGX5_HUMAN Stathmin OS=Homo sapiens OX=9606 GN=STMN2 PE=1 SV=1,4,1,15.1,179
TBCA,-0.1721486951,0.200684341172943,0,O75347;E5RIW3;E5RJD8;E5RHG6;E5RIX8;A0A494C144,O75347;E5RIW3;E5RJD8;E5RHG6,6;6;6;6;2;1,6;6;6;6;2;1,6;6;6;6;2;1,Tubulin-specific chaperone A,TBCA,sp|O75347|TBCA_HUMAN Tubulin-specific chaperone A OS=Homo sapiens OX=9606 GN=TBCA PE=1 SV=3;tr|E5RIW3|E5RIW3_HUMAN Tubulin-specific chaperone A OS=Homo sapiens OX=9606 GN=TBCA PE=1 SV=1;tr|E5RJD8|E5RJD8_HUMAN Tubulin-specific chaperone A OS=Homo sapiens OX,6,6,55.6,108
TCEB1,0.2143312003,0.0784810916261193,0,Q15369;E5RHG8;R4GMY8,Q15369;E5RHG8,6;6;2,6;6;2,6;6;2,Transcription elongation factor B polypeptide 1,TCEB1,sp|Q15369|ELOC_HUMAN Elongin-C OS=Homo sapiens OX=9606 GN=ELOC PE=1 SV=1;tr|E5RHG8|E5RHG8_HUMAN Elongin-C (Fragment) OS=Homo sapiens OX=9606 GN=ELOC PE=1 SV=1,6,6,64.3,112
ZNF706,-0.2777652501,0.0770948139324202,0,Q9Y5V0;E5RHV4;H0YAP1;E5RHR6,Q9Y5V0;E5RHV4;H0YAP1;E5RHR6,1;1;1;1,1;1;1;1,1;1;1;1,Zinc finger protein 706,ZNF706,sp|Q9Y5V0|ZN706_HUMAN Zinc finger protein 706 OS=Homo sapiens OX=9606 GN=ZNF706 PE=1 SV=1;tr|E5RHV4|E5RHV4_HUMAN Zinc finger protein 706 OS=Homo sapiens OX=9606 GN=ZNF706 PE=1 SV=1;tr|H0YAP1|H0YAP1_HUMAN Zinc finger protein 706 (Fragment) OS=Homo sapiens O,1,1,14.5,76
RPL30,0.3169115704,0.0306222742083556,0,P62888;E5RI99;E5RJH3;A0A0C4DH44,P62888;E5RI99,12;12;4;4,12;12;4;4,8;8;4;2,60S ribosomal protein L30,RPL30,sp|P62888|RL30_HUMAN 60S ribosomal protein L30 OS=Homo sapiens OX=9606 GN=RPL30 PE=1 SV=2;tr|E5RI99|E5RI99_HUMAN 60S ribosomal protein L30 (Fragment) OS=Homo sapiens OX=9606 GN=RPL30 PE=1 SV=1,12,8,67,115
DNPEP,-0.0217684572,0.960245851807632,0,Q9ULA0;E7EMB6;E5RIA4;E7ETB3;C9JRG3;C9J1E2;E7EPX3;B9ZVU2;F8WAN0;C9JBE1,Q9ULA0;E7EMB6;E5RIA4;E7ETB3,5;5;5;5;2;2;2;2;2;2,5;5;5;5;2;2;2;2;2;2,5;5;5;5;2;2;2;2;2;2,Aspartyl aminopeptidase,DNPEP,sp|Q9ULA0|DNPEP_HUMAN Aspartyl aminopeptidase OS=Homo sapiens OX=9606 GN=DNPEP PE=1 SV=1;tr|E7EMB6|E7EMB6_HUMAN Aspartyl aminopeptidase OS=Homo sapiens OX=9606 GN=DNPEP PE=1 SV=2;tr|E5RIA4|E5RIA4_HUMAN Aspartyl aminopeptidase OS=Homo sapiens OX=9606 GN=DNP,5,5,14.9,475
SLC39A14,-0.4746518082,0.0180574898306358,0,Q15043;E5RIP4;E5RFZ8;E5RGA7;E5RJ40;E5RJG5,Q15043;E5RIP4;E5RFZ8;E5RGA7;E5RJ40;E5RJG5,2;2;1;1;1;1,2;2;1;1;1;1,2;2;1;1;1;1,Zinc transporter ZIP14,SLC39A14,sp|Q15043|S39AE_HUMAN Metal cation symporter ZIP14 OS=Homo sapiens OX=9606 GN=SLC39A14 PE=1 SV=3;tr|E5RIP4|E5RIP4_HUMAN Metal cation symporter ZIP14 (Fragment) OS=Homo sapiens OX=9606 GN=SLC39A14 PE=1 SV=2;tr|E5RFZ8|E5RFZ8_HUMAN Metal cation symporter ZIP1,2,2,6.7,492
SKP1,-0.5788514778,0.00927856989693341,0,P63208;E7ERH2;F8W8N3;E5RJR5;E5RI56;E5RGM3,P63208;E7ERH2;F8W8N3;E5RJR5;E5RI56;E5RGM3,2;2;2;2;1;1,2;2;2;2;1;1,2;2;2;2;1;1,S-phase kinase-associated protein 1,SKP1,sp|P63208|SKP1_HUMAN S-phase kinase-associated protein 1 OS=Homo sapiens OX=9606 GN=SKP1 PE=1 SV=2;tr|E7ERH2|E7ERH2_HUMAN S-phase kinase-associated protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=SKP1 PE=1 SV=1;tr|F8W8N3|F8W8N3_HUMAN S-phase kinase-associa,2,2,22.7,163
RBM22,0.2541713641,0.244488517236316,0,Q9NW64;E5RJW4,Q9NW64;E5RJW4,2;2,2;2,1;1,Pre-mRNA-splicing factor RBM22,RBM22,sp|Q9NW64|RBM22_HUMAN Pre-mRNA-splicing factor RBM22 OS=Homo sapiens OX=9606 GN=RBM22 PE=1 SV=1;tr|E5RJW4|E5RJW4_HUMAN Pre-mRNA-splicing factor RBM22 (Fragment) OS=Homo sapiens OX=9606 GN=RBM22 PE=1 SV=1,2,1,4.8,420
SWAP70,-0.2800288309,0.727819194044708,0,Q9UH65;E7EMB1;E9PJK8,Q9UH65;E7EMB1;E9PJK8,3;3;2,3;3;2,3;3;2,Switch-associated protein 70,SWAP70,sp|Q9UH65|SWP70_HUMAN Switch-associated protein 70 OS=Homo sapiens OX=9606 GN=SWAP70 PE=1 SV=1;tr|E7EMB1|E7EMB1_HUMAN Switch-associated protein 70 OS=Homo sapiens OX=9606 GN=SWAP70 PE=1 SV=1;tr|E9PJK8|E9PJK8_HUMAN Switch-associated protein 70 OS=Homo sapie,3,3,6,585
ITGA2,-0.029477314,0.929224444969439,0,P17301;E7EMF1;E7ESP4;E9PB77;D6RG08,P17301;E7EMF1;E7ESP4;E9PB77,5;5;5;4;1,5;5;5;4;1,5;5;5;4;1,Integrin alpha-2,ITGA2,sp|P17301|ITA2_HUMAN Integrin alpha-2 OS=Homo sapiens OX=9606 GN=ITGA2 PE=1 SV=1;tr|E7EMF1|E7EMF1_HUMAN Integrin alpha-2 OS=Homo sapiens OX=9606 GN=ITGA2 PE=1 SV=1;tr|E7ESP4|E7ESP4_HUMAN Integrin alpha-2 OS=Homo sapiens OX=9606 GN=ITGA2 PE=1 SV=1;tr|E9PB77,5,5,4.7,1181
AP1M1,0.0470844561,0.834997631663425,0,Q9BXS5;K7EJL1;E7ENJ6;Q9Y6Q5;K7EK69;K7ERH5;K7EL08,Q9BXS5;K7EJL1;E7ENJ6,4;4;4;1;1;1;1,4;4;4;1;1;1;1,4;4;4;1;1;1;1,AP-1 complex subunit mu-1,AP1M1,sp|Q9BXS5|AP1M1_HUMAN AP-1 complex subunit mu-1 OS=Homo sapiens OX=9606 GN=AP1M1 PE=1 SV=3;tr|K7EJL1|K7EJL1_HUMAN AP-1 complex subunit mu-1 OS=Homo sapiens OX=9606 GN=AP1M1 PE=1 SV=1;tr|E7ENJ6|E7ENJ6_HUMAN AP-1 complex subunit mu-1 OS=Homo sapiens OX=9606 ,4,4,11.6,423
RPL14,0.2472994241,0.145351367134537,0,P50914;E7EPB3,P50914;E7EPB3,9;9,9;9,9;9,60S ribosomal protein L14,RPL14,sp|P50914|RL14_HUMAN 60S ribosomal protein L14 OS=Homo sapiens OX=9606 GN=RPL14 PE=1 SV=4;tr|E7EPB3|E7EPB3_HUMAN 60S ribosomal protein L14 OS=Homo sapiens OX=9606 GN=RPL14 PE=1 SV=1,9,9,30.2,215
