Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity RBBP5-N1,Intensity RBBP5-N2,Intensity IP-BirA-alone-N1,Intensity IP-BirA-alone-N2
Q9UKI8,Q9UKI8,4,4,2,Serine/threonine-protein kinase tousled-like 1,TLK1,sp|Q9UKI8|TLK1_HUMAN Serine/threonine-protein kinase tousled-like 1 OS=Homo sapiens OX=9606 GN=TLK1 PE=1 SV=2,4,2,7.6,21.7160725522537,23.4730834087849,24.2102224529377,23.7961014144723
Q86UE8;J3KRK0;J3QLK5;J3QR10;J3QS73;J3KST4;J3QS44,Q86UE8;J3KRK0;J3QLK5,4;3;3;1;1;1;1,2;2;1;1;1;1;1,2;2;1;1;1;1;1,Serine/threonine-protein kinase tousled-like 2,TLK2,sp|Q86UE8|TLK2_HUMAN Serine/threonine-protein kinase tousled-like 2 OS=Homo sapiens OX=9606 GN=TLK2 PE=1 SV=2;tr|J3KRK0|J3KRK0_HUMAN Serine/threonine-protein kinase tousled-like 2 (Fragment) OS=Homo sapiens OX=9606 GN=TLK2 PE=1 SV=1;tr|J3QLK5|J3QLK5_HUMAN,4,2,8.4,22.8169697124843,23.539549798589,23.2583935074264,24.3566537939078
Q8N511;J3KRW7;J3KS81,Q8N511;J3KRW7;J3KS81,2;2;2,2;2;2,2;2;2,Transmembrane protein 199,TMEM199,sp|Q8N511|TM199_HUMAN Transmembrane protein 199 OS=Homo sapiens OX=9606 GN=TMEM199 PE=1 SV=1;tr|J3KRW7|J3KRW7_HUMAN Transmembrane protein 199 OS=Homo sapiens OX=9606 GN=TMEM199 PE=1 SV=1;tr|J3KS81|J3KS81_HUMAN Transmembrane protein 199 OS=Homo sapiens OX=9,2,2,11.5,4.17591035104535,4.22706700329514,24.6909374885751,25.1353570226328
Q8NBN3,Q8NBN3,2,2,2,Transmembrane protein 87A,TMEM87A,sp|Q8NBN3|TM87A_HUMAN Transmembrane protein 87A OS=Homo sapiens OX=9606 GN=TMEM87A PE=1 SV=3,2,2,5.6,4.17591035104535,4.22706700329514,23.6204203131901,24.829244642384
P63313,P63313,2,2,2,Thymosin beta-10,TMSB10,sp|P63313|TYB10_HUMAN Thymosin beta-10 OS=Homo sapiens OX=9606 GN=TMSB10 PE=1 SV=2,2,2,63.6,22.9688652160524,24.0450190419077,27.0607485329428,26.2999353380136
A0A2R8Y4T1;Q9HBL0;A0A087WWW7;E9PGF5;E9PF55;A0A494C067;E7ERH1,A0A2R8Y4T1;Q9HBL0;A0A087WWW7;E9PGF5;E9PF55;A0A494C067,3;2;2;2;2;2;1,2;1;1;1;1;1;1,2;1;1;1;1;1;1,Tensin-1,TNS1,tr|A0A2R8Y4T1|A0A2R8Y4T1_HUMAN Tensin-1 OS=Homo sapiens OX=9606 GN=TNS1 PE=1 SV=1;sp|Q9HBL0|TENS1_HUMAN Tensin-1 OS=Homo sapiens OX=9606 GN=TNS1 PE=1 SV=2;tr|A0A087WWW7|A0A087WWW7_HUMAN Tensin-1 OS=Homo sapiens OX=9606 GN=TNS1 PE=1 SV=1;tr|E9PGF5|E9PGF5_HU,3,2,2.7,4.17591035104535,4.22706700329514,23.6899783561026,23.1156583963803
Q15785,Q15785,2,2,2,Mitochondrial import receptor subunit TOM34,TOMM34,sp|Q15785|TOM34_HUMAN Mitochondrial import receptor subunit TOM34 OS=Homo sapiens OX=9606 GN=TOMM34 PE=1 SV=2,2,2,10.0,4.17591035104535,4.22706700329514,23.6839960504341,23.9256051442428
Q92547;A0A2R8YD63,Q92547;A0A2R8YD63,2;2,2;2,2;2,DNA topoisomerase 2-binding protein 1,TOPBP1,sp|Q92547|TOPB1_HUMAN DNA topoisomerase 2-binding protein 1 OS=Homo sapiens OX=9606 GN=TOPBP1 PE=1 SV=3;tr|A0A2R8YD63|A0A2R8YD63_HUMAN DNA topoisomerase 2-binding protein 1 OS=Homo sapiens OX=9606 GN=TOPBP1 PE=1 SV=1,2,2,1.6,23.0216767535473,23.0681209123964,22.1192096475049,22.3276032984909
Q15642;M0R2H7;M0R0F9;W4VSQ9,Q15642;M0R2H7;M0R0F9;W4VSQ9,2;2;2;2,2;2;2;2,2;2;2;2,Cdc42-interacting protein 4,TRIP10,sp|Q15642|CIP4_HUMAN Cdc42-interacting protein 4 OS=Homo sapiens OX=9606 GN=TRIP10 PE=1 SV=3;tr|M0R2H7|M0R2H7_HUMAN Cdc42-interacting protein 4 OS=Homo sapiens OX=9606 GN=TRIP10 PE=1 SV=1;tr|M0R0F9|M0R0F9_HUMAN Cdc42-interacting protein 4 OS=Homo sapiens O,2,2,5.7,21.3717766443379,24.4716903520221,24.0930532079658,24.1920963641428
Q14669;H7C2Y1,Q14669;H7C2Y1,2;2,2;2,2;2,E3 ubiquitin-protein ligase TRIP12,TRIP12,sp|Q14669|TRIPC_HUMAN E3 ubiquitin-protein ligase TRIP12 OS=Homo sapiens OX=9606 GN=TRIP12 PE=1 SV=1;tr|H7C2Y1|H7C2Y1_HUMAN E3 ubiquitin-protein ligase TRIP12 (Fragment) OS=Homo sapiens OX=9606 GN=TRIP12 PE=1 SV=1,2,2,1.3,23.8927288274608,21.9425989785071,22.1442935303143,23.6573097258281
Q7Z2T5,Q7Z2T5,2,2,2,TRMT1-like protein,TRMT1L,sp|Q7Z2T5|TRM1L_HUMAN TRMT1-like protein OS=Homo sapiens OX=9606 GN=TRMT1L PE=1 SV=2,2,2,2.6,22.9148453362584,23.3996304931049,4.42759069901186,4.36970281032512
Q96N46,Q96N46,3,3,2,Tetratricopeptide repeat protein 14,TTC14,sp|Q96N46|TTC14_HUMAN Tetratricopeptide repeat protein 14 OS=Homo sapiens OX=9606 GN=TTC14 PE=1 SV=1,3,2,6.1,22.7325250814525,22.9269264511042,25.4003147830783,23.3989784864771
O95801,O95801,2,2,2,Tetratricopeptide repeat protein 4,TTC4,sp|O95801|TTC4_HUMAN Tetratricopeptide repeat protein 4 OS=Homo sapiens OX=9606 GN=TTC4 PE=1 SV=3,2,2,5.7,4.17591035104535,4.22706700329514,23.4309680286565,22.6676971576115
Q8N5M4;E9PKV8;H0YDR3;E7EST3,Q8N5M4;E9PKV8;H0YDR3;E7EST3,2;2;1;1,2;2;1;1,2;2;1;1,Tetratricopeptide repeat protein 9C,TTC9C,sp|Q8N5M4|TTC9C_HUMAN Tetratricopeptide repeat protein 9C OS=Homo sapiens OX=9606 GN=TTC9C PE=1 SV=1;tr|E9PKV8|E9PKV8_HUMAN Tetratricopeptide repeat protein 9C (Fragment) OS=Homo sapiens OX=9606 GN=TTC9C PE=1 SV=1;tr|H0YDR3|H0YDR3_HUMAN Tetratricopeptide r,2,2,17.0,4.17591035104535,4.22706700329514,25.7247101423087,25.7584729198685
P68363;P68366;C9JDS9,P68363;P68366,23;18;7,5;4;1,2;2;0,Tubulin alpha-1B chain;Tubulin alpha-4A chain,TUBA1B;TUBA4A,sp|P68363|TBA1B_HUMAN Tubulin alpha-1B chain OS=Homo sapiens OX=9606 GN=TUBA1B PE=1 SV=1;sp|P68366|TBA4A_HUMAN Tubulin alpha-4A chain OS=Homo sapiens OX=9606 GN=TUBA4A PE=1 SV=1,23,2,64.3,23.7921341493822,26.2449776947618,29.8749185402006,30.520564222024
P0DPH8;P0DPH7;Q6PEY2;V9GZ17,P0DPH8;P0DPH7;Q6PEY2,20;20;16;6,2;2;2;0,2;2;2;0,Tubulin alpha-3E chain,TUBA3E,sp|P0DPH8|TBA3D_HUMAN Tubulin alpha-3D chain OS=Homo sapiens OX=9606 GN=TUBA3D PE=1 SV=1;sp|P0DPH7|TBA3C_HUMAN Tubulin alpha-3C chain OS=Homo sapiens OX=9606 GN=TUBA3C PE=1 SV=1;sp|Q6PEY2|TBA3E_HUMAN Tubulin alpha-3E chain OS=Homo sapiens OX=9606 GN=TUBA3E,20,2,56.0,4.17591035104535,4.22706700329514,28.2322871913857,28.0013673877858
Q13509;A0A0B4J269;G3V2A3;G3V5W4;G3V2R8;G3V3R4;G3V2N6,Q13509;A0A0B4J269,15;15;4;2;2;2;2,4;4;0;1;1;1;1,2;2;0;1;1;1;1,Tubulin beta-3 chain,TUBB3,sp|Q13509|TBB3_HUMAN Tubulin beta-3 chain OS=Homo sapiens OX=9606 GN=TUBB3 PE=1 SV=2;tr|A0A0B4J269|A0A0B4J269_HUMAN G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Homo sapiens OX=9606 PE=1 SV=1,15,2,36.0,4.17591035104535,4.22706700329514,25.923566511229,25.9654760588285
P49411,P49411,2,2,2,"Elongation factor Tu, mitochondrial",TUFM,"sp|P49411|EFTU_HUMAN Elongation factor Tu, mitochondrial OS=Homo sapiens OX=9606 GN=TUFM PE=1 SV=2",2,2,7.3,4.17591035104535,4.22706700329514,24.7487313187588,24.0726743297543
O14530;F8WCJ3;B8ZZX4,O14530;F8WCJ3;B8ZZX4,2;1;1,2;1;1,2;1;1,Thioredoxin domain-containing protein 9,TXNDC9,sp|O14530|TXND9_HUMAN Thioredoxin domain-containing protein 9 OS=Homo sapiens OX=9606 GN=TXNDC9 PE=1 SV=2;tr|F8WCJ3|F8WCJ3_HUMAN Thioredoxin domain-containing protein 9 OS=Homo sapiens OX=9606 GN=TXNDC9 PE=1 SV=1;tr|B8ZZX4|B8ZZX4_HUMAN Thioredoxin domain-c,2,2,7.1,23.1446780667906,22.5786297502393,25.6853870124977,25.4341855937041
Q13404;I3L0A0;Q15819;E5RIF1;D6RG00;A0A0A0MSL3;G3V2F7;H0YBX6,Q13404;I3L0A0;Q15819;E5RIF1;D6RG00;A0A0A0MSL3;G3V2F7;H0YBX6,2;2;1;1;1;1;1;1,2;2;1;1;1;1;1;1,2;2;1;1;1;1;1;1,Ubiquitin-conjugating enzyme E2 variant 1;Ubiquitin-conjugating enzyme E2 variant 2,UBE2V1;TMEM189-UBE2V1;UBE2V2,sp|Q13404|UB2V1_HUMAN Ubiquitin-conjugating enzyme E2 variant 1 OS=Homo sapiens OX=9606 GN=UBE2V1 PE=1 SV=2;tr|I3L0A0|I3L0A0_HUMAN HCG2044781 OS=Homo sapiens OX=9606 GN=TMEM189-UBE2V1 PE=1 SV=1;sp|Q15819|UB2V2_HUMAN Ubiquitin-conjugating enzyme E2 variant,2,2,12.9,4.17591035104535,4.22706700329514,23.7289966514765,24.2269977360281
Q9Y5Z9;R4GNE3,Q9Y5Z9;R4GNE3,2;1,2;1,2;1,UbiA prenyltransferase domain-containing protein 1,UBIAD1,sp|Q9Y5Z9|UBIA1_HUMAN UbiA prenyltransferase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=UBIAD1 PE=1 SV=1;tr|R4GNE3|R4GNE3_HUMAN UbiA prenyltransferase domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=UBIAD1 PE=4 SV=1,2,2,8.6,4.17591035104535,4.22706700329514,25.4206939980788,25.5558862124412
Q9NPG3;K7EJT1,Q9NPG3;K7EJT1,2;1,2;1,2;1,Ubinuclein-1,UBN1,sp|Q9NPG3|UBN1_HUMAN Ubinuclein-1 OS=Homo sapiens OX=9606 GN=UBN1 PE=1 SV=2;tr|K7EJT1|K7EJT1_HUMAN Ubinuclein-1 (Fragment) OS=Homo sapiens OX=9606 GN=UBN1 PE=1 SV=8,2,2,3.1,22.8650204056765,23.3308764050085,4.42759069901186,4.36970281032512
O94888;C9JAT7,O94888;C9JAT7,2;2,2;2,2;2,UBX domain-containing protein 7,UBXN7,sp|O94888|UBXN7_HUMAN UBX domain-containing protein 7 OS=Homo sapiens OX=9606 GN=UBXN7 PE=1 SV=2;tr|C9JAT7|C9JAT7_HUMAN UBX domain-containing protein 7 OS=Homo sapiens OX=9606 GN=UBXN7 PE=1 SV=1,2,2,4.5,4.17591035104535,4.22706700329514,22.7820679830823,24.0262089357675
Q8IWX7,Q8IWX7,2,2,2,Protein unc-45 homolog B,UNC45B,sp|Q8IWX7|UN45B_HUMAN Protein unc-45 homolog B OS=Homo sapiens OX=9606 GN=UNC45B PE=1 SV=1,2,2,2.5,4.17591035104535,4.22706700329514,26.5851907898374,26.3833071988884
Q96RU2;F5GZ74;F5H2G4;F5H6Q3,Q96RU2,19;3;2;1,19;3;2;1,2;2;2;1,Ubiquitin carboxyl-terminal hydrolase 28,USP28,sp|Q96RU2|UBP28_HUMAN Ubiquitin carboxyl-terminal hydrolase 28 OS=Homo sapiens OX=9606 GN=USP28 PE=1 SV=1,19,2,21.5,24.6170385208533,26.0833056413465,28.3476060281093,28.1065441712048
P40818;H0YLH2;H0YNL5;H0YKV1;A0A075B720,P40818,3;1;1;1;1,3;1;1;1;1,2;0;0;0;0,Ubiquitin carboxyl-terminal hydrolase 8,USP8,sp|P40818|UBP8_HUMAN Ubiquitin carboxyl-terminal hydrolase 8 OS=Homo sapiens OX=9606 GN=USP8 PE=1 SV=1,3,2,3.4,4.17591035104535,4.22706700329514,25.1821512341117,23.0774090316993
Q9HCJ6,Q9HCJ6,2,2,2,Synaptic vesicle membrane protein VAT-1 homolog-like,VAT1L,sp|Q9HCJ6|VAT1L_HUMAN Synaptic vesicle membrane protein VAT-1 homolog-like OS=Homo sapiens OX=9606 GN=VAT1L PE=1 SV=2,2,2,6.0,4.17591035104535,4.22706700329514,23.5268335113618,23.7442721458845
P21796;C9JI87,P21796;C9JI87,2;1,2;1,2;1,Voltage-dependent anion-selective channel protein 1,VDAC1,sp|P21796|VDAC1_HUMAN Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=2;tr|C9JI87|C9JI87_HUMAN Voltage-dependent anion-selective channel protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=6,2,2,7.4,23.4905708355137,25.5757734952038,23.6219856648566,24.0504005615438
Q14119;J9JIC7;J3QSH4,Q14119;J9JIC7;J3QSH4,2;2;2,2;2;2,2;2;2,Vascular endothelial zinc finger 1,VEZF1,sp|Q14119|VEZF1_HUMAN Vascular endothelial zinc finger 1 OS=Homo sapiens OX=9606 GN=VEZF1 PE=1 SV=2;tr|J9JIC7|J9JIC7_HUMAN Vascular endothelial zinc finger 1 (Fragment) OS=Homo sapiens OX=9606 GN=VEZF1 PE=1 SV=1;tr|J3QSH4|J3QSH4_HUMAN Vascular endothelial,2,2,7.3,22.8954346268666,23.9322897365678,22.6353116037413,22.8654810695237
O75554,O75554,2,2,2,WW domain-binding protein 4,WBP4,sp|O75554|WBP4_HUMAN WW domain-binding protein 4 OS=Homo sapiens OX=9606 GN=WBP4 PE=1 SV=1,2,2,7.4,22.972110363187,23.6603598221881,24.9584571348512,24.6012190068268
Q9BZH6;S4R3Z0,Q9BZH6;S4R3Z0,2;1,2;1,2;1,WD repeat-containing protein 11,WDR11,sp|Q9BZH6|WDR11_HUMAN WD repeat-containing protein 11 OS=Homo sapiens OX=9606 GN=WDR11 PE=1 SV=1;tr|S4R3Z0|S4R3Z0_HUMAN WD repeat-containing protein 11 (Fragment) OS=Homo sapiens OX=9606 GN=WDR11 PE=1 SV=1,2,2,2.5,4.17591035104535,4.22706700329514,24.1579915854774,23.7579645169169
Q8TF74;J3KSA3;A8MWR2,Q8TF74;J3KSA3;A8MWR2,2;1;1,2;1;1,2;1;1,WAS/WASL-interacting protein family member 2,WIPF2,sp|Q8TF74|WIPF2_HUMAN WAS/WASL-interacting protein family member 2 OS=Homo sapiens OX=9606 GN=WIPF2 PE=1 SV=1;tr|J3KSA3|J3KSA3_HUMAN WAS/WASL-interacting protein family member 2 (Fragment) OS=Homo sapiens OX=9606 GN=WIPF2 PE=1 SV=1;tr|A8MWR2|A8MWR2_HUMAN W,2,2,7.3,4.17591035104535,4.22706700329514,22.6343147548484,23.6987996063481
P23025;F2Z2T2,P23025;F2Z2T2,2;2,2;2,2;2,DNA repair protein complementing XP-A cells,XPA,sp|P23025|XPA_HUMAN DNA repair protein complementing XP-A cells OS=Homo sapiens OX=9606 GN=XPA PE=1 SV=1;tr|F2Z2T2|F2Z2T2_HUMAN DNA repair protein-complementing XP-A cells OS=Homo sapiens OX=9606 GN=XPA PE=1 SV=1,2,2,15.4,23.0595943990914,24.8291962436037,4.42759069901186,4.36970281032512
Q9HAV4,Q9HAV4,2,2,2,Exportin-5,XPO5,sp|Q9HAV4|XPO5_HUMAN Exportin-5 OS=Homo sapiens OX=9606 GN=XPO5 PE=1 SV=1,2,2,3.1,23.2733529276515,24.9675882861987,21.7807672210889,21.9843401016194
P67809;P16989;Q9Y2T7;C9J5V9;H0Y449,P67809;P16989;Q9Y2T7;C9J5V9;H0Y449,2;1;1;1;1,2;1;1;1;1,2;1;1;1;1,Nuclease-sensitive element-binding protein 1;Y-box-binding protein 3;Y-box-binding protein 2,YBX1;YBX3;YBX2,sp|P67809|YBOX1_HUMAN Y-box-binding protein 1 OS=Homo sapiens OX=9606 GN=YBX1 PE=1 SV=3;sp|P16989|YBOX3_HUMAN Y-box-binding protein 3 OS=Homo sapiens OX=9606 GN=YBX3 PE=1 SV=4;sp|Q9Y2T7|YBOX2_HUMAN Y-box-binding protein 2 OS=Homo sapiens OX=9606 GN=YBX2 PE,2,2,13.9,4.17591035104535,4.22706700329514,23.7510323906075,25.1244334160994
Q96MU7;J3QR07,Q96MU7;J3QR07,2;2,2;2,2;2,YTH domain-containing protein 1,YTHDC1,sp|Q96MU7|YTDC1_HUMAN YTH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=YTHDC1 PE=1 SV=3;tr|J3QR07|J3QR07_HUMAN YTH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=YTHDC1 PE=1 SV=1,2,2,7.3,23.6642965177717,24.6610125761578,4.42759069901186,4.36970281032512
P27348;E9PG15,P27348;E9PG15,4;3,2;2,2;2,14-3-3 protein theta,YWHAQ,sp|P27348|1433T_HUMAN 14-3-3 protein theta OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1;tr|E9PG15|E9PG15_HUMAN 14-3-3 protein theta (Fragment) OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1,4,2,18.0,4.17591035104535,4.22706700329514,24.0864271745108,24.1445454236213
Q9H869,Q9H869,6,3,2,YY1-associated protein 1,YY1AP1,sp|Q9H869|YYAP1_HUMAN YY1-associated protein 1 OS=Homo sapiens OX=9606 GN=YY1AP1 PE=1 SV=2,6,2,11.8,23.5623328219552,24.571090168835,4.42759069901186,4.36970281032512
Q96GY0;H0YAP0,Q96GY0;H0YAP0,2;1,2;1,2;1,Zinc finger C2HC domain-containing protein 1A,ZC2HC1A,sp|Q96GY0|ZC21A_HUMAN Zinc finger C2HC domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ZC2HC1A PE=1 SV=2;tr|H0YAP0|H0YAP0_HUMAN Zinc finger C2HC domain-containing protein 1A (Fragment) OS=Homo sapiens OX=9606 GN=ZC2HC1A PE=1 SV=1,2,2,6.8,4.17591035104535,4.22706700329514,23.2648491714414,23.7399536199803
Q9Y6X8,Q9Y6X8,3,2,2,Zinc fingers and homeoboxes protein 2,ZHX2,sp|Q9Y6X8|ZHX2_HUMAN Zinc fingers and homeoboxes protein 2 OS=Homo sapiens OX=9606 GN=ZHX2 PE=1 SV=1,3,2,3.7,22.6998061187031,23.1758010930011,4.42759069901186,4.36970281032512
Q14202;A6NHN7;A6NHB5,Q14202;A6NHN7;A6NHB5,2;2;2,2;2;2,2;2;2,Zinc finger MYM-type protein 3,ZMYM3,sp|Q14202|ZMYM3_HUMAN Zinc finger MYM-type protein 3 OS=Homo sapiens OX=9606 GN=ZMYM3 PE=1 SV=2;tr|A6NHN7|A6NHN7_HUMAN Zinc finger MYM-type protein 3 OS=Homo sapiens OX=9606 GN=ZMYM3 PE=1 SV=1;tr|A6NHB5|A6NHB5_HUMAN Zinc finger MYM-type protein 3 OS=Homo s,2,2,1.2,22.796519924255,22.9725311171027,4.42759069901186,4.36970281032512
Q9NWK9,Q9NWK9,2,2,2,Box C/D snoRNA protein 1,ZNHIT6,sp|Q9NWK9|BCD1_HUMAN Box C/D snoRNA protein 1 OS=Homo sapiens OX=9606 GN=ZNHIT6 PE=1 SV=1,2,2,4.9,23.0799201425465,23.8763333305938,4.42759069901186,4.36970281032512
O43264;F5H3C1,O43264;F5H3C1,2;1,2;1,2;1,Centromere/kinetochore protein zw10 homolog,ZW10,sp|O43264|ZW10_HUMAN Centromere/kinetochore protein zw10 homolog OS=Homo sapiens OX=9606 GN=ZW10 PE=1 SV=3;tr|F5H3C1|F5H3C1_HUMAN Centromere/kinetochore protein zw10 homolog OS=Homo sapiens OX=9606 GN=ZW10 PE=1 SV=1,2,2,2.7,4.17591035104535,4.22706700329514,24.47401236186,23.6732512696971
P98169;P98168,P98169;P98168,2;1,2;1,2;1,Zinc finger X-linked protein ZXDB;Zinc finger X-linked protein ZXDA,ZXDB;ZXDA,sp|P98169|ZXDB_HUMAN Zinc finger X-linked protein ZXDB OS=Homo sapiens OX=9606 GN=ZXDB PE=1 SV=2;sp|P98168|ZXDA_HUMAN Zinc finger X-linked protein ZXDA OS=Homo sapiens OX=9606 GN=ZXDA PE=1 SV=2,2,2,5.0,4.17591035104535,4.22706700329514,24.8351853444402,25.0366180127881
A0A096LPI6;A0A096LNH5;P0DPI2;A0A0B4J2D5,A0A096LPI6;A0A096LNH5;P0DPI2;A0A0B4J2D5,2;1;1;1,2;1;1;1,2;1;1;1,,A0A096LPI6;A0A096LNH5;P0DPI2;A0A0B4J2D5,"tr|A0A096LPI6|A0A096LPI6_HUMAN Utp12 domain-containing protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=2;tr|A0A096LNH5|A0A096LNH5_HUMAN Glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial OS=Homo sapiens OX=9606 GN=GATD3B",2,2,15.8,4.17591035104535,4.22706700329514,28.8296862062645,24.9322446741749
A0A3B3ISK4;A0A3B3IUA2,A0A3B3ISK4;A0A3B3IUA2,2;2,2;2,2;2,,A0A3B3ISK4;A0A3B3IUA2,tr|A0A3B3ISK4|A0A3B3ISK4_HUMAN NHP2-like protein 1 OS=Homo sapiens OX=9606 GN=SNU13 PE=4 SV=1;tr|A0A3B3IUA2|A0A3B3IUA2_HUMAN Ribonucloprotein OS=Homo sapiens OX=9606 GN=SNU13 PE=1 SV=1,2,2,22.4,4.17591035104535,4.22706700329514,24.7270757920008,23.5134018395649
A0A494C071,A0A494C071,2,2,2,,A0A494C071,tr|A0A494C071|A0A494C071_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=4 SV=1,2,2,1.6,22.8068213164717,23.1404447414904,22.777627411255,21.2396964135029
Q9P0V9;E7EW69;E7EX04;B5ME97;F5GYV2;C9JEW2;C9JNR7;F5H1F2,Q9P0V9;E7EW69;E7EX04;B5ME97,3;3;3;3;1;1;1;1,3;3;3;3;1;1;1;1,3;3;3;3;1;1;1;1,Septin-10,Septin-10,sp|Q9P0V9|SEP10_HUMAN Septin-10 OS=Homo sapiens OX=9606 GN=SEPTIN10 PE=1 SV=2;tr|E7EW69|E7EW69_HUMAN Septin-10 OS=Homo sapiens OX=9606 GN=SEPTIN10 PE=1 SV=1;tr|E7EX04|E7EX04_HUMAN Septin-10 OS=Homo sapiens OX=9606 GN=SEPTIN10 PE=1 SV=1;tr|B5ME97|B5ME97_HUM,3,3,8.8,4.17591035104535,4.22706700329514,24.7804668786207,25.2630588271635
Q96IU4;B4DQI4;F8W9U3,Q96IU4;B4DQI4;F8W9U3,3;2;2,3;2;2,3;2;2,Alpha/beta hydrolase domain-containing protein 14B,ABHD14B,sp|Q96IU4|ABHEB_HUMAN Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1;tr|B4DQI4|B4DQI4_HUMAN Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1;tr|F8W9U3|F8W9U3_HUMAN Protein ABHD14B OS=Homo sapiens OX=9606 GN=ABHD14B PE=1 SV=1,3,3,23.3,4.17591035104535,4.22706700329514,25.9899067138378,25.4482141271051
O14639;A0A3B3IS55;F8W8M4;A0A0A0MRL6;A0A494C1P1;A0A494C1G0,O14639;A0A3B3IS55;F8W8M4;A0A0A0MRL6;A0A494C1P1;A0A494C1G0,18;18;17;17;10;10,18;18;17;17;10;10,3;3;2;2;2;2,Actin-binding LIM protein 1,ABLIM1,sp|O14639|ABLM1_HUMAN Actin-binding LIM protein 1 OS=Homo sapiens OX=9606 GN=ABLIM1 PE=1 SV=3;tr|A0A3B3IS55|A0A3B3IS55_HUMAN Actin-binding LIM protein 1 OS=Homo sapiens OX=9606 GN=ABLIM1 PE=1 SV=1;tr|F8W8M4|F8W8M4_HUMAN Actin-binding LIM protein 1 OS=Homo,18,3,27.2,23.601842409325,26.2730090361336,28.1805397607883,27.9545466242509
P55265,P55265,30,30,3,Double-stranded RNA-specific adenosine deaminase,ADAR,sp|P55265|DSRAD_HUMAN Double-stranded RNA-specific adenosine deaminase OS=Homo sapiens OX=9606 GN=ADAR PE=1 SV=4,30,3,32.5,26.0817626518508,27.71940584692,30.2405901012697,29.648850853213
P51648;J3QRD1;A0A5F9ZI12;A0A5F9ZHI5;A0A5F9ZGX4;A0A5F9ZHN9;I3L1M4;A0A5K1VW72;J3QS00;A0A5F9ZHZ9,P51648;J3QRD1;A0A5F9ZI12;A0A5F9ZHI5;A0A5F9ZGX4;A0A5F9ZHN9;I3L1M4;A0A5K1VW72,3;3;3;3;3;3;2;2;1;1,3;3;3;3;3;3;2;2;1;1,3;3;3;3;3;3;2;2;1;1,Fatty aldehyde dehydrogenase,ALDH3A2,sp|P51648|AL3A2_HUMAN Aldehyde dehydrogenase family 3 member A2 OS=Homo sapiens OX=9606 GN=ALDH3A2 PE=1 SV=1;tr|J3QRD1|J3QRD1_HUMAN Aldehyde dehydrogenase family 3 member A2 OS=Homo sapiens OX=9606 GN=ALDH3A2 PE=1 SV=1;tr|A0A5F9ZI12|A0A5F9ZI12_HUMAN Aldehy,3,3,8.0,4.17591035104535,4.22706700329514,25.3963021742974,25.1967053728
Q8IWZ3;H0Y4P6;H0Y785;H0Y472;A0A0A0MQZ8;H0Y7Y3,Q8IWZ3,37;9;8;8;7;7,22;8;8;8;7;7,3;3;3;3;3;3,Ankyrin repeat and KH domain-containing protein 1,ANKHD1,sp|Q8IWZ3|ANKH1_HUMAN Ankyrin repeat and KH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ANKHD1 PE=1 SV=1,37,3,23.1,4.17591035104535,4.22706700329514,28.4085172425701,28.4709988297667
Q86XL3;F5H1D4,Q86XL3;F5H1D4,3;2,3;2,3;2,Ankyrin repeat and LEM domain-containing protein 2,ANKLE2,sp|Q86XL3|ANKL2_HUMAN Ankyrin repeat and LEM domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ANKLE2 PE=1 SV=4;tr|F5H1D4|F5H1D4_HUMAN Ankyrin repeat and LEM domain-containing protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=ANKLE2 PE=1 SV=1,3,3,5.1,4.17591035104535,4.22706700329514,24.3336085240731,22.8641211411291
Q9Y6D5,Q9Y6D5,3,3,3,Brefeldin A-inhibited guanine nucleotide-exchange protein 2,ARFGEF2,sp|Q9Y6D5|BIG2_HUMAN Brefeldin A-inhibited guanine nucleotide-exchange protein 2 OS=Homo sapiens OX=9606 GN=ARFGEF2 PE=1 SV=3,3,3,2.9,4.17591035104535,4.22706700329514,24.6317308194308,24.198055298081
