Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity FBXW5-N1,Intensity FBXW5-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
Q9Y314;M0R3B2;A0A075B6F9;A0A075B797;M0QX85;M0R1K2,Q9Y314;M0R3B2;A0A075B6F9;A0A075B797,3;3;3;2;1;1,3;3;3;2;1;1,3;3;3;2;1;1,Nitric oxide synthase-interacting protein,NOSIP,sp|Q9Y314|NOSIP_HUMAN Nitric oxide synthase-interacting protein OS=Homo sapiens OX=9606 GN=NOSIP PE=1 SV=1;tr|M0R3B2|M0R3B2_HUMAN Nitric oxide synthase-interacting protein (Fragment) OS=Homo sapiens OX=9606 GN=NOSIP PE=1 SV=8;tr|A0A075B6F9|A0A075B6F9_HUMAN,3,3,14.6,4.1990986663671,4.21659383839466,26.1271523974929,24.7946149682362
Q14207;H0YET3,Q14207,3;1,3;1,3;1,Protein NPAT,NPAT,sp|Q14207|NPAT_HUMAN Protein NPAT OS=Homo sapiens OX=9606 GN=NPAT PE=1 SV=3,3,3,2.5,4.1990986663671,4.21659383839466,24.7725119812368,23.8872533451935
P13056;A0A087WUK4,P13056;A0A087WUK4,3;3,3;3,3;3,Nuclear receptor subfamily 2 group C member 1,NR2C1,sp|P13056|NR2C1_HUMAN Nuclear receptor subfamily 2 group C member 1 OS=Homo sapiens OX=9606 GN=NR2C1 PE=1 SV=2;tr|A0A087WUK4|A0A087WUK4_HUMAN Nuclear receptor subfamily 2 group C member 1 OS=Homo sapiens OX=9606 GN=NR2C1 PE=1 SV=1,3,3,8.1,4.1990986663671,4.21659383839466,24.9628314183747,24.3444178252343
Q9H1E3,Q9H1E3,3,3,3,Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1,NUCKS1,sp|Q9H1E3|NUCKS_HUMAN Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 OS=Homo sapiens OX=9606 GN=NUCKS1 PE=1 SV=1,3,3,14.4,4.1990986663671,4.21659383839466,26.8143338757973,24.9394368126575
P57740;H0YG15,P57740,3;1,3;1,3;1,Nuclear pore complex protein Nup107,NUP107,sp|P57740|NU107_HUMAN Nuclear pore complex protein Nup107 OS=Homo sapiens OX=9606 GN=NUP107 PE=1 SV=1,3,3,4.3,4.1990986663671,4.21659383839466,26.8390601626672,23.548043898107
Q12769;E9PR16;G3V198;E9PSI3,Q12769;E9PR16;G3V198,3;3;3;1,3;3;3;1,3;3;3;1,Nuclear pore complex protein Nup160,NUP160,sp|Q12769|NU160_HUMAN Nuclear pore complex protein Nup160 OS=Homo sapiens OX=9606 GN=NUP160 PE=1 SV=3;tr|E9PR16|E9PR16_HUMAN Nuclear pore complex protein Nup160 (Fragment) OS=Homo sapiens OX=9606 GN=NUP160 PE=1 SV=2;tr|G3V198|G3V198_HUMAN Nuclear pore comp,3,3,3.0,4.1990986663671,4.21659383839466,24.2009758101782,23.8351853444402
Q9P2P1,Q9P2P1,3,3,3,Protein NYNRIN,NYNRIN,sp|Q9P2P1|NYNRI_HUMAN Protein NYNRIN OS=Homo sapiens OX=9606 GN=NYNRIN PE=2 SV=3,3,3,1.8,23.7729379238396,23.4034063317465,4.47839057686436,4.38736295845818
Q5VST9;A6NGQ3;A0A590UJ65,Q5VST9;A6NGQ3,3;3;1,3;3;1,3;3;1,Obscurin,OBSCN,sp|Q5VST9|OBSCN_HUMAN Obscurin OS=Homo sapiens OX=9606 GN=OBSCN PE=1 SV=3;tr|A6NGQ3|A6NGQ3_HUMAN Obscurin OS=Homo sapiens OX=9606 GN=OBSCN PE=1 SV=5,3,3,1.0,23.6567748996678,23.05936690769,29.0505874832053,24.8472328719987
Q9NTK5;J3KQ32;C9JTK6,Q9NTK5;J3KQ32;C9JTK6,3;3;2,3;3;2,3;3;2,Obg-like ATPase 1,OLA1,sp|Q9NTK5|OLA1_HUMAN Obg-like ATPase 1 OS=Homo sapiens OX=9606 GN=OLA1 PE=1 SV=2;tr|J3KQ32|J3KQ32_HUMAN Obg-like ATPase 1 OS=Homo sapiens OX=9606 GN=OLA1 PE=1 SV=1;tr|C9JTK6|C9JTK6_HUMAN Obg-like ATPase 1 (Fragment) OS=Homo sapiens OX=9606 GN=OLA1 PE=1 SV=,3,3,10.1,4.1990986663671,4.21659383839466,24.8619747585477,22.5428826145933
Q01804;D6RI06,Q01804,3;1,3;1,3;1,OTU domain-containing protein 4,OTUD4,sp|Q01804|OTUD4_HUMAN OTU domain-containing protein 4 OS=Homo sapiens OX=9606 GN=OTUD4 PE=1 SV=4,3,3,4.2,4.1990986663671,4.21659383839466,24.2133409920685,21.195083793373
Q6VY07;B4DF77;E9PNZ9;E9PSG7;H0YCU5,Q6VY07;B4DF77,3;2;1;1;1,3;2;1;1;1,3;2;1;1;1,Phosphofurin acidic cluster sorting protein 1,PACS1,sp|Q6VY07|PACS1_HUMAN Phosphofurin acidic cluster sorting protein 1 OS=Homo sapiens OX=9606 GN=PACS1 PE=1 SV=2;tr|B4DF77|B4DF77_HUMAN Phosphofurin acidic cluster sorting protein 1 OS=Homo sapiens OX=9606 GN=PACS1 PE=1 SV=1,3,3,4.2,4.1990986663671,4.21659383839466,24.996451420909,23.2312088734543
Q9UNF0;A0A0U1RR22;H0Y923;B0QYG7;B0QYG8,Q9UNF0;A0A0U1RR22,3;3;1;1;1,3;3;1;1;1,3;3;1;1;1,Protein kinase C and casein kinase substrate in neurons protein 2,PACSIN2,sp|Q9UNF0|PACN2_HUMAN Protein kinase C and casein kinase substrate in neurons protein 2 OS=Homo sapiens OX=9606 GN=PACSIN2 PE=1 SV=2;tr|A0A0U1RR22|A0A0U1RR22_HUMAN Protein kinase C and casein kinase substrate in neurons protein 2 (Fragment) OS=Homo sapiens,3,3,7.8,4.1990986663671,4.21659383839466,25.7237732090145,25.771981446467
O75781,O75781,3,3,3,Paralemmin-1,PALM,sp|O75781|PALM_HUMAN Paralemmin-1 OS=Homo sapiens OX=9606 GN=PALM PE=1 SV=2,3,3,12.9,4.1990986663671,4.21659383839466,24.5896086325806,25.2397983692057
Q9NRJ5,Q9NRJ5,11,3,3,Poly(A) polymerase beta,PAPOLB,sp|Q9NRJ5|PAPOB_HUMAN Poly(A) polymerase beta OS=Homo sapiens OX=9606 GN=PAPOLB PE=2 SV=1,11,3,19.7,25.8420134309054,24.2723444496395,25.010221096779,25.1703172214392
Q53GL7;E9PK67;E9PNI7;E9PPE7,Q53GL7;E9PK67;E9PNI7,3;3;3;1,3;3;3;1,3;3;3;1,Poly [ADP-ribose] polymerase 10,PARP10,sp|Q53GL7|PAR10_HUMAN Protein mono-ADP-ribosyltransferase PARP10 OS=Homo sapiens OX=9606 GN=PARP10 PE=1 SV=2;tr|E9PK67|E9PK67_HUMAN Poly [ADP-ribose] polymerase OS=Homo sapiens OX=9606 GN=PARP10 PE=1 SV=1;tr|E9PNI7|E9PNI7_HUMAN Poly [ADP-ribose] polymerase,3,3,4.5,4.1990986663671,4.21659383839466,23.3505680347554,23.9825055345494
Q53EL6,Q53EL6,3,3,3,Programmed cell death protein 4,PDCD4,sp|Q53EL6|PDCD4_HUMAN Programmed cell death protein 4 OS=Homo sapiens OX=9606 GN=PDCD4 PE=1 SV=2,3,3,9.2,4.1990986663671,4.21659383839466,25.447772868487,24.6433387731874
Q9NTI5,Q9NTI5,4,3,3,Sister chromatid cohesion protein PDS5 homolog B,PDS5B,sp|Q9NTI5|PDS5B_HUMAN Sister chromatid cohesion protein PDS5 homolog B OS=Homo sapiens OX=9606 GN=PDS5B PE=1 SV=1,4,3,3.2,4.1990986663671,4.21659383839466,24.7429882209106,23.9258312105855
Q6P996;H3BND4,Q6P996;H3BND4,3;3,3;3,3;3,Pyridoxal-dependent decarboxylase domain-containing protein 1,PDXDC1,sp|Q6P996|PDXD1_HUMAN Pyridoxal-dependent decarboxylase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PDXDC1 PE=1 SV=2;tr|H3BND4|H3BND4_HUMAN Pyridoxal-dependent decarboxylase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PDXDC1 PE=1 SV=1,3,3,3.9,4.1990986663671,4.21659383839466,24.8577103520771,24.3301748574574
Q8IZL8;C9JFV4;E7EV54;I3L1P4;I3L4M7;I3L445,Q8IZL8;C9JFV4;E7EV54,3;3;2;1;1;1,3;3;2;1;1;1,3;3;2;1;1;1,"Proline-, glutamic acid- and leucine-rich protein 1",PELP1,"sp|Q8IZL8|PELP1_HUMAN Proline-, glutamic acid- and leucine-rich protein 1 OS=Homo sapiens OX=9606 GN=PELP1 PE=1 SV=2;tr|C9JFV4|C9JFV4_HUMAN Proline-, glutamic acid- and leucine-rich protein 1 OS=Homo sapiens OX=9606 GN=PELP1 PE=1 SV=2;tr|E7EV54|E7EV54_HUMA",3,3,3.7,4.1990986663671,4.21659383839466,23.8816636634979,23.4775369384295
P17858,P17858,4,4,3,"ATP-dependent 6-phosphofructokinase, liver type",PFKL,"sp|P17858|PFKAL_HUMAN ATP-dependent 6-phosphofructokinase, liver type OS=Homo sapiens OX=9606 GN=PFKL PE=1 SV=6",4,3,7.6,22.3832940132956,21.8389976705665,25.6119491924283,25.065830587516
P46020;A6NIT2;A6NMN0;P46019,P46020;A6NIT2;A6NMN0,3;3;3;1,3;3;3;1,3;3;3;1,"Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform",PHKA1,"sp|P46020|KPB1_HUMAN Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform OS=Homo sapiens OX=9606 GN=PHKA1 PE=1 SV=2;tr|A6NIT2|A6NIT2_HUMAN Phosphorylase b kinase regulatory subunit OS=Homo sapiens OX=9606 GN=PHKA1 PE=1 SV=1;tr|A6NMN0|A",3,3,2.5,4.1990986663671,4.21659383839466,23.7378926267142,24.1847258532807
Q86UU1;A0A087WZL0,Q86UU1,3;1,3;1,3;1,Pleckstrin homology-like domain family B member 1,PHLDB1,sp|Q86UU1|PHLB1_HUMAN Pleckstrin homology-like domain family B member 1 OS=Homo sapiens OX=9606 GN=PHLDB1 PE=1 SV=1,3,3,3.3,21.4463220677639,22.5791492901659,23.6405282737372,23.756845399379
Q9Y263;E5RIM3;H0YC16;H0YBW4,Q9Y263;E5RIM3,3;3;1;1,3;3;1;1,3;3;1;1,Phospholipase A-2-activating protein,PLAA,sp|Q9Y263|PLAP_HUMAN Phospholipase A-2-activating protein OS=Homo sapiens OX=9606 GN=PLAA PE=1 SV=2;tr|E5RIM3|E5RIM3_HUMAN Phospholipase A-2-activating protein OS=Homo sapiens OX=9606 GN=PLAA PE=1 SV=1,3,3,6.3,4.1990986663671,4.21659383839466,25.4468899461578,24.4804983388006
Q9P212,Q9P212,3,3,3,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1",PLCE1,"sp|Q9P212|PLCE1_HUMAN 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1 OS=Homo sapiens OX=9606 GN=PLCE1 PE=1 SV=3",3,3,1.8,4.1990986663671,4.21659383839466,23.8320006923995,23.7643573381792
P09884;A0A087WU64;A6NMQ1,P09884;A0A087WU64;A6NMQ1,3;3;2,3;3;2,3;3;2,DNA polymerase alpha catalytic subunit;DNA polymerase,POLA1,sp|P09884|DPOLA_HUMAN DNA polymerase alpha catalytic subunit OS=Homo sapiens OX=9606 GN=POLA1 PE=1 SV=2;tr|A0A087WU64|A0A087WU64_HUMAN DNA polymerase OS=Homo sapiens OX=9606 GN=POLA1 PE=1 SV=1;tr|A6NMQ1|A6NMQ1_HUMAN DNA polymerase OS=Homo sapiens OX=9606 G,3,3,2.5,4.1990986663671,4.21659383839466,26.9282962550523,26.5505559866797
A8CG34;A6NF01;Q96HA1;C9JFL1,A8CG34;A6NF01,3;2;1;1,3;2;1;1,3;2;1;1,Nuclear envelope pore membrane protein POM 121C;Putative nuclear envelope pore membrane protein POM 121B,POM121C;POM121B,sp|A8CG34|P121C_HUMAN Nuclear envelope pore membrane protein POM 121C OS=Homo sapiens OX=9606 GN=POM121C PE=1 SV=3;sp|A6NF01|P121B_HUMAN Putative nuclear envelope pore membrane protein POM 121B OS=Homo sapiens OX=9606 GN=POM121B PE=5 SV=2,3,3,5.2,4.1990986663671,4.21659383839466,25.7942679103008,22.8558015037083
P14859;P09086;Q9UKI9;U3KQ96;U3KQN1;H0YNW1;H0YLL6;A0A0C4DG88;B5ME60;H0YKT2;H0YLC5;A0A0A0MT46,P14859;P09086;Q9UKI9;U3KQ96;U3KQN1;H0YNW1;H0YLL6;A0A0C4DG88;B5ME60;H0YKT2;H0YLC5;A0A0A0MT46,3;3;3;3;3;3;3;3;3;3;2;2,3;3;3;3;3;3;3;3;3;3;2;2,3;3;3;3;3;3;3;3;3;3;2;2,"POU domain, class 2, transcription factor 1;POU domain, class 2, transcription factor 2;POU domain, class 2, transcription factor 3;POU domain protein",POU2F1;POU2F2;POU2F3,"sp|P14859|PO2F1_HUMAN POU domain, class 2, transcription factor 1 OS=Homo sapiens OX=9606 GN=POU2F1 PE=1 SV=2;sp|P09086|PO2F2_HUMAN POU domain, class 2, transcription factor 2 OS=Homo sapiens OX=9606 GN=POU2F2 PE=1 SV=3;sp|Q9UKI9|PO2F3_HUMAN POU domain, cl",3,3,4.8,4.1990986663671,4.21659383839466,25.0953088039999,24.5361143856929
P62140;C9J9S3;C9JP48;E7ETD8,P62140;C9J9S3;C9JP48;E7ETD8,6;5;5;3,6;5;5;3,3;3;3;1,Serine/threonine-protein phosphatase PP1-beta catalytic subunit;Serine/threonine-protein phosphatase,PPP1CB,sp|P62140|PP1B_HUMAN Serine/threonine-protein phosphatase PP1-beta catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CB PE=1 SV=3;tr|C9J9S3|C9J9S3_HUMAN Serine/threonine-protein phosphatase (Fragment) OS=Homo sapiens OX=9606 GN=PPP1CB PE=1 SV=1;tr|C9JP48|C9,6,3,24.2,4.1990986663671,4.21659383839466,25.9131700987742,26.4542520958071
O75170;A0A0A0MSJ8;T1ECW5,O75170;A0A0A0MSJ8;T1ECW5,3;2;2,3;2;2,3;2;2,Serine/threonine-protein phosphatase 6 regulatory subunit 2,PPP6R2,sp|O75170|PP6R2_HUMAN Serine/threonine-protein phosphatase 6 regulatory subunit 2 OS=Homo sapiens OX=9606 GN=PPP6R2 PE=1 SV=2;tr|A0A0A0MSJ8|A0A0A0MSJ8_HUMAN Serine/threonine-protein phosphatase 6 regulatory subunit 2 (Fragment) OS=Homo sapiens OX=9606 GN=P,3,3,3.7,4.1990986663671,4.21659383839466,24.8965678143339,24.7350022807886
O60828;A0A5H1ZRR1;H7C053,O60828;A0A5H1ZRR1,3;2;1,3;2;1,3;2;1,Polyglutamine-binding protein 1,PQBP1,sp|O60828|PQBP1_HUMAN Polyglutamine-binding protein 1 OS=Homo sapiens OX=9606 GN=PQBP1 PE=1 SV=1;tr|A0A5H1ZRR1|A0A5H1ZRR1_HUMAN Polyglutamine-binding protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=PQBP1 PE=1 SV=1,3,3,12.1,4.1990986663671,4.21659383839466,24.7857138659007,25.1169197743761
P32119;A6NIW5,P32119;A6NIW5,4;2,3;2,3;2,Peroxiredoxin-2,PRDX2,"sp|P32119|PRDX2_HUMAN Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5;tr|A6NIW5|A6NIW5_HUMAN Peroxiredoxin 2, isoform CRA_a OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=2",4,3,19.2,25.2561271830422,22.547031951166,4.47839057686436,4.38736295845818
E9PM69;P17980;E9PKD5;R4GNH3;E9PLG2;E9PN50;E9PMD8,E9PM69;P17980;E9PKD5;R4GNH3,3;2;2;2;1;1;1,3;2;2;2;1;1;1,3;2;2;2;1;1;1,26S protease regulatory subunit 6A,PSMC3,tr|E9PM69|E9PM69_HUMAN 26S proteasome regulatory subunit 6A OS=Homo sapiens OX=9606 GN=PSMC3 PE=1 SV=1;sp|P17980|PRS6A_HUMAN 26S proteasome regulatory subunit 6A OS=Homo sapiens OX=9606 GN=PSMC3 PE=1 SV=3;tr|E9PKD5|E9PKD5_HUMAN 26S proteasome regulatory su,3,3,12.3,4.1990986663671,4.21659383839466,23.8396128595491,25.3465835263169
Q15042,Q15042,3,3,3,Rab3 GTPase-activating protein catalytic subunit,RAB3GAP1,sp|Q15042|RB3GP_HUMAN Rab3 GTPase-activating protein catalytic subunit OS=Homo sapiens OX=9606 GN=RAB3GAP1 PE=1 SV=3,3,3,4.4,4.1990986663671,4.21659383839466,24.2829848880848,23.7163866026212
Q5R372;A0A0C4DG54;A0A0U1RRM5,Q5R372;A0A0C4DG54;A0A0U1RRM5,3;3;2,3;3;2,3;3;2,Rab GTPase-activating protein 1-like,RABGAP1L,sp|Q5R372|RBG1L_HUMAN Rab GTPase-activating protein 1-like OS=Homo sapiens OX=9606 GN=RABGAP1L PE=1 SV=1;tr|A0A0C4DG54|A0A0C4DG54_HUMAN Rab GTPase-activating protein 1-like (Fragment) OS=Homo sapiens OX=9606 GN=RABGAP1L PE=1 SV=1;tr|A0A0U1RRM5|A0A0U1RRM5_H,3,3,3.7,4.1990986663671,4.21659383839466,24.2573147493385,24.8267742320875
Q9H0H5;F8VRD2;F8VWX0;F8VVE5;F8VWY4;F8VV47;F8VZ66;F8W0L1;F8VS54;F8VV39;F8VUW9;F8VV37;F8VQZ5;F8W1E5;F8VYH6;F8VXH1;F8W1T4;F8VQF5,Q9H0H5;F8VRD2;F8VWX0;F8VVE5;F8VWY4;F8VV47;F8VZ66;F8W0L1;F8VS54;F8VV39;F8VUW9,5;5;4;4;4;4;4;4;3;3;3;2;2;2;2;2;1;1,5;5;4;4;4;4;4;4;3;3;3;2;2;2;2;2;1;1,3;3;2;2;2;2;2;2;1;1;1;2;2;2;2;0;1;1,Rac GTPase-activating protein 1,RACGAP1,sp|Q9H0H5|RGAP1_HUMAN Rac GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=RACGAP1 PE=1 SV=1;tr|F8VRD2|F8VRD2_HUMAN Rac GTPase-activating protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=RACGAP1 PE=1 SV=8;tr|F8VWX0|F8VWX0_HUMAN Rac GTPase-activating p,5,3,8.5,25.4731143835262,24.4755510323026,23.8487138578157,24.8309375776001
Q8NHQ8;F5H0S5;F5H7J1;F5H8C5;H0YG85,Q8NHQ8;F5H0S5;F5H7J1,3;2;2;1;1,3;2;2;1;1,3;2;2;1;1,Ras association domain-containing protein 8,RASSF8,sp|Q8NHQ8|RASF8_HUMAN Ras association domain-containing protein 8 OS=Homo sapiens OX=9606 GN=RASSF8 PE=1 SV=2;tr|F5H0S5|F5H0S5_HUMAN Ras association domain-containing protein 8 (Fragment) OS=Homo sapiens OX=9606 GN=RASSF8 PE=1 SV=1;tr|F5H7J1|F5H7J1_HUMAN R,3,3,8.6,4.1990986663671,4.21659383839466,25.2453585947679,24.5443338816708
A0A087WZ13;E9PAU2;Q8IY67,A0A087WZ13;E9PAU2;Q8IY67,3;3;2,3;3;2,3;3;2,Ribonucleoprotein PTB-binding 1,RAVER1,tr|A0A087WZ13|A0A087WZ13_HUMAN Ribonucleoprotein PTB-binding 1 OS=Homo sapiens OX=9606 GN=RAVER1 PE=1 SV=1;tr|E9PAU2|E9PAU2_HUMAN Ribonucleoprotein PTB-binding 1 OS=Homo sapiens OX=9606 GN=RAVER1 PE=1 SV=1;sp|Q8IY67|RAVR1_HUMAN Ribonucleoprotein PTB-bindin,3,3,6.2,4.1990986663671,4.21659383839466,25.0527497877722,24.1847258532807
Q9Y4C8;H0YIL2,Q9Y4C8,3;1,3;1,3;1,Probable RNA-binding protein 19,RBM19,sp|Q9Y4C8|RBM19_HUMAN Probable RNA-binding protein 19 OS=Homo sapiens OX=9606 GN=RBM19 PE=1 SV=3,3,3,3.6,4.1990986663671,4.21659383839466,22.9433862023695,24.6692012556936
Q9NW64;E5RJW4,Q9NW64,3;1,3;1,3;1,Pre-mRNA-splicing factor RBM22,RBM22,sp|Q9NW64|RBM22_HUMAN Pre-mRNA-splicing factor RBM22 OS=Homo sapiens OX=9606 GN=RBM22 PE=1 SV=1,3,3,8.8,4.1990986663671,4.21659383839466,23.719836652191,24.8744114556714
Q14498;H0Y4X3;G3XAC6;Q5QP22;Q5QP23;A0A0U1RQH7;F8WF24;F2Z3E6;F2Z2Z5;A8MYG5;A0A0U1RQW2,Q14498;H0Y4X3;G3XAC6;Q5QP22;Q5QP23;A0A0U1RQH7,4;3;3;2;2;2;1;1;1;1;1,4;3;3;2;2;2;1;1;1;1;1,3;3;2;1;1;2;0;0;0;0;1,RNA-binding protein 39,RBM39,sp|Q14498|RBM39_HUMAN RNA-binding protein 39 OS=Homo sapiens OX=9606 GN=RBM39 PE=1 SV=2;tr|H0Y4X3|H0Y4X3_HUMAN RNA-binding protein 39 (Fragment) OS=Homo sapiens OX=9606 GN=RBM39 PE=1 SV=8;tr|G3XAC6|G3XAC6_HUMAN RNA-binding protein 39 OS=Homo sapiens OX=960,4,3,8.5,24.961728052427,24.2929106866716,24.5108694198183,24.211931059298
O94762;J3KTQ2;J3QLU0,O94762;J3KTQ2,3;2;1,3;2;1,3;2;1,ATP-dependent DNA helicase Q5,RECQL5,sp|O94762|RECQ5_HUMAN ATP-dependent DNA helicase Q5 OS=Homo sapiens OX=9606 GN=RECQL5 PE=1 SV=2;tr|J3KTQ2|J3KTQ2_HUMAN ATP-dependent DNA helicase (Fragment) OS=Homo sapiens OX=9606 GN=RECQL5 PE=1 SV=1,3,3,2.9,4.1990986663671,4.21659383839466,24.4156422355002,24.8295485467411
P48382;F8W689;H0Y4B4;F6S3S0;A0A0A0MT34;A0A0A0MSM9;F6X9D6;F6R6G4;F6UE82;A0A0A0MSQ2,P48382;F8W689;H0Y4B4,3;3;2;1;1;1;1;1;1;1,3;3;2;1;1;1;1;1;1;1,3;3;2;1;1;1;1;1;1;1,DNA-binding protein RFX5,RFX5,sp|P48382|RFX5_HUMAN DNA-binding protein RFX5 OS=Homo sapiens OX=9606 GN=RFX5 PE=1 SV=1;tr|F8W689|F8W689_HUMAN DNA-binding protein RFX5 (Fragment) OS=Homo sapiens OX=9606 GN=RFX5 PE=1 SV=1;tr|H0Y4B4|H0Y4B4_HUMAN DNA-binding protein RFX5 (Fragment) OS=Homo,3,3,5.5,4.1990986663671,4.21659383839466,24.8581373603962,24.2142307664962
Q13546,Q13546,3,3,3,Receptor-interacting serine/threonine-protein kinase 1,RIPK1,sp|Q13546|RIPK1_HUMAN Receptor-interacting serine/threonine-protein kinase 1 OS=Homo sapiens OX=9606 GN=RIPK1 PE=1 SV=3,3,3,4.9,22.7279586666552,22.1009186145117,24.4756211315868,25.1863137669534
Q9NV58;E7EQV8;E7ETB2,Q9NV58,3;1;1,3;1;1,3;1;1,E3 ubiquitin-protein ligase RNF19A,RNF19A,sp|Q9NV58|RN19A_HUMAN E3 ubiquitin-protein ligase RNF19A OS=Homo sapiens OX=9606 GN=RNF19A PE=1 SV=3,3,3,9.2,24.0093383247358,22.8211589245383,23.8212964097874,22.5003303521221
Q07020;G3V203;H0YHA7;J3QQ67;F8VUA6;F8VYV2;A0A075B7A0,Q07020;G3V203;H0YHA7;J3QQ67;F8VUA6;F8VYV2;A0A075B7A0,3;3;3;3;2;2;2,3;3;3;3;2;2;2,3;3;3;3;2;2;2,60S ribosomal protein L18,RPL18,sp|Q07020|RL18_HUMAN 60S ribosomal protein L18 OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=2;tr|G3V203|G3V203_HUMAN 60S ribosomal protein L18 OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=1;tr|H0YHA7|H0YHA7_HUMAN 60S ribosomal protein L18 (Fragment) OS=Homo sapien,3,3,19.7,24.7614688559508,22.7388616602694,24.3895567710918,22.7629999650741
P84098;J3QR09;J3KTE4,P84098;J3QR09;J3KTE4,3;3;3,3;3;3,3;3;3,60S ribosomal protein L19;Ribosomal protein L19,RPL19,sp|P84098|RL19_HUMAN 60S ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1;tr|J3QR09|J3QR09_HUMAN Ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1;tr|J3KTE4|J3KTE4_HUMAN Ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19,3,3,17.9,4.1990986663671,4.21659383839466,25.2017610928108,26.0794450689574
P62829;C9JD32;B9ZVP7;J3KT29,P62829;C9JD32;B9ZVP7;J3KT29,3;3;3;3,3;3;3;3,3;3;3;3,60S ribosomal protein L23,RPL23,sp|P62829|RL23_HUMAN 60S ribosomal protein L23 OS=Homo sapiens OX=9606 GN=RPL23 PE=1 SV=1;tr|C9JD32|C9JD32_HUMAN 60S ribosomal protein L23 (Fragment) OS=Homo sapiens OX=9606 GN=RPL23 PE=1 SV=1;tr|B9ZVP7|B9ZVP7_HUMAN 60S ribosomal protein L23 OS=Homo sapien,3,3,30.7,26.1191383913804,23.5574235006922,24.1082104869811,24.2565951288922
P62424;Q5T8U2,P62424;Q5T8U2,3;3,3;3,3;3,60S ribosomal protein L7a,RPL7A,sp|P62424|RL7A_HUMAN 60S ribosomal protein L7a OS=Homo sapiens OX=9606 GN=RPL7A PE=1 SV=2;tr|Q5T8U2|Q5T8U2_HUMAN 60S ribosomal protein L7a OS=Homo sapiens OX=9606 GN=RPL7A PE=1 SV=1,3,3,8.3,22.8710208443971,22.8741206077047,21.9154286412478,22.2257628790835
P62917;E9PKZ0;G3V1A1;E9PP36;E9PKU4,P62917;E9PKZ0;G3V1A1,3;3;2;1;1,3;3;2;1;1,3;3;2;1;1,60S ribosomal protein L8,RPL8,sp|P62917|RL8_HUMAN 60S ribosomal protein L8 OS=Homo sapiens OX=9606 GN=RPL8 PE=1 SV=2;tr|E9PKZ0|E9PKZ0_HUMAN 60S ribosomal protein L8 (Fragment) OS=Homo sapiens OX=9606 GN=RPL8 PE=1 SV=1;tr|G3V1A1|G3V1A1_HUMAN 60S ribosomal protein L8 OS=Homo sapiens OX=9,3,3,10.9,23.9544689714343,21.8443333854219,24.5482203278047,24.3619207561046
P15880;H0YEN5;E9PQD7;E9PMM9;H3BNG3;H0YE27;I3L404;E9PPT0;E9PM36,P15880;H0YEN5;E9PQD7;E9PMM9,3;3;3;2;1;1;1;1;1,3;3;3;2;1;1;1;1;1,3;3;3;2;1;1;1;1;1,40S ribosomal protein S2,RPS2,sp|P15880|RS2_HUMAN 40S ribosomal protein S2 OS=Homo sapiens OX=9606 GN=RPS2 PE=1 SV=2;tr|H0YEN5|H0YEN5_HUMAN 40S ribosomal protein S2 (Fragment) OS=Homo sapiens OX=9606 GN=RPS2 PE=1 SV=1;tr|E9PQD7|E9PQD7_HUMAN 40S ribosomal protein S2 OS=Homo sapiens OX=9,3,3,11.9,21.1749329950178,23.4384898480696,25.2632379616039,25.3559532408623
P62266;D6RD47;D6RDJ2;D6RIX0;D6R9I7,P62266;D6RD47,3;2;1;1;1,3;2;1;1;1,3;2;1;1;1,40S ribosomal protein S23,RPS23,sp|P62266|RS23_HUMAN 40S ribosomal protein S23 OS=Homo sapiens OX=9606 GN=RPS23 PE=1 SV=3;tr|D6RD47|D6RD47_HUMAN 40S ribosomal protein S23 OS=Homo sapiens OX=9606 GN=RPS23 PE=1 SV=1,3,3,21.0,22.991148817829,24.7170144983402,25.2498854106592,25.355382016211
