RBBP7_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
DEK,0.6266231585,0.536718245073061,0,P35659;H0Y993;A0A494C028;H0Y8X0;A0A494C198;D6R9L5;B4DFG0;D6RDA2,P35659;H0Y993;A0A494C028;H0Y8X0;A0A494C198;D6R9L5;B4DFG0,7;7;7;6;5;4;4;3,7;7;7;6;5;4;4;3,7;7;7;6;5;4;4;3,Protein DEK,DEK,"sp|P35659|DEK_HUMAN Protein DEK OS=Homo sapiens OX=9606 GN=DEK PE=1 SV=1;tr|H0Y993|H0Y993_HUMAN DEK oncogene (DNA binding), isoform CRA_b OS=Homo sapiens OX=9606 GN=DEK PE=1 SV=2;tr|A0A494C028|A0A494C028_HUMAN Protein DEK OS=Homo sapiens OX=9606 GN=DEK PE=",7,7,18.1,375
SUCLG1,1.409159068,0.0731818927608892,0,P53597;A0A494C0D1;H7C233,P53597;A0A494C0D1,3;3;1,3;3;1,3;3;1,"Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",SUCLG1,"sp|P53597|SUCA_HUMAN Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLG1 PE=1 SV=4;tr|A0A494C0D1|A0A494C0D1_HUMAN Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial OS=Homo sapiens OX=960",3,3,11.6,346
EBP,0.253263606,0.366538439028899,0,Q15125;C9J719;C9JJ78;A0A494C0F3,Q15125;C9J719;C9JJ78;A0A494C0F3,1;1;1;1,1;1;1;1,1;1;1;1,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",EBP,"sp|Q15125|EBP_HUMAN 3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase OS=Homo sapiens OX=9606 GN=EBP PE=1 SV=3;tr|C9J719|C9J719_HUMAN 3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase (Fragment) OS=Homo sapiens OX=9606 GN=EBP PE=1 SV=8;tr|C9JJ78|C9JJ78_HUM",1,1,7,230
NOP56,0.3830360535,0.175396311225162,0,O00567;A0A494C128;H0Y653;H0YDU4;Q5JXT2,O00567;A0A494C128;H0Y653;H0YDU4,9;9;6;6;3,9;9;6;6;3,9;9;6;6;3,Nucleolar protein 56,NOP56,sp|O00567|NOP56_HUMAN Nucleolar protein 56 OS=Homo sapiens OX=9606 GN=NOP56 PE=1 SV=4;tr|A0A494C128|A0A494C128_HUMAN Nucleolar protein 56 OS=Homo sapiens OX=9606 GN=NOP56 PE=1 SV=1;tr|H0Y653|H0Y653_HUMAN Nucleolar protein 56 (Fragment) OS=Homo sapiens OX=9,9,9,18,594
FKBP2,0.0088600484,0.972392676323044,0,P26885;A0A494C1N0,P26885;A0A494C1N0,2;2,2;2,2;2,Peptidyl-prolyl cis-trans isomerase FKBP2,FKBP2,sp|P26885|FKBP2_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Homo sapiens OX=9606 GN=FKBP2 PE=1 SV=2;tr|A0A494C1N0|A0A494C1N0_HUMAN Peptidylprolyl isomerase OS=Homo sapiens OX=9606 GN=FKBP2 PE=1 SV=1,2,2,9.2,142
S100A2,-0.6220547378,0.304696241884009,0,A0A590UJ49;P29034;R4GN49;Q5RHS7,A0A590UJ49;P29034,3;2;1;1,3;2;1;1,3;2;1;1,Protein S100-A2,S100A2,tr|A0A590UJ49|A0A590UJ49_HUMAN Protein S100 OS=Homo sapiens OX=9606 GN=S100A2 PE=1 SV=1;sp|P29034|S10A2_HUMAN Protein S100-A2 OS=Homo sapiens OX=9606 GN=S100A2 PE=1 SV=3,3,3,45.4,97
SRSF6,0.2435751182,0.793591448469292,0,Q13247;A0A590UJK4;A0A590UK01;A0A590UJP7;A0A590UK80;Q08170;A0A0D9SEM4;A0A0D9SGD2;B4DJK0;B4DUA4,Q13247;A0A590UJK4;A0A590UK01;A0A590UJP7;A0A590UK80,7;7;7;7;7;2;2;1;1;1,7;7;7;7;7;2;2;1;1;1,6;6;6;6;6;1;1;1;0;0,Serine/arginine-rich splicing factor 6,SRSF6,sp|Q13247|SRSF6_HUMAN Serine/arginine-rich splicing factor 6 OS=Homo sapiens OX=9606 GN=SRSF6 PE=1 SV=2;tr|A0A590UJK4|A0A590UJK4_HUMAN Serine/arginine-rich-splicing factor 6 OS=Homo sapiens OX=9606 GN=SRSF6 PE=1 SV=1;tr|A0A590UK01|A0A590UK01_HUMAN Serine/a,7,6,18.3,344
NNT,1.316268274,0.0237602429073178,1,Q13423;A0A590UJM2;A0A590UK29;D6RAI5;A0A590UK15;D6RHU2;A0A590UJA4;A0A590UKC7,Q13423;A0A590UJM2;A0A590UK29,7;7;7;3;3;1;1;1,7;7;7;3;3;1;1;1,1;1;1;1;1;1;1;1,"NAD(P) transhydrogenase, mitochondrial",NNT,"sp|Q13423|NNTM_HUMAN NAD(P) transhydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=NNT PE=1 SV=3;tr|A0A590UJM2|A0A590UJM2_HUMAN NAD(P) transhydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=NNT PE=1 SV=1;tr|A0A590UK29|A0A590UK29_HUMAN NAD(P) transh",7,1,9.3,1086
AMPD2,1.0149159223,0.314984679582435,0,Q01433;A0A5F9UK94;H0Y360;A0A590UK85;A0A590UJY6;E9PJF6;A0A590UJX5,Q01433;A0A5F9UK94;H0Y360;A0A590UK85;A0A590UJY6,7;7;7;4;4;1;1,7;7;7;4;4;1;1,7;7;7;4;4;1;1,AMP deaminase 2,AMPD2,sp|Q01433|AMPD2_HUMAN AMP deaminase 2 OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=2;tr|A0A5F9UK94|A0A5F9UK94_HUMAN AMP deaminase OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=1;tr|H0Y360|H0Y360_HUMAN AMP deaminase OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=2;tr|A0A5,7,7,8.8,879
AIMP1,0.3560506354,0.370978152726206,0,Q12904;A0A5F9ZHC5;D6R937,Q12904;A0A5F9ZHC5,6;6;2,6;6;2,6;6;2,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1;Endothelial monocyte-activating polypeptide 2,AIMP1,sp|Q12904|AIMP1_HUMAN Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens OX=9606 GN=AIMP1 PE=1 SV=2;tr|A0A5F9ZHC5|A0A5F9ZHC5_HUMAN Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens OX=9,6,6,26.3,312
ACAT1,1.2342380864,0.199148596585166,0,P24752;A0A5F9ZHJ7;A0A5F9ZHL1;A0A5F9ZHJ0;A0A5F9ZHH9;H0YEL7;A0A5F9ZHD4;A0A5F9ZI66;A0A5F9ZHL7;E9PRQ6,P24752;A0A5F9ZHJ7;A0A5F9ZHL1;A0A5F9ZHJ0;A0A5F9ZHH9,7;7;7;5;4;3;3;3;2;2,7;7;7;5;4;3;3;3;2;2,7;7;7;5;4;3;3;3;2;2,"Acetyl-CoA acetyltransferase, mitochondrial",ACAT1,"sp|P24752|THIL_HUMAN Acetyl-CoA acetyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAT1 PE=1 SV=1;tr|A0A5F9ZHJ7|A0A5F9ZHJ7_HUMAN Acetyl-CoA acetyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAT1 PE=1 SV=1;tr|A0A5F9ZHL1|A0A5F9ZHL1_HUMAN",7,7,19.2,427
CTNND1,2.240446689,0.0030396442082021,1,O60716;A0A669KB62;A0A669KB05;C9JZR2,O60716;A0A669KB62;A0A669KB05;C9JZR2,2;2;2;2,2;2;2;2,2;2;2;2,Catenin delta-1,CTNND1,sp|O60716|CTND1_HUMAN Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE=1 SV=1;tr|A0A669KB62|A0A669KB62_HUMAN Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE=4 SV=1;tr|A0A669KB05|A0A669KB05_HUMAN Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE,2,2,2.9,968
STAT1,0.0548158925,0.893711031148026,0,P42224;A0A669KBI6;A0A669KB68;A0A669KB56;A0A669KBA4;A0A669KB53;J3KPM9;A0A669KB52;A0A669KB75;E7EPD2;E7ENM1;D2KFR9;A0A669KB17;Q67C41;E9PH66,P42224;A0A669KBI6;A0A669KB68;A0A669KB56;A0A669KBA4;A0A669KB53;J3KPM9;A0A669KB52;A0A669KB75,13;13;13;13;13;13;12;11;8;6;5;5;5;2;2,13;13;13;13;13;13;12;11;8;6;5;5;5;2;2,13;13;13;13;13;13;12;11;8;6;5;5;5;2;2,Signal transducer and activator of transcription 1-alpha/beta;Signal transducer and activator of transcription,STAT1,sp|P42224|STAT1_HUMAN Signal transducer and activator of transcription 1-alpha/beta OS=Homo sapiens OX=9606 GN=STAT1 PE=1 SV=2;tr|A0A669KBI6|A0A669KBI6_HUMAN Signal transducer and activator of transcription 1-alpha/beta OS=Homo sapiens OX=9606 GN=STAT1 PE=,13,13,20.3,750
USP7,1.2950064892,0.0322704086418721,1,Q93009;H3BND8;A0A669KBL1;F5H2X1;I3L2D8,Q93009;H3BND8;A0A669KBL1;F5H2X1,3;3;3;2;1,3;3;3;2;1,3;3;3;2;1,Ubiquitin carboxyl-terminal hydrolase 7;Ubiquitin carboxyl-terminal hydrolase,USP7,sp|Q93009|UBP7_HUMAN Ubiquitin carboxyl-terminal hydrolase 7 OS=Homo sapiens OX=9606 GN=USP7 PE=1 SV=2;tr|H3BND8|H3BND8_HUMAN Ubiquitin carboxyl-terminal hydrolase (Fragment) OS=Homo sapiens OX=9606 GN=USP7 PE=1 SV=1;tr|A0A669KBL1|A0A669KBL1_HUMAN Ubiquiti,3,3,3.9,1102
ACO2,1.4405184908,0.0120180031294156,1,Q99798;A2A274,Q99798;A2A274,14;14,14;14,14;14,"Aconitate hydratase, mitochondrial",ACO2,"sp|Q99798|ACON_HUMAN Aconitate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ACO2 PE=1 SV=2;tr|A2A274|A2A274_HUMAN Aconitate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ACO2 PE=1 SV=1",14,14,25.8,780
PGP,2.5174038571,0.0639140306741784,0,A6NDG6,A6NDG6,3,3,3,Phosphoglycolate phosphatase,PGP,sp|A6NDG6|PGP_HUMAN Glycerol-3-phosphate phosphatase OS=Homo sapiens OX=9606 GN=PGP PE=1 SV=1,3,3,12.5,321
HCFC1,1.0738447541,0.0178205178962624,1,P51610;A6NEM2;H7C1C4,P51610;A6NEM2,12;12;1,12;12;1,12;12;1,Host cell factor 1;HCF N-terminal chain 1;HCF N-terminal chain 2;HCF N-terminal chain 3;HCF N-terminal chain 4;HCF N-terminal chain 5;HCF N-terminal chain 6;HCF C-terminal chain 1;HCF C-terminal chain 2;HCF C-terminal chain 3;HCF C-terminal chain 4;HCF C-terminal chain 5;HCF C-terminal chain 6,HCFC1,sp|P51610|HCFC1_HUMAN Host cell factor 1 OS=Homo sapiens OX=9606 GN=HCFC1 PE=1 SV=2;tr|A6NEM2|A6NEM2_HUMAN Host cell factor 1 OS=Homo sapiens OX=9606 GN=HCFC1 PE=1 SV=2,12,12,7.8,2035
NUDT5,-0.0977029286,0.896825805581435,0,Q9UKK9;A6NFX8;H0YEY4;A6NCQ0;A6NJU6,Q9UKK9;A6NFX8,3;3;1;1;1,3;3;1;1;1,3;3;1;1;1,ADP-sugar pyrophosphatase,NUDT5,sp|Q9UKK9|NUDT5_HUMAN ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606 GN=NUDT5 PE=1 SV=1;tr|A6NFX8|A6NFX8_HUMAN ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606 GN=NUDT5 PE=1 SV=1,3,3,15.5,219
USP14,0.9098239965,0.01702486692043,0,P54578;A6NJA2;J3QQT6;J3KS55,P54578;A6NJA2,9;9;1;1,9;9;1;1,9;9;1;1,Ubiquitin carboxyl-terminal hydrolase 14;Ubiquitin carboxyl-terminal hydrolase,USP14,sp|P54578|UBP14_HUMAN Ubiquitin carboxyl-terminal hydrolase 14 OS=Homo sapiens OX=9606 GN=USP14 PE=1 SV=3;tr|A6NJA2|A6NJA2_HUMAN Ubiquitin carboxyl-terminal hydrolase OS=Homo sapiens OX=9606 GN=USP14 PE=1 SV=2,9,9,18.2,494
RNPEP,0.4510663749,0.402972135345276,0,Q9H4A4;A6NKB8;A0A087WUS4;A0A087WU27;C9JMZ3,Q9H4A4;A6NKB8;A0A087WUS4;A0A087WU27,8;8;4;4;2,8;8;4;4;2,8;8;4;4;2,Aminopeptidase B,RNPEP,sp|Q9H4A4|AMPB_HUMAN Aminopeptidase B OS=Homo sapiens OX=9606 GN=RNPEP PE=1 SV=2;tr|A6NKB8|A6NKB8_HUMAN Aminopeptidase B OS=Homo sapiens OX=9606 GN=RNPEP PE=1 SV=1;tr|A0A087WUS4|A0A087WUS4_HUMAN Aminopeptidase B (Fragment) OS=Homo sapiens OX=9606 GN=RNPEP ,8,8,15.5,650
CRYZ,1.3459184726,0.00398633329872197,1,Q08257;A6NP24;C9JH92,Q08257;A6NP24;C9JH92,6;6;5,6;6;5,6;6;5,Quinone oxidoreductase,CRYZ,sp|Q08257|QOR_HUMAN Quinone oxidoreductase OS=Homo sapiens OX=9606 GN=CRYZ PE=1 SV=1;tr|A6NP24|A6NP24_HUMAN Quinone oxidoreductase (Fragment) OS=Homo sapiens OX=9606 GN=CRYZ PE=1 SV=1;tr|C9JH92|C9JH92_HUMAN Quinone oxidoreductase (Fragment) OS=Homo sapiens,6,6,23.1,329
SUMO2;SUMO3;SUMO4,0.7736226567,0.7161634218471,0,P61956;P55854;A8MUA9;A8MU27;Q6EEV6,P61956;P55854;A8MUA9;A8MU27;Q6EEV6,3;3;3;3;2,3;3;3;3;2,3;3;3;3;2,Small ubiquitin-related modifier 2;Small ubiquitin-related modifier 3;Small ubiquitin-related modifier 4,SUMO2;SUMO3;SUMO4,sp|P61956|SUMO2_HUMAN Small ubiquitin-related modifier 2 OS=Homo sapiens OX=9606 GN=SUMO2 PE=1 SV=3;sp|P55854|SUMO3_HUMAN Small ubiquitin-related modifier 3 OS=Homo sapiens OX=9606 GN=SUMO3 PE=1 SV=2;tr|A8MUA9|A8MUA9_HUMAN SMT3 suppressor of mif two 3 homo,3,3,24.2,95
RPL23A,0.1639841334,0.875731692522055,0,P62750;H7BY10;K7ERT8;A8MUS3;K7EJV9;K7EMA7,P62750;H7BY10;K7ERT8;A8MUS3;K7EJV9;K7EMA7,6;6;6;6;5;4,6;6;6;6;5;4,6;6;6;6;5;4,60S ribosomal protein L23a,RPL23A,sp|P62750|RL23A_HUMAN 60S ribosomal protein L23a OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1;tr|H7BY10|H7BY10_HUMAN 60S ribosomal protein L23a (Fragment) OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1;tr|K7ERT8|K7ERT8_HUMAN 60S ribosomal protein L23a (Fragmen,6,6,34.6,156
EIF3L,1.4346936216,0.00306450126962888,1,Q9Y262;B0QY89;B0QY90;H7C3A0;C9JHP4;C9K0Q7;H0Y7E6,Q9Y262;B0QY89;B0QY90,12;12;10;2;2;2;1,12;12;10;2;2;2;1,12;12;10;2;2;2;1,Eukaryotic translation initiation factor 3 subunit L,EIF3L,sp|Q9Y262|EIF3L_HUMAN Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens OX=9606 GN=EIF3L PE=1 SV=1;tr|B0QY89|B0QY89_HUMAN Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens OX=9606 GN=EIF3L PE=1 SV=1;tr|B0QY90|B0QY90_HU,12,12,31.2,564
MPST,0.9350620271,0.0204273579808326,0,P25325;B1AH49,P25325;B1AH49,5;5,5;5,5;5,3-mercaptopyruvate sulfurtransferase;Sulfurtransferase,MPST,sp|P25325|THTM_HUMAN 3-mercaptopyruvate sulfurtransferase OS=Homo sapiens OX=9606 GN=MPST PE=1 SV=3;tr|B1AH49|B1AH49_HUMAN 3-mercaptopyruvate sulfurtransferase OS=Homo sapiens OX=9606 GN=MPST PE=1 SV=1,5,5,18.9,297
MCM5,0.9625207594,0.0179492914566621,0,P33992;B1AHB1;B1AHB2;B1AHA9;F8WFD7,P33992;B1AHB1,18;18;4;4;1,18;18;4;4;1,18;18;4;4;1,DNA replication licensing factor MCM5;DNA helicase,MCM5,sp|P33992|MCM5_HUMAN DNA replication licensing factor MCM5 OS=Homo sapiens OX=9606 GN=MCM5 PE=1 SV=5;tr|B1AHB1|B1AHB1_HUMAN DNA helicase OS=Homo sapiens OX=9606 GN=MCM5 PE=1 SV=1,18,18,30.4,734
PEA15,-0.2957587138,0.680362767417115,0,Q15121;B1AKZ5,Q15121;B1AKZ5,2;2,2;2,2;2,Astrocytic phosphoprotein PEA-15,PEA15,sp|Q15121|PEA15_HUMAN Astrocytic phosphoprotein PEA-15 OS=Homo sapiens OX=9606 GN=PEA15 PE=1 SV=2;tr|B1AKZ5|B1AKZ5_HUMAN Astrocytic phosphoprotein PEA-15 OS=Homo sapiens OX=9606 GN=PEA15 PE=1 SV=1,2,2,21.5,130
PRPS1;PRPS1L1,0.4264201536,0.513737021229174,0,P60891;B1ALA9;A0A2R8Y7H4;P21108;B7ZB02;B1ALA7;H7C540;A0A0B4J207;Q15244,P60891;B1ALA9;A0A2R8Y7H4;P21108;B7ZB02,6;6;5;3;3;2;2;2;1,6;6;5;3;3;2;2;2;1,2;2;2;1;0;1;0;0;1,Ribose-phosphate pyrophosphokinase 1;Ribose-phosphate pyrophosphokinase 3,PRPS1;PRPS1L1,sp|P60891|PRPS1_HUMAN Ribose-phosphate pyrophosphokinase 1 OS=Homo sapiens OX=9606 GN=PRPS1 PE=1 SV=2;tr|B1ALA9|B1ALA9_HUMAN Ribose-phosphate pyrophosphokinase 1 OS=Homo sapiens OX=9606 GN=PRPS1 PE=1 SV=2;tr|A0A2R8Y7H4|A0A2R8Y7H4_HUMAN Ribose-phosphate pyr,6,2,25.8,318
PABPC4,1.1025831645,0.195140585886432,0,Q13310;B1ANR0;H0Y5F5;B1ANR1;H0YEU6;H0YEQ8;H0YCC8;H0Y6X6,Q13310;B1ANR0;H0Y5F5,15;15;9;7;5;4;2;1,5;5;4;1;3;0;0;1,5;5;4;1;3;0;0;1,Polyadenylate-binding protein 4;Polyadenylate-binding protein,PABPC4,sp|Q13310|PABP4_HUMAN Polyadenylate-binding protein 4 OS=Homo sapiens OX=9606 GN=PABPC4 PE=1 SV=1;tr|B1ANR0|B1ANR0_HUMAN Polyadenylate-binding protein OS=Homo sapiens OX=9606 GN=PABPC4 PE=1 SV=1;tr|H0Y5F5|H0Y5F5_HUMAN Polyadenylate-binding protein (Fragmen,15,5,25.3,644
HNRNPC,0.1276660716,0.693116391047801,0,G3V4C1;B2R5W2;B4DY08;G3V4W0;G3V251;G3V5X6;G3V3K6;B4DSU6;G3V4M8;G3V2H6;G3V2D6;A0A0G2JPF8;A0A0G2JNQ3;O60812;B7ZW38;P0DMR1;B2RXH8;G3V5V7;B3KT61;E5RG71;Q86SE5,G3V4C1;B2R5W2;B4DY08;G3V4W0;G3V251;G3V5X6;G3V3K6;B4DSU6,23;23;23;23;17;16;16;15;10;8;8;7;7;7;7;7;7;5;1;1;1,23;23;23;23;17;16;16;15;10;8;8;7;7;7;7;7;7;5;1;1;1,3;3;3;3;2;1;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0,,HNRNPC,tr|G3V4C1|G3V4C1_HUMAN Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1;tr|B2R5W2|B2R5W2_HUMAN Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1;tr|B4DY08|B4DY08_HUMAN Heter,23,3,50.3,292
PES1,-0.8293905468,0.524489331269987,0,O00541;B3KXD6;B5MCF9;H7C267,O00541;B3KXD6;B5MCF9,6;6;6;1,6;6;6;1,6;6;6;1,Pescadillo homolog,PES1,sp|O00541|PESC_HUMAN Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1;tr|B3KXD6|B3KXD6_HUMAN Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1;tr|B5MCF9|B5MCF9_HUMAN Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1,6,6,10,588
DBNL,-1.1428821719,0.282442308531342,0,Q9UJU6;B4DDD6;F2Z2V3;F8WB73;F8WCK3;F2Z3E3;F8WC20;F8WBB2;F8WFE1;F8WBG8;H0Y5J4,Q9UJU6;B4DDD6;F2Z2V3;F8WB73;F8WCK3;F2Z3E3;F8WC20;F8WBB2;F8WFE1;F8WBG8;H0Y5J4,2;2;1;1;1;1;1;1;1;1;1,2;2;1;1;1;1;1;1;1;1;1,2;2;1;1;1;1;1;1;1;1;1,Drebrin-like protein,DBNL,sp|Q9UJU6|DBNL_HUMAN Drebrin-like protein OS=Homo sapiens OX=9606 GN=DBNL PE=1 SV=1;tr|B4DDD6|B4DDD6_HUMAN Drebrin-like protein OS=Homo sapiens OX=9606 GN=DBNL PE=1 SV=1;tr|F2Z2V3|F2Z2V3_HUMAN Drebrin-like protein OS=Homo sapiens OX=9606 GN=DBNL PE=1 SV=1;,2,2,5.1,430
CNN2,0.0323428224,0.970426450363228,0,Q99439;B4DDF4;B4DUT8;A0A087X271;H3BVI6;K7ES69;A0A087X1X5;A0A087WV51;H3BQH0,Q99439;B4DDF4;B4DUT8;A0A087X271;H3BVI6;K7ES69,7;7;7;6;6;4;3;1;1,7;7;7;6;6;4;3;1;1,7;7;7;6;6;4;3;1;1,Calponin-2;Calponin,CNN2,sp|Q99439|CNN2_HUMAN Calponin-2 OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=4;tr|B4DDF4|B4DDF4_HUMAN Calponin OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=1;tr|B4DUT8|B4DUT8_HUMAN Calponin OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=1;tr|A0A087X271|A0A087X271_HUMAN Cal,7,7,33.7,309
NDUFA13,2.3778243567,0.00283453104218561,1,Q9P0J0;U3KQP3;B4DEZ3;K7EJE1;E7ENQ6,Q9P0J0;U3KQP3;B4DEZ3;K7EJE1;E7ENQ6,2;2;2;2;2,2;2;2;2;2,2;2;2;2;2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,NDUFA13,sp|Q9P0J0|NDUAD_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 OS=Homo sapiens OX=9606 GN=NDUFA13 PE=1 SV=3;tr|U3KQP3|U3KQP3_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 (Fragment) OS=Homo sapiens OX=9606 GN=NDUF,2,2,16,144
COPS2,1.4513016415,0.00341385102975278,1,P61201;B4DIH5;H0YM03;H0YKU5,P61201;B4DIH5;H0YM03;H0YKU5,5;5;3;3,5;5;3;3,5;5;3;3,COP9 signalosome complex subunit 2,COPS2,sp|P61201|CSN2_HUMAN COP9 signalosome complex subunit 2 OS=Homo sapiens OX=9606 GN=COPS2 PE=1 SV=1;tr|B4DIH5|B4DIH5_HUMAN COP9 signalosome complex subunit 2 OS=Homo sapiens OX=9606 GN=COPS2 PE=1 SV=1;tr|H0YM03|H0YM03_HUMAN COP9 signalosome complex subunit ,5,5,11.7,443
CS,1.6554763044,0.00143531937962701,1,O75390;B4DJV2;A0A0C4DGI3;H0YH82;H0YIC4;F8W4S1;F8VTT8;F8VPA1;F8W1S4;F8W642;F8VZK9;F8VPF9;F8VX68;F8VRP1;F8VX07;F8VRI6;F8VWQ5;F8VU34,O75390;B4DJV2;A0A0C4DGI3,15;15;14;6;6;6;6;5;5;5;5;5;5;5;5;2;2;1,15;15;14;6;6;6;6;5;5;5;5;5;5;5;5;2;2;1,15;15;14;6;6;6;6;5;5;5;5;5;5;5;5;2;2;1,"Citrate synthase, mitochondrial;Citrate synthase",CS,"sp|O75390|CISY_HUMAN Citrate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=CS PE=1 SV=2;tr|B4DJV2|B4DJV2_HUMAN Citrate synthase OS=Homo sapiens OX=9606 GN=CS PE=1 SV=1;tr|A0A0C4DGI3|A0A0C4DGI3_HUMAN Citrate synthase OS=Homo sapiens OX=9606 GN=CS PE=1 ",15,15,30.7,466
CARS,0.9660106099,0.485527203799978,0,P49589;B4DKY1;C9JLN0;E9PRS8;E9PLP0,P49589;B4DKY1,5;5;1;1;1,5;5;1;1;1,5;5;1;1;1,"Cysteine--tRNA ligase, cytoplasmic",CARS,"sp|P49589|SYCC_HUMAN Cysteine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=CARS1 PE=1 SV=3;tr|B4DKY1|B4DKY1_HUMAN Cysteine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=CARS1 PE=1 SV=1",5,5,8.8,748
MRPL12,0.7753539081,0.0258812978665521,0,B4DLN1;P52815;Q9UBX3;F6RGN5;I3L1E8,B4DLN1;P52815,11;6;5;3;1,11;6;5;3;1,11;6;5;3;1,"39S ribosomal protein L12, mitochondrial",MRPL12,"tr|B4DLN1|B4DLN1_HUMAN cDNA FLJ60124, highly similar to Mitochondrial dicarboxylate carrier OS=Homo sapiens OX=9606 PE=2 SV=1;sp|P52815|RM12_HUMAN 39S ribosomal protein L12, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL12 PE=1 SV=2",11,11,34.8,442
NQO1,1.6061846379,0.00544216530578575,1,P15559;B4DLR8;H3BRK3;H3BNV2,P15559;B4DLR8;H3BRK3;H3BNV2,8;8;7;4,8;8;7;4,8;8;7;4,NAD(P)H dehydrogenase [quinone] 1,NQO1,sp|P15559|NQO1_HUMAN NAD(P)H dehydrogenase [quinone] 1 OS=Homo sapiens OX=9606 GN=NQO1 PE=1 SV=1;tr|B4DLR8|B4DLR8_HUMAN NAD(P)H dehydrogenase [quinone] 1 OS=Homo sapiens OX=9606 GN=NQO1 PE=1 SV=1;tr|H3BRK3|H3BRK3_HUMAN NAD(P)H dehydrogenase [quinone] 1 OS=,8,8,25.5,274
MTAP,2.1736485331,0.000972360284963559,1,Q13126;B4DUC8;J3QSB7;F2Z2F3;F8WES2;J3KRN1,Q13126;B4DUC8;J3QSB7,9;9;6;3;2;1,9;9;6;3;2;1,9;9;6;3;2;1,S-methyl-5-thioadenosine phosphorylase;Purine nucleoside phosphorylase,MTAP,sp|Q13126|MTAP_HUMAN S-methyl-5-thioadenosine phosphorylase OS=Homo sapiens OX=9606 GN=MTAP PE=1 SV=2;tr|B4DUC8|B4DUC8_HUMAN S-methyl-5-thioadenosine phosphorylase OS=Homo sapiens OX=9606 GN=MTAP PE=1 SV=1;tr|J3QSB7|J3QSB7_HUMAN Purine nucleoside phospho,9,9,39.9,283
