Gene_names,RBBP7_vs_BirA_logFC,RBBP7_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_RBBP7_N1,Peptides_RBBP7_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_RBBP7_N1,Razor___unique_peptides_RBBP7_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_RBBP7_N1,Unique_peptides_RBBP7_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_RBBP7_N1,Identification_type_RBBP7_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_RBBP7_N1,Ratio_H_L_RBBP7_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_RBBP7_N1,Ratio_H_L_normalized_RBBP7_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____RBBP7_N1,Ratio_H_L_variability_____RBBP7_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_RBBP7_N1,Ratio_H_L_count_RBBP7_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_RBBP7_N1,Ratio_H_L_iso_count_RBBP7_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_RBBP7_N1,Ratio_H_L_type_RBBP7_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_RBBP7_N1____,Sequence_coverage_RBBP7_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_RBBP7_N1,Intensity_L_RBBP7_N1,Intensity_H_RBBP7_N1,Intensity_RBBP7_N2,Intensity_L_RBBP7_N2,Intensity_H_RBBP7_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_RBBP7_N1,metacell_Intensity_L_RBBP7_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
ANXA5,1.4617026305099,0.00466606188412179,P08758;D6RBL5;D6RBE9;E9PHT9;D6RCN3,P08758;D6RBL5;D6RBE9;E9PHT9,20;14;12;11;3,20;14;12;11;3,20;14;12;11;3,Annexin A5;Annexin,sp|P08758|ANXA5_HUMAN Annexin A5 OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=2;tr|D6RBL5|D6RBL5_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=1;tr|D6RBE9|D6RBE9_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=1;tr|E9PHT9|E9PHT9_HUMAN Annexin O,5,20,20,20,11,12,13,13,11,12,13,13,11,12,13,13,60.9,60.9,60.9,35.936,320,320;260;220;163;35,0.0,44.245,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.33118,0.78298,11.588,55,37,Leave out requantified,0.26697,0.34133,0.060962,0.067059,0.74127,0.82669,0.076911,0.081187,20.796,11.439,190.23,94.551,10,12,17,16,4,3,15,15,Leave out requantified,Leave out requantified,Median,Median,43.8,46.9,37.5,42.2,4028000000,3349900000,678120000,542190000,392860000,149330000,719330000,527820000,191510000,1687700000,1400100000,287540000,1078800000,1029100000,49745000,,,,1340,828;1158;1338;4108;4682;5065;5066;5067;7201;8231;9499;10419;10420;12014;12015;12317;12671;15103;15104;15804,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,987;1411;1412;1642;1643;4944;5724;6194;6195;6196;6197;8837;10074;10075;10076;11565;12634;12635;14507;14508;14509;14867;15295;18214;18215;18216;19048,2284;2285;3246;3247;3248;3249;3250;3251;3252;3253;3825;3826;3827;3828;10959;12685;12686;12687;12688;12689;12690;13668;13669;13670;13671;13672;13673;13674;19576;22408;22409;22410;22411;22412;22413;22414;22415;22416;22417;25572;25573;27878;27879;27880;27881;31964;31965;31966;31967;31968;31969;31970;31971;32773;32774;32775;33746;33747;40391;40392;40393;40394;40395;40396;42235;42236;42237;42238,3858;3859;5509;5510;5511;5512;5513;5514;5515;5516;5517;5518;5519;5520;6585;6586;6587;6588;18303;18304;21155;21156;21157;21158;21159;21160;21161;22675;22676;22677;22678;22679;22680;22681;22682;22683;22684;32410;36941;36942;36943;36944;36945;36946;36947;36948;36949;36950;36951;36952;36953;36954;36955;36956;36957;41857;41858;41859;45620;45621;45622;45623;45624;45625;52284;52285;52286;52287;52288;52289;52290;52291;53540;53541;53542;53543;53544;55173;55174;55175;66601;66602;66603;66604;66605;66606;66607;66608;66609;69651;69652;69653,3858;5515;6586;18303;21156;22676;22679;22682;32410;36941;41858;45622;45625;52284;52289;53542;55174;66603;66608;69652,781;782,,86;290,,-1;-1;-1;-1;-1,protein_1341,quanti,quanti,quanti,quanti
ENO2,-0.899571149207048,0.0413942808863149,P09104;F5H0C8;F5H1C3;E5RI09;E5RG95;K7EPM1;U3KQQ1;U3KQP4,P09104;F5H0C8,22;18;6;3;3;3;2;1,18;15;5;1;1;1;2;1,15;12;4;0;0;0;1;1,Gamma-enolase;Enolase,sp|P09104|ENOG_HUMAN Gamma-enolase OS=Homo sapiens OX=9606 GN=ENO2 PE=1 SV=3;tr|F5H0C8|F5H0C8_HUMAN Gamma-enolase OS=Homo sapiens OX=9606 GN=ENO2 PE=1 SV=1,8,22,18,15,16,18,9,8,12,14,7,6,11,12,5,5,54.6,44.0,41.5,47.268,434,434;315;103;148;154;196;86;73,0.0,29.845,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.3364,1.0671,23.358,38,18,Leave out requantified,0.28368,0.41598,0.10236,0.06215,1.0263,1.0991,0.11386,0.085719,51.909,18.997,112.62,47.257,15,14,5,4,6,4,4,4,Leave out requantified,Leave out requantified,Median,Median,43.5,47.9,26.3,23.3,2754300000,2158800000,595460000,988780000,761750000,227030000,970130000,660160000,309980000,470750000,426800000,43943000,324610000,310100000,14511000,,,,1342,248;249;282;557;1860;2939;3336;3483;4849;5748;5749;7496;7523;7548;7879;12136;12137;12273;15229;16184;16247;16366,False;True;True;True;True;True;True;False;True;True;True;True;True;True;True;False;False;True;True;True;True;True,292;293;294;334;649;2253;3571;4042;4213;4214;5940;7080;7081;9216;9217;9251;9280;9672;9673;14654;14655;14816;14817;18366;19479;19559;19693,649;650;651;652;653;654;655;656;657;658;757;758;1491;1492;1493;5199;8018;8019;8984;8985;8986;8987;8988;9368;9369;9370;9371;9372;9373;9374;9375;9376;9377;9378;9379;9380;9381;13175;13176;15656;15657;15658;15659;20437;20438;20518;20584;20585;20586;21468;21469;21470;21471;21472;32282;32283;32284;32285;32286;32287;32288;32655;32656;32657;32658;40749;40750;40751;43170;43171;43323;43324;43610,1093;1094;1095;1096;1097;1098;1099;1100;1101;1102;1103;1104;1105;1318;1319;1320;1321;2520;2521;2522;2523;2524;8895;8896;13558;13559;13560;15063;15064;15065;15066;15067;15068;15069;15070;15071;15072;15073;15074;15650;15651;15652;15653;15654;15655;15656;15657;15658;15659;15660;15661;15662;15663;15664;15665;15666;15667;15668;15669;15670;15671;15672;15673;15674;15675;15676;15677;21950;21951;21952;25944;25945;25946;25947;33757;33758;33759;33873;33990;33991;33992;33993;33994;33995;35367;35368;35369;35370;35371;35372;35373;35374;35375;52765;52766;52767;52768;52769;52770;53347;53348;53349;53350;53351;53352;53353;53354;67200;67201;67202;67203;71100;71101;71310;71311;71817,1098;1103;1320;2523;8896;13560;15073;15651;21951;25944;25946;33759;33873;33992;35372;52765;52770;53351;67200;71100;71311;71817,783;784;785,,5;60;406,,-1;-1;-1;-1;-1;-1;-1;-1,protein_1343,quanti,quanti,quanti,quanti
GSTP1,0.564200651223445,0.120824800276743,P09211;A8MX94;A0A087X2E9;A0A2R8Y5E5;A0A087X243,P09211;A8MX94,16;14;5;1;1,16;14;5;1;1,16;14;5;1;1,Glutathione S-transferase P,sp|P09211|GSTP1_HUMAN Glutathione S-transferase P OS=Homo sapiens OX=9606 GN=GSTP1 PE=1 SV=2;tr|A8MX94|A8MX94_HUMAN Glutathione S-transferase P OS=Homo sapiens OX=9606 GN=GSTP1 PE=1 SV=1,5,16,16,16,12,13,10,7,12,13,10,7,12,13,10,7,72.9,72.9,72.9,23.356,210,210;174;79;58;69,0.0,142.25,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.31586,1.0229,30.231,48,20,Leave out requantified,0.24749,0.37825,0.081016,0.075732,0.93025,1.1083,0.1019,0.12149,51.744,12.884,129.48,72.191,15,14,11,8,1,1,10,8,Leave out requantified,Leave out requantified,Median,Median,63.3,63.3,58.1,52.4,11832000000,9994600000,1837200000,2737700000,2136500000,601250000,2793100000,1966100000,826980000,3726300000,3463200000,263050000,2574700000,2428700000,145940000,,,,1343,511;512;1193;1594;1595;3829;8242;9995;9996;10103;11084;11085;13678;13679;13680;16180,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,599;600;1456;1934;1935;1936;4619;10092;12147;12148;12269;13413;13414;13415;16480;16481;16482;19473;19474,1374;1375;1376;1377;1378;1379;1380;1381;3375;4484;4485;4486;4487;4488;4489;4490;10237;10238;10239;10240;10241;22457;22458;26824;26825;26826;26827;26828;27082;27083;29588;29589;29590;29591;29592;29593;29594;29595;36428;36429;36430;36431;36432;36433;36434;43156;43157;43158;43159;43160,2323;2324;2325;2326;2327;2328;2329;2330;5738;7674;7675;7676;7677;7678;7679;7680;7681;7682;7683;7684;7685;17064;17065;17066;17067;17068;17069;17070;17071;17072;17073;17074;17075;17076;17077;37010;43884;43885;43886;43887;43888;43889;43890;43891;43892;43893;44286;44287;48500;48501;48502;48503;48504;48505;48506;48507;48508;48509;48510;48511;48512;48513;48514;48515;48516;48517;48518;48519;59877;59878;59879;59880;59881;59882;59883;59884;59885;59886;59887;59888;59889;71061;71062;71063;71064;71065;71066;71067;71068;71069;71070,2323;2328;5738;7679;7685;17066;37010;43884;43892;44287;48508;48518;59877;59882;59889;71069,,,,,-1;-1;-1;-1;-1,protein_1344,quanti,quanti,quanti,quanti
LGALS1,0.681265626110651,0.0548302297251193,P09382;F8WEI7,P09382,16;2,16;2,16;2,Galectin-1,sp|P09382|LEG1_HUMAN Galectin-1 OS=Homo sapiens OX=9606 GN=LGALS1 PE=1 SV=2,2,16,16,16,7,10,13,12,7,10,13,12,7,10,13,12,80.0,80.0,80.0,14.716,135,135;38,0.0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.3081,0.91783,20.806,68,43,Leave out requantified,0.25947,0.36386,0.037212,0.021724,0.80966,0.93691,0.048791,0.036848,46.261,28.097,107.54,110.44,12,16,23,17,1,2,23,17,Leave out requantified,Leave out requantified,Median,Median,54.1,71.1,80.0,74.1,30415000000,26652000000,3763300000,5787200000,4604800000,1182400000,8101200000,5865200000,2236000000,9664800000,9451800000,213030000,6861600000,6729800000,131830000,,,,1346,274;2362;2627;3791;3792;3825;4249;6069;8728;8729;8776;8777;12108;12109;15348;15349,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,324;325;2878;3194;3195;4570;4571;4572;4573;4615;5131;7469;10657;10658;10659;10716;10717;10718;10719;14613;14614;14615;14616;18495;18496;18497;18498,724;725;726;727;728;729;730;731;732;733;734;735;736;737;6589;6590;7253;7254;7255;7256;7257;7258;7259;7260;7261;7262;10132;10133;10134;10135;10136;10137;10138;10139;10140;10141;10142;10143;10144;10145;10227;10228;11330;16568;16569;23658;23659;23660;23661;23662;23769;23770;23771;23772;32170;32171;32172;32173;32174;32175;32176;32177;32178;32179;32180;32181;32182;32183;32184;41006;41007;41008;41009;41010;41011;41012;41013,1214;1215;1216;1217;1218;1219;1220;1221;1222;1223;1224;1225;1226;1227;1228;1229;1230;1231;1232;1233;1234;1235;1236;1237;1238;1239;1240;1241;1242;1243;1244;1245;1246;1247;1248;1249;1250;1251;1252;1253;1254;1255;1256;1257;1258;1259;1260;1261;1262;1263;1264;1265;1266;1267;1268;1269;1270;1271;1272;1273;1274;1275;1276;1277;1278;1279;1280;1281;11259;11260;12340;12341;12342;12343;12344;12345;12346;12347;12348;12349;12350;12351;12352;12353;12354;12355;12356;12357;12358;12359;16895;16896;16897;16898;16899;16900;16901;16902;16903;16904;16905;16906;16907;16908;16909;16910;16911;16912;16913;16914;16915;16916;17042;17043;18933;27538;27539;38897;38898;38899;38900;38901;38902;38903;38904;38905;38906;39056;39057;39058;39059;39060;39061;52557;52558;52559;52560;52561;52562;52563;52564;52565;52566;52567;52568;52569;52570;52571;52572;52573;52574;52575;52576;52577;52578;52579;67599;67600;67601;67602;67603;67604;67605;67606,1216;11259;12355;16902;16910;17042;18933;27538;38898;38904;39056;39057;52570;52579;67600;67602,787;788;789;790;791;792,,13;29;37;108;128;130,,-1;-1,protein_1347,quanti,quanti,quanti,quanti
QDPR,-20.0338351884489,4.53878912781916e-07,P09417;B7Z415;D6RGG7;H0Y8F7;D6RHJ7,P09417;B7Z415;D6RGG7;H0Y8F7,4;3;3;2;1,4;3;3;2;1,4;3;3;2;1,Dihydropteridine reductase,sp|P09417|DHPR_HUMAN Dihydropteridine reductase OS=Homo sapiens OX=9606 GN=QDPR PE=1 SV=2;tr|B7Z415|B7Z415_HUMAN Dihydropteridine reductase OS=Homo sapiens OX=9606 GN=QDPR PE=1 SV=1;tr|D6RGG7|D6RGG7_HUMAN Dihydropteridine reductase OS=Homo sapiens OX=9606 ,5,4,4,4,1,3,0,0,1,3,0,0,1,3,0,0,16.4,16.4,16.4,25.789,244,244;152;162;128;36,0.0,4.212,By MS/MS,By MS/MS,,,0.34423,0.78372,19.615,3,1,Median,0.30428,0.37856,,,1.0461,0.75089,,,,6.0503,,,1,2,0,0,1,0,0,0,Median,Median,Median,Median,6.6,9.8,0.0,0.0,68977000,49639000,19338000,40255000,29286000,10969000,28722000,20353000,8369000,0,0,0,0,0,0,,,,1347,9;118;2860;5390,True;True;True;True,9;135;3475;6625,23;301;7835;14669,41;510;13250;24388;24389,41;510;13250;24389,,,,,-1;-1;-1;-1;-1,protein_1348,imputed MEC,imputed MEC,quanti,quanti
HMGB1,0.615029434345008,0.109303782259077,P09429;Q5T7C4;B2RPK0,P09429;Q5T7C4,13;12;6,13;12;6,8;8;2,High mobility group protein B1,sp|P09429|HMGB1_HUMAN High mobility group protein B1 OS=Homo sapiens OX=9606 GN=HMGB1 PE=1 SV=3;tr|Q5T7C4|Q5T7C4_HUMAN High mobility group protein B1 OS=Homo sapiens OX=9606 GN=HMGB1 PE=1 SV=1,3,13,13,8,10,9,9,9,10,9,9,9,8,8,6,4,47.0,47.0,30.7,24.893,215,215;158;211,0.0,292.15,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.28297,0.95099,21.291,54,30,Leave out requantified,0.27037,0.32466,0.036238,0.049732,0.95099,0.93474,0.045192,0.082821,9.8599,24.858,82.052,129.28,16,13,13,12,3,2,13,12,Leave out requantified,Leave out requantified,Median,Median,38.6,36.3,39.1,39.5,10923000000,9600600000,1322100000,2590100000,2015700000,574400000,2346100000,1786600000,559470000,3836400000,3716000000,120350000,2150000000,2082200000,67857000,,,,1348,4599;6079;6080;7019;7020;7126;7910;7911;10203;10204;11739;15825;16015,True;True;True;True;True;True;True;True;True;True;True;True;True,5605;5606;7481;7482;7483;7484;8605;8606;8607;8740;9709;9710;12392;12393;14184;14185;19073;19287,12421;12422;12423;16587;16588;16589;16590;16591;16592;16593;16594;16595;16596;16597;16598;16599;16600;16601;16602;16603;19099;19100;19101;19102;19103;19104;19105;19394;19395;19396;19397;19398;19399;21561;21562;21563;21564;21565;21566;27339;27340;27341;27342;27343;27344;27345;27346;27347;31235;31236;31237;31238;31239;31240;31241;42303;42751,20742;20743;20744;20745;27561;27562;27563;27564;27565;27566;27567;27568;27569;27570;27571;27572;27573;27574;27575;27576;27577;27578;27579;31701;31702;31703;31704;31705;31706;31707;31708;31709;31710;31711;32149;32150;32151;32152;32153;32154;32155;32156;32157;35534;35535;35536;35537;35538;35539;35540;35541;35542;35543;44713;44714;44715;44716;44717;44718;44719;44720;44721;44722;51018;51019;51020;51021;51022;51023;51024;51025;51026;51027;51028;51029;51030;51031;51032;51033;69764;70454;70455,20744;27564;27579;31702;31707;32149;35534;35543;44716;44721;51032;69764;70455,793;794;795;796;797,,30;44;50;114;157,,-1;-1;-1,protein_1349,quanti,quanti,quanti,quanti
RBP1,2.53394202342274,0.00100762353182581,P09455;A0A0A0MTB9;H0YAK8;A0A0A0MQT0,P09455;A0A0A0MTB9;H0YAK8;A0A0A0MQT0,6;5;5;5,6;5;5;5,6;5;5;5,Retinol-binding protein 1,sp|P09455|RET1_HUMAN Retinol-binding protein 1 OS=Homo sapiens OX=9606 GN=RBP1 PE=1 SV=2;tr|A0A0A0MTB9|A0A0A0MTB9_HUMAN Retinol-binding protein 1 OS=Homo sapiens OX=9606 GN=RBP1 PE=1 SV=1;tr|H0YAK8|H0YAK8_HUMAN Retinol-binding protein 1 OS=Homo sapiens OX=,4,6,6,6,1,2,5,3,1,2,5,3,1,2,5,3,51.9,51.9,51.9,15.85,135,135;91;98;197,0.0,7.4906,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.12778,0.14292,132.55,10,8,Median,0.361,0.60286,0.063513,0.13077,1.1131,1.4232,0.074728,0.14419,,7.0665,49.316,29.077,1,2,4,3,0,1,4,3,Median,Median,Median,Median,6.7,15.6,51.1,23.0,392680000,344110000,48578000,28910000,20680000,8229200,49397000,29373000,20024000,213410000,201390000,12025000,100960000,92663000,8300400,,,,1349,1030;1031;5199;10031;11012;11103,True;True;True;True;True;True,1253;1254;6366;12185;13328;13436,2901;2902;14042;26906;26907;26908;29408;29634;29635;29636;29637,4906;4907;4908;23263;44012;44013;44014;48192;48580;48581;48582;48583;48584;48585,4906;4908;23263;44013;48192;48584,,,,,-1;-1;-1;-1,protein_1350,quanti,quanti,quanti,quanti
CLTA,-2.10457837182366,0.00280204711852068,P09496;C9J8P9;F8WF69,P09496;C9J8P9;F8WF69,8;6;4,8;6;4,8;6;4,Clathrin light chain A,sp|P09496|CLCA_HUMAN Clathrin light chain A OS=Homo sapiens OX=9606 GN=CLTA PE=1 SV=1;tr|C9J8P9|C9J8P9_HUMAN Clathrin light chain OS=Homo sapiens OX=9606 GN=CLTA PE=1 SV=1;tr|F8WF69|F8WF69_HUMAN Clathrin light chain OS=Homo sapiens OX=9606 GN=CLTA PE=1 SV=,3,8,8,8,6,7,4,3,6,7,4,3,6,7,4,3,27.0,27.0,27.0,27.076,248,248;196;260,0.0,151.6,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.38338,1.2471,17.683,23,8,Leave out requantified,0.33946,0.42525,0.22344,0.22049,1.2245,1.2568,0.25449,0.27692,10.414,21.054,131.83,,9,9,4,1,2,1,4,1,Leave out requantified,Leave out requantified,Median,Median,22.2,25.8,13.7,16.5,2098300000,1516600000,581760000,703930000,515390000,188540000,1013800000,706580000,307230000,281980000,207800000,74178000,98596000,86782000,11815000,,,,1350,824;825;7629;7630;8911;13087;13088;15883,True;True;True;True;True;True;True;True,982;983;984;9378;9379;10872;15770;15771;15772;15773;19135,2272;2273;2274;2275;2276;2277;2278;2279;2280;20828;20829;20830;24077;34801;34802;34803;34804;34805;34806;34807;34808;34809;34810;34811;42433;42434;42435,3841;3842;3843;3844;3845;3846;3847;3848;3849;3850;3851;3852;3853;34380;34381;34382;34383;34384;39493;39494;56968;56969;56970;56971;56972;56973;56974;56975;56976;56977;56978;56979;56980;56981;56982;56983;56984;56985;56986;69949;69950;69951;69952;69953;69954,3843;3848;34383;34384;39493;56971;56979;69950,798;799,,226;242,,-1;-1;-1,protein_1351,quanti,quanti,quanti,quanti
ANXA4,-0.637165516610729,0.157540339442032,P09525;Q6P452;B4E1S2,P09525;Q6P452;B4E1S2,11;10;6,11;10;6,11;10;6,Annexin A4;Annexin,sp|P09525|ANXA4_HUMAN Annexin A4 OS=Homo sapiens OX=9606 GN=ANXA4 PE=1 SV=4;tr|Q6P452|Q6P452_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA4 PE=1 SV=1;tr|B4E1S2|B4E1S2_HUMAN Annexin OS=Homo sapiens OX=9606 GN=ANXA4 PE=1 SV=1,3,11,11,11,4,5,7,4,4,5,7,4,4,5,7,4,36.1,36.1,36.1,35.882,319,319;299;142,0.0,54.305,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.42096,1.152,6.0452,18,10,Leave out requantified,0.29973,0.50285,0.14242,0.12177,1.023,1.2971,0.15398,0.13456,12.78,8.4421,196.29,77.957,4,6,5,3,1,1,5,3,Leave out requantified,Leave out requantified,Median,Median,13.5,18.5,25.4,12.5,1379800000,603540000,776280000,207980000,156950000,51035000,313080000,200710000,112370000,784370000,179400000,604970000,74394000,66490000,7904400,,,,1351,197;198;399;3755;4109;4677;4678;6569;10502;11987;12441,True;True;True;True;True;True;True;True;True;True;True,230;231;470;4532;4945;5717;5718;8059;12734;14476;15021,507;508;509;510;511;1085;10053;10054;10960;12659;12660;12661;12662;17897;17898;28090;31891;31892;33107;33108;33109,864;865;866;867;868;1862;16773;16774;18305;18306;21108;21109;21110;21111;21112;21113;29648;29649;45932;52161;52162;54111;54112;54113;54114;54115;54116;54117;54118;54119;54120,864;867;1862;16773;18305;21108;21109;29648;45932;52161;54119,,,,,-1;-1;-1,protein_1352,quanti,quanti,quanti,quanti
DLD,0.0238013791439293,0.967421434980854,P09622;E9PEX6;F8WDM5;A0A1W2PR83;F2Z2E3,P09622;E9PEX6,13;12;2;2;2,13;12;2;2;2,13;12;2;2;2,"Dihydrolipoyl dehydrogenase, mitochondrial;Dihydrolipoyl dehydrogenase","sp|P09622|DLDH_HUMAN Dihydrolipoyl dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=DLD PE=1 SV=2;tr|E9PEX6|E9PEX6_HUMAN Dihydrolipoyl dehydrogenase OS=Homo sapiens OX=9606 GN=DLD PE=1 SV=1",5,13,13,13,11,10,3,5,11,10,3,5,11,10,3,5,27.1,27.1,27.1,54.177,509,509;486;114;114;115,0.0,112.37,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.33593,0.90087,15.009,37,21,Leave out requantified,0.29493,0.35832,0.070517,0.10673,0.93608,0.91666,0.088713,0.15339,14.725,12.812,98.39,102.66,13,12,6,6,7,2,6,6,Leave out requantified,Leave out requantified,Median,Median,27.1,23.6,6.3,13.4,2320800000,1836400000,484450000,778750000,565080000,213670000,522560000,370350000,152210000,422730000,381140000,41586000,596780000,519790000,76986000,,,,1352,1161;1250;2780;4485;4486;4487;8727;10637;10822;14060;14378;14379;14619,True;True;True;True;True;True;True;True;True;True;True;True;True,1415;1532;1533;3385;5444;5445;5446;10656;12885;13114;16924;17311;17312;17313;17586;17587,3257;3258;3259;3260;3547;3548;3549;3550;3551;3552;3553;7631;7632;7633;7634;12024;12025;12026;12027;12028;12029;23657;28423;28424;28941;37425;37426;37427;38330;38331;38332;38333;38941;38942;38943;38944;38945;38946;38947,5525;5526;5527;5528;5529;6024;6025;6026;6027;6028;6029;6030;6031;6032;6033;6034;6035;6036;6037;12912;12913;12914;12915;12916;12917;20109;20110;20111;20112;20113;20114;38896;46542;46543;46544;46545;47447;61539;61540;61541;61542;61543;63152;63153;63154;63155;63156;63157;64141;64142;64143;64144;64145;64146;64147;64148;64149;64150,5525;6031;12917;20110;20111;20113;38896;46543;47447;61542;63152;63156;64145,800,,420,,-1;-1;-1;-1;-1,protein_1353,quanti,quanti,quanti,quanti
SNRPA1,2.75504268591964,0.00134737655856847,P09661;H0YMA0;H0YKK0;H0YLR3,P09661;H0YMA0;H0YKK0,7;5;4;3,7;5;4;3,7;5;4;3,U2 small nuclear ribonucleoprotein A,sp|P09661|RU2A_HUMAN U2 small nuclear ribonucleoprotein A OS=Homo sapiens OX=9606 GN=SNRPA1 PE=1 SV=2;tr|H0YMA0|H0YMA0_HUMAN U2 small nuclear ribonucleoprotein A (Fragment) OS=Homo sapiens OX=9606 GN=SNRPA1 PE=1 SV=1;tr|H0YKK0|H0YKK0_HUMAN Small nuclear ,4,7,7,7,1,2,4,5,1,2,4,5,1,2,4,5,29.0,29.0,29.0,28.415,255,255;142;154;89,0.0,13.73,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.28986,0.60411,83.145,11,10,Median,0.28986,0.28356,0.41558,0.18983,0.77472,0.6243,0.46528,0.21624,,0.66087,77.509,108.4,1,2,4,4,1,1,4,4,Median,Median,Median,Median,4.3,9.4,20.8,22.7,371700000,298740000,72956000,19356000,13500000,5856100,38555000,27423000,11132000,193930000,163050000,30884000,119860000,94774000,25083000,,,,1353,4720;4721;7104;9170;9566;10337;12602,True;True;True;True;True;True;True,5771;5772;8714;11170;11638;11639;11640;12540;15213,12793;12794;12795;19332;24674;24675;24676;25727;25728;25729;25730;25731;25732;27669;33558,21310;21311;21312;21313;21314;32064;40393;40394;40395;42129;42130;42131;42132;42133;42134;42135;42136;45309;54836,21311;21314;32064;40393;42129;45309;54836,801,,138,,-1;-1;-1;-1,protein_1354,quanti,quanti,quanti,quanti
COX6C,-1.44788244436895,0.0284892941171305,P09669,P09669,4,4,4,Cytochrome c oxidase subunit 6C,sp|P09669|COX6C_HUMAN Cytochrome c oxidase subunit 6C OS=Homo sapiens OX=9606 GN=COX6C PE=1 SV=2,1,4,4,4,2,2,1,1,2,2,1,1,2,2,1,1,49.3,49.3,49.3,8.7813,75,75,0.0,2.8238,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.37836,0.7809,36.086,5,4,Median,0.26374,0.32732,,0.60699,0.8802,0.90296,,0.67461,64.487,20.539,,,2,2,0,1,2,1,0,1,Median,Median,Median,Median,28.0,28.0,9.3,12.0,239430000,174880000,64548000,76854000,54456000,22398000,100790000,69593000,31195000,38815000,38815000,0,22971000,12016000,10955000,,,,1354,619;1413;2045;11002,True;True;True;True,721;1728;2489;13318,1659;1660;4013;5722;29391;29392,2789;2790;2791;2792;6909;9817;9818;48172;48173,2792;6909;9818;48172,,,,,-1,protein_1355,quanti,quanti,quanti,quanti
