Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity FBXW8-N1,Intensity FBXW8-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
P52294;O60684;O15131;Q5TFJ7;C9JYI4,P52294;O60684;O15131;Q5TFJ7;C9JYI4,2;2;2;2;2,2;2;2;2;2,2;2;2;2;2,"Importin subunit alpha-5;Importin subunit alpha-5, N-terminally processed;Importin subunit alpha-7;Importin subunit alpha-6",KPNA1;KPNA6;KPNA5,sp|P52294|IMA5_HUMAN Importin subunit alpha-5 OS=Homo sapiens OX=9606 GN=KPNA1 PE=1 SV=3;sp|O60684|IMA7_HUMAN Importin subunit alpha-7 OS=Homo sapiens OX=9606 GN=KPNA6 PE=1 SV=1;sp|O15131|IMA6_HUMAN Importin subunit alpha-6 OS=Homo sapiens OX=9606 GN=KPNA5,2,2,4.1,22.8236015772508,23.5739235755055,23.3220986915902,23.8673709679216
Q5T749,Q5T749,2,2,2,Keratinocyte proline-rich protein,KPRP,sp|Q5T749|KPRP_HUMAN Keratinocyte proline-rich protein OS=Homo sapiens OX=9606 GN=KPRP PE=1 SV=1,2,2,4.1,24.3296452613916,25.3004765723559,4.53773594237288,4.43907541479704
Q96JM7,Q96JM7,2,2,2,Lethal(3)malignant brain tumor-like protein 3,L3MBTL3,sp|Q96JM7|LMBL3_HUMAN Lethal(3)malignant brain tumor-like protein 3 OS=Homo sapiens OX=9606 GN=L3MBTL3 PE=1 SV=2,2,2,2.7,4.08688509245965,4.17955488494526,24.2632021364952,23.0891782483332
Q4G0J3;H0YA82;D6R9Z6,Q4G0J3;H0YA82;D6R9Z6,2;2;1,2;2;1,2;2;1,La-related protein 7,LARP7,sp|Q4G0J3|LARP7_HUMAN La-related protein 7 OS=Homo sapiens OX=9606 GN=LARP7 PE=1 SV=1;tr|H0YA82|H0YA82_HUMAN La-related protein 7 (Fragment) OS=Homo sapiens OX=9606 GN=LARP7 PE=1 SV=1;tr|D6R9Z6|D6R9Z6_HUMAN La-related protein 7 (Fragment) OS=Homo sapiens O,2,2,3.4,4.08688509245965,4.17955488494526,22.4696100226578,23.1675559646496
P09848;H0Y4E4,P09848;H0Y4E4,2;1,2;1,2;1,Lactase-phlorizin hydrolase;Lactase;Phlorizin hydrolase,LCT,sp|P09848|LPH_HUMAN Lactase-phlorizin hydrolase OS=Homo sapiens OX=9606 GN=LCT PE=1 SV=3;tr|H0Y4E4|H0Y4E4_HUMAN Lactase-phlorizin hydrolase (Fragment) OS=Homo sapiens OX=9606 GN=LCT PE=1 SV=1,2,2,1.9,4.08688509245965,4.17955488494526,24.6631862921648,24.5816223929537
D6RAT1,D6RAT1,2,2,2,,LDB2,tr|D6RAT1|D6RAT1_HUMAN LIM domain-binding protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=LDB2 PE=1 SV=1,2,2,8.5,4.08688509245965,4.17955488494526,22.720296036064,21.8837157289437
Q86V93;A0A590UJ20;A0A590UJE0,Q86V93;A0A590UJ20;A0A590UJE0,2;2;2,2;2;2,2;2;2,,LOC100128510,tr|Q86V93|Q86V93_HUMAN LOC100128510 protein OS=Homo sapiens OX=9606 GN=ZNF75A PE=1 SV=1;tr|A0A590UJ20|A0A590UJ20_HUMAN Zinc finger protein 75A OS=Homo sapiens OX=9606 GN=ZNF75A PE=1 SV=1;tr|A0A590UJE0|A0A590UJE0_HUMAN Zinc finger protein 75A OS=Homo sapien,2,2,15.0,4.08688509245965,4.17955488494526,4.53773594237288,4.43907541479704
A0A0A0MS66;Q14693;H7C3T1,A0A0A0MS66;Q14693;H7C3T1,2;1;1,2;1;1,2;1;1,Phosphatidate phosphatase LPIN1,LPIN1,tr|A0A0A0MS66|A0A0A0MS66_HUMAN Phosphatidate phosphatase LPIN1 OS=Homo sapiens OX=9606 GN=LPIN1 PE=1 SV=1;sp|Q14693|LPIN1_HUMAN Phosphatidate phosphatase LPIN1 OS=Homo sapiens OX=9606 GN=LPIN1 PE=1 SV=2;tr|H7C3T1|H7C3T1_HUMAN Phosphatidate phosphatase LPIN,2,2,6.0,22.8531093060422,22.9473337289791,25.0026876476126,26.2534786304108
P42704,P42704,2,2,2,"Leucine-rich PPR motif-containing protein, mitochondrial",LRPPRC,"sp|P42704|LPPRC_HUMAN Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens OX=9606 GN=LRPPRC PE=1 SV=3",2,2,1.1,4.08688509245965,4.17955488494526,26.8438591526753,26.2517463351229
J3QLI7;J3QSU1;Q96QE4;F5H5K1;J3KTP0,J3QLI7;J3QSU1;Q96QE4;F5H5K1;J3KTP0,2;2;1;1;1,2;2;1;1;1,2;2;1;1;1,Leucine-rich repeat-containing protein 37B,LRRC37B,tr|J3QLI7|J3QLI7_HUMAN Leucine-rich repeat-containing protein 37B OS=Homo sapiens OX=9606 GN=LRRC37B PE=1 SV=1;tr|J3QSU1|J3QSU1_HUMAN Leucine-rich repeat-containing protein 37B OS=Homo sapiens OX=9606 GN=LRRC37B PE=1 SV=1;sp|Q96QE4|LR37B_HUMAN Leucine-rich,2,2,5.4,19.804325866307,19.7920467467873,20.4706642270049,19.1283518481219
Q96AG4,Q96AG4,2,2,2,Leucine-rich repeat-containing protein 59,LRRC59,sp|Q96AG4|LRC59_HUMAN Leucine-rich repeat-containing protein 59 OS=Homo sapiens OX=9606 GN=LRRC59 PE=1 SV=1,2,2,7.2,4.08688509245965,4.17955488494526,24.7270238413683,23.7852648711232
Q9BX40;Q5TBQ0;A0A0C4DFV2;Q5TBQ1,Q9BX40;Q5TBQ0,5;4;2;2,5;4;2;2,2;2;2;2,Protein LSM14 homolog B,LSM14B,sp|Q9BX40|LS14B_HUMAN Protein LSM14 homolog B OS=Homo sapiens OX=9606 GN=LSM14B PE=1 SV=1;tr|Q5TBQ0|Q5TBQ0_HUMAN Protein LSM14 homolog B (Fragment) OS=Homo sapiens OX=9606 GN=LSM14B PE=1 SV=1,5,2,18.7,4.08688509245965,4.17955488494526,27.1733134342643,27.3118131598024
O95232;J3KPP4;D6RDI2;D6RHH0;U3KQT3,O95232;J3KPP4;D6RDI2;D6RHH0;U3KQT3,2;2;2;1;1,2;2;2;1;1,2;2;2;1;1,Luc7-like protein 3,LUC7L3,"sp|O95232|LC7L3_HUMAN Luc7-like protein 3 OS=Homo sapiens OX=9606 GN=LUC7L3 PE=1 SV=2;tr|J3KPP4|J3KPP4_HUMAN Cisplatin resistance-associated overexpressed protein, isoform CRA_b OS=Homo sapiens OX=9606 GN=LUC7L3 PE=1 SV=1;tr|D6RDI2|D6RDI2_HUMAN Luc7-like p",2,2,6.7,4.08688509245965,4.17955488494526,22.3707129452255,22.8855414773763
O95372;Q5QPQ1;Q5QPQ3;Q5QPQ2;Q5QPN5;Q5QPN9,O95372,9;4;3;3;2;2,9;4;3;3;2;2,2;1;2;2;2;2,Acyl-protein thioesterase 2,LYPLA2,sp|O95372|LYPA2_HUMAN Acyl-protein thioesterase 2 OS=Homo sapiens OX=9606 GN=LYPLA2 PE=1 SV=1,9,2,48.1,26.7135348366037,28.1816774581918,30.3139764456191,30.2519178529407
Q96A72;P61326;F5H124;F5H6N1;F5H6P7,Q96A72;P61326;F5H124;F5H6N1;F5H6P7,2;1;1;1;1,2;1;1;1;1,2;1;1;1;1,Protein mago nashi homolog 2;Protein mago nashi homolog,MAGOHB;MAGOH,sp|Q96A72|MGN2_HUMAN Protein mago nashi homolog 2 OS=Homo sapiens OX=9606 GN=MAGOHB PE=1 SV=1;sp|P61326|MGN_HUMAN Protein mago nashi homolog OS=Homo sapiens OX=9606 GN=MAGOH PE=1 SV=1;tr|F5H124|F5H124_HUMAN Protein mago nashi homolog 2 OS=Homo sapiens OX=9,2,2,13.5,4.08688509245965,4.17955488494526,24.388046198676,24.2371014015635
P31152;K7ELV1;K7EN18;Q16659;P28482;P27361;H0YDH9;B3KR49;E9PBK7;E9PJF0;E9PQW4,P31152;K7ELV1;K7EN18;Q16659;P28482;P27361;H0YDH9;B3KR49;E9PBK7;E9PJF0;E9PQW4,2;2;2;1;1;1;1;1;1;1;1,2;2;2;1;1;1;1;1;1;1;1,2;2;2;1;1;1;1;1;1;1;1,Mitogen-activated protein kinase 4;Mitogen-activated protein kinase 6;Mitogen-activated protein kinase 1;Mitogen-activated protein kinase 3;Mitogen-activated protein kinase,MAPK4;MAPK6;MAPK1;MAPK3,sp|P31152|MK04_HUMAN Mitogen-activated protein kinase 4 OS=Homo sapiens OX=9606 GN=MAPK4 PE=1 SV=2;tr|K7ELV1|K7ELV1_HUMAN Mitogen-activated protein kinase 4 OS=Homo sapiens OX=9606 GN=MAPK4 PE=1 SV=1;tr|K7EN18|K7EN18_HUMAN Mitogen-activated protein kinase,2,2,5.5,4.08688509245965,4.17955488494526,4.53773594237288,4.43907541479704
Q7KZI7;E7ETY4;E9PC69;F5H6N2;F5H4F6;P27448;Q9P0L2;K7EK17;K7EKG8;F5H4J8;H0YKJ3;H0YNV4;J3KNR0;B4DIB3;A0A087X0I6,Q7KZI7;E7ETY4;E9PC69;F5H6N2;F5H4F6,3;3;3;2;2;1;1;1;1;1;1;1;1;1;1,3;3;3;2;2;1;1;1;1;1;1;1;1;1;1,2;2;2;1;1;0;0;0;0;1;0;0;0;0;0,Serine/threonine-protein kinase MARK2,MARK2,sp|Q7KZI7|MARK2_HUMAN Serine/threonine-protein kinase MARK2 OS=Homo sapiens OX=9606 GN=MARK2 PE=1 SV=2;tr|E7ETY4|E7ETY4_HUMAN Non-specific serine/threonine protein kinase OS=Homo sapiens OX=9606 GN=MARK2 PE=1 SV=1;tr|E9PC69|E9PC69_HUMAN Non-specific serine,3,2,5.7,4.08688509245965,4.17955488494526,24.4653187830322,24.7857637455848
Q8N6R0,Q8N6R0,2,2,2,Methyltransferase-like protein 13,METTL13,sp|Q8N6R0|EFNMT_HUMAN eEF1A lysine and N-terminal methyltransferase OS=Homo sapiens OX=9606 GN=EEF1AKNMT PE=1 SV=1,2,2,4.3,29.2714630991464,29.6226839345769,23.2649923030494,24.4652846139256
O75030;P19484;B1AKB5;B0QYS6;B0QYS7,O75030,4;1;1;1;1,2;1;1;1;1,2;1;1;1;1,Microphthalmia-associated transcription factor,MITF,sp|O75030|MITF_HUMAN Microphthalmia-associated transcription factor OS=Homo sapiens OX=9606 GN=MITF PE=1 SV=2,4,2,8.0,4.08688509245965,4.17955488494526,23.8338351384072,24.0485154770708
P51948,P51948,2,2,2,CDK-activating kinase assembly factor MAT1,MNAT1,sp|P51948|MAT1_HUMAN CDK-activating kinase assembly factor MAT1 OS=Homo sapiens OX=9606 GN=MNAT1 PE=1 SV=1,2,2,7.8,4.08688509245965,4.17955488494526,25.2403808350388,25.5058214858244
Q9BXT6,Q9BXT6,2,2,2,Putative helicase Mov10l1,MOV10L1,sp|Q9BXT6|M10L1_HUMAN RNA helicase Mov10l1 OS=Homo sapiens OX=9606 GN=MOV10L1 PE=2 SV=1,2,2,2.4,24.4868939283134,26.2126361979225,29.1082154730618,23.3057734296639
B7ZB24;O75970;A0A075B6R8;H0YGQ3;F5H1U9;F5H8D6;F8WDQ8,B7ZB24;O75970;A0A075B6R8;H0YGQ3;F5H1U9,3;2;2;2;2;1;1,2;1;1;1;1;1;1,2;1;1;1;1;1;1,Multiple PDZ domain protein,MPDZ,tr|B7ZB24|B7ZB24_HUMAN Multiple PDZ domain protein OS=Homo sapiens OX=9606 GN=MPDZ PE=1 SV=1;sp|O75970|MPDZ_HUMAN Multiple PDZ domain protein OS=Homo sapiens OX=9606 GN=MPDZ PE=1 SV=2;tr|A0A075B6R8|A0A075B6R8_HUMAN Multiple PDZ domain protein (Fragment) OS,3,2,4.7,23.7981687463056,24.4663149904282,24.0675324449119,24.1335160257653
Q8NCE2;C9JSR1;C9JR61,Q8NCE2;C9JSR1;C9JR61,2;2;1,2;2;1,2;2;1,Myotubularin-related protein 14,MTMR14,sp|Q8NCE2|MTMRE_HUMAN Myotubularin-related protein 14 OS=Homo sapiens OX=9606 GN=MTMR14 PE=1 SV=2;tr|C9JSR1|C9JSR1_HUMAN Myotubularin-related protein 14 OS=Homo sapiens OX=9606 GN=MTMR14 PE=1 SV=1;tr|C9JR61|C9JR61_HUMAN Myotubularin-related protein 14 (Fra,2,2,4.3,4.08688509245965,4.17955488494526,25.1312918565082,24.3015235462335
O14950;P19105;J3QRS3;P24844,O14950;P19105;J3QRS3;P24844,2;2;2;1,2;2;2;1,2;2;2;1,Myosin regulatory light chain 12B;Myosin regulatory light chain 12A;Myosin regulatory light polypeptide 9,MYL12B;MYL12A;MYL9,sp|O14950|ML12B_HUMAN Myosin regulatory light chain 12B OS=Homo sapiens OX=9606 GN=MYL12B PE=1 SV=2;sp|P19105|ML12A_HUMAN Myosin regulatory light chain 12A OS=Homo sapiens OX=9606 GN=MYL12A PE=1 SV=2;tr|J3QRS3|J3QRS3_HUMAN Myosin regulatory light chain 12A,2,2,11.0,4.08688509245965,4.17955488494526,23.2990794242312,23.4061344038626
Q92614;A0A0D9SFK2,Q92614;A0A0D9SFK2,2;2,2;2,2;2,Unconventional myosin-XVIIIa,MYO18A,sp|Q92614|MY18A_HUMAN Unconventional myosin-XVIIIa OS=Homo sapiens OX=9606 GN=MYO18A PE=1 SV=3;tr|A0A0D9SFK2|A0A0D9SFK2_HUMAN Unconventional myosin-XVIIIa OS=Homo sapiens OX=9606 GN=MYO18A PE=1 SV=1,2,2,1.3,4.08688509245965,4.17955488494526,24.2088838698141,26.3911477287734
Q99747,Q99747,2,2,2,Gamma-soluble NSF attachment protein,NAPG,sp|Q99747|SNAG_HUMAN Gamma-soluble NSF attachment protein OS=Homo sapiens OX=9606 GN=NAPG PE=1 SV=1,2,2,9.6,4.08688509245965,4.17955488494526,24.6363298934154,24.4518022179365
Q93015,Q93015,2,2,2,N-acetyltransferase 6,NAT6,sp|Q93015|NAA80_HUMAN N-alpha-acetyltransferase 80 OS=Homo sapiens OX=9606 GN=NAA80 PE=1 SV=2,2,2,7.7,4.08688509245965,4.17955488494526,21.0968052171854,23.1908561235942
Q8NEY1;A0A0A0MRJ3;H0Y6F6,Q8NEY1;A0A0A0MRJ3;H0Y6F6,2;2;1,2;2;1,2;2;1,Neuron navigator 1,NAV1,sp|Q8NEY1|NAV1_HUMAN Neuron navigator 1 OS=Homo sapiens OX=9606 GN=NAV1 PE=1 SV=2;tr|A0A0A0MRJ3|A0A0A0MRJ3_HUMAN Neuron navigator 1 OS=Homo sapiens OX=9606 GN=NAV1 PE=1 SV=1;tr|H0Y6F6|H0Y6F6_HUMAN Neuron navigator 1 (Fragment) OS=Homo sapiens OX=9606 GN=NA,2,2,1.9,4.08688509245965,4.17955488494526,24.3512422858501,24.3717028882953
Q9HCH0;H7C1V4,Q9HCH0;H7C1V4,2;1,2;1,2;1,Nck-associated protein 5-like,NCKAP5L,sp|Q9HCH0|NCK5L_HUMAN Nck-associated protein 5-like OS=Homo sapiens OX=9606 GN=NCKAP5L PE=1 SV=3;tr|H7C1V4|H7C1V4_HUMAN Nck-associated protein 5-like (Fragment) OS=Homo sapiens OX=9606 GN=NCKAP5L PE=1 SV=1,2,2,4.1,4.08688509245965,4.17955488494526,24.3790155237866,23.5415598645369
P20929;A0A087X1N7;H0Y786,P20929;A0A087X1N7;H0Y786,2;2;1,2;2;1,2;2;1,Nebulin,NEB,sp|P20929|NEBU_HUMAN Nebulin OS=Homo sapiens OX=9606 GN=NEB PE=1 SV=5;tr|A0A087X1N7|A0A087X1N7_HUMAN Nebulin OS=Homo sapiens OX=9606 GN=NEB PE=1 SV=1;tr|H0Y786|H0Y786_HUMAN Nebulin (Fragment) OS=Homo sapiens OX=9606 GN=NEB PE=1 SV=1,2,2,0.7,24.9886128947163,26.319913115528,4.53773594237288,4.43907541479704
Q9NVZ3;F6SKB8;H0Y970;D6RAN6,Q9NVZ3;F6SKB8;H0Y970;D6RAN6,2;2;1;1,2;2;1;1,2;2;1;1,Adaptin ear-binding coat-associated protein 2,NECAP2,sp|Q9NVZ3|NECP2_HUMAN Adaptin ear-binding coat-associated protein 2 OS=Homo sapiens OX=9606 GN=NECAP2 PE=1 SV=1;tr|F6SKB8|F6SKB8_HUMAN Adaptin ear-binding coat-associated protein 2 OS=Homo sapiens OX=9606 GN=NECAP2 PE=1 SV=1;tr|H0Y970|H0Y970_HUMAN Adaptin,2,2,9.1,4.08688509245965,4.17955488494526,24.0786309988304,22.6786121734277
Q15843;F8VSA6;E9PS38;S4R3E9;E9PL57,Q15843;F8VSA6;E9PS38;S4R3E9;E9PL57,2;1;1;1;1,2;1;1;1;1,2;1;1;1;1,NEDD8,NEDD8;NEDD8-MDP1,sp|Q15843|NEDD8_HUMAN NEDD8 OS=Homo sapiens OX=9606 GN=NEDD8 PE=1 SV=1;tr|F8VSA6|F8VSA6_HUMAN NEDD8 OS=Homo sapiens OX=9606 GN=NEDD8 PE=4 SV=1;tr|E9PS38|E9PS38_HUMAN NEDD8-MDP1 readthrough OS=Homo sapiens OX=9606 GN=NEDD8-MDP1 PE=4 SV=2;tr|S4R3E9|S4R3E9_HU,2,2,34.6,22.078840925021,22.2583647510098,25.9762031178209,25.6945817009725
P12036,P12036,4,2,2,Neurofilament heavy polypeptide,NEFH,sp|P12036|NFH_HUMAN Neurofilament heavy polypeptide OS=Homo sapiens OX=9606 GN=NEFH PE=1 SV=4,4,2,6.2,4.08688509245965,4.17955488494526,26.3878983403209,23.3415025355016
E9PIX7;Q6P3R8;A0A494C168;A0A3B3ITQ6,E9PIX7;Q6P3R8;A0A494C168;A0A3B3ITQ6,2;1;1;1,2;1;1;1,2;1;1;1,Serine/threonine-protein kinase Nek5,NEK5,tr|E9PIX7|E9PIX7_HUMAN Serine/threonine-protein kinase Nek5 OS=Homo sapiens OX=9606 GN=NEK5 PE=1 SV=2;sp|Q6P3R8|NEK5_HUMAN Serine/threonine-protein kinase Nek5 OS=Homo sapiens OX=9606 GN=NEK5 PE=2 SV=1;tr|A0A494C168|A0A494C168_HUMAN Serine/threonine-protei,2,2,13.9,25.7577566954059,27.1582697538759,4.53773594237288,4.43907541479704
A0A1B0GU97;A0A1B0GWI9;B1AKN7;B1AKN5;A0A0A0MRX8;Q5VW27;A0A1B0GWJ4;Q5VW26;Q12857;A0A1B0GW37;A0A590UK09;U3KPY9;B1AKN8;U3KQE8;S4R3K4;A0A590UJ82;Q5W0Y9;A0A590UK73;B1AKN6;Q5VW30;A0A087WXP2;A0A2R8Y7V8;O00712;A0A286YEX4;P08651;S4R308;K7EN08;K7ESG9;K7EJB0;K7EKH0;A0A1B0GVN4;C9JWJ8;Q14938;A0A1B0GTC1,A0A1B0GU97;A0A1B0GWI9;B1AKN7;B1AKN5;A0A0A0MRX8;Q5VW27;A0A1B0GWJ4;Q5VW26;Q12857;A0A1B0GW37;A0A590UK09;U3KPY9;B1AKN8;U3KQE8;S4R3K4;A0A590UJ82;Q5W0Y9;A0A590UK73;B1AKN6;Q5VW30;A0A087WXP2;A0A2R8Y7V8;O00712;A0A286YEX4;P08651;S4R308;K7EN08;K7ESG9;K7EJB0;K7EKH0;A0A1B0GVN4;C9JWJ8;Q14938;A0A1B0GTC1,2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1,2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1,2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1,Nuclear factor 1;Nuclear factor 1 A-type;Nuclear factor 1 B-type;Nuclear factor 1 C-type;Nuclear factor 1 X-type,NFIA;NFIB;NFIC;NFIX,tr|A0A1B0GU97|A0A1B0GU97_HUMAN Nuclear factor 1 OS=Homo sapiens OX=9606 GN=NFIB PE=1 SV=1;tr|A0A1B0GWI9|A0A1B0GWI9_HUMAN Nuclear factor 1 (Fragment) OS=Homo sapiens OX=9606 GN=NFIB PE=1 SV=1;tr|B1AKN7|B1AKN7_HUMAN Nuclear factor 1 OS=Homo sapiens OX=9606 G,2,2,4.4,4.08688509245965,4.17955488494526,23.5808391198214,24.0653786604302
P40261,P40261,2,2,2,Nicotinamide N-methyltransferase,NNMT,sp|P40261|NNMT_HUMAN Nicotinamide N-methyltransferase OS=Homo sapiens OX=9606 GN=NNMT PE=1 SV=1,2,2,9.5,24.1644595250418,25.1738123525961,23.5617410286053,23.3459747514119
Q9Y3T9,Q9Y3T9,2,2,2,Nucleolar complex protein 2 homolog,NOC2L,sp|Q9Y3T9|NOC2L_HUMAN Nucleolar complex protein 2 homolog OS=Homo sapiens OX=9606 GN=NOC2L PE=1 SV=4,2,2,3.5,4.08688509245965,4.17955488494526,24.8432122203325,23.195083793373
Q9BSC4,Q9BSC4,2,2,2,Nucleolar protein 10,NOL10,sp|Q9BSC4|NOL10_HUMAN Nucleolar protein 10 OS=Homo sapiens OX=9606 GN=NOL10 PE=1 SV=1,2,2,4.5,4.08688509245965,4.17955488494526,23.7887533751154,25.1563806271377
O15118;K7EQ23,O15118;K7EQ23,2;1,2;1,2;1,Niemann-Pick C1 protein,NPC1,sp|O15118|NPC1_HUMAN NPC intracellular cholesterol transporter 1 OS=Homo sapiens OX=9606 GN=NPC1 PE=1 SV=2;tr|K7EQ23|K7EQ23_HUMAN NPC intracellular cholesterol transporter 1 (Fragment) OS=Homo sapiens OX=9606 GN=NPC1 PE=1 SV=1,2,2,1.9,4.08688509245965,4.17955488494526,24.0935368469381,22.4460948538032
P55786;E9PLK3;H0YDG0,P55786;E9PLK3;H0YDG0,2;2;1,2;2;1,2;2;1,Puromycin-sensitive aminopeptidase,NPEPPS,sp|P55786|PSA_HUMAN Puromycin-sensitive aminopeptidase OS=Homo sapiens OX=9606 GN=NPEPPS PE=1 SV=2;tr|E9PLK3|E9PLK3_HUMAN Aminopeptidase OS=Homo sapiens OX=9606 GN=NPEPPS PE=1 SV=1;tr|H0YDG0|H0YDG0_HUMAN Puromycin-sensitive aminopeptidase (Fragment) OS=Hom,2,2,2.7,4.08688509245965,4.17955488494526,24.418411633764,22.8955974693262
Q9UHY1;F8W6G1;C9JHZ6,Q9UHY1;F8W6G1;C9JHZ6,2;2;1,2;2;1,2;2;1,Nuclear receptor-binding protein,NRBP1,sp|Q9UHY1|NRBP_HUMAN Nuclear receptor-binding protein OS=Homo sapiens OX=9606 GN=NRBP1 PE=1 SV=1;tr|F8W6G1|F8W6G1_HUMAN Nuclear receptor-binding protein OS=Homo sapiens OX=9606 GN=NRBP1 PE=1 SV=1;tr|C9JHZ6|C9JHZ6_HUMAN Nuclear receptor-binding protein (Fra,2,2,5.8,4.08688509245965,4.17955488494526,25.279694737471,24.3049383755941
P57740,P57740,2,2,2,Nuclear pore complex protein Nup107,NUP107,sp|P57740|NU107_HUMAN Nuclear pore complex protein Nup107 OS=Homo sapiens OX=9606 GN=NUP107 PE=1 SV=1,2,2,3.1,4.08688509245965,4.17955488494526,23.7089356787746,23.548043898107
Q9NZT2;A0A087X028;A0A0A0MRN5,Q9NZT2;A0A087X028;A0A0A0MRN5,2;2;2,2;2;2,2;2;2,Opioid growth factor receptor,OGFR,sp|Q9NZT2|OGFR_HUMAN Opioid growth factor receptor OS=Homo sapiens OX=9606 GN=OGFR PE=1 SV=3;tr|A0A087X028|A0A087X028_HUMAN Opioid growth factor receptor OS=Homo sapiens OX=9606 GN=OGFR PE=1 SV=1;tr|A0A0A0MRN5|A0A0A0MRN5_HUMAN Opioid growth factor receptor,2,2,3.7,4.08688509245965,4.17955488494526,25.0604393287893,24.8209934371124
Q96SU4;H0YE93;G8JLK0,Q96SU4;H0YE93;G8JLK0,2;1;1,2;1;1,2;1;1,Oxysterol-binding protein-related protein 9,OSBPL9,sp|Q96SU4|OSBL9_HUMAN Oxysterol-binding protein-related protein 9 OS=Homo sapiens OX=9606 GN=OSBPL9 PE=1 SV=2;tr|H0YE93|H0YE93_HUMAN Oxysterol-binding protein-related protein 9 (Fragment) OS=Homo sapiens OX=9606 GN=OSBPL9 PE=1 SV=1;tr|G8JLK0|G8JLK0_HUMAN O,2,2,4.3,22.9986210353845,23.8223070790919,24.2182279744,24.4222670477124
Q01804;D6RI06,Q01804;D6RI06,2;1,2;1,2;1,OTU domain-containing protein 4,OTUD4,sp|Q01804|OTUD4_HUMAN OTU domain-containing protein 4 OS=Homo sapiens OX=9606 GN=OTUD4 PE=1 SV=4;tr|D6RI06|D6RI06_HUMAN OTU domain-containing protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=OTUD4 PE=1 SV=1,2,2,2.5,4.08688509245965,4.17955488494526,22.9533503071865,21.195083793373
Q86U42;H0YJH9;B4DEH8;G3V4T2,Q86U42;H0YJH9;B4DEH8;G3V4T2,2;1;1;1,2;1;1;1,2;1;1;1,Polyadenylate-binding protein 2,PABPN1,sp|Q86U42|PABP2_HUMAN Polyadenylate-binding protein 2 OS=Homo sapiens OX=9606 GN=PABPN1 PE=1 SV=3;tr|H0YJH9|H0YJH9_HUMAN Polyadenylate-binding protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=PABPN1 PE=1 SV=1;tr|B4DEH8|B4DEH8_HUMAN Polyadenylate-binding pro,2,2,8.8,4.08688509245965,4.17955488494526,24.9696535166411,24.7387689086317
Q15154;A0A5H1ZRS1;H0YBA1,Q15154;A0A5H1ZRS1,24;23;10,24;23;10,2;2;2,Pericentriolar material 1 protein,PCM1,sp|Q15154|PCM1_HUMAN Pericentriolar material 1 protein OS=Homo sapiens OX=9606 GN=PCM1 PE=1 SV=5;tr|A0A5H1ZRS1|A0A5H1ZRS1_HUMAN Pericentriolar material 1 protein OS=Homo sapiens OX=9606 GN=PCM1 PE=1 SV=1,24,2,17.7,4.08688509245965,4.17955488494526,28.8727042316778,27.5774431196332
P12004,P12004,2,2,2,Proliferating cell nuclear antigen,PCNA,sp|P12004|PCNA_HUMAN Proliferating cell nuclear antigen OS=Homo sapiens OX=9606 GN=PCNA PE=1 SV=1,2,2,10.0,4.08688509245965,4.17955488494526,25.3272826288055,24.6011623205125
O95613,O95613,2,2,2,Pericentrin,PCNT,sp|O95613|PCNT_HUMAN Pericentrin OS=Homo sapiens OX=9606 GN=PCNT PE=1 SV=4,2,2,0.5,4.08688509245965,4.17955488494526,23.6328958267371,23.1796631219967
O76074;G5E9C5,O76074;G5E9C5,2;1,2;1,2;1,"cGMP-specific 3,5-cyclic phosphodiesterase",PDE5A,"sp|O76074|PDE5A_HUMAN cGMP-specific 3,5-cyclic phosphodiesterase OS=Homo sapiens OX=9606 GN=PDE5A PE=1 SV=2;tr|G5E9C5|G5E9C5_HUMAN Phosphodiesterase OS=Homo sapiens OX=9606 GN=PDE5A PE=1 SV=1",2,2,4.2,4.08688509245965,4.17955488494526,25.7569217304307,24.6118929261682
Q53GG5;A0A2U3TZH4;A0A087WYF8;D6RAF1;A0A2R8Y6L7,Q53GG5;A0A2U3TZH4;A0A087WYF8;D6RAF1;A0A2R8Y6L7,2;2;2;1;1,2;2;2;1;1,2;2;2;1;1,PDZ and LIM domain protein 3,PDLIM3,sp|Q53GG5|PDLI3_HUMAN PDZ and LIM domain protein 3 OS=Homo sapiens OX=9606 GN=PDLIM3 PE=1 SV=1;tr|A0A2U3TZH4|A0A2U3TZH4_HUMAN PDZ and LIM domain protein 3 OS=Homo sapiens OX=9606 GN=PDLIM3 PE=1 SV=1;tr|A0A087WYF8|A0A087WYF8_HUMAN PDZ and LIM domain protein,2,2,9.1,4.08688509245965,4.17955488494526,25.1498460230947,25.2187453210558
