DCAF4_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
EEF1D,0.3148432828,0.0465013292762167,0,P29692;E9PK01;A0A087X1X7;E9PRY8;E9PQ49;E9PL12;E9PPR1;E9PI39;E9PMW7;E9PQZ1;E9PL71;H0YCK7;E9PIZ1;E9PK06;E9PN91;E9PK72;E9PKK3;E9PNW6;E9PJD0;H0YE58;H0YE72;E9PQC9,P29692;E9PK01;A0A087X1X7;E9PRY8;E9PQ49;E9PL12;E9PPR1;E9PI39;E9PMW7;E9PQZ1;E9PL71;H0YCK7;E9PIZ1;E9PK06;E9PN91,19;19;16;16;15;15;15;15;13;12;12;10;10;10;10;8;6;4;4;4;4;3,19;19;16;16;15;15;15;15;13;12;12;10;10;10;10;8;6;4;4;4;4;3,19;19;16;16;15;15;15;15;13;12;12;10;10;10;10;8;6;4;4;4;4;3,Elongation factor 1-delta,EEF1D,sp|P29692|EF1D_HUMAN Elongation factor 1-delta OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=5;tr|E9PK01|E9PK01_HUMAN Elongation factor 1-delta (Fragment) OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=1;tr|A0A087X1X7|A0A087X1X7_HUMAN Elongation factor 1-delta OS=Hom,19,19,60.1,281
PRMT1,-0.0298794213,0.797614549133912,0,Q99873;E9PKG1;E9PNR9;E9PQ98;E9PIX6;H0YDE4;E9PMW9,Q99873;E9PKG1;E9PNR9;E9PQ98;E9PIX6;H0YDE4,6;6;4;4;4;4;1,6;6;4;4;4;4;1,6;6;4;4;4;4;1,Protein arginine N-methyltransferase 1,PRMT1,sp|Q99873|ANM1_HUMAN Protein arginine N-methyltransferase 1 OS=Homo sapiens OX=9606 GN=PRMT1 PE=1 SV=3;tr|E9PKG1|E9PKG1_HUMAN Protein arginine N-methyltransferase 1 OS=Homo sapiens OX=9606 GN=PRMT1 PE=1 SV=1;tr|E9PNR9|E9PNR9_HUMAN Protein arginine N-methyl,6,6,23.2,371
UBTF,-0.4328737429,0.00904621612173535,0,P17480;E9PKP7;E9PMM2,P17480;E9PKP7;E9PMM2,2;2;1,2;2;1,2;2;1,Nucleolar transcription factor 1,UBTF,sp|P17480|UBF1_HUMAN Nucleolar transcription factor 1 OS=Homo sapiens OX=9606 GN=UBTF PE=1 SV=1;tr|E9PKP7|E9PKP7_HUMAN Nucleolar transcription factor 1 OS=Homo sapiens OX=9606 GN=UBTF PE=1 SV=1;tr|E9PMM2|E9PMM2_HUMAN Nucleolar transcription factor 1 (Fragm,2,2,3.9,764
BTF3L4,-0.5696902843,0.011498542647025,0,Q96K17;E9PL10,Q96K17;E9PL10,5;5,5;5,5;5,Transcription factor BTF3 homolog 4;Transcription factor BTF3,BTF3L4,sp|Q96K17|BT3L4_HUMAN Transcription factor BTF3 homolog 4 OS=Homo sapiens OX=9606 GN=BTF3L4 PE=1 SV=1;tr|E9PL10|E9PL10_HUMAN Transcription factor BTF3 OS=Homo sapiens OX=9606 GN=BTF3L4 PE=1 SV=1,5,5,57.6,158
NPEPPS,-0.0702809767,0.45700373910898,0,P55786;E9PLK3;A6NEC2;H0YDG0;E9PP11;H0YCQ5,P55786;E9PLK3,19;19;6;6;4;1,19;19;6;6;4;1,19;19;6;6;4;1,Puromycin-sensitive aminopeptidase,NPEPPS,sp|P55786|PSA_HUMAN Puromycin-sensitive aminopeptidase OS=Homo sapiens OX=9606 GN=NPEPPS PE=1 SV=2;tr|E9PLK3|E9PLK3_HUMAN Aminopeptidase OS=Homo sapiens OX=9606 GN=NPEPPS PE=1 SV=1,19,19,25.9,919
SMAP;C11orf58,-0.2629902728,0.120019545192498,0,O00193;E9PRZ9;E9PM92,O00193;E9PRZ9;E9PM92,2;2;2,2;2;2,2;2;2,Small acidic protein,SMAP;C11orf58,sp|O00193|SMAP_HUMAN Small acidic protein OS=Homo sapiens OX=9606 GN=SMAP PE=1 SV=1;tr|E9PRZ9|E9PRZ9_HUMAN Chromosome 11 open reading frame 58 (Fragment) OS=Homo sapiens OX=9606 GN=C11orf58 PE=1 SV=1;tr|E9PM92|E9PM92_HUMAN Chromosome 11 open reading frame ,2,2,19.7,183
CCS,-0.6510876883,0.0664987116225538,0,O14618;E9PP76;J3KNF4,O14618;E9PP76;J3KNF4,2;2;2,2;2;2,2;2;2,Copper chaperone for superoxide dismutase;Superoxide dismutase [Cu-Zn],CCS,sp|O14618|CCS_HUMAN Copper chaperone for superoxide dismutase OS=Homo sapiens OX=9606 GN=CCS PE=1 SV=1;tr|E9PP76|E9PP76_HUMAN Copper chaperone for superoxide dismutase (Fragment) OS=Homo sapiens OX=9606 GN=CCS PE=1 SV=1;tr|J3KNF4|J3KNF4_HUMAN Copper chaper,2,2,10.2,274
RAE1,-0.0724280756,0.89815696969401,0,P78406;E9PQ57;E9PPG9;B0QZ36;B0QZ37,P78406;E9PQ57;E9PPG9,5;5;4;2;1,5;5;4;2;1,5;5;4;2;1,mRNA export factor,RAE1,sp|P78406|RAE1L_HUMAN mRNA export factor OS=Homo sapiens OX=9606 GN=RAE1 PE=1 SV=1;tr|E9PQ57|E9PQ57_HUMAN mRNA export factor OS=Homo sapiens OX=9606 GN=RAE1 PE=1 SV=1;tr|E9PPG9|E9PPG9_HUMAN mRNA export factor OS=Homo sapiens OX=9606 GN=RAE1 PE=1 SV=1,5,5,22,368
FAU,0.0905583053,0.325722003219724,0,P62861;E9PR30,P62861;E9PR30,2;2,2;2,2;2,40S ribosomal protein S30,FAU,sp|P62861|RS30_HUMAN 40S ribosomal protein S30 OS=Homo sapiens OX=9606 GN=FAU PE=1 SV=1;tr|E9PR30|E9PR30_HUMAN 40S ribosomal protein S30 OS=Homo sapiens OX=9606 GN=FAU PE=1 SV=1,2,2,18.6,59
C11orf98,-0.0351139878,0.848642466395865,0,E9PRG8;E9PLD3;A0A494BXY3,E9PRG8;E9PLD3;A0A494BXY3,3;2;2,3;2;2,3;2;2,Uncharacterized protein C11orf98,C11orf98,sp|E9PRG8|CK098_HUMAN Uncharacterized protein C11orf98 OS=Homo sapiens OX=9606 GN=C11orf98 PE=4 SV=2;tr|E9PLD3|E9PLD3_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=4 SV=1;tr|A0A494BXY3|A0A494BXY3_HUMAN Uncharacterized protein C11orf98 OS=Homo sa,3,3,22.8,123
NSFL1C,0.4483771751,0.21409515715844,0,F2Z2K0;Q9UNZ2;R4GNE6,F2Z2K0;Q9UNZ2,9;8;1,9;8;1,9;8;1,NSFL1 cofactor p47,NSFL1C,tr|F2Z2K0|F2Z2K0_HUMAN NSFL1 cofactor p47 OS=Homo sapiens OX=9606 GN=NSFL1C PE=1 SV=1;sp|Q9UNZ2|NSF1C_HUMAN NSFL1 cofactor p47 OS=Homo sapiens OX=9606 GN=NSFL1C PE=1 SV=2,9,9,47.8,274
LSM8,0.0234566336,0.851261015133808,0,O95777;F2Z2Y6;C9JNV3;C9JIZ0,O95777;F2Z2Y6;C9JNV3,3;3;2;1,3;3;2;1,3;3;2;1,U6 snRNA-associated Sm-like protein LSm8,LSM8,sp|O95777|LSM8_HUMAN U6 snRNA-associated Sm-like protein LSm8 OS=Homo sapiens OX=9606 GN=LSM8 PE=1 SV=3;tr|F2Z2Y6|F2Z2Y6_HUMAN U6 snRNA-associated Sm-like protein LSm8 OS=Homo sapiens OX=9606 GN=LSM8 PE=1 SV=1;tr|C9JNV3|C9JNV3_HUMAN U6 snRNA-associated Sm-,3,3,28.1,96
PTMS,-0.2083115467,0.524785234209668,0,P20962;F5H7R9;F5GXR3,P20962;F5H7R9;F5GXR3,4;4;4,4;4;4,4;4;4,Parathymosin,PTMS,sp|P20962|PTMS_HUMAN Parathymosin OS=Homo sapiens OX=9606 GN=PTMS PE=1 SV=2;tr|F5H7R9|F5H7R9_HUMAN Parathymosin (Fragment) OS=Homo sapiens OX=9606 GN=PTMS PE=1 SV=1;tr|F5GXR3|F5GXR3_HUMAN Parathymosin OS=Homo sapiens OX=9606 GN=PTMS PE=1 SV=1,4,4,16.7,102
OTUB1,-0.3324428257,0.0200985209532609,0,Q96FW1;F5GYN4;J3KR44;F5H6Q1;F5GYJ8;F5H3F0,Q96FW1;F5GYN4;J3KR44;F5H6Q1;F5GYJ8;F5H3F0,6;6;6;6;5;4,6;6;6;6;5;4,6;6;6;6;5;4,Ubiquitin thioesterase OTUB1,OTUB1,sp|Q96FW1|OTUB1_HUMAN Ubiquitin thioesterase OTUB1 OS=Homo sapiens OX=9606 GN=OTUB1 PE=1 SV=2;tr|F5GYN4|F5GYN4_HUMAN Ubiquitin thioesterase OTUB1 OS=Homo sapiens OX=9606 GN=OTUB1 PE=1 SV=1;tr|J3KR44|J3KR44_HUMAN Ubiquitin thioesterase OS=Homo sapiens OX=96,6,6,24.4,271
ATP6V0D1,-0.6643402691,0.0246333551618707,0,P61421;J3QL14;R4GN72;F5GYQ1,P61421;J3QL14;R4GN72;F5GYQ1,1;1;1;1,1;1;1;1,1;1;1;1,V-type proton ATPase subunit d 1,ATP6V0D1,sp|P61421|VA0D1_HUMAN V-type proton ATPase subunit d 1 OS=Homo sapiens OX=9606 GN=ATP6V0D1 PE=1 SV=1;tr|J3QL14|J3QL14_HUMAN V-type proton ATPase subunit d 1 (Fragment) OS=Homo sapiens OX=9606 GN=ATP6V0D1 PE=1 SV=1;tr|R4GN72|R4GN72_HUMAN V-type proton ATPas,1,1,3.1,351
SLC3A2,0.1764363987,0.108614814268631,0,P08195;F5GZS6;J3KPF3;F5GZI0;H0YFS2;F5H867;F5H0E2;F5GZR9;H0YFX4,P08195;F5GZS6;J3KPF3;F5GZI0,12;12;12;6;4;2;2;1;1,12;12;12;6;4;2;2;1;1,12;12;12;6;4;2;2;1;1,4F2 cell-surface antigen heavy chain,SLC3A2,sp|P08195|4F2_HUMAN 4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=3;tr|F5GZS6|F5GZS6_HUMAN 4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=1;tr|J3KPF3|J3KPF3_HUMAN 4F2 cell-surface antigen hea,12,12,25.2,630
SNRPG;SNRPGP15,-0.232472874,0.0617966006744649,0,P62308;Q49AN9;F5H013;A8MWD9;C9JVQ0,P62308;Q49AN9;F5H013;A8MWD9;C9JVQ0,2;2;2;1;1,2;2;2;1;1,2;2;2;1;1,Small nuclear ribonucleoprotein G;Putative small nuclear ribonucleoprotein G-like protein 15,SNRPG;SNRPGP15,sp|P62308|RUXG_HUMAN Small nuclear ribonucleoprotein G OS=Homo sapiens OX=9606 GN=SNRPG PE=1 SV=1;tr|Q49AN9|Q49AN9_HUMAN Small nuclear ribonucleoprotein G OS=Homo sapiens OX=9606 GN=SNRPG PE=1 SV=1;tr|F5H013|F5H013_HUMAN Small nuclear ribonucleoprotein G O,2,2,30.3,76
GPHN,-0.9210216901,0.102346445198773,0,Q9NQX3;F5H039;H0YJR5;G3V582;G3V4R0;G3V355;G3V4D2;H0YJ30,Q9NQX3;F5H039;H0YJR5;G3V582,6;6;3;3;2;2;1;1,6;6;3;3;2;2;1;1,6;6;3;3;2;2;1;1,Gephyrin;Molybdopterin adenylyltransferase;Molybdopterin molybdenumtransferase,GPHN,sp|Q9NQX3|GEPH_HUMAN Gephyrin OS=Homo sapiens OX=9606 GN=GPHN PE=1 SV=1;tr|F5H039|F5H039_HUMAN Molybdopterin molybdenumtransferase OS=Homo sapiens OX=9606 GN=GPHN PE=1 SV=1;tr|H0YJR5|H0YJR5_HUMAN Molybdopterin molybdenumtransferase (Fragment) OS=Homo sapie,6,6,12,736
NAP1L1,0.3574357145,0.0181698023930241,0,P55209;F8VY35;F5H4R6;H0YIV4;F8VV59;F8W0J6;F8W118;B7Z9C2;H0YH88;H0YHC3;F8VUX1;F8W020;F8VRJ2;F8VXI6;F8VVB5;B7Z4K9,P55209;F8VY35;F5H4R6;H0YIV4;F8VV59;F8W0J6;F8W118;B7Z9C2;H0YH88;H0YHC3;F8VUX1;F8W020;F8VRJ2;F8VXI6;F8VVB5,16;16;16;16;15;15;14;14;13;13;13;12;10;10;8;3,16;16;16;16;15;15;14;14;13;13;13;12;10;10;8;3,2;2;2;2;1;2;1;1;0;1;2;2;1;2;0;0,Nucleosome assembly protein 1-like 1,NAP1L1,sp|P55209|NP1L1_HUMAN Nucleosome assembly protein 1-like 1 OS=Homo sapiens OX=9606 GN=NAP1L1 PE=1 SV=1;tr|F8VY35|F8VY35_HUMAN Nucleosome assembly protein 1-like 1 (Fragment) OS=Homo sapiens OX=9606 GN=NAP1L1 PE=1 SV=1;tr|F5H4R6|F5H4R6_HUMAN Nucleosome asse,16,2,48.8,391
TUBA1C,-0.0368447117,0.719834762201935,0,Q9BQE3;F5H5D3;A0A1W2PQM2;F8VVB9;F8VRZ4;F8VS66;F8VX09;F8VWV9;A6NHL2;F8VRK0;C9JEV8;C9JQ00;C9JJQ8;F8W0F6;F8VXZ7,Q9BQE3;F5H5D3;A0A1W2PQM2,41;41;29;17;11;11;7;7;4;4;4;4;4;2;1,6;6;6;0;0;0;0;0;0;0;0;0;0;0;0,3;3;3;0;0;0;0;0;0;0;0;0;0;0;0,Tubulin alpha-1C chain,TUBA1C,sp|Q9BQE3|TBA1C_HUMAN Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1;tr|F5H5D3|F5H5D3_HUMAN Tubulin alpha chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1;tr|A0A1W2PQM2|A0A1W2PQM2_HUMAN Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN,41,3,73.1,449
GRSF1,-0.2534271928,0.107367786892324,0,Q12849;H0Y8R1;F5H5I6;H0YAK1;H0YAM1,Q12849;H0Y8R1;F5H5I6;H0YAK1,7;7;7;7;2,7;7;7;7;2,7;7;7;7;2,G-rich sequence factor 1,GRSF1,sp|Q12849|GRSF1_HUMAN G-rich sequence factor 1 OS=Homo sapiens OX=9606 GN=GRSF1 PE=1 SV=3;tr|H0Y8R1|H0Y8R1_HUMAN G-rich sequence factor 1 (Fragment) OS=Homo sapiens OX=9606 GN=GRSF1 PE=1 SV=1;tr|F5H5I6|F5H5I6_HUMAN G-rich sequence factor 1 OS=Homo sapiens ,7,7,20.8,480
CPSF7,-0.6515717288,0.00587677175757345,0,Q8N684;F5H669;J3QT54;F5H6M0;F5H047;C9JM38;C9J286;C9J323,Q8N684;F5H669;J3QT54;F5H6M0;F5H047,3;3;2;2;2;1;1;1,3;3;2;2;2;1;1;1,3;3;2;2;2;1;1;1,Cleavage and polyadenylation specificity factor subunit 7,CPSF7,sp|Q8N684|CPSF7_HUMAN Cleavage and polyadenylation specificity factor subunit 7 OS=Homo sapiens OX=9606 GN=CPSF7 PE=1 SV=1;tr|F5H669|F5H669_HUMAN Cleavage and polyadenylation-specificity factor subunit 7 (Fragment) OS=Homo sapiens OX=9606 GN=CPSF7 PE=1 SV=,3,3,8.1,471
MYO1C,-0.0134976474,0.969021700506299,0,O00159;F5H6E2;I3L501;I3L3Y6;I3L3F5,O00159;F5H6E2,11;11;4;4;1,11;11;4;4;1,11;11;4;4;1,Unconventional myosin-Ic,MYO1C,sp|O00159|MYO1C_HUMAN Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=4;tr|F5H6E2|F5H6E2_HUMAN Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=1,11,11,13.9,1063
ATL3,0.003866253,0.968436553309276,0,Q6DD88;F5H6I7,Q6DD88;F5H6I7,2;2,2;2,2;2,Atlastin-3,ATL3,sp|Q6DD88|ATLA3_HUMAN Atlastin-3 OS=Homo sapiens OX=9606 GN=ATL3 PE=1 SV=1;tr|F5H6I7|F5H6I7_HUMAN Atlastin-3 OS=Homo sapiens OX=9606 GN=ATL3 PE=1 SV=1,2,2,4.1,541
GNS,-0.5409191397,0.00372912177576029,0,P15586;H7C3P4;F6S8M0;F5H4C6;H0YFA9,P15586;H7C3P4;F6S8M0;F5H4C6;H0YFA9,9;9;9;7;5,9;9;9;7;5,9;9;9;7;5,N-acetylglucosamine-6-sulfatase,GNS,sp|P15586|GNS_HUMAN N-acetylglucosamine-6-sulfatase OS=Homo sapiens OX=9606 GN=GNS PE=1 SV=3;tr|H7C3P4|H7C3P4_HUMAN N-acetylglucosamine-6-sulfatase OS=Homo sapiens OX=9606 GN=GNS PE=1 SV=1;tr|F6S8M0|F6S8M0_HUMAN N-acetylglucosamine-6-sulfatase OS=Homo sapi,9,9,25.7,552
GLOD4,0.1412315785,0.471921677422171,0,Q9HC38;F6TLX2;I3L3Q4;I3NI27;I3NI24;I3L2C2;I3L1F4;I3L277;I3L1I0,Q9HC38;F6TLX2;I3L3Q4,6;6;5;1;1;1;1;1;1,6;6;5;1;1;1;1;1;1,6;6;5;1;1;1;1;1;1,Glyoxalase domain-containing protein 4,GLOD4,sp|Q9HC38|GLOD4_HUMAN Glyoxalase domain-containing protein 4 OS=Homo sapiens OX=9606 GN=GLOD4 PE=1 SV=1;tr|F6TLX2|F6TLX2_HUMAN Glyoxalase domain-containing protein 4 OS=Homo sapiens OX=9606 GN=GLOD4 PE=1 SV=1;tr|I3L3Q4|I3L3Q4_HUMAN Glyoxalase domain-contai,6,6,32.6,313
POLDIP3;PDIP46,-0.1195630175,0.653062329988607,0,Q9BY77;F6VRR5;Q8WUT1;F8WCX5;Q6R954;F8WEE2,Q9BY77;F6VRR5;Q8WUT1;F8WCX5;Q6R954;F8WEE2,6;6;4;4;3;3,6;6;4;4;3;3,6;6;4;4;3;3,Polymerase delta-interacting protein 3,POLDIP3;PDIP46,sp|Q9BY77|PDIP3_HUMAN Polymerase delta-interacting protein 3 OS=Homo sapiens OX=9606 GN=POLDIP3 PE=1 SV=2;tr|F6VRR5|F6VRR5_HUMAN Polymerase delta-interacting protein 3 OS=Homo sapiens OX=9606 GN=POLDIP3 PE=1 SV=1;tr|Q8WUT1|Q8WUT1_HUMAN POLDIP3 protein OS=H,6,6,17.8,421
RANBP1,-0.0273771479,0.814632196810564,0,P43487;F6WQW2;C9JXG8;C9JGV6;C9JJ34;C9JDM3;C9JIC6,P43487;F6WQW2;C9JXG8;C9JGV6;C9JJ34,9;9;8;8;6;4;3,9;9;8;8;6;4;3,9;9;8;8;6;4;3,Ran-specific GTPase-activating protein,RANBP1,sp|P43487|RANG_HUMAN Ran-specific GTPase-activating protein OS=Homo sapiens OX=9606 GN=RANBP1 PE=1 SV=1;tr|F6WQW2|F6WQW2_HUMAN Ran-specific GTPase-activating protein OS=Homo sapiens OX=9606 GN=RANBP1 PE=1 SV=1;tr|C9JXG8|C9JXG8_HUMAN Ran-specific GTPase-act,9,9,48.8,201
CAD,-0.2172175609,0.11252716637056,0,P27708;F8VPD4;H7C2E4;H7BZB3,P27708;F8VPD4,25;25;6;2,25;25;6;2,25;25;6;2,CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase,CAD,sp|P27708|PYR1_HUMAN CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=3;tr|F8VPD4|F8VPD4_HUMAN CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=1,25,25,16,2225
LIMA1,0.2657573977,0.0362169914972864,0,Q9UHB6;F8VQE1;F8VS07;F8VRN8,Q9UHB6;F8VQE1;F8VS07,10;10;9;1,10;10;9;1,10;10;9;1,LIM domain and actin-binding protein 1,LIMA1,sp|Q9UHB6|LIMA1_HUMAN LIM domain and actin-binding protein 1 OS=Homo sapiens OX=9606 GN=LIMA1 PE=1 SV=1;tr|F8VQE1|F8VQE1_HUMAN LIM domain and actin-binding protein 1 OS=Homo sapiens OX=9606 GN=LIMA1 PE=1 SV=1;tr|F8VS07|F8VS07_HUMAN LIM domain and actin-bin,10,10,18.2,759
CHMP1A,-0.344440256,0.168471504867849,0,Q9HD42;F8VUA2;F8VVT7;F5H875,Q9HD42;F8VUA2;F8VVT7,3;3;3;1,3;3;3;1,3;3;3;1,Charged multivesicular body protein 1a,CHMP1A,sp|Q9HD42|CHM1A_HUMAN Charged multivesicular body protein 1a OS=Homo sapiens OX=9606 GN=CHMP1A PE=1 SV=1;tr|F8VUA2|F8VUA2_HUMAN Charged multivesicular body protein 1a OS=Homo sapiens OX=9606 GN=CHMP1A PE=1 SV=1;tr|F8VVT7|F8VVT7_HUMAN Charged multivesicular,3,3,13.3,196
COPZ1,-0.0849019006,0.369570978953687,0,P61923;F8VXB1;F8VUC5;F8W156;F8W651;F8VYZ4;F8VVA7;F8VXR1,P61923;F8VXB1;F8VUC5;F8W156;F8W651;F8VYZ4;F8VVA7;F8VXR1,2;2;2;2;2;2;2;1,2;2;2;2;2;2;2;1,2;2;2;2;2;2;2;1,Coatomer subunit zeta-1,COPZ1,sp|P61923|COPZ1_HUMAN Coatomer subunit zeta-1 OS=Homo sapiens OX=9606 GN=COPZ1 PE=1 SV=1;tr|F8VXB1|F8VXB1_HUMAN Coatomer subunit zeta (Fragment) OS=Homo sapiens OX=9606 GN=COPZ1 PE=1 SV=1;tr|F8VUC5|F8VUC5_HUMAN Coatomer subunit zeta OS=Homo sapiens OX=9606,2,2,16.4,177
SLC25A3,0.068952009,0.603287008129989,0,F8VVM2;Q00325;F8VWQ0;F8VZL5;F8VWR4,F8VVM2;Q00325,9;7;2;1;1,9;7;2;1;1,9;7;2;1;1,"Phosphate carrier protein, mitochondrial",SLC25A3,"tr|F8VVM2|F8VVM2_HUMAN Phosphate carrier protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A3 PE=1 SV=1;sp|Q00325|MPCP_HUMAN Phosphate carrier protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A3 PE=1 SV=2",9,9,30.2,324
PPP1CC,0.1760756379,0.322006582065478,0,P36873;F8VYE8;F8VR82;A0A087WYY5,P36873;F8VYE8;F8VR82,9;9;7;3,1;1;1;1,1;1;1;1,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit;Serine/threonine-protein phosphatase,PPP1CC,sp|P36873|PP1G_HUMAN Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CC PE=1 SV=1;tr|F8VYE8|F8VYE8_HUMAN Serine/threonine-protein phosphatase OS=Homo sapiens OX=9606 GN=PPP1CC PE=1 SV=1;tr|F8VR82|F8VR82_HUMAN,9,1,37.5,323
PCBP2,-0.0810063133,0.372623726700321,0,Q15366;F8VZX2;H3BRU6;F8W0G4;F8VXH9;F8W1G6;P57721;J3QT27;E9PFP8;F8VRH0;H3BND9;H3BSS4,Q15366;F8VZX2;H3BRU6;F8W0G4;F8VXH9;F8W1G6,14;14;13;9;9;7;6;6;6;4;3;3,10;10;10;5;6;5;2;2;2;4;3;3,10;10;10;5;6;5;2;2;2;4;3;3,Poly(rC)-binding protein 2,PCBP2,sp|Q15366|PCBP2_HUMAN Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1;tr|F8VZX2|F8VZX2_HUMAN Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1;tr|H3BRU6|H3BRU6_HUMAN Poly(rC)-binding protein 2 (Fragment) OS=Homo sa,14,10,55.9,365
AK2,-0.1129684507,0.240950560610703,0,P54819;F8W1A4;G3V213;F8VZG5;A0A5F9ZHP2;F8VY04;A0A5K1VW67;F8VPP1,P54819;F8W1A4;G3V213;F8VZG5;A0A5F9ZHP2;F8VY04;A0A5K1VW67,12;12;8;8;8;8;8;3,12;12;8;8;8;8;8;3,12;12;8;8;8;8;8;3,"Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial, N-terminally processed;Adenylate kinase 2, mitochondrial",AK2,"sp|P54819|KAD2_HUMAN Adenylate kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=AK2 PE=1 SV=2;tr|F8W1A4|F8W1A4_HUMAN Adenylate kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=AK2 PE=1 SV=1;tr|G3V213|G3V213_HUMAN Adenylate kinase 2, isoform CRA_a OS=Ho",12,12,58.6,239
MYL6,0.1111922398,0.467841200249051,0,P60660;F8W1R7;G3V1V0;J3KND3;G8JLA2;B7Z6Z4;F8VPF3;G3V1Y7;P14649;F8VZU9;F8W1I5;F8W180;F8VXL3;H0YI43,P60660;F8W1R7;G3V1V0;J3KND3;G8JLA2;B7Z6Z4;F8VPF3,12;12;12;9;9;9;8;5;3;3;3;3;1;1,12;12;12;9;9;9;8;5;3;3;3;3;1;1,12;12;12;9;9;9;8;5;3;3;3;3;1;1,Myosin light polypeptide 6,MYL6,sp|P60660|MYL6_HUMAN Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=2;tr|F8W1R7|F8W1R7_HUMAN Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=1;tr|G3V1V0|G3V1V0_HUMAN Myosin light polypeptide 6 OS=Homo sapiens OX=9606 ,12,12,67.5,151
HNRNPA1;HNRNPA1L2,0.1073068698,0.418392777984109,0,P09651;F8W6I7;F8VZ49;F8W646;A0A2R8Y4L2;Q32P51;F8VTQ5;F8VYN5;H0YH80,P09651;F8W6I7;F8VZ49;F8W646;A0A2R8Y4L2;Q32P51,18;18;12;10;10;9;8;7;7,18;18;12;10;10;9;8;7;7,18;18;12;10;10;9;8;7;7,"Heterogeneous nuclear ribonucleoprotein A1;Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed;Heterogeneous nuclear ribonucleoprotein A1-like 2",HNRNPA1;HNRNPA1L2,sp|P09651|ROA1_HUMAN Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=5;tr|F8W6I7|F8W6I7_HUMAN Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=2;tr|F8VZ49|F8VZ49_HUMAN Heterogeneous,18,18,54,372
MRE11A,-0.2590480822,0.100009566190809,0,P49959;F8W7U8;F5GXT0;F5H742;F5H256,P49959;F8W7U8;F5GXT0,4;4;2;1;1,4;4;2;1;1,4;4;2;1;1,Double-strand break repair protein MRE11A,MRE11A,sp|P49959|MRE11_HUMAN Double-strand break repair protein MRE11 OS=Homo sapiens OX=9606 GN=MRE11 PE=1 SV=3;tr|F8W7U8|F8W7U8_HUMAN Double-strand break repair protein OS=Homo sapiens OX=9606 GN=MRE11 PE=1 SV=1;tr|F5GXT0|F5GXT0_HUMAN Double-strand break repair,4,4,7.9,708
IGF2BP2,-2.2598339146,0.000191716459027327,1,F8W930;Q9Y6M1;Q9NZI8,F8W930;Q9Y6M1,7;7;1,7;7;1,6;6;0,Insulin-like growth factor 2 mRNA-binding protein 2,IGF2BP2,tr|F8W930|F8W930_HUMAN Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens OX=9606 GN=IGF2BP2 PE=1 SV=1;sp|Q9Y6M1|IF2B2_HUMAN Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens OX=9606 GN=IGF2BP2 PE=1 SV=2,7,6,18.5,605
