Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity DCAF4-N1,Intensity DCAF4-N2,Intensity IP-BirA-alone-N1,Intensity IP-BirA-alone-N2
Q9UGV2;F8WBF9;Q5TH30,Q9UGV2;F8WBF9;Q5TH30,3;3;3,3;3;3,3;3;3,Protein NDRG3,NDRG3,"sp|Q9UGV2|NDRG3_HUMAN Protein NDRG3 OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 SV=2;tr|F8WBF9|F8WBF9_HUMAN Protein NDRG3 OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 SV=1;tr|Q5TH30|Q5TH30_HUMAN NDRG family member 3, isoform CRA_c OS=Homo sapiens OX=9606 GN=NDRG3 PE=1",3,3,11.2,4.28381434908204,4.2995252600849,25.532581604615,25.4746932141561
Q15843;F8VSA6;E9PS38;S4R3E9;E9PL57,Q15843;F8VSA6;E9PS38;S4R3E9;E9PL57,3;2;2;2;2,3;2;2;2;2,3;2;2;2;2,NEDD8,NEDD8;NEDD8-MDP1,sp|Q15843|NEDD8_HUMAN NEDD8 OS=Homo sapiens OX=9606 GN=NEDD8 PE=1 SV=1;tr|F8VSA6|F8VSA6_HUMAN NEDD8 OS=Homo sapiens OX=9606 GN=NEDD8 PE=4 SV=1;tr|E9PS38|E9PS38_HUMAN NEDD8-MDP1 readthrough OS=Homo sapiens OX=9606 GN=NEDD8-MDP1 PE=4 SV=2;tr|S4R3E9|S4R3E9_HU,3,3,34.6,27.1754089906145,27.470184328492,25.9762031178209,25.6945817009725
P21359;J3KSB5;H0Y465;J3KRT8;J3QQN8,P21359;J3KSB5;H0Y465,3;3;3;1;1,3;3;3;1;1,3;3;3;1;1,Neurofibromin;Neurofibromin truncated,NF1,sp|P21359|NF1_HUMAN Neurofibromin OS=Homo sapiens OX=9606 GN=NF1 PE=1 SV=2;tr|J3KSB5|J3KSB5_HUMAN Neurofibromin (Fragment) OS=Homo sapiens OX=9606 GN=NF1 PE=1 SV=1;tr|H0Y465|H0Y465_HUMAN Neurofibromin (Fragment) OS=Homo sapiens OX=9606 GN=NF1 PE=1 SV=1,3,3,1.6,22.4400225765549,22.7073776698812,24.3251220581853,22.959377277431
A0A2R8Y7V8;U3KQE8;A0A1B0GWI9;U3KPY9;A0A1B0GU97;B1AKN7;B1AKN5;A0A0A0MRX8;A0A590UK09;A0A1B0GWJ4;Q5VW26;Q12857;A0A1B0GW37;S4R3K4;Q5VW27;A0A1B0GVN4;B1AKN8;A0A590UJ82;Q5W0Y9;A0A590UK73;B1AKN6;Q5VW30;A0A087WXP2;O00712;A0A286YEX4;P08651;S4R308;K7EN08;K7ESG9;K7EJB0;K7EKH0;C9JWJ8;Q14938;A0A1B0GTC1,A0A2R8Y7V8;U3KQE8;A0A1B0GWI9;U3KPY9;A0A1B0GU97;B1AKN7;B1AKN5;A0A0A0MRX8;A0A590UK09;A0A1B0GWJ4;Q5VW26;Q12857;A0A1B0GW37;S4R3K4;Q5VW27;A0A1B0GVN4;B1AKN8;A0A590UJ82;Q5W0Y9;A0A590UK73;B1AKN6;Q5VW30;A0A087WXP2;O00712,3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1,3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1,3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1,Nuclear factor 1;Nuclear factor 1 A-type;Nuclear factor 1 B-type,NFIB;NFIA,tr|A0A2R8Y7V8|A0A2R8Y7V8_HUMAN Nuclear factor 1 OS=Homo sapiens OX=9606 GN=NFIB PE=1 SV=1;tr|U3KQE8|U3KQE8_HUMAN Nuclear factor 1 OS=Homo sapiens OX=9606 GN=NFIB PE=1 SV=2;tr|A0A1B0GWI9|A0A1B0GWI9_HUMAN Nuclear factor 1 (Fragment) OS=Homo sapiens OX=9606 G,3,3,7.4,4.28381434908204,4.2995252600849,23.5808391198214,23.4770427801644
Q9BYG3;C9J808;C9J6C5;H7BZL0,Q9BYG3;C9J808;C9J6C5,3;2;2;1,3;2;2;1,3;2;2;1,MKI67 FHA domain-interacting nucleolar phosphoprotein,NIFK,sp|Q9BYG3|MK67I_HUMAN MKI67 FHA domain-interacting nucleolar phosphoprotein OS=Homo sapiens OX=9606 GN=NIFK PE=1 SV=1;tr|C9J808|C9J808_HUMAN MKI67 FHA domain-interacting nucleolar phosphoprotein (Fragment) OS=Homo sapiens OX=9606 GN=NIFK PE=1 SV=8;tr|C9J6C,3,3,13.3,25.5082116321885,24.8537188346456,23.6921088963124,23.8435540825455
P78316;E9PFK5,P78316;E9PFK5,3;2,3;2,3;2,Nucleolar protein 14,NOP14,sp|P78316|NOP14_HUMAN Nucleolar protein 14 OS=Homo sapiens OX=9606 GN=NOP14 PE=1 SV=3;tr|E9PFK5|E9PFK5_HUMAN Nucleolar protein 14 OS=Homo sapiens OX=9606 GN=NOP14 PE=1 SV=1,3,3,4.4,24.0424328934564,23.3079978803941,4.44574164211784,4.39522505029433
P13056;A0A087WUK4,P13056;A0A087WUK4,3;3,3;3,3;3,Nuclear receptor subfamily 2 group C member 1,NR2C1,sp|P13056|NR2C1_HUMAN Nuclear receptor subfamily 2 group C member 1 OS=Homo sapiens OX=9606 GN=NR2C1 PE=1 SV=2;tr|A0A087WUK4|A0A087WUK4_HUMAN Nuclear receptor subfamily 2 group C member 1 OS=Homo sapiens OX=9606 GN=NR2C1 PE=1 SV=1,3,3,8.1,4.28381434908204,4.2995252600849,24.9628314183747,24.514545999315
Q15646,Q15646,3,3,3,2-5-oligoadenylate synthase-like protein,OASL,sp|Q15646|OASL_HUMAN 2-5-oligoadenylate synthase-like protein OS=Homo sapiens OX=9606 GN=OASL PE=1 SV=2,3,3,8.0,21.5831139940123,23.4326254929837,23.0355025603804,23.2546503588279
Q9NZT2;A0A0A0MRN5;A0A087X028,Q9NZT2;A0A0A0MRN5;A0A087X028,3;3;2,3;3;2,3;3;2,Opioid growth factor receptor,OGFR,sp|Q9NZT2|OGFR_HUMAN Opioid growth factor receptor OS=Homo sapiens OX=9606 GN=OGFR PE=1 SV=3;tr|A0A0A0MRN5|A0A0A0MRN5_HUMAN Opioid growth factor receptor OS=Homo sapiens OX=9606 GN=OGFR PE=1 SV=1;tr|A0A087X028|A0A087X028_HUMAN Opioid growth factor receptor,3,3,11.4,4.28381434908204,4.2995252600849,25.426304174187,24.8209934371124
Q6VY07;B4DF77;E9PNZ9;E9PSG7;H0YCU5,Q6VY07;B4DF77,3;2;1;1;1,3;2;1;1;1,3;2;1;1;1,Phosphofurin acidic cluster sorting protein 1,PACS1,sp|Q6VY07|PACS1_HUMAN Phosphofurin acidic cluster sorting protein 1 OS=Homo sapiens OX=9606 GN=PACS1 PE=1 SV=2;tr|B4DF77|B4DF77_HUMAN Phosphofurin acidic cluster sorting protein 1 OS=Homo sapiens OX=9606 GN=PACS1 PE=1 SV=1,3,3,4.2,24.5201811779319,23.7030316276898,24.996451420909,23.2312088734543
Q9UNF0;A0A0U1RR22;H0Y923;B0QYG7;B0QYG8,Q9UNF0;A0A0U1RR22,3;3;1;1;1,3;3;1;1;1,3;3;1;1;1,Protein kinase C and casein kinase substrate in neurons protein 2,PACSIN2,sp|Q9UNF0|PACN2_HUMAN Protein kinase C and casein kinase substrate in neurons protein 2 OS=Homo sapiens OX=9606 GN=PACSIN2 PE=1 SV=2;tr|A0A0U1RR22|A0A0U1RR22_HUMAN Protein kinase C and casein kinase substrate in neurons protein 2 (Fragment) OS=Homo sapiens,3,3,7.8,4.28381434908204,4.2995252600849,25.7237732090145,25.2202224329293
O75781,O75781,3,3,3,Paralemmin-1,PALM,sp|O75781|PALM_HUMAN Paralemmin-1 OS=Homo sapiens OX=9606 GN=PALM PE=1 SV=2,3,3,12.9,4.28381434908204,4.2995252600849,24.5896086325806,25.2397983692057
Q15366;H3BSS4,Q15366,15;5,11;5,3;3,Poly(rC)-binding protein 2,PCBP2,sp|Q15366|PCBP2_HUMAN Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1,15,3,54.5,30.5114501587604,31.0832828130705,28.7645534945143,28.942432309273
Q6P996;H3BND4,Q6P996;H3BND4,3;3,3;3,3;3,Pyridoxal-dependent decarboxylase domain-containing protein 1,PDXDC1,sp|Q6P996|PDXD1_HUMAN Pyridoxal-dependent decarboxylase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PDXDC1 PE=1 SV=2;tr|H3BND4|H3BND4_HUMAN Pyridoxal-dependent decarboxylase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PDXDC1 PE=1 SV=1,3,3,3.9,4.28381434908204,4.2995252600849,24.8577103520771,24.2644012336323
Q8IZL8;C9JFV4;E7EV54;I3L1P4;I3L4M7;I3L445,Q8IZL8;C9JFV4;E7EV54,3;3;2;1;1;1,3;3;2;1;1;1,3;3;2;1;1;1,"Proline-, glutamic acid- and leucine-rich protein 1",PELP1,"sp|Q8IZL8|PELP1_HUMAN Proline-, glutamic acid- and leucine-rich protein 1 OS=Homo sapiens OX=9606 GN=PELP1 PE=1 SV=2;tr|C9JFV4|C9JFV4_HUMAN Proline-, glutamic acid- and leucine-rich protein 1 OS=Homo sapiens OX=9606 GN=PELP1 PE=1 SV=2;tr|E7EV54|E7EV54_HUMA",3,3,3.7,4.28381434908204,4.2995252600849,23.8816636634979,23.4775369384295
O15212,O15212,4,4,3,Prefoldin subunit 6,PFDN6,sp|O15212|PFD6_HUMAN Prefoldin subunit 6 OS=Homo sapiens OX=9606 GN=PFDN6 PE=1 SV=1,4,3,23.3,26.9056389363482,27.2730206768053,4.44574164211784,4.39522505029433
P17858,P17858,4,4,3,"ATP-dependent 6-phosphofructokinase, liver type",PFKL,"sp|P17858|PFKAL_HUMAN ATP-dependent 6-phosphofructokinase, liver type OS=Homo sapiens OX=9606 GN=PFKL PE=1 SV=6",4,3,7.6,24.1479458264084,23.7837672118577,25.6119491924283,25.065830587516
P78364;J3KQH6,P78364;J3KQH6,3;3,3;3,3;3,Polyhomeotic-like protein 1,PHC1,sp|P78364|PHC1_HUMAN Polyhomeotic-like protein 1 OS=Homo sapiens OX=9606 GN=PHC1 PE=1 SV=3;tr|J3KQH6|J3KQH6_HUMAN Polyhomeotic-like protein 1 OS=Homo sapiens OX=9606 GN=PHC1 PE=1 SV=1,3,3,5.1,4.28381434908204,4.2995252600849,24.8880434683007,24.0018720199549
Q96BK5;E5RGR1;E5RJG9;A0A0A6YYK5,Q96BK5;E5RGR1,3;2;1;1,3;2;1;1,3;2;1;1,PIN2/TERF1-interacting telomerase inhibitor 1,PINX1,sp|Q96BK5|PINX1_HUMAN PIN2/TERF1-interacting telomerase inhibitor 1 OS=Homo sapiens OX=9606 GN=PINX1 PE=1 SV=2;tr|E5RGR1|E5RGR1_HUMAN PIN2/TERF1-interacting telomerase inhibitor 1 (Fragment) OS=Homo sapiens OX=9606 GN=PINX1 PE=1 SV=1,3,3,14.0,22.320006112963,31.1029955959317,23.9462809208455,28.3197581064803
P48426;H7BXS3;P78356;S4R320,P48426;H7BXS3,3;2;1;1,3;2;1;1,3;2;1;1,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha,PIP4K2A,sp|P48426|PI42A_HUMAN Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha OS=Homo sapiens OX=9606 GN=PIP4K2A PE=1 SV=2;tr|H7BXS3|H7BXS3_HUMAN Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha OS=Homo sapiens OX=9606 GN=PIP4K2A PE=1 SV=1,3,3,8.4,4.28381434908204,4.2995252600849,24.5115331023865,24.5403186839421
Q99959,Q99959,3,3,3,Plakophilin-2,PKP2,sp|Q99959|PKP2_HUMAN Plakophilin-2 OS=Homo sapiens OX=9606 GN=PKP2 PE=1 SV=2,3,3,6.7,23.5724208282416,25.6329512798165,4.44574164211784,4.39522505029433
O75051,O75051,3,3,3,Plexin-A2,PLXNA2,sp|O75051|PLXA2_HUMAN Plexin-A2 OS=Homo sapiens OX=9606 GN=PLXNA2 PE=1 SV=4,3,3,2.3,24.4711616748551,23.2894020479537,22.4994367297162,20.8969650054301
P54277;Q3BDU3;Q5FBZ9;E9PC65;C9JF76;Q5FBZ4;B7ZAA0;C9JKP0;Q5FBZ7;C9J4L1;F8W8L1;Q5XG96;E9PC40,P54277;Q3BDU3;Q5FBZ9;E9PC65;C9JF76;Q5FBZ4;B7ZAA0,4;4;4;4;2;2;2;1;1;1;1;1;1,4;4;4;4;2;2;2;1;1;1;1;1;1,3;3;3;3;2;2;1;1;1;1;1;1;1,PMS1 protein homolog 1,PMS1,sp|P54277|PMS1_HUMAN PMS1 protein homolog 1 OS=Homo sapiens OX=9606 GN=PMS1 PE=1 SV=1;tr|Q3BDU3|Q3BDU3_HUMAN PMS1 protein homolog 1 OS=Homo sapiens OX=9606 GN=PMS1 PE=1 SV=1;tr|Q5FBZ9|Q5FBZ9_HUMAN PMS1 nirs variant 1 OS=Homo sapiens OX=9606 GN=PMS1 PE=1 SV,4,3,5.5,4.28381434908204,4.2995252600849,25.4178324320001,25.4016172953355
P14859;P09086;Q9UKI9;U3KQ96;U3KQN1;H0YNW1;H0YLL6;A0A0C4DG88;B5ME60;H0YKT2;H0YLC5;A0A0A0MT46,P14859;P09086;Q9UKI9;U3KQ96;U3KQN1;H0YNW1;H0YLL6;A0A0C4DG88;B5ME60;H0YKT2;H0YLC5;A0A0A0MT46,3;3;3;3;3;3;3;3;3;3;2;2,3;3;3;3;3;3;3;3;3;3;2;2,3;3;3;3;3;3;3;3;3;3;2;2,"POU domain, class 2, transcription factor 1;POU domain, class 2, transcription factor 2;POU domain, class 2, transcription factor 3;POU domain protein",POU2F1;POU2F2;POU2F3,"sp|P14859|PO2F1_HUMAN POU domain, class 2, transcription factor 1 OS=Homo sapiens OX=9606 GN=POU2F1 PE=1 SV=2;sp|P09086|PO2F2_HUMAN POU domain, class 2, transcription factor 2 OS=Homo sapiens OX=9606 GN=POU2F2 PE=1 SV=3;sp|Q9UKI9|PO2F3_HUMAN POU domain, cl",3,3,4.8,4.28381434908204,4.2995252600849,25.0953088039999,24.5361143856929
Q8TCU6;H0YDZ4,Q8TCU6;H0YDZ4,3;2,3;2,3;2,"Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein",PREX1,"sp|Q8TCU6|PREX1_HUMAN Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein OS=Homo sapiens OX=9606 GN=PREX1 PE=1 SV=3;tr|H0YDZ4|H0YDZ4_HUMAN Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein (Fragment) OS=Homo",3,3,2.7,25.4749716520569,25.5447465771758,24.9382705271931,24.867133144794
P35998;C9JLS9,P35998,3;1,3;1,3;1,26S protease regulatory subunit 7,PSMC2,sp|P35998|PRS7_HUMAN 26S proteasome regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PSMC2 PE=1 SV=3,3,3,8.8,4.28381434908204,4.2995252600849,24.3118824352119,23.5520376827281
O95758,O95758,5,3,3,Polypyrimidine tract-binding protein 3,PTBP3,sp|O95758|PTBP3_HUMAN Polypyrimidine tract-binding protein 3 OS=Homo sapiens OX=9606 GN=PTBP3 PE=1 SV=2,5,3,18.5,24.7660775428855,25.5053369229663,4.44574164211784,4.39522505029433
Q12923,Q12923,3,3,3,Tyrosine-protein phosphatase non-receptor type 13,PTPN13,sp|Q12923|PTN13_HUMAN Tyrosine-protein phosphatase non-receptor type 13 OS=Homo sapiens OX=9606 GN=PTPN13 PE=1 SV=2,3,3,1.2,23.1681567004191,22.0810230562146,23.4227784905913,22.4151651047623
Q92692;K7EKE8,Q92692;K7EKE8,3;3,3;3,3;3,Nectin-2,PVRL2,sp|Q92692|NECT2_HUMAN Nectin-2 OS=Homo sapiens OX=9606 GN=NECTIN2 PE=1 SV=1;tr|K7EKE8|K7EKE8_HUMAN Nectin-2 (Fragment) OS=Homo sapiens OX=9606 GN=NECTIN2 PE=1 SV=1,3,3,6.5,4.28381434908204,4.2995252600849,25.2877123795495,24.9767057038526
J3QKT4;J3KSA9;P32322;J3QR88;J3QLK9;J3QL23;J3QL32;J3QL24;J3KQ22;E2QRB3,J3QKT4;J3KSA9,3;2;1;1;1;1;1;1;1;1,3;2;1;1;1;1;1;1;1;1,3;2;1;1;1;1;1;1;1;1,Pyrroline-5-carboxylate reductase,PYCR1,"tr|J3QKT4|J3QKT4_HUMAN Pyrroline-5-carboxylate reductase (Fragment) OS=Homo sapiens OX=9606 GN=PYCR1 PE=1 SV=1;tr|J3KSA9|J3KSA9_HUMAN Pyrroline-5-carboxylate reductase 1, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=PYCR1 PE=1 SV=1",3,3,14.5,25.2093673903345,23.3682634568771,4.44574164211784,4.39522505029433
Q2TAL8,Q2TAL8,3,3,3,Glutamine-rich protein 1,QRICH1,sp|Q2TAL8|QRIC1_HUMAN Glutamine-rich protein 1 OS=Homo sapiens OX=9606 GN=QRICH1 PE=1 SV=1,3,3,5.2,4.28381434908204,4.2995252600849,25.3683966881687,25.0678419991748
Q15042,Q15042,3,3,3,Rab3 GTPase-activating protein catalytic subunit,RAB3GAP1,sp|Q15042|RB3GP_HUMAN Rab3 GTPase-activating protein catalytic subunit OS=Homo sapiens OX=9606 GN=RAB3GAP1 PE=1 SV=3,3,3,4.4,4.28381434908204,4.2995252600849,24.2829848880848,23.7163866026212
P04049;H7C155;P10398;Q96II5;P15056;H7C560;A0A2U3TZI2;A0A2R8Y8E0,P04049;H7C155;P10398;Q96II5,3;3;2;2;1;1;1;1,3;3;2;2;1;1;1;1,3;3;2;2;1;1;1;1,RAF proto-oncogene serine/threonine-protein kinase;Serine/threonine-protein kinase A-Raf,RAF1;ARAF,sp|P04049|RAF1_HUMAN RAF proto-oncogene serine/threonine-protein kinase OS=Homo sapiens OX=9606 GN=RAF1 PE=1 SV=1;tr|H7C155|H7C155_HUMAN RAF proto-oncogene serine/threonine-protein kinase (Fragment) OS=Homo sapiens OX=9606 GN=RAF1 PE=1 SV=1;sp|P10398|ARAF_,3,3,5.1,4.28381434908204,4.2995252600849,24.5253406253649,24.422395384237
Q8NHQ8;F5H0S5;F5H7J1;F5H8C5;Q6IB99;F5GYP8,Q8NHQ8;F5H0S5;F5H7J1;F5H8C5,3;3;3;2;1;1,3;3;3;2;1;1,3;3;3;2;1;1,Ras association domain-containing protein 8,RASSF8,sp|Q8NHQ8|RASF8_HUMAN Ras association domain-containing protein 8 OS=Homo sapiens OX=9606 GN=RASSF8 PE=1 SV=2;tr|F5H0S5|F5H0S5_HUMAN Ras association domain-containing protein 8 (Fragment) OS=Homo sapiens OX=9606 GN=RASSF8 PE=1 SV=1;tr|F5H7J1|F5H7J1_HUMAN R,3,3,8.4,23.5057912054134,23.1664223966042,24.366730412036,24.5443338816708
Q16576;E9PC52;H0YF10;Q5JP02;H0YDK2;H0YEU5;Q5JP01;Q5JNZ6,Q16576;E9PC52;H0YF10;Q5JP02;H0YDK2,8;8;5;4;4;3;3;2,8;8;5;4;4;3;3;2,3;3;0;0;0;0;1;1,Histone-binding protein RBBP7,RBBP7;RBBP4,sp|Q16576|RBBP7_HUMAN Histone-binding protein RBBP7 OS=Homo sapiens OX=9606 GN=RBBP7 PE=1 SV=1;tr|E9PC52|E9PC52_HUMAN Histone-binding protein RBBP7 OS=Homo sapiens OX=9606 GN=RBBP7 PE=1 SV=1;tr|H0YF10|H0YF10_HUMAN Histone-binding protein RBBP4 (Fragment) O,8,3,22.8,27.7414974350456,27.6800298023282,26.1024750709467,25.0178003514839
O43251;B0QYV1;A0A0G2JRA5;B7Z1U7;A0A286YEU2;I3L1D4;B0QYY7;A0A0G2JRD1;S4R3K7;F8VR27;F8VZY7;Q9NWB1;F8VZG9;A0A0G2JSB3;J3KNW3;B0QYY4;A0A087X2B1;S4R469;F8VRS4;B0QYY6;J3QRF4;J3QQZ2;A6NFN3;A0A3B3ITL7,O43251;B0QYV1;A0A0G2JRA5;B7Z1U7;A0A286YEU2;I3L1D4;B0QYY7;A0A0G2JRD1;S4R3K7;F8VR27;F8VZY7;Q9NWB1;F8VZG9;A0A0G2JSB3;J3KNW3;B0QYY4;A0A087X2B1;S4R469,3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1,3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1,3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1,RNA binding protein fox-1 homolog 2;RNA binding protein fox-1 homolog;RNA binding protein fox-1 homolog 1,RBFOX2;RBFOX1,sp|O43251|RFOX2_HUMAN RNA binding protein fox-1 homolog 2 OS=Homo sapiens OX=9606 GN=RBFOX2 PE=1 SV=3;tr|B0QYV1|B0QYV1_HUMAN RNA binding protein fox-1 homolog 2 OS=Homo sapiens OX=9606 GN=RBFOX2 PE=1 SV=1;tr|A0A0G2JRA5|A0A0G2JRA5_HUMAN RNA-binding protein,3,3,13.1,25.0916416675239,25.5501009033005,4.44574164211784,4.39522505029433
Q9Y4C8;H0YIL2,Q9Y4C8,3;1,3;1,3;1,Probable RNA-binding protein 19,RBM19,sp|Q9Y4C8|RBM19_HUMAN Probable RNA-binding protein 19 OS=Homo sapiens OX=9606 GN=RBM19 PE=1 SV=3,3,3,4.3,22.1745977998944,24.2477143116175,22.9433862023695,24.6692012556936
Q9NW64;E5RJW4,Q9NW64,3;1,3;1,3;1,Pre-mRNA-splicing factor RBM22,RBM22,sp|Q9NW64|RBM22_HUMAN Pre-mRNA-splicing factor RBM22 OS=Homo sapiens OX=9606 GN=RBM22 PE=1 SV=1,3,3,8.8,23.75837125361,23.3938826964946,23.719836652191,24.30382421777
Q9HBD1;A6NHN2;H0Y5D9,Q9HBD1;A6NHN2,6;5;1,3;2;1,3;2;1,Roquin-2,RC3H2,sp|Q9HBD1|RC3H2_HUMAN Roquin-2 OS=Homo sapiens OX=9606 GN=RC3H2 PE=1 SV=2;tr|A6NHN2|A6NHN2_HUMAN Roquin-2 OS=Homo sapiens OX=9606 GN=RC3H2 PE=1 SV=2,6,3,7.1,25.6467481013686,26.7336325067246,4.44574164211784,4.39522505029433
P48382;F8W689;H0Y4B4;F6S3S0;A0A0A0MT34;A0A0A0MSM9;F6X9D6;F6R6G4;F6UE82;A0A0A0MSQ2,P48382;F8W689;H0Y4B4,3;3;2;1;1;1;1;1;1;1,3;3;2;1;1;1;1;1;1;1,3;3;2;1;1;1;1;1;1;1,DNA-binding protein RFX5,RFX5,sp|P48382|RFX5_HUMAN DNA-binding protein RFX5 OS=Homo sapiens OX=9606 GN=RFX5 PE=1 SV=1;tr|F8W689|F8W689_HUMAN DNA-binding protein RFX5 (Fragment) OS=Homo sapiens OX=9606 GN=RFX5 PE=1 SV=1;tr|H0Y4B4|H0Y4B4_HUMAN DNA-binding protein RFX5 (Fragment) OS=Homo,3,3,5.5,4.28381434908204,4.2995252600849,24.8581373603962,24.2142307664962
Q13129,Q13129,3,3,3,Zinc finger protein Rlf,RLF,sp|Q13129|RLF_HUMAN Zinc finger protein Rlf OS=Homo sapiens OX=9606 GN=RLF PE=1 SV=2,3,3,3.6,22.1535823171126,22.1273570987427,24.1745520854339,24.0459355942762
P27635;F8W7C6;A0A087WV22;X1WI28;Q96L21;H7C123;H7C2C5,P27635;F8W7C6;A0A087WV22;X1WI28;Q96L21;H7C123;H7C2C5,3;3;3;3;2;2;2,3;3;3;3;2;2;2,3;3;3;3;2;2;2,60S ribosomal protein L10;60S ribosomal protein L10-like,RPL10;RPL10L,sp|P27635|RL10_HUMAN 60S ribosomal protein L10 OS=Homo sapiens OX=9606 GN=RPL10 PE=1 SV=4;tr|F8W7C6|F8W7C6_HUMAN 60S ribosomal protein L10 OS=Homo sapiens OX=9606 GN=RPL10 PE=1 SV=2;tr|A0A087WV22|A0A087WV22_HUMAN 60S ribosomal protein L10 OS=Homo sapiens O,3,3,16.8,23.2837621070692,23.5744254682903,25.045227400401,24.6319527981274
P62829;C9JD32;B9ZVP7;J3KT29,P62829;C9JD32;B9ZVP7;J3KT29,3;3;3;3,3;3;3;3,3;3;3;3,60S ribosomal protein L23,RPL23,sp|P62829|RL23_HUMAN 60S ribosomal protein L23 OS=Homo sapiens OX=9606 GN=RPL23 PE=1 SV=1;tr|C9JD32|C9JD32_HUMAN 60S ribosomal protein L23 (Fragment) OS=Homo sapiens OX=9606 GN=RPL23 PE=1 SV=1;tr|B9ZVP7|B9ZVP7_HUMAN 60S ribosomal protein L23 OS=Homo sapien,3,3,30.7,26.29360004222,26.4723398154134,24.1082104869811,24.2565951288922
P18124;A8MUD9,P18124;A8MUD9,3;3,3;3,3;3,60S ribosomal protein L7,RPL7,sp|P18124|RL7_HUMAN 60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1;tr|A8MUD9|A8MUD9_HUMAN 60S ribosomal protein L7 OS=Homo sapiens OX=9606 GN=RPL7 PE=1 SV=1,3,3,16.1,25.1580385650968,23.8968911176914,22.2806223995386,22.0572527296134
P46783;A0A2R8Y6L3;F6U211;A0A2R8Y7H1;A0A2R8YFH6;A0A1W2PQS6;Q9NQ39,P46783;A0A2R8Y6L3;F6U211;A0A2R8Y7H1;A0A2R8YFH6;A0A1W2PQS6;Q9NQ39,3;2;2;2;2;2;2,3;2;2;2;2;2;2,3;2;2;2;2;2;2,40S ribosomal protein S10;Putative 40S ribosomal protein S10-like,RPS10;RPS10P5,sp|P46783|RS10_HUMAN 40S ribosomal protein S10 OS=Homo sapiens OX=9606 GN=RPS10 PE=1 SV=1;tr|A0A2R8Y6L3|A0A2R8Y6L3_HUMAN RPS10-NUDT3 readthrough (Fragment) OS=Homo sapiens OX=9606 GN=RPS10-NUDT3 PE=4 SV=1;tr|F6U211|F6U211_HUMAN 40S ribosomal protein S10 OS,3,3,18.8,24.3675304647618,26.5953401268066,4.44574164211784,4.39522505029433
P62280;M0R1H5;M0QZC5,P62280;M0R1H5;M0QZC5,3;2;2,3;2;2,3;2;2,40S ribosomal protein S11,RPS11,sp|P62280|RS11_HUMAN 40S ribosomal protein S11 OS=Homo sapiens OX=9606 GN=RPS11 PE=1 SV=3;tr|M0R1H5|M0R1H5_HUMAN 40S ribosomal protein S11 OS=Homo sapiens OX=9606 GN=RPS11 PE=1 SV=1;tr|M0QZC5|M0QZC5_HUMAN 40S ribosomal protein S11 OS=Homo sapiens OX=9606 G,3,3,24.7,24.6385410901711,24.9819219052415,23.5387369760739,22.6560005650841
P62847;E7ETK0;A0A2R8Y849;A0A2R8YD14;A0A2R8Y8A0,P62847;E7ETK0;A0A2R8Y849;A0A2R8YD14;A0A2R8Y8A0,3;3;3;3;2,3;3;3;3;2,3;3;3;3;2,40S ribosomal protein S24,RPS24,sp|P62847|RS24_HUMAN 40S ribosomal protein S24 OS=Homo sapiens OX=9606 GN=RPS24 PE=1 SV=1;tr|E7ETK0|E7ETK0_HUMAN 40S ribosomal protein S24 OS=Homo sapiens OX=9606 GN=RPS24 PE=1 SV=1;tr|A0A2R8Y849|A0A2R8Y849_HUMAN 40S ribosomal protein S24 OS=Homo sapiens O,3,3,26.3,24.1967804017955,25.5911506752881,24.4134487089445,23.3455687587145
