Gene_names,RFWD2_vs_BirA_logFC,RFWD2_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_RFWD2_N1,Peptides_RFWD2_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_RFWD2_N1,Razor___unique_peptides_RFWD2_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_RFWD2_N1,Unique_peptides_RFWD2_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_RFWD2_N1,Identification_type_RFWD2_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_RFWD2_N1,Ratio_H_L_RFWD2_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_RFWD2_N1,Ratio_H_L_normalized_RFWD2_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____RFWD2_N1,Ratio_H_L_variability_____RFWD2_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_RFWD2_N1,Ratio_H_L_count_RFWD2_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_RFWD2_N1,Ratio_H_L_iso_count_RFWD2_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_RFWD2_N1,Ratio_H_L_type_RFWD2_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_RFWD2_N1____,Sequence_coverage_RFWD2_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_RFWD2_N1,Intensity_L_RFWD2_N1,Intensity_H_RFWD2_N1,Intensity_RFWD2_N2,Intensity_L_RFWD2_N2,Intensity_H_RFWD2_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_RFWD2_N1,metacell_Intensity_L_RFWD2_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
KHSRP,0.0946834441492825,0.861416585611242,Q92945;A0A087WTP3;M0R0I5;M0QYH3;M0QXW7;M0R3J3;M0QYG1;M0R0C6,Q92945;A0A087WTP3;M0R0I5,23;23;13;8;6;2;1;1,21;21;11;6;5;2;1;1,21;21;11;6;5;2;1;1,Far upstream element-binding protein 2,sp|Q92945|FUBP2_HUMAN Far upstream element-binding protein 2 OS=Homo sapiens OX=9606 GN=KHSRP PE=1 SV=4;tr|A0A087WTP3|A0A087WTP3_HUMAN Far upstream element-binding protein 2 OS=Homo sapiens OX=9606 GN=KHSRP PE=1 SV=1;tr|M0R0I5|M0R0I5_HUMAN Far upstream ele,8,23,21,21,12,13,12,16,10,12,12,16,10,12,12,16,42.5,39.9,39.9,73.114,711,711;711;279;169;116;269;114;176,0.0,83.077,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.5093,1.4304,20.174,52,4,Leave out requantified,0.39889,0.4807,0.55668,0.5621,1.412,1.338,1.5955,1.4721,14.577,13.055,18.667,21.748,10,12,13,17,1,1,1,1,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,21.2,26.4,26.4,31.8,6449200000,4207300000,2241900000,976380000,671810000,304580000,1158500000,772440000,386020000,1880900000,1208300000,672530000,2433500000,1554700000,878760000,,,,24,823;824;1082;2899;5846;5848;5856;5901;7426;7557;7558;7924;7925;7928;7986;8146;9691;10331;13692;13903;18153;19313;21210,False;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,845;846;1115;3016;6054;6056;6065;6112;7729;7870;7871;8246;8247;8250;8312;8475;10089;10762;14232;14454;18812;19997;21975,1988;1989;1990;1991;1992;2655;2656;2657;2658;2659;7340;7341;7342;14003;14004;14006;14033;14034;14138;17870;17871;17872;18193;18194;18195;19016;19017;19018;19019;19020;19024;19025;19026;19190;19566;19567;19568;19569;23335;23336;24947;32774;32775;32776;32777;33254;33255;33256;33257;43198;43199;43200;43201;45987;45988;50812;50813,4012;4013;4014;4015;4016;4017;4018;4019;4020;4021;4022;4023;4024;4025;4026;4027;4028;5406;5407;5408;5409;5410;5411;5412;5413;15259;15260;15261;15262;15263;15264;15265;28992;28993;28995;29065;29309;36952;36953;36954;36955;36956;36957;36958;37579;37580;37581;37582;37583;37584;37585;37586;37587;37588;37589;37590;37591;37592;37593;39205;39206;39207;39208;39209;39210;39211;39212;39213;39217;39218;39219;39220;39221;39222;39223;39224;39556;40401;40402;40403;40404;40405;40406;40407;40408;40409;40410;40411;40412;40413;48351;48352;48353;48354;48355;48356;51415;51416;67401;67402;67403;67404;67405;67406;67407;67408;67409;67410;68283;68284;68285;68286;68287;68288;68289;68290;88139;88140;88141;88142;88143;88144;88145;88146;88147;94189;104947;104948;104949;104950;104951,4013;4021;5407;15260;28992;28995;29065;29309;36954;37579;37584;39205;39213;39218;39556;40407;48352;51415;67403;68283;88139;94189;104951,,,,,-1;-1;-1;-1;-1;-1;-1;-1,protein_25,quanti,quanti,quanti,quanti
CTNNBL1,0.168210686937019,0.83607301408904,Q8WYA6;A0A087WUB9;A2A2P1,Q8WYA6;A0A087WUB9,9;9;2,9;9;2,9;9;2,Beta-catenin-like protein 1,sp|Q8WYA6|CTBL1_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1;tr|A0A087WUB9|A0A087WUB9_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1,3,9,9,9,2,3,6,3,2,3,6,3,2,3,6,3,18.1,18.1,18.1,65.173,563,563;568;166,0.0,10.521,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.53728,1.3065,18.091,11,3,Leave out requantified,0.45748,0.57255,0.56783,0.52877,1.2541,1.2588,1.53,1.1045,40.276,40.064,4.6778,7.1437,2,2,5,2,0,1,2,0,Median,Median,Leave out requantified,Median,6.0,8.0,9.9,5.3,467950000,281100000,186850000,48875000,30647000,18228000,66051000,43718000,22333000,299210000,176260000,122940000,53814000,30470000,23345000,,,,33,3520;4904;5327;8232;8356;11768;13432;18695;22513,True;True;True;True;True;True;True;True;True,3654;5076;5509;8565;8695;12246;13960;19368;23307,8713;11819;12740;19817;20155;20156;20157;28367;28368;32172;32173;44567;44568;44569;53812,18225;24343;24344;26193;26194;41048;41681;41682;41683;58636;66152;66153;66154;66155;91150;91151;91152;91153;91154;110961,18225;24343;26193;41048;41681;58636;66155;91153;110961,,,,,-1;-1;-1,protein_34,quanti,quanti,quanti,quanti
SPCS2,1.13704282392975,0.0409516412963334,Q15005;E9PRB9;E9PL01;A0A087WUC6;E9PI68,Q15005;E9PRB9;E9PL01;A0A087WUC6;E9PI68,3;3;3;3;3,3;3;3;3;3,3;3;3;3;3,Signal peptidase complex subunit 2,sp|Q15005|SPCS2_HUMAN Signal peptidase complex subunit 2 OS=Homo sapiens OX=9606 GN=SPCS2 PE=1 SV=3;tr|E9PRB9|E9PRB9_HUMAN Signal peptidase complex subunit 2 OS=Homo sapiens OX=9606 GN=SPCS2 PE=1 SV=1;tr|E9PL01|E9PL01_HUMAN Signal peptidase complex subunit,5,3,3,3,1,1,2,1,1,1,2,1,1,1,2,1,19.9,19.9,19.9,25.003,226,226;87;157;227;257,0.0,3.1982,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.42085,0.9777,33.088,5,1,Leave out requantified,0.39914,0.50121,0.42095,0.35577,1.1148,1.2354,1.0294,0.94078,,,40.375,,1,1,2,1,0,0,0,1,Median,Median,Median,Median,8.4,8.4,16.8,3.1,270000000,169620000,100380000,21786000,15680000,6106200,27558000,17259000,10299000,149610000,91022000,58592000,71042000,45655000,25386000,,,,34,3401;4559;12738,True;True;True,3535;4722;13237,8482;11029;11030;11031;30486,17803;17804;22784;22785;22786;22787;22788;22789;62544,17804;22784;62544,,,,,-1;-1;-1;-1;-1,protein_35,quanti,quanti,quanti,quanti
SYMPK,20.5864928567446,4.27895757426229e-06,Q92797;M0R3C7;A0A087WUE9;M0QXP5;M0R1C2;M0R180,Q92797;M0R3C7;A0A087WUE9;M0QXP5,4;4;4;2;1;1,4;4;4;2;1;1,4;4;4;2;1;1,Symplekin,sp|Q92797|SYMPK_HUMAN Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=2;tr|M0R3C7|M0R3C7_HUMAN Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=1;tr|A0A087WUE9|A0A087WUE9_HUMAN Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=1;tr|M0QXP5|M0QXP5_HUMA,6,4,4,4,0,0,3,1,0,0,3,1,0,0,3,1,5.0,5.0,5.0,141.15,1274,1274;673;1058;142;115;137,0.0,2.4046,,,By MS/MS,By MS/MS,0.44263,0.95779,76.256,5,4,Median,,,0.44263,0.42273,,,1.0681,0.83489,,,91.594,19.421,0,0,3,2,0,0,3,1,Median,Median,Median,Median,0.0,0.0,3.8,1.3,215020000,126740000,88279000,0,0,0,0,0,0,175060000,99542000,75516000,39959000,27196000,12763000,,,,36,5016;9384;16293;21589,True;True;True;True,5191;9763;16902;22363,12070;22636;38658;51675;51676,24878;46926;79078;106710;106711;106712,24878;46926;79078;106712,,,,,-1;-1;-1;-1;-1;-1,protein_37,quanti,quanti,imputed MEC,imputed MEC
HNRNPDL,0.941387232245567,0.0718122617920253,O14979;A0A087WUK2,O14979;A0A087WUK2,10;10,8;8,8;8,Heterogeneous nuclear ribonucleoprotein D-like,sp|O14979|HNRDL_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3;tr|A0A087WUK2|A0A087WUK2_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=1,2,10,8,8,5,5,10,4,3,3,8,3,3,3,8,3,21.4,19.0,19.0,46.437,420,420;363,0.0,48.347,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.22483,0.78032,34.392,22,14,Leave out requantified,0.26747,0.35794,0.21997,0.26336,0.99733,0.99823,0.58039,0.7002,24.301,31.894,25.148,16.402,4,4,9,5,1,3,7,3,Median,Median,Median,Median,12.1,12.1,21.4,10.7,5652500000,4445400000,1207100000,613900000,479620000,134290000,719970000,522960000,197010000,2331100000,1884600000,446460000,1987600000,1558200000,429320000,,,,37,2886;3318;4622;5745;13543;13544;14892;16044;17735;20674,True;True;True;False;True;True;True;True;False;True,3002;3444;4785;5948;5949;14074;14075;15470;16647;18386;21420,7305;7306;7307;8285;8286;8287;8288;11181;11182;11183;11184;11185;11186;13741;13742;13743;13744;13745;13746;13747;32429;32430;35612;38131;38132;38133;38134;38135;42152;42153;42154;42155;49516,15204;15205;15206;15207;15208;17260;17261;17262;17263;17264;17265;17266;17267;23080;23081;23082;23083;23084;23085;23086;23087;23088;23089;23090;23091;23092;23093;23094;23095;28371;28372;28373;28374;28375;28376;28377;28378;28379;28380;28381;28382;28383;28384;28385;28386;28387;28388;66689;66690;73270;78090;78091;78092;78093;78094;78095;78096;78097;78098;78099;86037;86038;86039;86040;86041;86042;86043;86044;102102;102103,15207;17264;23086;28376;66689;66690;73270;78094;86042;102103,,,,,-1;-1,protein_38,quanti,quanti,quanti,quanti
SLIRP,1.54544466440683,0.0165296229846379,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7;H0YJ07;H0YJU7;H0YJI1,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7,7;7;7;7;7;6;2;2;1,7;7;7;7;7;6;2;2;1,7;7;7;7;7;6;2;2;1,"SRA stem-loop-interacting RNA-binding protein, mitochondrial","sp|Q9GZT3|SLIRP_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 SV=1;tr|A0A087WUN7|A0A087WUN7_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 ",9,7,7,7,4,3,5,3,4,3,5,3,4,3,5,3,67.9,67.9,67.9,12.349,109,109;92;96;98;124;76;56;72;40,0.0,38.524,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.57829,1.4835,18.221,18,1,Leave out requantified,0.49915,0.66547,0.56667,0.59101,1.3419,1.977,1.6187,1.5975,25.744,25.125,15.256,6.5555,4,3,7,4,0,1,0,0,Leave out requantified,Median,Leave out requantified,Leave out requantified,34.9,33.9,67.0,33.0,2614300000,1618000000,996310000,198090000,131270000,66827000,203540000,123680000,79855000,1374000000,840670000,533330000,838690000,522390000,316300000,,,,39,2763;6281;14278;15991;16102;16103;17009,True;True;True;True;True;True;True,2876;6517;14850;16593;16708;16709;17645,7031;7032;7033;15121;34167;34168;34169;34170;34171;34172;38016;38274;38275;38276;40374;40375;40376;40377,14719;14720;14721;14722;14723;31324;70235;70236;70237;70238;70239;70240;70241;70242;70243;70244;70245;77854;78344;78345;78346;78347;78348;82491;82492;82493;82494;82495;82496;82497;82498;82499;82500;82501;82502;82503;82504;82505;82506,14722;31324;70239;77854;78345;78347;82503,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_40,quanti,quanti,quanti,quanti
MYEF2,21.0415791369917,6.31592403094866e-07,Q9P2K5;A0A087WUT0;A0A0A0MR39;A0A0A0MQW0;A0A087WWC8;A0A0C4DGV1;H0YN19,Q9P2K5;A0A087WUT0;A0A0A0MR39;A0A0A0MQW0,4;4;4;3;1;1;1,4;4;4;3;1;1;1,4;4;4;3;1;1;1,Myelin expression factor 2,sp|Q9P2K5|MYEF2_HUMAN Myelin expression factor 2 OS=Homo sapiens OX=9606 GN=MYEF2 PE=1 SV=3;tr|A0A087WUT0|A0A087WUT0_HUMAN Myelin expression factor 2 OS=Homo sapiens OX=9606 GN=MYEF2 PE=1 SV=1;tr|A0A0A0MR39|A0A0A0MR39_HUMAN Myelin expression factor 2 OS=Ho,7,4,4,4,0,0,3,2,0,0,3,2,0,0,3,2,10.0,10.0,10.0,64.121,600,600;547;600;576;126;211;290,0.0,3.7676,,,By MS/MS,By MS/MS,0.48671,1.1166,15.695,5,4,Median,,,0.49528,0.42797,,,1.2233,1.1066,,,20.836,1.2721,0,0,3,2,0,0,2,2,Median,Median,Median,Median,0.0,0.0,8.0,3.8,232780000,146470000,86318000,0,0,0,0,0,0,144230000,89832000,54396000,88555000,56633000,31921000,,,,41,7929;10956;10973;20093,True;True;True;True,8251;11406;11423;20806,19027;26418;26450;48004;48005,39225;54512;54573;98859;98860,39225;54512;54573;98859,,,,,-1;-1;-1;-1;-1;-1;-1,protein_42,quanti,quanti,imputed MEC,imputed MEC
MTHFD1L,4.34531667581012,0.000683241233947142,Q6UB35;A0A087WVM4;B7ZM99;Q4VXM0;H0Y327;Q4VXM1;Q5JYA8;Q5JYA3,Q6UB35;A0A087WVM4;B7ZM99,14;14;14;2;2;1;1;1,13;13;13;2;2;1;1;1,13;13;13;2;2;1;1;1,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial","sp|Q6UB35|C1TM_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1;tr|A0A087WVM4|A0A087WVM4_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 S",8,14,13,13,3,2,11,10,2,1,10,10,2,1,10,10,18.7,17.7,17.7,105.79,978,978;913;979;92;332;57;108;114,0.0,21.01,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.48359,1.2737,32.522,25,8,Leave out requantified,0.43292,0.50587,0.51787,0.45195,0.81201,1.0125,1.4137,1.1133,24.103,,40.114,30.643,2,1,11,11,2,0,1,5,Median,Median,Leave out requantified,Leave out requantified,3.9,2.0,14.3,12.6,1373400000,871780000,501570000,17913000,12877000,5036200,15610000,10571000,5039600,740680000,461090000,279590000,599150000,387250000,211900000,,,,49,2088;2442;2989;3748;5090;7743;10464;10877;12314;13037;13656;18676;20652;22892,True;True;True;True;True;True;True;True;True;True;True;True;False;True,2169;2545;3109;3886;5266;8060;10905;11327;12800;13549;14194;19346;21396;23694,5292;5293;5294;6246;6247;7569;7570;9224;12235;18615;25355;25356;25357;26249;29509;29510;31195;31196;32681;32682;32683;44495;44496;44497;49464;49465;49466;49467;49468;54697,11057;11058;11059;11060;11061;13175;13176;15811;15812;15813;15814;15815;15816;15817;19234;25194;38414;38415;38416;52337;52338;52339;52340;52341;52342;52343;54194;60729;64055;64056;64057;64058;64059;64060;67209;67210;67211;67212;67213;90959;90960;90961;90962;101989;101990;101991;101992;101993;101994;101995;101996;101997;101998;112785,11058;13176;15812;19234;25194;38415;52338;54194;60729;64060;67210;90959;101993;112785,,,,,-1;-1;-1;-1;-1;-1;-1;-1,protein_50,quanti,quanti,quanti,quanti
POLR2E,0.809931104443702,0.234985242461428,P19388;A0A087WVZ9;A0A0A0MQR7;K7EQN2;K7EJ87;A0A087WVN5;A0A087WWX0,P19388;A0A087WVZ9;A0A0A0MQR7;K7EQN2;K7EJ87;A0A087WVN5;A0A087WWX0,2;2;2;1;1;1;1,2;2;2;1;1;1;1,2;2;2;1;1;1;1,"DNA-directed RNA polymerases I, II, and III subunit RPABC1","sp|P19388|RPAB1_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens OX=9606 GN=POLR2E PE=1 SV=4;tr|A0A087WVZ9|A0A087WVZ9_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens OX=9606 GN=POLR2E PE=1 SV",7,2,2,2,1,2,1,1,1,2,1,1,1,2,1,1,12.4,12.4,12.4,24.551,210,210;184;204;51;68;83;134,0.0,5.8188,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.6634,1.707,3.7996,5,0,Leave out requantified,0.57692,0.86112,0.61603,0.52041,1.817,2.1456,1.6922,1.4566,,36.141,,,1,2,1,1,0,0,0,0,Median,Median,Median,Median,6.7,12.4,6.7,6.7,392740000,230130000,162620000,32334000,20294000,12040000,72599000,36642000,35958000,118220000,71002000,47216000,169590000,102190000,67403000,,,,50,1404;13375,True;True,1452;13902,3521;3522;3523;3524;32025,7174;7175;7176;7177;7178;7179;7180;7181;7182;65872,7181;65872,,,,,-1;-1;-1;-1;-1;-1;-1,protein_51,quanti,quanti,quanti,quanti
POLD2,2.11232325257455,0.0068200077993831,P49005;F8W8R3;A0A087WWF6;C9IZD2;C9J8Z7;C9JLE1;C9JHC7;H7C1B3,P49005;F8W8R3;A0A087WWF6;C9IZD2;C9J8Z7;C9JLE1;C9JHC7,5;5;5;3;3;3;3;1,5;5;5;3;3;3;3;1,5;5;5;3;3;3;3;1,DNA polymerase delta subunit 2,sp|P49005|DPOD2_HUMAN DNA polymerase delta subunit 2 OS=Homo sapiens OX=9606 GN=POLD2 PE=1 SV=1;tr|F8W8R3|F8W8R3_HUMAN DNA polymerase delta subunit 2 OS=Homo sapiens OX=9606 GN=POLD2 PE=1 SV=1;tr|A0A087WWF6|A0A087WWF6_HUMAN DNA polymerase delta subunit 2 O,8,5,5,5,1,2,3,3,1,2,3,3,1,2,3,3,13.6,13.6,13.6,51.289,469,469;455;504;148;155;220;257;83,0.0,11.289,By MS/MS,By MS/MS,By MS/MS,By MS/MS,2.3389,6.0267,54.804,9,4,Leave out requantified,0.92703,2.2451,2.4534,2.3389,2.4934,5.3717,6.6147,6.0267,,44.312,61.22,18.266,1,2,3,3,1,1,1,1,Median,Median,Median,Median,3.0,5.5,9.2,8.3,588340000,197520000,390820000,19603000,8997400,10606000,50664000,14173000,36491000,270500000,92719000,177780000,247570000,81632000,165940000,,,,53,1715;4888;11230;20432;21170,True;True;True;True;True,1782;5059;11688;21165;21935,4387;11772;11773;27033;48896;48897;48898;50730;50731,9185;9186;24230;24231;55756;100778;100779;100780;100781;100782;100783;100784;104794;104795,9186;24231;55756;100780;104795,,,,,-1;-1;-1;-1;-1;-1;-1;-1,protein_54,quanti,quanti,quanti,quanti
RBM15,19.2248966189761,0.000216923197475319,Q96T37;A0A494C001;A0A499FJY3;A0A087WWP4,Q96T37;A0A494C001;A0A499FJY3;A0A087WWP4,4;4;4;4,4;4;4;4,4;4;4;4,Putative RNA-binding protein 15,sp|Q96T37|RBM15_HUMAN RNA-binding protein 15 OS=Homo sapiens OX=9606 GN=RBM15 PE=1 SV=2;tr|A0A494C001|A0A494C001_HUMAN RNA-binding protein 15 OS=Homo sapiens OX=9606 GN=RBM15 PE=1 SV=2;tr|A0A499FJY3|A0A499FJY3_HUMAN RNA-binding protein 15 OS=Homo sapiens O,4,4,4,4,0,0,1,3,0,0,1,3,0,0,1,3,5.2,5.2,5.2,107.19,977,977;896;925;933,0.0023274,1.7135,,,By MS/MS,By MS/MS,0.43579,1.1563,61.594,3,1,Median,,,0.3941,0.62644,,,0.64531,1.5988,,,,45.827,0,0,1,2,0,0,0,1,Median,Median,Median,Median,0.0,0.0,1.7,3.5,112470000,69036000,43436000,0,0,0,0,0,0,8649800,6562200,2087500,103820000,62474000,41349000,,,,54,12322;13177;17878;19709,True;True;True;True,12808;13696;18533;20408,29527;31558;42520;47072,60755;64925;86758;96786,60755;64925;86758;96786,,,,,-1;-1;-1;-1,protein_55,quanti,quanti,imputed MEC,imputed MEC
TPM3,-0.640262585230417,0.208380318771669,A0A087WWU8;D6R904;A0A494C0G0;Q5VU61;H0YL80,A0A087WWU8;D6R904,26;16;9;7;5,26;16;9;7;5,11;11;4;7;0,,tr|A0A087WWU8|A0A087WWU8_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1;tr|D6R904|D6R904_HUMAN Tropomyosin alpha-3 chain OS=Homo sapiens OX=9606 GN=TPM3 PE=1 SV=1,5,26,26,11,16,19,16,16,16,19,16,16,8,8,6,9,74.4,74.4,19.4,26.42,227,227;95;87;49;68,0.0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.35147,1.0096,16.526,98,25,Leave out requantified,0.28931,0.35464,0.377,0.37881,1.0439,1.0514,1.009,1.0622,42.336,17.732,20.816,22.704,24,25,26,23,9,5,5,6,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,58.6,68.7,64.3,51.5,26175000000,18813000000,7362000000,5126400000,3906700000,1219700000,6960800000,4901200000,2059600000,6988600000,4964900000,2023600000,7099100000,5040000000,2059100000,,,,57,780;781;782;1406;2000;2001;2832;4081;4134;4135;7230;8743;8744;8769;8770;9649;9650;9797;10346;10347;11919;12960;13488;13792;16104;18682,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,799;800;801;802;1456;2080;2081;2948;4229;4283;4284;7512;9098;9099;9100;9125;9126;10046;10047;10202;10779;10780;12397;13467;14017;14338;16710;19353,1868;1869;1870;1871;1872;1873;1874;1875;1876;1877;1878;1879;1880;1881;3529;3530;3531;3532;3533;3534;5068;5069;5070;5071;5072;5073;5074;7197;9941;9942;10041;10042;10043;10044;10045;10046;10047;10048;10049;10050;17354;17355;17356;17357;17358;17359;17360;21099;21100;21101;21102;21103;21104;21105;21106;21107;21108;21109;21110;21165;21166;21167;21168;21169;23231;23232;23233;23234;23235;23236;23590;23591;24995;24996;24997;24998;24999;25000;25001;25002;25003;28676;28677;31023;32292;32293;32294;32998;32999;38277;38278;38279;38280;44524;44525;44526;44527;44528;44529;44530,3742;3743;3744;3745;3746;3747;3748;3749;3750;3751;3752;3753;3754;3755;3756;3757;3758;3759;3760;3761;3762;3763;3764;3765;3766;3767;3768;3769;3770;3771;3772;3773;3774;3775;3776;3777;3778;3779;3780;3781;3782;3783;7187;7188;7189;7190;7191;7192;7193;7194;7195;7196;7197;7198;7199;7200;7201;7202;10628;10629;10630;10631;10632;10633;10634;10635;10636;10637;10638;10639;10640;15007;20632;20633;20634;20635;20809;20810;20811;20812;20813;20814;20815;20816;20817;20818;20819;20820;20821;20822;20823;20824;20825;20826;20827;20828;20829;35837;35838;35839;35840;35841;35842;35843;35844;35845;35846;35847;35848;35849;43640;43641;43642;43643;43644;43645;43646;43647;43648;43649;43650;43651;43652;43653;43654;43655;43656;43657;43658;43659;43660;43661;43662;43663;43664;43665;43666;43667;43668;43669;43670;43757;43758;43759;43760;43761;43762;43763;43764;43765;43766;43767;43768;43769;48129;48130;48131;48132;48133;48134;48135;48136;48137;48138;48139;48140;48141;48142;48143;48144;48145;48146;48147;48148;48149;48150;48151;48818;48819;48820;48821;51515;51516;51517;51518;51519;51520;51521;51522;51523;51524;51525;51526;51527;51528;51529;51530;51531;51532;51533;51534;51535;59182;63634;66408;66409;66410;67808;67809;67810;67811;67812;67813;78349;78350;78351;78352;78353;78354;78355;78356;78357;78358;91045;91046;91047;91048;91049;91050;91051;91052;91053;91054,3755;3762;3782;7201;10628;10629;15007;20635;20809;20813;35837;43644;43658;43757;43765;48131;48142;48818;51517;51533;59182;63634;66410;67811;78357;91045,1,,11,,-1;-1;-1;-1;-1,protein_58,quanti,quanti,quanti,quanti
