WDR76_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
PRPS1;PRPS1L1,0.3059690998,0.0490913725895879,0,P60891;B1ALA9;A0A2R8Y7H4;P21108;B1ALA7;A0A0B4J207;Q15244,P60891;B1ALA9;A0A2R8Y7H4;P21108,7;7;6;4;3;3;2,7;7;6;4;3;3;2,3;3;3;2;2;1;2,Ribose-phosphate pyrophosphokinase 1;Ribose-phosphate pyrophosphokinase 3,PRPS1;PRPS1L1,sp|P60891|PRPS1_HUMAN Ribose-phosphate pyrophosphokinase 1 OS=Homo sapiens OX=9606 GN=PRPS1 PE=1 SV=2;tr|B1ALA9|B1ALA9_HUMAN Ribose-phosphate pyrophosphokinase 1 OS=Homo sapiens OX=9606 GN=PRPS1 PE=1 SV=2;tr|A0A2R8Y7H4|A0A2R8Y7H4_HUMAN Ribose-phosphate pyr,7,3,29.2,318
PABPC4,0.0774959895,0.713255726435847,0,Q13310;B1ANR0;H0Y5F5;H0YEU6;H0YEQ8;B1ANR1;H0YCC8;H0YER0;H0Y6X6,Q13310;B1ANR0;H0Y5F5,20;20;15;7;6;6;5;2;2,6;6;6;4;1;0;1;1;1,6;6;6;4;1;0;1;1;1,Polyadenylate-binding protein 4;Polyadenylate-binding protein,PABPC4,sp|Q13310|PABP4_HUMAN Polyadenylate-binding protein 4 OS=Homo sapiens OX=9606 GN=PABPC4 PE=1 SV=1;tr|B1ANR0|B1ANR0_HUMAN Polyadenylate-binding protein OS=Homo sapiens OX=9606 GN=PABPC4 PE=1 SV=1;tr|H0Y5F5|H0Y5F5_HUMAN Polyadenylate-binding protein (Fragmen,20,6,30.7,644
SOAT1,0.1227551731,0.356303996714836,0,P35610;B1APM4,P35610;B1APM4,4;4,4;4,4;4,Sterol O-acyltransferase 1,SOAT1,sp|P35610|SOAT1_HUMAN Sterol O-acyltransferase 1 OS=Homo sapiens OX=9606 GN=SOAT1 PE=1 SV=3;tr|B1APM4|B1APM4_HUMAN Sterol O-acyltransferase 1 (Fragment) OS=Homo sapiens OX=9606 GN=SOAT1 PE=1 SV=1,4,4,10.4,550
HNRNPC,-0.1332231202,0.277227067659311,0,G3V4W0;B4DY08;B2R5W2;G3V4C1;G3V251;G3V5X6;G3V3K6;B4DSU6;G3V2D6;O60812;B2RXH8;G3V4M8;A0A0G2JNQ3;A0A0G2JPF8;B7ZW38;P0DMR1;G3V5V7;G3V2H6,G3V4W0;B4DY08;B2R5W2;G3V4C1;G3V251;G3V5X6;G3V3K6;B4DSU6,26;26;26;26;17;16;16;15;11;10;10;10;10;9;9;9;8;7,26;26;26;26;17;16;16;15;11;10;10;10;10;9;9;9;8;7,3;3;3;3;2;1;1;0;3;0;0;0;0;0;0;0;0;0,,HNRNPC,tr|G3V4W0|G3V4W0_HUMAN Heterogeneous nuclear ribonucleoproteins C1/C2 (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1;tr|B4DY08|B4DY08_HUMAN Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1;tr|B2R5W2|B2R5W2_,26,3,59.9,262
CNN2,-0.1291875534,0.593573787192065,0,Q99439;B4DDF4;B4DUT8;A0A087X271;H3BVI6;K7ES69;A0A087X1X5;A0A087WV51;H3BQH0,Q99439;B4DDF4;B4DUT8;A0A087X271;H3BVI6;K7ES69,9;9;9;8;8;6;3;1;1,8;8;8;7;7;5;3;1;1,8;8;8;7;7;5;3;1;1,Calponin-2;Calponin,CNN2,sp|Q99439|CNN2_HUMAN Calponin-2 OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=4;tr|B4DDF4|B4DDF4_HUMAN Calponin OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=1;tr|B4DUT8|B4DUT8_HUMAN Calponin OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=1;tr|A0A087X271|A0A087X271_HUMAN Cal,9,8,39.2,309
COPS2,0.1636345317,0.616127853625368,0,B4DIH5;P61201;H0YM03;H0YKU5,B4DIH5;P61201,5;4;2;1,5;4;2;1,5;4;2;1,COP9 signalosome complex subunit 2,COPS2,tr|B4DIH5|B4DIH5_HUMAN COP9 signalosome complex subunit 2 OS=Homo sapiens OX=9606 GN=COPS2 PE=1 SV=1;sp|P61201|CSN2_HUMAN COP9 signalosome complex subunit 2 OS=Homo sapiens OX=9606 GN=COPS2 PE=1 SV=1,5,5,19.5,379
CS,0.1738623082,0.159601978477921,0,O75390;B4DJV2;A0A0C4DGI3;F8VTT8;H0YIC4;H0YH82;F8W4S1;F8VRP1;F8VX68;F8VPF9;F8W1S4;F8VPA1;F8W642;F8VX07;F8VZK9;F8VRI6;F8VWQ5;F8VR34;F8VU34;F8W0J2,O75390;B4DJV2;A0A0C4DGI3,20;20;18;8;8;8;8;7;7;7;7;7;6;6;6;4;4;2;2;1,20;20;18;8;8;8;8;7;7;7;7;7;6;6;6;4;4;2;2;1,19;19;18;7;8;8;7;7;7;7;7;7;6;6;6;4;3;1;1;0,"Citrate synthase, mitochondrial;Citrate synthase",CS,"sp|O75390|CISY_HUMAN Citrate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=CS PE=1 SV=2;tr|B4DJV2|B4DJV2_HUMAN Citrate synthase OS=Homo sapiens OX=9606 GN=CS PE=1 SV=1;tr|A0A0C4DGI3|A0A0C4DGI3_HUMAN Citrate synthase OS=Homo sapiens OX=9606 GN=CS PE=1 ",20,19,46.8,466
CARS,0.8440128756,0.0789543992044792,0,P49589;B4DKY1,P49589;B4DKY1,4;4,4;4,4;4,"Cysteine--tRNA ligase, cytoplasmic",CARS,"sp|P49589|SYCC_HUMAN Cysteine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=CARS1 PE=1 SV=3;tr|B4DKY1|B4DKY1_HUMAN Cysteine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=CARS1 PE=1 SV=1",4,4,7.6,748
SLC25A10,0.2499517199,0.066639115000756,0,B4DLN1;Q9UBX3;P52815;F6RGN5,B4DLN1;Q9UBX3,12;7;5;5,12;7;5;5,9;4;5;2,Mitochondrial dicarboxylate carrier,SLC25A10,"tr|B4DLN1|B4DLN1_HUMAN cDNA FLJ60124, highly similar to Mitochondrial dicarboxylate carrier OS=Homo sapiens OX=9606 PE=2 SV=1;sp|Q9UBX3|DIC_HUMAN Mitochondrial dicarboxylate carrier OS=Homo sapiens OX=9606 GN=SLC25A10 PE=1 SV=2",12,9,39.4,442
FXR1,-0.1030432386,0.585794861793757,0,P51114;B4DXZ6;E9PFF5;E7EU85;C9JZE0;C9JY20;Q06787;R9WNI0;A8MQB8;C9IZ22;H7C4S4;A0A087WXI3;G3V0J0,P51114;B4DXZ6;E9PFF5;E7EU85,12;12;11;10;4;4;2;2;2;1;1;1;1,12;12;11;10;4;4;2;2;2;1;1;1;1,8;8;7;7;4;4;0;0;0;1;1;0;0,Fragile X mental retardation syndrome-related protein 1,FXR1,sp|P51114|FXR1_HUMAN Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=3;tr|B4DXZ6|B4DXZ6_HUMAN Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=1;tr|E9PFF5|E9PFF5,12,8,20.5,621
PES1,-0.0047366629,0.975413926233336,0,O00541;B5MCF9;B3KXD6;H7C267,O00541;B5MCF9;B3KXD6,13;13;10;2,13;13;10;2,13;13;10;2,Pescadillo homolog,PES1,sp|O00541|PESC_HUMAN Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1;tr|B5MCF9|B5MCF9_HUMAN Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1;tr|B3KXD6|B3KXD6_HUMAN Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1,13,13,21.4,588
RAN,-0.0168162144,0.890930669006233,0,P62826;B5MDF5;J3KQE5;F5H018;B4DV51;H0YFC6;A0A087X0W0,P62826;B5MDF5;J3KQE5;F5H018;B4DV51,20;20;19;16;10;9;1,20;20;19;16;10;9;1,20;20;19;16;10;9;1,GTP-binding nuclear protein Ran,RAN,sp|P62826|RAN_HUMAN GTP-binding nuclear protein Ran OS=Homo sapiens OX=9606 GN=RAN PE=1 SV=3;tr|B5MDF5|B5MDF5_HUMAN GTP-binding nuclear protein Ran OS=Homo sapiens OX=9606 GN=RAN PE=1 SV=1;tr|J3KQE5|J3KQE5_HUMAN GTP-binding nuclear protein Ran (Fragment) O,20,20,60.6,216
SEPT10,-0.3596844978,0.157278788724868,0,Q9P0V9;E7EW69;E7EX04;B5ME97;F5GYV2;F5H1F2;C9JEW2;C9JNR7,Q9P0V9;E7EW69;E7EX04;B5ME97,7;7;7;7;2;2;1;1,5;5;5;5;2;2;1;1,5;5;5;5;2;2;1;1,Septin-10,SEPT10,sp|Q9P0V9|SEP10_HUMAN Septin-10 OS=Homo sapiens OX=9606 GN=SEPTIN10 PE=1 SV=2;tr|E7EW69|E7EW69_HUMAN Septin-10 OS=Homo sapiens OX=9606 GN=SEPTIN10 PE=1 SV=1;tr|E7EX04|E7EX04_HUMAN Septin-10 OS=Homo sapiens OX=9606 GN=SEPTIN10 PE=1 SV=1;tr|B5ME97|B5ME97_HUM,7,5,20.5,454
DDX27,0.389973597,0.0177266816023018,0,Q96GQ7;B7Z6D5;A0A087X059;A0A087WYH5,Q96GQ7;B7Z6D5;A0A087X059,12;12;6;1,12;12;6;1,12;12;6;1,Probable ATP-dependent RNA helicase DDX27,DDX27,sp|Q96GQ7|DDX27_HUMAN Probable ATP-dependent RNA helicase DDX27 OS=Homo sapiens OX=9606 GN=DDX27 PE=1 SV=2;tr|B7Z6D5|B7Z6D5_HUMAN Probable ATP-dependent RNA helicase DDX27 OS=Homo sapiens OX=9606 GN=DDX27 PE=1 SV=1;tr|A0A087X059|A0A087X059_HUMAN Probable A,12,12,17,796
RANBP3,-0.0123207091,0.91994306705342,0,Q9H6Z4;K7EN31;B7Z7F3,Q9H6Z4;K7EN31;B7Z7F3,1;1;1,1;1;1,1;1;1,Ran-binding protein 3,RANBP3,sp|Q9H6Z4|RANB3_HUMAN Ran-binding protein 3 OS=Homo sapiens OX=9606 GN=RANBP3 PE=1 SV=1;tr|K7EN31|K7EN31_HUMAN Ran-binding protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=RANBP3 PE=1 SV=8;tr|B7Z7F3|B7Z7F3_HUMAN Ran-binding protein 3 OS=Homo sapiens OX=9606,1,1,2.5,567
ACADM,-0.059020098,0.673433948718893,0,P11310;B7Z9I1;Q5T4U5;H0YDT5;E9PJM9,P11310;B7Z9I1;Q5T4U5,15;15;15;4;1,15;15;15;4;1,15;15;15;4;1,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADM,"sp|P11310|ACADM_HUMAN Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADM PE=1 SV=1;tr|B7Z9I1|B7Z9I1_HUMAN Medium-chain-specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADM PE=1 SV=1;tr|Q5",15,15,37.5,421
SUMO1,-0.0033828329,0.976609101804291,0,P63165;B8ZZN6;B8ZZ67;G2XKQ0;B8ZZJ0;B9A032,P63165;B8ZZN6;B8ZZ67;G2XKQ0,3;3;2;2;1;1,3;3;2;2;1;1,3;3;2;2;1;1,Small ubiquitin-related modifier 1;Small ubiquitin-related modifier,SUMO1,sp|P63165|SUMO1_HUMAN Small ubiquitin-related modifier 1 OS=Homo sapiens OX=9606 GN=SUMO1 PE=1 SV=1;tr|B8ZZN6|B8ZZN6_HUMAN Small ubiquitin-related modifier 1 OS=Homo sapiens OX=9606 GN=SUMO1 PE=1 SV=1;tr|B8ZZ67|B8ZZ67_HUMAN SMT3 suppressor of mif two 3 hom,3,3,27.7,101
IMMT,-0.0265432459,0.91154014756211,0,Q16891;B9A067;C9J406;H7C463;A0A087WYS0;D6RAW4,Q16891;B9A067;C9J406;H7C463,19;19;18;17;4;1,19;19;18;17;4;1,19;19;18;17;4;1,MICOS complex subunit MIC60,IMMT,sp|Q16891|MIC60_HUMAN MICOS complex subunit MIC60 OS=Homo sapiens OX=9606 GN=IMMT PE=1 SV=1;tr|B9A067|B9A067_HUMAN MICOS complex subunit MIC60 OS=Homo sapiens OX=9606 GN=IMMT PE=1 SV=2;tr|C9J406|C9J406_HUMAN MICOS complex subunit MIC60 OS=Homo sapiens OX=9,19,19,28.2,758
SMARCD2,-0.2194518563,0.574497664608509,0,Q92925;J3KMX2;B9EGA3;J3QWB6;Q6STE5;C9JYI7,Q92925;J3KMX2;B9EGA3;J3QWB6,5;5;5;3;2;1,5;5;5;3;2;1,4;4;4;3;1;0,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2,SMARCD2,sp|Q92925|SMRD2_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2 OS=Homo sapiens OX=9606 GN=SMARCD2 PE=1 SV=3;tr|J3KMX2|J3KMX2_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin,5,4,13,531
PPP4R2,0.238630971,0.314398230265076,0,Q9NY27;C9IZ04;F8WDK3,Q9NY27;C9IZ04;F8WDK3,2;2;1,2;2;1,2;2;1,Serine/threonine-protein phosphatase 4 regulatory subunit 2,PPP4R2,sp|Q9NY27|PP4R2_HUMAN Serine/threonine-protein phosphatase 4 regulatory subunit 2 OS=Homo sapiens OX=9606 GN=PPP4R2 PE=1 SV=3;tr|C9IZ04|C9IZ04_HUMAN Serine/threonine-protein phosphatase 4 regulatory subunit 2 (Fragment) OS=Homo sapiens OX=9606 GN=PPP4R2 PE,2,2,7.7,417
BZW1,2.4988642756,0.000186512354912655,1,Q7L1Q6;C9IZ80,Q7L1Q6;C9IZ80,1;1,1;1,1;1,Basic leucine zipper and W2 domain-containing protein 1,BZW1,sp|Q7L1Q6|BZW1_HUMAN Basic leucine zipper and W2 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=BZW1 PE=1 SV=1;tr|C9IZ80|C9IZ80_HUMAN Basic leucine zipper and W2 domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=BZW1 PE=1 SV=1,1,1,3.6,419
PFN2,-0.5558750605,0.00859258335314903,0,C9J0J7;G5E9Q6;C9JQ45;C9J2N0,C9J0J7;G5E9Q6,5;5;2;1,5;5;2;1,3;3;0;0,Profilin,PFN2,tr|C9J0J7|C9J0J7_HUMAN Profilin OS=Homo sapiens OX=9606 GN=PFN2 PE=1 SV=1;tr|G5E9Q6|G5E9Q6_HUMAN Profilin OS=Homo sapiens OX=9606 GN=PFN2 PE=1 SV=1,5,3,51.6,91
SRI,-0.0030214316,0.98989521623322,0,P30626;C9J0K6;B4DHQ6,P30626;C9J0K6,9;9;2,9;9;2,9;9;2,Sorcin,SRI,sp|P30626|SORCN_HUMAN Sorcin OS=Homo sapiens OX=9606 GN=SRI PE=1 SV=1;tr|C9J0K6|C9J0K6_HUMAN Sorcin OS=Homo sapiens OX=9606 GN=SRI PE=1 SV=1,9,9,41.9,198
EEF1E1;EEF1E1-BLOC1S5,0.2263696149,0.124776250970007,0,O43324;D6RBD7;C9J1V9;D6RCQ0;H0YAL7,O43324;D6RBD7;C9J1V9;D6RCQ0;H0YAL7,2;2;2;1;1,2;2;2;1;1,2;2;2;1;1,Eukaryotic translation elongation factor 1 epsilon-1,EEF1E1;EEF1E1-BLOC1S5,sp|O43324|MCA3_HUMAN Eukaryotic translation elongation factor 1 epsilon-1 OS=Homo sapiens OX=9606 GN=EEF1E1 PE=1 SV=1;tr|D6RBD7|D6RBD7_HUMAN Eukaryotic translation elongation factor 1 epsilon-1 OS=Homo sapiens OX=9606 GN=EEF1E1 PE=1 SV=1;tr|C9J1V9|C9J1V9_H,2,2,12.1,174
RPL37A,0.1304917443,0.275726377441308,0,P61513;C9J4Z3;M0R0A1;Q6P4E4;E9PEL3;M0R2L6;G5E9R3;A6NKH3,P61513;C9J4Z3;M0R0A1;Q6P4E4;E9PEL3;M0R2L6,4;4;3;3;3;3;1;1,4;4;3;3;3;3;1;1,4;4;3;3;3;3;1;1,60S ribosomal protein L37a,RPL37A,sp|P61513|RL37A_HUMAN 60S ribosomal protein L37a OS=Homo sapiens OX=9606 GN=RPL37A PE=1 SV=2;tr|C9J4Z3|C9J4Z3_HUMAN 60S ribosomal protein L37a OS=Homo sapiens OX=9606 GN=RPL37A PE=1 SV=1;tr|M0R0A1|M0R0A1_HUMAN 60S ribosomal protein L37a OS=Homo sapiens OX=,4,4,42.4,92
PDCD10,0.1470389702,0.801669112287097,0,Q9BUL8;F8WDF3;C9J932;H7C5M9;C9JSA3;C9JND6;C9J6F3;C9J5C3,Q9BUL8;F8WDF3;C9J932;H7C5M9;C9JSA3;C9JND6;C9J6F3;C9J5C3,1;1;1;1;1;1;1;1,1;1;1;1;1;1;1;1,1;1;1;1;1;1;1;1,Programmed cell death protein 10,PDCD10,sp|Q9BUL8|PDC10_HUMAN Programmed cell death protein 10 OS=Homo sapiens OX=9606 GN=PDCD10 PE=1 SV=1;tr|F8WDF3|F8WDF3_HUMAN Programmed cell death protein 10 OS=Homo sapiens OX=9606 GN=PDCD10 PE=1 SV=1;tr|C9J932|C9J932_HUMAN Programmed cell death protein 10 (,1,1,4.7,212
ZC3HAV1,0.1729066061,0.488145000255027,0,Q7Z2W4;C9J6P4;H7C5K1,Q7Z2W4;C9J6P4,6;6;1,6;6;1,6;6;1,Zinc finger CCCH-type antiviral protein 1,ZC3HAV1,sp|Q7Z2W4|ZCCHV_HUMAN Zinc finger CCCH-type antiviral protein 1 OS=Homo sapiens OX=9606 GN=ZC3HAV1 PE=1 SV=3;tr|C9J6P4|C9J6P4_HUMAN Zinc finger CCCH-type antiviral protein 1 OS=Homo sapiens OX=9606 GN=ZC3HAV1 PE=1 SV=1,6,6,7.9,902
PFN2,-0.1891857555,0.218648878685067,0,P35080;C9J712,P35080;C9J712,3;3,1;1,1;1,Profilin-2,PFN2,sp|P35080|PROF2_HUMAN Profilin-2 OS=Homo sapiens OX=9606 GN=PFN2 PE=1 SV=3;tr|C9J712|C9J712_HUMAN Profilin OS=Homo sapiens OX=9606 GN=PFN2 PE=1 SV=1,3,1,26.4,140
SSR3,0.9935314479,0.0175586107568085,0,Q9UNL2;C9JA28,Q9UNL2;C9JA28,2;2,2;2,2;2,Translocon-associated protein subunit gamma,SSR3,sp|Q9UNL2|SSRG_HUMAN Translocon-associated protein subunit gamma OS=Homo sapiens OX=9606 GN=SSR3 PE=1 SV=1;tr|C9JA28|C9JA28_HUMAN Translocon-associated protein subunit gamma OS=Homo sapiens OX=9606 GN=SSR3 PE=1 SV=1,2,2,9.7,185
SNAP29,-0.1608127508,0.362985899735084,0,O95721;C9JAF7,O95721;C9JAF7,1;1,1;1,1;1,Synaptosomal-associated protein 29;Synaptosomal-associated protein,SNAP29,sp|O95721|SNP29_HUMAN Synaptosomal-associated protein 29 OS=Homo sapiens OX=9606 GN=SNAP29 PE=1 SV=1;tr|C9JAF7|C9JAF7_HUMAN Synaptosomal-associated protein 29 (Fragment) OS=Homo sapiens OX=9606 GN=SNAP29 PE=1 SV=1,1,1,4.3,258
HIGD1A,0.1925697817,0.318664689449228,0,Q9Y241;C9JAW5;C9JNU6,Q9Y241;C9JAW5;C9JNU6,3;3;3,3;3;3,3;3;3,"HIG1 domain family member 1A, mitochondrial",HIGD1A,"sp|Q9Y241|HIG1A_HUMAN HIG1 domain family member 1A, mitochondrial OS=Homo sapiens OX=9606 GN=HIGD1A PE=1 SV=1;tr|C9JAW5|C9JAW5_HUMAN HIG1 domain-containing protein OS=Homo sapiens OX=9606 PE=4 SV=1;tr|C9JNU6|C9JNU6_HUMAN HIG1 domain family member 1A, mitoc",3,3,23.7,93
APEH,-0.5428669416,0.0331904708379751,0,P13798;C9JIF9;H7C393;H7C1U0;C9JLK2;F8WEH5,P13798;C9JIF9,9;9;4;3;2;1,9;9;4;3;2;1,9;9;4;3;2;1,Acylamino-acid-releasing enzyme,APEH,sp|P13798|ACPH_HUMAN Acylamino-acid-releasing enzyme OS=Homo sapiens OX=9606 GN=APEH PE=1 SV=4;tr|C9JIF9|C9JIF9_HUMAN Acylamino-acid-releasing enzyme OS=Homo sapiens OX=9606 GN=APEH PE=1 SV=1,9,9,16.9,732
MTPN,-0.0150447507,0.92605195987689,0,P58546;C9JL85,P58546;C9JL85,2;2,2;2,2;2,Myotrophin,MTPN,sp|P58546|MTPN_HUMAN Myotrophin OS=Homo sapiens OX=9606 GN=MTPN PE=1 SV=2;tr|C9JL85|C9JL85_HUMAN Myotrophin OS=Homo sapiens OX=9606 GN=MTPN PE=1 SV=1,2,2,28.8,118
POLR2H,-1.5538537023,0.00345745268509841,1,P52434;C9JLU1,P52434;C9JLU1,3;3,3;3,3;3,"DNA-directed RNA polymerases I, II, and III subunit RPABC3",POLR2H,"sp|P52434|RPAB3_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC3 OS=Homo sapiens OX=9606 GN=POLR2H PE=1 SV=4;tr|C9JLU1|C9JLU1_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC3 (Fragment) OS=Homo sapiens OX=9606 GN=POLR2H PE=1",3,3,35.3,150
RPL24,0.3865767154,0.0251051295060931,0,P83731;C9JXB8;C9JNW5,P83731;C9JXB8;C9JNW5,9;9;9,9;9;9,9;9;9,60S ribosomal protein L24,RPL24,sp|P83731|RL24_HUMAN 60S ribosomal protein L24 OS=Homo sapiens OX=9606 GN=RPL24 PE=1 SV=1;tr|C9JXB8|C9JXB8_HUMAN 60S ribosomal protein L24 OS=Homo sapiens OX=9606 GN=RPL24 PE=1 SV=1;tr|C9JNW5|C9JNW5_HUMAN 60S ribosomal protein L24 OS=Homo sapiens OX=9606 G,9,9,35.7,157
RPL22L1,0.0586206196,0.863805703248576,0,Q6P5R6;C9JYQ9;H0Y8C2,Q6P5R6;C9JYQ9;H0Y8C2,5;5;5,3;3;3,3;3;3,60S ribosomal protein L22-like 1,RPL22L1,sp|Q6P5R6|RL22L_HUMAN 60S ribosomal protein L22-like 1 OS=Homo sapiens OX=9606 GN=RPL22L1 PE=1 SV=2;tr|C9JYQ9|C9JYQ9_HUMAN 60S ribosomal protein L22-like 1 OS=Homo sapiens OX=9606 GN=RPL22L1 PE=1 SV=1;tr|H0Y8C2|H0Y8C2_HUMAN 60S ribosomal protein L22-like 1,5,3,46.7,122
RFC4,-0.6186251872,0.00336737781635372,0,P35249;C9JZI1;C9J8M3;C9JTT7;C9JXZ7;C9JGY5;F8WE44;H7C1P0,P35249;C9JZI1;C9J8M3;C9JTT7,12;12;10;8;5;2;2;1,12;12;10;8;5;2;2;1,12;12;10;8;5;2;2;1,Replication factor C subunit 4,RFC4,sp|P35249|RFC4_HUMAN Replication factor C subunit 4 OS=Homo sapiens OX=9606 GN=RFC4 PE=1 SV=2;tr|C9JZI1|C9JZI1_HUMAN Replication factor C subunit 4 OS=Homo sapiens OX=9606 GN=RFC4 PE=1 SV=1;tr|C9J8M3|C9J8M3_HUMAN Replication factor C subunit 4 (Fragment) O,12,12,35.3,363
CTNND1,-0.8225890275,0.00528103550139456,0,O60716;C9JZR2;A0A669KB05;A0A669KB62;H0YC95;E9PKY0;E9PKL1,O60716;C9JZR2;A0A669KB05;A0A669KB62,17;17;16;15;2;2;2,17;17;16;15;2;2;2,17;17;16;15;2;2;2,Catenin delta-1,CTNND1,sp|O60716|CTND1_HUMAN Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE=1 SV=1;tr|C9JZR2|C9JZR2_HUMAN Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE=1 SV=2;tr|A0A669KB05|A0A669KB05_HUMAN Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE=4 SV=1;,17,17,27.3,968
RPL32,0.3616491101,0.0367004802927807,0,P62910;D3YTB1;F8W727;D3YTI8,P62910;D3YTB1;F8W727,11;11;11;1,11;11;11;1,11;11;11;1,60S ribosomal protein L32,RPL32,sp|P62910|RL32_HUMAN 60S ribosomal protein L32 OS=Homo sapiens OX=9606 GN=RPL32 PE=1 SV=2;tr|D3YTB1|D3YTB1_HUMAN 60S ribosomal protein L32 (Fragment) OS=Homo sapiens OX=9606 GN=RPL32 PE=1 SV=1;tr|F8W727|F8W727_HUMAN 60S ribosomal protein L32 OS=Homo sapien,11,11,59.3,135
HLA-B,-0.4193779258,0.041751301466557,0,D5H3J5;Q2L6G2;A0A140T997;A0A140TA11;A0A140T9Y5;A0A140TA14;A0A140T9A9;A0A140T9H3;A0A140T9G0;A0A140T9V0;D0EV57;A0A0G2JPA3;A0A0G2JH66;A0A140T9B7;A0A140T9X6;A0A140T939;A0A140T9C2;A0A140T9W3;A0A140T9W7;A0A140T9D9;A0A140T8X0;Q8MH48;Q5RJ85;A0A0G2JPQ3;P30511;A0A0G2JNV5;Q31611;A0A0G2JNX1;A0A1W2PQE2;P17693;A0A1W2PQZ3;A0A140T9J8;A0A1W2PP29,D5H3J5;Q2L6G2;A0A140T997;A0A140TA11;A0A140T9Y5;A0A140TA14;A0A140T9A9;A0A140T9H3,12;11;9;9;8;8;7;6;4;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1,10;9;8;8;7;7;5;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;0;0;0,4;3;4;4;3;3;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,,HLA-B,tr|D5H3J5|D5H3J5_HUMAN HLA class I histocompatibility antigen B alpha chain OS=Homo sapiens OX=9606 GN=HLA-B PE=1 SV=1;tr|Q2L6G2|Q2L6G2_HUMAN HLA class I histocompatibility antigen B alpha chain OS=Homo sapiens OX=9606 GN=HLA-B PE=1 SV=1;tr|A0A140T997|A0A1,12,4,38.7,362
HNRNPAB,-0.0630302521,0.601019759489988,0,D6R9P3;D6RD18;D6RBZ0;Q99729,D6R9P3;D6RD18;D6RBZ0;Q99729,16;16;16;13,16;16;16;13,16;16;16;13,Heterogeneous nuclear ribonucleoprotein A/B,HNRNPAB,tr|D6R9P3|D6R9P3_HUMAN Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens OX=9606 GN=HNRNPAB PE=1 SV=1;tr|D6RD18|D6RD18_HUMAN Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens OX=9606 GN=HNRNPAB PE=1 SV=1;tr|D6RBZ0|D6RBZ0_HUMAN Heterogen,16,16,38.9,280
