EED_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
CTNND1,-1.0470990932,0.00181649453823632,1,O60716;A0A669KB62;A0A669KB05;C9JZR2;E9PKY0;H0YC95;E9PKL1,O60716;A0A669KB62;A0A669KB05;C9JZR2,12;12;12;12;2;1;1,12;12;12;12;2;1;1,12;12;12;12;2;1;1,Catenin delta-1,CTNND1,sp|O60716|CTND1_HUMAN Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE=1 SV=1;tr|A0A669KB62|A0A669KB62_HUMAN Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE=4 SV=1;tr|A0A669KB05|A0A669KB05_HUMAN Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE,12,12,16.8,968
USP7,-1.0102879116,0.32800355327069,0,Q93009;H3BND8;A0A669KBL1;I3L2D8;F5H2X1,Q93009;H3BND8;A0A669KBL1,4;4;4;1;1,4;4;4;1;1,4;4;4;1;1,Ubiquitin carboxyl-terminal hydrolase 7;Ubiquitin carboxyl-terminal hydrolase,USP7,sp|Q93009|UBP7_HUMAN Ubiquitin carboxyl-terminal hydrolase 7 OS=Homo sapiens OX=9606 GN=USP7 PE=1 SV=2;tr|H3BND8|H3BND8_HUMAN Ubiquitin carboxyl-terminal hydrolase (Fragment) OS=Homo sapiens OX=9606 GN=USP7 PE=1 SV=1;tr|A0A669KBL1|A0A669KBL1_HUMAN Ubiquiti,4,4,5.1,1102
ILVBL,-0.0130621854,0.913331201388427,0,A1L0T0;M0R026;M0QZX5;M0R1B5;E9PL44;E9PJS0,A1L0T0;M0R026,6;6;2;1;1;1,6;6;2;1;1;1,6;6;2;1;1;1,Acetolactate synthase-like protein,ILVBL,sp|A1L0T0|HACL2_HUMAN 2-hydroxyacyl-CoA lyase 2 OS=Homo sapiens OX=9606 GN=ILVBL PE=1 SV=2;tr|M0R026|M0R026_HUMAN 2-hydroxyacyl-CoA lyase 2 OS=Homo sapiens OX=9606 GN=ILVBL PE=1 SV=1,6,6,16,632
ACO2,-0.1202578146,0.338950537190159,0,Q99798;A2A274,Q99798;A2A274,18;18,18;18,18;18,"Aconitate hydratase, mitochondrial",ACO2,"sp|Q99798|ACON_HUMAN Aconitate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ACO2 PE=1 SV=2;tr|A2A274|A2A274_HUMAN Aconitate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ACO2 PE=1 SV=1",18,18,30.3,780
PRNP,0.0168627325,0.919358217820807,0,P04156;A2A2V1,P04156;A2A2V1,1;1,1;1,1;1,Major prion protein,PRNP,sp|P04156|PRIO_HUMAN Major prion protein OS=Homo sapiens OX=9606 GN=PRNP PE=1 SV=1;tr|A2A2V1|A2A2V1_HUMAN Major prion protein (Fragment) OS=Homo sapiens OX=9606 GN=PRNP PE=1 SV=1,1,1,4.7,253
HCFC1,-0.4643936793,0.014260801780678,0,P51610;A6NEM2;H7C1C4,P51610;A6NEM2,18;18;4,18;18;4,18;18;4,Host cell factor 1;HCF N-terminal chain 1;HCF N-terminal chain 2;HCF N-terminal chain 3;HCF N-terminal chain 4;HCF N-terminal chain 5;HCF N-terminal chain 6;HCF C-terminal chain 1;HCF C-terminal chain 2;HCF C-terminal chain 3;HCF C-terminal chain 4;HCF C-terminal chain 5;HCF C-terminal chain 6,HCFC1,sp|P51610|HCFC1_HUMAN Host cell factor 1 OS=Homo sapiens OX=9606 GN=HCFC1 PE=1 SV=2;tr|A6NEM2|A6NEM2_HUMAN Host cell factor 1 OS=Homo sapiens OX=9606 GN=HCFC1 PE=1 SV=2,18,18,10.7,2035
USP14,-0.0889275515,0.520175536600143,0,P54578;A6NJA2;J3QQT6;J3KS55,P54578;A6NJA2,10;10;1;1,10;10;1;1,10;10;1;1,Ubiquitin carboxyl-terminal hydrolase 14;Ubiquitin carboxyl-terminal hydrolase,USP14,sp|P54578|UBP14_HUMAN Ubiquitin carboxyl-terminal hydrolase 14 OS=Homo sapiens OX=9606 GN=USP14 PE=1 SV=3;tr|A6NJA2|A6NJA2_HUMAN Ubiquitin carboxyl-terminal hydrolase OS=Homo sapiens OX=9606 GN=USP14 PE=1 SV=2,10,10,20.9,494
PRAF2,-0.8801029102,0.00221366998333491,0,O60831;A6NP52,O60831;A6NP52,1;1,1;1,1;1,PRA1 family protein 2,PRAF2,sp|O60831|PRAF2_HUMAN PRA1 family protein 2 OS=Homo sapiens OX=9606 GN=PRAF2 PE=1 SV=1;tr|A6NP52|A6NP52_HUMAN PRA1 family protein OS=Homo sapiens OX=9606 GN=PRAF2 PE=1 SV=1,1,1,6.2,178
MANF,-0.0509776849,0.693058845687705,0,P55145;A8K878;H7C2D6,P55145;A8K878,4;4;1,4;4;1,4;4;1,Mesencephalic astrocyte-derived neurotrophic factor,MANF,sp|P55145|MANF_HUMAN Mesencephalic astrocyte-derived neurotrophic factor OS=Homo sapiens OX=9606 GN=MANF PE=1 SV=3;tr|A8K878|A8K878_HUMAN Mesencephalic astrocyte-derived neurotrophic factor OS=Homo sapiens OX=9606 GN=MANF PE=1 SV=1,4,4,40.7,182
SUMO2;SUMO3;SUMO4,-0.6659495982,0.00425379230290546,0,P61956;P55854;A8MUA9;A8MU27;Q6EEV6,P61956;P55854;A8MUA9;A8MU27;Q6EEV6,3;3;3;3;2,3;3;3;3;2,3;3;3;3;2,Small ubiquitin-related modifier 2;Small ubiquitin-related modifier 3;Small ubiquitin-related modifier 4,SUMO2;SUMO3;SUMO4,sp|P61956|SUMO2_HUMAN Small ubiquitin-related modifier 2 OS=Homo sapiens OX=9606 GN=SUMO2 PE=1 SV=3;sp|P55854|SUMO3_HUMAN Small ubiquitin-related modifier 3 OS=Homo sapiens OX=9606 GN=SUMO3 PE=1 SV=2;tr|A8MUA9|A8MUA9_HUMAN SMT3 suppressor of mif two 3 homo,3,3,24.2,95
RPL23A,0.2247155714,0.192763281182233,0,P62750;H7BY10;K7ERT8;A8MUS3;K7EJV9;K7EMA7,P62750;H7BY10;K7ERT8;A8MUS3;K7EJV9;K7EMA7,7;7;7;7;6;5,7;7;7;7;6;5,7;7;7;7;6;5,60S ribosomal protein L23a,RPL23A,sp|P62750|RL23A_HUMAN 60S ribosomal protein L23a OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1;tr|H7BY10|H7BY10_HUMAN 60S ribosomal protein L23a (Fragment) OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1;tr|K7ERT8|K7ERT8_HUMAN 60S ribosomal protein L23a (Fragmen,7,7,37.2,156
EIF3L,0.2854165058,0.225309013223294,0,Q9Y262;B0QY89;B0QY90;C9JHP4;C9K0Q7;H0Y7E6;H7C3A0,Q9Y262;B0QY89;B0QY90,9;9;7;2;2;1;1,9;9;7;2;2;1;1,9;9;7;2;2;1;1,Eukaryotic translation initiation factor 3 subunit L,EIF3L,sp|Q9Y262|EIF3L_HUMAN Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens OX=9606 GN=EIF3L PE=1 SV=1;tr|B0QY89|B0QY89_HUMAN Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens OX=9606 GN=EIF3L PE=1 SV=1;tr|B0QY90|B0QY90_HU,9,9,22.7,564
MPST,0.6578473937,0.00383169554081602,0,P25325;B1AH49,P25325;B1AH49,6;6,6;6,6;6,3-mercaptopyruvate sulfurtransferase;Sulfurtransferase,MPST,sp|P25325|THTM_HUMAN 3-mercaptopyruvate sulfurtransferase OS=Homo sapiens OX=9606 GN=MPST PE=1 SV=3;tr|B1AH49|B1AH49_HUMAN 3-mercaptopyruvate sulfurtransferase OS=Homo sapiens OX=9606 GN=MPST PE=1 SV=1,6,6,21.2,297
MCM5,-0.8232216657,0.0351903664918453,0,P33992;B1AHB1;B1AHB2;B1AHA9;F8WFD7,P33992;B1AHB1,18;18;4;4;1,18;18;4;4;1,18;18;4;4;1,DNA replication licensing factor MCM5;DNA helicase,MCM5,sp|P33992|MCM5_HUMAN DNA replication licensing factor MCM5 OS=Homo sapiens OX=9606 GN=MCM5 PE=1 SV=5;tr|B1AHB1|B1AHB1_HUMAN DNA helicase OS=Homo sapiens OX=9606 GN=MCM5 PE=1 SV=1,18,18,32.4,734
MRPL43,0.327481903,0.0603589764966988,0,Q8N983;H0Y6Y8;B1AL05;H0YBU8;M0R051,Q8N983;H0Y6Y8;B1AL05;H0YBU8,5;5;5;3;2,5;5;5;3;2,5;5;5;3;2,"39S ribosomal protein L43, mitochondrial",MRPL43,"sp|Q8N983|RM43_HUMAN 39S ribosomal protein L43, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL43 PE=1 SV=1;tr|H0Y6Y8|H0Y6Y8_HUMAN 39S ribosomal protein L43, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPL43 PE=1 SV=1;tr|B1AL05|B1AL05_HUMAN 39S ribo",5,5,27.4,215
PRPS1;PRPS1L1,0.3326943972,0.0366642978077667,0,P60891;B1ALA9;A0A2R8Y7H4;P21108;B7ZB02;A0A0B4J207;B1ALA7;H7C540;Q15244,P60891;B1ALA9;A0A2R8Y7H4;P21108;B7ZB02;A0A0B4J207,8;8;6;5;4;4;3;3;2,8;8;6;5;4;4;3;3;2,3;3;3;2;0;1;2;0;2,Ribose-phosphate pyrophosphokinase 1;Ribose-phosphate pyrophosphokinase 3,PRPS1;PRPS1L1,sp|P60891|PRPS1_HUMAN Ribose-phosphate pyrophosphokinase 1 OS=Homo sapiens OX=9606 GN=PRPS1 PE=1 SV=2;tr|B1ALA9|B1ALA9_HUMAN Ribose-phosphate pyrophosphokinase 1 OS=Homo sapiens OX=9606 GN=PRPS1 PE=1 SV=2;tr|A0A2R8Y7H4|A0A2R8Y7H4_HUMAN Ribose-phosphate pyr,8,3,34.3,318
EXOSC1,0.1373490667,0.371586928303414,0,Q9Y3B2;R4GNH9;R4GMQ7;B1AMU7;B1AMU3;B1AMU4,Q9Y3B2;R4GNH9;R4GMQ7;B1AMU7;B1AMU3;B1AMU4,2;2;2;2;2;2,2;2;2;2;2;2,2;2;2;2;2;2,Exosome complex component CSL4,EXOSC1,sp|Q9Y3B2|EXOS1_HUMAN Exosome complex component CSL4 OS=Homo sapiens OX=9606 GN=EXOSC1 PE=1 SV=1;tr|R4GNH9|R4GNH9_HUMAN Exosome complex component CSL4 OS=Homo sapiens OX=9606 GN=EXOSC1 PE=1 SV=1;tr|R4GMQ7|R4GMQ7_HUMAN Exosome complex component CSL4 (Fragme,2,2,15.4,195
PABPC4,0.1558888869,0.286835707519672,0,Q13310;B1ANR0;H0Y5F5;B1ANR1;H0YEU6;H0YEQ8;H0YCC8;H0Y6X6,Q13310;B1ANR0;H0Y5F5,18;18;12;7;6;4;4;1,7;7;6;1;4;0;1;1,7;7;6;1;4;0;1;1,Polyadenylate-binding protein 4;Polyadenylate-binding protein,PABPC4,sp|Q13310|PABP4_HUMAN Polyadenylate-binding protein 4 OS=Homo sapiens OX=9606 GN=PABPC4 PE=1 SV=1;tr|B1ANR0|B1ANR0_HUMAN Polyadenylate-binding protein OS=Homo sapiens OX=9606 GN=PABPC4 PE=1 SV=1;tr|H0Y5F5|H0Y5F5_HUMAN Polyadenylate-binding protein (Fragmen,18,7,28.7,644
HNRNPC,-0.2014340107,0.148106821102497,0,B2R5W2;G3V4W0;G3V4C1;B4DY08;G3V251;G3V5X6;G3V3K6;B4DSU6;G3V2D6;G3V4M8;O60812;B2RXH8;A0A0G2JPF8;P0DMR1;A0A0G2JNQ3;B7ZW38;G3V2H6;G3V5V7;B3KT61;E5RG71;Q86SE5,B2R5W2;G3V4W0;G3V4C1;B4DY08;G3V251;G3V5X6;G3V3K6;B4DSU6,27;27;27;27;18;17;17;16;11;11;9;9;9;9;9;9;8;8;1;1;1,27;27;27;27;18;17;17;16;11;11;9;9;9;9;9;9;8;8;1;1;1,3;3;3;3;2;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0,,HNRNPC,tr|B2R5W2|B2R5W2_HUMAN Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1;tr|G3V4W0|G3V4W0_HUMAN Heterogeneous nuclear ribonucleoproteins C1/C2 (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1;tr|G3V4C1|G3V4C1_,27,3,52.8,290
CS,0.0717784264,0.551937838988461,0,O75390;B4DJV2;A0A0C4DGI3;H0YH82;F8VRP1;F8VX68;H0YIC4;F8VPF9;F8VPA1;F8W1S4;F8W4S1;F8VX07;F8VZK9;F8VTT8;F8W642;F8VRI6;F8VWQ5;F8VR34;F8VU34,O75390;B4DJV2;A0A0C4DGI3,22;22;21;9;8;8;8;8;8;8;7;6;6;6;5;5;3;2;1,22;22;21;9;8;8;8;8;8;8;7;6;6;6;5;5;3;2;1,22;22;21;9;8;8;8;8;8;8;7;6;6;6;5;5;3;2;1,"Citrate synthase, mitochondrial;Citrate synthase",CS,"sp|O75390|CISY_HUMAN Citrate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=CS PE=1 SV=2;tr|B4DJV2|B4DJV2_HUMAN Citrate synthase OS=Homo sapiens OX=9606 GN=CS PE=1 SV=1;tr|A0A0C4DGI3|A0A0C4DGI3_HUMAN Citrate synthase OS=Homo sapiens OX=9606 GN=CS PE=1 ",22,22,53.4,466
SLC25A10,0.0911878129,0.437258092024912,0,B4DLN1;Q9UBX3;P52815;F6RGN5;I3L1E8,B4DLN1;Q9UBX3,13;7;6;4;1,13;7;6;4;1,13;7;6;4;1,Mitochondrial dicarboxylate carrier,SLC25A10,"tr|B4DLN1|B4DLN1_HUMAN cDNA FLJ60124, highly similar to Mitochondrial dicarboxylate carrier OS=Homo sapiens OX=9606 PE=2 SV=1;sp|Q9UBX3|DIC_HUMAN Mitochondrial dicarboxylate carrier OS=Homo sapiens OX=9606 GN=SLC25A10 PE=1 SV=2",13,13,40.5,442
FXR1,-0.3558321918,0.18761333685878,0,P51114;E9PFF5;B4DXZ6;E7EU85;C9JZE0;C9JY20;Q06787;R9WNI0;A8MQB8;C9JAJ4;A0A087WXI3;G3V0J0,P51114;E9PFF5;B4DXZ6;E7EU85,10;10;10;9;3;3;2;2;2;1;1;1,10;10;10;9;3;3;2;2;2;1;1;1,7;7;7;6;3;3;0;0;0;1;0;0,Fragile X mental retardation syndrome-related protein 1,FXR1,sp|P51114|FXR1_HUMAN Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=3;tr|E9PFF5|E9PFF5_HUMAN Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=1;tr|B4DXZ6|B4DXZ6,10,7,18,621
DERL1,-0.1775566793,0.223409511227739,0,Q9BUN8;B4E1G1;E5RGY0,Q9BUN8;B4E1G1;E5RGY0,4;4;2,4;4;2,4;4;2,Derlin-1,DERL1,sp|Q9BUN8|DERL1_HUMAN Derlin-1 OS=Homo sapiens OX=9606 GN=DERL1 PE=1 SV=1;tr|B4E1G1|B4E1G1_HUMAN Derlin OS=Homo sapiens OX=9606 GN=DERL1 PE=1 SV=1;tr|E5RGY0|E5RGY0_HUMAN Derlin OS=Homo sapiens OX=9606 GN=DERL1 PE=1 SV=1,4,4,16.3,251
PES1,-0.1654419928,0.3183754814785,0,O00541;B5MCF9;B3KXD6;H7C267,O00541;B5MCF9;B3KXD6,12;12;9;2,12;12;9;2,12;12;9;2,Pescadillo homolog,PES1,sp|O00541|PESC_HUMAN Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1;tr|B5MCF9|B5MCF9_HUMAN Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1;tr|B3KXD6|B3KXD6_HUMAN Pescadillo homolog OS=Homo sapiens OX=9606 GN=PES1 PE=1 SV=1,12,12,19,588
RAN,-0.0564755391,0.625960371565477,0,P62826;B5MDF5;J3KQE5;F5H018;B4DV51;H0YFC6;A0A087X0W0,P62826;B5MDF5;J3KQE5;F5H018;B4DV51,24;24;23;20;15;8;1,24;24;23;20;15;8;1,24;24;23;20;15;8;1,GTP-binding nuclear protein Ran,RAN,sp|P62826|RAN_HUMAN GTP-binding nuclear protein Ran OS=Homo sapiens OX=9606 GN=RAN PE=1 SV=3;tr|B5MDF5|B5MDF5_HUMAN GTP-binding nuclear protein Ran OS=Homo sapiens OX=9606 GN=RAN PE=1 SV=1;tr|J3KQE5|J3KQE5_HUMAN GTP-binding nuclear protein Ran (Fragment) O,24,24,65.3,216
SEPT10,-0.2069402044,0.363604029846836,0,Q9P0V9;E7EW69;E7EX04;B5ME97;F5GYV2;F5H1F2;C9JEW2;C9JNR7,Q9P0V9;E7EW69;E7EX04;B5ME97,6;6;6;6;2;2;1;1,5;5;5;5;2;2;1;1,5;5;5;5;2;2;1;1,Septin-10,SEPT10,sp|Q9P0V9|SEP10_HUMAN Septin-10 OS=Homo sapiens OX=9606 GN=SEPTIN10 PE=1 SV=2;tr|E7EW69|E7EW69_HUMAN Septin-10 OS=Homo sapiens OX=9606 GN=SEPTIN10 PE=1 SV=1;tr|E7EX04|E7EX04_HUMAN Septin-10 OS=Homo sapiens OX=9606 GN=SEPTIN10 PE=1 SV=1;tr|B5ME97|B5ME97_HUM,6,5,20.5,454
UQCRB,0.1832746847,0.177297336137227,0,P14927;B7Z2R2;E5RHG9,P14927;B7Z2R2,8;8;3,8;8;3,8;8;3,Cytochrome b-c1 complex subunit 7,UQCRB,sp|P14927|QCR7_HUMAN Cytochrome b-c1 complex subunit 7 OS=Homo sapiens OX=9606 GN=UQCRB PE=1 SV=2;tr|B7Z2R2|B7Z2R2_HUMAN Cytochrome b-c1 complex subunit 7 OS=Homo sapiens OX=9606 GN=UQCRB PE=1 SV=1,8,8,64,111
DDX27,0.1408291474,0.355965027554482,0,Q96GQ7;B7Z6D5;A0A087X059,Q96GQ7;B7Z6D5;A0A087X059,11;11;6,11;11;6,11;11;6,Probable ATP-dependent RNA helicase DDX27,DDX27,sp|Q96GQ7|DDX27_HUMAN Probable ATP-dependent RNA helicase DDX27 OS=Homo sapiens OX=9606 GN=DDX27 PE=1 SV=2;tr|B7Z6D5|B7Z6D5_HUMAN Probable ATP-dependent RNA helicase DDX27 OS=Homo sapiens OX=9606 GN=DDX27 PE=1 SV=1;tr|A0A087X059|A0A087X059_HUMAN Probable A,11,11,15.8,796
NMT1,0.4130975088,0.0701201555378741,0,P30419;K7EN82;B7Z8J4,P30419;K7EN82;B7Z8J4,2;2;2,2;2;2,2;2;2,Glycylpeptide N-tetradecanoyltransferase 1,NMT1,sp|P30419|NMT1_HUMAN Glycylpeptide N-tetradecanoyltransferase 1 OS=Homo sapiens OX=9606 GN=NMT1 PE=1 SV=2;tr|K7EN82|K7EN82_HUMAN Glycylpeptide N-tetradecanoyltransferase 1 (Fragment) OS=Homo sapiens OX=9606 GN=NMT1 PE=1 SV=1;tr|B7Z8J4|B7Z8J4_HUMAN Glycylpe,2,2,5,496
ACADM,-0.2648249725,0.118833490588102,0,P11310;B7Z9I1;Q5T4U5;H0YDT5,P11310;B7Z9I1;Q5T4U5,8;8;8;3,8;8;8;3,8;8;8;3,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADM,"sp|P11310|ACADM_HUMAN Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADM PE=1 SV=1;tr|B7Z9I1|B7Z9I1_HUMAN Medium-chain-specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADM PE=1 SV=1;tr|Q5",8,8,21.9,421
SUMO1,0.0672371445,0.606270954817088,0,P63165;B8ZZN6;B8ZZ67;G2XKQ0;B8ZZJ0;B9A032,P63165;B8ZZN6;B8ZZ67;G2XKQ0,3;3;2;2;1;1,3;3;2;2;1;1,3;3;2;2;1;1,Small ubiquitin-related modifier 1;Small ubiquitin-related modifier,SUMO1,sp|P63165|SUMO1_HUMAN Small ubiquitin-related modifier 1 OS=Homo sapiens OX=9606 GN=SUMO1 PE=1 SV=1;tr|B8ZZN6|B8ZZN6_HUMAN Small ubiquitin-related modifier 1 OS=Homo sapiens OX=9606 GN=SUMO1 PE=1 SV=1;tr|B8ZZ67|B8ZZ67_HUMAN SMT3 suppressor of mif two 3 hom,3,3,27.7,101
HIBCH,-1.4166558452,0.0785440287276928,0,Q6NVY1;B8ZZZ0;H7C400,Q6NVY1;B8ZZZ0;H7C400,3;3;2,3;3;2,3;3;2,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",HIBCH,"sp|Q6NVY1|HIBCH_HUMAN 3-hydroxyisobutyryl-CoA hydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=HIBCH PE=1 SV=2;tr|B8ZZZ0|B8ZZZ0_HUMAN 3-hydroxyisobutyryl-CoA hydrolase, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=HIBCH PE=1 SV=1;tr|H7C400|H7C400",3,3,6.7,386
IMMT,0.3690948925,0.0223597121784009,0,Q16891;C9J406;B9A067;H7C463;A0A087WYS0,Q16891;C9J406;B9A067;H7C463,5;5;5;4;2,5;5;5;4;2,5;5;5;4;2,MICOS complex subunit MIC60,IMMT,sp|Q16891|MIC60_HUMAN MICOS complex subunit MIC60 OS=Homo sapiens OX=9606 GN=IMMT PE=1 SV=1;tr|C9J406|C9J406_HUMAN MICOS complex subunit MIC60 OS=Homo sapiens OX=9606 GN=IMMT PE=1 SV=1;tr|B9A067|B9A067_HUMAN MICOS complex subunit MIC60 OS=Homo sapiens OX=9,5,5,11.1,758
DKC1,0.1282066927,0.337359774823061,0,O60832;C9IYT0;H7C0M1;H7C2Q9;H7BZF2,O60832;C9IYT0;H7C0M1;H7C2Q9,4;4;3;2;1,4;4;3;2;1,4;4;3;2;1,H/ACA ribonucleoprotein complex subunit 4,DKC1,sp|O60832|DKC1_HUMAN H/ACA ribonucleoprotein complex subunit DKC1 OS=Homo sapiens OX=9606 GN=DKC1 PE=1 SV=3;tr|C9IYT0|C9IYT0_HUMAN H/ACA ribonucleoprotein complex subunit DKC1 (Fragment) OS=Homo sapiens OX=9606 GN=DKC1 PE=1 SV=8;tr|H7C0M1|H7C0M1_HUMAN H/AC,4,4,8.9,514
PDCD10,0.2711184372,0.269271059559723,0,Q9BUL8;H7C5M9;C9JSA3;C9JND6;C9J6F3;C9J5C3;F8WDF3;C9J932;C9J363,Q9BUL8;H7C5M9;C9JSA3;C9JND6;C9J6F3;C9J5C3;F8WDF3;C9J932;C9J363,2;2;2;2;2;2;1;1;1,2;2;2;2;2;2;1;1;1,2;2;2;2;2;2;1;1;1,Programmed cell death protein 10,PDCD10,sp|Q9BUL8|PDC10_HUMAN Programmed cell death protein 10 OS=Homo sapiens OX=9606 GN=PDCD10 PE=1 SV=1;tr|H7C5M9|H7C5M9_HUMAN Programmed cell death protein 10 (Fragment) OS=Homo sapiens OX=9606 GN=PDCD10 PE=1 SV=1;tr|C9JSA3|C9JSA3_HUMAN Programmed cell death p,2,2,8.5,212
ATP5J2-PTCD1;ATP5J2,0.0144308565,0.953097082170986,0,C9JJT5;G3V325;P56134;C9JU26,C9JJT5;G3V325;P56134;C9JU26,3;3;2;2,3;3;2;2,3;3;2;2,"ATP synthase subunit f, mitochondrial",ATP5J2-PTCD1;ATP5J2,"tr|C9JJT5|C9JJT5_HUMAN ATP5MF-PTCD1 readthrough OS=Homo sapiens OX=9606 GN=ATP5MF-PTCD1 PE=4 SV=2;tr|G3V325|G3V325_HUMAN ATP5MF-PTCD1 readthrough OS=Homo sapiens OX=9606 GN=ATP5MF-PTCD1 PE=4 SV=1;sp|P56134|ATPK_HUMAN ATP synthase subunit f, mitochondrial O",3,3,63,54
POLR2H,-1.7916911972,0.000175136671791069,1,P52434;C9JLU1,P52434;C9JLU1,3;3,3;3,3;3,"DNA-directed RNA polymerases I, II, and III subunit RPABC3",POLR2H,"sp|P52434|RPAB3_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC3 OS=Homo sapiens OX=9606 GN=POLR2H PE=1 SV=4;tr|C9JLU1|C9JLU1_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC3 (Fragment) OS=Homo sapiens OX=9606 GN=POLR2H PE=1",3,3,32,150
L2HGDH,-0.3789185158,0.0818333852000526,0,Q9H9P8;C9JVN9;G3V272,Q9H9P8;C9JVN9,5;5;1,5;5;1,5;5;1,"L-2-hydroxyglutarate dehydrogenase, mitochondrial",L2HGDH,"sp|Q9H9P8|L2HDH_HUMAN L-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=L2HGDH PE=1 SV=3;tr|C9JVN9|C9JVN9_HUMAN L-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=L2HGDH PE=1 SV=1",5,5,14.3,463
RPL22L1,0.2146562152,0.535034156038206,0,Q6P5R6;C9JYQ9;H0Y8C2,Q6P5R6;C9JYQ9;H0Y8C2,6;6;6,3;3;3,3;3;3,60S ribosomal protein L22-like 1,RPL22L1,sp|Q6P5R6|RL22L_HUMAN 60S ribosomal protein L22-like 1 OS=Homo sapiens OX=9606 GN=RPL22L1 PE=1 SV=2;tr|C9JYQ9|C9JYQ9_HUMAN 60S ribosomal protein L22-like 1 OS=Homo sapiens OX=9606 GN=RPL22L1 PE=1 SV=1;tr|H0Y8C2|H0Y8C2_HUMAN 60S ribosomal protein L22-like 1,6,3,52.5,122
RFC4,-0.7020892589,0.0115630821019739,0,P35249;C9JZI1;C9J8M3;C9JTT7;C9JXZ7;C9JGY5;F8WE44;H7C1P0,P35249;C9JZI1;C9J8M3;C9JTT7,11;11;9;7;5;2;2;2,11;11;9;7;5;2;2;2,11;11;9;7;5;2;2;2,Replication factor C subunit 4,RFC4,sp|P35249|RFC4_HUMAN Replication factor C subunit 4 OS=Homo sapiens OX=9606 GN=RFC4 PE=1 SV=2;tr|C9JZI1|C9JZI1_HUMAN Replication factor C subunit 4 OS=Homo sapiens OX=9606 GN=RFC4 PE=1 SV=1;tr|C9J8M3|C9J8M3_HUMAN Replication factor C subunit 4 (Fragment) O,11,11,32.5,363
RPL32,0.2925375876,0.0757952810515125,0,P62910;D3YTB1;F8W727;D3YTI8,P62910;D3YTB1;F8W727,16;16;16;1,16;16;16;1,16;16;16;1,60S ribosomal protein L32,RPL32,sp|P62910|RL32_HUMAN 60S ribosomal protein L32 OS=Homo sapiens OX=9606 GN=RPL32 PE=1 SV=2;tr|D3YTB1|D3YTB1_HUMAN 60S ribosomal protein L32 (Fragment) OS=Homo sapiens OX=9606 GN=RPL32 PE=1 SV=1;tr|F8W727|F8W727_HUMAN 60S ribosomal protein L32 OS=Homo sapien,16,16,62.2,135
