Gene_names,FBXW8_vs_BirA_logFC,FBXW8_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_FBXW8_N1,Peptides_FBXW8_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_FBXW8_N1,Razor___unique_peptides_FBXW8_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_FBXW8_N1,Unique_peptides_FBXW8_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_FBXW8_N1,Identification_type_FBXW8_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_FBXW8_N1,Ratio_H_L_FBXW8_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_FBXW8_N1,Ratio_H_L_normalized_FBXW8_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____FBXW8_N1,Ratio_H_L_variability_____FBXW8_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_FBXW8_N1,Ratio_H_L_count_FBXW8_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_FBXW8_N1,Ratio_H_L_iso_count_FBXW8_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_FBXW8_N1,Ratio_H_L_type_FBXW8_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_FBXW8_N1____,Sequence_coverage_FBXW8_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_FBXW8_N1,Intensity_L_FBXW8_N1,Intensity_H_FBXW8_N1,Intensity_FBXW8_N2,Intensity_L_FBXW8_N2,Intensity_H_FBXW8_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_FBXW8_N1,metacell_Intensity_L_FBXW8_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
HNRNPDL,1.10215389708095,0.00639370043354965,A0A087WU03,A0A087WU03,2,2,2,,tr|A0A087WU03|A0A087WU03_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=1,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,40.4,40.4,40.4,6.7215,57,57,0.0,2.8073,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.39603,0.843,25.766,9,1,Leave out requantified,0.33858,0.32527,0.484,0.37774,1.0106,0.70866,0.91276,0.98483,,46.15,18.026,21.379,1,2,3,3,0,0,1,0,Median,Median,Median,Plateau,40.4,40.4,40.4,40.4,267060000,183700000,83359000,27175000,19945000,7229600,44137000,31308000,12829000,105540000,70283000,35260000,90205000,62165000,28040000,,,,20,10563;10564,True;True,12429;12430,33838;33839;33840;33841;33842;33843;33844;33845;33846,69613;69614;69615;69616;69617;69618;69619;69620;69621;69622;69623;69624;69625;69626;69627;69628;69629,69614;69627,,,,,-1,protein_21,quanti,quanti,quanti,quanti
MINOS1;MINOS1-NBL1,-19.6759899323469,2.58823036573873e-07,Q5TGZ0;A0A087WU07;A0A3B3IRY5;R4GMY4;R4GNA1,Q5TGZ0;A0A087WU07;A0A3B3IRY5;R4GMY4;R4GNA1,2;2;1;1;1,2;2;1;1;1,2;2;1;1;1,MICOS complex subunit MIC10,sp|Q5TGZ0|MIC10_HUMAN MICOS complex subunit MIC10 OS=Homo sapiens OX=9606 GN=MICOS10 PE=1 SV=1;tr|A0A087WU07|A0A087WU07_HUMAN MICOS complex subunit MIC10 OS=Homo sapiens OX=9606 GN=MICOS10 PE=1 SV=1;tr|A0A3B3IRY5|A0A3B3IRY5_HUMAN MICOS complex subunit MIC1,5,2,2,2,2,1,0,0,2,1,0,0,2,1,0,0,59.0,59.0,59.0,8.8081,78,78;62;39;70;71,0.0,2.5347,By MS/MS,By MS/MS,,,0.43947,1.1147,6.7279,2,1,Median,0.4253,0.45411,,,1.0629,1.169,,,,,,,1,1,0,0,1,0,0,0,Median,Median,Median,Median,59.0,14.1,0.0,0.0,51101000,35019000,16082000,16839000,12962000,3876800,34262000,22057000,12205000,0,0,0,0,0,0,,,,21,11155;12969,True;True,13099;15171,35561;40965;40966,73015;83988;83989,73015;83989,,,,,-1;-1;-1;-1;-1,protein_22,imputed MEC,imputed MEC,quanti,quanti
CTNNBL1,0.410632799540945,0.22936480830442,Q8WYA6;A0A087WUB9;A2A2P1,Q8WYA6;A0A087WUB9,7;7;1,7;7;1,7;7;1,Beta-catenin-like protein 1,sp|Q8WYA6|CTBL1_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1;tr|A0A087WUB9|A0A087WUB9_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1,3,7,7,7,2,3,4,5,2,3,4,5,2,3,4,5,14.9,14.9,14.9,65.173,563,563;568;166,0.0,4.1881,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.54688,1.0792,28.056,11,2,Leave out requantified,0.45748,0.57255,0.59338,0.49863,1.2541,1.2588,1.0677,1.0909,40.276,40.064,8.4911,23.406,2,2,3,4,0,1,0,1,Median,Median,Leave out requantified,Leave out requantified,6.0,8.0,6.6,10.1,305110000,196110000,109000000,48875000,30647000,18228000,66051000,43718000,22333000,84688000,50333000,34356000,105500000,71411000,34086000,,,,25,4257;6670;9348;10547;14588;15581;17551,True;True;True;True;True;True;True,4919;7863;11042;12413;16994;18130;20466,13275;13276;21382;21383;30145;30146;33800;33801;46081;46082;46083;46084;49127;55490,26967;26968;44268;44269;62344;69554;69555;94767;94768;94769;94770;94771;101339;114782,26968;44269;62344;69554;94767;101339;114782,,,,,-1;-1;-1,protein_26,quanti,quanti,quanti,quanti
HNRNPDL,1.34010373118857,0.00691241005642682,O14979;A0A087WUK2,O14979;A0A087WUK2,13;13,13;13,11;11,Heterogeneous nuclear ribonucleoprotein D-like,sp|O14979|HNRDL_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3;tr|A0A087WUK2|A0A087WUK2_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=1,2,13,13,11,5,5,11,10,5,5,11,10,3,3,9,8,32.6,32.6,30.2,46.437,420,420;363,0.0,25.089,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.39077,0.87133,13.97,44,9,Leave out requantified,0.29615,0.30965,0.4149,0.38545,1.0052,0.82943,0.88033,0.83033,16.776,10.792,9.0831,14.828,6,5,17,16,1,2,3,3,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,12.1,12.1,31.7,22.6,5692500000,4145000000,1547400000,704150000,547960000,156200000,611160000,460000000,151160000,2320400000,1654100000,666280000,2056700000,1482900000,573790000,,,,27,2341;2653;3719;4558;4593;10642;10643;11696;12448;13816;15718;16125;17418,True;True;True;True;True;True;True;True;True;True;True;True;True,2725;3087;4300;5288;5289;5333;5334;5335;12513;12514;13701;14579;14580;16123;16124;18295;18805;20300,7552;8533;8534;8535;8536;11646;11647;11648;11649;14233;14234;14235;14236;14353;14354;14355;14356;14357;14358;14359;14360;14361;14362;14363;34038;34039;37168;37169;39407;39408;39409;39410;39411;39412;39413;43594;43595;43596;43597;43598;43599;49562;51065;55069;55070,15546;17534;17535;17536;17537;17538;17539;23719;23720;23721;23722;23723;23724;23725;23726;23727;23728;23729;23730;29016;29017;29018;29019;29020;29253;29254;29255;29256;29257;29258;29259;29260;29261;29262;29263;29264;29265;29266;29267;29268;29269;29270;29271;29272;29273;29274;29275;29276;29277;29278;29279;29280;29281;29282;29283;29284;70035;70036;76371;76372;76373;76374;80838;80839;80840;80841;80842;80843;80844;80845;80846;80847;80848;80849;80850;80851;80852;89350;89351;89352;89353;89354;89355;89356;89357;89358;89359;102265;105537;113942,15546;17535;23730;29017;29277;70035;70036;76373;80838;89351;102265;105537;113942,2,,197,,-1;-1,protein_28,quanti,quanti,quanti,quanti
SLIRP,0.487881658516031,0.0791295053867617,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7;H0YJI1;H0YJ07;H0YJU7,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7,6;6;6;6;6;5;1;1;1,6;6;6;6;6;5;1;1;1,6;6;6;6;6;5;1;1;1,"SRA stem-loop-interacting RNA-binding protein, mitochondrial","sp|Q9GZT3|SLIRP_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 SV=1;tr|A0A087WUN7|A0A087WUN7_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 ",9,6,6,6,4,3,5,5,4,3,5,5,4,3,5,5,67.9,67.9,67.9,12.349,109,109;92;96;98;124;76;40;56;72,0.0,19.174,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.64781,1.5606,15.635,17,1,Leave out requantified,0.49915,0.66547,0.7085,0.71419,1.3419,1.977,1.3986,1.4577,25.744,25.125,15.643,23.517,4,3,5,5,0,1,0,0,Leave out requantified,Median,Leave out requantified,Leave out requantified,34.9,33.9,67.0,55.0,1164700000,695570000,469110000,198090000,131270000,66827000,203540000,123680000,79855000,392700000,227970000,164730000,370350000,212650000,157700000,,,,28,2257;5017;11212;12405;12505;13270,True;True;True;True;True;True,2623;5873;13160;14527;14648;15508,7306;7307;7308;7309;15922;35704;35705;35706;35707;39256;39257;39610;39611;41877;41878;41879;41880,15130;15131;15132;32655;32656;32657;73313;73314;73315;73316;80522;80523;81239;81240;81241;81242;81243;81244;81245;81246;81247;81248;81249;81250;81251;85905;85906;85907;85908;85909;85910;85911;85912;85913;85914;85915;85916;85917;85918;85919;85920;85921,15131;32657;73313;80522;81250;85910,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_29,quanti,quanti,quanti,quanti
GPX1,-19.7785223150008,5.14923533108617e-08,P07203;A0A2R8Y6B6;A0A087WUQ6,P07203;A0A2R8Y6B6;A0A087WUQ6,3;3;3,3;3;3,3;3;3,Glutathione peroxidase 1;Glutathione peroxidase,sp|P07203|GPX1_HUMAN Glutathione peroxidase 1 OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=4;tr|A0A2R8Y6B6|A0A2R8Y6B6_HUMAN Glutathione peroxidase 1 OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=1;tr|A0A087WUQ6|A0A087WUQ6_HUMAN Glutathione peroxidase OS=Homo sapiens ,3,3,3,3,2,1,0,0,2,1,0,0,2,1,0,0,18.7,18.7,18.7,22.088,203,203;157;202,0.011021,1.3024,By MS/MS,By MS/MS,,,6.0326,20.649,37.214,2,1,Median,6.0326,,,,20.649,,,,37.214,,,,2,0,0,0,1,0,0,0,Median,Median,Median,Median,9.9,8.9,0.0,0.0,207490000,36494000,170990000,187400000,16408000,170990000,20086000,20086000,0,0,0,0,0,0,0,,,,29,2902;3984;8966,True;True;True,3377;4611;10594,9303;12459;28908,19087;25313;25314;59909,19087;25314;59909,,,,,-1;-1;-1,protein_30,imputed MEC,imputed MEC,quanti,quanti
EIF5B,-0.983927187380555,0.00623889142711255,O60841;A0A087WUT6,O60841;A0A087WUT6,7;7,7;7,7;7,Eukaryotic translation initiation factor 5B,sp|O60841|IF2P_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4;tr|A0A087WUT6|A0A087WUT6_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=1,2,7,7,7,4,5,4,4,4,5,4,4,4,5,4,4,10.4,10.4,10.4,138.83,1220,1220;1220,0.0,9.6348,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.40481,0.91379,14.316,19,6,Leave out requantified,0.31215,0.31699,0.51299,0.45243,1.0431,0.86726,1.0838,0.92518,17.143,16.107,12.64,4.9687,5,5,4,5,2,2,1,1,Median,Leave out requantified,Leave out requantified,Leave out requantified,6.6,7.5,6.0,6.0,727060000,488670000,238390000,192110000,141760000,50347000,230380000,158660000,71719000,172500000,105520000,66984000,132070000,82727000,49343000,,,,30,5047;5695;5942;6274;6905;8998;9338,True;True;True;True;True;True;True,5907;6675;7010;7389;8143;10637;11028,16003;18037;18038;19011;19012;19013;19989;19990;19991;22133;22134;29038;29039;29040;29041;30095;30096;30097;30098,32798;36873;36874;36875;39214;39215;41133;41134;41135;45819;45820;45821;60117;60118;60119;60120;60121;62204;62205;62206;62207;62208;62209;62210;62211,32798;36875;39215;41134;45821;60117;62208,,,,,-1;-1,protein_31,quanti,quanti,quanti,quanti
BSG,-1.24651235416435,0.0267928534209627,P35613;A0A087WUV8;A0A087X2B5;R4GMX5;I3L192;R4GN83,P35613;A0A087WUV8;A0A087X2B5;R4GMX5;I3L192;R4GN83,4;4;4;3;3;2,4;4;4;3;3;2,4;4;4;3;3;2,Basigin,sp|P35613|BASI_HUMAN Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=2;tr|A0A087WUV8|A0A087WUV8_HUMAN Basigin OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=1;tr|A0A087X2B5|A0A087X2B5_HUMAN Basigin (Fragment) OS=Homo sapiens OX=9606 GN=BSG PE=1 SV=1;tr|R4GMX5|R4GMX,6,4,4,4,2,3,2,2,2,3,2,2,2,3,2,2,12.7,12.7,12.7,42.2,385,385;189;221;84;160;52,0.0,7.0279,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.52781,1.4911,25.334,10,8,Median,0.48525,0.46176,0.62581,0.65472,1.6998,1.2796,1.3022,1.3648,0.53148,29.483,25.716,29.911,2,4,2,2,2,4,0,2,Median,Median,Median,Median,6.5,9.1,6.0,6.0,486330000,309790000,176550000,100670000,66260000,34409000,208450000,141610000,66843000,102950000,59118000,43830000,74268000,42805000,31464000,,,,31,3698;5335;12972;13848,True;True;True;True,4278;6233;15174;16160,11565;11566;11567;11568;16898;40971;40972;43711;43712;43713,23559;23560;23561;23562;23563;23564;34594;84001;84002;84003;89594;89595;89596,23560;34594;84002;89595,,,,,-1;-1;-1;-1;-1;-1,protein_32,quanti,quanti,quanti,quanti
SPTBN1,0.287765906097295,0.429431955066499,Q01082;A0A087WUZ3;F8W6C1,Q01082;A0A087WUZ3,26;26;7,26;26;7,26;26;7,"Spectrin beta chain, non-erythrocytic 1","sp|Q01082|SPTB2_HUMAN Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2;tr|A0A087WUZ3|A0A087WUZ3_HUMAN Spectrin beta chain OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=1",3,26,26,26,12,18,13,11,12,18,13,11,12,18,13,11,16.8,16.8,16.8,274.61,2364,2364;2366;690,0.0,41.205,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.5337,1.1347,24.967,54,16,Leave out requantified,0.38968,0.54955,0.51982,0.47823,1.057,1.214,1.0518,0.99916,30.668,23.406,23.782,21.576,12,18,13,11,4,3,4,5,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,7.0,11.8,8.0,6.0,1839300000,1153200000,686100000,232910000,162040000,70866000,491590000,306200000,185400000,676730000,413510000,263220000,438090000,271480000,166610000,,,,32,1601;2386;3579;3997;5880;6757;7178;7348;8131;8926;9845;10096;10097;10332;10722;10870;12765;13783;14265;14276;14688;14974;14979;15389;15492;16486,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1858;2778;4145;4625;6935;7966;8445;8638;9624;10544;11596;11885;11886;12174;12602;12773;14945;16085;16618;16631;17112;17438;17443;17913;18034;19230,5207;5208;5209;7697;7698;7699;7700;11227;12492;12493;12494;18804;21654;21655;22963;22964;22965;23467;23468;26093;26094;28736;28737;28738;31559;32336;32337;32338;32339;32340;32341;33163;34258;34678;34679;40364;40365;43496;44984;44985;45024;45025;45026;45027;46379;47211;47220;47221;48564;48565;48873;48874;48875;52242;52243,10743;10744;10745;15862;15863;15864;15865;15866;15867;15868;15869;22863;25375;25376;25377;25378;25379;25380;38763;44833;44834;44835;47530;47531;47532;48545;48546;48547;53916;53917;59463;59464;59465;65005;66591;66592;66593;66594;66595;66596;66597;66598;66599;66600;66601;66602;68293;70461;71263;71264;71265;82766;82767;82768;82769;82770;89191;92190;92191;92192;92193;92194;92285;92286;92287;92288;92289;92290;92291;95390;97114;97130;97131;97132;100097;100098;100099;100776;100777;100778;100779;100780;100781;108161;108162,10743;15864;22863;25379;38763;44834;47532;48547;53917;59464;65005;66595;66602;68293;70461;71264;82770;89191;92193;92286;95390;97114;97130;100098;100780;108162,,,,,-1;-1;-1,protein_33,quanti,quanti,quanti,quanti
NAT10,-0.786332477468932,0.00836852999736019,Q9H0A0;A0A087WV29,Q9H0A0;A0A087WV29,3;3,3;3,3;3,N-acetyltransferase 10,sp|Q9H0A0|NAT10_HUMAN RNA cytidine acetyltransferase OS=Homo sapiens OX=9606 GN=NAT10 PE=1 SV=2;tr|A0A087WV29|A0A087WV29_HUMAN RNA cytidine acetyltransferase OS=Homo sapiens OX=9606 GN=NAT10 PE=1 SV=1,2,3,3,3,2,3,2,2,2,3,2,2,2,3,2,2,3.1,3.1,3.1,115.73,1025,1025;834,0.0,6.8196,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.41498,0.96622,3.0144,9,2,Leave out requantified,0.27951,0.32215,0.48292,0.46842,0.87839,0.7221,0.98241,0.9618,19.919,9.8156,0.66483,7.0641,2,3,2,2,1,1,0,0,Median,Median,Median,Median,2.3,3.1,2.3,2.3,290840000,197060000,93785000,73002000,50610000,22392000,86134000,64685000,21449000,69853000,41501000,28351000,61855000,40263000,21592000,,,,35,623;3810;6115,True;True;True,694;4399;7216,1849;1850;1851;1852;11904;19554;19555;19556;19557,3695;3696;3697;3698;3699;24215;40304;40305;40306;40307;40308;40309;40310,3695;24215;40310,,,,,-1;-1,protein_36,quanti,quanti,quanti,quanti
POLR2E,-20.3655032235341,3.32447533552373e-07,P19388;A0A087WVZ9;A0A0A0MQR7;K7EQN2;K7EJ87;A0A087WVN5;A0A087WWX0,P19388;A0A087WVZ9;A0A0A0MQR7;K7EQN2;K7EJ87;A0A087WVN5;A0A087WWX0,2;2;2;1;1;1;1,2;2;2;1;1;1;1,2;2;2;1;1;1;1,"DNA-directed RNA polymerases I, II, and III subunit RPABC1","sp|P19388|RPAB1_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens OX=9606 GN=POLR2E PE=1 SV=4;tr|A0A087WVZ9|A0A087WVZ9_HUMAN DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens OX=9606 GN=POLR2E PE=1 SV",7,2,2,2,1,2,1,0,1,2,1,0,1,2,1,0,12.4,12.4,12.4,24.551,210,210;184;204;51;68;83;134,0.0,3.7518,By MS/MS,By MS/MS,By MS/MS,,0.73822,2.6374,27.298,3,0,Plateau,0.57692,0.86112,,,1.817,2.1456,,,,36.141,,,1,2,0,0,0,0,0,0,Median,Median,Median,Median,6.7,12.4,6.7,0.0,104930000,56936000,47998000,32334000,20294000,12040000,72599000,36642000,35958000,0,0,0,0,0,0,,,,40,1158;10500,True;True,1336;12362,3680;3681;3682;33652,7457;7458;7459;7460;7461;69299,7459;69299,,,,,-1;-1;-1;-1;-1;-1;-1,protein_41,imputed MEC,imputed MEC,quanti,quanti
SH3GLB1,20.2138424366936,1.30277565258433e-07,Q9Y371;A0A087WW40,Q9Y371;A0A087WW40,2;2,2;2,2;2,Endophilin-B1,sp|Q9Y371|SHLB1_HUMAN Endophilin-B1 OS=Homo sapiens OX=9606 GN=SH3GLB1 PE=1 SV=1;tr|A0A087WW40|A0A087WW40_HUMAN Endophilin-B1 OS=Homo sapiens OX=9606 GN=SH3GLB1 PE=1 SV=1,2,2,2,2,0,0,1,2,0,0,1,2,0,0,1,2,9.9,9.9,9.9,40.796,365,365;394,0.0,6.1494,,,By MS/MS,By MS/MS,0.741,1.5708,27.654,3,0,Plateau,,,0.76232,0.59763,,,1.5881,1.1639,,,,29.76,0,0,1,2,0,0,0,0,Median,Median,Median,Median,0.0,0.0,4.1,9.9,109950000,61851000,48104000,0,0,0,0,0,0,52389000,28573000,23816000,57566000,33277000,24288000,,,,41,6404;9272,True;True,7538;10949,20385;29881;29882,42007;42008;61719;61720;61721;61722;61723;61724;61725,42007;61719,,,,,-1;-1,protein_42,quanti,quanti,imputed MEC,imputed MEC
POLD2,2.63380165532562,0.00115254656951847,P49005;F8W8R3;A0A087WWF6;C9JHC7;C9IZD2;C9J8Z7;C9JLE1;H7C1B3,P49005;F8W8R3;A0A087WWF6;C9JHC7,5;5;5;4;2;2;2;1,5;5;5;4;2;2;2;1,5;5;5;4;2;2;2;1,DNA polymerase delta subunit 2,sp|P49005|DPOD2_HUMAN DNA polymerase delta subunit 2 OS=Homo sapiens OX=9606 GN=POLD2 PE=1 SV=1;tr|F8W8R3|F8W8R3_HUMAN DNA polymerase delta subunit 2 OS=Homo sapiens OX=9606 GN=POLD2 PE=1 SV=1;tr|A0A087WWF6|A0A087WWF6_HUMAN DNA polymerase delta subunit 2 O,8,5,5,5,1,2,3,2,1,2,3,2,1,2,3,2,12.6,12.6,12.6,51.289,469,469;455;504;257;148;155;220;83,0.0,7.0382,By MS/MS,By MS/MS,By MS/MS,By MS/MS,1.3671,2.8153,74.451,9,2,Leave out requantified,0.92703,2.2451,1.3174,0.45198,2.4934,5.3717,2.6968,0.97968,,44.312,76.09,60.945,1,2,3,3,1,1,0,0,Median,Median,Leave out requantified,Median,3.0,5.5,7.2,4.3,393120000,198130000,195000000,19603000,8997400,10606000,50664000,14173000,36491000,146040000,73537000,72502000,176820000,101420000,75398000,,,,42,3916;8945;15941;15942;16480,True;True;True;True;True,4531;10567;18566;18567;19224,12238;28804;50387;50388;50389;50390;50391;50392;52228,24850;59609;104043;104044;104045;104046;104047;104048;108134,24850;59609;104043;104048;108134,,,,,-1;-1;-1;-1;-1;-1;-1;-1,protein_43,quanti,quanti,quanti,quanti
HYOU1,-0.0455343146057139,0.918749661853936,Q9Y4L1;E9PJ21;A0A087WWI4;K7EQK2;A0A087X054;A0A494C039;J3KTF1;A0A087WW13;Q9BST8;J3QQH7;J3QLE9;J3QL06,Q9Y4L1;E9PJ21;A0A087WWI4;K7EQK2;A0A087X054;A0A494C039,10;10;10;10;10;10;2;1;1;1;1;1,10;10;10;10;10;10;2;1;1;1;1;1,10;10;10;10;10;10;2;1;1;1;1;1,Hypoxia up-regulated protein 1,sp|Q9Y4L1|HYOU1_HUMAN Hypoxia up-regulated protein 1 OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1;tr|E9PJ21|E9PJ21_HUMAN Hypoxia up-regulated protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=HYOU1 PE=1 SV=1;tr|A0A087WWI4|A0A087WWI4_HUMAN Hypoxia up-regulated ,12,10,10,10,4,7,7,5,4,7,7,5,4,7,7,5,14.0,14.0,14.0,111.33,999,999;656;677;678;937;1000;224;102;147;149;154;211,0.0,21.875,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.4601,0.96186,20.701,26,9,Leave out requantified,0.37336,0.36623,0.54112,0.46721,1.5051,0.90178,1.0229,0.91275,30.04,24.604,13.489,8.2424,4,8,8,6,2,3,3,1,Linear,Leave out requantified,Leave out requantified,Leave out requantified,4.5,8.9,10.2,7.8,701050000,467190000,233860000,93042000,67814000,25228000,224520000,150020000,74496000,244290000,156990000,87305000,139200000,92369000,46831000,,,,43,2394;3669;5498;8167;14655;14733;15228;16251;16496;17771,True;True;True;True;True;True;True;True;True;True,2788;4248;6420;9665;17072;17164;17721;18953;19240;20729,7720;7721;7722;11506;17356;26221;26222;26223;46276;46277;46278;46513;46514;46515;46516;48000;51493;51494;51495;51496;51497;51498;51499;52266;52267;56191;56192,15903;15904;15905;15906;15907;15908;23431;35491;54168;54169;54170;54171;54172;95211;95212;95213;95688;95689;95690;95691;98818;106575;106576;106577;106578;106579;106580;106581;106582;106583;108199;108200;116336;116337;116338;116339,15908;23431;35491;54172;95211;95690;98818;106582;108200;116338,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_44,quanti,quanti,quanti,quanti
TRAPPC3,-2.45386648772806,0.0004149191115678,O43617;A0A087WWM0;A0A087WYS5;A6NKE1,O43617;A0A087WWM0;A0A087WYS5,3;3;2;1,3;3;2;1,3;3;2;1,Trafficking protein particle complex subunit 3,sp|O43617|TPPC3_HUMAN Trafficking protein particle complex subunit 3 OS=Homo sapiens OX=9606 GN=TRAPPC3 PE=1 SV=1;tr|A0A087WWM0|A0A087WWM0_HUMAN Trafficking protein particle complex subunit OS=Homo sapiens OX=9606 GN=TRAPPC3 PE=1 SV=1;tr|A0A087WYS5|A0A087W,4,3,3,3,3,3,1,1,3,3,1,1,3,3,1,1,18.9,18.9,18.9,20.274,180,180;188;114;118,0.0,6.6501,By MS/MS,By MS/MS,By matching,By MS/MS,0.66242,1.6418,4.6914,8,1,Leave out requantified,0.58903,0.74572,0.91534,0.77039,1.6285,1.9146,1.6614,1.5207,1.6152,10.365,,,3,3,1,1,1,0,0,0,Median,Leave out requantified,Median,Median,18.9,18.9,4.4,4.4,199750000,116580000,83172000,65771000,39388000,26383000,95300000,56013000,39287000,19262000,9857700,9404500,19417000,11320000,8097300,,,,44,4304;8872;12493,True;True;True,4973;10478;14634,13424;13425;13426;28585;28586;28587;28588;39578;39579,27299;27300;27301;27302;59175;59176;59177;59178;59179;81180;81181;81182;81183,27302;59179;81180,,,,,-1;-1;-1;-1,protein_45,quanti,quanti,quanti,quanti
