Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity DCAF17-N1,Intensity DCAF17-N2,Intensity IP-BirA-alone-N1,Intensity IP-BirA-alone-N2
P62753;A2A3R5;A2A3R7,P62753;A2A3R5;A2A3R7,2;2;1,2;2;1,2;2;1,40S ribosomal protein S6,RPS6,sp|P62753|RS6_HUMAN 40S ribosomal protein S6 OS=Homo sapiens OX=9606 GN=RPS6 PE=1 SV=1;tr|A2A3R5|A2A3R5_HUMAN 40S ribosomal protein S6 OS=Homo sapiens OX=9606 GN=RPS6 PE=1 SV=1;tr|A2A3R7|A2A3R7_HUMAN 40S ribosomal protein S6 OS=Homo sapiens OX=9606 GN=RPS6,2,2,10.8,4.15692208665737,4.02835033526782,25.911159532868,25.0410962911225
Q8IZ73;A0A087WXE2,Q8IZ73;A0A087WXE2,2;2,2;2,2;2,RNA pseudouridylate synthase domain-containing protein 2,RPUSD2,sp|Q8IZ73|RUSD2_HUMAN RNA pseudouridylate synthase domain-containing protein 2 OS=Homo sapiens OX=9606 GN=RPUSD2 PE=1 SV=2;tr|A0A087WXE2|A0A087WXE2_HUMAN RNA pseudouridylate synthase domain-containing protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=RPUSD2,2,2,6.2,4.15692208665737,4.02835033526782,23.7298265019687,23.4271358277821
Q7LG56;H0YAV1;A0A0C4DGZ6,Q7LG56;H0YAV1;A0A0C4DGZ6,3;3;2,2;2;1,2;2;1,Ribonucleoside-diphosphate reductase subunit M2 B,RRM2B,sp|Q7LG56|RIR2B_HUMAN Ribonucleoside-diphosphate reductase subunit M2 B OS=Homo sapiens OX=9606 GN=RRM2B PE=1 SV=1;tr|H0YAV1|H0YAV1_HUMAN Ribonucleoside-diphosphate reductase subunit M2 B (Fragment) OS=Homo sapiens OX=9606 GN=RRM2B PE=1 SV=1;tr|A0A0C4DGZ6|,3,2,10.5,4.15692208665737,4.02835033526782,23.9698291444995,29.3997038254143
O76021;I3L3C4;I3L3U9;J3QSV6;I3L234,O76021;I3L3C4;I3L3U9;J3QSV6;I3L234,2;2;2;2;1,2;2;2;2;1,2;2;2;2;1,Ribosomal L1 domain-containing protein 1,RSL1D1,sp|O76021|RL1D1_HUMAN Ribosomal L1 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RSL1D1 PE=1 SV=3;tr|I3L3C4|I3L3C4_HUMAN Ribosomal L1 domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=RSL1D1 PE=1 SV=1;tr|I3L3U9|I3L3U9_HUMAN Ribosom,2,2,4.1,4.15692208665737,4.02835033526782,23.7065137238289,23.0794450689574
Q8IVG5,Q8IVG5,3,2,2,Sterile alpha motif domain-containing protein 9-like,SAMD9L,sp|Q8IVG5|SAM9L_HUMAN Sterile alpha motif domain-containing protein 9-like OS=Homo sapiens OX=9606 GN=SAMD9L PE=1 SV=2,3,2,1.8,4.15692208665737,4.02835033526782,24.8205065993401,24.6453743414894
Q9Y3Z3;A0A2R8YCS7;A0A2R8YD90,Q9Y3Z3;A0A2R8YCS7;A0A2R8YD90,2;2;1,2;2;1,2;2;1,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1,SAMHD1,sp|Q9Y3Z3|SAMH1_HUMAN Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 OS=Homo sapiens OX=9606 GN=SAMHD1 PE=1 SV=2;tr|A0A2R8YCS7|A0A2R8YCS7_HUMAN Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 OS=Homo sapiens OX=9606 GN=SAMHD1 PE=1 SV=1;tr|,2,2,5.0,4.15692208665737,4.02835033526782,22.8486756579311,22.6015930806502
P01009;A0A0G2JRN3;A0A024R6I7,P01009;A0A0G2JRN3;A0A024R6I7,2;2;2,2;2;2,2;2;2,Alpha-1-antitrypsin;Short peptide from AAT,SERPINA1,sp|P01009|A1AT_HUMAN Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=3;tr|A0A0G2JRN3|A0A0G2JRN3_HUMAN Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=1;tr|A0A024R6I7|A0A024R6I7_HUMAN Alpha-1-antitrypsin OS=Homo sapiens OX=96,2,2,6.7,24.5822182596134,24.1718256699003,4.54126939241188,4.42741644991123
Q9BYW2;H7BZ93;C9JG86;H7BXT4;H7C3H4,Q9BYW2;H7BZ93;C9JG86;H7BXT4;H7C3H4,2;2;2;2;2,2;2;2;2;2,2;2;2;2;2,Histone-lysine N-methyltransferase SETD2,SETD2,sp|Q9BYW2|SETD2_HUMAN Histone-lysine N-methyltransferase SETD2 OS=Homo sapiens OX=9606 GN=SETD2 PE=1 SV=3;tr|H7BZ93|H7BZ93_HUMAN Histone-lysine N-methyltransferase SETD2 (Fragment) OS=Homo sapiens OX=9606 GN=SETD2 PE=1 SV=1;tr|C9JG86|C9JG86_HUMAN Histone-l,2,2,1.4,4.15692208665737,4.02835033526782,24.9322257308626,24.3095945884916
Q12874,Q12874,2,2,2,Splicing factor 3A subunit 3,SF3A3,sp|Q12874|SF3A3_HUMAN Splicing factor 3A subunit 3 OS=Homo sapiens OX=9606 GN=SF3A3 PE=1 SV=1,2,2,4.4,4.15692208665737,4.02835033526782,24.1478682141728,23.9846402578533
Q9BZQ2,Q9BZQ2,2,2,2,SHC SH2 domain-binding protein 1-like protein,SHCBP1L,sp|Q9BZQ2|SHP1L_HUMAN Testicular spindle-associated protein SHCBP1L OS=Homo sapiens OX=9606 GN=SHCBP1L PE=1 SV=3,2,2,4.7,4.15692208665737,4.02835033526782,24.9306616347661,24.308067339244
Q9UKG4;V9GZ66;V9GYC7,Q9UKG4;V9GZ66;V9GYC7,2;1;1,2;1;1,2;1;1,Solute carrier family 13 member 4,SLC13A4,sp|Q9UKG4|S13A4_HUMAN Solute carrier family 13 member 4 OS=Homo sapiens OX=9606 GN=SLC13A4 PE=1 SV=2;tr|V9GZ66|V9GZ66_HUMAN Solute carrier family 13 member 4 (Fragment) OS=Homo sapiens OX=9606 GN=SLC13A4 PE=4 SV=8;tr|V9GYC7|V9GYC7_HUMAN Solute carrier fami,2,2,5.4,4.15692208665737,4.02835033526782,23.7623309384628,24.6295091519413
Q00325;F8VVM2;F8VZL5;F8VWR4;F8VWQ0,Q00325;F8VVM2;F8VZL5;F8VWR4;F8VWQ0,2;2;1;1;1,2;2;1;1;1,2;2;1;1;1,"Phosphate carrier protein, mitochondrial",SLC25A3,"sp|Q00325|MPCP_HUMAN Phosphate carrier protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A3 PE=1 SV=2;tr|F8VVM2|F8VVM2_HUMAN Phosphate carrier protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A3 PE=1 SV=1;tr|F8VZL5|F8VZL5_HUMAN Phosphate carrier",2,2,4.4,4.15692208665737,4.02835033526782,24.5025778722715,24.6641091306323
Q9Y6M5,Q9Y6M5,2,2,2,Zinc transporter 1,SLC30A1,sp|Q9Y6M5|ZNT1_HUMAN Zinc transporter 1 OS=Homo sapiens OX=9606 GN=SLC30A1 PE=1 SV=3,2,2,6.3,4.15692208665737,4.02835033526782,23.8960596197741,25.3087617438785
Q96QD8;F8VUY8,Q96QD8;F8VUY8,2;1,2;1,2;1,Sodium-coupled neutral amino acid transporter 2,SLC38A2,sp|Q96QD8|S38A2_HUMAN Sodium-coupled neutral amino acid transporter 2 OS=Homo sapiens OX=9606 GN=SLC38A2 PE=1 SV=2;tr|F8VUY8|F8VUY8_HUMAN Sodium-coupled neutral amino acid transporter 2 OS=Homo sapiens OX=9606 GN=SLC38A2 PE=1 SV=1,2,2,7.3,4.15692208665737,4.02835033526782,26.1842718424596,25.9810033053832
Q01650;Q92536;Q9UM01;H0YJ95;A0A0C4DGL4;G3V4Z6,Q01650;Q92536;Q9UM01;H0YJ95;A0A0C4DGL4;G3V4Z6,2;1;1;1;1;1,2;1;1;1;1;1,2;1;1;1;1;1,Large neutral amino acids transporter small subunit 1;Y+L amino acid transporter 2;Y+L amino acid transporter 1,SLC7A5;SLC7A6;SLC7A7,sp|Q01650|LAT1_HUMAN Large neutral amino acids transporter small subunit 1 OS=Homo sapiens OX=9606 GN=SLC7A5 PE=1 SV=2;sp|Q92536|YLAT2_HUMAN Y+L amino acid transporter 2 OS=Homo sapiens OX=9606 GN=SLC7A6 PE=1 SV=3;sp|Q9UM01|YLAT1_HUMAN Y+L amino acid trans,2,2,4.1,4.15692208665737,4.02835033526782,23.1205074764445,24.7521049694139
Q14BN4;A0A5F9VB99;A0A590UJK3;A0A590UK66;A0A590UJG7;H7BZW9;B7Z964;A0A590UJT5;H7BZK0;A0A590UJ16;A0A590UJS6;A0A590UJU9;H7C3M8,Q14BN4;A0A5F9VB99;A0A590UJK3;A0A590UK66;A0A590UJG7;H7BZW9;B7Z964;A0A590UJT5;H7BZK0;A0A590UJ16;A0A590UJS6;A0A590UJU9;H7C3M8,2;2;2;1;1;1;1;1;1;1;1;1;1,2;2;2;1;1;1;1;1;1;1;1;1;1,2;2;2;1;1;1;1;1;1;1;1;1;1,Sarcolemmal membrane-associated protein,SLMAP,sp|Q14BN4|SLMAP_HUMAN Sarcolemmal membrane-associated protein OS=Homo sapiens OX=9606 GN=SLMAP PE=1 SV=1;tr|A0A5F9VB99|A0A5F9VB99_HUMAN Sarcolemmal membrane-associated protein OS=Homo sapiens OX=9606 GN=SLMAP PE=1 SV=1;tr|A0A590UJK3|A0A590UJK3_HUMAN Sarcol,2,2,3.5,23.1410999163613,22.724261668564,24.7025033034297,24.932019341095
Q8WU79;X6RCC3;A0A087WV97,Q8WU79;X6RCC3;A0A087WV97,2;2;2,2;2;2,2;2;2,Stromal membrane-associated protein 2,SMAP2,sp|Q8WU79|SMAP2_HUMAN Stromal membrane-associated protein 2 OS=Homo sapiens OX=9606 GN=SMAP2 PE=1 SV=1;tr|X6RCC3|X6RCC3_HUMAN Stromal membrane-associated protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=SMAP2 PE=1 SV=1;tr|A0A087WV97|A0A087WV97_HUMAN Stromal,2,2,5.6,4.15692208665737,4.02835033526782,24.6505329050837,24.5535032108207
Q9H4L7;F8W9M2;D6RAY8,Q9H4L7;F8W9M2;D6RAY8,2;1;1,2;1;1,2;1;1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1,SMARCAD1,sp|Q9H4L7|SMRCD_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 OS=Homo sapiens OX=9606 GN=SMARCAD1 PE=1 SV=2;tr|F8W9M2|F8W9M2_HUMAN SWI/SNF-related matrix-associated actin-dependent regula,2,2,1.9,4.15692208665737,4.02835033526782,24.0606866974135,23.8018346397202
Q92540;E9PD50;D6RAD0;E9PEK3;B1ALB4,Q92540;E9PD50;D6RAD0;E9PEK3;B1ALB4,2;2;1;1;1,2;2;1;1;1,2;2;1;1;1,Protein SMG7,SMG7,sp|Q92540|SMG7_HUMAN Protein SMG7 OS=Homo sapiens OX=9606 GN=SMG7 PE=1 SV=2;tr|E9PD50|E9PD50_HUMAN Protein SMG7 OS=Homo sapiens OX=9606 GN=SMG7 PE=1 SV=1;tr|D6RAD0|D6RAD0_HUMAN Protein SMG7 (Fragment) OS=Homo sapiens OX=9606 GN=SMG7 PE=1 SV=5;tr|E9PEK3|E9P,2,2,2.0,4.15692208665737,4.02835033526782,22.279489296501,21.1527032368812
P62314;J3QLR7;J3QLI9,P62314;J3QLR7;J3QLI9,2;1;1,2;1;1,2;1;1,Small nuclear ribonucleoprotein Sm D1,SNRPD1,sp|P62314|SMD1_HUMAN Small nuclear ribonucleoprotein Sm D1 OS=Homo sapiens OX=9606 GN=SNRPD1 PE=1 SV=1;tr|J3QLR7|J3QLR7_HUMAN Small nuclear ribonucleoprotein Sm D1 OS=Homo sapiens OX=9606 GN=SNRPD1 PE=1 SV=1;tr|J3QLI9|J3QLI9_HUMAN Small nuclear ribonucleop,2,2,20.2,4.15692208665737,4.02835033526782,25.5829647435613,25.4083066739003
P62308;A8MWD9;Q49AN9;F5H013,P62308;A8MWD9;Q49AN9;F5H013,2;2;2;2,2;2;2;2,2;2;2;2,Small nuclear ribonucleoprotein G;Putative small nuclear ribonucleoprotein G-like protein 15,SNRPG;SNRPGP15,sp|P62308|RUXG_HUMAN Small nuclear ribonucleoprotein G OS=Homo sapiens OX=9606 GN=SNRPG PE=1 SV=1;sp|A8MWD9|RUXGL_HUMAN Putative small nuclear ribonucleoprotein G-like protein 15 OS=Homo sapiens OX=9606 GN=SNRPGP15 PE=5 SV=2;tr|Q49AN9|Q49AN9_HUMAN Small nu,2,2,17.1,4.15692208665737,4.02835033526782,23.2229953156576,23.0492137484004
Q9Y5X2;C9IYC5;C9JCB9;C9J8E6;C9J014;C9J271,Q9Y5X2;C9IYC5;C9JCB9;C9J8E6;C9J014;C9J271,2;1;1;1;1;1,2;1;1;1;1;1,2;1;1;1;1;1,Sorting nexin-8,SNX8,sp|Q9Y5X2|SNX8_HUMAN Sorting nexin-8 OS=Homo sapiens OX=9606 GN=SNX8 PE=1 SV=1;tr|C9IYC5|C9IYC5_HUMAN Sorting nexin-8 (Fragment) OS=Homo sapiens OX=9606 GN=SNX8 PE=1 SV=1;tr|C9JCB9|C9JCB9_HUMAN Sorting nexin-8 (Fragment) OS=Homo sapiens OX=9606 GN=SNX8 PE=,2,2,7.3,4.15692208665737,4.02835033526782,23.4521165374308,23.4630124153042
Q9BX66;A0A0U1RQI5,Q9BX66;A0A0U1RQI5,3;2,3;2,2;2,Sorbin and SH3 domain-containing protein 1,SORBS1,sp|Q9BX66|SRBS1_HUMAN Sorbin and SH3 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SORBS1 PE=1 SV=3;tr|A0A0U1RQI5|A0A0U1RQI5_HUMAN Sorbin and SH3 domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=SORBS1 PE=1 SV=1,3,2,3.4,4.15692208665737,4.02835033526782,24.5231881519468,23.7101976952197
U5Y3L1;H7BYP4;Q9H930,U5Y3L1;H7BYP4;Q9H930,4;4;3,2;2;1,2;2;1,Nuclear body protein SP140-like protein,SP140L,tr|U5Y3L1|U5Y3L1_HUMAN Nuclear body protein SP140-like protein OS=Homo sapiens OX=9606 GN=SP140L PE=1 SV=1;tr|H7BYP4|H7BYP4_HUMAN Nuclear body protein SP140-like protein OS=Homo sapiens OX=9606 GN=SP140L PE=1 SV=2;sp|Q9H930|SP14L_HUMAN Nuclear body protein,4,2,13.9,25.5538254273119,25.0267294588622,24.6309524069672,24.3903442684044
P35321,P35321,4,2,2,Cornifin-A,SPRR1A,sp|P35321|SPR1A_HUMAN Cornifin-A OS=Homo sapiens OX=9606 GN=SPRR1A PE=1 SV=2,4,2,69.7,25.3186553393401,24.8675304144812,4.54126939241188,4.42741644991123
P22528,P22528,4,4,2,Cornifin-B,SPRR1B,sp|P22528|SPR1B_HUMAN Cornifin-B OS=Homo sapiens OX=9606 GN=SPRR1B PE=1 SV=2,4,2,61.8,27.8483437538645,27.4864848835699,4.54126939241188,4.42741644991123
P22531;P35325;Q96RM1;P22532;P35326;Q9BYE4,P22531;P35325;Q96RM1;P22532;P35326;Q9BYE4,2;1;1;1;1;1,2;1;1;1;1;1,2;1;1;1;1;1,Small proline-rich protein 2E;Small proline-rich protein 2B;Small proline-rich protein 2F;Small proline-rich protein 2D;Small proline-rich protein 2A;Small proline-rich protein 2G,SPRR2E;SPRR2B;SPRR2F;SPRR2D;SPRR2A;SPRR2G,sp|P22531|SPR2E_HUMAN Small proline-rich protein 2E OS=Homo sapiens OX=9606 GN=SPRR2E PE=2 SV=2;sp|P35325|SPR2B_HUMAN Small proline-rich protein 2B OS=Homo sapiens OX=9606 GN=SPRR2B PE=2 SV=1;sp|Q96RM1|SPR2F_HUMAN Small proline-rich protein 2F OS=Homo sapi,2,2,36.1,26.6869903040584,24.876207283329,4.54126939241188,4.42741644991123
Q7Z6B7;G5EA48,Q7Z6B7;G5EA48,3;2,3;2,2;1,SLIT-ROBO Rho GTPase-activating protein 1,SRGAP1,"sp|Q7Z6B7|SRGP1_HUMAN SLIT-ROBO Rho GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=SRGAP1 PE=1 SV=1;tr|G5EA48|G5EA48_HUMAN SLIT-ROBO Rho GTPase activating protein 1, isoform CRA_a OS=Homo sapiens OX=9606 GN=SRGAP1 PE=1 SV=1",3,2,3.1,4.15692208665737,4.02835033526782,23.1763795349304,24.7776606629985
Q76I76;F5H527;A0A3B3IS79,Q76I76;F5H527;A0A3B3IS79,2;2;2,2;2;2,2;2;2,Protein phosphatase Slingshot homolog 2,SSH2,sp|Q76I76|SSH2_HUMAN Protein phosphatase Slingshot homolog 2 OS=Homo sapiens OX=9606 GN=SSH2 PE=1 SV=1;tr|F5H527|F5H527_HUMAN Protein phosphatase Slingshot homolog 2 OS=Homo sapiens OX=9606 GN=SSH2 PE=1 SV=1;tr|A0A3B3IS79|A0A3B3IS79_HUMAN Protein phosphata,2,2,1.8,24.103095675363,23.8380199426511,21.8942286356997,23.1339774643557
Q9Y2D8;C9JIX7;S4R403,Q9Y2D8;C9JIX7;S4R403,2;1;1,2;1;1,2;1;1,Afadin- and alpha-actinin-binding protein,SSX2IP,sp|Q9Y2D8|ADIP_HUMAN Afadin- and alpha-actinin-binding protein OS=Homo sapiens OX=9606 GN=SSX2IP PE=1 SV=3;tr|C9JIX7|C9JIX7_HUMAN Afadin- and alpha-actinin-binding protein (Fragment) OS=Homo sapiens OX=9606 GN=SSX2IP PE=1 SV=1;tr|S4R403|S4R403_HUMAN Afadin,2,2,6.2,4.15692208665737,4.02835033526782,25.4768265326872,25.6031733219651
P50502;H7C3I1;Q8NFI4;F6VDH7;Q3KNR6;Q8IZP2,P50502;H7C3I1;Q8NFI4;F6VDH7;Q3KNR6;Q8IZP2,2;2;2;1;1;1,2;2;2;1;1;1,2;2;2;1;1;1,Hsc70-interacting protein;Putative protein FAM10A5;Putative protein FAM10A4,ST13;ST13P5;ST13P4,sp|P50502|F10A1_HUMAN Hsc70-interacting protein OS=Homo sapiens OX=9606 GN=ST13 PE=1 SV=2;tr|H7C3I1|H7C3I1_HUMAN Hsc70-interacting protein (Fragment) OS=Homo sapiens OX=9606 GN=ST13 PE=1 SV=1;sp|Q8NFI4|F10A5_HUMAN Putative protein FAM10A5 OS=Homo sapiens O,2,2,6.0,4.15692208665737,4.02835033526782,24.7386658442624,23.9822443896413
P42226;A0A494C0T4;A0A1W2PNW1;H0YJH6;Q5FBW6;G3V2L2;G3V2M3;G3V2H4;G3V5I8;G3V568;G3V370;G3V5K5,P42226;A0A494C0T4;A0A1W2PNW1;H0YJH6;Q5FBW6;G3V2L2;G3V2M3;G3V2H4;G3V5I8;G3V568;G3V370;G3V5K5,2;2;2;2;1;1;1;1;1;1;1;1,2;2;2;2;1;1;1;1;1;1;1;1,2;2;2;2;1;1;1;1;1;1;1;1,Signal transducer and activator of transcription 6,STAT6,sp|P42226|STAT6_HUMAN Signal transducer and activator of transcription 6 OS=Homo sapiens OX=9606 GN=STAT6 PE=1 SV=1;tr|A0A494C0T4|A0A494C0T4_HUMAN Signal transducer and activator of transcription OS=Homo sapiens OX=9606 GN=STAT6 PE=1 SV=1;tr|A0A1W2PNW1|A0A,2,2,2.5,4.15692208665737,4.02835033526782,23.9726362864109,23.6758373246865
O94804,O94804,3,2,2,Serine/threonine-protein kinase 10,STK10,sp|O94804|STK10_HUMAN Serine/threonine-protein kinase 10 OS=Homo sapiens OX=9606 GN=STK10 PE=1 SV=1,3,2,3.4,4.15692208665737,4.02835033526782,23.351781459935,24.5147867594709
Q9Y2H1;F5H277;F5H5E6;F5H0V1;F5H7Z3;F5GY51,Q9Y2H1;F5H277,4;4;1;1;1;1,2;2;1;1;1;1,2;2;1;1;1;1,Serine/threonine-protein kinase 38-like,STK38L,sp|Q9Y2H1|ST38L_HUMAN Serine/threonine-protein kinase 38-like OS=Homo sapiens OX=9606 GN=STK38L PE=1 SV=3;tr|F5H277|F5H277_HUMAN Serine/threonine-protein kinase 38-like (Fragment) OS=Homo sapiens OX=9606 GN=STK38L PE=1 SV=8,4,2,13.6,4.15692208665737,4.02835033526782,22.688549131915,23.9869377808647
Q13043;Q13188;A0A087WVN8;F5H5B4,Q13043;Q13188;A0A087WVN8;F5H5B4,2;1;1;1,2;1;1;1,2;1;1;1,Serine/threonine-protein kinase 4;Serine/threonine-protein kinase 4 37kDa subunit;Serine/threonine-protein kinase 4 18kDa subunit;Serine/threonine-protein kinase 3;Serine/threonine-protein kinase 3 36kDa subunit;Serine/threonine-protein kinase 3 20kDa subunit,STK4;STK3,sp|Q13043|STK4_HUMAN Serine/threonine-protein kinase 4 OS=Homo sapiens OX=9606 GN=STK4 PE=1 SV=2;sp|Q13188|STK3_HUMAN Serine/threonine-protein kinase 3 OS=Homo sapiens OX=9606 GN=STK3 PE=1 SV=2;tr|A0A087WVN8|A0A087WVN8_HUMAN Serine/threonine-protein kinase,2,2,5.3,4.15692208665737,4.02835033526782,22.8388822934222,23.4875073973199
Q5VSL9,Q5VSL9,2,2,2,Striatin-interacting protein 1,STRIP1,sp|Q5VSL9|STRP1_HUMAN Striatin-interacting protein 1 OS=Homo sapiens OX=9606 GN=STRIP1 PE=1 SV=1,2,2,2.7,4.15692208665737,4.02835033526782,23.8279373050757,23.5423867254336
G3V5X4;A0A0A0MRE3;Q8WXH0;G3V3D4;G3V4T3;A0A0C4DGK3,G3V5X4;A0A0A0MRE3;Q8WXH0;G3V3D4;G3V4T3;A0A0C4DGK3,2;2;1;1;1;1,2;2;1;1;1;1,2;2;1;1;1;1,Nesprin-2,SYNE2,tr|G3V5X4|G3V5X4_HUMAN Nesprin-2 OS=Homo sapiens OX=9606 GN=SYNE2 PE=1 SV=1;tr|A0A0A0MRE3|A0A0A0MRE3_HUMAN Nesprin-2 OS=Homo sapiens OX=9606 GN=SYNE2 PE=1 SV=1;sp|Q8WXH0|SYNE2_HUMAN Nesprin-2 OS=Homo sapiens OX=9606 GN=SYNE2 PE=1 SV=3;tr|G3V3D4|G3V3D4_HUMA,2,2,0.6,4.15692208665737,4.02835033526782,24.1066140554351,23.7409830135601
Q9HCH5;A0A0U1RR07;E9PRW5;E9PS29;A0A0U1RQP0,Q9HCH5;A0A0U1RR07;E9PRW5;E9PS29;A0A0U1RQP0,2;2;1;1;1,2;2;1;1;1,2;2;1;1;1,Synaptotagmin-like protein 2,SYTL2,sp|Q9HCH5|SYTL2_HUMAN Synaptotagmin-like protein 2 OS=Homo sapiens OX=9606 GN=SYTL2 PE=1 SV=3;tr|A0A0U1RR07|A0A0U1RR07_HUMAN Synaptotagmin-like protein 2 OS=Homo sapiens OX=9606 GN=SYTL2 PE=1 SV=1;tr|E9PRW5|E9PRW5_HUMAN Synaptotagmin-like protein 2 (Fragme,2,2,6.0,4.15692208665737,4.02835033526782,24.8435124408974,24.693438887963
Q96C24,Q96C24,2,2,2,Synaptotagmin-like protein 4,SYTL4,sp|Q96C24|SYTL4_HUMAN Synaptotagmin-like protein 4 OS=Homo sapiens OX=9606 GN=SYTL4 PE=1 SV=2,2,2,5.1,4.15692208665737,4.02835033526782,25.2095904990067,23.1695757961834
Q9HCD6;J3KRP9,Q9HCD6;J3KRP9,2;1,2;1,2;1,Protein TANC2,TANC2,sp|Q9HCD6|TANC2_HUMAN Protein TANC2 OS=Homo sapiens OX=9606 GN=TANC2 PE=1 SV=3;tr|J3KRP9|J3KRP9_HUMAN Protein TANC2 (Fragment) OS=Homo sapiens OX=9606 GN=TANC2 PE=1 SV=1,2,2,1.4,24.1116007440417,22.5532805464732,24.2377666154028,22.942652666509
Q92844;H7C3L4;E7EQA9;H7BZ28,Q92844;H7C3L4;E7EQA9;H7BZ28,2;2;2;1,2;2;2;1,2;2;2;1,TRAF family member-associated NF-kappa-B activator,TANK,sp|Q92844|TANK_HUMAN TRAF family member-associated NF-kappa-B activator OS=Homo sapiens OX=9606 GN=TANK PE=1 SV=2;tr|H7C3L4|H7C3L4_HUMAN TRAF family member-associated NF-kappa-B activator (Fragment) OS=Homo sapiens OX=9606 GN=TANK PE=1 SV=1;tr|E7EQA9|E7EQA,2,2,5.4,4.15692208665737,4.02835033526782,23.2334634509173,22.5321475745724
Q96NH3;A2A304,Q96NH3;A2A304,2;2,2;2,2;2,Protein broad-minded,TBC1D32,sp|Q96NH3|BROMI_HUMAN Protein broad-minded OS=Homo sapiens OX=9606 GN=TBC1D32 PE=2 SV=4;tr|A2A304|A2A304_HUMAN Protein broad-minded (Fragment) OS=Homo sapiens OX=9606 GN=TBC1D32 PE=1 SV=8,2,2,2.9,24.0247339269363,22.4766967686407,23.7831677125593,24.0625711993966
Q9BT92;F5GWH6,Q9BT92;F5GWH6,2;1,2;1,2;1,Trichoplein keratin filament-binding protein,TCHP,sp|Q9BT92|TCHP_HUMAN Trichoplein keratin filament-binding protein OS=Homo sapiens OX=9606 GN=TCHP PE=1 SV=1;tr|F5GWH6|F5GWH6_HUMAN Trichoplein keratin filament-binding protein (Fragment) OS=Homo sapiens OX=9606 GN=TCHP PE=1 SV=1,2,2,5.0,4.15692208665737,4.02835033526782,22.7442105435855,21.7083042563234
E7ETY2;A0A3B3IS06;H0Y8Y7;A0A2R8Y857;H0YA99;A0A2R8Y4M7,E7ETY2;A0A3B3IS06;H0Y8Y7,34;32;20;6;3;2,2;1;1;0;0;0,2;1;1;0;0;0,,TCOF1,tr|E7ETY2|E7ETY2_HUMAN Treacle protein OS=Homo sapiens OX=9606 GN=TCOF1 PE=1 SV=1;tr|A0A3B3IS06|A0A3B3IS06_HUMAN Treacle protein (Fragment) OS=Homo sapiens OX=9606 GN=TCOF1 PE=1 SV=1;tr|H0Y8Y7|H0Y8Y7_HUMAN Treacle protein OS=Homo sapiens OX=9606 GN=TCOF1 P,34,2,27.2,4.15692208665737,4.02835033526782,25.6563006860336,25.0436431206338
O95551;X6R5A3,O95551;X6R5A3,2;2,2;2,2;2,Tyrosyl-DNA phosphodiesterase 2,TDP2,"sp|O95551|TYDP2_HUMAN Tyrosyl-DNA phosphodiesterase 2 OS=Homo sapiens OX=9606 GN=TDP2 PE=1 SV=1;tr|X6R5A3|X6R5A3_HUMAN TRAF and TNF receptor associated protein, isoform CRA_b OS=Homo sapiens OX=9606 GN=TDP2 PE=1 SV=1",2,2,5.5,24.1893335378956,23.9292458880555,23.4641348925917,23.8264113524273
Q92734;C9JTY3;C9JUE0;C9JJP5,Q92734;C9JTY3;C9JUE0;C9JJP5,2;2;2;2,2;2;2;2,2;2;2;2,Protein TFG,TFG,sp|Q92734|TFG_HUMAN Protein TFG OS=Homo sapiens OX=9606 GN=TFG PE=1 SV=2;tr|C9JTY3|C9JTY3_HUMAN Protein TFG (Fragment) OS=Homo sapiens OX=9606 GN=TFG PE=1 SV=1;tr|C9JUE0|C9JUE0_HUMAN Protein TFG (Fragment) OS=Homo sapiens OX=9606 GN=TFG PE=1 SV=1;tr|C9JJP5,2,2,7.2,4.15692208665737,4.02835033526782,26.0498674424151,25.2715966717141
