Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity TLE1-N1,Intensity TLE1-N2,Intensity BirA-alone-N1,Intensity BirA-alone-N2
A0A087WT21;Q9BXF3;B7WPH3;A0A0R4J2E1,A0A087WT21;Q9BXF3,4;3;1;1,4;3;1;1,4;3;1;1,Cat eye syndrome critical region protein 2,CECR2,tr|A0A087WT21|A0A087WT21_HUMAN Cat eye syndrome critical region protein 2 OS=Homo sapiens OX=9606 GN=CECR2 PE=1 SV=1;sp|Q9BXF3|CECR2_HUMAN Cat eye syndrome critical region protein 2 OS=Homo sapiens OX=9606 GN=CECR2 PE=1 SV=2,4,4,4.3,25.4942689192881,24.3325845856539,23.6390933602238,24.2284287167324
Q9Y4F5;J3KQR7,Q9Y4F5;J3KQR7,4;4,4;4,4;4,Centrosomal protein of 170 kDa protein B,CEP170B,sp|Q9Y4F5|C170B_HUMAN Centrosomal protein of 170 kDa protein B OS=Homo sapiens OX=9606 GN=CEP170B PE=1 SV=4;tr|J3KQR7|J3KQR7_HUMAN Centrosomal protein of 170 kDa protein B OS=Homo sapiens OX=9606 GN=CEP170B PE=1 SV=1,4,4,3.5,4.55156783181132,4.41900817165282,23.9117767090589,24.1191779785507
Q8IW35;E9PG22;F8WF91;H7C4Y5,Q8IW35;E9PG22;F8WF91,4;4;2;1,4;4;2;1,4;4;2;1,Centrosomal protein of 97 kDa,CEP97,sp|Q8IW35|CEP97_HUMAN Centrosomal protein of 97 kDa OS=Homo sapiens OX=9606 GN=CEP97 PE=1 SV=1;tr|E9PG22|E9PG22_HUMAN Centrosomal protein of 97 kDa OS=Homo sapiens OX=9606 GN=CEP97 PE=1 SV=1;tr|F8WF91|F8WF91_HUMAN Centrosomal protein of 97 kDa OS=Homo sapi,4,4,5.9,4.55156783181132,4.41900817165282,25.4331032540375,25.5009685177974
Q9H444,Q9H444,4,4,4,Charged multivesicular body protein 4b,CHMP4B,sp|Q9H444|CHM4B_HUMAN Charged multivesicular body protein 4b OS=Homo sapiens OX=9606 GN=CHMP4B PE=1 SV=1,4,4,22.8,23.7358286849589,23.3689027861458,26.667632197196,26.6207279270555
O14578;H7BYJ3,O14578;H7BYJ3,4;3,4;3,4;3,Citron Rho-interacting kinase,CIT,sp|O14578|CTRO_HUMAN Citron Rho-interacting kinase OS=Homo sapiens OX=9606 GN=CIT PE=1 SV=2;tr|H7BYJ3|H7BYJ3_HUMAN Citron Rho-interacting kinase (Fragment) OS=Homo sapiens OX=9606 GN=CIT PE=1 SV=1,4,4,2.8,4.55156783181132,4.41900817165282,24.0806653135036,24.4563218249459
E7ERI8;E7EW49;O75122;E3W994;J3KR49;A0A0U1RQI6;B3KR06;E7ENG2;C9J668;H7C4X8;H7C4I5;H7C5M8;D6RBU8,E7ERI8;E7EW49;O75122;E3W994;J3KR49;A0A0U1RQI6,8;8;7;7;7;7;2;2;1;1;1;1;1,4;4;3;3;3;3;2;2;1;1;0;0;1,4;4;3;3;3;3;2;2;1;1;0;0;1,CLIP-associating protein 2,CLASP2,tr|E7ERI8|E7ERI8_HUMAN CLIP-associating protein 2 OS=Homo sapiens OX=9606 GN=CLASP2 PE=1 SV=1;tr|E7EW49|E7EW49_HUMAN CLIP-associating protein 2 OS=Homo sapiens OX=9606 GN=CLASP2 PE=1 SV=1;sp|O75122|CLAP2_HUMAN CLIP-associating protein 2 OS=Homo sapiens OX=,8,4,6.8,4.55156783181132,4.41900817165282,24.039005367772,22.6496780785746
O15516;H7C0J4;C9JK03;H7C0Z2;H7BZA3,O15516,5;1;1;1;1,5;1;1;1;1,4;0;0;0;0,Circadian locomoter output cycles protein kaput,CLOCK,sp|O15516|CLOCK_HUMAN Circadian locomoter output cycles protein kaput OS=Homo sapiens OX=9606 GN=CLOCK PE=1 SV=1,5,4,7.6,27.0721427470341,25.726790040369,4.43729856701432,4.39899271413031
Q00610;A0A087WVQ6,Q00610;A0A087WVQ6,4;4,4;4,4;4,Clathrin heavy chain 1;Clathrin heavy chain,CLTC,sp|Q00610|CLH1_HUMAN Clathrin heavy chain 1 OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=5;tr|A0A087WVQ6|A0A087WVQ6_HUMAN Clathrin heavy chain OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=1,4,4,3.3,4.55156783181132,4.41900817165282,25.1166818629242,23.8322904968883
P35606;D6RBZ7;D6RCL6;D6RBG7;D6RBT6;H0YAC7;D6R997,P35606,4;1;1;1;1;1;1,4;1;1;1;1;1;1,4;1;1;1;1;1;1,Coatomer subunit beta,COPB2,sp|P35606|COPB2_HUMAN Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB2 PE=1 SV=2,4,4,5.5,4.55156783181132,4.41900817165282,25.9553783565265,25.4400922996791
P98082;D6REB1;D6RIA5;D6RFF7,P98082,4;1;1;1,4;1;1;1,4;1;1;1,Disabled homolog 2,DAB2,sp|P98082|DAB2_HUMAN Disabled homolog 2 OS=Homo sapiens OX=9606 GN=DAB2 PE=1 SV=3,4,4,6.0,4.55156783181132,4.41900817165282,25.8585405300153,25.5436556255197
Q92841;A0A1X7SBZ2;A0A5H1ZRQ2;A0A1W2PQ51;A0A0U1RQJ0,Q92841;A0A1X7SBZ2;A0A5H1ZRQ2;A0A1W2PQ51,14;14;14;14;1,4;4;4;4;0,4;4;4;4;0,Probable ATP-dependent RNA helicase DDX17,DDX17,sp|Q92841|DDX17_HUMAN Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens OX=9606 GN=DDX17 PE=1 SV=2;tr|A0A1X7SBZ2|A0A1X7SBZ2_HUMAN Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens OX=9606 GN=DDX17 PE=1 SV=1;tr|A0A5H1ZRQ2|A0A5H1ZRQ2_HUMAN Pr,14,4,18.7,25.5924914832887,25.5932326718733,4.43729856701432,4.39899271413031
Q9UHI6,Q9UHI6,4,4,4,Probable ATP-dependent RNA helicase DDX20,DDX20,sp|Q9UHI6|DDX20_HUMAN Probable ATP-dependent RNA helicase DDX20 OS=Homo sapiens OX=9606 GN=DDX20 PE=1 SV=2,4,4,5.7,23.8892974809705,25.5127691512491,23.4904233623335,23.1269476671942
Q96GQ7;B7Z6D5;A0A087WYH5;A0A087X059,Q96GQ7;B7Z6D5,4;4;1;1,4;4;1;1,4;4;1;1,Probable ATP-dependent RNA helicase DDX27,DDX27,sp|Q96GQ7|DDX27_HUMAN Probable ATP-dependent RNA helicase DDX27 OS=Homo sapiens OX=9606 GN=DDX27 PE=1 SV=2;tr|B7Z6D5|B7Z6D5_HUMAN Probable ATP-dependent RNA helicase DDX27 OS=Homo sapiens OX=9606 GN=DDX27 PE=1 SV=1,4,4,6.2,4.55156783181132,4.41900817165282,25.7194972406067,25.0086406226979
O60231;Q5SQH5;A0A140T8Y5;A0A140T947;A0A140T9T4,O60231;Q5SQH5;A0A140T8Y5,5;4;4;2;1,4;4;4;1;1,4;4;4;1;1,Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16,DHX16,"sp|O60231|DHX16_HUMAN Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 OS=Homo sapiens OX=9606 GN=DHX16 PE=1 SV=2;tr|Q5SQH5|Q5SQH5_HUMAN DEAH (Asp-Glu-Ala-His) box polypeptide 16, isoform CRA_a OS=Homo sapiens OX=9606 GN=DHX16 PE=1 SV=1;tr|A0A140T",5,4,5.1,4.55156783181132,4.41900817165282,23.2300216087958,24.7549612872036
Q9H2U1;E7EWK3;A0A0G2JRP3;H7C5F5;A0A0G2JQU7,Q9H2U1;E7EWK3,4;4;1;1;1,4;4;1;1;1,4;4;1;1;1,ATP-dependent RNA helicase DHX36,DHX36,sp|Q9H2U1|DHX36_HUMAN ATP-dependent DNA/RNA helicase DHX36 OS=Homo sapiens OX=9606 GN=DHX36 PE=1 SV=2;tr|E7EWK3|E7EWK3_HUMAN ATP-dependent DNA/RNA helicase DHX36 (Fragment) OS=Homo sapiens OX=9606 GN=DHX36 PE=1 SV=1,4,4,5.0,4.55156783181132,4.41900817165282,24.2722732493907,24.4843145060726
Q14562;F5H658,Q14562;F5H658,5;5,4;4,4;4,ATP-dependent RNA helicase DHX8,DHX8,sp|Q14562|DHX8_HUMAN ATP-dependent RNA helicase DHX8 OS=Homo sapiens OX=9606 GN=DHX8 PE=1 SV=1;tr|F5H658|F5H658_HUMAN ATP-dependent RNA helicase DHX8 OS=Homo sapiens OX=9606 GN=DHX8 PE=1 SV=1,5,4,6.9,24.3847568788724,24.3417384281949,24.9489115020399,23.8483318134465
O75937;S4R3J5,O75937,4;1,4;1,4;1,DnaJ homolog subfamily C member 8,DNAJC8,sp|O75937|DNJC8_HUMAN DnaJ homolog subfamily C member 8 OS=Homo sapiens OX=9606 GN=DNAJC8 PE=1 SV=2,4,4,19.4,4.55156783181132,4.41900817165282,27.524474043121,27.3943571031094
P26358;K7ENQ6;K7ERQ1;K7ELB1;K7EJL0,P26358;K7ENQ6,4;2;1;1;1,4;2;1;1;1,4;2;1;1;1,DNA (cytosine-5)-methyltransferase 1,DNMT1,sp|P26358|DNMT1_HUMAN DNA (cytosine-5)-methyltransferase 1 OS=Homo sapiens OX=9606 GN=DNMT1 PE=1 SV=2;tr|K7ENQ6|K7ENQ6_HUMAN DNA (cytosine-5)-methyltransferase 1 (Fragment) OS=Homo sapiens OX=9606 GN=DNMT1 PE=1 SV=1,4,4,2.7,4.55156783181132,4.41900817165282,25.6140295028693,23.440884371292
Q9NX74;H3BQX4;H3BM64;I3L4H0;I3L4Y9;J3QLD5;E7EUN9;I3L0K0;H3BMK6;I3L1K5;H3BRI6;H3BSF3;H3BTR3,Q9NX74;H3BQX4;H3BM64;I3L4H0;I3L4Y9;J3QLD5;E7EUN9;I3L0K0;H3BMK6;I3L1K5,4;3;3;3;3;3;3;2;2;2;1;1;1,4;3;3;3;3;3;3;2;2;2;1;1;1,4;3;3;3;3;3;3;2;2;2;1;1;1,tRNA-dihydrouridine(20) synthase [NAD(P)+]-like,DUS2,sp|Q9NX74|DUS2L_HUMAN tRNA-dihydrouridine(20) synthase [NAD(P)+]-like OS=Homo sapiens OX=9606 GN=DUS2 PE=1 SV=1;tr|H3BQX4|H3BQX4_HUMAN tRNA-dihydrouridine(20) synthase [NAD(P)+]-like (Fragment) OS=Homo sapiens OX=9606 GN=DUS2 PE=1 SV=2;tr|H3BM64|H3BM64_HUM,4,4,10.1,4.55156783181132,4.41900817165282,25.2489088203945,24.3326528708292
O14640;P54792;A0A087WWA7;A0A0J9YYK1,O14640;P54792;A0A087WWA7,9;7;5;1,7;5;4;1,4;2;4;0,Segment polarity protein dishevelled homolog DVL-1;Putative segment polarity protein dishevelled homolog DVL1P1,DVL1;DVL1P1,sp|O14640|DVL1_HUMAN Segment polarity protein dishevelled homolog DVL-1 OS=Homo sapiens OX=9606 GN=DVL1 PE=1 SV=2;sp|P54792|DVLP1_HUMAN Putative segment polarity protein dishevelled homolog DVL1P1 OS=Homo sapiens OX=9606 GN=DVL1P1 PE=5 SV=1;tr|A0A087WWA7|A,9,4,17.1,27.5898514708548,27.6183492042727,4.43729856701432,4.39899271413031
Q13409;E7EQL5;E9PGG1;E7EU01;E7EUM4;E7ERR6;E7ERH4;E7ET01;E7ETL8;E7EQU2;E7ESD3;E7EMU4;E7EV09,Q13409;E7EQL5;E9PGG1;E7EU01;E7EUM4;E7ERR6;E7ERH4;E7ET01;E7ETL8;E7EQU2;E7ESD3;E7EMU4;E7EV09,4;3;2;2;2;2;2;2;2;2;2;2;2,4;3;2;2;2;2;2;2;2;2;2;2;2,4;3;2;2;2;2;2;2;2;2;2;2;2,Cytoplasmic dynein 1 intermediate chain 2,DYNC1I2,sp|Q13409|DC1I2_HUMAN Cytoplasmic dynein 1 intermediate chain 2 OS=Homo sapiens OX=9606 GN=DYNC1I2 PE=1 SV=3;tr|E7EQL5|E7EQL5_HUMAN Cytoplasmic dynein 1 intermediate chain 2 (Fragment) OS=Homo sapiens OX=9606 GN=DYNC1I2 PE=1 SV=1;tr|E9PGG1|E9PGG1_HUMAN Cyt,4,4,7.8,4.55156783181132,4.41900817165282,24.7738434757309,24.5539718655667
O43237;B4E2E0;J3KRI4;H3BUM4,O43237;B4E2E0,4;2;1;1,4;2;1;1,4;2;1;1,Cytoplasmic dynein 1 light intermediate chain 2,DYNC1LI2,sp|O43237|DC1L2_HUMAN Cytoplasmic dynein 1 light intermediate chain 2 OS=Homo sapiens OX=9606 GN=DYNC1LI2 PE=1 SV=1;tr|B4E2E0|B4E2E0_HUMAN Dynein light intermediate chain OS=Homo sapiens OX=9606 GN=DYNC1LI2 PE=1 SV=1,4,4,9.3,4.55156783181132,4.41900817165282,26.5390172531954,25.3881447624947
Q05639;A0A2U3TZH3;A0A2R8Y488;A0A2R8Y660;A0A2R8YDN5,Q05639;A0A2U3TZH3;A0A2R8Y488,12;12;6;5;4,4;4;1;1;1,4;4;1;1;1,Elongation factor 1-alpha 2,EEF1A2,sp|Q05639|EF1A2_HUMAN Elongation factor 1-alpha 2 OS=Homo sapiens OX=9606 GN=EEF1A2 PE=1 SV=1;tr|A0A2U3TZH3|A0A2U3TZH3_HUMAN Elongation factor 1-alpha OS=Homo sapiens OX=9606 GN=EEF1A2 PE=1 SV=1;tr|A0A2R8Y488|A0A2R8Y488_HUMAN Elongation factor 1-alpha 2 (F,12,4,37.8,4.55156783181132,4.41900817165282,27.8756656521112,27.3994186232703
P24534;F8WF65;F2Z2G2;C9JZW3,P24534,4;1;1;1,4;1;1;1,4;1;1;1,Elongation factor 1-beta,EEF1B2,sp|P24534|EF1B_HUMAN Elongation factor 1-beta OS=Homo sapiens OX=9606 GN=EEF1B2 PE=1 SV=3,4,4,24.4,4.55156783181132,4.41900817165282,27.4493954053509,27.6581954627343
P20042,P20042,4,4,4,Eukaryotic translation initiation factor 2 subunit 2,EIF2S2,sp|P20042|IF2B_HUMAN Eukaryotic translation initiation factor 2 subunit 2 OS=Homo sapiens OX=9606 GN=EIF2S2 PE=1 SV=2,4,4,18.6,4.55156783181132,4.41900817165282,26.4283983847963,25.5779856373819
Q5R3F8;P0C7U0,Q5R3F8,4;1,4;1,4;1,Protein phosphatase 1 regulatory subunit 29,ELFN2,sp|Q5R3F8|PPR29_HUMAN Protein phosphatase 1 regulatory subunit 29 OS=Homo sapiens OX=9606 GN=ELFN2 PE=1 SV=1,4,4,7.8,4.55156783181132,4.41900817165282,24.3825158499409,26.256775067658
P41970;F8VUJ0;H0YIH6,P41970;F8VUJ0,4;2;1,4;2;1,4;2;1,ETS domain-containing protein Elk-3,ELK3,sp|P41970|ELK3_HUMAN ETS domain-containing protein Elk-3 OS=Homo sapiens OX=9606 GN=ELK3 PE=1 SV=2;tr|F8VUJ0|F8VUJ0_HUMAN ETS domain-containing protein Elk-3 (Fragment) OS=Homo sapiens OX=9606 GN=ELK3 PE=1 SV=8,4,4,15.0,25.9384500171054,25.7801915097535,4.43729856701432,4.39899271413031
P14921,P14921,4,4,4,Protein C-ets-1,ETS1,sp|P14921|ETS1_HUMAN Protein C-ets-1 OS=Homo sapiens OX=9606 GN=ETS1 PE=1 SV=1,4,4,13.4,26.0776738790905,25.9929127576126,4.43729856701432,4.39899271413031
Q9H098;C9J6N5;C9JQ40;C9JW51;A0A1C7CYX8;C9J3Q3;C9JYP1;C9J6Y8;X6RET8;C9JP05;F8WCJ2,Q9H098;C9J6N5;C9JQ40;C9JW51;A0A1C7CYX8;C9J3Q3;C9JYP1;C9J6Y8;X6RET8;C9JP05,4;4;4;4;4;3;2;2;2;2;1,4;4;4;4;4;3;2;2;2;2;1,4;4;4;4;4;3;2;2;2;2;1,Protein FAM107B,FAM107B,sp|Q9H098|F107B_HUMAN Protein FAM107B OS=Homo sapiens OX=9606 GN=FAM107B PE=1 SV=1;tr|C9J6N5|C9J6N5_HUMAN Protein FAM107B (Fragment) OS=Homo sapiens OX=9606 GN=FAM107B PE=1 SV=8;tr|C9JQ40|C9JQ40_HUMAN Protein FAM107B (Fragment) OS=Homo sapiens OX=9606 GN=F,4,4,38.9,4.55156783181132,4.41900817165282,25.0182249732908,24.5588251962515
Q9P2D6;D6RCC7;Q49AJ0;D6RFG9;E5RH68;D6REA8;E5RFQ7;H7BXC5;J3QSR3;D6RC17,Q9P2D6;D6RCC7,4;3;1;1;1;1;1;1;1;1,4;3;1;1;1;1;1;1;1;1,4;3;1;1;1;1;1;1;1;1,Protein FAM135A,FAM135A,sp|Q9P2D6|F135A_HUMAN Protein FAM135A OS=Homo sapiens OX=9606 GN=FAM135A PE=1 SV=2;tr|D6RCC7|D6RCC7_HUMAN Protein FAM135A OS=Homo sapiens OX=9606 GN=FAM135A PE=1 SV=1,4,4,2.6,4.55156783181132,4.41900817165282,24.6459789570026,24.3674638106445
Q9GZU8;H3BQQ6;H3BTI2;H3BTP8;H3BSY6;H3BP64;H3BUL4;H3BMX9;H3BPH9;H3BPF9;H3BN22;Q6P4H7;H3BSF0;H3BU93;H3BNK9,Q9GZU8;H3BQQ6;H3BTI2;H3BTP8;H3BSY6;H3BP64;H3BUL4;H3BMX9;H3BPH9;H3BPF9;H3BN22;Q6P4H7;H3BSF0;H3BU93,4;3;3;3;3;3;3;3;2;2;2;2;2;2;1,4;3;3;3;3;3;3;3;2;2;2;2;2;2;1,4;3;3;3;3;3;3;3;2;2;2;2;2;2;1,Protein FAM192A,FAM192A;NIP30,sp|Q9GZU8|PIP30_HUMAN PSME3-interacting protein OS=Homo sapiens OX=9606 GN=PSME3IP1 PE=1 SV=1;tr|H3BQQ6|H3BQQ6_HUMAN PSME3-interacting protein (Fragment) OS=Homo sapiens OX=9606 GN=PSME3IP1 PE=1 SV=1;tr|H3BTI2|H3BTI2_HUMAN PSME3-interacting protein (Fragme,4,4,17.3,26.9684015489097,25.2597946881119,26.8000824932196,26.7844413509302
A0A1B0GVL4;P78312;D6RFZ4;E7EUR8,A0A1B0GVL4;P78312;D6RFZ4;E7EUR8,4;3;3;2,4;3;3;2,4;3;3;2,Protein FAM193A,FAM193A,tr|A0A1B0GVL4|A0A1B0GVL4_HUMAN Protein FAM193A OS=Homo sapiens OX=9606 GN=FAM193A PE=1 SV=1;sp|P78312|F193A_HUMAN Protein FAM193A OS=Homo sapiens OX=9606 GN=FAM193A PE=1 SV=2;tr|D6RFZ4|D6RFZ4_HUMAN Protein FAM193A OS=Homo sapiens OX=9606 GN=FAM193A PE=1 SV,4,4,3.9,26.3042421277929,25.7804168154632,4.43729856701432,4.39899271413031
O95466;K7EJE6;K7EK60;A0A0A0MR62,O95466;K7EJE6;K7EK60,5;3;3;2,5;3;3;2,4;3;3;2,Formin-like protein 1,FMNL1,sp|O95466|FMNL1_HUMAN Formin-like protein 1 OS=Homo sapiens OX=9606 GN=FMNL1 PE=1 SV=3;tr|K7EJE6|K7EJE6_HUMAN Formin-like protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=FMNL1 PE=1 SV=1;tr|K7EK60|K7EK60_HUMAN Formin-like protein 1 OS=Homo sapiens OX=9606 G,5,4,6.3,4.55156783181132,4.41900817165282,26.2237613432261,24.6059727232619
Q5T0N5;S4R347;A0A075B6Q2,Q5T0N5;S4R347;A0A075B6Q2,4;4;3,4;4;3,4;4;3,Formin-binding protein 1-like,FNBP1L,sp|Q5T0N5|FBP1L_HUMAN Formin-binding protein 1-like OS=Homo sapiens OX=9606 GN=FNBP1L PE=1 SV=3;tr|S4R347|S4R347_HUMAN Formin-binding protein 1-like OS=Homo sapiens OX=9606 GN=FNBP1L PE=1 SV=1;tr|A0A075B6Q2|A0A075B6Q2_HUMAN Formin-binding protein 1-like (F,4,4,13.4,26.7525133612049,24.77303856879,25.10976530873,22.1381180275846
O14976;A0A087X1U9;H0Y8H5;D6RAW3,O14976;A0A087X1U9;H0Y8H5,4;2;2;1,4;2;2;1,4;2;2;1,Cyclin-G-associated kinase,GAK,sp|O14976|GAK_HUMAN Cyclin-G-associated kinase OS=Homo sapiens OX=9606 GN=GAK PE=1 SV=2;tr|A0A087X1U9|A0A087X1U9_HUMAN Cyclin-G-associated kinase OS=Homo sapiens OX=9606 GN=GAK PE=1 SV=1;tr|H0Y8H5|H0Y8H5_HUMAN Cyclin-G-associated kinase (Fragment) OS=Homo,4,4,5.5,4.55156783181132,4.41900817165282,25.3530598017107,25.117157646601
Q86YP4;C9JVY3;V9GY85;H7C3H1;C9JMI3;C9JGN4;C9JHD7;C9JJK9;V9GYX5,Q86YP4,5;2;2;2;2;2;2;2;1,4;2;2;2;2;2;2;2;1,4;2;2;2;2;2;2;2;1,Transcriptional repressor p66-alpha,GATAD2A,sp|Q86YP4|P66A_HUMAN Transcriptional repressor p66-alpha OS=Homo sapiens OX=9606 GN=GATAD2A PE=1 SV=1,5,4,10.7,24.9536256145676,24.7804668786207,23.8846475219367,24.422010340409
P52655;J3KNC0,P52655;J3KNC0,4;3,4;3,4;3,Transcription initiation factor IIA subunit 1;Transcription initiation factor IIA alpha chain;Transcription initiation factor IIA beta chain,GTF2A1,sp|P52655|TF2AA_HUMAN Transcription initiation factor IIA subunit 1 OS=Homo sapiens OX=9606 GN=GTF2A1 PE=1 SV=1;tr|J3KNC0|J3KNC0_HUMAN Transcription initiation factor IIA subunit 1 OS=Homo sapiens OX=9606 GN=GTF2A1 PE=1 SV=1,4,4,21.8,28.6252994401475,28.2992454063851,26.9842452936278,26.2929860361134
P35269;M0R0Z3;M0QXD6;M0R0R9,P35269;M0R0Z3;M0QXD6;M0R0R9,4;3;3;2,4;3;3;2,4;3;3;2,General transcription factor IIF subunit 1,GTF2F1,sp|P35269|T2FA_HUMAN General transcription factor IIF subunit 1 OS=Homo sapiens OX=9606 GN=GTF2F1 PE=1 SV=2;tr|M0R0Z3|M0R0Z3_HUMAN Transcription initiation factor IIF subunit alpha (Fragment) OS=Homo sapiens OX=9606 GN=GTF2F1 PE=1 SV=1;tr|M0QXD6|M0QXD6_HUM,4,4,11.2,4.55156783181132,4.41900817165282,26.4607492168943,25.6696878581068
P46976;G5E9W8;C9JQ42,P46976;G5E9W8;C9JQ42,4;3;3,4;3;3,4;3;3,Glycogenin-1,GYG1,"sp|P46976|GLYG_HUMAN Glycogenin-1 OS=Homo sapiens OX=9606 GN=GYG1 PE=1 SV=4;tr|G5E9W8|G5E9W8_HUMAN Glycogenin 1, isoform CRA_e OS=Homo sapiens OX=9606 GN=GYG1 PE=1 SV=1;tr|C9JQ42|C9JQ42_HUMAN Glycogenin-1 (Fragment) OS=Homo sapiens OX=9606 GN=GYG1 PE=1 SV=",4,4,16.9,4.55156783181132,4.41900817165282,27.0236914191629,26.4966935020784
P42694;J3QS41;A0A075B6R3,P42694;J3QS41;A0A075B6R3,4;4;2,4;4;2,4;4;2,Probable helicase with zinc finger domain,HELZ,sp|P42694|HELZ_HUMAN Probable helicase with zinc finger domain OS=Homo sapiens OX=9606 GN=HELZ PE=1 SV=2;tr|J3QS41|J3QS41_HUMAN Probable helicase with zinc finger domain OS=Homo sapiens OX=9606 GN=HELZ PE=1 SV=1;tr|A0A075B6R3|A0A075B6R3_HUMAN Probable heli,4,4,2.4,4.55156783181132,4.41900817165282,23.7604032187922,24.0916013174969
P62805,P62805,4,4,4,Histone H4,HIST1H4A,sp|P62805|H4_HUMAN Histone H4 OS=Homo sapiens OX=9606 GN=H4C1 PE=1 SV=2,4,4,40.8,27.4486079940002,25.9421917794562,26.8282037106271,26.963559177913
P61978;S4R457;S4R359,P61978,24;5;4,24;5;4,4;0;3,Heterogeneous nuclear ribonucleoprotein K,HNRNPK,sp|P61978|HNRPK_HUMAN Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens OX=9606 GN=HNRNPK PE=1 SV=1,24,4,57.2,32.6629936769671,32.1622795555136,31.9131001758345,32.0891997204584
Q00613;E9PMQ6;A0A087X1F9;E9PI02,Q00613;E9PMQ6;A0A087X1F9;E9PI02,4;4;3;3,4;4;3;3,4;4;3;3,Heat shock factor protein 1,HSF1,sp|Q00613|HSF1_HUMAN Heat shock factor protein 1 OS=Homo sapiens OX=9606 GN=HSF1 PE=1 SV=1;tr|E9PMQ6|E9PMQ6_HUMAN Heat shock factor protein 1 OS=Homo sapiens OX=9606 GN=HSF1 PE=1 SV=2;tr|A0A087X1F9|A0A087X1F9_HUMAN Heat shock factor protein 1 (Fragment) OS,4,4,6.8,26.263488712459,24.9658283115489,24.3945370096451,24.8469938608749
O75874;C9J4N6;P48735;C9JJE5;C9JLU6,O75874;C9J4N6,4;3;1;1;1,4;3;1;1;1,4;3;1;1;1,Isocitrate dehydrogenase [NADP] cytoplasmic,IDH1,sp|O75874|IDHC_HUMAN Isocitrate dehydrogenase [NADP] cytoplasmic OS=Homo sapiens OX=9606 GN=IDH1 PE=1 SV=2;tr|C9J4N6|C9J4N6_HUMAN Isocitrate dehydrogenase [NADP] cytoplasmic (Fragment) OS=Homo sapiens OX=9606 GN=IDH1 PE=1 SV=1,4,4,10.9,4.55156783181132,4.41900817165282,25.7994897367875,24.4544403757475
Q92551;C9JNA8,Q92551,4;1,4;1,4;1,Inositol hexakisphosphate kinase 1,IP6K1,sp|Q92551|IP6K1_HUMAN Inositol hexakisphosphate kinase 1 OS=Homo sapiens OX=9606 GN=IP6K1 PE=1 SV=3,4,4,11.1,4.55156783181132,4.41900817165282,26.0829200486565,25.9487555843722
Q15046;J3KRL2;H3BPV7;H3BVA8,Q15046,4;1;1;1,4;1;1;1,4;1;1;1,Lysine--tRNA ligase,KARS,sp|Q15046|SYK_HUMAN Lysine--tRNA ligase OS=Homo sapiens OX=9606 GN=KARS1 PE=1 SV=3,4,4,6.5,4.55156783181132,4.41900817165282,24.5645346942338,24.3472596417294
A0A3B3ISI1;A0A3B3ITI0;A0A3B3IU93;Q8WYB5;A0A3B3ISW3;A0A3B3IT63;A0A3B3IT19;A0A3B3IRI4;A0A3B3IS73;A0A3B3ISF5;A0A3B3IUA4;A0A3B3ITA4;A0A3B3ISD5;O95251;E7EUP3;A0A3B3IU70;A0A3B3ITC3;A0A3B3ISD0;A0A3B3ITP3;Q9H7Z6;H3BMX5,A0A3B3ISI1;A0A3B3ITI0;A0A3B3IU93;Q8WYB5;A0A3B3ISW3;A0A3B3IT63;A0A3B3IT19;A0A3B3IRI4;A0A3B3IS73;A0A3B3ISF5;A0A3B3IUA4;A0A3B3ITA4;A0A3B3ISD5,6;6;6;6;4;4;4;4;4;4;3;3;3;1;1;1;1;1;1;1;1,4;4;4;4;3;3;3;3;3;3;2;2;2;1;1;1;1;1;1;1;1,4;4;4;4;3;3;3;3;3;3;2;2;2;1;1;1;1;1;1;1;1,Histone acetyltransferase KAT6B,KAT6B,tr|A0A3B3ISI1|A0A3B3ISI1_HUMAN Histone acetyltransferase (Fragment) OS=Homo sapiens OX=9606 GN=KAT6B PE=1 SV=1;tr|A0A3B3ITI0|A0A3B3ITI0_HUMAN Histone acetyltransferase (Fragment) OS=Homo sapiens OX=9606 GN=KAT6B PE=1 SV=1;tr|A0A3B3IU93|A0A3B3IU93_HUMAN His,6,4,5.3,25.121195485209,24.6641091306323,4.43729856701432,4.39899271413031
