PWP1_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,-0.6627465612,0.0591680260966346,0,H3BN98;Q15041;H3BPJ2,H3BN98,8;2;2,2;2;2,2;2;2,,,tr|H3BN98|H3BN98_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=2,8,2,28.7,237
USP10;DKFZp686E14181,-0.1461628629,0.576024469945116,0,Q14694;H3BNL0;Q68D90;H3BNA1;H3BVF1,Q14694;H3BNL0;Q68D90;H3BNA1;H3BVF1,1;1;1;1;1,1;1;1;1;1,1;1;1;1;1,Ubiquitin carboxyl-terminal hydrolase 10,USP10;DKFZp686E14181,sp|Q14694|UBP10_HUMAN Ubiquitin carboxyl-terminal hydrolase 10 OS=Homo sapiens OX=9606 GN=USP10 PE=1 SV=2;tr|H3BNL0|H3BNL0_HUMAN Ubiquitin carboxyl-terminal hydrolase 10 OS=Homo sapiens OX=9606 GN=USP10 PE=1 SV=1;tr|Q68D90|Q68D90_HUMAN Ubiquitin carboxyl-t,1,1,3.1,798
RPS17,0.1346400369,0.266127945929917,0,P08708;H3BNC9;H0YN88;A0A075B716;H0YN73;A0A0J9YYC4,P08708;H3BNC9;H0YN88;A0A075B716,12;12;10;10;5;1,12;12;10;10;5;1,12;12;10;10;5;1,40S ribosomal protein S17,RPS17,sp|P08708|RS17_HUMAN 40S ribosomal protein S17 OS=Homo sapiens OX=9606 GN=RPS17 PE=1 SV=2;tr|H3BNC9|H3BNC9_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=3 SV=2;tr|H0YN88|H0YN88_HUMAN 40S ribosomal protein S17 OS=Homo sapiens OX=9606 GN=RPS17 PE=,12,12,65.2,135
HEXA,-0.2851971086,0.05206706751054,0,P06865;H3BS10;H3BP20;H3BU85;H3BTD4,P06865;H3BS10;H3BP20,3;3;3;1;1,3;3;3;1;1,3;3;3;1;1,Beta-hexosaminidase subunit alpha;Beta-hexosaminidase,HEXA,sp|P06865|HEXA_HUMAN Beta-hexosaminidase subunit alpha OS=Homo sapiens OX=9606 GN=HEXA PE=1 SV=2;tr|H3BS10|H3BS10_HUMAN Beta-hexosaminidase OS=Homo sapiens OX=9606 GN=HEXA PE=1 SV=1;tr|H3BP20|H3BP20_HUMAN Beta-hexosaminidase OS=Homo sapiens OX=9606 GN=HEXA,3,3,6.8,529
MACF1,0.79529072,0.000949213769354163,0,Q9UPN3;H3BPE1;H3BQK9;H0Y390;A0A590UJG2;A0A0A6YYJ5,Q9UPN3;H3BPE1;H3BQK9;H0Y390;A0A590UJG2,5;5;5;3;3;1,4;4;4;3;3;1,4;4;4;3;3;1,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5",MACF1,"sp|Q9UPN3|MACF1_HUMAN Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens OX=9606 GN=MACF1 PE=1 SV=4;tr|H3BPE1|H3BPE1_HUMAN Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens OX=9606 GN=MACF1 PE=1 SV=1;tr|H3BQ",5,4,1.3,7388
FUS,0.1770850784,0.358920380042341,0,P35637;H3BPE7,P35637;H3BPE7,10;10,10;10,8;8,RNA-binding protein FUS,FUS,sp|P35637|FUS_HUMAN RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1;tr|H3BPE7|H3BPE7_HUMAN RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1,10,8,17.9,526
NDUFB10,-0.2066393379,0.519422068707852,0,O96000;H3BPJ9;H3BV16,O96000;H3BPJ9;H3BV16,4;4;2,4;4;2,4;4;2,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,NDUFB10,sp|O96000|NDUBA_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 OS=Homo sapiens OX=9606 GN=NDUFB10 PE=1 SV=3;tr|H3BPJ9|H3BPJ9_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 OS=Homo sapiens OX=9606 GN=NDUFB10 PE=1 SV=1,4,4,25,172
NME3,0.0788780157,0.458231440983039,0,H3BRA8,H3BRA8,1,1,1,,NME3,tr|H3BRA8|H3BRA8_HUMAN Nucleoside diphosphate kinase 3 (Fragment) OS=Homo sapiens OX=9606 GN=NME3 PE=1 SV=1,1,1,5.7,123
HACD3,0.0368628866,0.775478314580157,0,Q9P035;H3BS72;H3BPZ1;H3BMZ1;H3BRL8,Q9P035;H3BS72;H3BPZ1,5;5;4;1;1,5;5;4;1;1,5;5;4;1;1,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3,HACD3,sp|Q9P035|HACD3_HUMAN Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 OS=Homo sapiens OX=9606 GN=HACD3 PE=1 SV=2;tr|H3BS72|H3BS72_HUMAN Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase OS=Homo sapiens OX=9606 GN=HACD3 PE=1 SV=1;tr|H3BPZ1|H3BPZ1_HUMA,5,5,23.2,362
DHX30,0.0636694938,0.613402354986378,0,Q7L2E3;H7BXY3,Q7L2E3;H7BXY3,23;23,23;23,23;23,Putative ATP-dependent RNA helicase DHX30,DHX30,sp|Q7L2E3|DHX30_HUMAN ATP-dependent RNA helicase DHX30 OS=Homo sapiens OX=9606 GN=DHX30 PE=1 SV=1;tr|H7BXY3|H7BXY3_HUMAN ATP-dependent RNA helicase DHX30 OS=Homo sapiens OX=9606 GN=DHX30 PE=1 SV=1,23,23,23.9,1194
PDIA3,0.0839121966,0.502822264156031,0,H7BZJ3,H7BZJ3,8,1,1,,PDIA3,tr|H7BZJ3|H7BZJ3_HUMAN Protein disulfide-isomerase A3 (Fragment) OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=1,8,1,58.5,123
TRIM4,-0.1421141032,0.407377330056975,0,Q9C037;H7C0Q6,Q9C037;H7C0Q6,1;1,1;1,1;1,E3 ubiquitin-protein ligase TRIM4,TRIM4,sp|Q9C037|TRIM4_HUMAN E3 ubiquitin-protein ligase TRIM4 OS=Homo sapiens OX=9606 GN=TRIM4 PE=1 SV=2;tr|H7C0Q6|H7C0Q6_HUMAN E3 ubiquitin-protein ligase TRIM4 (Fragment) OS=Homo sapiens OX=9606 GN=TRIM4 PE=1 SV=1,1,1,2.2,500
C7orf50,-2.5820557345,0.000150731933185872,1,Q9BRJ6;H7C0T1;H7C2R9;C9JQV0,Q9BRJ6;H7C0T1;H7C2R9;C9JQV0,2;2;2;1,2;2;2;1,2;2;2;1,Uncharacterized protein C7orf50,C7orf50,sp|Q9BRJ6|CG050_HUMAN Uncharacterized protein C7orf50 OS=Homo sapiens OX=9606 GN=C7orf50 PE=1 SV=1;tr|H7C0T1|H7C0T1_HUMAN Uncharacterized protein C7orf50 (Fragment) OS=Homo sapiens OX=9606 GN=C7orf50 PE=1 SV=1;tr|H7C2R9|H7C2R9_HUMAN Uncharacterized protein,2,2,10.8,194
EBNA1BP2,0.227952729,0.0845384333545537,0,Q99848;H7C2Q8,Q99848;H7C2Q8,5;5,5;5,5;5,Probable rRNA-processing protein EBP2,EBNA1BP2,"sp|Q99848|EBP2_HUMAN Probable rRNA-processing protein EBP2 OS=Homo sapiens OX=9606 GN=EBNA1BP2 PE=1 SV=2;tr|H7C2Q8|H7C2Q8_HUMAN EBNA1 binding protein 2, isoform CRA_d OS=Homo sapiens OX=9606 GN=EBNA1BP2 PE=1 SV=1",5,5,23.5,306
MRPS17;hCG_1984214,0.0013527272,0.989878858916279,0,Q9Y2R5;I3L0E3;E9PE17,Q9Y2R5;I3L0E3;E9PE17,5;5;4,5;5;4,5;5;4,"28S ribosomal protein S17, mitochondrial",MRPS17;hCG_1984214,"sp|Q9Y2R5|RT17_HUMAN 28S ribosomal protein S17, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS17 PE=1 SV=1;tr|I3L0E3|I3L0E3_HUMAN HCG1984214, isoform CRA_a OS=Homo sapiens OX=9606 GN=hCG_1984214 PE=4 SV=1;tr|E9PE17|E9PE17_HUMAN 28S ribosomal protein S17, mi",5,5,61.5,130
NSF,-0.5360160143,0.061500551048881,0,P46459;I3L0N3;I3L2G1;I3L0L3;K7EQD6,P46459;I3L0N3,12;12;1;1;1,12;12;1;1;1,12;12;1;1;1,Vesicle-fusing ATPase,NSF,sp|P46459|NSF_HUMAN Vesicle-fusing ATPase OS=Homo sapiens OX=9606 GN=NSF PE=1 SV=3;tr|I3L0N3|I3L0N3_HUMAN Vesicle-fusing ATPase OS=Homo sapiens OX=9606 GN=NSF PE=1 SV=1,12,12,17.9,744
SLC25A11,0.0739371066,0.762885560848177,0,Q02978;I3L1P8,Q02978;I3L1P8,3;3,3;3,3;3,Mitochondrial 2-oxoglutarate/malate carrier protein,SLC25A11,sp|Q02978|M2OM_HUMAN Mitochondrial 2-oxoglutarate/malate carrier protein OS=Homo sapiens OX=9606 GN=SLC25A11 PE=1 SV=3;tr|I3L1P8|I3L1P8_HUMAN Mitochondrial 2-oxoglutarate/malate carrier protein (Fragment) OS=Homo sapiens OX=9606 GN=SLC25A11 PE=1 SV=1,3,3,14,314
EIF5A;EIF5AL1;EIF5A2,-0.0273208687,0.789944580025915,0,P63241;Q6IS14;I3L397;I3L504;Q9GZV4;F8WCJ1;C9J7B5;C9J4W5,P63241;Q6IS14;I3L397;I3L504;Q9GZV4;F8WCJ1;C9J7B5;C9J4W5,10;10;10;10;8;8;8;8,10;10;10;10;8;8;8;8,10;10;10;10;8;8;8;8,Eukaryotic translation initiation factor 5A-1;Eukaryotic translation initiation factor 5A-1-like;Eukaryotic translation initiation factor 5A;Eukaryotic translation initiation factor 5A-2,EIF5A;EIF5AL1;EIF5A2,sp|P63241|IF5A1_HUMAN Eukaryotic translation initiation factor 5A-1 OS=Homo sapiens OX=9606 GN=EIF5A PE=1 SV=2;sp|Q6IS14|IF5AL_HUMAN Eukaryotic translation initiation factor 5A-1-like OS=Homo sapiens OX=9606 GN=EIF5AL1 PE=2 SV=2;tr|I3L397|I3L397_HUMAN Euka,10,10,41.6,154
ECM29;KIAA0368,-0.4246482573,0.634383783923097,0,Q5VYK3;J3KN16;R4GMY1,Q5VYK3;J3KN16,5;5;1,5;5;1,5;5;1,Proteasome-associated protein ECM29 homolog,ECM29;KIAA0368,sp|Q5VYK3|ECM29_HUMAN Proteasome adapter and scaffold protein ECM29 OS=Homo sapiens OX=9606 GN=ECPAS PE=1 SV=2;tr|J3KN16|J3KN16_HUMAN Proteasome adapter and scaffold protein ECM29 OS=Homo sapiens OX=9606 GN=ECPAS PE=1 SV=1,5,5,6.3,1845
SRSF2,-0.1829937803,0.194903887224006,0,Q01130;J3QL05;J3KP15;Q9BRL6,Q01130;J3QL05;J3KP15,7;7;7;1,7;7;7;1,7;7;7;1,Serine/arginine-rich splicing factor 2,SRSF2,sp|Q01130|SRSF2_HUMAN Serine/arginine-rich splicing factor 2 OS=Homo sapiens OX=9606 GN=SRSF2 PE=1 SV=4;tr|J3QL05|J3QL05_HUMAN Serine/arginine-rich-splicing factor 2 (Fragment) OS=Homo sapiens OX=9606 GN=SRSF2 PE=1 SV=1;tr|J3KP15|J3KP15_HUMAN Serine/argini,7,7,26.2,221
OLA1,0.3952268862,0.0488657391026298,0,Q9NTK5;J3KQ32;C9JTK6;C9JCJ9,Q9NTK5;J3KQ32,6;6;2;1,6;6;2;1,6;6;2;1,Obg-like ATPase 1,OLA1,sp|Q9NTK5|OLA1_HUMAN Obg-like ATPase 1 OS=Homo sapiens OX=9606 GN=OLA1 PE=1 SV=2;tr|J3KQ32|J3KQ32_HUMAN Obg-like ATPase 1 OS=Homo sapiens OX=9606 GN=OLA1 PE=1 SV=1,6,6,22.5,396
PTRH2,-0.1334218614,0.29074763902664,0,Q9Y3E5;J3KQ48,Q9Y3E5;J3KQ48,4;4,4;4,4;4,"Peptidyl-tRNA hydrolase 2, mitochondrial",PTRH2,"sp|Q9Y3E5|PTH2_HUMAN Peptidyl-tRNA hydrolase 2, mitochondrial OS=Homo sapiens OX=9606 GN=PTRH2 PE=1 SV=1;tr|J3KQ48|J3KQ48_HUMAN Peptidyl-tRNA hydrolase 2, mitochondrial OS=Homo sapiens OX=9606 GN=PTRH2 PE=1 SV=1",4,4,37.4,179
SUMF2,-0.0998167261,0.619220177332987,0,Q8NBJ7;J3KQJ1;C9JL30;A8MXB9;A0A494C1B1;C9J660;E9PBT8;H7C3B2;F8WA42;J3QT17;F8WEX5;E9PG02;F8WEV7;F8WES7,Q8NBJ7;J3KQJ1;C9JL30;A8MXB9;A0A494C1B1;C9J660;E9PBT8;H7C3B2;F8WA42;J3QT17,7;7;6;6;6;6;5;5;5;4;3;3;2;2,7;7;6;6;6;6;5;5;5;4;3;3;2;2,7;7;6;6;6;6;5;5;5;4;3;3;2;2,Sulfatase-modifying factor 2,SUMF2,sp|Q8NBJ7|SUMF2_HUMAN Inactive C-alpha-formylglycine-generating enzyme 2 OS=Homo sapiens OX=9606 GN=SUMF2 PE=1 SV=2;tr|J3KQJ1|J3KQJ1_HUMAN Inactive C-alpha-formylglycine-generating enzyme 2 OS=Homo sapiens OX=9606 GN=SUMF2 PE=1 SV=1;tr|C9JL30|C9JL30_HUMAN ,7,7,32.9,301
RPL36AL;RPL36A;RPL36A-HNRNPH2,0.3455404011,0.0221752180159465,0,Q969Q0;P83881;J3KQN4;H0Y5B4;H7BZ11;R4GN19,Q969Q0;P83881;J3KQN4;H0Y5B4;H7BZ11,4;4;4;3;3;1,4;4;4;3;3;1,4;4;4;3;3;1,60S ribosomal protein L36a-like;60S ribosomal protein L36a,RPL36AL;RPL36A;RPL36A-HNRNPH2,sp|Q969Q0|RL36L_HUMAN 60S ribosomal protein L36a-like OS=Homo sapiens OX=9606 GN=RPL36AL PE=1 SV=3;sp|P83881|RL36A_HUMAN 60S ribosomal protein L36a OS=Homo sapiens OX=9606 GN=RPL36A PE=1 SV=2;tr|J3KQN4|J3KQN4_HUMAN 60S ribosomal protein L36a OS=Homo sapien,4,4,19.8,106
IARS,0.3318144689,0.071200732636265,0,P41252;J3KR24;A0A0A0MSX9;Q5TCC6;Q5TCD1,P41252;J3KR24;A0A0A0MSX9,23;23;21;2;2,23;23;21;2;2,23;23;21;2;2,"Isoleucine--tRNA ligase, cytoplasmic",IARS,"sp|P41252|SYIC_HUMAN Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=IARS1 PE=1 SV=2;tr|J3KR24|J3KR24_HUMAN Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=IARS1 PE=1 SV=1;tr|A0A0A0MSX9|A0A0A0MSX9_HUMAN Isoleucine--tRNA liga",23,23,22.7,1262
TBCD,1.5646764035,0.000402471145497956,1,Q9BTW9;J3KR97;I3L163;I3L439;A0A0J9YWI5;A0A0J9YVR1;A0A0J9YYG2;A0A0J9YVU1;I3L1S3;I3L3H4;I3L131;I3L143;I3L0V3;I3L500;I3L120;A0A0J9YXU4,Q9BTW9;J3KR97;I3L163;I3L439;A0A0J9YWI5;A0A0J9YVR1,4;4;2;2;2;2;1;1;1;1;1;1;1;1;1;1,4;4;2;2;2;2;1;1;1;1;1;1;1;1;1;1,4;4;2;2;2;2;1;1;1;1;1;1;1;1;1;1,Tubulin-specific chaperone D,TBCD,sp|Q9BTW9|TBCD_HUMAN Tubulin-specific chaperone D OS=Homo sapiens OX=9606 GN=TBCD PE=1 SV=2;tr|J3KR97|J3KR97_HUMAN Tubulin-specific chaperone D OS=Homo sapiens OX=9606 GN=TBCD PE=1 SV=1;tr|I3L163|I3L163_HUMAN Tubulin-specific chaperone D (Fragment) OS=Homo,4,4,3.9,1192
NT5C,1.8239293691,0.0124537886120317,1,Q8TCD5;J3KSY6;J3KRC4,Q8TCD5;J3KSY6;J3KRC4,1;1;1,1;1;1,1;1;1,"5(3)-deoxyribonucleotidase, cytosolic type",NT5C,"sp|Q8TCD5|NT5C_HUMAN 5(3)-deoxyribonucleotidase, cytosolic type OS=Homo sapiens OX=9606 GN=NT5C PE=1 SV=2;tr|J3KSY6|J3KSY6_HUMAN 5(3)-deoxyribonucleotidase, cytosolic type OS=Homo sapiens OX=9606 GN=NT5C PE=1 SV=1;tr|J3KRC4|J3KRC4_HUMAN 5(3)-deoxyrib",1,1,6.5,201
DCXR,-0.0346967009,0.772126653925701,0,Q7Z4W1;J3KRZ4;J3KS22;J3QS45;J3KSZ5;J3QL34;J3QS36,Q7Z4W1;J3KRZ4;J3KS22,3;3;3;1;1;1;1,3;3;3;1;1;1;1,3;3;3;1;1;1;1,L-xylulose reductase,DCXR,sp|Q7Z4W1|DCXR_HUMAN L-xylulose reductase OS=Homo sapiens OX=9606 GN=DCXR PE=1 SV=2;tr|J3KRZ4|J3KRZ4_HUMAN L-xylulose reductase (Fragment) OS=Homo sapiens OX=9606 GN=DCXR PE=1 SV=1;tr|J3KS22|J3KS22_HUMAN L-xylulose reductase (Fragment) OS=Homo sapiens OX=9,3,3,8.2,244
CBX1,-0.1907963212,0.118709188083574,0,P83916;J3KS05;B5MD17;K7ELA4;C9JWS9,P83916;J3KS05;B5MD17;K7ELA4,7;7;6;4;2,6;6;5;3;2,6;6;5;3;2,Chromobox protein homolog 1,CBX1,sp|P83916|CBX1_HUMAN Chromobox protein homolog 1 OS=Homo sapiens OX=9606 GN=CBX1 PE=1 SV=1;tr|J3KS05|J3KS05_HUMAN Chromobox protein homolog 1 (Fragment) OS=Homo sapiens OX=9606 GN=CBX1 PE=1 SV=8;tr|B5MD17|B5MD17_HUMAN Chromobox protein homolog 1 (Fragment),7,6,41.6,185
ZNF207,0.1904427613,0.155197304493133,0,O43670;J3KS31;J3QRS9;X6R4W8,O43670;J3KS31;J3QRS9;X6R4W8,2;2;2;2,2;2;2;2,2;2;2;2,BUB3-interacting and GLEBS motif-containing protein ZNF207,ZNF207,sp|O43670|ZN207_HUMAN BUB3-interacting and GLEBS motif-containing protein ZNF207 OS=Homo sapiens OX=9606 GN=ZNF207 PE=1 SV=1;tr|J3KS31|J3KS31_HUMAN BUB3-interacting and GLEBS motif-containing protein ZNF207 (Fragment) OS=Homo sapiens OX=9606 GN=ZNF207 PE=1,2,2,2.9,478
NUP85,-1.2131565251,0.00428661001669086,1,Q9BW27;J3KT10;J3KSH3;J3KRC0;F5H0W7;J3QLH0;J3QL54;J3QS63;J3QL91;J3QLD4,Q9BW27;J3KT10;J3KSH3;J3KRC0;F5H0W7;J3QLH0;J3QL54,4;4;2;2;2;2;2;1;1;1,4;4;2;2;2;2;2;1;1;1,4;4;2;2;2;2;2;1;1;1,Nuclear pore complex protein Nup85,NUP85,sp|Q9BW27|NUP85_HUMAN Nuclear pore complex protein Nup85 OS=Homo sapiens OX=9606 GN=NUP85 PE=1 SV=1;tr|J3KT10|J3KT10_HUMAN Nuclear pore complex protein Nup85 OS=Homo sapiens OX=9606 GN=NUP85 PE=1 SV=1;tr|J3KSH3|J3KSH3_HUMAN Nuclear pore complex protein Nup,4,4,7.6,656
HN1,-0.2026186985,0.120308660892949,0,Q9UK76;J3KT51;F2Z3M5;J3KSH8,Q9UK76;J3KT51,6;6;2;2,6;6;2;2,6;6;2;2,"Hematological and neurological expressed 1 protein;Hematological and neurological expressed 1 protein, N-terminally processed",HN1,sp|Q9UK76|JUPI1_HUMAN Jupiter microtubule associated homolog 1 OS=Homo sapiens OX=9606 GN=JPT1 PE=1 SV=3;tr|J3KT51|J3KT51_HUMAN Jupiter microtubule-associated homolog 1 OS=Homo sapiens OX=9606 GN=JPT1 PE=1 SV=1,6,6,50.6,154
DDX5,-0.6252823761,0.00564056643256556,0,P17844;J3KTA4;J3KRZ1;J3QSF1;J3QRQ7;J3KRX8;J3KTQ4;X6RLV5;J3QR02;J3QRN5,P17844;J3KTA4,40;40;17;14;10;4;4;3;3;1,40;40;17;14;10;4;4;3;3;1,27;27;5;7;7;4;4;3;3;1,Probable ATP-dependent RNA helicase DDX5,DDX5,sp|P17844|DDX5_HUMAN Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens OX=9606 GN=DDX5 PE=1 SV=1;tr|J3KTA4|J3KTA4_HUMAN Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens OX=9606 GN=DDX5 PE=1 SV=1,40,27,52.4,614
RPL19,0.1642666931,0.154973413753647,0,P84098;J3QR09;J3KTE4,P84098;J3QR09;J3KTE4,13;13;13,13;13;13,13;13;13,60S ribosomal protein L19;Ribosomal protein L19,RPL19,sp|P84098|RL19_HUMAN 60S ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1;tr|J3QR09|J3QR09_HUMAN Ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1;tr|J3KTE4|J3KTE4_HUMAN Ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 ,13,13,42.9,196
SRSF1,0.0008918287,0.993548507490197,0,Q07955;J3KTL2;J3KSR8;J3QQV5;J3KSW7,Q07955;J3KTL2,17;17;7;5;5,17;17;7;5;5,16;16;7;5;5,Serine/arginine-rich splicing factor 1,SRSF1,sp|Q07955|SRSF1_HUMAN Serine/arginine-rich splicing factor 1 OS=Homo sapiens OX=9606 GN=SRSF1 PE=1 SV=2;tr|J3KTL2|J3KTL2_HUMAN Serine/arginine-rich-splicing factor 1 OS=Homo sapiens OX=9606 GN=SRSF1 PE=1 SV=1,17,16,59.7,248
CHERP,0.2410023583,0.0911006973676031,0,Q8IWX8;J3QK89,Q8IWX8;J3QK89,7;7,7;7,7;7,Calcium homeostasis endoplasmic reticulum protein,CHERP,sp|Q8IWX8|CHERP_HUMAN Calcium homeostasis endoplasmic reticulum protein OS=Homo sapiens OX=9606 GN=CHERP PE=1 SV=3;tr|J3QK89|J3QK89_HUMAN Calcium homeostasis endoplasmic reticulum protein OS=Homo sapiens OX=9606 GN=CHERP PE=1 SV=1,7,7,9.9,916
SNRPB;SNRPN,-0.2690641146,0.0440974363113273,0,P14678;P63162;J3QLE5;J3KRY3;S4R3P3,P14678;P63162;J3QLE5;J3KRY3;S4R3P3,7;7;7;4;4,7;7;7;4;4,7;7;7;4;4,Small nuclear ribonucleoprotein-associated proteins B and B;Small nuclear ribonucleoprotein-associated protein N,SNRPB;SNRPN,sp|P14678|RSMB_HUMAN Small nuclear ribonucleoprotein-associated proteins B and B OS=Homo sapiens OX=9606 GN=SNRPB PE=1 SV=2;sp|P63162|RSMN_HUMAN Small nuclear ribonucleoprotein-associated protein N OS=Homo sapiens OX=9606 GN=SNRPN PE=1 SV=1;tr|J3QLE5|J3QL,7,7,26.2,240
MRPS23,0.1794738137,0.283573596625227,0,Q9Y3D9;J3QLR8,Q9Y3D9;J3QLR8,8;8,8;8,8;8,"28S ribosomal protein S23, mitochondrial",MRPS23,"sp|Q9Y3D9|RT23_HUMAN 28S ribosomal protein S23, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS23 PE=1 SV=2;tr|J3QLR8|J3QLR8_HUMAN 28S ribosomal protein S23, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS23 PE=1 SV=1",8,8,31.1,190
MRPS7,-0.0739940607,0.570498484032816,0,Q9Y2R9;J3QLS3;J3KSI8;J3QQS1;J3QKW2,Q9Y2R9;J3QLS3;J3KSI8;J3QQS1;J3QKW2,10;10;9;9;6,10;10;9;9;6,10;10;9;9;6,"28S ribosomal protein S7, mitochondrial",MRPS7,"sp|Q9Y2R9|RT07_HUMAN 28S ribosomal protein S7, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS7 PE=1 SV=2;tr|J3QLS3|J3QLS3_HUMAN 28S ribosomal protein S7, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS7 PE=1 SV=1;tr|J3KSI8|J3KSI8_HUMAN 28S ribosomal protein S",10,10,41.7,242
MYL12B;MYL12A,0.4673431183,0.0159807410717149,0,O14950;P19105;J3QRS3;J3KTJ1,O14950;P19105;J3QRS3,6;6;6;2,6;6;6;2,3;3;3;0,Myosin regulatory light chain 12B;Myosin regulatory light chain 12A,MYL12B;MYL12A,sp|O14950|ML12B_HUMAN Myosin regulatory light chain 12B OS=Homo sapiens OX=9606 GN=MYL12B PE=1 SV=2;sp|P19105|ML12A_HUMAN Myosin regulatory light chain 12A OS=Homo sapiens OX=9606 GN=MYL12A PE=1 SV=2;tr|J3QRS3|J3QRS3_HUMAN Myosin regulatory light chain 12A,6,3,34.3,172
YES1;SRC,-0.6055732206,0.00256680036199242,0,P07947;J3QRU1;P12931;P06239;P07948;P08631;Q573B4;H0Y3C5;J3KPD6,P07947;J3QRU1;P12931,9;9;5;1;1;1;1;1;1,9;9;5;1;1;1;1;1;1,6;6;2;0;0;0;0;0;0,Tyrosine-protein kinase Yes;Non-specific protein-tyrosine kinase;Proto-oncogene tyrosine-protein kinase Src,YES1;SRC,sp|P07947|YES_HUMAN Tyrosine-protein kinase Yes OS=Homo sapiens OX=9606 GN=YES1 PE=1 SV=3;tr|J3QRU1|J3QRU1_HUMAN Tyrosine-protein kinase OS=Homo sapiens OX=9606 GN=YES1 PE=1 SV=1;sp|P12931|SRC_HUMAN Proto-oncogene tyrosine-protein kinase Src OS=Homo sapien,9,6,22.7,543
BUB3,-0.2745532642,0.0661313362444759,0,O43684;J3QT28;J3QSX4,O43684;J3QT28;J3QSX4,12;12;7,12;12;7,12;12;7,Mitotic checkpoint protein BUB3,BUB3,sp|O43684|BUB3_HUMAN Mitotic checkpoint protein BUB3 OS=Homo sapiens OX=9606 GN=BUB3 PE=1 SV=1;tr|J3QT28|J3QT28_HUMAN Mitotic checkpoint protein BUB3 (Fragment) OS=Homo sapiens OX=9606 GN=BUB3 PE=1 SV=1;tr|J3QSX4|J3QSX4_HUMAN Mitotic checkpoint protein BUB,12,12,48.5,328
UNC13D,0.0486983157,0.731077308953743,0,Q70J99;K7EIH3;K7EQ37,Q70J99;K7EIH3;K7EQ37,1;1;1,1;1;1,1;1;1,Protein unc-13 homolog D,UNC13D,sp|Q70J99|UN13D_HUMAN Protein unc-13 homolog D OS=Homo sapiens OX=9606 GN=UNC13D PE=1 SV=1;tr|K7EIH3|K7EIH3_HUMAN Protein unc-13 homolog D (Fragment) OS=Homo sapiens OX=9606 GN=UNC13D PE=1 SV=8;tr|K7EQ37|K7EQ37_HUMAN Protein unc-13 homolog D (Fragment) OS=,1,1,1.3,1090
DNAJC7,-0.5254833384,0.00779295018205385,0,Q99615;K7EPP7;K7ESP1;K7EIH8;K7ER44;K7EJE9;K7EJL5;K7EN19;K7EJV7;K7EK03;K7ELJ8,Q99615;K7EPP7;K7ESP1;K7EIH8;K7ER44;K7EJE9;K7EJL5;K7EN19;K7EJV7;K7EK03;K7ELJ8,4;4;4;4;3;2;2;2;2;2;2,4;4;4;4;3;2;2;2;2;2;2,4;4;4;4;3;2;2;2;2;2;2,DnaJ homolog subfamily C member 7,DNAJC7,sp|Q99615|DNJC7_HUMAN DnaJ homolog subfamily C member 7 OS=Homo sapiens OX=9606 GN=DNAJC7 PE=1 SV=2;tr|K7EPP7|K7EPP7_HUMAN DnaJ homolog subfamily C member 7 OS=Homo sapiens OX=9606 GN=DNAJC7 PE=1 SV=1;tr|K7ESP1|K7ESP1_HUMAN DnaJ homolog subfamily C member ,4,4,8.5,494
