Gene_names,TLE3_vs_BirA_logFC,TLE3_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_TLE3_N1,Peptides_TLE3_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_TLE3_N1,Razor___unique_peptides_TLE3_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_TLE3_N1,Unique_peptides_TLE3_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_TLE3_N1,Identification_type_TLE3_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_TLE3_N1,Ratio_H_L_TLE3_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_TLE3_N1,Ratio_H_L_normalized_TLE3_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____TLE3_N1,Ratio_H_L_variability_____TLE3_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_TLE3_N1,Ratio_H_L_count_TLE3_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_TLE3_N1,Ratio_H_L_iso_count_TLE3_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_TLE3_N1,Ratio_H_L_type_TLE3_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_TLE3_N1____,Sequence_coverage_TLE3_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_TLE3_N1,Intensity_L_TLE3_N1,Intensity_H_TLE3_N1,Intensity_TLE3_N2,Intensity_L_TLE3_N2,Intensity_H_TLE3_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_TLE3_N1,metacell_Intensity_L_TLE3_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
HNRNPDL,1.01915841053397,0.0240173252842168,A0A087WU03,A0A087WU03,2,2,2,,tr|A0A087WU03|A0A087WU03_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=1,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,40.4,40.4,40.4,6.7215,57,57,0.0,2.6224,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.30837,0.80036,28.942,8,0,Leave out requantified,0.33858,0.32527,0.26713,0.25914,1.0106,0.70866,0.68812,0.65224,,46.15,6.069,28.466,1,2,2,3,0,0,0,0,Median,Median,Median,Median,40.4,40.4,31.6,40.4,461830000,355720000,106110000,27175000,19945000,7229600,44137000,31308000,12829000,174380000,137890000,36488000,216140000,166570000,49567000,,,,19,13607;13608,True;True,14995;14996,38804;38805;38806;38807;38808;38809;38810;38811,73960;73961;73962;73963;73964;73965;73966;73967;73968;73969;73970,73961;73968,,,,,-1,protein_20,quanti,quanti,quanti,quanti
RNPEP,-22.3450216531062,2.82048795435819e-07,Q9H4A4;A0A087WUS4;A0A087WU27;A6NKB8;C9JMZ3,Q9H4A4;A0A087WUS4;A0A087WU27;A6NKB8,5;5;5;5;2,5;5;5;5;2,5;5;5;5;2,Aminopeptidase B,sp|Q9H4A4|AMPB_HUMAN Aminopeptidase B OS=Homo sapiens OX=9606 GN=RNPEP PE=1 SV=2;tr|A0A087WUS4|A0A087WUS4_HUMAN Aminopeptidase B (Fragment) OS=Homo sapiens OX=9606 GN=RNPEP PE=1 SV=1;tr|A0A087WU27|A0A087WU27_HUMAN Aminopeptidase B (Fragment) OS=Homo sapien,5,5,5,5,4,3,0,0,4,3,0,0,4,3,0,0,9.8,9.8,9.8,72.595,650,650;151;171;611;344,0.0,7.8673,By MS/MS,By MS/MS,,,0.33479,0.89541,19.673,7,2,Leave out requantified,0.23894,0.51062,,,0.66216,1.1354,,,21.108,33.812,,,4,3,0,0,2,0,0,0,Median,Leave out requantified,Median,Median,7.1,6.9,0.0,0.0,212830000,159500000,53329000,135470000,105730000,29743000,77362000,53775000,23587000,0,0,0,0,0,0,,,,20,600;6607;9874;12543;20304,True;True;True;True;True,635;7242;10907;13841;22216,1646;1647;18695;28237;28238;35821;57490,3039;3040;3041;36040;54288;54289;68407;109723,3039;36040;54289;68407;109723,,,,,-1;-1;-1;-1;-1,protein_21,imputed MEC,imputed MEC,quanti,quanti
POLA1,-1.4121834577996,0.00710068227783721,P09884;A0A087WU64;A6NMQ1,P09884;A0A087WU64;A6NMQ1,3;3;3,3;3;3,3;3;3,DNA polymerase alpha catalytic subunit;DNA polymerase,sp|P09884|DPOLA_HUMAN DNA polymerase alpha catalytic subunit OS=Homo sapiens OX=9606 GN=POLA1 PE=1 SV=2;tr|A0A087WU64|A0A087WU64_HUMAN DNA polymerase OS=Homo sapiens OX=9606 GN=POLA1 PE=1 SV=1;tr|A6NMQ1|A6NMQ1_HUMAN DNA polymerase OS=Homo sapiens OX=9606 G,3,3,3,3,1,1,3,1,1,1,3,1,1,1,3,1,1.9,1.9,1.9,165.91,1462,1462;1461;1468,0.028188,0.74373,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.29582,0.88156,22.409,6,0,Leave out requantified,0.24376,0.25143,0.29753,0.32273,0.92422,0.7697,0.87579,0.88737,,,22.481,,1,1,3,1,0,0,0,0,Median,Median,Leave out requantified,Median,0.5,0.5,1.9,0.5,1307100000,1026100000,281020000,236640000,192930000,43704000,371590000,295460000,76132000,334520000,254620000,79900000,364320000,283030000,81283000,,,,23,3948;7873;15389,True;True;True,4279;8714;16907,11138;22514;43676;43677;43678;43679,21606;43354;83158;83159;83160;83161;83162,21606;43354;83159,,,,,-1;-1;-1,protein_24,quanti,quanti,quanti,quanti
CTNNBL1,0.382803945080234,0.593526877085345,Q8WYA6;A0A087WUB9;A2A2P1,Q8WYA6;A0A087WUB9,6;6;1,6;6;1,6;6;1,Beta-catenin-like protein 1,sp|Q8WYA6|CTBL1_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1;tr|A0A087WUB9|A0A087WUB9_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1,3,6,6,6,2,2,5,3,2,2,5,3,2,2,5,3,13.9,13.9,13.9,65.173,563,563;568;166,0.0,6.6021,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.50724,1.0609,35.568,13,5,Leave out requantified,0.45748,0.57255,0.49223,0.50678,1.2541,1.2588,1.1326,1.0291,40.276,40.064,28.752,10.323,2,2,5,4,0,1,2,2,Median,Median,Leave out requantified,Median,6.0,6.0,9.2,5.2,597480000,401060000,196410000,48875000,30647000,18228000,66051000,43718000,22333000,345250000,242630000,102620000,137300000,84066000,53236000,,,,25,5128;5555;8604;11964;13588;18832,True;True;True;True;True;True,5567;6023;9516;13226;14976;20610,14295;15443;15444;24676;34363;34364;38762;38763;38764;38765;53287;53288;53289;53290,27485;29689;29690;47440;65901;73880;73881;73882;73883;73884;73885;101099;101100;101101;101102;101103;101104,27485;29690;47440;65901;73881;101102,,,,,-1;-1;-1,protein_26,quanti,quanti,quanti,quanti
SPCS2,1.3111547839269,0.0286259717209504,Q15005;E9PRB9;E9PL01;A0A087WUC6;E9PI68,Q15005;E9PRB9;E9PL01;A0A087WUC6;E9PI68,3;3;3;3;3,3;3;3;3;3,3;3;3;3;3,Signal peptidase complex subunit 2,sp|Q15005|SPCS2_HUMAN Signal peptidase complex subunit 2 OS=Homo sapiens OX=9606 GN=SPCS2 PE=1 SV=3;tr|E9PRB9|E9PRB9_HUMAN Signal peptidase complex subunit 2 OS=Homo sapiens OX=9606 GN=SPCS2 PE=1 SV=1;tr|E9PL01|E9PL01_HUMAN Signal peptidase complex subunit,5,3,3,3,1,1,3,2,1,1,3,2,1,1,3,2,20.8,20.8,20.8,25.003,226,226;87;157;227;257,0.0,8.3085,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.57366,1.3483,2.7851,7,2,Leave out requantified,0.39914,0.50121,0.56508,0.65269,1.1148,1.2354,1.322,1.5367,,,16.195,0.57174,1,1,3,2,0,0,1,1,Median,Median,Median,Median,8.4,8.4,20.8,12.4,468190000,283800000,184390000,21786000,15680000,6106200,27558000,17259000,10299000,246680000,153910000,92762000,172170000,96947000,75220000,,,,26,3394;4781;11251,True;True;True,3681;5183;12427,9724;13307;13308;13309;13310;32239;32240,18970;25540;25541;25542;25543;25544;25545;25546;25547;25548;25549;25550;25551;61687;61688,18970;25546;61687,,,,,-1;-1;-1;-1;-1,protein_27,quanti,quanti,quanti,quanti
SYMPK,21.8092578099699,6.4532088988149e-08,Q92797;A0A087WUE9;M0R3C7;M0QXP5;M0R1C2;M0R180,Q92797;A0A087WUE9;M0R3C7,5;5;4;2;1;1,5;5;4;2;1;1,5;5;4;2;1;1,Symplekin,sp|Q92797|SYMPK_HUMAN Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=2;tr|A0A087WUE9|A0A087WUE9_HUMAN Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=1;tr|M0R3C7|M0R3C7_HUMAN Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=1,6,5,5,5,0,0,4,3,0,0,4,3,0,0,4,3,5.3,5.3,5.3,141.15,1274,1274;1058;673;142;115;137,0.0,7.8724,,,By MS/MS,By MS/MS,0.31571,0.81767,25.645,7,2,Leave out requantified,,,0.40253,0.36097,,,1.0356,0.92062,,,34.606,23.094,0,0,4,3,0,0,2,0,Median,Median,Median,Leave out requantified,0.0,0.0,4.5,3.1,452720000,322730000,129990000,0,0,0,0,0,0,253420000,178920000,74497000,199300000,143810000,55491000,,,,28,1071;16467;16489;19740;21681,True;True;True;True;True,1148;18065;18087;21598;23739,3030;46501;46551;46552;55879;61441;61442,5670;88117;88213;88214;88215;88216;106448;106449;117372;117373;117374;117375,5670;88117;88213;106448;117373,,,,,-1;-1;-1;-1;-1;-1,protein_29,quanti,quanti,imputed MEC,imputed MEC
HNRNPDL,1.62236888028729,0.00483070502683731,O14979;A0A087WUK2,O14979;A0A087WUK2,12;12,10;10,10;10,Heterogeneous nuclear ribonucleoprotein D-like,sp|O14979|HNRDL_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3;tr|A0A087WUK2|A0A087WUK2_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=1,2,12,10,10,5,5,11,11,3,3,9,9,3,3,9,9,20.5,18.1,18.1,46.437,420,420;363,0.0,61.979,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.231,0.62643,18.514,37,16,Leave out requantified,0.26747,0.30965,0.24804,0.21957,0.99733,0.94758,0.72236,0.5946,24.301,30.473,10.211,16.194,4,3,15,15,1,2,8,5,Median,Median,Leave out requantified,Leave out requantified,12.1,12.1,20.5,20.5,11269000000,9002000000,2267100000,613900000,479620000,134290000,538810000,404600000,134210000,4981000000,4002300000,978710000,5135400000,4115500000,1019900000,,,,29,2832;2833;3312;4851;5950;5993;13698;13699;13700;15069;16248;17879,True;True;True;True;True;False;True;True;True;True;True;False,3067;3068;3590;3591;5255;6478;6479;6528;6529;6530;15091;15092;15093;16565;17832;17833;19582;19583,8232;8233;8234;8235;8236;8237;8238;8239;9487;9488;9489;9490;9491;13491;13492;13493;13494;13495;13496;16576;16577;16578;16723;16724;16725;16726;16727;16728;16729;16730;16731;16732;16733;39061;39062;39063;39064;39065;42825;42826;45898;45899;45900;45901;45902;45903;45904;45905;50481;50482;50483;50484;50485,15993;15994;15995;15996;15997;15998;15999;16000;16001;16002;16003;16004;16005;16006;18415;18416;18417;18418;18419;18420;18421;18422;18423;18424;18425;18426;18427;25915;25916;25917;25918;25919;25920;25921;25922;25923;25924;25925;25926;25927;25928;25929;25930;25931;25932;25933;31989;31990;31991;31992;31993;31994;31995;32288;32289;32290;32291;32292;32293;32294;32295;32296;32297;32298;32299;32300;32301;32302;32303;32304;32305;32306;32307;32308;32309;32310;32311;32312;32313;32314;32315;32316;32317;32318;32319;32320;32321;32322;74413;74414;74415;74416;74417;74418;74419;74420;74421;74422;74423;81583;81584;81585;81586;87095;87096;87097;87098;87099;87100;87101;87102;87103;87104;87105;87106;95572;95573;95574;95575;95576;95577;95578;95579;95580,15995;16005;18415;25921;31994;32310;74416;74419;74422;81586;87098;95576,,,,,-1;-1,protein_30,quanti,quanti,quanti,quanti
SLIRP,1.7349260767166,0.00407315866939703,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7;H0YJ07;H0YJU7;H0YJI1,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7,9;9;9;9;9;7;3;3;2,9;9;9;9;9;7;3;3;2,9;9;9;9;9;7;3;3;2,"SRA stem-loop-interacting RNA-binding protein, mitochondrial","sp|Q9GZT3|SLIRP_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 SV=1;tr|A0A087WUN7|A0A087WUN7_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 ",9,9,9,9,4,3,9,7,4,3,9,7,4,3,9,7,68.8,68.8,68.8,12.349,109,109;92;96;98;124;76;56;72;40,0.0,41.819,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.62084,1.602,15.186,29,5,Leave out requantified,0.49915,0.65421,0.64162,0.70373,1.3419,1.7047,1.7638,1.9078,25.744,24.211,13.189,17.58,4,4,11,10,0,1,2,2,Leave out requantified,Median,Leave out requantified,Leave out requantified,34.9,33.9,68.8,55.0,4964600000,2943900000,2020700000,198090000,131270000,66827000,225870000,136470000,89404000,2413400000,1452100000,961300000,2127200000,1224000000,903140000,,,,30,2716;3895;6513;14420;16189;16304;16305;16492;17199,True;True;True;True;True;True;True;True;True,2942;4218;7137;15870;17770;17895;17896;17897;18090;18846,7925;7926;7927;7928;7929;7930;7931;10981;10982;18424;41028;41029;41030;41031;41032;41033;45741;45742;45743;46082;46083;46084;46085;46086;46087;46559;48524;48525;48526;48527,15482;15483;15484;15485;15486;15487;15488;15489;21293;21294;35564;35565;35566;78120;78121;78122;78123;78124;78125;78126;78127;78128;78129;78130;78131;78132;86793;86794;86795;86796;86797;87436;87437;87438;87439;87440;88230;91904;91905;91906;91907;91908;91909;91910;91911;91912;91913;91914;91915;91916;91917;91918;91919;91920;91921,15485;21293;35566;78128;86794;87437;87439;88230;91920,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_31,quanti,quanti,quanti,quanti
GPX1,0.862941113498731,0.0271517057021052,P07203;A0A2R8Y6B6;A0A087WUQ6,P07203;A0A2R8Y6B6;A0A087WUQ6,5;5;5,5;5;5,5;5;5,Glutathione peroxidase 1;Glutathione peroxidase,sp|P07203|GPX1_HUMAN Glutathione peroxidase 1 OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=4;tr|A0A2R8Y6B6|A0A2R8Y6B6_HUMAN Glutathione peroxidase 1 OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=1;tr|A0A087WUQ6|A0A087WUQ6_HUMAN Glutathione peroxidase OS=Homo sapiens ,3,5,5,5,2,1,2,2,2,1,2,2,2,1,2,2,27.6,27.6,27.6,22.088,203,203;157;202,0.0,4.5599,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.18551,0.46674,204.28,6,5,Median,6.0326,,0.15246,0.1618,20.649,,0.38943,0.41977,37.214,,12.607,28.009,2,0,2,2,1,0,2,2,Median,Median,Median,Median,9.9,8.9,14.3,14.3,449400000,234950000,214460000,187400000,16408000,170990000,20086000,20086000,0,110080000,90055000,20029000,131830000,108400000,23434000,,,,31,3678;5205;5206;11480;23015,True;True;True;True;True,3989;5651;5652;12686;25189,10437;14504;14505;14506;32924;65139;65140,20277;27898;27899;27900;27901;27902;63128;124433;124434;124435;124436,20277;27899;27902;63128;124435,,,,,-1;-1;-1,protein_32,quanti,quanti,quanti,quanti
MYEF2,20.6606137352697,1.20509799144743e-07,Q9P2K5;A0A087WUT0;A0A0A0MQW0;A0A0A0MR39;A0A0C4DGV1;H0YN19;H0YKS1,Q9P2K5;A0A087WUT0;A0A0A0MQW0;A0A0A0MR39;A0A0C4DGV1;H0YN19,3;3;3;3;2;2;1,3;3;3;3;2;2;1,3;3;3;3;2;2;1,Myelin expression factor 2,sp|Q9P2K5|MYEF2_HUMAN Myelin expression factor 2 OS=Homo sapiens OX=9606 GN=MYEF2 PE=1 SV=3;tr|A0A087WUT0|A0A087WUT0_HUMAN Myelin expression factor 2 OS=Homo sapiens OX=9606 GN=MYEF2 PE=1 SV=1;tr|A0A0A0MQW0|A0A0A0MQW0_HUMAN Myelin expression factor 2 OS=Ho,7,3,3,3,0,0,2,3,0,0,2,3,0,0,2,3,8.0,8.0,8.0,64.121,600,600;547;576;600;211;290;126,0.0,3.7726,,,By MS/MS,By MS/MS,0.53857,1.207,14.06,5,3,Median,,,0.56886,0.5104,,,1.3636,1.145,,,17.256,8.0462,0,0,2,3,0,0,1,2,Median,Median,Median,Median,0.0,0.0,6.2,8.0,256120000,153900000,102220000,0,0,0,0,0,0,84753000,50739000,34014000,171370000,103170000,68206000,,,,32,8187;11200;13778,True;True;True,9045;12375;15177,23333;23334;32110;32111;39263;39264,44817;61481;61482;61483;74821;74822,44817;61483;74822,,,,,-1;-1;-1;-1;-1;-1;-1,protein_33,quanti,quanti,imputed MEC,imputed MEC
EIF5B,-1.94313289922319,0.0640553269122521,O60841;A0A087WUT6,O60841;A0A087WUT6,8;8,8;8,8;8,Eukaryotic translation initiation factor 5B,sp|O60841|IF2P_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4;tr|A0A087WUT6|A0A087WUT6_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=1,2,8,8,8,5,6,1,5,5,6,1,5,5,6,1,5,11.0,11.0,11.0,138.83,1220,1220;1220,0.0,12.176,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34172,0.82944,20.744,16,6,Leave out requantified,0.31215,0.31699,1.5418,0.3962,1.0431,0.86726,4.5011,0.88773,17.143,16.107,,22.499,5,5,1,5,2,2,1,1,Median,Leave out requantified,Median,Leave out requantified,7.1,8.1,1.6,8.5,1022600000,666990000,355660000,199780000,149430000,50347000,239940000,168230000,71719000,111870000,51033000,60841000,471050000,298300000,172750000,,,,33,3859;6554;7393;7687;8109;8905;11520;11947,True;True;True;True;True;True;True;True,4179;7184;8131;8497;8959;9851;12732;13206,10884;10885;18540;20935;20936;21965;21966;21967;21968;23104;25537;25538;33060;33061;33062;34299;34300;34301,21092;21093;35756;40197;40198;40199;42288;42289;42290;44395;44396;49091;49092;63327;63328;63329;63330;63331;65762;65763;65764,21092;35756;40199;42290;44396;49092;63329;65762,,,,,-1;-1,protein_34,quanti,quanti,quanti,quanti
APOOL,20.5164328726202,3.72105600652627e-08,Q6UXV4;A0A087WUX8;A0A087WYF7,Q6UXV4;A0A087WUX8;A0A087WYF7,2;2;2,2;2;2,2;2;2,MICOS complex subunit MIC27,sp|Q6UXV4|MIC27_HUMAN MICOS complex subunit MIC27 OS=Homo sapiens OX=9606 GN=APOOL PE=1 SV=1;tr|A0A087WUX8|A0A087WUX8_HUMAN MICOS complex subunit OS=Homo sapiens OX=9606 GN=APOOL PE=1 SV=1;tr|A0A087WYF7|A0A087WYF7_HUMAN MICOS complex subunit OS=Homo sapien,3,2,2,2,0,0,2,2,0,0,2,2,0,0,2,2,12.3,12.3,12.3,29.159,268,268;263;268,0.0,4.481,,,By MS/MS,By MS/MS,0.4486,1.0659,18.456,4,0,Leave out requantified,,,0.46392,0.43378,,,1.1283,1.0069,,,16.434,20.479,0,0,2,2,0,0,0,0,Median,Median,Median,Median,0.0,0.0,12.3,12.3,199790000,130970000,68829000,0,0,0,0,0,0,96757000,64223000,32535000,103040000,66742000,36294000,,,,34,13791;22982,True;True,15191;25155,39299;39300;65049;65050,74883;74884;124292;124293,74883;124292,,,,,-1;-1;-1,protein_35,quanti,quanti,imputed MEC,imputed MEC
SPTBN1,2.1394566696997,0.00136642321272512,Q01082;A0A087WUZ3;F8W6C1;O15020;A4QPE4,Q01082;A0A087WUZ3,63;63;22;2;2,63;63;22;2;2,61;61;20;1;1,"Spectrin beta chain, non-erythrocytic 1","sp|Q01082|SPTB2_HUMAN Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2;tr|A0A087WUZ3|A0A087WUZ3_HUMAN Spectrin beta chain OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=1",5,63,63,61,15,17,49,52,15,17,49,52,15,17,48,51,34.7,34.7,33.8,274.61,2364,2364;2366;690;2390;934,0.0,120.38,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.37367,0.95395,28.313,144,40,Leave out requantified,0.43549,0.55391,0.32802,0.37446,1.1617,1.214,0.87904,0.94955,63.198,23.38,29.404,29.277,15,18,52,59,5,2,13,20,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,9.2,10.8,28.1,29.4,10699000000,6990000000,3709300000,304110000,195230000,108880000,493390000,306690000,186690000,4348800000,2904300000,1444500000,5552900000,3583700000,1969200000,,,,35,1951;2875;2891;3017;3193;3271;3335;3624;4248;4323;4444;4646;4673;4674;5223;7531;7616;7626;7642;7955;8726;9257;9462;9463;9791;10349;10350;10776;11409;11448;11683;12358;12376;13002;13003;13215;13228;13295;13811;14007;14117;15514;15865;15906;16591;17174;17653;17838;17839;18308;18430;18446;18944;19314;19320;19840;19841;19968;20082;20511;21048;21284;22568,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,2124;3117;3133;3269;3457;3538;3618;3932;4603;4681;4816;5034;5066;5067;5669;8302;8402;8421;8439;8800;9652;10228;10454;10455;10811;11438;11439;11913;12606;12607;12649;12916;13638;13659;14335;14336;14572;14585;14660;15211;15425;15540;17045;17420;17468;18202;18817;19337;19537;19538;20035;20167;20186;20732;21133;21139;21707;21708;21850;21970;22442;23058;23313;24701,5760;8360;8394;8395;8396;8397;8762;8763;8764;9186;9187;9188;9347;9348;9569;9570;10306;11916;12066;12067;12397;12398;12919;12920;13005;13006;13007;13008;14549;14550;14551;14552;21410;21411;21677;21751;21752;21753;21795;22731;22732;25006;25007;26488;26489;26490;26491;27065;27066;27067;27068;27968;29666;29667;29668;30943;30944;32719;32720;32721;32722;32723;32724;32817;32818;33542;33543;35331;35377;35378;37097;37098;37099;37100;37101;37102;37103;37104;37716;37750;37751;37752;37943;39339;39340;39341;39342;39343;39869;39870;39871;39872;40128;43996;43997;44938;44939;45049;45050;46844;46845;48450;49845;49846;49847;50363;50364;50365;50366;50367;50368;51722;51723;52048;52049;52105;52106;52107;52108;52109;53619;53620;54612;54613;54626;54627;54628;54629;54630;56151;56152;56153;56516;56517;56518;56837;56838;56839;58072;58073;58074;59764;59765;59766;60374;60375;63903;63904,11302;16285;16344;16345;16346;16347;16348;16349;16350;16351;16352;16353;16354;16355;16356;17130;17131;17132;17133;17854;17855;17856;17857;17858;18138;18139;18140;18141;18142;18143;18650;18651;18652;20074;20075;23002;23273;23274;23275;23884;23885;23886;23887;24821;24822;24823;24824;24998;24999;25000;25001;25002;27963;27964;27965;27966;27967;27968;27969;27970;27971;27972;41172;41173;41174;41784;41914;41987;43730;43731;48105;48106;48107;48108;50931;50932;50933;50934;52038;52039;52040;52041;52042;52043;53791;56727;56728;56729;56730;59223;62671;62672;62673;62674;62675;62676;62677;62678;62835;62836;64180;64181;64182;64183;67583;67687;67688;67689;67690;67691;67692;67693;70692;70693;70694;70695;70696;70697;70698;70699;70700;70701;70702;70703;70704;70705;70706;70707;70708;70709;70710;71906;71974;71975;72388;74938;74939;74940;74941;74942;74943;74944;75873;75874;75875;75876;75877;75878;76327;83782;83783;85455;85456;85457;85458;85459;85634;85635;85636;85637;85638;88731;88732;88733;88734;88735;91737;94391;94392;94393;94394;95379;95380;95381;97857;97858;98499;98500;98501;98502;98613;98614;98615;98616;98617;98618;98619;98620;101764;101765;103747;103748;103772;103773;103774;103775;106977;106978;106979;106980;107763;107764;107765;107766;107767;107768;107769;107770;108383;108384;110796;110797;110798;110799;110800;110801;110802;114159;114160;114161;114162;115412;115413;122077;122078,11302;16285;16348;17132;17854;18141;18650;20075;23002;23275;23885;24822;24999;25002;27972;41174;41784;41914;41987;43730;48107;50934;52038;52042;53791;56728;56730;59223;62675;62836;64181;67583;67692;70700;70709;71906;71974;72388;74942;75874;76327;83782;85458;85638;88735;91737;94392;95379;95381;97857;98499;98620;101764;103748;103775;106977;106979;107767;108384;110796;114159;115413;122078,,,,,-1;-1;-1;-1;-1,protein_36,quanti,quanti,quanti,quanti
