TLE3_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
MYO1B,-0.5916001047,0.00298066218985347,0,O43795;E9PDF6;E7EQD9;C9JUP5;C9JYW1;Q9UBC5;A0A0U1RRI3;H7C2Y7;C9K0I9;G3V342,O43795;E9PDF6,13;13;4;3;3;2;2;2;1;1,13;13;4;3;3;2;2;2;1;1,13;13;4;3;3;2;2;2;1;1,Unconventional myosin-Ib,MYO1B,sp|O43795|MYO1B_HUMAN Unconventional myosin-Ib OS=Homo sapiens OX=9606 GN=MYO1B PE=1 SV=3;tr|E9PDF6|E9PDF6_HUMAN Unconventional myosin-Ib OS=Homo sapiens OX=9606 GN=MYO1B PE=1 SV=1,13,13,13.8,1136
FUBP1,0.1148693657,0.365754722208294,0,Q96AE4;E9PEB5;C9JSZ1,Q96AE4;E9PEB5,22;22;10,22;22;10,19;19;9,Far upstream element-binding protein 1,FUBP1,sp|Q96AE4|FUBP1_HUMAN Far upstream element-binding protein 1 OS=Homo sapiens OX=9606 GN=FUBP1 PE=1 SV=3;tr|E9PEB5|E9PEB5_HUMAN Far upstream element-binding protein 1 OS=Homo sapiens OX=9606 GN=FUBP1 PE=1 SV=1,22,19,37.9,644
NUP155,-0.2350266382,0.286350945627747,0,O75694;E9PF10;D6RA13,O75694;E9PF10,10;10;1,10;10;1,10;10;1,Nuclear pore complex protein Nup155,NUP155,sp|O75694|NU155_HUMAN Nuclear pore complex protein Nup155 OS=Homo sapiens OX=9606 GN=NUP155 PE=1 SV=1;tr|E9PF10|E9PF10_HUMAN Nuclear pore complex protein Nup155 OS=Homo sapiens OX=9606 GN=NUP155 PE=1 SV=1,10,10,10.7,1391
TSN,0.3874989501,0.21222875658235,0,Q15631;E9PGT1;H7C1D4;A0A0J9YVW2,Q15631;E9PGT1;H7C1D4,4;4;2;1,4;4;2;1,4;4;2;1,Translin,TSN,sp|Q15631|TSN_HUMAN Translin OS=Homo sapiens OX=9606 GN=TSN PE=1 SV=1;tr|E9PGT1|E9PGT1_HUMAN Translin OS=Homo sapiens OX=9606 GN=TSN PE=1 SV=1;tr|H7C1D4|H7C1D4_HUMAN Translin (Fragment) OS=Homo sapiens OX=9606 GN=TSN PE=1 SV=1,4,4,23.2,228
COPS8,-0.5799757703,0.0190766927483115,0,Q99627;E9PGT6;H7C3S9,Q99627;E9PGT6;H7C3S9,4;4;3,4;4;3,4;4;3,COP9 signalosome complex subunit 8,COPS8,sp|Q99627|CSN8_HUMAN COP9 signalosome complex subunit 8 OS=Homo sapiens OX=9606 GN=COPS8 PE=1 SV=1;tr|E9PGT6|E9PGT6_HUMAN COP9 signalosome complex subunit 8 OS=Homo sapiens OX=9606 GN=COPS8 PE=1 SV=1;tr|H7C3S9|H7C3S9_HUMAN COP9 signalosome complex subunit ,4,4,24.9,209
HTATIP2,-0.2847741575,0.393460596639517,0,Q9BUP3;E9PI87,Q9BUP3;E9PI87,2;2,2;2,2;2,Oxidoreductase HTATIP2,HTATIP2,sp|Q9BUP3|HTAI2_HUMAN Oxidoreductase HTATIP2 OS=Homo sapiens OX=9606 GN=HTATIP2 PE=1 SV=2;tr|E9PI87|E9PI87_HUMAN Oxidoreductase HTATIP2 OS=Homo sapiens OX=9606 GN=HTATIP2 PE=1 SV=1,2,2,9.5,242
THY1,-0.7651023779,0.0018151270982854,0,P04216;E9PIM6;E9PNQ8;J3QRJ3,P04216;E9PIM6;E9PNQ8;J3QRJ3,4;4;4;3,4;4;4;3,4;4;4;3,Thy-1 membrane glycoprotein,THY1,sp|P04216|THY1_HUMAN Thy-1 membrane glycoprotein OS=Homo sapiens OX=9606 GN=THY1 PE=1 SV=2;tr|E9PIM6|E9PIM6_HUMAN Thy-1 membrane glycoprotein (Fragment) OS=Homo sapiens OX=9606 GN=THY1 PE=1 SV=8;tr|E9PNQ8|E9PNQ8_HUMAN Thy-1 membrane glycoprotein (Fragment),4,4,24.8,161
CLNS1A,-0.0171137175,0.895521195454037,0,P54105;E9PMI6;E9PJF4;J3KN38,P54105;E9PMI6;E9PJF4;J3KN38,2;2;2;2,2;2;2;2,2;2;2;2,Methylosome subunit pICln,CLNS1A,sp|P54105|ICLN_HUMAN Methylosome subunit pICln OS=Homo sapiens OX=9606 GN=CLNS1A PE=1 SV=1;tr|E9PMI6|E9PMI6_HUMAN Methylosome subunit pICln OS=Homo sapiens OX=9606 GN=CLNS1A PE=1 SV=1;tr|E9PJF4|E9PJF4_HUMAN Methylosome subunit pICln OS=Homo sapiens OX=9606,2,2,16,237
EEF1D,0.3508172041,0.0393720499162908,0,P29692;E9PK01;A0A087X1X7;E9PRY8;E9PI39;E9PPR1;E9PL12;E9PQ49;E9PMW7;E9PIZ1;H0YCK7;E9PQZ1;E9PK06;E9PK72;H0YE72;H0YE58;E9PKK3;E9PQC9;E9PJD0;E9PNW6,P29692;E9PK01;A0A087X1X7;E9PRY8;E9PI39;E9PPR1;E9PL12;E9PQ49;E9PMW7;E9PIZ1;H0YCK7;E9PQZ1,15;15;14;14;11;11;11;11;10;9;9;8;6;5;4;4;3;3;1;1,15;15;14;14;11;11;11;11;10;9;9;8;6;5;4;4;3;3;1;1,7;7;7;7;3;3;3;3;3;3;3;4;2;2;4;4;0;3;0;0,Elongation factor 1-delta,EEF1D,sp|P29692|EF1D_HUMAN Elongation factor 1-delta OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=5;tr|E9PK01|E9PK01_HUMAN Elongation factor 1-delta (Fragment) OS=Homo sapiens OX=9606 GN=EEF1D PE=1 SV=1;tr|A0A087X1X7|A0A087X1X7_HUMAN Elongation factor 1-delta OS=Hom,15,7,53.4,281
BCLAF1,-0.5074095953,0.0115881434269912,0,Q9NYF8;E9PK91;A0A1W2PQ43;E9PK09;E9PQN2;E9PKI6;E9PJA7;H0YF00;H0YF63;H0YF14,Q9NYF8;E9PK91;A0A1W2PQ43;E9PK09;E9PQN2;E9PKI6;E9PJA7,9;9;8;8;8;8;7;1;1;1,9;9;8;8;8;8;7;1;1;1,9;9;8;8;8;8;7;1;1;1,Bcl-2-associated transcription factor 1,BCLAF1,sp|Q9NYF8|BCLF1_HUMAN Bcl-2-associated transcription factor 1 OS=Homo sapiens OX=9606 GN=BCLAF1 PE=1 SV=2;tr|E9PK91|E9PK91_HUMAN Bcl-2-associated transcription factor 1 OS=Homo sapiens OX=9606 GN=BCLAF1 PE=1 SV=1;tr|A0A1W2PQ43|A0A1W2PQ43_HUMAN Bcl-2-associ,9,9,11.4,920
PRMT1,0.121582427,0.489224251659119,0,Q99873;E9PKG1;E9PIX6;E9PQ98;H0YDE4;E9PNR9;E9PMW9,Q99873;E9PKG1;E9PIX6;E9PQ98;H0YDE4;E9PNR9,10;10;8;7;6;5;1,10;10;8;7;6;5;1,10;10;8;7;6;5;1,Protein arginine N-methyltransferase 1,PRMT1,sp|Q99873|ANM1_HUMAN Protein arginine N-methyltransferase 1 OS=Homo sapiens OX=9606 GN=PRMT1 PE=1 SV=3;tr|E9PKG1|E9PKG1_HUMAN Protein arginine N-methyltransferase 1 OS=Homo sapiens OX=9606 GN=PRMT1 PE=1 SV=1;tr|E9PIX6|E9PIX6_HUMAN Protein arginine N-methyl,10,10,33.7,371
UBTF,0.2132167106,0.101287280684966,0,P17480;E9PKP7,P17480;E9PKP7,2;2,2;2,2;2,Nucleolar transcription factor 1,UBTF,sp|P17480|UBF1_HUMAN Nucleolar transcription factor 1 OS=Homo sapiens OX=9606 GN=UBTF PE=1 SV=1;tr|E9PKP7|E9PKP7_HUMAN Nucleolar transcription factor 1 OS=Homo sapiens OX=9606 GN=UBTF PE=1 SV=1,2,2,3.5,764
NPEPPS,-0.2708604222,0.0689778553567103,0,P55786;E9PLK3;A6NEC2;H0YDG0;E9PP11;H0YCQ5;E9PJ74;E9PRQ5,P55786;E9PLK3,24;24;7;7;4;2;1;1,24;24;7;7;4;2;1;1,24;24;7;7;4;2;1;1,Puromycin-sensitive aminopeptidase,NPEPPS,sp|P55786|PSA_HUMAN Puromycin-sensitive aminopeptidase OS=Homo sapiens OX=9606 GN=NPEPPS PE=1 SV=2;tr|E9PLK3|E9PLK3_HUMAN Aminopeptidase OS=Homo sapiens OX=9606 GN=NPEPPS PE=1 SV=1,24,24,29.3,919
NDUFS8,0.2078944204,0.189430087315313,0,O00217;E9PN51;F8W9K7;E9PPW7;E9PKH6,O00217;E9PN51;F8W9K7;E9PPW7;E9PKH6,4;4;4;4;3,4;4;4;4;3,4;4;4;4;3,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",NDUFS8,"sp|O00217|NDUS8_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS8 PE=1 SV=1;tr|E9PN51|E9PN51_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (Fragment) OS=Homo sapiens OX",4,4,23.3,210
FAR1,0.142309635,0.335783512171074,0,Q8WVX9;E9PNW8,Q8WVX9;E9PNW8,3;3,3;3,3;3,Fatty acyl-CoA reductase 1,FAR1,sp|Q8WVX9|FACR1_HUMAN Fatty acyl-CoA reductase 1 OS=Homo sapiens OX=9606 GN=FAR1 PE=1 SV=1;tr|E9PNW8|E9PNW8_HUMAN Fatty acyl-CoA reductase (Fragment) OS=Homo sapiens OX=9606 GN=FAR1 PE=1 SV=1,3,3,7.4,515
ANP32E,0.1877160042,0.453938957506811,0,Q9BTT0;E9PPH5,Q9BTT0;E9PPH5,1;1,1;1,1;1,Acidic leucine-rich nuclear phosphoprotein 32 family member E,ANP32E,sp|Q9BTT0|AN32E_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member E OS=Homo sapiens OX=9606 GN=ANP32E PE=1 SV=1;tr|E9PPH5|E9PPH5_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member E (Fragment) OS=Homo sapiens OX=9606 GN=ANP32,1,1,5.2,268
RAE1,-0.3334530113,0.130766953844823,0,P78406;E9PQ57;E9PPG9;B0QZ36,P78406;E9PQ57;E9PPG9,8;8;5;1,8;8;5;1,8;8;5;1,mRNA export factor,RAE1,sp|P78406|RAE1L_HUMAN mRNA export factor OS=Homo sapiens OX=9606 GN=RAE1 PE=1 SV=1;tr|E9PQ57|E9PQ57_HUMAN mRNA export factor OS=Homo sapiens OX=9606 GN=RAE1 PE=1 SV=1;tr|E9PPG9|E9PPG9_HUMAN mRNA export factor OS=Homo sapiens OX=9606 GN=RAE1 PE=1 SV=1,8,8,33.7,368
FAU,-0.0553446482,0.593248765599619,0,P62861;E9PR30,P62861;E9PR30,2;2,2;2,2;2,40S ribosomal protein S30,FAU,sp|P62861|RS30_HUMAN 40S ribosomal protein S30 OS=Homo sapiens OX=9606 GN=FAU PE=1 SV=1;tr|E9PR30|E9PR30_HUMAN 40S ribosomal protein S30 OS=Homo sapiens OX=9606 GN=FAU PE=1 SV=1,2,2,18.6,59
NSFL1C,1.1707863342,0.0887276434910103,0,Q9UNZ2;F2Z2K0,Q9UNZ2;F2Z2K0,4;4,4;4,4;4,NSFL1 cofactor p47,NSFL1C,sp|Q9UNZ2|NSF1C_HUMAN NSFL1 cofactor p47 OS=Homo sapiens OX=9606 GN=NSFL1C PE=1 SV=2;tr|F2Z2K0|F2Z2K0_HUMAN NSFL1 cofactor p47 OS=Homo sapiens OX=9606 GN=NSFL1C PE=1 SV=1,4,4,17.8,370
LSM8,-0.6731988776,0.00816479063619385,0,O95777;F2Z2Y6;C9JNV3;C9JIZ0,O95777;F2Z2Y6;C9JNV3,3;3;2;1,3;3;2;1,3;3;2;1,U6 snRNA-associated Sm-like protein LSm8,LSM8,sp|O95777|LSM8_HUMAN U6 snRNA-associated Sm-like protein LSm8 OS=Homo sapiens OX=9606 GN=LSM8 PE=1 SV=3;tr|F2Z2Y6|F2Z2Y6_HUMAN U6 snRNA-associated Sm-like protein LSm8 OS=Homo sapiens OX=9606 GN=LSM8 PE=1 SV=1;tr|C9JNV3|C9JNV3_HUMAN U6 snRNA-associated Sm-,3,3,37.5,96
TMEM258,-0.0989032888,0.380861672486125,0,P61165;F5GWH5,P61165;F5GWH5,1;1,1;1,1;1,Transmembrane protein 258,TMEM258,sp|P61165|TM258_HUMAN Transmembrane protein 258 OS=Homo sapiens OX=9606 GN=TMEM258 PE=1 SV=1;tr|F5GWH5|F5GWH5_HUMAN Transmembrane protein 258 OS=Homo sapiens OX=9606 GN=TMEM258 PE=1 SV=1,1,1,10.1,79
OTUB1,-0.3288697301,0.0389868282880499,0,Q96FW1;F5GYN4;J3KR44;F5H6Q1;F5H3F0;F5GYJ8,Q96FW1;F5GYN4;J3KR44;F5H6Q1;F5H3F0;F5GYJ8,5;5;5;5;4;4,5;5;5;5;4;4,5;5;5;5;4;4,Ubiquitin thioesterase OTUB1,OTUB1,sp|Q96FW1|OTUB1_HUMAN Ubiquitin thioesterase OTUB1 OS=Homo sapiens OX=9606 GN=OTUB1 PE=1 SV=2;tr|F5GYN4|F5GYN4_HUMAN Ubiquitin thioesterase OTUB1 OS=Homo sapiens OX=9606 GN=OTUB1 PE=1 SV=1;tr|J3KR44|J3KR44_HUMAN Ubiquitin thioesterase OS=Homo sapiens OX=96,5,5,20.7,271
SLC3A2,-0.2336674326,0.0716432996983007,0,P08195;F5GZS6;J3KPF3;H0YFS2;F5H0E2;F5H867;F5GZI0;F5GZR9;H0YFX4,P08195;F5GZS6;J3KPF3,22;22;22;10;7;5;5;2;2,22;22;22;10;7;5;5;2;2,22;22;22;10;7;5;5;2;2,4F2 cell-surface antigen heavy chain,SLC3A2,sp|P08195|4F2_HUMAN 4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=3;tr|F5GZS6|F5GZS6_HUMAN 4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=1;tr|J3KPF3|J3KPF3_HUMAN 4F2 cell-surface antigen hea,22,22,37.9,630
GPHN,-0.9910815072,0.0722097027160522,0,Q9NQX3;G3V582;F5H039;G3V4R0;G3V355;G3V4D2,Q9NQX3;G3V582;F5H039;G3V4R0;G3V355,3;3;3;2;2;1,3;3;3;2;2;1,3;3;3;2;2;1,Gephyrin;Molybdopterin adenylyltransferase;Molybdopterin molybdenumtransferase,GPHN,sp|Q9NQX3|GEPH_HUMAN Gephyrin OS=Homo sapiens OX=9606 GN=GPHN PE=1 SV=1;tr|G3V582|G3V582_HUMAN Gephyrin OS=Homo sapiens OX=9606 GN=GPHN PE=1 SV=1;tr|F5H039|F5H039_HUMAN Molybdopterin molybdenumtransferase OS=Homo sapiens OX=9606 GN=GPHN PE=1 SV=1;tr|G3V4R0,3,3,6.4,736
CPSF7,-0.6579210748,0.0162534852210154,0,Q8N684;J3QT54;F5H6M0;F5H047;F5H669,Q8N684;J3QT54;F5H6M0;F5H047;F5H669,2;2;2;2;2,2;2;2;2;2,2;2;2;2;2,Cleavage and polyadenylation specificity factor subunit 7,CPSF7,sp|Q8N684|CPSF7_HUMAN Cleavage and polyadenylation specificity factor subunit 7 OS=Homo sapiens OX=9606 GN=CPSF7 PE=1 SV=1;tr|J3QT54|J3QT54_HUMAN Cleavage and polyadenylation-specificity factor subunit 7 (Fragment) OS=Homo sapiens OX=9606 GN=CPSF7 PE=1 SV=,2,2,4,471
RAB35,0.9919978873,0.0395314219306686,0,Q15286;F5H157;F5H7F8,Q15286;F5H157,3;3;1,3;3;1,3;3;1,Ras-related protein Rab-35,RAB35,sp|Q15286|RAB35_HUMAN Ras-related protein Rab-35 OS=Homo sapiens OX=9606 GN=RAB35 PE=1 SV=1;tr|F5H157|F5H157_HUMAN Ras-related protein Rab-35 (Fragment) OS=Homo sapiens OX=9606 GN=RAB35 PE=1 SV=1,3,3,27.9,201
NAP1L1,0.0976804416,0.386548803801159,0,P55209;F8VY35;F8W0J6;F5H4R6;H0YIV4;H0YHC3;F8W020;F8W118;F8VV59;B7Z9C2;H0YH88;F8VUX1;F8VXI6;F8VRJ2;F8VVB5;B7Z4K9,P55209;F8VY35;F8W0J6;F5H4R6;H0YIV4;H0YHC3;F8W020;F8W118;F8VV59;B7Z9C2;H0YH88;F8VUX1;F8VXI6;F8VRJ2;F8VVB5,13;13;13;13;13;12;12;12;12;12;11;11;10;9;9;1,13;13;13;13;13;12;12;12;12;12;11;11;10;9;9;1,2;2;2;2;2;1;2;1;1;1;0;2;2;1;1;0,Nucleosome assembly protein 1-like 1,NAP1L1,sp|P55209|NP1L1_HUMAN Nucleosome assembly protein 1-like 1 OS=Homo sapiens OX=9606 GN=NAP1L1 PE=1 SV=1;tr|F8VY35|F8VY35_HUMAN Nucleosome assembly protein 1-like 1 (Fragment) OS=Homo sapiens OX=9606 GN=NAP1L1 PE=1 SV=1;tr|F8W0J6|F8W0J6_HUMAN Nucleosome asse,13,2,32.7,391
TUBA1C,0.0412929122,0.780929617433669,0,Q9BQE3;F5H5D3;A0A1W2PQM2;F8VVB9;F8VRZ4;F8VS66;F8VX09;F8VWV9;A6NHL2;F8VRK0;C9JEV8;C9JQ00;C9JJQ8;F8W0F6;C9JDL2;C9K0S6;Q9H853;F8VXZ7,Q9BQE3;F5H5D3;A0A1W2PQM2,40;40;28;17;11;11;7;7;5;4;3;3;3;2;2;2;1;1,5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,Tubulin alpha-1C chain,TUBA1C,sp|Q9BQE3|TBA1C_HUMAN Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1;tr|F5H5D3|F5H5D3_HUMAN Tubulin alpha chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1;tr|A0A1W2PQM2|A0A1W2PQM2_HUMAN Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN,40,2,72.8,449
GRSF1,-0.0845669612,0.434973100653672,0,Q12849;H0Y8R1;F5H5I6;H0YAK1;H0YAM1,Q12849;H0Y8R1;F5H5I6;H0YAK1,15;15;15;15;3,15;15;15;15;3,15;15;15;15;3,G-rich sequence factor 1,GRSF1,sp|Q12849|GRSF1_HUMAN G-rich sequence factor 1 OS=Homo sapiens OX=9606 GN=GRSF1 PE=1 SV=3;tr|H0Y8R1|H0Y8R1_HUMAN G-rich sequence factor 1 (Fragment) OS=Homo sapiens OX=9606 GN=GRSF1 PE=1 SV=1;tr|F5H5I6|F5H5I6_HUMAN G-rich sequence factor 1 OS=Homo sapiens ,15,15,44.6,480
MYO1C,-0.0248954609,0.932429537898269,0,O00159;F5H6E2;I3L501;I3L3Y6;I3L3F5,O00159;F5H6E2,31;31;6;5;4,31;31;6;5;4,31;31;6;5;4,Unconventional myosin-Ic,MYO1C,sp|O00159|MYO1C_HUMAN Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=4;tr|F5H6E2|F5H6E2_HUMAN Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=1,31,31,35.5,1063
GNS,-0.1579624299,0.2439029905394,0,P15586;H7C3P4;F6S8M0;F5H4C6;H0YFA9,P15586;H7C3P4;F6S8M0;F5H4C6;H0YFA9,8;8;8;6;4,8;8;8;6;4,8;8;8;6;4,N-acetylglucosamine-6-sulfatase,GNS,sp|P15586|GNS_HUMAN N-acetylglucosamine-6-sulfatase OS=Homo sapiens OX=9606 GN=GNS PE=1 SV=3;tr|H7C3P4|H7C3P4_HUMAN N-acetylglucosamine-6-sulfatase OS=Homo sapiens OX=9606 GN=GNS PE=1 SV=1;tr|F6S8M0|F6S8M0_HUMAN N-acetylglucosamine-6-sulfatase OS=Homo sapi,8,8,23.2,552
GLOD4,-0.1401347772,0.564869867169802,0,Q9HC38;F6TLX2;I3L3Q4;I3NI27;I3NI24;I3L2C2;I3L1F4;I3L277;I3L1I0,Q9HC38;F6TLX2;I3L3Q4,4;4;3;1;1;1;1;1;1,4;4;3;1;1;1;1;1;1,4;4;3;1;1;1;1;1;1,Glyoxalase domain-containing protein 4,GLOD4,sp|Q9HC38|GLOD4_HUMAN Glyoxalase domain-containing protein 4 OS=Homo sapiens OX=9606 GN=GLOD4 PE=1 SV=1;tr|F6TLX2|F6TLX2_HUMAN Glyoxalase domain-containing protein 4 OS=Homo sapiens OX=9606 GN=GLOD4 PE=1 SV=1;tr|I3L3Q4|I3L3Q4_HUMAN Glyoxalase domain-contai,4,4,20.1,313
POLDIP3,-0.1926480649,0.481161931387606,0,Q9BY77;F6VRR5;Q8WUT1;F8WCX5;Q6R954;F8WEE2,Q9BY77;F6VRR5;Q8WUT1;F8WCX5,8;8;5;5;3;3,8;8;5;5;3;3,8;8;5;5;3;3,Polymerase delta-interacting protein 3,POLDIP3,sp|Q9BY77|PDIP3_HUMAN Polymerase delta-interacting protein 3 OS=Homo sapiens OX=9606 GN=POLDIP3 PE=1 SV=2;tr|F6VRR5|F6VRR5_HUMAN Polymerase delta-interacting protein 3 OS=Homo sapiens OX=9606 GN=POLDIP3 PE=1 SV=1;tr|Q8WUT1|Q8WUT1_HUMAN POLDIP3 protein OS=H,8,8,29,421
RANBP1,0.0103049387,0.93467497539427,0,P43487;F6WQW2;C9JXG8;C9JJ34;C9JGV6;C9JDM3;C9JIC6,P43487;F6WQW2;C9JXG8;C9JJ34;C9JGV6;C9JDM3,9;9;7;7;7;5;3,9;9;7;7;7;5;3,9;9;7;7;7;5;3,Ran-specific GTPase-activating protein,RANBP1,sp|P43487|RANG_HUMAN Ran-specific GTPase-activating protein OS=Homo sapiens OX=9606 GN=RANBP1 PE=1 SV=1;tr|F6WQW2|F6WQW2_HUMAN Ran-specific GTPase-activating protein OS=Homo sapiens OX=9606 GN=RANBP1 PE=1 SV=1;tr|C9JXG8|C9JXG8_HUMAN Ran-specific GTPase-act,9,9,43.3,201
CAD,0.014033653,0.891342890426644,0,P27708;F8VPD4;H7C2E4;H7BZB3,P27708;F8VPD4,32;32;6;4,32;32;6;4,32;32;6;4,CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase,CAD,sp|P27708|PYR1_HUMAN CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=3;tr|F8VPD4|F8VPD4_HUMAN CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=1,32,32,20.5,2225
LIMA1,0.0706367444,0.495324985096829,0,Q9UHB6;F8VQE1;F8VS07;F8VRN8;Q9BT23;J3QQM5,Q9UHB6;F8VQE1;F8VS07,17;17;14;4;1;1,17;17;14;4;1;1,17;17;14;4;1;1,LIM domain and actin-binding protein 1,LIMA1,sp|Q9UHB6|LIMA1_HUMAN LIM domain and actin-binding protein 1 OS=Homo sapiens OX=9606 GN=LIMA1 PE=1 SV=1;tr|F8VQE1|F8VQE1_HUMAN LIM domain and actin-binding protein 1 OS=Homo sapiens OX=9606 GN=LIMA1 PE=1 SV=1;tr|F8VS07|F8VS07_HUMAN LIM domain and actin-bin,17,17,26.7,759
COPZ1,-0.2645567142,0.0478656234469614,0,P61923;F8W651;F8VVA7;F8VXB1;F8VUC5;F8W156;F8VYZ4;F8VYK5;F8VXR1,P61923;F8W651;F8VVA7;F8VXB1;F8VUC5;F8W156;F8VYZ4,3;3;3;2;2;2;2;1;1,3;3;3;2;2;2;2;1;1,3;3;3;2;2;2;2;1;1,Coatomer subunit zeta-1,COPZ1,sp|P61923|COPZ1_HUMAN Coatomer subunit zeta-1 OS=Homo sapiens OX=9606 GN=COPZ1 PE=1 SV=1;tr|F8W651|F8W651_HUMAN Coatomer subunit zeta OS=Homo sapiens OX=9606 GN=COPZ1 PE=1 SV=1;tr|F8VVA7|F8VVA7_HUMAN Coatomer subunit zeta OS=Homo sapiens OX=9606 GN=COPZ1 P,3,3,29.4,177
SLC25A3,-0.0315036907,0.752521604796544,0,F8VVM2;F8VWQ0;F8VZL5;F8VWR4,F8VVM2,15;5;4;4,15;5;4;4,2;1;0;0,,SLC25A3,"tr|F8VVM2|F8VVM2_HUMAN Phosphate carrier protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A3 PE=1 SV=1",15,2,46.3,324
PPP1CC,-0.3031912784,0.0669881259007855,0,P36873;F8VYE8;F8W0W8;F8VR82;A0A087WYY5,P36873;F8VYE8;F8W0W8;F8VR82;A0A087WYY5,14;14;13;12;7,2;2;1;2;2,2;2;1;2;2,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit;Serine/threonine-protein phosphatase,PPP1CC,sp|P36873|PP1G_HUMAN Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CC PE=1 SV=1;tr|F8VYE8|F8VYE8_HUMAN Serine/threonine-protein phosphatase OS=Homo sapiens OX=9606 GN=PPP1CC PE=1 SV=1;tr|F8W0W8|F8W0W8_HUMAN,14,2,50.8,323
AK2,-0.0523380813,0.610458355047415,0,P54819;F8W1A4;F8VZG5;A0A5F9ZHP2;F8VY04;A0A5K1VW67;G3V213;F8VPP1,P54819;F8W1A4;F8VZG5;A0A5F9ZHP2;F8VY04;A0A5K1VW67;G3V213,19;19;14;14;14;14;10;3,19;19;14;14;14;14;10;3,19;19;14;14;14;14;10;3,"Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial, N-terminally processed;Adenylate kinase 2, mitochondrial",AK2,"sp|P54819|KAD2_HUMAN Adenylate kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=AK2 PE=1 SV=2;tr|F8W1A4|F8W1A4_HUMAN Adenylate kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=AK2 PE=1 SV=1;tr|F8VZG5|F8VZG5_HUMAN Adenylate kinase 2, mitochondrial OS=Ho",19,19,79.9,239
MYL6,0.531490645,0.0171528762892472,0,P60660;F8W1R7;G3V1V0;J3KND3;G8JLA2;B7Z6Z4;F8VPF3;G3V1Y7;P14649;F8VZU9;F8W1I5;F8W180;F8VXL3;H0YI43,P60660;F8W1R7;G3V1V0;J3KND3;G8JLA2;B7Z6Z4;F8VPF3,12;12;12;10;10;10;8;5;3;3;3;3;1;1,12;12;12;10;10;10;8;5;3;3;3;3;1;1,12;12;12;10;10;10;8;5;3;3;3;3;1;1,Myosin light polypeptide 6,MYL6,sp|P60660|MYL6_HUMAN Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=2;tr|F8W1R7|F8W1R7_HUMAN Myosin light polypeptide 6 OS=Homo sapiens OX=9606 GN=MYL6 PE=1 SV=1;tr|G3V1V0|G3V1V0_HUMAN Myosin light polypeptide 6 OS=Homo sapiens OX=9606 ,12,12,67.5,151
MRE11A,-0.6808116128,0.0252354420676039,0,P49959;F8W7U8;F5GXT0;F5H742;F5H256,P49959;F8W7U8;F5GXT0,7;7;4;2;2,7;7;4;2;2,7;7;4;2;2,Double-strand break repair protein MRE11A,MRE11A,sp|P49959|MRE11_HUMAN Double-strand break repair protein MRE11 OS=Homo sapiens OX=9606 GN=MRE11 PE=1 SV=3;tr|F8W7U8|F8W7U8_HUMAN Double-strand break repair protein OS=Homo sapiens OX=9606 GN=MRE11 PE=1 SV=1;tr|F5GXT0|F5GXT0_HUMAN Double-strand break repair,7,7,11.7,708
RTN4,0.7631289592,0.0162584750887326,0,F8W914,F8W914,6,6,1,Reticulon,RTN4,tr|F8W914|F8W914_HUMAN Reticulon OS=Homo sapiens OX=9606 GN=RTN4 PE=1 SV=1,6,1,26.7,345
