Gene_names,FBXW5_vs_BirA_logFC,FBXW5_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_FBXW5_N1,Peptides_FBXW5_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_FBXW5_N1,Razor___unique_peptides_FBXW5_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_FBXW5_N1,Unique_peptides_FBXW5_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_FBXW5_N1,Identification_type_FBXW5_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_FBXW5_N1,Ratio_H_L_FBXW5_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_FBXW5_N1,Ratio_H_L_normalized_FBXW5_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____FBXW5_N1,Ratio_H_L_variability_____FBXW5_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_FBXW5_N1,Ratio_H_L_count_FBXW5_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_FBXW5_N1,Ratio_H_L_iso_count_FBXW5_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_FBXW5_N1,Ratio_H_L_type_FBXW5_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_FBXW5_N1____,Sequence_coverage_FBXW5_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_FBXW5_N1,Intensity_L_FBXW5_N1,Intensity_H_FBXW5_N1,Intensity_FBXW5_N2,Intensity_L_FBXW5_N2,Intensity_H_FBXW5_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_FBXW5_N1,metacell_Intensity_L_FBXW5_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
POLA1,-0.909014945591363,0.119867559408206,P09884;A0A087WU64;A6NMQ1,P09884;A0A087WU64;A6NMQ1,2;2;2,2;2;2,2;2;2,DNA polymerase alpha catalytic subunit;DNA polymerase,sp|P09884|DPOLA_HUMAN DNA polymerase alpha catalytic subunit OS=Homo sapiens OX=9606 GN=POLA1 PE=1 SV=2;tr|A0A087WU64|A0A087WU64_HUMAN DNA polymerase OS=Homo sapiens OX=9606 GN=POLA1 PE=1 SV=1;tr|A6NMQ1|A6NMQ1_HUMAN DNA polymerase OS=Homo sapiens OX=9606 G,3,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1.9,1.9,1.9,165.91,1462,1462;1461;1468,0.023013,0.82517,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.3447,0.98108,26.48,6,0,Leave out requantified,0.24376,0.25143,0.35569,0.36962,0.92422,0.7697,1.0,0.96247,,,33.1,19.86,1,1,2,2,0,0,0,0,Median,Median,Median,Median,0.5,0.5,1.9,1.9,1388100000,1078000000,310030000,236640000,192930000,43704000,371590000,295460000,76132000,243660000,185020000,58641000,536160000,404610000,131550000,,,,26,14623;15924,True;True,17209;18724,41611;41612;41613;41614;45025;45026,78206;78207;78208;78209;78210;78211;84208,78207;84208,,,,,-1;-1;-1,protein_27,quanti,quanti,quanti,quanti
CTNNBL1,0.187947808872352,0.642884020058504,Q8WYA6;A0A087WUB9;A2A2P1,Q8WYA6;A0A087WUB9,6;6;1,6;6;1,6;6;1,Beta-catenin-like protein 1,sp|Q8WYA6|CTBL1_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1;tr|A0A087WUB9|A0A087WUB9_HUMAN Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1,3,6,6,6,2,3,5,5,2,3,5,5,2,3,5,5,13.1,13.1,13.1,65.173,563,563;568;166,0.0,8.0147,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.46109,1.0557,24.837,13,3,Leave out requantified,0.45748,0.57255,0.42164,0.54823,1.2541,1.2588,0.98001,1.2897,40.276,40.064,21.106,15.864,2,2,4,5,0,1,0,2,Median,Median,Leave out requantified,Leave out requantified,6.0,8.0,11.2,11.2,404470000,253830000,150630000,48875000,30647000,18228000,66051000,43718000,22333000,132750000,90886000,41869000,156790000,88582000,68204000,,,,28,5173;8088;11348;12902;17761;21386,True;True;True;True;True;True,5995;9612;13506;15281;20802;25057,14365;14366;23278;23279;32737;32738;32739;32740;36955;36956;36957;50214;50215;50216;50217;60542,27174;27175;27176;44326;44327;61926;69408;69409;69410;69411;69412;94216;94217;94218;94219;94220;114384,27174;44326;61926;69412;94219;114384,3;4,,457;458,,-1;-1;-1,protein_29,quanti,quanti,quanti,quanti
SPCS2,1.37612976544925,0.0150004733089021,Q15005;E9PL01;A0A087WUC6;E9PI68;E9PRB9,Q15005;E9PL01;A0A087WUC6;E9PI68;E9PRB9,4;4;4;4;3,4;4;4;4;3,4;4;4;4;3,Signal peptidase complex subunit 2,sp|Q15005|SPCS2_HUMAN Signal peptidase complex subunit 2 OS=Homo sapiens OX=9606 GN=SPCS2 PE=1 SV=3;tr|E9PL01|E9PL01_HUMAN Signal peptidase complex subunit 2 OS=Homo sapiens OX=9606 GN=SPCS2 PE=1 SV=1;tr|A0A087WUC6|A0A087WUC6_HUMAN Signal peptidase complex,5,4,4,4,1,1,4,2,1,1,4,2,1,1,4,2,24.8,24.8,24.8,25.003,226,226;157;227;257;87,0.0,5.4096,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.44976,1.0711,13.615,6,2,Leave out requantified,0.39914,0.50121,0.42869,0.49057,1.1148,1.2354,1.0985,1.1564,,,17.187,2.7767,1,1,2,2,0,0,1,1,Median,Median,Median,Median,8.4,8.4,24.8,16.8,323080000,216730000,106350000,21786000,15680000,6106200,27558000,17259000,10299000,137930000,90759000,47168000,135810000,93030000,42781000,,,,29,23;3187;4431;10668,True;True;True;True,23;3716;5149;12673,54;9193;9194;12379;12380;12381;12382;30651,116;17667;17668;23448;23449;23450;23451;23452;23453;23454;23455;23456;57863,116;17668;23448;57863,,,,,-1;-1;-1;-1;-1,protein_30,quanti,quanti,quanti,quanti
SYMPK,21.5106274608592,1.20306091464608e-07,Q92797;A0A087WUE9;M0R3C7;M0R1C2;M0R180;M0QXP5,Q92797;A0A087WUE9;M0R3C7,4;4;2;1;1;1,4;4;2;1;1;1,4;4;2;1;1;1,Symplekin,sp|Q92797|SYMPK_HUMAN Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=2;tr|A0A087WUE9|A0A087WUE9_HUMAN Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=1;tr|M0R3C7|M0R3C7_HUMAN Symplekin OS=Homo sapiens OX=9606 GN=SYMPK PE=1 SV=1,6,4,4,4,0,0,3,3,0,0,3,3,0,0,3,3,4.3,4.3,4.3,141.15,1274,1274;1058;673;115;137;142,0.0,4.8814,,,By MS/MS,By MS/MS,0.33133,0.74523,35.104,6,3,Median,,,0.33034,0.33233,,,0.6687,0.83051,,,24.272,49.255,0,0,3,3,0,0,1,2,Median,Median,Median,Median,0.0,0.0,3.1,3.5,277100000,210950000,66143000,0,0,0,0,0,0,133470000,104750000,28715000,143630000,106200000,37428000,,,,31,4760;15556;18638;20478,True;True;True;True,5531;18301;21804;23999,13287;44035;44036;52615;58008;58009,25137;25138;82377;82378;99191;109801;109802;109803,25138;82378;99191;109801,,,,,-1;-1;-1;-1;-1;-1,protein_32,quanti,quanti,imputed MEC,imputed MEC
HNRNPDL,1.43509782298993,0.0153076459095508,O14979;A0A087WUK2,O14979;A0A087WUK2,17;17,15;15,15;15,Heterogeneous nuclear ribonucleoprotein D-like,sp|O14979|HNRDL_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3;tr|A0A087WUK2|A0A087WUK2_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=1,2,17,15,15,5,5,16,14,3,3,14,12,3,3,14,12,24.5,24.0,24.0,46.437,420,420;363,0.0,37.748,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.25042,0.69854,26.004,50,17,Leave out requantified,0.26747,0.35794,0.23688,0.28318,0.99733,0.99823,0.66856,0.71544,24.301,31.894,27.714,26.74,4,4,23,19,1,3,8,5,Median,Median,Leave out requantified,Leave out requantified,12.1,12.1,24.5,22.6,8845600000,6837500000,2008000000,613900000,479620000,134290000,719970000,522960000,197010000,3957600000,3057600000,900000000,3554100000,2777400000,776720000,,,,32,2693;2694;3115;4499;5553;5592;5593;9110;13008;13009;13010;14317;15303;15304;16856;21235;21236,True;True;True;True;True;False;True;True;True;True;True;True;True;True;False;True;True,3122;3123;3124;3630;3631;5221;5222;5223;6453;6454;6508;6509;6510;6511;10807;10808;15394;15395;15396;15397;16867;18008;18009;18010;18011;19781;24870;24871;24872,7819;7820;7821;7822;7823;7824;8972;8973;8974;8975;8976;8977;12546;12547;12548;12549;12550;12551;12552;12553;15425;15426;15427;15428;15576;15577;15578;15579;15580;15581;15582;15583;15584;15585;15586;15587;15588;26089;26090;26091;37236;37237;37238;37239;37240;37241;37242;37243;40808;40809;43354;43355;43356;43357;43358;43359;43360;43361;43362;43363;47648;47649;47650;47651;47652;60112;60113;60114;60115,14942;14943;14944;14945;14946;14947;14948;14949;14950;14951;17174;17175;17176;17177;17178;17179;17180;17181;17182;17183;17184;17185;17186;17187;17188;23770;23771;23772;23773;23774;23775;23776;23777;23778;23779;23780;23781;23782;23783;23784;23785;23786;23787;23788;23789;23790;29322;29323;29324;29325;29326;29327;29328;29329;29330;29331;29610;29611;29612;29613;29614;29615;29616;29617;29618;29619;29620;29621;29622;29623;29624;29625;29626;29627;29628;29629;29630;29631;29632;29633;29634;29635;29636;29637;29638;29639;29640;29641;29642;29643;29644;29645;29646;29647;29648;29649;29650;29651;49631;49632;49633;69923;69924;69925;69926;69927;69928;69929;69930;69931;69932;69933;69934;69935;69936;69937;69938;76732;76733;81233;81234;81235;81236;81237;81238;81239;81240;81241;81242;81243;81244;81245;81246;81247;81248;81249;81250;81251;81252;81253;81254;89140;89141;89142;89143;89144;89145;89146;89147;89148;89149;89150;113619;113620;113621,14947;14951;17180;23776;29330;29633;29651;49631;69923;69935;69938;76733;81235;81241;89146;113620;113621,5;6;7;8;9;10;11,,162;180;197;204;289;302;306,,-1;-1,protein_33,quanti,quanti,quanti,quanti
SLIRP,1.48755814847756,0.0117318812274322,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7;H0YJ07;H0YJU7;H0YJI1,Q9GZT3;A0A087WUN7;H0YJ40;G3V4X6;G3V2S9;H0YJW7,8;8;8;8;8;7;3;3;1,8;8;8;8;8;7;3;3;1,8;8;8;8;8;7;3;3;1,"SRA stem-loop-interacting RNA-binding protein, mitochondrial","sp|Q9GZT3|SLIRP_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 SV=1;tr|A0A087WUN7|A0A087WUN7_HUMAN SRA stem-loop-interacting RNA-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=SLIRP PE=1 ",9,8,8,8,4,3,7,7,4,3,7,7,4,3,7,7,67.9,67.9,67.9,12.349,109,109;92;96;98;124;76;56;72;40,0.0,46.627,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.63107,1.6954,20.307,28,4,Leave out requantified,0.49915,0.66547,0.67056,0.70803,1.3419,1.977,1.9554,1.9077,25.744,25.125,18.629,18.112,4,3,11,10,0,1,1,2,Leave out requantified,Median,Leave out requantified,Leave out requantified,34.9,33.9,55.0,67.9,3051000000,1797800000,1253200000,198090000,131270000,66827000,203540000,123680000,79855000,1216100000,708600000,507470000,1433300000,834260000,599040000,,,,33,2591;3631;6104;13700;15247;15358;15359;16217,True;True;True;True;True;True;True;True,3002;4224;7174;16183;16184;17944;18075;18076;18077;18078;19054,7554;7555;7556;7557;10322;10323;17303;39127;39128;39129;39130;39131;39132;43198;43199;43200;43544;43545;43546;43547;43548;43549;43550;43551;45874;45875;45876;45877,14494;14495;14496;14497;14498;14499;14500;19668;19669;19670;19671;32956;32957;73455;73456;73457;73458;73459;73460;73461;73462;73463;73464;73465;73466;73467;80954;80955;80956;80957;80958;81563;81564;81565;81566;81567;81568;81569;81570;81571;81572;81573;81574;85811;85812;85813;85814;85815;85816;85817;85818;85819;85820;85821;85822;85823;85824;85825;85826;85827,14500;19668;32957;73461;80956;81564;81567;85823,12,,36,,-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_34,quanti,quanti,quanti,quanti
MYEF2,20.5356420293994,1.77940589886974e-05,Q9P2K5;A0A087WUT0;A0A0A0MR39;A0A0A0MQW0;A0A0C4DGV1;H0YN19;H0YKS1,Q9P2K5;A0A087WUT0;A0A0A0MR39;A0A0A0MQW0;A0A0C4DGV1;H0YN19,4;4;4;3;2;2;1,4;4;4;3;2;2;1,4;4;4;3;2;2;1,Myelin expression factor 2,sp|Q9P2K5|MYEF2_HUMAN Myelin expression factor 2 OS=Homo sapiens OX=9606 GN=MYEF2 PE=1 SV=3;tr|A0A087WUT0|A0A087WUT0_HUMAN Myelin expression factor 2 OS=Homo sapiens OX=9606 GN=MYEF2 PE=1 SV=1;tr|A0A0A0MR39|A0A0A0MR39_HUMAN Myelin expression factor 2 OS=Ho,7,4,4,4,0,0,4,2,0,0,4,2,0,0,4,2,10.0,10.0,10.0,64.121,600,600;547;600;576;211;290;126,0.0,8.0149,,,By MS/MS,By MS/MS,0.50469,1.1906,65.063,5,4,Median,,,0.67275,0.50469,,,1.8972,1.1428,,,69.724,,0,0,4,1,0,0,3,1,Median,Median,Median,Median,0.0,0.0,10.0,4.0,308880000,158000000,150880000,0,0,0,0,0,0,271330000,136970000,134360000,37548000,21021000,16527000,,,,35,7708;10603;10621;13081,True;True;True;True,9148;12605;12624;15478,22033;30497;30528;30529;37426;37427,41889;57596;57651;57652;57653;70326;70327;70328,41889;57596;57653;70326,,,,,-1;-1;-1;-1;-1;-1;-1,protein_36,quanti,quanti,imputed MEC,imputed MEC
EIF5B,-2.49656120589352,0.0102204236917981,O60841;A0A087WUT6,O60841;A0A087WUT6,7;7,7;7,7;7,Eukaryotic translation initiation factor 5B,sp|O60841|IF2P_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4;tr|A0A087WUT6|A0A087WUT6_HUMAN Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=1,2,7,7,7,5,5,1,2,5,5,1,2,5,5,1,2,10.3,10.3,10.3,138.83,1220,1220;1220,0.0,8.7028,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.31699,0.83484,19.743,13,7,Leave out requantified,0.31215,0.31699,1.5333,0.52149,1.0431,0.86726,4.3246,1.2783,15.326,16.107,,67.403,5,5,1,2,3,2,1,1,Median,Leave out requantified,Median,Median,7.8,7.5,1.6,3.3,625440000,413260000,212180000,171310000,127570000,43732000,230380000,158660000,71719000,73807000,30484000,43324000,149950000,96539000,53409000,,,,36,6144;6925;7227;8374;9852;10921;11332,True;True;True;True;True;True;True,7226;8184;8597;9953;11733;12989;13487,17416;19715;19716;20764;20765;24106;24107;28364;31467;31468;31469;32675;32676,33150;37358;37359;37360;39490;45858;45859;53597;59513;59514;59515;59516;61793;61794;61795,33150;37360;39490;45859;53597;59515;61793,,,,,-1;-1,protein_37,quanti,quanti,quanti,quanti
SPTBN1,2.19804634841179,0.00427107691965834,Q01082;A0A087WUZ3;F8W6C1,Q01082;A0A087WUZ3,56;56;18,56;56;18,54;54;16,"Spectrin beta chain, non-erythrocytic 1","sp|Q01082|SPTB2_HUMAN Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2;tr|A0A087WUZ3|A0A087WUZ3_HUMAN Spectrin beta chain OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=1",3,56,56,54,14,19,40,44,14,19,40,44,14,19,39,42,30.4,30.4,29.5,274.61,2364,2364;2366;690,0.0,136.29,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.37265,0.98328,22.671,127,40,Leave out requantified,0.43538,0.55173,0.3296,0.38275,1.1534,1.2131,0.9143,0.95314,52.626,22.624,22.757,18.607,14,19,45,49,5,3,17,15,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,8.4,12.5,22.8,25.7,7472400000,5197600000,2274800000,264480000,178190000,86296000,509890000,317060000,192830000,3065600000,2210400000,855220000,3632400000,2492000000,1140400000,,,,37,1094;1860;2734;2748;2861;3016;3080;3133;3392;3780;4018;4129;4327;4328;4862;7064;7149;7159;7177;7482;8201;8718;8920;9243;9797;9798;10818;11153;11704;11720;12005;12343;12344;12553;12568;13113;13294;15002;15026;15667;16637;16809;16810;17272;17379;17394;17872;18229;18235;18735;18736;18864;19371;19884;20103;21320,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1258;2165;3175;3189;3325;3511;3581;3655;3955;4402;4670;4799;5028;5029;5647;8375;8491;8514;8534;8893;9751;10347;10584;10976;11671;11672;12858;12859;13279;13909;13928;14246;14632;14633;14881;14899;15512;15513;15719;17656;17688;18432;19537;19731;19732;20235;20356;20376;20932;21340;21346;21915;21916;22067;22068;22655;23310;23562;24976,3143;5478;7942;7969;7970;7971;7972;8322;8323;8324;8325;8724;8725;8862;8863;9049;9727;9728;10744;10745;11282;11283;11577;11578;12095;12096;12097;13552;13553;13554;13555;20201;20481;20556;20557;20599;20600;21473;23608;23609;23610;25051;25052;25053;25054;25586;25587;26505;28202;28203;28204;28205;28206;31112;31113;31114;31115;31116;31117;32186;32187;33643;33644;33645;33646;33690;34445;35355;35356;35357;35358;35359;35360;35361;35362;35979;36017;36018;37500;37501;37502;37503;37504;37505;37986;37987;37988;37989;42607;42608;42681;42682;44353;44354;47078;47079;47534;47535;47536;48779;48780;49072;49073;49130;49131;49132;49133;49134;50515;51441;51442;51451;51452;51453;51454;52872;52873;52874;52875;53247;53248;53249;53250;54734;54735;54736;56376;56377;56973;56974;60364,5982;10510;15199;15242;15243;15244;15245;15246;15247;15248;15249;15250;15251;15252;16005;16006;16007;16008;16009;16716;16717;16948;16949;17370;18640;18641;20454;20455;21363;21364;21365;21366;21367;21918;21919;21920;22940;22941;22942;22943;25651;25652;25653;25654;25655;25656;25657;25658;25659;38353;38960;39115;39116;39183;39184;40827;40828;44948;44949;44950;44951;44952;44953;44954;47600;47601;47602;47603;47604;48617;48618;48619;50381;53296;53297;53298;53299;53300;58834;58835;58836;58837;58838;58839;58840;58841;58842;60735;63494;63495;63496;63497;63498;63499;63500;63501;63586;63587;63588;64780;66441;66442;66443;66444;66445;66446;66447;66448;66449;66450;66451;66452;66453;66454;66455;67633;67695;67696;70447;70448;70449;70450;70451;70452;70453;70454;71301;71302;71303;71304;71305;71306;71307;71308;79966;79967;79968;80087;80088;80089;80090;80091;80092;80093;82941;82942;82943;82944;82945;88073;88074;88075;88968;88969;88970;91241;91242;91834;91835;91836;91837;91838;91839;91947;91948;91949;91950;91951;91952;91953;91954;94825;96658;96659;96681;96682;96683;96684;99687;99688;99689;99690;100481;100482;100483;100484;100485;100486;100487;100488;100489;103399;103400;103401;106660;106661;107868;107869;107870;107871;107872;107873;107874;107875;114111,5982;10510;15199;15252;16007;16717;16949;17370;18640;20454;21364;21919;22940;22943;25659;38353;38960;39115;39184;40828;44950;47602;48618;50381;53297;53299;58834;60735;63496;63588;64780;66449;66455;67633;67696;70449;71307;79967;80088;82945;88075;88968;88970;91242;91834;91953;94825;96659;96684;99687;99689;100484;103400;106660;107869;114111,,,,,-1;-1;-1,protein_38,quanti,quanti,quanti,quanti
DDX50,22.4910678361918,1.01411550237607e-07,Q9BQ39;A0A087WVC1,Q9BQ39;A0A087WVC1,10;10,8;8,8;8,ATP-dependent RNA helicase DDX50,sp|Q9BQ39|DDX50_HUMAN ATP-dependent RNA helicase DDX50 OS=Homo sapiens OX=9606 GN=DDX50 PE=1 SV=1;tr|A0A087WVC1|A0A087WVC1_HUMAN ATP-dependent RNA helicase DDX50 OS=Homo sapiens OX=9606 GN=DDX50 PE=1 SV=1,2,10,8,8,1,1,8,9,0,0,7,7,0,0,7,7,16.6,12.9,12.9,82.564,737,737;730,0.0,16.947,By matching,By matching,By MS/MS,By MS/MS,0.53892,1.1878,14.566,15,2,Leave out requantified,,,0.55191,0.53892,,,1.292,1.1527,,,17.109,27.827,0,0,7,8,0,0,2,0,Median,Median,Leave out requantified,Leave out requantified,1.6,1.6,13.0,14.9,670990000,416200000,254780000,0,0,0,0,0,0,349520000,208610000,140910000,321470000,207600000,113870000,,,,43,3567;6764;9447;9451;13868;17582;17632;19295;19872;19882,False;True;True;True;False;True;True;True;True;True,4153;7975;7976;11236;11240;16371;20585;20642;22566;23296;23308,10174;19167;19168;19169;19170;27129;27138;27139;39596;39597;39598;39599;49631;49632;49783;54505;54506;56343;56344;56373;56374,19398;36342;36343;36344;36345;51474;51493;51494;74329;74330;74331;74332;74333;74334;74335;92971;92972;92973;92974;92975;92976;93274;102908;102909;106598;106599;106600;106601;106656;106657,19398;36342;51474;51493;74335;92976;93274;102909;106599;106657,,,,,-1;-1,protein_44,quanti,quanti,imputed MEC,imputed MEC
MTHFD1L,4.36627351529587,0.000188932471405332,Q6UB35;A0A087WVM4;B7ZM99;Q4VXM0;Q4VXM1;Q4VXV2;Q5JYA8;Q5JYA3;H0Y327,Q6UB35;A0A087WVM4;B7ZM99,14;14;14;2;1;1;1;1;1,13;13;13;2;1;1;1;1;1,13;13;13;2;1;1;1;1;1,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial","sp|Q6UB35|C1TM_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1;tr|A0A087WVM4|A0A087WVM4_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 S",9,14,13,13,2,2,13,10,1,1,13,10,1,1,13,10,18.0,17.0,17.0,105.79,978,978;913;979;92;57;96;108;114;332,0.0,21.878,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.4559,1.1078,22.625,28,7,Leave out requantified,0.4209,0.50587,0.42411,0.47199,0.9629,1.0125,1.155,1.1927,,,18.813,20.324,1,1,15,11,1,0,3,3,Median,Median,Leave out requantified,Leave out requantified,2.2,2.0,17.0,13.5,1316000000,869380000,446640000,12170000,8631800,3537900,15610000,10571000,5039600,694160000,456300000,237860000,594070000,393880000,200200000,,,,45,1961;2795;3553;4950;4951;7514;10115;12519;13106;15227;17740;19314;19612;21755,True;True;True;True;True;True;True;True;True;True;True;True;False;True,2274;3245;4137;5751;5752;8928;12057;14840;14841;15505;17921;20775;22586;22979;25481,5766;5767;5768;8127;8128;10139;10140;10141;13785;13786;13787;21545;21546;29222;29223;29224;35860;35861;35862;35863;37489;37490;43155;50135;50136;50137;54554;55586;55587;55588;55589;61565;61566,11044;11045;11046;15612;15613;15614;19346;19347;19348;19349;19350;26094;26095;26096;26097;26098;26099;26100;40956;40957;55162;55163;55164;55165;55166;67402;67403;67404;67405;67406;67407;70436;70437;80874;94026;94027;94028;94029;94030;103020;105057;105058;105059;105060;105061;105062;105063;116339;116340,11045;15613;19349;26094;26098;40957;55166;67406;70437;80874;94030;103020;105061;116339,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_46,quanti,quanti,quanti,quanti
SMTN,19.3279504907002,6.05689498370584e-06,P53814;A0A087WVP4;A0A087X1R1;H7C372;C9JQZ8,P53814;A0A087WVP4;A0A087X1R1,3;3;3;1;1,3;3;3;1;1,3;3;3;1;1,Smoothelin,sp|P53814|SMTN_HUMAN Smoothelin OS=Homo sapiens OX=9606 GN=SMTN PE=1 SV=7;tr|A0A087WVP4|A0A087WVP4_HUMAN Smoothelin OS=Homo sapiens OX=9606 GN=SMTN PE=1 SV=1;tr|A0A087X1R1|A0A087X1R1_HUMAN Smoothelin OS=Homo sapiens OX=9606 GN=SMTN PE=1 SV=1,5,3,3,3,0,0,1,3,0,0,1,3,0,0,1,3,4.1,4.1,4.1,99.058,917,917;971;1002;127;158,0.0,2.6378,,,By matching,By MS/MS,0.9901,1.957,7.4483,4,0,Leave out requantified,,,1.0322,0.94972,,,2.095,1.957,,,,10.861,0,0,1,3,0,0,0,0,Median,Median,Median,Leave out requantified,0.0,0.0,1.1,4.1,126190000,62705000,63481000,0,0,0,0,0,0,19280000,10299000,8981200,106910000,52406000,54500000,,,,46,6658;9848;19750,True;True;True,7847;11729;23150,18842;18843;28350;55997,35719;35720;53567;105878,35719;53567;105878,,,,,-1;-1;-1;-1;-1,protein_47,quanti,quanti,imputed MEC,imputed MEC
