FBXW5_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
NDUFA6,-0.1395848938,0.478382198834814,0,P56556;R4GN43;A0A2Y9D025,P56556;R4GN43;A0A2Y9D025,1;1;1,1;1;1,1;1;1,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6,NDUFA6,sp|P56556|NDUA6_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 OS=Homo sapiens OX=9606 GN=NDUFA6 PE=1 SV=4;tr|R4GN43|R4GN43_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6 OS=Homo sapiens OX=9606 GN=NDUFA6 PE=1 SV=1;t,1,1,6.2,128
MTHFD1,0.0812464624,0.575480452796497,0,P11586;V9GYY3;A0A384N5Y3;F5H2F4;V9GZ78;A0A494C1T2,P11586;V9GYY3;A0A384N5Y3;F5H2F4;V9GZ78;A0A494C1T2,51;51;51;51;44;33,51;51;51;51;44;33,50;50;50;50;43;32,"C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase;C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed",MTHFD1,"sp|P11586|C1TC_HUMAN C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=3;tr|V9GYY3|V9GYY3_HUMAN C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=2;tr|A0A384N5Y3|A0A384N5Y3_HUMAN C-1-tet",51,50,56.5,935
CTPS1,0.558225083,0.0270962625807236,0,P17812;A0A3B3IRI2;A0A3B3IRQ8;A0A3B3ITF6;B4E1E0;A0A3B3ITB8;A0A3B3ITH9;A0A3B3ISY3;Q9NRF8,P17812;A0A3B3IRI2;A0A3B3IRQ8;A0A3B3ITF6;B4E1E0;A0A3B3ITB8,22;22;19;19;16;14;5;3;2,22;22;19;19;16;14;5;3;2,22;22;19;19;16;14;5;3;2,CTP synthase 1;CTP synthase,CTPS1,sp|P17812|PYRG1_HUMAN CTP synthase 1 OS=Homo sapiens OX=9606 GN=CTPS1 PE=1 SV=2;tr|A0A3B3IRI2|A0A3B3IRI2_HUMAN CTP synthase OS=Homo sapiens OX=9606 GN=CTPS1 PE=1 SV=1;tr|A0A3B3IRQ8|A0A3B3IRQ8_HUMAN CTP synthase OS=Homo sapiens OX=9606 GN=CTPS1 PE=1 SV=1;tr,22,22,49.1,591
CREG1,0.089772175,0.551263198649021,0,O75629;A0A3B3IRL2,O75629;A0A3B3IRL2,1;1,1;1,1;1,Protein CREG1,CREG1,"sp|O75629|CREG1_HUMAN Protein CREG1 OS=Homo sapiens OX=9606 GN=CREG1 PE=1 SV=1;tr|A0A3B3IRL2|A0A3B3IRL2_HUMAN Cellular repressor of E1A-stimulated genes 1, isoform CRA_a OS=Homo sapiens OX=9606 GN=CREG1 PE=1 SV=1",1,1,9.5,220
PPP1R12A,-0.1908282045,0.349303868582721,0,O14974;H0YIS4;H0YHI8;A0A3B3ISH4;F8VZN8,O14974;H0YIS4;H0YHI8;A0A3B3ISH4;F8VZN8,1;1;1;1;1,1;1;1;1;1,1;1;1;1;1,Protein phosphatase 1 regulatory subunit 12A,PPP1R12A,sp|O14974|MYPT1_HUMAN Protein phosphatase 1 regulatory subunit 12A OS=Homo sapiens OX=9606 GN=PPP1R12A PE=1 SV=1;tr|H0YIS4|H0YIS4_HUMAN Protein phosphatase 1 regulatory subunit 12A (Fragment) OS=Homo sapiens OX=9606 GN=PPP1R12A PE=1 SV=1;tr|H0YHI8|H0YHI8_H,1,1,1,1030
MCM4,-0.6820393203,0.00891018474873704,0,P33991;A0A3B3IU45;A0A3B3IT92;A0A3B3ITP6;A0A3B3IS57;E5RG31;A0A3B3IRR8;Q9UJA3;A0A494C100,P33991;A0A3B3IU45;A0A3B3IT92;A0A3B3ITP6;A0A3B3IS57;E5RG31,29;29;29;25;24;21;6;1;1,29;29;29;25;24;21;6;1;1,29;29;29;25;24;21;6;1;1,DNA replication licensing factor MCM4,MCM4,sp|P33991|MCM4_HUMAN DNA replication licensing factor MCM4 OS=Homo sapiens OX=9606 GN=MCM4 PE=1 SV=5;tr|A0A3B3IU45|A0A3B3IU45_HUMAN DNA helicase OS=Homo sapiens OX=9606 GN=MCM4 PE=1 SV=1;tr|A0A3B3IT92|A0A3B3IT92_HUMAN DNA helicase OS=Homo sapiens OX=9606 G,29,29,41.9,863
RPL29,0.213974348,0.410135732416772,0,P47914;A0A3B3ITT5,P47914;A0A3B3ITT5,5;5,5;5,5;5,60S ribosomal protein L29,RPL29,sp|P47914|RL29_HUMAN 60S ribosomal protein L29 OS=Homo sapiens OX=9606 GN=RPL29 PE=1 SV=2;tr|A0A3B3ITT5|A0A3B3ITT5_HUMAN 60S ribosomal protein L29 OS=Homo sapiens OX=9606 GN=RPL29 PE=1 SV=1,5,5,25.8,159
ABCD3,-0.1364188494,0.466451900034576,0,A0A3B3ITW3;P28288,A0A3B3ITW3;P28288,6;5,6;5,6;5,ATP-binding cassette sub-family D member 3,ABCD3,tr|A0A3B3ITW3|A0A3B3ITW3_HUMAN ATP-binding cassette sub-family D member 3 OS=Homo sapiens OX=9606 GN=ABCD3 PE=1 SV=2;sp|P28288|ABCD3_HUMAN ATP-binding cassette sub-family D member 3 OS=Homo sapiens OX=9606 GN=ABCD3 PE=1 SV=1,6,6,11.7,659
THRAP3,-0.2518933131,0.104494583806982,0,Q9Y2W1;A0A3B3ITZ9,Q9Y2W1;A0A3B3ITZ9,12;12,12;12,12;12,Thyroid hormone receptor-associated protein 3,THRAP3,sp|Q9Y2W1|TR150_HUMAN Thyroid hormone receptor-associated protein 3 OS=Homo sapiens OX=9606 GN=THRAP3 PE=1 SV=2;tr|A0A3B3ITZ9|A0A3B3ITZ9_HUMAN Thyroid hormone receptor-associated protein 3 OS=Homo sapiens OX=9606 GN=THRAP3 PE=1 SV=1,12,12,17,955
NHP2L1,-0.5658511855,0.0382554920067177,0,P55769;B1AHD1;A0A3B3IUA2;A0A3B3IRU2;A0A3B3ISH1,P55769;B1AHD1;A0A3B3IUA2,8;8;8;3;1,8;8;8;3;1,8;8;8;3;1,"NHP2-like protein 1;NHP2-like protein 1, N-terminally processed",NHP2L1,sp|P55769|NH2L1_HUMAN NHP2-like protein 1 OS=Homo sapiens OX=9606 GN=SNU13 PE=1 SV=3;tr|B1AHD1|B1AHD1_HUMAN Ribonucloprotein OS=Homo sapiens OX=9606 GN=SNU13 PE=1 SV=1;tr|A0A3B3IUA2|A0A3B3IUA2_HUMAN Ribonucloprotein OS=Homo sapiens OX=9606 GN=SNU13 PE=1 SV,8,8,49.2,128
GLA,-0.7956409871,0.00167404390516049,0,P06280;A0A3B3IUC4;A0A669KAY7;A0A669KB83;A0A3B3IRU3,P06280;A0A3B3IUC4;A0A669KAY7;A0A669KB83;A0A3B3IRU3,4;4;2;2;2,4;4;2;2;2,2;2;0;0;0,Alpha-galactosidase A,GLA,sp|P06280|AGAL_HUMAN Alpha-galactosidase A OS=Homo sapiens OX=9606 GN=GLA PE=1 SV=1;tr|A0A3B3IUC4|A0A3B3IUC4_HUMAN Alpha-galactosidase OS=Homo sapiens OX=9606 GN=GLA PE=1 SV=1;tr|A0A669KAY7|A0A669KAY7_HUMAN Alpha-galactosidase A (Fragment) OS=Homo sapiens ,4,2,12.6,429
C11orf98,-0.2948531779,0.0916061375286313,0,E9PRG8;E9PLD3;A0A494BXY3,E9PRG8;E9PLD3;A0A494BXY3,2;2;2,2;2;2,2;2;2,Uncharacterized protein C11orf98,C11orf98,sp|E9PRG8|CK098_HUMAN Uncharacterized protein C11orf98 OS=Homo sapiens OX=9606 GN=C11orf98 PE=4 SV=2;tr|E9PLD3|E9PLD3_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=4 SV=1;tr|A0A494BXY3|A0A494BXY3_HUMAN Uncharacterized protein C11orf98 OS=Homo sa,2,2,12.2,123
DEK,-0.02850255,0.831435755908792,0,P35659;H0Y993;A0A494C028;B4DFG0;H0Y8X0;A0A494C198;D6RDA2;D6R9L5,P35659;H0Y993;A0A494C028;B4DFG0;H0Y8X0;A0A494C198,9;9;9;7;6;6;4;3,9;9;9;7;6;6;4;3,9;9;9;7;6;6;4;3,Protein DEK,DEK,"sp|P35659|DEK_HUMAN Protein DEK OS=Homo sapiens OX=9606 GN=DEK PE=1 SV=1;tr|H0Y993|H0Y993_HUMAN DEK oncogene (DNA binding), isoform CRA_b OS=Homo sapiens OX=9606 GN=DEK PE=1 SV=2;tr|A0A494C028|A0A494C028_HUMAN Protein DEK OS=Homo sapiens OX=9606 GN=DEK PE=",9,9,21.1,375
EBP,0.237181933,0.211333142853131,0,Q15125;C9J719;C9JJ78;A0A494C0F3,Q15125;C9J719;C9JJ78;A0A494C0F3,2;2;2;2,2;2;2;2,2;2;2;2,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",EBP,"sp|Q15125|EBP_HUMAN 3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase OS=Homo sapiens OX=9606 GN=EBP PE=1 SV=3;tr|C9J719|C9J719_HUMAN 3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase (Fragment) OS=Homo sapiens OX=9606 GN=EBP PE=1 SV=8;tr|C9JJ78|C9JJ78_HUM",2,2,11.3,230
FKBP2,-0.3261956862,0.114811377744297,0,P26885;A0A494C1N0,P26885;A0A494C1N0,3;3,3;3,3;3,Peptidyl-prolyl cis-trans isomerase FKBP2,FKBP2,sp|P26885|FKBP2_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Homo sapiens OX=9606 GN=FKBP2 PE=1 SV=2;tr|A0A494C1N0|A0A494C1N0_HUMAN Peptidylprolyl isomerase OS=Homo sapiens OX=9606 GN=FKBP2 PE=1 SV=1,3,3,19,142
SRSF6,-0.2124749,0.172443876517613,0,Q13247;A0A590UJK4;A0A590UK01;A0A590UJP7;A0A590UK80,Q13247;A0A590UJK4;A0A590UK01;A0A590UJP7;A0A590UK80,8;8;8;8;8,8;8;8;8;8,7;7;7;7;7,Serine/arginine-rich splicing factor 6,SRSF6,sp|Q13247|SRSF6_HUMAN Serine/arginine-rich splicing factor 6 OS=Homo sapiens OX=9606 GN=SRSF6 PE=1 SV=2;tr|A0A590UJK4|A0A590UJK4_HUMAN Serine/arginine-rich-splicing factor 6 OS=Homo sapiens OX=9606 GN=SRSF6 PE=1 SV=1;tr|A0A590UK01|A0A590UK01_HUMAN Serine/a,8,7,27.3,344
SACM1L,-0.0900122931,0.530273506006758,0,Q9NTJ5;A0A5F9ZHN7;E9PGZ4;F8WDN7;F8WCQ2;C9JV50,Q9NTJ5;A0A5F9ZHN7;E9PGZ4;F8WDN7,5;5;4;3;1;1,5;5;4;3;1;1,5;5;4;3;1;1,Phosphatidylinositide phosphatase SAC1,SACM1L,sp|Q9NTJ5|SAC1_HUMAN Phosphatidylinositol-3-phosphatase SAC1 OS=Homo sapiens OX=9606 GN=SACM1L PE=1 SV=2;tr|A0A5F9ZHN7|A0A5F9ZHN7_HUMAN Phosphatidylinositide phosphatase SAC1 OS=Homo sapiens OX=9606 GN=SACM1L PE=1 SV=1;tr|E9PGZ4|E9PGZ4_HUMAN Phosphatidylin,5,5,8.9,587
MRPL2,0.5370756803,0.0485244899498478,0,Q5T653;A0A669KAX9;C9IY40,Q5T653;A0A669KAX9;C9IY40,5;5;3,5;5;3,5;5;3,"39S ribosomal protein L2, mitochondrial",MRPL2,"sp|Q5T653|RM02_HUMAN 39S ribosomal protein L2, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL2 PE=1 SV=2;tr|A0A669KAX9|A0A669KAX9_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=1;tr|C9IY40|C9IY40_HUMAN 39S ribosomal protein L2, mit",5,5,27.2,305
CTNND1,-1.0227486612,0.00224580316404234,1,O60716;A0A669KB62;A0A669KB05;C9JZR2;E9PKL1,O60716;A0A669KB62;A0A669KB05;C9JZR2,9;9;9;9;1,9;9;9;9;1,9;9;9;9;1,Catenin delta-1,CTNND1,sp|O60716|CTND1_HUMAN Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE=1 SV=1;tr|A0A669KB62|A0A669KB62_HUMAN Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE=4 SV=1;tr|A0A669KB05|A0A669KB05_HUMAN Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE,9,9,14.5,968
USP7,-0.2469649497,0.143976978936181,0,Q93009;A0A669KBL1;F5H2X1;I3L2D8,Q93009;A0A669KBL1,6;6;2;1,6;6;2;1,1;1;0;0,Ubiquitin carboxyl-terminal hydrolase 7,USP7,sp|Q93009|UBP7_HUMAN Ubiquitin carboxyl-terminal hydrolase 7 OS=Homo sapiens OX=9606 GN=USP7 PE=1 SV=2;tr|A0A669KBL1|A0A669KBL1_HUMAN Ubiquitin carboxyl-terminal hydrolase 7 OS=Homo sapiens OX=9606 GN=USP7 PE=4 SV=1,6,1,8.2,1102
ILVBL,-0.1744916328,0.290520654179259,0,A1L0T0;M0R026;M0R1B5;E9PL44;E9PJS0;M0QZX5,A1L0T0;M0R026,6;6;2;2;2;1,6;6;2;2;2;1,6;6;2;2;2;1,Acetolactate synthase-like protein,ILVBL,sp|A1L0T0|HACL2_HUMAN 2-hydroxyacyl-CoA lyase 2 OS=Homo sapiens OX=9606 GN=ILVBL PE=1 SV=2;tr|M0R026|M0R026_HUMAN 2-hydroxyacyl-CoA lyase 2 OS=Homo sapiens OX=9606 GN=ILVBL PE=1 SV=1,6,6,17.7,632
ACO2,-0.0016384934,0.990204671029394,0,Q99798;A2A274,Q99798;A2A274,20;20,20;20,20;20,"Aconitate hydratase, mitochondrial",ACO2,"sp|Q99798|ACON_HUMAN Aconitate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ACO2 PE=1 SV=2;tr|A2A274|A2A274_HUMAN Aconitate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ACO2 PE=1 SV=1",20,20,33.5,780
STMN1,-0.2435278647,0.207420195269995,0,P16949;A2A2D0,P16949;A2A2D0,7;7,7;7,4;4,Stathmin,STMN1,sp|P16949|STMN1_HUMAN Stathmin OS=Homo sapiens OX=9606 GN=STMN1 PE=1 SV=3;tr|A2A2D0|A2A2D0_HUMAN Stathmin (Fragment) OS=Homo sapiens OX=9606 GN=STMN1 PE=1 SV=8,7,4,38.3,149
HCFC1,-0.54425893,0.0103123386018861,0,P51610;A6NEM2;H7C1C4,P51610;A6NEM2,21;21;5,21;21;5,20;20;4,Host cell factor 1;HCF N-terminal chain 1;HCF N-terminal chain 2;HCF N-terminal chain 3;HCF N-terminal chain 4;HCF N-terminal chain 5;HCF N-terminal chain 6;HCF C-terminal chain 1;HCF C-terminal chain 2;HCF C-terminal chain 3;HCF C-terminal chain 4;HCF C-terminal chain 5;HCF C-terminal chain 6,HCFC1,sp|P51610|HCFC1_HUMAN Host cell factor 1 OS=Homo sapiens OX=9606 GN=HCFC1 PE=1 SV=2;tr|A6NEM2|A6NEM2_HUMAN Host cell factor 1 OS=Homo sapiens OX=9606 GN=HCFC1 PE=1 SV=2,21,20,13.1,2035
PIGK,-0.1478196502,0.463659630578979,0,Q92643;B1AK81;A6NEM5,Q92643;B1AK81;A6NEM5,1;1;1,1;1;1,1;1;1,GPI-anchor transamidase,PIGK,sp|Q92643|GPI8_HUMAN GPI-anchor transamidase OS=Homo sapiens OX=9606 GN=PIGK PE=1 SV=2;tr|B1AK81|B1AK81_HUMAN GPI-anchor transamidase OS=Homo sapiens OX=9606 GN=PIGK PE=1 SV=1;tr|A6NEM5|A6NEM5_HUMAN GPI-anchor transamidase OS=Homo sapiens OX=9606 GN=PIGK P,1,1,3,395
NUDT5,-0.11422822,0.492937584612291,0,Q9UKK9;A6NFX8;H0YEY4;A6NCQ0;A6NJU6,Q9UKK9;A6NFX8,3;3;1;1;1,3;3;1;1;1,3;3;1;1;1,ADP-sugar pyrophosphatase,NUDT5,sp|Q9UKK9|NUDT5_HUMAN ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606 GN=NUDT5 PE=1 SV=1;tr|A6NFX8|A6NFX8_HUMAN ADP-sugar pyrophosphatase OS=Homo sapiens OX=9606 GN=NUDT5 PE=1 SV=1,3,3,15.5,219
USP14,0.0166461279,0.913132886428156,0,P54578;A6NJA2;J3QQT6;J3KS55,P54578;A6NJA2,10;10;1;1,10;10;1;1,10;10;1;1,Ubiquitin carboxyl-terminal hydrolase 14;Ubiquitin carboxyl-terminal hydrolase,USP14,sp|P54578|UBP14_HUMAN Ubiquitin carboxyl-terminal hydrolase 14 OS=Homo sapiens OX=9606 GN=USP14 PE=1 SV=3;tr|A6NJA2|A6NJA2_HUMAN Ubiquitin carboxyl-terminal hydrolase OS=Homo sapiens OX=9606 GN=USP14 PE=1 SV=2,10,10,23.5,494
CRYZ,-0.1518710752,0.545373268522451,0,Q08257;C9JH92;A6NP24,Q08257;C9JH92;A6NP24,5;5;5,5;5;5,5;5;5,Quinone oxidoreductase,CRYZ,sp|Q08257|QOR_HUMAN Quinone oxidoreductase OS=Homo sapiens OX=9606 GN=CRYZ PE=1 SV=1;tr|C9JH92|C9JH92_HUMAN Quinone oxidoreductase (Fragment) OS=Homo sapiens OX=9606 GN=CRYZ PE=1 SV=1;tr|A6NP24|A6NP24_HUMAN Quinone oxidoreductase (Fragment) OS=Homo sapiens,5,5,20.1,329
PRAF2,0.0291653085,0.843348403245184,0,O60831;A6NP52,O60831;A6NP52,1;1,1;1,1;1,PRA1 family protein 2,PRAF2,sp|O60831|PRAF2_HUMAN PRA1 family protein 2 OS=Homo sapiens OX=9606 GN=PRAF2 PE=1 SV=1;tr|A6NP52|A6NP52_HUMAN PRA1 family protein OS=Homo sapiens OX=9606 GN=PRAF2 PE=1 SV=1,1,1,6.2,178
MANF,0.1399178344,0.360137330643772,0,P55145;A8K878;H7C2D6,P55145;A8K878,6;6;1,6;6;1,6;6;1,Mesencephalic astrocyte-derived neurotrophic factor,MANF,sp|P55145|MANF_HUMAN Mesencephalic astrocyte-derived neurotrophic factor OS=Homo sapiens OX=9606 GN=MANF PE=1 SV=3;tr|A8K878|A8K878_HUMAN Mesencephalic astrocyte-derived neurotrophic factor OS=Homo sapiens OX=9606 GN=MANF PE=1 SV=1,6,6,46.2,182
SUMO2;SUMO3;SUMO4,-0.8141680137,0.00411002549932777,0,P61956;P55854;Q6EEV6;A8MUA9;A8MU27,P61956;P55854;Q6EEV6;A8MUA9;A8MU27,2;2;2;2;2,2;2;2;2;2,2;2;2;2;2,Small ubiquitin-related modifier 2;Small ubiquitin-related modifier 3;Small ubiquitin-related modifier 4,SUMO2;SUMO3;SUMO4,sp|P61956|SUMO2_HUMAN Small ubiquitin-related modifier 2 OS=Homo sapiens OX=9606 GN=SUMO2 PE=1 SV=3;sp|P55854|SUMO3_HUMAN Small ubiquitin-related modifier 3 OS=Homo sapiens OX=9606 GN=SUMO3 PE=1 SV=2;sp|Q6EEV6|SUMO4_HUMAN Small ubiquitin-related modifier 4,2,2,15.8,95
RPL23A,0.7878214832,0.0192631965928447,0,P62750;H7BY10;K7ERT8;A8MUS3;K7EJV9;K7EMA7,P62750;H7BY10;K7ERT8;A8MUS3;K7EJV9;K7EMA7,7;7;7;7;6;5,7;7;7;7;6;5,7;7;7;7;6;5,60S ribosomal protein L23a,RPL23A,sp|P62750|RL23A_HUMAN 60S ribosomal protein L23a OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1;tr|H7BY10|H7BY10_HUMAN 60S ribosomal protein L23a (Fragment) OS=Homo sapiens OX=9606 GN=RPL23A PE=1 SV=1;tr|K7ERT8|K7ERT8_HUMAN 60S ribosomal protein L23a (Fragmen,7,7,36.5,156
EIF3L,0.0135504087,0.921390466038801,0,Q9Y262;B0QY89;B0QY90;C9JHP4;C9K0Q7;H7C3A0;H0Y7E6,Q9Y262;B0QY89;B0QY90,14;14;9;5;5;4;1,14;14;9;5;5;4;1,14;14;9;5;5;4;1,Eukaryotic translation initiation factor 3 subunit L,EIF3L,sp|Q9Y262|EIF3L_HUMAN Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens OX=9606 GN=EIF3L PE=1 SV=1;tr|B0QY89|B0QY89_HUMAN Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens OX=9606 GN=EIF3L PE=1 SV=1;tr|B0QY90|B0QY90_HU,14,14,28,564
UBE2I,-0.0536348622,0.775349417076975,0,P63279;H3BQQ9;B0QYN7;H3BPC4;H3BRD1,P63279;H3BQQ9;B0QYN7;H3BPC4,4;4;4;3;1,4;4;4;3;1,4;4;4;3;1,SUMO-conjugating enzyme UBC9,UBE2I,sp|P63279|UBC9_HUMAN SUMO-conjugating enzyme UBC9 OS=Homo sapiens OX=9606 GN=UBE2I PE=1 SV=1;tr|H3BQQ9|H3BQQ9_HUMAN SUMO-conjugating enzyme UBC9 (Fragment) OS=Homo sapiens OX=9606 GN=UBE2I PE=1 SV=1;tr|B0QYN7|B0QYN7_HUMAN SUMO-conjugating enzyme UBC9 OS=Ho,4,4,20.3,158
MPST,0.0589267681,0.749233021322473,0,P25325;B1AH49,P25325;B1AH49,6;6,6;6,6;6,3-mercaptopyruvate sulfurtransferase;Sulfurtransferase,MPST,sp|P25325|THTM_HUMAN 3-mercaptopyruvate sulfurtransferase OS=Homo sapiens OX=9606 GN=MPST PE=1 SV=3;tr|B1AH49|B1AH49_HUMAN 3-mercaptopyruvate sulfurtransferase OS=Homo sapiens OX=9606 GN=MPST PE=1 SV=1,6,6,21.2,297
MCM5,-0.5142164563,0.0292933896919106,0,P33992;B1AHB1;B1AHB2;B1AHA9;F8WFD7,P33992;B1AHB1,16;16;4;4;1,16;16;4;4;1,16;16;4;4;1,DNA replication licensing factor MCM5;DNA helicase,MCM5,sp|P33992|MCM5_HUMAN DNA replication licensing factor MCM5 OS=Homo sapiens OX=9606 GN=MCM5 PE=1 SV=5;tr|B1AHB1|B1AHB1_HUMAN DNA helicase OS=Homo sapiens OX=9606 GN=MCM5 PE=1 SV=1,16,16,27.7,734
MRPL43,0.8011586758,0.00833100205541435,0,Q8N983;H0Y6Y8;B1AL05;H0YBU8;M0R051,Q8N983;H0Y6Y8;B1AL05;H0YBU8,5;5;5;3;2,5;5;5;3;2,5;5;5;3;2,"39S ribosomal protein L43, mitochondrial",MRPL43,"sp|Q8N983|RM43_HUMAN 39S ribosomal protein L43, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL43 PE=1 SV=1;tr|H0Y6Y8|H0Y6Y8_HUMAN 39S ribosomal protein L43, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=MRPL43 PE=1 SV=1;tr|B1AL05|B1AL05_HUMAN 39S ribo",5,5,27.4,215
EXOSC1,0.5364079218,0.0187461421442852,0,Q9Y3B2;B1AMU3;R4GNH9;R4GMQ7;B1AMU7;B1AMU4,Q9Y3B2;B1AMU3;R4GNH9;R4GMQ7;B1AMU7;B1AMU4,3;3;2;2;2;2,3;3;2;2;2;2,3;3;2;2;2;2,Exosome complex component CSL4,EXOSC1,sp|Q9Y3B2|EXOS1_HUMAN Exosome complex component CSL4 OS=Homo sapiens OX=9606 GN=EXOSC1 PE=1 SV=1;tr|B1AMU3|B1AMU3_HUMAN Exosome complex component CSL4 OS=Homo sapiens OX=9606 GN=EXOSC1 PE=1 SV=1;tr|R4GNH9|R4GNH9_HUMAN Exosome complex component CSL4 OS=Homo,3,3,20,195
PABPC4,0.2106638567,0.217383199235499,0,Q13310;B1ANR0;H0Y5F5;B1ANR1;H0YEU6;H0YEQ8;H0YCC8;H0Y6X6;H0YER0,Q13310;B1ANR0;H0Y5F5,21;21;14;8;6;5;4;3;2,8;8;6;2;4;0;0;2;1,8;8;6;2;4;0;0;2;1,Polyadenylate-binding protein 4;Polyadenylate-binding protein,PABPC4,sp|Q13310|PABP4_HUMAN Polyadenylate-binding protein 4 OS=Homo sapiens OX=9606 GN=PABPC4 PE=1 SV=1;tr|B1ANR0|B1ANR0_HUMAN Polyadenylate-binding protein OS=Homo sapiens OX=9606 GN=PABPC4 PE=1 SV=1;tr|H0Y5F5|H0Y5F5_HUMAN Polyadenylate-binding protein (Fragmen,21,8,36.5,644
HNRNPC,-0.204553645,0.182964201575807,0,B2R5W2;G3V4W0;G3V4C1;B4DY08;G3V251;G3V5X6;G3V3K6;B4DSU6;G3V2D6;O60812;B2RXH8;A0A0G2JNQ3;G3V4M8;A0A0G2JPF8;P0DMR1;B7ZW38;G3V5V7;G3V2H6;B3KT61;E5RG71;Q86SE5,B2R5W2;G3V4W0;G3V4C1;B4DY08;G3V251;G3V5X6;G3V3K6;B4DSU6,30;30;30;30;19;18;18;17;13;12;12;12;12;11;11;11;10;9;2;2;2,30;30;30;30;19;18;18;17;13;12;12;12;12;11;11;11;10;9;2;2;2,3;3;3;3;2;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0,,HNRNPC,tr|B2R5W2|B2R5W2_HUMAN Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1;tr|G3V4W0|G3V4W0_HUMAN Heterogeneous nuclear ribonucleoproteins C1/C2 (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPC PE=1 SV=1;tr|G3V4C1|G3V4C1_,30,3,54.1,290
CS,0.208876935,0.166786035961359,0,O75390;B4DJV2;A0A0C4DGI3;H0YIC4;H0YH82;F8VTT8;F8VRP1;F8VX68;F8VPF9;F8W4S1;F8W1S4;F8VPA1;F8W642;F8VRI6;F8VX07;F8VZK9;F8VR34;F8VWQ5;F8VU34;F8W0J2,O75390;B4DJV2;A0A0C4DGI3,22;22;20;10;7;6;6;6;6;6;6;6;4;4;4;4;3;3;2;1,22;22;20;10;7;6;6;6;6;6;6;6;4;4;4;4;3;3;2;1,21;21;20;10;7;5;6;6;6;5;6;6;4;4;4;4;2;2;1;0,"Citrate synthase, mitochondrial;Citrate synthase",CS,"sp|O75390|CISY_HUMAN Citrate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=CS PE=1 SV=2;tr|B4DJV2|B4DJV2_HUMAN Citrate synthase OS=Homo sapiens OX=9606 GN=CS PE=1 SV=1;tr|A0A0C4DGI3|A0A0C4DGI3_HUMAN Citrate synthase OS=Homo sapiens OX=9606 GN=CS PE=1 ",22,21,42.3,466
AKR1C2;AKR1C1;AKR1C3,-0.9608810819,0.204263785231075,0,P52895;B4DK69;Q04828;P42330;H0Y804;S4R3Z2;A0A0A0MSS8;S4R3P0;A0A3B3IRI8,P52895;B4DK69;Q04828;P42330;H0Y804;S4R3Z2;A0A0A0MSS8,3;3;2;2;2;2;2;1;1,3;3;2;2;2;2;2;1;1,2;2;1;1;1;1;1;1;0,Aldo-keto reductase family 1 member C2;Aldo-keto reductase family 1 member C1;Aldo-keto reductase family 1 member C3,AKR1C2;AKR1C1;AKR1C3,sp|P52895|AK1C2_HUMAN Aldo-keto reductase family 1 member C2 OS=Homo sapiens OX=9606 GN=AKR1C2 PE=1 SV=3;tr|B4DK69|B4DK69_HUMAN Aldo-keto reductase family 1 member C2 OS=Homo sapiens OX=9606 GN=AKR1C2 PE=1 SV=1;sp|Q04828|AK1C1_HUMAN Aldo-keto reductase fam,3,2,9,323
