Gene_names,TRPC4AP_vs_BirA_logFC,TRPC4AP_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_TRCP4AC_N1,Peptides_TRCP4AC_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_TRCP4AC_N1,Razor___unique_peptides_TRCP4AC_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_TRCP4AC_N1,Unique_peptides_TRCP4AC_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_TRCP4AC_N1,Identification_type_TRCP4AC_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_TRCP4AC_N1,Ratio_H_L_TRCP4AC_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_TRCP4AC_N1,Ratio_H_L_normalized_TRCP4AC_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____TRCP4AC_N1,Ratio_H_L_variability_____TRCP4AC_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_TRCP4AC_N1,Ratio_H_L_count_TRCP4AC_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_TRCP4AC_N1,Ratio_H_L_iso_count_TRCP4AC_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_TRCP4AC_N1,Ratio_H_L_type_TRCP4AC_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_TRCP4AC_N1____,Sequence_coverage_TRCP4AC_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_TRCP4AC_N1,Intensity_L_TRCP4AC_N1,Intensity_H_TRCP4AC_N1,Intensity_TRCP4AC_N2,Intensity_L_TRCP4AC_N2,Intensity_H_TRCP4AC_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_TRCP4AC_N1,metacell_Intensity_L_TRCP4AC_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
ARFGAP1,0.22066067438411,0.669383429298689,Q8N6T3;E5RHC5;F8W1U7;E5RIU2;F8VWB3;E5RGL6;E5RHH7;E5RHT6;F8VWH9,Q8N6T3;E5RHC5;F8W1U7,5;3;3;2;2;2;2;2;2,5;3;3;2;2;2;2;2;2,5;3;3;2;2;2;2;2;2,ADP-ribosylation factor GTPase-activating protein 1,sp|Q8N6T3|ARFG1_HUMAN ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARFGAP1 PE=1 SV=2;tr|E5RHC5|E5RHC5_HUMAN ADP-ribosylation factor GTPase-activating protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=ARFGAP1 PE=1 SV=2;tr|F8W,9,5,5,5,3,2,2,4,3,2,2,4,3,2,2,4,16.5,16.5,16.5,44.667,406,406;261;271;79;122;130;153;244;340,0.0,8.7982,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.65276,1.5482,21.137,11,2,Leave out requantified,0.45573,0.49311,0.80741,0.72552,1.2559,1.2041,1.7933,1.6545,26.327,16.581,10.194,11.321,3,2,2,4,1,0,0,1,Median,Median,Median,Leave out requantified,9.6,5.9,6.2,13.1,427790000,239490000,188300000,76391000,47539000,28852000,76207000,49231000,26976000,111440000,57099000,54346000,163750000,85621000,78125000,,,,2103,1633;2760;4917;6119;13718,True;True;True;True;True,1702;2887;5124;6396;14328,5027;8323;14417;14418;14419;14420;18073;18074;18075;40309;40310,10282;10283;16990;29124;29125;29126;29127;36531;36532;36533;36534;36535;80630;80631,10282;16990;29124;36534;80630,199,,74,,-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_2104,quanti,quanti,quanti,quanti
NHLRC2,18.5799819268371,6.05522298294989e-07,Q8NBF2,Q8NBF2,2,2,2,NHL repeat-containing protein 2,sp|Q8NBF2|NHLC2_HUMAN NHL repeat-containing protein 2 OS=Homo sapiens OX=9606 GN=NHLRC2 PE=1 SV=1,1,2,2,2,0,0,1,2,0,0,1,2,0,0,1,2,3.4,3.4,3.4,79.443,726,726,0.016275,1.0068,,,By matching,By MS/MS,0.53241,1.0517,16.307,2,0,Median,,,0.64935,0.43654,,,1.1802,0.93713,,,,,0,0,1,1,0,0,0,0,Median,Median,Median,Median,0.0,0.0,2.2,3.4,41136000,21867000,19269000,0,0,0,0,0,0,20403000,10493000,9910300,20733000,11374000,9358800,,,,2105,10825;11020,True;True,11322;11522,32050;32577;32578,64150;65218;65219,64150;65218,,,,,-1,protein_2106,quanti,quanti,imputed MEC,imputed MEC
COLGALT1,-3.25420446547765,0.00100722179723466,Q8NBJ5;M0QYH0;M0QX72,Q8NBJ5,6;2;1,6;2;1,6;2;1,Procollagen galactosyltransferase 1,sp|Q8NBJ5|GT251_HUMAN Procollagen galactosyltransferase 1 OS=Homo sapiens OX=9606 GN=COLGALT1 PE=1 SV=1,3,6,6,6,5,3,2,1,5,3,2,1,5,3,2,1,12.7,12.7,12.7,71.635,622,622;138;218,0.0,6.3688,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.69087,1.4546,28.922,10,3,Leave out requantified,0.69087,0.40981,0.8289,1.062,1.593,0.92816,1.4546,2.1645,69.561,33.47,,,5,3,1,1,2,1,0,0,Median,Median,Median,Median,10.3,7.4,3.7,2.4,214970000,127980000,86986000,109130000,61774000,47356000,77932000,51531000,26401000,10982000,7064500,3917800,16925000,7614400,9310700,,,,2106,1216;8841;10864;13169;14436;15681,True;True;True;True;True;True,1270;9255;11363;13763;15069;16367,3668;26412;26413;26414;32147;32148;32149;38729;42432;42433;42434;46241,7326;53334;64395;64396;64397;77497;85392;85393;85394;93279,7326;53334;64397;77497;85393;93279,,,,,-1;-1;-1,protein_2107,quanti,quanti,quanti,quanti
TXNDC5,0.987588914366313,0.0249883398046635,Q8NBS9,Q8NBS9,13,13,13,Thioredoxin domain-containing protein 5,sp|Q8NBS9|TXND5_HUMAN Thioredoxin domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TXNDC5 PE=1 SV=2,1,13,13,13,6,6,10,6,6,6,10,6,6,6,10,6,37.7,37.7,37.7,47.628,432,432,0.0,23.009,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.40006,1.0689,18.875,29,5,Leave out requantified,0.33981,0.41858,0.40941,0.43751,1.1319,1.0874,0.94728,1.0726,13.052,12.582,17.505,17.129,6,6,11,6,1,1,2,1,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,21.5,19.4,28.2,19.2,1878000000,1287600000,590360000,260160000,187130000,73027000,247150000,169370000,77781000,929750000,623740000,306010000,440900000,307350000,133540000,,,,2107,998;2537;4214;5525;5526;5906;5907;6234;8324;9459;14244;15060;15062,True;True;True;True;True;True;True;True;True;True;True;True;True,1044;2650;4381;5757;5758;6181;6182;6517;8716;9888;14873;15715;15717,2990;2991;2992;2993;7692;12233;12234;12235;16175;16176;16177;16178;16179;16180;16181;16182;17532;17533;18403;18404;18405;24779;28111;28112;41892;41893;44264;44265;44266;44270,5995;5996;5997;5998;5999;6000;6001;6002;6003;6004;6005;6006;6007;6008;6009;6010;6011;15711;15712;24554;24555;24556;24557;24558;24559;24560;24561;32491;32492;32493;32494;32495;32496;32497;32498;32499;32500;32501;32502;32503;32504;32505;32506;32507;32508;32509;32510;32511;32512;32513;32514;32515;35482;35483;35484;37233;37234;37235;37236;37237;50075;56526;84241;89249;89250;89251;89252;89253;89254;89255;89262,6003;15711;24556;32497;32509;35482;35484;37236;50075;56526;84241;89252;89262,,,,,-1,protein_2108,quanti,quanti,quanti,quanti
SPC24,20.7942338264537,2.50238572525334e-06,Q8NBT2;K7EJH0;K7EMX1;K7EJV2;K7ESQ2,Q8NBT2;K7EJH0;K7EMX1;K7EJV2;K7ESQ2,2;1;1;1;1,2;1;1;1;1,2;1;1;1;1,Kinetochore protein Spc24,sp|Q8NBT2|SPC24_HUMAN Kinetochore protein Spc24 OS=Homo sapiens OX=9606 GN=SPC24 PE=1 SV=2;tr|K7EJH0|K7EJH0_HUMAN Kinetochore protein Spc24 (Fragment) OS=Homo sapiens OX=9606 GN=SPC24 PE=1 SV=1;tr|K7EMX1|K7EMX1_HUMAN Kinetochore protein Spc24 (Fragment) OS,5,2,2,2,0,0,1,2,0,0,1,2,0,0,1,2,20.8,20.8,20.8,22.478,197,197;168;171;172;209,0.0,5.351,,,By MS/MS,By MS/MS,0.40263,0.91594,10.974,3,1,Median,,,0.40263,0.38826,,,0.91594,0.92756,,,,15.485,0,0,1,2,0,0,0,1,Median,Median,Median,Median,0.0,0.0,10.7,20.8,148110000,104840000,43272000,0,0,0,0,0,0,55333000,39082000,16251000,92779000,65758000,27021000,,,,2108,4716;8952,True;True,4908;9368,13713;13714;26717,27705;27706;53935;53936,27705;53935,,,,,-1;-1;-1;-1;-1,protein_2109,quanti,quanti,imputed MEC,imputed MEC
ZNF114,-18.4544913999142,8.87002285970063e-05,Q8NC26;M0QXN8;M0R0V4,Q8NC26,3;1;1,3;1;1,3;1;1,Zinc finger protein 114,sp|Q8NC26|ZN114_HUMAN Zinc finger protein 114 OS=Homo sapiens OX=9606 GN=ZNF114 PE=1 SV=1,3,3,3,3,1,3,0,0,1,3,0,0,1,3,0,0,9.1,9.1,9.1,47.746,417,417;114;131,0.0,3.4246,By MS/MS,By MS/MS,,,1.5658,3.1555,30.32,4,4,Median,1.6829,1.4568,,,3.2893,3.0272,,,,36.721,,,1,3,0,0,1,3,0,0,Median,Median,Median,Median,2.4,9.1,0.0,0.0,74029000,28220000,45809000,8117900,2335400,5782400,65911000,25885000,40027000,0,0,0,0,0,0,,,,2109,482;9960;11140,True;True;True,503;10406;11642,1375;1376;29528;32929,2704;2705;59232;65934,2704;59232;65934,,,,,-1;-1;-1,protein_2110,imputed MEC,imputed MEC,quanti,quanti
GADD45GIP1,-19.7859593106733,6.64694454800578e-07,Q8TAE8,Q8TAE8,2,2,2,Growth arrest and DNA damage-inducible proteins-interacting protein 1,sp|Q8TAE8|G45IP_HUMAN Growth arrest and DNA damage-inducible proteins-interacting protein 1 OS=Homo sapiens OX=9606 GN=GADD45GIP1 PE=1 SV=1,1,2,2,2,2,2,0,0,2,2,0,0,2,2,0,0,14.9,14.9,14.9,25.384,222,222,0.0,4.4384,By MS/MS,By MS/MS,,,0.3672,1.0247,12.614,4,4,Linear,0.35285,0.4714,,,0.87243,1.0443,,,5.875,,,,3,1,0,0,3,1,0,0,Plateau,Median,Median,Median,14.9,14.9,0.0,0.0,59482000,39918000,19564000,39511000,23897000,15614000,19971000,16021000,3949800,0,0,0,0,0,0,,,,2118,32;10658,True;True,32;11138,78;79;31491;31492;31493;31494,142;143;63045;63046;63047;63048,142;63045,,,,,-1,protein_2119,imputed MEC,imputed MEC,quanti,quanti
NPLOC4,-2.46490316614059,0.0338163814047352,Q8TAT6,Q8TAT6,5,5,5,Nuclear protein localization protein 4 homolog,sp|Q8TAT6|NPL4_HUMAN Nuclear protein localization protein 4 homolog OS=Homo sapiens OX=9606 GN=NPLOC4 PE=1 SV=3,1,5,5,5,3,4,3,2,3,4,3,2,3,4,3,2,9.5,9.5,9.5,68.119,608,608,0.0,4.6379,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.45603,0.98295,16.893,12,1,Leave out requantified,0.39563,0.39427,0.54499,0.50938,0.91365,0.97703,1.0117,0.99212,19.1,4.8063,28.733,3.0632,3,4,3,2,0,0,0,1,Leave out requantified,Leave out requantified,Leave out requantified,Median,7.9,8.1,5.9,3.5,706350000,521320000,185030000,155590000,122740000,32849000,378110000,280640000,97469000,145350000,100680000,44669000,27308000,17268000,10040000,,,,2119,5731;5835;7841;14036;15359,True;True;True;True;True,5983;6109;8208;14655;16022,16880;16881;17352;17353;23183;41245;41246;41247;41248;45139;45140;45141,34189;34190;35132;35133;46857;46858;82654;82655;82656;90976;90977;90978;90979;90980,34189;35133;46857;82655;90978,,,,,-1,protein_2120,quanti,quanti,quanti,quanti
LRRC20,0.973721440306885,0.0362318988045854,Q8TCA0;X6RK58;A0A0A0MS58,Q8TCA0;X6RK58;A0A0A0MS58,6;5;3,6;5;3,6;5;3,Leucine-rich repeat-containing protein 20,sp|Q8TCA0|LRC20_HUMAN Leucine-rich repeat-containing protein 20 OS=Homo sapiens OX=9606 GN=LRRC20 PE=1 SV=1;tr|X6RK58|X6RK58_HUMAN Leucine-rich repeat-containing protein 20 (Fragment) OS=Homo sapiens OX=9606 GN=LRRC20 PE=1 SV=7;tr|A0A0A0MS58|A0A0A0MS58_HUM,3,6,6,6,2,2,4,4,2,2,4,4,2,2,4,4,39.1,39.1,39.1,20.509,184,184;174;115,0.0,8.6043,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.43089,0.97369,8.7369,12,3,Leave out requantified,0.29595,0.50341,0.42381,0.5348,0.85035,1.2548,0.96664,1.1772,20.927,9.8625,9.1489,22.891,2,2,4,4,0,0,1,2,Median,Median,Leave out requantified,Median,10.3,10.3,29.9,25.0,482610000,319330000,163280000,53439000,38945000,14494000,75598000,47804000,27794000,248110000,166060000,82052000,105460000,66521000,38936000,,,,2122,3949;3970;7923;9986;11530;15393,True;True;True;True;True;True,4111;4132;8292;10434;12050;16061,11503;11558;11559;11560;23456;29627;29628;29629;29630;34085;45268;45269,23085;23212;23213;23214;23215;23216;23217;23218;47436;59454;59455;59456;59457;59458;59459;59460;59461;59462;59463;68368;68369;91236;91237,23085;23214;47436;59458;68368;91237,,,,,-1;-1;-1,protein_2123,quanti,quanti,quanti,quanti
PNPT1,-1.02687309658331,0.0495397948692252,Q8TCS8;H7BXF6,Q8TCS8,6;1,6;1,6;1,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial","sp|Q8TCS8|PNPT1_HUMAN Polyribonucleotide nucleotidyltransferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=PNPT1 PE=1 SV=2",2,6,6,6,5,4,1,3,5,4,1,3,5,4,1,3,11.0,11.0,11.0,85.95,783,783;179,0.0,8.9157,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.23,0.64071,11.902,13,7,Leave out requantified,0.22679,0.25434,0.47817,0.48583,0.7256,0.60992,1.0689,1.094,10.082,20.49,,15.174,5,4,1,3,2,1,1,3,Leave out requantified,Leave out requantified,Median,Plateau,9.5,7.0,1.9,5.9,429650000,305110000,124540000,131190000,95293000,35896000,127090000,94197000,32893000,80847000,53816000,27031000,90522000,61804000,28719000,,,,2123,1326;3217;6229;7849;10116;14220,True;True;True;True;True;True,1388;3358;6512;8216;10570;14849,4048;4049;9529;9530;18383;18384;18385;18386;23211;30005;30006;41819;41820,8242;8243;19286;19287;37199;37200;37201;37202;37203;37204;46907;60230;60231;84089;84090;84091,8243;19286;37202;46907;60230;84090,,,,,-1;-1,protein_2124,quanti,quanti,quanti,quanti
GEMIN5,1.03259844743096,0.233011360462326,Q8TEQ6,Q8TEQ6,4,4,4,Gem-associated protein 5,sp|Q8TEQ6|GEMI5_HUMAN Gem-associated protein 5 OS=Homo sapiens OX=9606 GN=GEMIN5 PE=1 SV=3,1,4,4,4,1,2,1,2,1,2,1,2,1,2,1,2,3.8,3.8,3.8,168.59,1508,1508,0.0,2.8541,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.46973,1.0366,17.445,6,3,Leave out requantified,0.49672,0.53931,0.44003,0.54814,1.3873,1.3459,1.0366,1.181,,19.681,,22.252,1,2,1,2,1,2,0,0,Median,Median,Median,Median,0.8,1.9,0.5,2.2,311720000,200840000,110880000,21785000,13446000,8338700,59250000,37646000,21604000,184060000,123330000,60731000,46632000,26424000,20208000,,,,2125,11601;12900;13070;14805,True;True;True;True,12128;13485;13660;15454,34249;37918;38431;38432;38433;43532,68658;75937;76957;76958;76959;76960;87697;87698,68658;75937;76958;87697,,,,,-1,protein_2126,quanti,quanti,quanti,quanti
IPO4,0.701505338542816,0.468093312861893,Q8TEX9;H0YN14;H0YN07;H0YMR4;H0YK93;H0YLV0;H0YL92;H0YKG5,Q8TEX9;H0YN14;H0YN07;H0YMR4,6;4;3;3;2;2;2;2,6;4;3;3;2;2;2;2,6;4;3;3;2;2;2;2,Importin-4,sp|Q8TEX9|IPO4_HUMAN Importin-4 OS=Homo sapiens OX=9606 GN=IPO4 PE=1 SV=2;tr|H0YN14|H0YN14_HUMAN Importin-4 OS=Homo sapiens OX=9606 GN=IPO4 PE=1 SV=1;tr|H0YN07|H0YN07_HUMAN Importin-4 (Fragment) OS=Homo sapiens OX=9606 GN=IPO4 PE=1 SV=1;tr|H0YMR4|H0YMR4_HU,8,6,6,6,2,4,2,3,2,4,2,3,2,4,2,3,8.0,8.0,8.0,118.71,1081,1081;911;312;547;48;98;101;154,0.0,5.906,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.50878,0.74244,36.433,8,6,Median,0.404,0.39369,0.58661,0.69524,0.75416,0.7309,0.93922,1.4754,,10.721,35.89,9.7709,1,3,2,2,1,2,2,1,Median,Plateau,Median,Median,1.9,5.1,2.0,4.0,110680000,60345000,50339000,7596700,4802200,2794500,24571000,16339000,8231400,28298000,11539000,16759000,50218000,27664000,22554000,,,,2126,3145;7960;8976;10315;10866;12593,True;True;True;True;True;True,3283;8330;9392;10777;11365;13164,9350;23554;23555;26783;26784;30566;30567;30568;30569;32152;37009,18964;47609;47610;54056;54057;54058;61332;61333;61334;61335;61336;61337;64400;64401;74060;74061,18964;47609;54056;61334;64401;74060,,,,,-1;-1;-1;-1;-1;-1;-1;-1,protein_2127,quanti,quanti,quanti,quanti
DYNLRB1;DYNLRB2,-1.63442830412584,0.0194361207845542,Q9NP97;Q8TF09;H3BQI1;B1AKR6;H3BNG9;H3BPA0;Q7Z4M1,Q9NP97;Q8TF09;H3BQI1;B1AKR6,3;3;2;2;1;1;1,3;3;2;2;1;1;1,3;3;2;2;1;1;1,Dynein light chain roadblock-type 1;Dynein light chain roadblock-type 2,sp|Q9NP97|DLRB1_HUMAN Dynein light chain roadblock-type 1 OS=Homo sapiens OX=9606 GN=DYNLRB1 PE=1 SV=3;sp|Q8TF09|DLRB2_HUMAN Dynein light chain roadblock-type 2 OS=Homo sapiens OX=9606 GN=DYNLRB2 PE=1 SV=1;tr|H3BQI1|H3BQI1_HUMAN Dynein light chain roadbloc,7,3,3,3,2,2,1,2,2,2,1,2,2,2,1,2,26.0,26.0,26.0,10.921,96,96;96;125;148;40;44;54,0.0,8.0026,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.58729,1.6921,9.4237,7,3,Leave out requantified,0.5181,0.65941,0.83343,0.66477,1.8339,1.8898,1.8441,1.4853,1.0808,9.2461,,25.289,2,2,1,2,1,0,1,1,Median,Median,Median,Median,26.0,26.0,12.5,16.7,400480000,249940000,150550000,109190000,70935000,38257000,175110000,108290000,66816000,51713000,30472000,21241000,64466000,40234000,24232000,,,,2127,443;2464;13603,True;True;True,463;2577;14208,1247;1248;7512;7513;39944;39945;39946,2455;2456;2457;2458;15402;15403;79879;79880;79881;79882;79883;79884;79885,2456;15402;79885,,,,,-1;-1;-1;-1;-1;-1;-1,protein_2128,quanti,quanti,quanti,quanti
PPP1R13L,3.44143693646,0.0233310830900784,Q8WUF5,Q8WUF5,5,5,5,RelA-associated inhibitor,sp|Q8WUF5|IASPP_HUMAN RelA-associated inhibitor OS=Homo sapiens OX=9606 GN=PPP1R13L PE=1 SV=4,1,5,5,5,1,1,4,5,1,1,4,5,1,1,4,5,8.1,8.1,8.1,89.09,828,828,0.0,5.3553,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.95655,2.0882,14.973,11,1,Leave out requantified,0.71533,0.95066,1.0637,0.95549,1.6507,1.8501,2.0947,2.2238,,,21.147,16.804,1,1,4,5,0,0,0,1,Median,Median,Leave out requantified,Leave out requantified,1.0,1.0,6.2,8.1,647180000,262510000,384680000,13954000,7511200,6442500,13610000,7172700,6437200,104030000,49263000,54770000,515590000,198560000,317030000,,,,2129,8217;9449;11561;13013;16120,True;True;True;True;True,8607;9878;12081;13600;16825,24510;24511;28084;28085;34151;34152;34153;34154;38226;38227;38228;47521,49589;49590;49591;49592;49593;56469;56470;68477;68478;68479;68480;68481;76511;76512;76513;95861,49590;56469;68478;76512;95861,,,,,-1,protein_2130,quanti,quanti,quanti,quanti
PDCD6IP,-0.598438204159073,0.041545710775354,Q8WUM4;A0A3B3IT07;F8WEQ7;F8WBR8;C9IZF9;F8WDK9,Q8WUM4,17;6;4;4;4;3,17;6;4;4;4;3,17;6;4;4;4;3,Programmed cell death 6-interacting protein,sp|Q8WUM4|PDC6I_HUMAN Programmed cell death 6-interacting protein OS=Homo sapiens OX=9606 GN=PDCD6IP PE=1 SV=1,6,17,17,17,10,12,9,10,10,12,9,10,10,12,9,10,27.1,27.1,27.1,96.022,868,868;300;72;78;153;95,0.0,50.865,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.45056,1.2304,24.619,46,20,Leave out requantified,0.39494,0.4733,0.43161,0.46377,1.4004,1.2718,0.95756,1.0475,13.099,15.677,48.051,12.584,12,15,9,10,5,5,5,5,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,15.3,17.9,13.2,15.3,2108600000,1365400000,743280000,497170000,332650000,164520000,635710000,414420000,221290000,578120000,364410000,213710000,397630000,253870000,143760000,,,,2131,227;1779;3638;3761;4271;5557;8014;8041;10818;13585;13586;13649;14389;14471;14562;15974;16706,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,233;1854;3795;3918;4440;5793;8387;8415;11314;14190;14191;14259;15022;15104;15198;16673;17428,616;5496;5497;5498;5499;10680;10681;10993;12424;12425;12426;12427;16287;16288;23743;23744;23829;23830;32026;32027;32028;32029;32030;32031;32032;39902;39903;39904;39905;39906;40098;42308;42309;42310;42529;42530;42531;42778;42779;42780;42781;42782;42783;47132;47133;49261,1227;11188;11189;11190;11191;11192;11193;11194;11195;11196;11197;11198;11199;11200;21503;21504;22088;25000;25001;25002;25003;25004;25005;25006;25007;32725;32726;32727;48000;48001;48166;48167;48168;64120;64121;64122;64123;64124;64125;64126;64127;64128;64129;64130;64131;64132;79797;79798;79799;79800;79801;79802;79803;79804;79805;79806;79807;80212;80213;85177;85178;85179;85577;85578;85579;85580;85581;86032;86033;86034;86035;86036;86037;86038;86039;86040;86041;86042;86043;86044;95181;99387,1227;11195;21503;22088;25003;32726;48000;48166;64127;79801;79807;80212;85179;85581;86037;95181;99387,,,,,-1;-1;-1;-1;-1;-1,protein_2132,quanti,quanti,quanti,quanti
BRK1,-20.7637631932071,1.87140361890721e-07,Q8WUW1,Q8WUW1,2,2,2,Protein BRICK1,sp|Q8WUW1|BRK1_HUMAN Protein BRICK1 OS=Homo sapiens OX=9606 GN=BRK1 PE=1 SV=1,1,2,2,2,2,2,0,0,2,2,0,0,2,2,0,0,34.7,34.7,34.7,8.7448,75,75,0.0,19.172,By MS/MS,By MS/MS,,,0.56243,1.4115,15.468,5,2,Median,0.47752,0.66452,,,1.3146,1.7058,,,10.057,13.801,,,2,3,0,0,0,2,0,0,Median,Median,Median,Median,34.7,34.7,0.0,0.0,131800000,80117000,51679000,44539000,29119000,15420000,87258000,50998000,36259000,0,0,0,0,0,0,,,,2132,5888;8106,True;True,6163;8482,17489;17490;17491;24048;24049,35412;35413;35414;35415;35416;48617;48618;48619;48620;48621,35415;48619,,,,,-1,protein_2133,imputed MEC,imputed MEC,quanti,quanti
SCFD1,-0.844154412123689,0.432330434249221,Q8WVM8;G3V3K9;G3V4I1;G3V5F3;J3KNG4,Q8WVM8,4;1;1;1;1,4;1;1;1;1,4;1;1;1;1,Sec1 family domain-containing protein 1,sp|Q8WVM8|SCFD1_HUMAN Sec1 family domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SCFD1 PE=1 SV=4,5,4,4,4,2,2,3,1,2,2,3,1,2,2,3,1,9.8,9.8,9.8,72.379,642,642;48;75;121;163,0.0,17.355,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.37179,0.92228,19.246,8,3,Leave out requantified,0.36352,0.44434,0.37179,0.4648,1.0269,1.0324,0.78331,0.86614,13.048,18.093,24.102,,2,2,3,1,0,0,2,1,Median,Median,Median,Median,5.3,5.3,7.5,2.3,223570000,155320000,68249000,51524000,34914000,16610000,55819000,35893000,19926000,103780000,76716000,27068000,12443000,7797600,4644900,,,,2133,10;9820;10180;13752,True;True;True;True,10;10261;10637;14362,24;29098;30178;30179;30180;40412;40413;40414,49;58382;60602;60603;60604;80845;80846,49;58382;60602;80845,,,,,-1;-1;-1;-1;-1,protein_2134,quanti,quanti,quanti,quanti
PCNP,0.347200902097796,0.27728418190849,Q8WW12,Q8WW12,4,4,4,PEST proteolytic signal-containing nuclear protein,sp|Q8WW12|PCNP_HUMAN PEST proteolytic signal-containing nuclear protein OS=Homo sapiens OX=9606 GN=PCNP PE=1 SV=2,1,4,4,4,3,3,4,3,3,3,4,3,3,3,4,3,21.9,21.9,21.9,18.925,178,178,0.0,15.958,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.41827,1.2096,19.573,13,6,Leave out requantified,0.37724,0.53844,0.53626,0.41044,1.2667,1.3942,1.093,1.002,15.304,32.9,15.856,21.549,3,3,4,3,1,1,3,1,Median,Median,Median,Median,13.5,13.5,21.9,15.2,635920000,427340000,208580000,131500000,89151000,42349000,117310000,75874000,41439000,232300000,150190000,82105000,154810000,112120000,42689000,,,,2135,3644;3645;5601;12392,True;True;True;True,3801;3802;5839;12957,10697;10698;10699;10700;10701;10702;10703;10704;10705;16418;16419;16420;36458;36459,21536;21537;21538;21539;21540;21541;21542;21543;21544;21545;21546;21547;21548;33036;33037;33038;33039;72978;72979;72980;72981;72982;72983;72984,21540;21542;33039;72982,,,,,-1,protein_2136,quanti,quanti,quanti,quanti
