DCAF12_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
SRSF2,-0.5627927533,0.0809608368785286,0,Q01130;J3QL05;J3KP15;Q9BRL6,Q01130;J3QL05;J3KP15,7;7;7;1,7;7;7;1,7;7;7;1,Serine/arginine-rich splicing factor 2,SRSF2,sp|Q01130|SRSF2_HUMAN Serine/arginine-rich splicing factor 2 OS=Homo sapiens OX=9606 GN=SRSF2 PE=1 SV=4;tr|J3QL05|J3QL05_HUMAN Serine/arginine-rich-splicing factor 2 (Fragment) OS=Homo sapiens OX=9606 GN=SRSF2 PE=1 SV=1;tr|J3KP15|J3KP15_HUMAN Serine/argini,7,7,26.2,221
OLA1,0.3459901233,0.243667215618203,0,J3KQ32;Q9NTK5;C9JTK6;C9JCJ9,J3KQ32;Q9NTK5,8;7;2;1,8;7;2;1,8;7;2;1,Obg-like ATPase 1,OLA1,tr|J3KQ32|J3KQ32_HUMAN Obg-like ATPase 1 OS=Homo sapiens OX=9606 GN=OLA1 PE=1 SV=1;sp|Q9NTK5|OLA1_HUMAN Obg-like ATPase 1 OS=Homo sapiens OX=9606 GN=OLA1 PE=1 SV=2,8,8,26.7,416
SUMF2,0.5307538547,0.149851686573826,0,Q8NBJ7;J3KQJ1;C9JL30;A8MXB9;A0A494C1B1;C9J660;F8WA42;E9PBT8;H7C3B2;F8WEX5;E9PG02;J3QT17;F8WEV7;F8WES7,Q8NBJ7;J3KQJ1;C9JL30;A8MXB9;A0A494C1B1;C9J660;F8WA42;E9PBT8;H7C3B2,5;5;4;4;4;4;4;3;3;2;2;2;1;1,5;5;4;4;4;4;4;3;3;2;2;2;1;1,5;5;4;4;4;4;4;3;3;2;2;2;1;1,Sulfatase-modifying factor 2,SUMF2,sp|Q8NBJ7|SUMF2_HUMAN Inactive C-alpha-formylglycine-generating enzyme 2 OS=Homo sapiens OX=9606 GN=SUMF2 PE=1 SV=2;tr|J3KQJ1|J3KQJ1_HUMAN Inactive C-alpha-formylglycine-generating enzyme 2 OS=Homo sapiens OX=9606 GN=SUMF2 PE=1 SV=1;tr|C9JL30|C9JL30_HUMAN ,5,5,21.3,301
IARS,1.2520896526,0.0475689267887646,1,P41252;J3KR24;A0A0A0MSX9;Q5TCD1;Q5TCC6,P41252;J3KR24;A0A0A0MSX9,20;20;19;2;1,20;20;19;2;1,20;20;19;2;1,"Isoleucine--tRNA ligase, cytoplasmic",IARS,"sp|P41252|SYIC_HUMAN Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=IARS1 PE=1 SV=2;tr|J3KR24|J3KR24_HUMAN Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=IARS1 PE=1 SV=1;tr|A0A0A0MSX9|A0A0A0MSX9_HUMAN Isoleucine--tRNA liga",20,20,17.4,1262
DCXR,0.0184635769,0.967744890935961,0,Q7Z4W1;J3KS22;J3KRZ4;J3QS36;J3KSZ5;J3QL34,Q7Z4W1;J3KS22;J3KRZ4;J3QS36,4;4;3;2;1;1,4;4;3;2;1;1,3;3;2;1;0;0,L-xylulose reductase,DCXR,sp|Q7Z4W1|DCXR_HUMAN L-xylulose reductase OS=Homo sapiens OX=9606 GN=DCXR PE=1 SV=2;tr|J3KS22|J3KS22_HUMAN L-xylulose reductase (Fragment) OS=Homo sapiens OX=9606 GN=DCXR PE=1 SV=8;tr|J3KRZ4|J3KRZ4_HUMAN L-xylulose reductase (Fragment) OS=Homo sapiens OX=9,4,3,13.1,244
HN1,0.3830948714,0.142089756048922,0,Q9UK76;J3KT51;F2Z3M5;J3KSH8,Q9UK76;J3KT51,8;8;3;3,8;8;3;3,8;8;3;3,"Hematological and neurological expressed 1 protein;Hematological and neurological expressed 1 protein, N-terminally processed",HN1,sp|Q9UK76|JUPI1_HUMAN Jupiter microtubule associated homolog 1 OS=Homo sapiens OX=9606 GN=JPT1 PE=1 SV=3;tr|J3KT51|J3KT51_HUMAN Jupiter microtubule-associated homolog 1 OS=Homo sapiens OX=9606 GN=JPT1 PE=1 SV=1,8,8,53.9,154
DDX5,-0.796411918,0.0193536688292226,0,P17844;J3KTA4;J3KRZ1;J3QSF1;J3QRQ7;J3KRX8;J3KTQ4;X6RLV5;J3QR02,P17844;J3KTA4,30;30;11;10;6;4;4;3;3,30;30;11;10;6;4;4;3;3,23;23;5;7;5;4;4;3;3,Probable ATP-dependent RNA helicase DDX5,DDX5,sp|P17844|DDX5_HUMAN Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens OX=9606 GN=DDX5 PE=1 SV=1;tr|J3KTA4|J3KTA4_HUMAN Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens OX=9606 GN=DDX5 PE=1 SV=1,30,23,44,614
RPL19,0.1667329036,0.558916364129485,0,P84098;J3QR09;J3KTE4,P84098;J3QR09;J3KTE4,15;15;15,15;15;15,15;15;15,60S ribosomal protein L19;Ribosomal protein L19,RPL19,sp|P84098|RL19_HUMAN 60S ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1;tr|J3QR09|J3QR09_HUMAN Ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1;tr|J3KTE4|J3KTE4_HUMAN Ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 ,15,15,44.4,196
SRSF1,0.4130879786,0.428062261577738,0,Q07955;J3KTL2;J3KSR8;J3QQV5;J3KSW7,Q07955;J3KTL2,12;12;5;4;4,12;12;5;4;4,11;11;5;4;4,Serine/arginine-rich splicing factor 1,SRSF1,sp|Q07955|SRSF1_HUMAN Serine/arginine-rich splicing factor 1 OS=Homo sapiens OX=9606 GN=SRSF1 PE=1 SV=2;tr|J3KTL2|J3KTL2_HUMAN Serine/arginine-rich-splicing factor 1 OS=Homo sapiens OX=9606 GN=SRSF1 PE=1 SV=1,12,11,55.6,248
SNRPB;SNRPN,-0.3463168641,0.283517734811351,0,P14678;P63162;J3QLE5;J3KRY3;S4R3P3,P14678;P63162;J3QLE5;J3KRY3;S4R3P3,7;7;7;4;4,7;7;7;4;4,7;7;7;4;4,Small nuclear ribonucleoprotein-associated proteins B and B;Small nuclear ribonucleoprotein-associated protein N,SNRPB;SNRPN,sp|P14678|RSMB_HUMAN Small nuclear ribonucleoprotein-associated proteins B and B OS=Homo sapiens OX=9606 GN=SNRPB PE=1 SV=2;sp|P63162|RSMN_HUMAN Small nuclear ribonucleoprotein-associated protein N OS=Homo sapiens OX=9606 GN=SNRPN PE=1 SV=1;tr|J3QLE5|J3QL,7,7,27.5,240
MRPS23,-0.0710129034,0.757670549861918,0,Q9Y3D9;J3QLR8,Q9Y3D9;J3QLR8,3;3,3;3,3;3,"28S ribosomal protein S23, mitochondrial",MRPS23,"sp|Q9Y3D9|RT23_HUMAN 28S ribosomal protein S23, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS23 PE=1 SV=2;tr|J3QLR8|J3QLR8_HUMAN 28S ribosomal protein S23, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS23 PE=1 SV=1",3,3,18.4,190
PNPO,1.0698116705,0.183755991259939,0,Q9NVS9;J3QQV6;J3QQZ9;A0A286YFL3,Q9NVS9;J3QQV6;J3QQZ9;A0A286YFL3,6;6;5;4,6;6;5;4,6;6;5;4,Pyridoxine-5-phosphate oxidase,PNPO,sp|Q9NVS9|PNPO_HUMAN Pyridoxine-5-phosphate oxidase OS=Homo sapiens OX=9606 GN=PNPO PE=1 SV=1;tr|J3QQV6|J3QQV6_HUMAN Pyridoxine-5-phosphate oxidase (Fragment) OS=Homo sapiens OX=9606 GN=PNPO PE=1 SV=2;tr|J3QQZ9|J3QQZ9_HUMAN Pyridoxine-5-phosphate oxidas,6,6,31,261
MYL12B;MYL12A,-1.9785358644,0.0010587750890575,1,O14950;P19105;J3QRS3;J3KTJ1,O14950;P19105;J3QRS3;J3KTJ1,2;2;2;1,2;2;2;1,1;1;1;0,Myosin regulatory light chain 12B;Myosin regulatory light chain 12A,MYL12B;MYL12A,sp|O14950|ML12B_HUMAN Myosin regulatory light chain 12B OS=Homo sapiens OX=9606 GN=MYL12B PE=1 SV=2;sp|P19105|ML12A_HUMAN Myosin regulatory light chain 12A OS=Homo sapiens OX=9606 GN=MYL12A PE=1 SV=2;tr|J3QRS3|J3QRS3_HUMAN Myosin regulatory light chain 12A,2,1,12.2,172
BUB3,-0.3893094092,0.173555749320527,0,O43684;J3QT28;J3QSX4,O43684;J3QT28,7;7;2,7;7;2,7;7;2,Mitotic checkpoint protein BUB3,BUB3,sp|O43684|BUB3_HUMAN Mitotic checkpoint protein BUB3 OS=Homo sapiens OX=9606 GN=BUB3 PE=1 SV=1;tr|J3QT28|J3QT28_HUMAN Mitotic checkpoint protein BUB3 (Fragment) OS=Homo sapiens OX=9606 GN=BUB3 PE=1 SV=1,7,7,23.8,328
RPS15,0.6738098064,0.0280530509936996,0,P62841;K7EJ78;K7ELC2;K7EM56;A0A0B4J2B4;S4R417;K7EQJ5;S4R456,P62841;K7EJ78;K7ELC2;K7EM56;A0A0B4J2B4;S4R417;K7EQJ5;S4R456,4;4;4;3;3;3;3;2,4;4;4;3;3;3;3;2,4;4;4;3;3;3;3;2,40S ribosomal protein S15,RPS15,sp|P62841|RS15_HUMAN 40S ribosomal protein S15 OS=Homo sapiens OX=9606 GN=RPS15 PE=1 SV=2;tr|K7EJ78|K7EJ78_HUMAN 40S ribosomal protein S15 OS=Homo sapiens OX=9606 GN=RPS15 PE=1 SV=2;tr|K7ELC2|K7ELC2_HUMAN 40S ribosomal protein S15 OS=Homo sapiens OX=9606 G,4,4,44.8,145
LONP1,1.3797585461,0.00699769250903107,1,P36776;K7EJE8;K7EKE6;K7ER27,P36776;K7EJE8;K7EKE6;K7ER27,8;8;8;5,8;8;8;5,8;8;8;5,"Lon protease homolog, mitochondrial",LONP1,"sp|P36776|LONM_HUMAN Lon protease homolog, mitochondrial OS=Homo sapiens OX=9606 GN=LONP1 PE=1 SV=2;tr|K7EJE8|K7EJE8_HUMAN Lon protease homolog, mitochondrial OS=Homo sapiens OX=9606 GN=LONP1 PE=1 SV=1;tr|K7EKE6|K7EKE6_HUMAN Lon protease homolog, mitochond",8,8,9.5,959
HIST1H3A;H3F3A;HIST2H3A;H3F3B;HIST3H3;H3F3C,-2.6234246308,0.0101162426968065,1,P68431;P84243;Q71DI3;K7EK07;Q16695;K7EMV3;A0A590UJJ6;B4DEB1;K7ES00;Q6NXT2;K7EP01,P68431;P84243;Q71DI3;K7EK07;Q16695;K7EMV3;A0A590UJJ6;B4DEB1;K7ES00;Q6NXT2;K7EP01,15;15;15;15;12;12;12;12;12;11;8,15;15;15;15;12;12;12;12;12;11;8,6;6;6;6;4;4;4;4;4;2;0,Histone H3.1;Histone H3.3;Histone H3.2;Histone H3;Histone H3.1t;Histone H3.3C,HIST1H3A;H3F3A;HIST2H3A;H3F3B;HIST3H3;H3F3C,sp|P68431|H31_HUMAN Histone H3.1 OS=Homo sapiens OX=9606 GN=H3C1 PE=1 SV=2;sp|P84243|H33_HUMAN Histone H3.3 OS=Homo sapiens OX=9606 GN=H3-3A PE=1 SV=2;sp|Q71DI3|H32_HUMAN Histone H3.2 OS=Homo sapiens OX=9606 GN=H3C15 PE=1 SV=3;tr|K7EK07|K7EK07_HUMAN Histon,15,6,44.1,136
PRKCSH,1.1452879468,0.00959464339373032,1,P14314;K7ELL7;K7EPW7;A0A0C4DGP4;K7EKX1;K7EJ70,P14314;K7ELL7,13;13;6;5;3;3,13;13;6;5;3;3,13;13;6;5;3;3,Glucosidase 2 subunit beta,PRKCSH,sp|P14314|GLU2B_HUMAN Glucosidase 2 subunit beta OS=Homo sapiens OX=9606 GN=PRKCSH PE=1 SV=2;tr|K7ELL7|K7ELL7_HUMAN Glucosidase 2 subunit beta OS=Homo sapiens OX=9606 GN=PRKCSH PE=1 SV=1,13,13,21.8,528
SEH1L,-0.1502249331,0.669635261647006,0,Q96EE3;K7ELV2;K7ENI5;K7EP88;K7EPZ5,Q96EE3;K7ELV2;K7ENI5;K7EP88,4;4;3;3;1,4;4;3;3;1,4;4;3;3;1,Nucleoporin SEH1,SEH1L,sp|Q96EE3|SEH1_HUMAN Nucleoporin SEH1 OS=Homo sapiens OX=9606 GN=SEH1L PE=1 SV=3;tr|K7ELV2|K7ELV2_HUMAN Nucleoporin SEH1 (Fragment) OS=Homo sapiens OX=9606 GN=SEH1L PE=1 SV=1;tr|K7ENI5|K7ENI5_HUMAN Nucleoporin SEH1 (Fragment) OS=Homo sapiens OX=9606 GN=SEH,4,4,19.7,360
PARK7,0.2294083986,0.402490313952671,0,Q99497;K7ELW0;K7EN27,Q99497;K7ELW0,12;12;5,12;12;5,12;12;5,Protein deglycase DJ-1,PARK7,sp|Q99497|PARK7_HUMAN Parkinson disease protein 7 OS=Homo sapiens OX=9606 GN=PARK7 PE=1 SV=2;tr|K7ELW0|K7ELW0_HUMAN Parkinson disease protein 7 OS=Homo sapiens OX=9606 GN=PARK7 PE=1 SV=1,12,12,54,189
EIF1;EIF1B,-1.651987783,0.0011836157637652,1,P41567;K7EM18;O60739;K7EQP2,P41567;K7EM18;O60739,3;3;2;1,3;3;2;1,3;3;2;1,Eukaryotic translation initiation factor 1;Eukaryotic translation initiation factor 1b,EIF1;EIF1B,sp|P41567|EIF1_HUMAN Eukaryotic translation initiation factor 1 OS=Homo sapiens OX=9606 GN=EIF1 PE=1 SV=1;tr|K7EM18|K7EM18_HUMAN Eukaryotic translation initiation factor 1 OS=Homo sapiens OX=9606 GN=EIF1 PE=1 SV=1;sp|O60739|EIF1B_HUMAN Eukaryotic translati,3,3,65.5,113
TXNL1,-0.6042118852,0.0481480513668192,0,O43396;K7ER96;K7EME7,O43396;K7ER96;K7EME7,2;2;1,2;2;1,2;2;1,Thioredoxin-like protein 1,TXNL1,sp|O43396|TXNL1_HUMAN Thioredoxin-like protein 1 OS=Homo sapiens OX=9606 GN=TXNL1 PE=1 SV=3;tr|K7ER96|K7ER96_HUMAN Thioredoxin-like protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=TXNL1 PE=1 SV=1;tr|K7EME7|K7EME7_HUMAN Thioredoxin-like protein 1 (Fragment),2,2,9.7,289
EIF3K,0.6265299386,0.0472658045877004,0,Q9UBQ5;K7ES31;K7ERF1;K7EQM4;A0A087WVB9,Q9UBQ5;K7ES31;K7ERF1,5;5;5;2;2,5;5;5;2;2,5;5;5;2;2,Eukaryotic translation initiation factor 3 subunit K,EIF3K,sp|Q9UBQ5|EIF3K_HUMAN Eukaryotic translation initiation factor 3 subunit K OS=Homo sapiens OX=9606 GN=EIF3K PE=1 SV=1;tr|K7ES31|K7ES31_HUMAN Eukaryotic translation initiation factor 3 subunit K OS=Homo sapiens OX=9606 GN=EIF3K PE=1 SV=1;tr|K7ERF1|K7ERF1_HU,5,5,26.1,218
PSME3,1.0467791767,0.0162545130202905,1,P61289;K7ESG5;B3KQ25;K9J957;K7ENH2;K7EMD0;K7EPX6;K7EKR3;A0A087WTV2;K7EJF8;B7Z8D3,P61289;K7ESG5;B3KQ25;K9J957;K7ENH2;K7EMD0;K7EPX6;K7EKR3;A0A087WTV2,8;8;7;7;5;4;4;4;4;1;1,8;8;7;7;5;4;4;4;4;1;1,8;8;7;7;5;4;4;4;4;1;1,Proteasome activator complex subunit 3,PSME3,sp|P61289|PSME3_HUMAN Proteasome activator complex subunit 3 OS=Homo sapiens OX=9606 GN=PSME3 PE=1 SV=1;tr|K7ESG5|K7ESG5_HUMAN Proteasome activator complex subunit 3 OS=Homo sapiens OX=9606 GN=PSME3 PE=1 SV=1;tr|B3KQ25|B3KQ25_HUMAN Proteasome activator com,8,8,37.4,254
ETHE1,0.9334904504,0.0436801402053392,0,O95571;M0QXB5;M0QY80;M0QX80,O95571;M0QXB5;M0QY80,6;6;4;1,6;6;4;1,6;6;4;1,"Persulfide dioxygenase ETHE1, mitochondrial",ETHE1,"sp|O95571|ETHE1_HUMAN Persulfide dioxygenase ETHE1, mitochondrial OS=Homo sapiens OX=9606 GN=ETHE1 PE=1 SV=2;tr|M0QXB5|M0QXB5_HUMAN Persulfide dioxygenase ETHE1, mitochondrial OS=Homo sapiens OX=9606 GN=ETHE1 PE=1 SV=1;tr|M0QY80|M0QY80_HUMAN Persulfide dio",6,6,26.8,254
FBL,0.8304562013,0.0294771824052263,0,P22087;M0R0P1;M0QXL5;M0R2Q4;M0R299;M0R2U2;M0R1H0;M0R2B0;A6NHQ2,P22087;M0R0P1;M0QXL5;M0R2Q4;M0R299;M0R2U2;M0R1H0;M0R2B0,13;13;13;13;12;7;7;7;1,13;13;13;13;12;7;7;7;1,13;13;13;13;12;7;7;7;1,rRNA 2-O-methyltransferase fibrillarin,FBL,sp|P22087|FBRL_HUMAN rRNA 2-O-methyltransferase fibrillarin OS=Homo sapiens OX=9606 GN=FBL PE=1 SV=2;tr|M0R0P1|M0R0P1_HUMAN rRNA 2-O-methyltransferase fibrillarin (Fragment) OS=Homo sapiens OX=9606 GN=FBL PE=1 SV=1;tr|M0QXL5|M0QXL5_HUMAN rRNA 2-O-methyl,13,13,44.9,321
RPS5,-0.2631568213,0.262643263606037,0,P46782;M0R0F0;M0R0R2;M0QZN2,P46782;M0R0F0;M0R0R2;M0QZN2,14;14;14;9,14;14;14;9,14;14;14;9,"40S ribosomal protein S5;40S ribosomal protein S5, N-terminally processed",RPS5,sp|P46782|RS5_HUMAN 40S ribosomal protein S5 OS=Homo sapiens OX=9606 GN=RPS5 PE=1 SV=4;tr|M0R0F0|M0R0F0_HUMAN 40S ribosomal protein S5 (Fragment) OS=Homo sapiens OX=9606 GN=RPS5 PE=1 SV=1;tr|M0R0R2|M0R0R2_HUMAN 40S ribosomal protein S5 OS=Homo sapiens OX=9,14,14,46.1,204
NAPA,2.0407899667,0.00294002775296063,1,P54920;M0R0Y2;M0R2M1;Q9H115;M0QZM9;M0QZN5;M0R031;M0R213;M0R027;M0R058;A0A087WZQ7,P54920;M0R0Y2;M0R2M1,4;4;3;1;1;1;1;1;1;1;1,4;4;3;1;1;1;1;1;1;1;1,4;4;3;1;1;1;1;1;1;1;1,Alpha-soluble NSF attachment protein,NAPA,sp|P54920|SNAA_HUMAN Alpha-soluble NSF attachment protein OS=Homo sapiens OX=9606 GN=NAPA PE=1 SV=3;tr|M0R0Y2|M0R0Y2_HUMAN Alpha-soluble NSF attachment protein OS=Homo sapiens OX=9606 GN=NAPA PE=1 SV=1;tr|M0R2M1|M0R2M1_HUMAN Alpha-soluble NSF attachment pr,4,4,19.7,295
TECR,-0.1935494039,0.404276794770822,0,Q9NZ01;M0R3C3;M0R2N5,Q9NZ01;M0R3C3,3;3;1,3;3;1,3;3;1,Very-long-chain enoyl-CoA reductase,TECR,sp|Q9NZ01|TECR_HUMAN Very-long-chain enoyl-CoA reductase OS=Homo sapiens OX=9606 GN=TECR PE=1 SV=1;tr|M0R3C3|M0R3C3_HUMAN Very-long-chain enoyl-CoA reductase OS=Homo sapiens OX=9606 GN=TECR PE=1 SV=1,3,3,7.5,308
AGPS,1.4417281874,0.00330872803440472,1,O00116;A0A1B0GWA2;A0A2R8YEL0;B8ZZ81,O00116;A0A1B0GWA2;A0A2R8YEL0,7;6;6;1,7;6;6;1,7;6;6;1,"Alkyldihydroxyacetonephosphate synthase, peroxisomal",AGPS,"sp|O00116|ADAS_HUMAN Alkyldihydroxyacetonephosphate synthase, peroxisomal OS=Homo sapiens OX=9606 GN=AGPS PE=1 SV=1;tr|A0A1B0GWA2|A0A1B0GWA2_HUMAN Alkylglycerone-phosphate synthase (Fragment) OS=Homo sapiens OX=9606 GN=AGPS PE=1 SV=1;tr|A0A2R8YEL0|A0A2R8YE",7,7,13.8,658
DDX39A,0.036416141,0.895828601496616,0,O00148;K7EPJ3;K7EQN7;F6QYI9;A0A0G2JJL7;K7ENP6;K7EL56;K7EIL8;K7EN69;F6SXL5;A0A0D9SEM9;A0A140T9K2;A0A140T9N3,O00148,14;6;6;5;5;4;4;4;4;4;2;1;1,3;1;1;0;0;0;0;0;0;0;1;0;0,3;1;1;0;0;0;0;0;0;0;1;0;0,ATP-dependent RNA helicase DDX39A,DDX39A,sp|O00148|DX39A_HUMAN ATP-dependent RNA helicase DDX39A OS=Homo sapiens OX=9606 GN=DDX39A PE=1 SV=2,14,3,37,427
ACOT7,1.4186868564,0.0019091076550676,1,O00154;K7EKP8,O00154;K7EKP8,7;5,7;5,7;5,Cytosolic acyl coenzyme A thioester hydrolase,ACOT7,sp|O00154|BACH_HUMAN Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens OX=9606 GN=ACOT7 PE=1 SV=3;tr|K7EKP8|K7EKP8_HUMAN Cytosolic acyl coenzyme A thioester hydrolase (Fragment) OS=Homo sapiens OX=9606 GN=ACOT7 PE=1 SV=8,7,7,26.1,380
AIP,1.0897941294,0.0488680674907752,1,O00170;E9PMH2,O00170,3;1,3;1,3;1,AH receptor-interacting protein,AIP,sp|O00170|AIP_HUMAN AH receptor-interacting protein OS=Homo sapiens OX=9606 GN=AIP PE=1 SV=2,3,3,15.2,330
AP3B1,0.232214248,0.384722393110675,0,O00203,O00203,2,2,2,AP-3 complex subunit beta-1,AP3B1,sp|O00203|AP3B1_HUMAN AP-3 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP3B1 PE=1 SV=3,2,2,1.9,1094
PSMD11,0.2661393487,0.491100120927097,0,O00231;J3QRY4;J3QS13;J3KSW3,O00231,13;4;2;1,13;4;2;1,13;4;2;1,26S proteasome non-ATPase regulatory subunit 11,PSMD11,sp|O00231|PSD11_HUMAN 26S proteasome non-ATPase regulatory subunit 11 OS=Homo sapiens OX=9606 GN=PSMD11 PE=1 SV=3,13,13,38.4,422
PGRMC1,0.8618410714,0.114499368150032,0,O00264,O00264,14,14,14,Membrane-associated progesterone receptor component 1,PGRMC1,sp|O00264|PGRC1_HUMAN Membrane-associated progesterone receptor component 1 OS=Homo sapiens OX=9606 GN=PGRMC1 PE=1 SV=3,14,14,39.5,195
DFFA,-0.4356887644,0.179074979441286,0,O00273;K7ERT1,O00273,3;1,3;1,3;1,DNA fragmentation factor subunit alpha,DFFA,sp|O00273|DFFA_HUMAN DNA fragmentation factor subunit alpha OS=Homo sapiens OX=9606 GN=DFFA PE=1 SV=1,3,3,13,331
CLIC1,-0.2839824152,0.518896978096612,0,O00299,O00299,25,25,25,Chloride intracellular channel protein 1,CLIC1,sp|O00299|CLIC1_HUMAN Chloride intracellular channel protein 1 OS=Homo sapiens OX=9606 GN=CLIC1 PE=1 SV=4,25,25,79.7,241
EIF3F,0.7219257316,0.0424763032954201,0,O00303;H0YDT6;E9PQV8;A0A1W2PP79,O00303,12;3;1;1,12;3;1;1,12;3;1;1,Eukaryotic translation initiation factor 3 subunit F,EIF3F,sp|O00303|EIF3F_HUMAN Eukaryotic translation initiation factor 3 subunit F OS=Homo sapiens OX=9606 GN=EIF3F PE=1 SV=1,12,12,47.6,357
IPO5,1.1781687881,0.0239841993279359,1,O00410;H0Y8C6;E7ETV3;H0Y3V4;E7EQT5;E7EV12;E7EWK4;E7EX05;E7ESZ1;E7ETV8;C9JZD8;C9JQT6;C9J875;O60518;C9JXE0;F8WF30;C9JZ53;C9J583,O00410;H0Y8C6,15;14;4;3;3;3;2;2;2;2;2;2;2;1;1;1;1;1,15;14;4;3;3;3;2;2;2;2;2;2;2;1;1;1;1;1,15;14;4;3;3;3;2;2;2;2;2;2;2;1;1;1;1;1,Importin-5,IPO5,sp|O00410|IPO5_HUMAN Importin-5 OS=Homo sapiens OX=9606 GN=IPO5 PE=1 SV=4;tr|H0Y8C6|H0Y8C6_HUMAN Importin-5 (Fragment) OS=Homo sapiens OX=9606 GN=IPO5 PE=1 SV=1,15,15,22.6,1097
SAP18,-0.0210941961,0.962234017258617,0,O00422;U3KQ12;U3KPY7,O00422;U3KQ12;U3KPY7,1;1;1,1;1;1,1;1;1,Histone deacetylase complex subunit SAP18,SAP18,sp|O00422|SAP18_HUMAN Histone deacetylase complex subunit SAP18 OS=Homo sapiens OX=9606 GN=SAP18 PE=1 SV=1;tr|U3KQ12|U3KQ12_HUMAN Histone deacetylase complex subunit SAP18 (Fragment) OS=Homo sapiens OX=9606 GN=SAP18 PE=1 SV=1;tr|U3KPY7|U3KPY7_HUMAN Histone,1,1,4.6,153
DNM1L,0.4418810186,0.154033071981266,0,O00429;F8VZ52;F8VR28;F8VYL3;B4DPZ9;F8W1W3;B4DDQ3;H0YHY4;F8VUJ9;H0YI79,O00429,18;7;4;4;4;4;4;3;3;1,18;7;4;4;4;4;4;3;3;1,18;7;4;4;4;4;4;3;3;1,Dynamin-1-like protein,DNM1L,sp|O00429|DNM1L_HUMAN Dynamin-1-like protein OS=Homo sapiens OX=9606 GN=DNM1L PE=1 SV=2,18,18,24.3,736
PSMD14,0.4667428011,0.127896839645134,0,O00487,O00487,4,4,4,26S proteasome non-ATPase regulatory subunit 14,PSMD14,sp|O00487|PSDE_HUMAN 26S proteasome non-ATPase regulatory subunit 14 OS=Homo sapiens OX=9606 GN=PSMD14 PE=1 SV=1,4,4,19.4,310
PDXK,-0.3575455241,0.275162802848963,0,O00764;F2Z2Y4;A8MV33,O00764;F2Z2Y4,9;7;2,9;7;2,9;7;2,Pyridoxal kinase,PDXK,sp|O00764|PDXK_HUMAN Pyridoxal kinase OS=Homo sapiens OX=9606 GN=PDXK PE=1 SV=1;tr|F2Z2Y4|F2Z2Y4_HUMAN Pyridoxal kinase OS=Homo sapiens OX=9606 GN=PDXK PE=1 SV=1,9,9,52.6,312
PDCD5,-0.4685941921,0.12612576452301,0,O14737;K7EQA1;K7ESJ4;Q3HM38;X6R2P6,O14737;K7EQA1;K7ESJ4,4;3;2;1;1,4;3;2;1;1,4;3;2;1;1,Programmed cell death protein 5,PDCD5,sp|O14737|PDCD5_HUMAN Programmed cell death protein 5 OS=Homo sapiens OX=9606 GN=PDCD5 PE=1 SV=3;tr|K7EQA1|K7EQA1_HUMAN Programmed cell death protein 5 OS=Homo sapiens OX=9606 GN=PDCD5 PE=1 SV=1;tr|K7ESJ4|K7ESJ4_HUMAN Programmed cell death protein 5 OS=Hom,4,4,36,125
PRMT5,2.0115517775,0.000547124822913589,1,O14744;G3V580;G3V2L6;G3V5L5;C9JSX3;H0YJD3;H7BZ44;G3V2X6;H0YJX6;G3V507;G3V2F5;H0YJ77,O14744;G3V580;G3V2L6,9;5;5;3;3;2;2;2;2;1;1;1,9;5;5;3;3;2;2;2;2;1;1;1,9;5;5;3;3;2;2;2;2;1;1;1,"Protein arginine N-methyltransferase 5;Protein arginine N-methyltransferase 5, N-terminally processed",PRMT5,sp|O14744|ANM5_HUMAN Protein arginine N-methyltransferase 5 OS=Homo sapiens OX=9606 GN=PRMT5 PE=1 SV=4;tr|G3V580|G3V580_HUMAN Protein arginine N-methyltransferase 5 (Fragment) OS=Homo sapiens OX=9606 GN=PRMT5 PE=1 SV=1;tr|G3V2L6|G3V2L6_HUMAN Protein argini,9,9,19.6,637
