DCAF8_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
AKR7A2,0.6242148921,0.0727375175953791,0,O43488;H3BLU7;Q8NHP1;A0A499FJT0;O95154;H7C5H7,O43488;H3BLU7,6;6;2;2;1;1,6;6;2;2;1;1,6;6;2;2;1;1,Aflatoxin B1 aldehyde reductase member 2,AKR7A2,sp|O43488|ARK72_HUMAN Aflatoxin B1 aldehyde reductase member 2 OS=Homo sapiens OX=9606 GN=AKR7A2 PE=1 SV=3;tr|H3BLU7|H3BLU7_HUMAN Aflatoxin B1 aldehyde reductase member 2 (Fragment) OS=Homo sapiens OX=9606 GN=AKR7A2 PE=1 SV=1,6,6,27,359
IST1,-0.1448065239,0.53532231123768,0,P53990;H3BMU1;H3BUI0;H3BQF7;J3KR23;H3BQ38;E9PF00;H3BPP6;H3BRE2;F5GXM3,P53990;H3BMU1;H3BUI0;H3BQF7;J3KR23,3;3;3;2;2;1;1;1;1;1,3;3;3;2;2;1;1;1;1;1,3;3;3;2;2;1;1;1;1;1,IST1 homolog,IST1,sp|P53990|IST1_HUMAN IST1 homolog OS=Homo sapiens OX=9606 GN=IST1 PE=1 SV=1;tr|H3BMU1|H3BMU1_HUMAN IST1 homolog (Fragment) OS=Homo sapiens OX=9606 GN=IST1 PE=1 SV=1;tr|H3BUI0|H3BUI0_HUMAN IST1 homolog (Fragment) OS=Homo sapiens OX=9606 GN=IST1 PE=1 SV=1;tr,3,3,9.6,364
HN1L,-0.1329212211,0.600932358151837,0,Q9H910;H3BMV3;A6NGP5;H3BMM8;B4E1P3;H3BMT0;H3BTV5;H3BU16;H3BS08,Q9H910;H3BMV3;A6NGP5;H3BMM8;B4E1P3;H3BMT0;H3BTV5;H3BU16,5;5;4;3;3;3;3;3;1,5;5;4;3;3;3;3;3;1,5;5;4;3;3;3;3;3;1,Hematological and neurological expressed 1-like protein,HN1L,sp|Q9H910|JUPI2_HUMAN Jupiter microtubule associated homolog 2 OS=Homo sapiens OX=9606 GN=JPT2 PE=1 SV=1;tr|H3BMV3|H3BMV3_HUMAN Jupiter microtubule-associated homolog 2 (Fragment) OS=Homo sapiens OX=9606 GN=JPT2 PE=1 SV=1;tr|A6NGP5|A6NGP5_HUMAN Jupiter mic,5,5,43.7,190
,-0.7473605098,0.227446844952869,0,H3BN98;Q15041;H3BPJ2,H3BN98,9;2;2,2;2;2,2;2;2,,,tr|H3BN98|H3BN98_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=2,9,2,28.7,237
RPS17,0.2172381513,0.394773003687232,0,P08708;H3BNC9;H0YN88;A0A075B716;H0YN73;A0A0J9YYC4,P08708;H3BNC9;H0YN88;A0A075B716,13;13;11;11;6;2,13;13;11;11;6;2,13;13;11;11;6;2,40S ribosomal protein S17,RPS17,sp|P08708|RS17_HUMAN 40S ribosomal protein S17 OS=Homo sapiens OX=9606 GN=RPS17 PE=1 SV=2;tr|H3BNC9|H3BNC9_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=3 SV=2;tr|H0YN88|H0YN88_HUMAN 40S ribosomal protein S17 OS=Homo sapiens OX=9606 GN=RPS17 PE=,13,13,71.9,135
COX5A,-0.2713243752,0.339392788807621,0,P20674;H3BNX8;H3BRM5;H3BV69;H3BRI0,P20674;H3BNX8;H3BRM5;H3BV69,5;5;3;3;1,5;5;3;3;1,5;5;3;3;1,"Cytochrome c oxidase subunit 5A, mitochondrial",COX5A,"sp|P20674|COX5A_HUMAN Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens OX=9606 GN=COX5A PE=1 SV=2;tr|H3BNX8|H3BNX8_HUMAN Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens OX=9606 GN=COX5A PE=1 SV=1;tr|H3BRM5|H3BRM5_HUMAN Cytochro",5,5,32.7,150
HEXA,-1.1608364777,0.00677072829590027,1,P06865;H3BS10;H3BP20;H3BU85;H3BTD4,P06865;H3BS10;H3BP20;H3BU85;H3BTD4,2;2;2;1;1,2;2;2;1;1,2;2;2;1;1,Beta-hexosaminidase subunit alpha;Beta-hexosaminidase,HEXA,sp|P06865|HEXA_HUMAN Beta-hexosaminidase subunit alpha OS=Homo sapiens OX=9606 GN=HEXA PE=1 SV=2;tr|H3BS10|H3BS10_HUMAN Beta-hexosaminidase OS=Homo sapiens OX=9606 GN=HEXA PE=1 SV=1;tr|H3BP20|H3BP20_HUMAN Beta-hexosaminidase OS=Homo sapiens OX=9606 GN=HEXA,2,2,4.2,529
FUS,0.6679956935,0.527338174227802,0,P35637;H3BPE7,P35637;H3BPE7,4;4,4;4,4;4,RNA-binding protein FUS,FUS,sp|P35637|FUS_HUMAN RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1;tr|H3BPE7|H3BPE7_HUMAN RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1,4,4,10.5,526
HACD3,0.869758031,0.0111384933118092,0,Q9P035;H3BS72;H3BPZ1,Q9P035;H3BS72;H3BPZ1,2;2;1,2;2;1,2;2;1,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3,HACD3,sp|Q9P035|HACD3_HUMAN Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 OS=Homo sapiens OX=9606 GN=HACD3 PE=1 SV=2;tr|H3BS72|H3BS72_HUMAN Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase OS=Homo sapiens OX=9606 GN=HACD3 PE=1 SV=1;tr|H3BPZ1|H3BPZ1_HUMA,2,2,10.5,362
BOLA2;BOLA2B,0.4358367507,0.187643376419688,0,Q9H3K6;H3BV85;H3BPT9,Q9H3K6;H3BV85;H3BPT9,4;4;2,4;4;2,2;2;2,BolA-like protein 2,BOLA2;BOLA2B,sp|Q9H3K6|BOLA2_HUMAN BolA-like protein 2 OS=Homo sapiens OX=9606 GN=BOLA2 PE=1 SV=1;tr|H3BV85|H3BV85_HUMAN BolA-like protein 2 OS=Homo sapiens OX=9606 GN=BOLA2B PE=1 SV=2;tr|H3BPT9|H3BPT9_HUMAN BolA-like protein 2 OS=Homo sapiens OX=9606 GN=BOLA2B PE=1 SV,4,2,50,86
DHX30,2.2288266952,0.0016427210121767,1,Q7L2E3;H7BXY3,Q7L2E3;H7BXY3,7;7,7;7,7;7,Putative ATP-dependent RNA helicase DHX30,DHX30,sp|Q7L2E3|DHX30_HUMAN ATP-dependent RNA helicase DHX30 OS=Homo sapiens OX=9606 GN=DHX30 PE=1 SV=1;tr|H7BXY3|H7BXY3_HUMAN ATP-dependent RNA helicase DHX30 OS=Homo sapiens OX=9606 GN=DHX30 PE=1 SV=1,7,7,8.5,1194
PDIA3,-0.2671230078,0.261825342621613,0,H7BZJ3,H7BZJ3,7,1,1,,PDIA3,tr|H7BZJ3|H7BZJ3_HUMAN Protein disulfide-isomerase A3 (Fragment) OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=1,7,1,57.7,123
C7orf50,-1.0401773031,0.0144250984686902,1,H7C2R9;Q9BRJ6;H7C0T1;C9JQV0,H7C2R9;Q9BRJ6;H7C0T1;C9JQV0,2;1;1;1,2;1;1;1,2;1;1;1,Uncharacterized protein C7orf50,C7orf50,tr|H7C2R9|H7C2R9_HUMAN Uncharacterized protein C7orf50 (Fragment) OS=Homo sapiens OX=9606 GN=C7orf50 PE=1 SV=1;sp|Q9BRJ6|CG050_HUMAN Uncharacterized protein C7orf50 OS=Homo sapiens OX=9606 GN=C7orf50 PE=1 SV=1;tr|H7C0T1|H7C0T1_HUMAN Uncharacterized protein,2,2,16.8,179
SRRT,1.1798407628,0.0151047602753368,1,Q9BXP5;H7C3A1;H7C1K0;A0A0A0MSP6,Q9BXP5;H7C3A1,12;12;3;1,12;12;3;1,12;12;3;1,Serrate RNA effector molecule homolog,SRRT,sp|Q9BXP5|SRRT_HUMAN Serrate RNA effector molecule homolog OS=Homo sapiens OX=9606 GN=SRRT PE=1 SV=1;tr|H7C3A1|H7C3A1_HUMAN Serrate RNA effector molecule homolog (Fragment) OS=Homo sapiens OX=9606 GN=SRRT PE=1 SV=1,12,12,15.4,876
NAGK,-1.0397530835,0.185807602873535,0,Q9UJ70;H7C3G9;C9JEV6;H0YC94;H7C1L7;H0YEB7;H7C286;H0YE82;E9PPU6;H0YF44,Q9UJ70;H7C3G9;C9JEV6,5;5;4;2;2;2;2;1;1;1,5;5;4;2;2;2;2;1;1;1,5;5;4;2;2;2;2;1;1;1,N-acetyl-D-glucosamine kinase,NAGK,sp|Q9UJ70|NAGK_HUMAN N-acetyl-D-glucosamine kinase OS=Homo sapiens OX=9606 GN=NAGK PE=1 SV=4;tr|H7C3G9|H7C3G9_HUMAN N-acetyl-D-glucosamine kinase OS=Homo sapiens OX=9606 GN=NAGK PE=1 SV=2;tr|C9JEV6|C9JEV6_HUMAN N-acetyl-D-glucosamine kinase OS=Homo sapiens,5,5,23.3,344
ATP2A2,2.6304181318,0.00660070498579126,1,P16615;H7C5W9;O14983,P16615;H7C5W9,7;7;2,7;7;2,5;5;1,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,ATP2A2,sp|P16615|AT2A2_HUMAN Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens OX=9606 GN=ATP2A2 PE=1 SV=1;tr|H7C5W9|H7C5W9_HUMAN Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 (Fragment) OS=Homo sapiens OX=9606 GN=ATP2A2 PE=1 SV=1,7,5,9.6,1042
NSF,0.8348265674,0.0167480895960137,0,P46459;I3L0N3;I3L0L3,P46459;I3L0N3,6;6;1,6;6;1,6;6;1,Vesicle-fusing ATPase,NSF,sp|P46459|NSF_HUMAN Vesicle-fusing ATPase OS=Homo sapiens OX=9606 GN=NSF PE=1 SV=3;tr|I3L0N3|I3L0N3_HUMAN Vesicle-fusing ATPase OS=Homo sapiens OX=9606 GN=NSF PE=1 SV=1,6,6,10.2,744
EIF5A;EIF5AL1;EIF5A2,0.3484778501,0.168607206439949,0,P63241;I3L397;I3L504;Q6IS14;Q9GZV4;F8WCJ1;C9J7B5;C9J4W5,P63241;I3L397;I3L504;Q6IS14;Q9GZV4;F8WCJ1;C9J7B5;C9J4W5,15;15;15;12;11;11;11;11,15;15;15;12;11;11;11;11,15;15;15;12;11;11;11;11,Eukaryotic translation initiation factor 5A-1;Eukaryotic translation initiation factor 5A;Eukaryotic translation initiation factor 5A-1-like;Eukaryotic translation initiation factor 5A-2,EIF5A;EIF5AL1;EIF5A2,sp|P63241|IF5A1_HUMAN Eukaryotic translation initiation factor 5A-1 OS=Homo sapiens OX=9606 GN=EIF5A PE=1 SV=2;tr|I3L397|I3L397_HUMAN Eukaryotic translation initiation factor 5A (Fragment) OS=Homo sapiens OX=9606 GN=EIF5A PE=1 SV=8;tr|I3L504|I3L504_HUMAN E,15,15,64.9,154
SRSF2,0.17556541,0.523972569835317,0,Q01130;J3QL05;J3KP15;Q9BRL6,Q01130;J3QL05;J3KP15,6;6;6;1,6;6;6;1,6;6;6;1,Serine/arginine-rich splicing factor 2,SRSF2,sp|Q01130|SRSF2_HUMAN Serine/arginine-rich splicing factor 2 OS=Homo sapiens OX=9606 GN=SRSF2 PE=1 SV=4;tr|J3QL05|J3QL05_HUMAN Serine/arginine-rich-splicing factor 2 (Fragment) OS=Homo sapiens OX=9606 GN=SRSF2 PE=1 SV=1;tr|J3KP15|J3KP15_HUMAN Serine/argini,6,6,26.2,221
OLA1,-0.106817136,0.655548982594422,0,Q9NTK5;J3KQ32;C9JCJ9;C9JTK6,Q9NTK5;J3KQ32,8;8;3;2,8;8;3;2,8;8;3;2,Obg-like ATPase 1,OLA1,sp|Q9NTK5|OLA1_HUMAN Obg-like ATPase 1 OS=Homo sapiens OX=9606 GN=OLA1 PE=1 SV=2;tr|J3KQ32|J3KQ32_HUMAN Obg-like ATPase 1 OS=Homo sapiens OX=9606 GN=OLA1 PE=1 SV=1,8,8,28,396
SUMF2,0.3505630296,0.243595676984691,0,Q8NBJ7;J3KQJ1;C9JL30;A8MXB9;A0A494C1B1;C9J660;F8WA42;E9PBT8;H7C3B2;F8WEX5;E9PG02;J3QT17;F8WEV7;F8WES7,Q8NBJ7;J3KQJ1;C9JL30;A8MXB9;A0A494C1B1;C9J660;F8WA42;E9PBT8;H7C3B2,5;5;4;4;4;4;4;3;3;2;2;2;1;1,5;5;4;4;4;4;4;3;3;2;2;2;1;1,5;5;4;4;4;4;4;3;3;2;2;2;1;1,Sulfatase-modifying factor 2,SUMF2,sp|Q8NBJ7|SUMF2_HUMAN Inactive C-alpha-formylglycine-generating enzyme 2 OS=Homo sapiens OX=9606 GN=SUMF2 PE=1 SV=2;tr|J3KQJ1|J3KQJ1_HUMAN Inactive C-alpha-formylglycine-generating enzyme 2 OS=Homo sapiens OX=9606 GN=SUMF2 PE=1 SV=1;tr|C9JL30|C9JL30_HUMAN ,5,5,21.3,301
IARS,0.2471523038,0.479130275605777,0,P41252;J3KR24;A0A0A0MSX9;Q5TCD1;Q5TCC6,P41252;J3KR24;A0A0A0MSX9,24;24;22;2;1,24;24;22;2;1,24;24;22;2;1,"Isoleucine--tRNA ligase, cytoplasmic",IARS,"sp|P41252|SYIC_HUMAN Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=IARS1 PE=1 SV=2;tr|J3KR24|J3KR24_HUMAN Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=IARS1 PE=1 SV=1;tr|A0A0A0MSX9|A0A0A0MSX9_HUMAN Isoleucine--tRNA liga",24,24,22.4,1262
TBCD,2.2262035768,0.000463880073320699,1,Q9BTW9;J3KR97;I3L0V3;I3L163;I3L439;A0A0J9YWI5;A0A0J9YVR1;A0A0J9YYG2;A0A0J9YVU1;I3L4D2;I3L3H4;I3L131;I3L143;I3L500;I3L120;A0A0J9YXU4,Q9BTW9;J3KR97;I3L0V3;I3L163;I3L439;A0A0J9YWI5;A0A0J9YVR1,4;4;2;2;2;2;2;1;1;1;1;1;1;1;1;1,4;4;2;2;2;2;2;1;1;1;1;1;1;1;1;1,4;4;2;2;2;2;2;1;1;1;1;1;1;1;1;1,Tubulin-specific chaperone D,TBCD,sp|Q9BTW9|TBCD_HUMAN Tubulin-specific chaperone D OS=Homo sapiens OX=9606 GN=TBCD PE=1 SV=2;tr|J3KR97|J3KR97_HUMAN Tubulin-specific chaperone D OS=Homo sapiens OX=9606 GN=TBCD PE=1 SV=1;tr|I3L0V3|I3L0V3_HUMAN Tubulin-specific chaperone D (Fragment) OS=Homo,4,4,4.9,1192
CBFB,-0.9925383105,0.118356067977801,0,Q13951;J3KS23;H3BSC0;A0A494C0A9,Q13951;J3KS23;H3BSC0;A0A494C0A9,2;2;1;1,2;2;1;1,2;2;1;1,Core-binding factor subunit beta,CBFB,sp|Q13951|PEBB_HUMAN Core-binding factor subunit beta OS=Homo sapiens OX=9606 GN=CBFB PE=1 SV=2;tr|J3KS23|J3KS23_HUMAN Core-binding factor subunit beta OS=Homo sapiens OX=9606 GN=CBFB PE=1 SV=1;tr|H3BSC0|H3BSC0_HUMAN Core-binding factor subunit beta (Fragm,2,2,9.3,182
NUP85,3.6207454995,0.000185961004526933,1,Q9BW27;J3KT10;J3KRC0;F5H0W7;J3QLH0;J3QL54;J3QS63;J3QL91;J3KSH3;J3QLD4,Q9BW27;J3KT10;J3KRC0;F5H0W7;J3QLH0;J3QL54,4;4;2;2;2;2;1;1;1;1,4;4;2;2;2;2;1;1;1;1,4;4;2;2;2;2;1;1;1;1,Nuclear pore complex protein Nup85,NUP85,sp|Q9BW27|NUP85_HUMAN Nuclear pore complex protein Nup85 OS=Homo sapiens OX=9606 GN=NUP85 PE=1 SV=1;tr|J3KT10|J3KT10_HUMAN Nuclear pore complex protein Nup85 OS=Homo sapiens OX=9606 GN=NUP85 PE=1 SV=1;tr|J3KRC0|J3KRC0_HUMAN Nuclear pore complex protein Nup,4,4,8.2,656
HN1,-0.0302571106,0.943201072239768,0,Q9UK76;J3KT51;F2Z3M5;J3KSH8,Q9UK76;J3KT51,7;7;2;2,7;7;2;2,7;7;2;2,"Hematological and neurological expressed 1 protein;Hematological and neurological expressed 1 protein, N-terminally processed",HN1,sp|Q9UK76|JUPI1_HUMAN Jupiter microtubule associated homolog 1 OS=Homo sapiens OX=9606 GN=JPT1 PE=1 SV=3;tr|J3KT51|J3KT51_HUMAN Jupiter microtubule-associated homolog 1 OS=Homo sapiens OX=9606 GN=JPT1 PE=1 SV=1,7,7,50.6,154
DDX5,-0.8380575347,0.0169403040012265,0,P17844;J3KTA4;J3KRZ1;J3QSF1;J3QRQ7;J3KRX8;J3KTQ4;X6RLV5;J3QR02,P17844;J3KTA4,30;30;12;10;5;3;3;2;2,30;30;12;10;5;3;3;2;2,22;22;5;6;4;3;3;2;2,Probable ATP-dependent RNA helicase DDX5,DDX5,sp|P17844|DDX5_HUMAN Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens OX=9606 GN=DDX5 PE=1 SV=1;tr|J3KTA4|J3KTA4_HUMAN Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens OX=9606 GN=DDX5 PE=1 SV=1,30,22,44.1,614
RPL19,-0.914640503,0.0325607660525059,0,P84098;J3QR09;J3KTE4,P84098;J3QR09;J3KTE4,15;15;15,15;15;15,15;15;15,60S ribosomal protein L19;Ribosomal protein L19,RPL19,sp|P84098|RL19_HUMAN 60S ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1;tr|J3QR09|J3QR09_HUMAN Ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1;tr|J3KTE4|J3KTE4_HUMAN Ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 ,15,15,48.5,196
SRSF1,0.5355754029,0.0992463257541582,0,Q07955;J3KTL2;J3QQV5;J3KSW7;J3KSR8,Q07955;J3KTL2,13;13;5;5;4,13;13;5;5;4,12;12;5;5;4,Serine/arginine-rich splicing factor 1,SRSF1,sp|Q07955|SRSF1_HUMAN Serine/arginine-rich splicing factor 1 OS=Homo sapiens OX=9606 GN=SRSF1 PE=1 SV=2;tr|J3KTL2|J3KTL2_HUMAN Serine/arginine-rich-splicing factor 1 OS=Homo sapiens OX=9606 GN=SRSF1 PE=1 SV=1,13,12,55.6,248
SCRN2,0.8076700961,0.048433036921434,0,Q96FV2;J3QRJ1;J3QL71;J3KS57;J3KT79;J3QR84;J3QQM9,Q96FV2;J3QRJ1;J3QL71;J3KS57;J3KT79;J3QR84;J3QQM9,2;2;2;1;1;1;1,2;2;2;1;1;1;1,2;2;2;1;1;1;1,Secernin-2,SCRN2,sp|Q96FV2|SCRN2_HUMAN Secernin-2 OS=Homo sapiens OX=9606 GN=SCRN2 PE=1 SV=3;tr|J3QRJ1|J3QRJ1_HUMAN Secernin-2 OS=Homo sapiens OX=9606 GN=SCRN2 PE=1 SV=1;tr|J3QL71|J3QL71_HUMAN Secernin-2 OS=Homo sapiens OX=9606 GN=SCRN2 PE=1 SV=1;tr|J3KS57|J3KS57_HUMAN Sec,2,2,10.6,425
SNRPB;SNRPN,-0.012281051,0.958575268216323,0,P14678;P63162;J3QLE5;J3KRY3;S4R3P3,P14678;P63162;J3QLE5;J3KRY3;S4R3P3,4;4;4;3;3,4;4;4;3;3,4;4;4;3;3,Small nuclear ribonucleoprotein-associated proteins B and B;Small nuclear ribonucleoprotein-associated protein N,SNRPB;SNRPN,sp|P14678|RSMB_HUMAN Small nuclear ribonucleoprotein-associated proteins B and B OS=Homo sapiens OX=9606 GN=SNRPB PE=1 SV=2;sp|P63162|RSMN_HUMAN Small nuclear ribonucleoprotein-associated protein N OS=Homo sapiens OX=9606 GN=SNRPN PE=1 SV=1;tr|J3QLE5|J3QL,4,4,17.1,240
MRPS23,-0.39227267,0.295271725080669,0,Q9Y3D9;J3QLR8,Q9Y3D9;J3QLR8,2;2,2;2,2;2,"28S ribosomal protein S23, mitochondrial",MRPS23,"sp|Q9Y3D9|RT23_HUMAN 28S ribosomal protein S23, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS23 PE=1 SV=2;tr|J3QLR8|J3QLR8_HUMAN 28S ribosomal protein S23, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS23 PE=1 SV=1",2,2,11.1,190
PNPO,2.1756372004,0.000381836999974726,1,Q9NVS9;J3QQV6;J3QQZ9;A0A286YFL3,Q9NVS9;J3QQV6;J3QQZ9;A0A286YFL3,6;6;5;4,6;6;5;4,6;6;5;4,Pyridoxine-5-phosphate oxidase,PNPO,sp|Q9NVS9|PNPO_HUMAN Pyridoxine-5-phosphate oxidase OS=Homo sapiens OX=9606 GN=PNPO PE=1 SV=1;tr|J3QQV6|J3QQV6_HUMAN Pyridoxine-5-phosphate oxidase (Fragment) OS=Homo sapiens OX=9606 GN=PNPO PE=1 SV=2;tr|J3QQZ9|J3QQZ9_HUMAN Pyridoxine-5-phosphate oxidas,6,6,31,261
MYL12B;MYL12A;MYL9,-0.2481920579,0.340642972964276,0,O14950;P19105;J3QRS3;P24844;J3KTJ1,O14950;P19105;J3QRS3;P24844;J3KTJ1,3;3;3;2;2,3;3;3;2;2,3;3;3;2;2,Myosin regulatory light chain 12B;Myosin regulatory light chain 12A;Myosin regulatory light polypeptide 9,MYL12B;MYL12A;MYL9,sp|O14950|ML12B_HUMAN Myosin regulatory light chain 12B OS=Homo sapiens OX=9606 GN=MYL12B PE=1 SV=2;sp|P19105|ML12A_HUMAN Myosin regulatory light chain 12A OS=Homo sapiens OX=9606 GN=MYL12A PE=1 SV=2;tr|J3QRS3|J3QRS3_HUMAN Myosin regulatory light chain 12A,3,3,22.7,172
YES1,0.8752940883,0.155794470446438,0,J3QRU1;P07947;P12931,J3QRU1;P07947,5;4;2,5;4;2,4;3;1,Non-specific protein-tyrosine kinase;Tyrosine-protein kinase Yes,YES1,tr|J3QRU1|J3QRU1_HUMAN Tyrosine-protein kinase OS=Homo sapiens OX=9606 GN=YES1 PE=1 SV=1;sp|P07947|YES_HUMAN Tyrosine-protein kinase Yes OS=Homo sapiens OX=9606 GN=YES1 PE=1 SV=3,5,4,10.8,548
BUB3,-0.0488845691,0.845512741239384,0,O43684;J3QT28;J3QSX4,O43684;J3QT28,6;6;2,6;6;2,6;6;2,Mitotic checkpoint protein BUB3,BUB3,sp|O43684|BUB3_HUMAN Mitotic checkpoint protein BUB3 OS=Homo sapiens OX=9606 GN=BUB3 PE=1 SV=1;tr|J3QT28|J3QT28_HUMAN Mitotic checkpoint protein BUB3 (Fragment) OS=Homo sapiens OX=9606 GN=BUB3 PE=1 SV=1,6,6,23.5,328
KATNAL2,-0.0055141665,0.984037347801224,0,Q8IYT4;K7EM02;K7EIJ8,Q8IYT4;K7EM02;K7EIJ8,1;1;1,1;1;1,1;1;1,Katanin p60 ATPase-containing subunit A-like 2,KATNAL2,sp|Q8IYT4|KATL2_HUMAN Katanin p60 ATPase-containing subunit A-like 2 OS=Homo sapiens OX=9606 GN=KATNAL2 PE=1 SV=3;tr|K7EM02|K7EM02_HUMAN Katanin p60 ATPase-containing subunit A-like 2 (Fragment) OS=Homo sapiens OX=9606 GN=KATNAL2 PE=1 SV=1;tr|K7EIJ8|K7EIJ8,1,1,2.2,538
RPS15,0.7662114599,0.0170595216458675,0,P62841;K7EJ78;K7ELC2;K7EM56;A0A0B4J2B4;S4R417;K7EQJ5;S4R456,P62841;K7EJ78;K7ELC2;K7EM56;A0A0B4J2B4;S4R417;K7EQJ5;S4R456,4;4;4;3;3;3;3;2,4;4;4;3;3;3;3;2,4;4;4;3;3;3;3;2,40S ribosomal protein S15,RPS15,sp|P62841|RS15_HUMAN 40S ribosomal protein S15 OS=Homo sapiens OX=9606 GN=RPS15 PE=1 SV=2;tr|K7EJ78|K7EJ78_HUMAN 40S ribosomal protein S15 OS=Homo sapiens OX=9606 GN=RPS15 PE=1 SV=2;tr|K7ELC2|K7ELC2_HUMAN 40S ribosomal protein S15 OS=Homo sapiens OX=9606 G,4,4,44.8,145
LONP1,0.8900009969,0.132758869330042,0,P36776;K7EJE8;K7EKE6;K7ER27;K7EQF8;K7ERR6,P36776;K7EJE8;K7EKE6;K7ER27,10;10;10;5;1;1,10;10;10;5;1;1,10;10;10;5;1;1,"Lon protease homolog, mitochondrial",LONP1,"sp|P36776|LONM_HUMAN Lon protease homolog, mitochondrial OS=Homo sapiens OX=9606 GN=LONP1 PE=1 SV=2;tr|K7EJE8|K7EJE8_HUMAN Lon protease homolog, mitochondrial OS=Homo sapiens OX=9606 GN=LONP1 PE=1 SV=1;tr|K7EKE6|K7EKE6_HUMAN Lon protease homolog, mitochond",10,10,11.4,959
PRKCSH,0.4710180982,0.0789472454705811,0,P14314;K7ELL7;A0A0C4DGP4;K7EPW7;K7EKX1;K7EJ70,P14314;K7ELL7;A0A0C4DGP4,10;10;5;4;2;2,10;10;5;4;2;2,10;10;5;4;2;2,Glucosidase 2 subunit beta,PRKCSH,sp|P14314|GLU2B_HUMAN Glucosidase 2 subunit beta OS=Homo sapiens OX=9606 GN=PRKCSH PE=1 SV=2;tr|K7ELL7|K7ELL7_HUMAN Glucosidase 2 subunit beta OS=Homo sapiens OX=9606 GN=PRKCSH PE=1 SV=1;tr|A0A0C4DGP4|A0A0C4DGP4_HUMAN Glucosidase 2 subunit beta (Fragment) ,10,10,18.2,528
SEH1L,0.1060254559,0.730304210919563,0,Q96EE3;K7ELV2;K7ENI5;K7EP88;K7EPZ5,Q96EE3;K7ELV2;K7ENI5;K7EP88,4;4;3;3;1,4;4;3;3;1,4;4;3;3;1,Nucleoporin SEH1,SEH1L,sp|Q96EE3|SEH1_HUMAN Nucleoporin SEH1 OS=Homo sapiens OX=9606 GN=SEH1L PE=1 SV=3;tr|K7ELV2|K7ELV2_HUMAN Nucleoporin SEH1 (Fragment) OS=Homo sapiens OX=9606 GN=SEH1L PE=1 SV=1;tr|K7ENI5|K7ENI5_HUMAN Nucleoporin SEH1 (Fragment) OS=Homo sapiens OX=9606 GN=SEH,4,4,19.7,360
PARK7,-0.028855251,0.904690874433636,0,Q99497;K7ELW0;K7EN27,Q99497;K7ELW0,11;11;4,11;11;4,11;11;4,Protein deglycase DJ-1,PARK7,sp|Q99497|PARK7_HUMAN Parkinson disease protein 7 OS=Homo sapiens OX=9606 GN=PARK7 PE=1 SV=2;tr|K7ELW0|K7ELW0_HUMAN Parkinson disease protein 7 OS=Homo sapiens OX=9606 GN=PARK7 PE=1 SV=1,11,11,59.8,189
EIF1;EIF1B,-1.2241407972,0.010205998074688,1,P41567;K7EM18;O60739;K7EQP2,P41567;K7EM18;O60739,3;3;2;1,3;3;2;1,3;3;2;1,Eukaryotic translation initiation factor 1;Eukaryotic translation initiation factor 1b,EIF1;EIF1B,sp|P41567|EIF1_HUMAN Eukaryotic translation initiation factor 1 OS=Homo sapiens OX=9606 GN=EIF1 PE=1 SV=1;tr|K7EM18|K7EM18_HUMAN Eukaryotic translation initiation factor 1 OS=Homo sapiens OX=9606 GN=EIF1 PE=1 SV=1;sp|O60739|EIF1B_HUMAN Eukaryotic translati,3,3,65.5,113
