WDR61_vs_zCtl,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
NDRG3,-0.3232768769,0.107332833059232,0,Q9UGV2;F8WBF9;Q5TH30;Q5TH29,Q9UGV2;F8WBF9;Q5TH30;Q5TH29,2;2;2;1,2;2;2;1,2;2;2;1,Protein NDRG3,NDRG3,"sp|Q9UGV2|NDRG3_HUMAN Protein NDRG3 OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 SV=2;tr|F8WBF9|F8WBF9_HUMAN Protein NDRG3 OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 SV=1;tr|Q5TH30|Q5TH30_HUMAN NDRG family member 3, isoform CRA_c OS=Homo sapiens OX=9606 GN=NDRG3 PE=1 ",2,2,5.1,375
PMPCB,0.0194086863,0.886778570665698,0,O75439;G3V0E4;F8WAZ6;F8WEA6;F8WBE1,O75439;G3V0E4;F8WAZ6,5;5;4;2;2,5;5;4;2;2,5;5;4;2;2,Mitochondrial-processing peptidase subunit beta,PMPCB,sp|O75439|MPPB_HUMAN Mitochondrial-processing peptidase subunit beta OS=Homo sapiens OX=9606 GN=PMPCB PE=1 SV=2;tr|G3V0E4|G3V0E4_HUMAN Mitochondrial-processing peptidase subunit beta OS=Homo sapiens OX=9606 GN=PMPCB PE=1 SV=1;tr|F8WAZ6|F8WAZ6_HUMAN Mitocho,5,5,12.5,489
API5,-0.3794665499,0.0311026979693368,0,Q9BZZ5;G3V1C3;E9PQK6,Q9BZZ5;G3V1C3;E9PQK6,4;4;2,4;4;2,4;4;2,Apoptosis inhibitor 5,API5,sp|Q9BZZ5|API5_HUMAN Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV=3;tr|G3V1C3|G3V1C3_HUMAN Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV=1;tr|E9PQK6|E9PQK6_HUMAN Apoptosis inhibitor 5 OS=Homo sapiens OX=9606 GN=API5 PE=1 SV,4,4,10.1,524
NRD1,-0.2112308889,0.123724724648677,0,O43847;H0Y5G9;G3V1R5,O43847;H0Y5G9;G3V1R5,1;1;1,1;1;1,1;1;1,Nardilysin,NRD1,sp|O43847|NRDC_HUMAN Nardilysin OS=Homo sapiens OX=9606 GN=NRDC PE=1 SV=3;tr|H0Y5G9|H0Y5G9_HUMAN Nardilysin (Fragment) OS=Homo sapiens OX=9606 GN=NRDC PE=1 SV=1;tr|G3V1R5|G3V1R5_HUMAN Nardilysin OS=Homo sapiens OX=9606 GN=NRDC PE=1 SV=1,1,1,1.1,1151
RPL18,0.4945541619,0.0112467443886828,0,Q07020;G3V203;H0YHA7;J3QQ67;F8VUA6;F8VYV2;A0A075B7A0,Q07020;G3V203;H0YHA7;J3QQ67;F8VUA6;F8VYV2;A0A075B7A0,11;11;11;11;8;7;7,11;11;11;11;8;7;7,11;11;11;11;8;7;7,60S ribosomal protein L18,RPL18,sp|Q07020|RL18_HUMAN 60S ribosomal protein L18 OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=2;tr|G3V203|G3V203_HUMAN 60S ribosomal protein L18 OS=Homo sapiens OX=9606 GN=RPL18 PE=1 SV=1;tr|H0YHA7|H0YHA7_HUMAN 60S ribosomal protein L18 (Fragment) OS=Homo sapien,11,11,38.3,188
SNW1,-0.2574574621,0.100096854309539,0,Q13573;G3V3A4;G3V4X8;G3V5R3,Q13573;G3V3A4;G3V4X8,8;8;6;3,8;8;6;3,8;8;6;3,SNW domain-containing protein 1,SNW1,sp|Q13573|SNW1_HUMAN SNW domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SNW1 PE=1 SV=1;tr|G3V3A4|G3V3A4_HUMAN SNW domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SNW1 PE=1 SV=1;tr|G3V4X8|G3V4X8_HUMAN SNW domain-containing protein 1 OS=Homo s,8,8,23.7,536
PSMA6,-0.0894464612,0.467268232864337,0,P60900;G3V5Z7;G3V295;G3V3I1;G3V3U4;G3V4S5;G3V2S7;H0YJC4,P60900;G3V5Z7;G3V295;G3V3I1;G3V3U4,14;14;13;12;7;3;3;1,14;14;13;12;7;3;3;1,14;14;13;12;7;3;3;1,Proteasome subunit alpha type-6;Proteasome subunit alpha type,PSMA6,sp|P60900|PSA6_HUMAN Proteasome subunit alpha type-6 OS=Homo sapiens OX=9606 GN=PSMA6 PE=1 SV=1;tr|G3V5Z7|G3V5Z7_HUMAN Proteasome subunit alpha type OS=Homo sapiens OX=9606 GN=PSMA6 PE=1 SV=1;tr|G3V295|G3V295_HUMAN Proteasome subunit alpha type OS=Homo sap,14,14,51.2,246
MRPS22,-0.0749933304,0.765721540425429,0,P82650;G5E9W7;G5E9V5;H7C5L9;H7C5H3;H7C5F2,P82650;G5E9W7;G5E9V5;H7C5L9;H7C5H3,6;6;6;5;3;1,6;6;6;5;3;1,6;6;6;5;3;1,"28S ribosomal protein S22, mitochondrial",MRPS22,"sp|P82650|RT22_HUMAN 28S ribosomal protein S22, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS22 PE=1 SV=1;tr|G5E9W7|G5E9W7_HUMAN 28S ribosomal protein S22, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS22 PE=1 SV=1;tr|G5E9V5|G5E9V5_HUMAN 28S ribosomal prote",6,6,13.6,360
CELF1,-0.2830680617,0.0413557135830881,0,G5EA30;Q92879;E9PKU1;E9PQK4;E9PSH0;Q5VZZ6;A0A1B0GUN8;E9PC62;A0A1B0GU44;A0A0J9YX66;A0A0J9YXJ0;O95319;F5H0D8;F5H4Y5;V9GYD9;E9PKA1;F5H3J7,G5EA30;Q92879,11;10;5;4;4;3;3;3;3;3;3;3;3;2;2;1;1,11;10;5;4;4;3;3;3;3;3;3;3;3;2;2;1;1,11;10;5;4;4;3;3;3;3;3;3;3;3;2;2;1;1,CUGBP Elav-like family member 1,CELF1,"tr|G5EA30|G5EA30_HUMAN CUG triplet repeat, RNA binding protein 1, isoform CRA_c OS=Homo sapiens OX=9606 GN=CELF1 PE=1 SV=1;sp|Q92879|CELF1_HUMAN CUGBP Elav-like family member 1 OS=Homo sapiens OX=9606 GN=CELF1 PE=1 SV=2",11,11,25.1,514
SEC24C,0.6239277672,0.237976352802008,0,P53992;G5EA31,P53992;G5EA31,6;6,6;6,6;6,Protein transport protein Sec24C,SEC24C,sp|P53992|SC24C_HUMAN Protein transport protein Sec24C OS=Homo sapiens OX=9606 GN=SEC24C PE=1 SV=3;tr|G5EA31|G5EA31_HUMAN Protein transport protein Sec24C OS=Homo sapiens OX=9606 GN=SEC24C PE=1 SV=1,6,6,6.8,1094
TWF2,-1.0408479718,0.000329075649438344,1,H0Y858;Q6IBS0;D6RG15;Q9NR96,H0Y858;Q6IBS0;D6RG15,4;3;2;1,3;2;1;1,3;2;1;1,Twinfilin-2,TWF2,tr|H0Y858|H0Y858_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=1;sp|Q6IBS0|TWF2_HUMAN Twinfilin-2 OS=Homo sapiens OX=9606 GN=TWF2 PE=1 SV=2;tr|D6RG15|D6RG15_HUMAN Twinfilin-2 OS=Homo sapiens OX=9606 GN=TWF2 PE=1 SV=1,4,3,4.6,1186
HNRNPD,-0.1052196547,0.415495207957437,0,Q14103;H0YA96;H0Y8G5;D6RF44;D6RAF8;D6RBQ9;D6RD83,Q14103;H0YA96;H0Y8G5;D6RF44;D6RAF8;D6RBQ9,11;11;11;9;9;7;5,11;11;11;9;9;7;5,9;9;9;7;7;5;5,Heterogeneous nuclear ribonucleoprotein D0,HNRNPD,sp|Q14103|HNRPD_HUMAN Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1;tr|H0YA96|H0YA96_HUMAN Heterogeneous nuclear ribonucleoprotein D0 (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1;tr|H0Y8G5|H0Y8G5_HUMAN Het,11,9,24.2,355
DNPH1,-0.4192412643,0.0710708905756195,0,O43598;H0Y8X4,O43598;H0Y8X4,2;2,2;2,2;2,2-deoxynucleoside 5-phosphate N-hydrolase 1,DNPH1,sp|O43598|DNPH1_HUMAN 2-deoxynucleoside 5-phosphate N-hydrolase 1 OS=Homo sapiens OX=9606 GN=DNPH1 PE=1 SV=1;tr|H0Y8X4|H0Y8X4_HUMAN 2-deoxynucleoside 5-phosphate N-hydrolase 1 (Fragment) OS=Homo sapiens OX=9606 GN=DNPH1 PE=1 SV=1,2,2,10.3,174
TPD52,-0.3813165066,0.0343510863143039,0,H0YC42;P55327;E5RFR7;H0YC44;E5RK35;U3KQQ8,H0YC42;P55327,9;7;2;2;1;1,9;7;2;2;1;1,7;7;2;2;1;0,Tumor protein D52,TPD52,tr|H0YC42|H0YC42_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=1 SV=2;sp|P55327|TPD52_HUMAN Tumor protein D52 OS=Homo sapiens OX=9606 GN=TPD52 PE=1 SV=2,9,7,37.1,278
CTSC,-0.1967141055,0.55702391105336,0,P53634;H0YCY8,P53634;H0YCY8,2;2,2;2,2;2,Dipeptidyl peptidase 1;Dipeptidyl peptidase 1 exclusion domain chain;Dipeptidyl peptidase 1 heavy chain;Dipeptidyl peptidase 1 light chain,CTSC,sp|P53634|CATC_HUMAN Dipeptidyl peptidase 1 OS=Homo sapiens OX=9606 GN=CTSC PE=1 SV=2;tr|H0YCY8|H0YCY8_HUMAN Dipeptidyl peptidase 1 (Fragment) OS=Homo sapiens OX=9606 GN=CTSC PE=1 SV=8,2,2,5,463
CD44,0.9530034858,0.00548969562745296,0,P16070;H0YD13;H0YDW7;H0YCV9;H0Y2P0;H0Y5E4;E9PKC6;Q86UZ1;H0YDX6;H0YD17;H0YE40,P16070;H0YD13;H0YDW7;H0YCV9;H0Y2P0;H0Y5E4;E9PKC6,5;5;4;4;4;4;3;2;2;2;1,5;5;4;4;4;4;3;2;2;2;1,5;5;4;4;4;4;3;2;2;2;1,CD44 antigen,CD44,sp|P16070|CD44_HUMAN CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=3;tr|H0YD13|H0YD13_HUMAN CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=2;tr|H0YDW7|H0YDW7_HUMAN CD44 antigen (Fragment) OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=2;tr|H0YCV9|H0Y,5,5,7,742
HADHA,0.0302036761,0.810383696064277,0,P40939;H0YFD6;A0A2R8Y4F5;A0A2R8YG21;A0A2R8Y688,P40939;H0YFD6;A0A2R8Y4F5;A0A2R8YG21,26;26;22;14;9,26;26;22;14;9,26;26;22;14;9,"Trifunctional enzyme subunit alpha, mitochondrial;Long-chain enoyl-CoA hydratase;Long chain 3-hydroxyacyl-CoA dehydrogenase",HADHA,"sp|P40939|ECHA_HUMAN Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2;tr|H0YFD6|H0YFD6_HUMAN Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2;tr|A0A2R8Y4F5|A0A2R8Y4F5_H",26,26,39.7,763
REXO2,-0.1333685725,0.451165046477375,0,Q9Y3B8;H0YG54;H0YGR4;F5GYG5,Q9Y3B8;H0YG54;H0YGR4;F5GYG5,8;8;8;6,8;8;8;6,8;8;8;6,"Oligoribonuclease, mitochondrial",REXO2,"sp|Q9Y3B8|ORN_HUMAN Oligoribonuclease, mitochondrial OS=Homo sapiens OX=9606 GN=REXO2 PE=1 SV=3;tr|H0YG54|H0YG54_HUMAN Oligoribonuclease, mitochondrial OS=Homo sapiens OX=9606 GN=REXO2 PE=1 SV=2;tr|H0YGR4|H0YGR4_HUMAN Oligoribonuclease, mitochondrial (Frag",8,8,30.4,237
DUT,-0.2555168621,0.2500925703044,0,P33316;H0YNW5;H0YKC5;H0YMP1;H0YMM5;A0A0C4DGL3;H0YNJ9;H0YKI0,P33316;H0YNW5;H0YKC5;H0YMP1;H0YMM5;A0A0C4DGL3;H0YNJ9;H0YKI0,4;4;4;3;3;3;3;3,4;4;4;3;3;3;3;3,4;4;4;3;3;3;3;3,"Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial",DUT,"sp|P33316|DUT_HUMAN Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=DUT PE=1 SV=4;tr|H0YNW5|H0YNW5_HUMAN Deoxyuridine 5-triphosphate nucleotidohydrolase OS=Homo sapiens OX=9606 GN=DUT PE=1 SV=1;tr|H0YKC5|H0YKC5_H",4,4,15.1,252
RPL28,0.5004476507,0.0556115860538657,0,P46779;H0YMF4;H0YKD8;H0YLP6,P46779;H0YMF4;H0YKD8;H0YLP6,9;9;9;5,9;9;9;5,9;9;9;5,60S ribosomal protein L28,RPL28,sp|P46779|RL28_HUMAN 60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=3;tr|H0YMF4|H0YMF4_HUMAN 60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=1;tr|H0YKD8|H0YKD8_HUMAN 60S ribosomal protein L28 OS=Homo sapiens OX=9606 G,9,9,37.2,137
TMOD3,0.2433552131,0.246456058712605,0,Q9NYL9;H0YKU1;H0YNJ8,Q9NYL9;H0YKU1;H0YNJ8,4;4;4,4;4;4,4;4;4,Tropomodulin-3,TMOD3,sp|Q9NYL9|TMOD3_HUMAN Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1;tr|H0YKU1|H0YKU1_HUMAN Tropomodulin-3 (Fragment) OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1;tr|H0YNJ8|H0YNJ8_HUMAN Tropomodulin-3 OS=Homo sapiens OX=9606 GN=TMOD3 PE=1 SV=1,4,4,15.6,352
PSMA4,-0.2051409668,0.107356266084841,0,P25789;H0YMZ1;H0YL69;H0YMI6;H0YMA1;H0YN18;H0YLS6;H0YLC2;H0YKT8;H0YKS0,P25789;H0YMZ1;H0YL69;H0YMI6;H0YMA1;H0YN18;H0YLS6;H0YLC2;H0YKT8,6;6;6;5;5;4;3;3;3;2,6;6;6;5;5;4;3;3;3;2,6;6;6;5;5;4;3;3;3;2,Proteasome subunit alpha type-4;Proteasome subunit alpha type;Proteasome subunit beta type,PSMA4,sp|P25789|PSA4_HUMAN Proteasome subunit alpha type-4 OS=Homo sapiens OX=9606 GN=PSMA4 PE=1 SV=1;tr|H0YMZ1|H0YMZ1_HUMAN Proteasome subunit alpha type (Fragment) OS=Homo sapiens OX=9606 GN=PSMA4 PE=1 SV=8;tr|H0YL69|H0YL69_HUMAN Proteasome subunit alpha type ,6,6,34.1,261
FAH,-0.0217176091,0.923236819019145,0,P16930;H0YLC7,P16930;H0YLC7,2;2,2;2,2;2,Fumarylacetoacetase,FAH,sp|P16930|FAAA_HUMAN Fumarylacetoacetase OS=Homo sapiens OX=9606 GN=FAH PE=1 SV=2;tr|H0YLC7|H0YLC7_HUMAN Fumarylacetoacetase (Fragment) OS=Homo sapiens OX=9606 GN=FAH PE=1 SV=1,2,2,8.8,419
RPS27L;RPS27,0.0685664867,0.54965588676194,0,Q71UM5;H0YMV8;P42677;C9J1C5;C9JLI6,Q71UM5;H0YMV8;P42677;C9J1C5;C9JLI6,4;4;3;2;2,4;4;3;2;2,4;4;3;2;2,40S ribosomal protein S27-like;40S ribosomal protein S27,RPS27L;RPS27,sp|Q71UM5|RS27L_HUMAN 40S ribosomal protein S27-like OS=Homo sapiens OX=9606 GN=RPS27L PE=1 SV=3;tr|H0YMV8|H0YMV8_HUMAN 40S ribosomal protein S27 OS=Homo sapiens OX=9606 GN=RPS27L PE=1 SV=1;sp|P42677|RS27_HUMAN 40S ribosomal protein S27 OS=Homo sapiens OX=,4,4,41.7,84
ANP32A,-0.247539195,0.288166261752226,0,P39687;H0YN26;H7BZ09,P39687;H0YN26;H7BZ09,6;6;3,6;6;3,6;6;3,Acidic leucine-rich nuclear phosphoprotein 32 family member A,ANP32A,sp|P39687|AN32A_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens OX=9606 GN=ANP32A PE=1 SV=1;tr|H0YN26|H0YN26_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens OX=9606 GN=ANP32A PE=1 SV=1,6,6,24.5,249
AKR7A2,-1.1400448043,0.00729819975044003,1,O43488;H3BLU7;Q8NHP1;A0A499FJT0;H7C5H7,O43488;H3BLU7,6;6;2;2;1,6;6;2;2;1,5;5;1;1;1,Aflatoxin B1 aldehyde reductase member 2,AKR7A2,sp|O43488|ARK72_HUMAN Aflatoxin B1 aldehyde reductase member 2 OS=Homo sapiens OX=9606 GN=AKR7A2 PE=1 SV=3;tr|H3BLU7|H3BLU7_HUMAN Aflatoxin B1 aldehyde reductase member 2 (Fragment) OS=Homo sapiens OX=9606 GN=AKR7A2 PE=1 SV=1,6,5,27,359
RAB11A;RAB11B,-0.2583020343,0.0849592497739362,0,P62491;Q15907;H3BMH2;H3BSC1;B4DQU5;P57735,P62491;Q15907;H3BMH2;H3BSC1,11;11;11;11;3;1,11;11;11;11;3;1,11;11;11;11;3;1,Ras-related protein Rab-11A;Ras-related protein Rab-11B,RAB11A;RAB11B,sp|P62491|RB11A_HUMAN Ras-related protein Rab-11A OS=Homo sapiens OX=9606 GN=RAB11A PE=1 SV=3;sp|Q15907|RB11B_HUMAN Ras-related protein Rab-11B OS=Homo sapiens OX=9606 GN=RAB11B PE=1 SV=4;tr|H3BMH2|H3BMH2_HUMAN Ras-related protein Rab-11A (Fragment) OS=Hom,11,11,47.2,216
RNPS1,-0.4006225933,0.0372934172439003,0,Q15287;H3BV80;H3BMS0;H3BMM9;H3BTC0;H3BPG5,Q15287;H3BV80;H3BMS0;H3BMM9;H3BTC0;H3BPG5,3;3;3;3;3;2,3;3;3;3;3;2,3;3;3;3;3;2,RNA-binding protein with serine-rich domain 1,RNPS1,sp|Q15287|RNPS1_HUMAN RNA-binding protein with serine-rich domain 1 OS=Homo sapiens OX=9606 GN=RNPS1 PE=1 SV=1;tr|H3BV80|H3BV80_HUMAN RNA-binding protein with serine-rich domain 1 OS=Homo sapiens OX=9606 GN=RNPS1 PE=1 SV=2;tr|H3BMS0|H3BMS0_HUMAN RNA-bindin,3,3,12.8,305
PFDN5,-0.0969819109,0.432846673771609,0,Q99471;H3BMQ1;H3BPF6,Q99471;H3BMQ1;H3BPF6,2;2;2,2;2;2,2;2;2,Prefoldin subunit 5,PFDN5,sp|Q99471|PFD5_HUMAN Prefoldin subunit 5 OS=Homo sapiens OX=9606 GN=PFDN5 PE=1 SV=2;tr|H3BMQ1|H3BMQ1_HUMAN Prefoldin subunit 5 OS=Homo sapiens OX=9606 GN=PFDN5 PE=1 SV=1;tr|H3BPF6|H3BPF6_HUMAN Prefoldin subunit 5 (Fragment) OS=Homo sapiens OX=9606 GN=PFDN5,2,2,14.9,154
IST1,-0.1026945954,0.414460640275218,0,P53990;H3BMU1;H3BUI0;H3BQF7;J3KR23;H3BQ38;E9PF00;H3BPP6;H3BRE2;F5GXM3,P53990;H3BMU1;H3BUI0;H3BQF7;J3KR23,3;3;3;2;2;1;1;1;1;1,3;3;3;2;2;1;1;1;1;1,3;3;3;2;2;1;1;1;1;1,IST1 homolog,IST1,sp|P53990|IST1_HUMAN IST1 homolog OS=Homo sapiens OX=9606 GN=IST1 PE=1 SV=1;tr|H3BMU1|H3BMU1_HUMAN IST1 homolog (Fragment) OS=Homo sapiens OX=9606 GN=IST1 PE=1 SV=1;tr|H3BUI0|H3BUI0_HUMAN IST1 homolog (Fragment) OS=Homo sapiens OX=9606 GN=IST1 PE=1 SV=1;tr,3,3,9.6,364
HN1L,0.0231397423,0.84828810400292,0,Q9H910;H3BMV3;A6NGP5;H3BMM8;B4E1P3;H3BMT0;H3BTV5;H3BU16;H3BS08,Q9H910;H3BMV3;A6NGP5;H3BMM8;B4E1P3;H3BMT0;H3BTV5;H3BU16,7;7;5;4;4;4;4;4;2,7;7;5;4;4;4;4;4;2,7;7;5;4;4;4;4;4;2,Hematological and neurological expressed 1-like protein,HN1L,sp|Q9H910|JUPI2_HUMAN Jupiter microtubule associated homolog 2 OS=Homo sapiens OX=9606 GN=JPT2 PE=1 SV=1;tr|H3BMV3|H3BMV3_HUMAN Jupiter microtubule-associated homolog 2 (Fragment) OS=Homo sapiens OX=9606 GN=JPT2 PE=1 SV=1;tr|A6NGP5|A6NGP5_HUMAN Jupiter mic,7,7,50,190
,-0.5579068623,0.219580924843566,0,H3BN98;Q15041;H3BPJ2,H3BN98,8;2;2,2;2;2,2;2;2,,,tr|H3BN98|H3BN98_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens OX=9606 PE=4 SV=2,8,2,28.7,237
RPS17,0.4792794126,0.00819328030871947,0,P08708;H3BNC9;H0YN88;A0A075B716;H0YN73;A0A0J9YYC4,P08708;H3BNC9;H0YN88;A0A075B716,12;12;10;10;5;1,12;12;10;10;5;1,12;12;10;10;5;1,40S ribosomal protein S17,RPS17,sp|P08708|RS17_HUMAN 40S ribosomal protein S17 OS=Homo sapiens OX=9606 GN=RPS17 PE=1 SV=2;tr|H3BNC9|H3BNC9_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=3 SV=2;tr|H0YN88|H0YN88_HUMAN 40S ribosomal protein S17 OS=Homo sapiens OX=9606 GN=RPS17 PE=,12,12,65.2,135
HEXA,-0.3703527406,0.0267007253729263,0,P06865;H3BS10;H3BP20;H3BU85;H3BTD4,P06865;H3BS10;H3BP20,3;3;3;1;1,3;3;3;1;1,3;3;3;1;1,Beta-hexosaminidase subunit alpha;Beta-hexosaminidase,HEXA,sp|P06865|HEXA_HUMAN Beta-hexosaminidase subunit alpha OS=Homo sapiens OX=9606 GN=HEXA PE=1 SV=2;tr|H3BS10|H3BS10_HUMAN Beta-hexosaminidase OS=Homo sapiens OX=9606 GN=HEXA PE=1 SV=1;tr|H3BP20|H3BP20_HUMAN Beta-hexosaminidase OS=Homo sapiens OX=9606 GN=HEXA,3,3,6.8,529
FUS,0.2370139632,0.160032840818304,0,P35637;H3BPE7,P35637;H3BPE7,4;4,4;4,3;3,RNA-binding protein FUS,FUS,sp|P35637|FUS_HUMAN RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1;tr|H3BPE7|H3BPE7_HUMAN RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1,4,3,7.4,526
NDUFB10,-0.5294751402,0.0135710613459833,0,O96000;H3BPJ9;H3BV16,O96000;H3BPJ9;H3BV16,2;2;1,2;2;1,2;2;1,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,NDUFB10,sp|O96000|NDUBA_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 OS=Homo sapiens OX=9606 GN=NDUFB10 PE=1 SV=3;tr|H3BPJ9|H3BPJ9_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 OS=Homo sapiens OX=9606 GN=NDUFB10 PE=1 SV=1,2,2,17.4,172
NOB1,-0.0454475015,0.85340269162345,0,Q9ULX3;H3BUR4,Q9ULX3;H3BUR4,4;4,4;4,4;4,RNA-binding protein NOB1,NOB1,sp|Q9ULX3|NOB1_HUMAN RNA-binding protein NOB1 OS=Homo sapiens OX=9606 GN=NOB1 PE=1 SV=1;tr|H3BUR4|H3BUR4_HUMAN RNA-binding protein NOB1 OS=Homo sapiens OX=9606 GN=NOB1 PE=1 SV=1,4,4,11.9,412
USP10;DKFZp686E14181,-0.6932850655,0.0327647402577736,0,Q14694;H3BVF1;H3BNL0;Q68D90;H3BNA1;J3KT19,Q14694;H3BVF1;H3BNL0;Q68D90;H3BNA1;J3KT19,2;2;1;1;1;1,2;2;1;1;1;1,2;2;1;1;1;1,Ubiquitin carboxyl-terminal hydrolase 10,USP10;DKFZp686E14181,sp|Q14694|UBP10_HUMAN Ubiquitin carboxyl-terminal hydrolase 10 OS=Homo sapiens OX=9606 GN=USP10 PE=1 SV=2;tr|H3BVF1|H3BVF1_HUMAN Ubiquitin carboxyl-terminal hydrolase 10 (Fragment) OS=Homo sapiens OX=9606 GN=USP10 PE=1 SV=1;tr|H3BNL0|H3BNL0_HUMAN Ubiquitin,2,2,6.8,798
PDIA3,0.0007589941,0.994439919579094,0,H7BZJ3,H7BZJ3,9,1,1,,PDIA3,tr|H7BZJ3|H7BZJ3_HUMAN Protein disulfide-isomerase A3 (Fragment) OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=1,9,1,58.5,123
PPP1R7,0.0025471431,0.991001309415899,0,Q15435;H7C003;B5MBZ8;C9JD73;C9J177;H7C3Q5;C9JRC4,Q15435;H7C003;B5MBZ8;C9JD73;C9J177,4;4;2;2;2;1;1,4;4;2;2;2;1;1,4;4;2;2;2;1;1,Protein phosphatase 1 regulatory subunit 7,PPP1R7,sp|Q15435|PP1R7_HUMAN Protein phosphatase 1 regulatory subunit 7 OS=Homo sapiens OX=9606 GN=PPP1R7 PE=1 SV=1;tr|H7C003|H7C003_HUMAN Protein phosphatase 1 regulatory subunit 7 (Fragment) OS=Homo sapiens OX=9606 GN=PPP1R7 PE=1 SV=1;tr|B5MBZ8|B5MBZ8_HUMAN Pro,4,4,10.8,360
C7orf50,-2.6366112342,6.40409694406534e-05,1,Q9BRJ6;H7C0T1;H7C2R9;C9JQV0,Q9BRJ6;H7C0T1;H7C2R9;C9JQV0,2;2;2;1,2;2;2;1,2;2;2;1,Uncharacterized protein C7orf50,C7orf50,sp|Q9BRJ6|CG050_HUMAN Uncharacterized protein C7orf50 OS=Homo sapiens OX=9606 GN=C7orf50 PE=1 SV=1;tr|H7C0T1|H7C0T1_HUMAN Uncharacterized protein C7orf50 (Fragment) OS=Homo sapiens OX=9606 GN=C7orf50 PE=1 SV=1;tr|H7C2R9|H7C2R9_HUMAN Uncharacterized protein,2,2,10.8,194
EBNA1BP2,-0.0189857095,0.884264564118718,0,Q99848;H7C2Q8,Q99848;H7C2Q8,4;4,4;4,4;4,Probable rRNA-processing protein EBP2,EBNA1BP2,"sp|Q99848|EBP2_HUMAN Probable rRNA-processing protein EBP2 OS=Homo sapiens OX=9606 GN=EBNA1BP2 PE=1 SV=2;tr|H7C2Q8|H7C2Q8_HUMAN EBNA1 binding protein 2, isoform CRA_d OS=Homo sapiens OX=9606 GN=EBNA1BP2 PE=1 SV=1",4,4,17.3,306
CSDC2,-0.657743652,0.156163764085948,0,Q9Y534;H7C4E7,Q9Y534;H7C4E7,1;1,1;1,1;1,Cold shock domain-containing protein C2,CSDC2,sp|Q9Y534|CSDC2_HUMAN Cold shock domain-containing protein C2 OS=Homo sapiens OX=9606 GN=CSDC2 PE=1 SV=1;tr|H7C4E7|H7C4E7_HUMAN Cold shock domain-containing protein C2 (Fragment) OS=Homo sapiens OX=9606 GN=CSDC2 PE=1 SV=1,1,1,7.2,153
