Gene_names,SNRNP40_vs_BirA_logFC,SNRNP40_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_SNRNP40_N1,Peptides_SNRNP40_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_SNRNP40_N1,Razor___unique_peptides_SNRNP40_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_SNRNP40_N1,Unique_peptides_SNRNP40_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_SNRNP40_N1,Identification_type_SNRNP40_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_SNRNP40_N1,Ratio_H_L_SNRNP40_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_SNRNP40_N1,Ratio_H_L_normalized_SNRNP40_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____SNRNP40_N1,Ratio_H_L_variability_____SNRNP40_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_SNRNP40_N1,Ratio_H_L_count_SNRNP40_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_SNRNP40_N1,Ratio_H_L_iso_count_SNRNP40_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_SNRNP40_N1,Ratio_H_L_type_SNRNP40_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_SNRNP40_N1____,Sequence_coverage_SNRNP40_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_SNRNP40_N1,Intensity_L_SNRNP40_N1,Intensity_H_SNRNP40_N1,Intensity_SNRNP40_N2,Intensity_L_SNRNP40_N2,Intensity_H_SNRNP40_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_SNRNP40_N1,metacell_Intensity_L_SNRNP40_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
AP2B1,-1.65442287445308,0.101555277562946,P63010;A0A087X253;A0A087WU93;A0A087WZQ6;K7EN71;K7ERB2;A0A087WYD1;K7EJX1,P63010;A0A087X253,7;6;3;3;2;2;2;1,4;3;1;1;1;1;0;0,4;3;1;1;1;1;0;0,AP-2 complex subunit beta,sp|P63010|AP2B1_HUMAN AP-2 complex subunit beta OS=Homo sapiens OX=9606 GN=AP2B1 PE=1 SV=1;tr|A0A087X253|A0A087X253_HUMAN AP complex subunit beta OS=Homo sapiens OX=9606 GN=AP2B1 PE=1 SV=1,8,7,4,4,3,4,3,2,1,3,1,1,1,3,1,1,10.2,6.2,6.2,104.55,937,937;913;663;677;132;151;639;80,0.001634,2.7281,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.48149,1.184,12.966,6,0,Leave out requantified,0.41169,0.46189,0.81557,0.6762,1.1084,1.1363,1.5316,1.2978,,14.227,,,1,3,1,1,0,0,0,0,Median,Leave out requantified,Median,Median,3.4,6.3,3.9,2.5,193700000,123080000,70624000,19644000,14145000,5499000,119800000,78078000,41723000,33540000,18506000,15034000,20719000,12351000,8368100,,,,1740,2088;6938;9672;9854;10277;11776;13743,True;True;True;False;False;False;True,2163;7187;10027;10209;10652;12211;14239,6496;6497;20851;29035;29036;29509;30798;30799;30800;35134;35135;40754,13676;13677;13678;13679;43116;43117;43118;59572;59573;60420;63235;63236;63237;63238;72049;72050;72051;83393;83394,13677;43118;59573;60420;63235;72051;83393,,,,,-1;-1;-1;-1;-1;-1;-1;-1,protein_1741,quanti,quanti,quanti,quanti
GNAS;GNAL,-20.5612040743839,3.86664808773325e-08,P63092;Q5JWF2;P38405;A0A0A0MR13;A0A590UJY2;A0A590UJF0;B0AZR9;A0A590UJ58;A0A590UJB0,P63092;Q5JWF2;P38405;A0A0A0MR13;A0A590UJY2;A0A590UJF0;B0AZR9;A0A590UJ58,5;5;3;3;3;3;3;3;2,3;3;1;3;3;3;3;3;2,3;3;1;3;3;3;3;3;2,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas;Guanine nucleotide-binding protein G(olf) subunit alpha,sp|P63092|GNAS2_HUMAN Guanine nucleotide-binding protein G(s) subunit alpha isoforms short OS=Homo sapiens OX=9606 GN=GNAS PE=1 SV=1;sp|Q5JWF2|GNAS1_HUMAN Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas OS=Homo sapiens OX=9606 GN=GNAS P,9,5,3,3,5,5,1,1,3,3,0,0,3,3,0,0,14.7,10.7,10.7,45.664,394,394;1037;381;158;237;320;335;351;273,0.0031217,2.2138,By MS/MS,By MS/MS,By matching,By matching,0.79085,1.6977,11.087,6,0,Leave out requantified,0.64778,0.9147,,,1.3169,2.1888,,,27.011,5.7843,,,3,3,0,0,0,0,0,0,Leave out requantified,Leave out requantified,Median,Median,14.7,14.7,2.8,2.8,128250000,67828000,60422000,50163000,27742000,22421000,78087000,40085000,38002000,0,0,0,0,0,0,,,,1741,9244;9245;13302;15655;17768,False;False;True;True;True,9589;9590;13790;16198;18377,27853;27854;27855;27856;27857;27858;27859;39451;39452;46471;46472;52776;52777,57371;57372;57373;57374;57375;57376;57377;57378;57379;57380;57381;57382;57383;57384;57385;57386;57387;57388;57389;57390;57391;57392;80787;95717;108825;108826;108827,57377;57388;80787;95717;108826,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_1742,imputed MEC,imputed MEC,quanti,quanti
YWHAZ,0.1344768480723,0.627271376782102,P63104;E7EX29;E7ESK7;E5RIR4;E9PD24;E7EVZ2;B0AZS6;E5RGE1;H0YB80;B7Z2E6,P63104;E7EX29;E7ESK7;E5RIR4;E9PD24;E7EVZ2;B0AZS6,24;21;18;12;12;12;12;8;7;6,24;21;18;12;12;12;12;8;7;6,18;15;14;9;9;9;9;7;4;4,14-3-3 protein zeta/delta,sp|P63104|1433Z_HUMAN 14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1;tr|E7EX29|E7EX29_HUMAN 14-3-3 protein zeta/delta (Fragment) OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1;tr|E7ESK7|E7ESK7_HUMAN 14-3-3 protein zeta/delta (Fragment) OS,10,24,24,18,13,12,19,17,13,12,19,17,9,10,16,13,71.8,71.8,55.9,27.745,245,245;246;137;75;92;98;168;51;130;125,0.0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.39994,0.91749,24.554,86,20,Leave out requantified,0.28589,0.34831,0.4375,0.41715,0.98255,0.9864,0.89319,0.88782,17.996,11.145,37.573,19.296,18,18,28,22,3,4,8,5,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,48.2,41.6,60.0,60.8,26215000000,18144000000,8070600000,3620300000,2771100000,849190000,5834300000,4206300000,1628000000,10985000000,7122600000,3862800000,5774700000,4044100000,1730700000,,,,1742,962;2478;2727;3085;3894;3895;4841;4842;6185;8133;8643;10494;10495;11499;11502;11503;14115;14116;14117;15684;16860;17232;17471;17472,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,992;2571;2824;3194;4023;4024;5002;5003;6403;8431;8969;10873;10874;10875;11926;11929;11930;11931;14618;14619;14620;16228;17450;17828;18070;18071,2893;2894;2895;2896;2897;2898;2899;7675;7676;8370;8371;9334;9335;9336;9337;11564;11565;11566;11567;11568;11569;11570;11571;14422;14423;14424;14425;18524;18525;24311;24312;24313;24314;24315;24316;24317;24318;26028;31393;31394;31395;31396;31397;31398;31399;31400;31401;31402;31403;31404;31405;34291;34292;34293;34294;34295;34296;34297;34298;34306;34307;34308;34309;34310;34311;34312;34313;34314;41845;41846;41847;41848;41849;41850;41851;41852;41853;41854;41855;41856;46563;50179;50180;50181;51239;51924;51925;51926;51927,5912;5913;5914;5915;5916;5917;5918;5919;5920;5921;16077;16078;16079;16080;16081;16082;17358;17359;17360;17361;19206;19207;19208;23474;23475;23476;23477;23478;23479;23480;23481;23482;23483;23484;23485;23486;23487;23488;23489;23490;23491;23492;23493;23494;23495;23496;23497;23498;23499;23500;23501;23502;23503;23504;23505;29633;29634;29635;29636;29637;29638;29639;38158;38159;38160;50170;50171;50172;50173;50174;50175;50176;50177;50178;50179;50180;50181;53773;64431;64432;64433;64434;64435;64436;64437;64438;64439;64440;64441;64442;64443;64444;64445;64446;64447;64448;64449;64450;64451;64452;64453;64454;64455;64456;64457;64458;70250;70251;70252;70253;70254;70255;70256;70257;70258;70259;70260;70261;70262;70263;70264;70265;70266;70267;70268;70269;70270;70271;70272;70273;70274;70275;70276;70298;70299;70300;70301;70302;70303;70304;70305;70306;70307;70308;70309;85586;85587;85588;85589;85590;85591;85592;85593;85594;85595;85596;85597;85598;85599;85600;85601;85602;85603;85604;95908;95909;103602;103603;103604;103605;103606;103607;103608;103609;103610;105653;107031;107032;107033;107034;107035;107036;107037,5916;16079;17359;19207;23477;23498;29633;29636;38158;50172;53773;64442;64454;70275;70306;70309;85586;85603;85604;95909;103604;105653;107031;107037,,160,,1,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_1743,quanti,quanti,quanti,quanti
DYNLL1;DYNLL2,1.3953147070799,0.00838175359979201,P63167;Q96FJ2,P63167;Q96FJ2,2;2,2;2,2;2,"Dynein light chain 1, cytoplasmic;Dynein light chain 2, cytoplasmic","sp|P63167|DYL1_HUMAN Dynein light chain 1, cytoplasmic OS=Homo sapiens OX=9606 GN=DYNLL1 PE=1 SV=1;sp|Q96FJ2|DYL2_HUMAN Dynein light chain 2, cytoplasmic OS=Homo sapiens OX=9606 GN=DYNLL2 PE=1 SV=1",2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,18.0,18.0,18.0,10.366,89,89;89,0.0,9.1141,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.66096,1.611,2.1289,8,0,Leave out requantified,0.47896,0.795,0.7005,0.71052,1.6029,1.9367,1.4726,1.5176,4.8494,16.208,11.832,5.0675,2,2,2,2,0,0,0,0,Median,Median,Median,Median,18.0,18.0,12.4,12.4,753470000,456890000,296580000,86977000,52626000,34351000,65976000,40877000,25098000,382730000,231530000,151200000,217790000,131850000,85934000,,,,1744,2934;17623,True;True,3037;18226,8935;8936;52341;52342;52343;52344;52345;52346,18437;107943;107944;107945;107946;107947;107948;107949;107950;107951;107952;107953;107954;107955;107956;107957;107958;107959;107960,18437;107951,,,,,-1;-1,protein_1745,quanti,quanti,quanti,quanti
RPL38,1.82034837602726,0.00119503299483849,P63173;J3KT73;J3QL01;J3KSP2,P63173;J3KT73;J3QL01,5;3;3;1,5;3;3;1,5;3;3;1,60S ribosomal protein L38,sp|P63173|RL38_HUMAN 60S ribosomal protein L38 OS=Homo sapiens OX=9606 GN=RPL38 PE=1 SV=2;tr|J3KT73|J3KT73_HUMAN 60S ribosomal protein L38 OS=Homo sapiens OX=9606 GN=RPL38 PE=1 SV=1;tr|J3QL01|J3QL01_HUMAN 60S ribosomal protein L38 OS=Homo sapiens OX=9606 G,4,5,5,5,2,2,5,4,2,2,5,4,2,2,5,4,57.1,57.1,57.1,8.2178,70,70;64;67;21,0.0,50.528,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.46733,1.0232,3.006,21,3,Leave out requantified,0.30888,0.28362,0.48593,0.46784,1.1051,0.79077,1.0077,1.0416,9.3854,19.331,6.8278,18.11,3,3,8,7,1,1,0,1,Median,Median,Leave out requantified,Leave out requantified,40.0,40.0,57.1,57.1,3275000000,2154600000,1120400000,210370000,158510000,51854000,251470000,190650000,60818000,1764700000,1107400000,657390000,1048400000,698060000,350360000,,,,1745,7654;9010;12267;17582;17583,True;True;True;True;True,7933;9350;12723;18183;18184,22912;22913;22914;22915;22916;22917;27196;27197;36466;52220;52221;52222;52223;52224;52225;52226;52227;52228;52229;52230;52231,47401;47402;47403;47404;47405;47406;47407;47408;47409;47410;47411;47412;47413;47414;47415;47416;47417;47418;47419;56077;56078;56079;56080;56081;56082;74626;107678;107679;107680;107681;107682;107683;107684;107685;107686;107687;107688;107689;107690;107691;107692;107693;107694;107695;107696;107697;107698;107699;107700,47406;56077;74626;107683;107690,,,,,-1;-1;-1;-1,protein_1746,quanti,quanti,quanti,quanti
RPS21,-0.315253563349238,0.307971941071055,P63220;Q8WVC2;Q9BYK1;Q9BYK2,P63220;Q8WVC2;Q9BYK1,11;9;7;2,11;9;7;2,11;9;7;2,40S ribosomal protein S21,sp|P63220|RS21_HUMAN 40S ribosomal protein S21 OS=Homo sapiens OX=9606 GN=RPS21 PE=1 SV=1;tr|Q8WVC2|Q8WVC2_HUMAN 40S ribosomal protein S21 OS=Homo sapiens OX=9606 GN=RPS21 PE=1 SV=1;tr|Q9BYK1|Q9BYK1_HUMAN 40S ribosomal protein S21 OS=Homo sapiens OX=9606 G,4,11,11,11,11,10,6,7,11,10,6,7,11,10,6,7,92.8,92.8,92.8,9.1113,83,83;81;90;66,0.0,284.83,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.30396,0.86842,21.973,54,12,Leave out requantified,0.23738,0.26966,0.4806,0.43625,0.86228,0.75035,1.044,0.92841,16.188,20.848,13.259,60.39,15,16,11,12,5,5,1,1,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,92.8,85.5,59.0,71.1,8817300000,6016700000,2800600000,1386300000,1072000000,314300000,2662500000,1712100000,950400000,3048100000,2041700000,1006400000,1720300000,1190900000,529420000,,,,1746,328;2469;4009;6432;8165;10637;10949;10950;12571;15266;15267,True;True;True;True;True;True;True;True;True;True;True,336;2562;4140;6658;8463;11022;11355;11356;13039;15800;15801,910;911;7648;7649;7650;7651;7652;7653;11877;19254;19255;19256;19257;19258;19259;19260;19261;24426;24427;24428;24429;31789;31790;31791;31792;32692;32693;32694;32695;32696;32697;32698;32699;32700;32701;32702;32703;32704;32705;32706;37354;37355;37356;37357;45357;45358;45359;45360;45361;45362;45363;45364;45365;45366;45367,1899;1900;1901;1902;16021;16022;16023;16024;16025;16026;16027;16028;16029;16030;16031;16032;24110;39749;39750;39751;39752;39753;39754;39755;39756;39757;39758;39759;39760;39761;39762;39763;39764;39765;39766;39767;39768;39769;39770;39771;39772;50432;50433;50434;50435;50436;50437;50438;50439;50440;50441;50442;65262;65263;65264;65265;65266;65267;65268;65269;65270;65271;66964;66965;66966;66967;66968;66969;66970;66971;66972;66973;66974;66975;66976;66977;66978;66979;66980;66981;66982;66983;66984;66985;66986;66987;66988;66989;66990;66991;66992;66993;66994;66995;66996;66997;66998;66999;67000;67001;67002;67003;67004;67005;67006;76380;76381;76382;76383;76384;76385;93339;93340;93341;93342;93343;93344;93345;93346;93347;93348;93349;93350;93351;93352;93353;93354;93355;93356;93357;93358;93359;93360;93361;93362;93363;93364;93365;93366;93367;93368;93369;93370;93371,1899;16024;24110;39751;50442;65270;66986;66989;76383;93346;93366,,,,,-1;-1;-1;-1,protein_1747,quanti,quanti,quanti,quanti
GNB2L1,0.644581142176786,0.0410610562797053,P63244;J3KPE3;D6RAC2;D6RHH4;H0Y8W2;D6REE5;H0YAF8;D6R9L0;H0YAM7;D6R9Z1;D6RFX4;D6RFZ9;D6RBD0;E9PD14;D6RAU2;H0Y8R5;D6RGK8;D6R909;D6RF23;D6RHJ5;H0Y9P0;D6RDI0,P63244;J3KPE3;D6RAC2;D6RHH4;H0Y8W2;D6REE5;H0YAF8;D6R9L0;H0YAM7;D6R9Z1;D6RFX4,29;26;21;21;20;19;18;18;18;18;16;14;14;14;14;10;7;7;7;6;4;4,29;26;21;21;20;19;18;18;18;18;16;14;14;14;14;10;7;7;7;6;4;4,29;26;21;21;20;19;18;18;18;18;16;14;14;14;14;10;7;7;7;6;4;4,"Guanine nucleotide-binding protein subunit beta-2-like 1;Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed",sp|P63244|RACK1_HUMAN Receptor of activated protein C kinase 1 OS=Homo sapiens OX=9606 GN=RACK1 PE=1 SV=3;tr|J3KPE3|J3KPE3_HUMAN Receptor of-activated protein C kinase 1 OS=Homo sapiens OX=9606 GN=RACK1 PE=1 SV=1;tr|D6RAC2|D6RAC2_HUMAN Receptor of-activate,22,29,29,29,20,19,25,21,20,19,25,21,20,19,25,21,88.0,88.0,88.0,35.076,317,317;273;269;233;274;321;198;300;247;236;194;197;160;153;147;138;71;116;101;86;83;39,0.0,291.6,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.47413,1.0755,14.754,101,22,Leave out requantified,0.28826,0.33598,0.54502,0.50415,1.0163,0.93378,1.0957,1.1067,24.979,19.64,15.89,12.512,21,19,33,28,7,5,5,5,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,62.5,58.0,84.5,74.1,20630000000,13664000000,6965900000,2379700000,1799300000,580370000,3080500000,2279400000,801120000,9952000000,6346700000,3605300000,5218000000,3238900000,1979100000,,,,1747,444;2380;2443;2537;2538;2776;2777;4162;4163;4711;5390;5795;6507;7347;10048;10293;10294;10305;14350;14351;14561;14833;14834;16904;16905;16906;17769;17812;17813,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,457;2468;2533;2630;2631;2875;2876;4297;4298;4861;5570;5997;6740;7609;10411;10668;10669;10680;14859;14860;15078;15354;15355;17496;17497;17498;18378;18421;18422,1262;1263;1264;1265;1266;7386;7387;7388;7389;7566;7812;7813;7814;7815;7816;7817;8492;8493;8494;8495;8496;8497;8498;12309;12310;12311;12312;12313;12314;12315;12316;12317;12318;13925;13926;13927;13928;16062;16063;16064;16065;17370;19539;19540;19541;19542;19543;22001;22002;30058;30059;30060;30061;30062;30063;30064;30065;30831;30832;30833;30834;30835;30836;30837;30838;30839;30840;30865;30866;30867;30868;30869;42559;42560;42561;42562;42563;42564;43268;43269;43270;44061;44062;44063;50316;50317;50318;50319;50320;50321;50322;50323;50324;50325;50326;50327;50328;52778;52779;52780;52781;52782;52783;52915;52916;52917;52918,2560;15459;15460;15461;15462;15463;15464;15465;15466;15467;15468;15839;15840;15841;16294;16295;16296;16297;16298;16299;16300;16301;16302;16303;17571;17572;17573;17574;17575;17576;17577;17578;17579;17580;17581;17582;17583;17584;17585;17586;17587;17588;24953;24954;24955;24956;24957;24958;24959;24960;24961;24962;24963;24964;24965;24966;24967;24968;24969;24970;24971;28529;28530;28531;28532;28533;28534;28535;28536;28537;28538;32792;32793;32794;32795;32796;32797;35791;35792;35793;35794;35795;40503;40504;40505;40506;40507;40508;40509;40510;40511;40512;40513;40514;40515;40516;40517;40518;45543;45544;45545;45546;45547;45548;45549;45550;45551;45552;61575;61576;61577;61578;61579;61580;61581;61582;61583;61584;61585;61586;61587;61588;61589;63301;63302;63303;63304;63305;63306;63307;63308;63309;63310;63311;63312;63313;63314;63315;63316;63317;63318;63356;63357;63358;63359;63360;63361;63362;63363;63364;63365;63366;63367;63368;63369;63370;63371;63372;63373;63374;63375;63376;63377;63378;87088;87089;87090;87091;87092;87093;87094;87095;87096;87097;87098;87099;87100;88882;88883;88884;88885;90630;90631;90632;90633;90634;90635;103875;103876;103877;103878;103879;103880;103881;103882;103883;103884;103885;103886;103887;103888;103889;103890;103891;103892;103893;103894;103895;103896;103897;103898;103899;103900;103901;103902;103903;103904;103905;103906;103907;103908;103909;103910;103911;103912;103913;103914;108828;108829;108830;108831;108832;108833;108834;108835;108836;108837;108838;108839;109105;109106;109107;109108;109109;109110;109111;109112;109113,2560;15468;15841;16297;16300;17573;17588;24954;24971;28529;32793;35793;40516;45546;61588;63304;63315;63360;87089;87100;88882;90633;90635;103891;103895;103904;108830;109105;109113,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_1748,quanti,quanti,quanti,quanti
SUPT4H1,0.518575935412393,0.263024230733599,P63272;J3KSQ6;D3DTZ5;J3QSB9,P63272;J3KSQ6;D3DTZ5;J3QSB9,4;2;2;2,4;2;2;2,4;2;2;2,Transcription elongation factor SPT4,sp|P63272|SPT4H_HUMAN Transcription elongation factor SPT4 OS=Homo sapiens OX=9606 GN=SUPT4H1 PE=1 SV=1;tr|J3KSQ6|J3KSQ6_HUMAN Transcription elongation factor SPT4 OS=Homo sapiens OX=9606 GN=SUPT4H1 PE=1 SV=1;tr|D3DTZ5|D3DTZ5_HUMAN Suppressor of Ty 4 homol,4,4,4,4,3,2,2,3,3,2,2,3,3,2,2,3,35.9,35.9,35.9,13.193,117,117;42;76;108,0.0,6.5339,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.71265,1.6804,31.634,11,4,Leave out requantified,0.69582,1.3117,0.89211,0.68939,1.9995,2.8442,1.7872,1.4121,36.836,49.813,4.2547,20.621,3,2,3,3,0,0,3,1,Leave out requantified,Median,Median,Median,35.9,16.2,21.4,27.4,371330000,187580000,183750000,70281000,38101000,32180000,48093000,23708000,24384000,155520000,75252000,80272000,97431000,50521000,46910000,,,,1749,295;1103;16592;16593,True;True;True;True,302;1136;17176;17177,802;803;804;805;806;3343;3344;49356;49357;49358;49359,1666;1667;1668;1669;1670;6868;6869;6870;6871;6872;6873;101852;101853;101854;101855;101856,1670;6870;101854;101855,,,,,-1;-1;-1;-1,protein_1750,quanti,quanti,quanti,quanti
TMSB10,-0.96159719770062,0.012614570357569,P63313;CON__P21752,P63313,4;1,4;1,4;1,Thymosin beta-10,sp|P63313|TYB10_HUMAN Thymosin beta-10 OS=Homo sapiens OX=9606 GN=TMSB10 PE=1 SV=2,2,4,4,4,2,2,4,4,2,2,4,4,2,2,4,4,68.2,68.2,68.2,5.0256,44,44;42,0.0,60.425,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.5317,1.16,11.926,24,4,Leave out requantified,0.3827,0.54591,0.55045,0.53354,1.33,1.598,1.1768,1.0888,45.419,12.994,5.3854,11.132,5,5,8,6,2,1,1,0,Median,Leave out requantified,Leave out requantified,Leave out requantified,36.4,36.4,68.2,68.2,16606000000,11031000000,5575300000,3672200000,2620900000,1051300000,5434200000,3615300000,1818900000,5014300000,3186900000,1827400000,2485600000,1607800000,877790000,,,,1750,344;345;11748;11749,True;True;True;True,352;353;354;355;12183;12184,973;974;975;976;977;978;979;980;981;982;983;984;985;986;987;988;989;990;35055;35056;35057;35058;35059;35060,2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050;2051;2052;2053;2054;2055;2056;2057;2058;2059;2060;2061;2062;2063;2064;2065;2066;2067;2068;2069;2070;2071;2072;2073;2074;2075;2076;2077;2078;2079;2080;2081;2082;2083;2084;71897;71898;71899;71900;71901;71902;71903;71904;71905;71906;71907;71908;71909;71910;71911;71912;71913;71914;71915;71916;71917;71918,2046;2068;71898;71909,,161,,7,-1;-1,protein_1751,quanti,quanti,quanti,quanti
YBX1,2.62466211765878,0.000280641793279302,P67809;C9J5V9;H0Y449,P67809;C9J5V9;H0Y449,10;5;5,10;5;5,5;3;5,Nuclease-sensitive element-binding protein 1,sp|P67809|YBOX1_HUMAN Y-box-binding protein 1 OS=Homo sapiens OX=9606 GN=YBX1 PE=1 SV=3;tr|C9J5V9|C9J5V9_HUMAN Y-box-binding protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=YBX1 PE=1 SV=1;tr|H0Y449|H0Y449_HUMAN Y-box-binding protein 1 (Fragment) OS=Homo sa,3,10,10,5,3,3,8,7,3,3,8,7,2,2,4,3,49.1,49.1,38.3,35.924,324,324;216;374,0.0,120.49,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.50459,1.1526,19.003,24,1,Leave out requantified,0.37415,0.38062,0.48779,0.50996,1.3223,1.0803,1.0538,1.109,30.644,28.225,12.973,21.941,2,2,11,9,0,0,1,0,Median,Median,Leave out requantified,Leave out requantified,20.7,20.7,39.5,36.7,3344200000,2149200000,1195000000,142210000,103570000,38641000,146960000,101230000,45731000,2122400000,1328900000,793490000,932620000,615460000,317160000,,,,1751,62;11231;11232;11319;11320;11882;12606;12633;14030;16115,True;True;True;True;True;True;True;True;True;True,62;11655;11656;11746;11747;12318;13075;13102;14533;16684,146;147;33543;33544;33545;33546;33547;33548;33783;33784;33785;33786;33787;33788;35411;35412;35413;37446;37447;37510;41561;41562;41563;41564;41565;47998;47999,263;264;68758;68759;68760;68761;68762;68763;68764;68765;68766;68767;68768;68769;69221;69222;69223;69224;69225;69226;69227;69228;69229;69230;69231;69232;69233;72547;72548;72549;76597;76598;76599;76600;76736;85060;85061;85062;85063;85064;85065;98971;98972;98973;98974;98975;98976,264;68763;68765;69224;69229;72547;76599;76736;85063;98975,,,,,-1;-1;-1,protein_1752,quanti,quanti,quanti,quanti
CSNK2B;CSNK2B-LY6G5B-1181;CSNK2B-LY6G5B--991,1.48492480860742,0.00991198964702554,P67870;Q5SRQ6;Q5SRQ3;N0E472;A0A0G2JM12;N0E644;A0A0G2JM58,P67870;Q5SRQ6;Q5SRQ3;N0E472;A0A0G2JM12,7;7;5;4;4;1;1,7;7;5;4;4;1;1,7;7;5;4;4;1;1,Casein kinase II subunit beta,sp|P67870|CSK2B_HUMAN Casein kinase II subunit beta OS=Homo sapiens OX=9606 GN=CSNK2B PE=1 SV=1;tr|Q5SRQ6|Q5SRQ6_HUMAN Casein kinase II subunit beta OS=Homo sapiens OX=9606 GN=CSNK2B PE=1 SV=2;tr|Q5SRQ3|Q5SRQ3_HUMAN Casein kinase II subunit beta OS=Homo sa,7,7,7,7,2,2,5,5,2,2,5,5,2,2,5,5,45.1,45.1,45.1,24.942,215,215;234;228;304;304;161;161,0.0,13.022,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.45227,0.95828,49.705,13,3,Leave out requantified,0.46204,0.24288,0.49398,0.49711,1.2379,0.60922,1.0386,1.0202,22.883,17.822,57.076,60.814,2,2,5,4,1,0,2,0,Median,Median,Leave out requantified,Leave out requantified,8.8,22.8,31.2,32.6,650330000,411400000,238920000,44183000,27393000,16790000,66662000,52018000,14645000,378210000,234250000,143960000,161270000,97740000,63531000,,,,1752,4736;4737;5138;5699;6380;6381;17673,True;True;True;True;True;True;True,4891;4892;5316;5894;6604;6605;18280,14022;14023;14024;14025;14026;14027;14028;15382;15383;17029;19094;19095;19096;19097;52499;52500,28735;28736;28737;28738;28739;28740;28741;28742;28743;31535;31536;31537;34879;39428;39429;39430;39431;39432;108296;108297,28735;28740;31535;34879;39429;39430;108297,,,,,-1;-1;-1;-1;-1;-1;-1,protein_1753,quanti,quanti,quanti,quanti
