Gene_names,TLE2_vs_BirA_logFC,TLE2_vs_BirA_pval,Protein_IDs,Majority_protein_IDs,Peptide_counts__all_,Peptide_counts__razor_unique_,Peptide_counts__unique_,Protein_names,Fasta_headers,Number_of_proteins,Peptides,Razor___unique_peptides,Unique_peptides,Peptides_BirA_alone_N1,Peptides_BirA_alone_N2,Peptides_TLE2_N1,Peptides_TLE2_N2,Razor___unique_peptides_BirA_alone_N1,Razor___unique_peptides_BirA_alone_N2,Razor___unique_peptides_TLE2_N1,Razor___unique_peptides_TLE2_N2,Unique_peptides_BirA_alone_N1,Unique_peptides_BirA_alone_N2,Unique_peptides_TLE2_N1,Unique_peptides_TLE2_N2,Sequence_coverage____,Unique___razor_sequence_coverage____,Unique_sequence_coverage____,Mol__weight__kDa_,Sequence_length,Sequence_lengths,Q_value,Score,Identification_type_BirA_alone_N1,Identification_type_BirA_alone_N2,Identification_type_TLE2_N1,Identification_type_TLE2_N2,Ratio_H_L,Ratio_H_L_normalized,Ratio_H_L_variability____,Ratio_H_L_count,Ratio_H_L_iso_count,Ratio_H_L_type,Ratio_H_L_BirA_alone_N1,Ratio_H_L_BirA_alone_N2,Ratio_H_L_TLE2_N1,Ratio_H_L_TLE2_N2,Ratio_H_L_normalized_BirA_alone_N1,Ratio_H_L_normalized_BirA_alone_N2,Ratio_H_L_normalized_TLE2_N1,Ratio_H_L_normalized_TLE2_N2,Ratio_H_L_variability_____BirA_alone_N1,Ratio_H_L_variability_____BirA_alone_N2,Ratio_H_L_variability_____TLE2_N1,Ratio_H_L_variability_____TLE2_N2,Ratio_H_L_count_BirA_alone_N1,Ratio_H_L_count_BirA_alone_N2,Ratio_H_L_count_TLE2_N1,Ratio_H_L_count_TLE2_N2,Ratio_H_L_iso_count_BirA_alone_N1,Ratio_H_L_iso_count_BirA_alone_N2,Ratio_H_L_iso_count_TLE2_N1,Ratio_H_L_iso_count_TLE2_N2,Ratio_H_L_type_BirA_alone_N1,Ratio_H_L_type_BirA_alone_N2,Ratio_H_L_type_TLE2_N1,Ratio_H_L_type_TLE2_N2,Sequence_coverage_BirA_alone_N1____,Sequence_coverage_BirA_alone_N2____,Sequence_coverage_TLE2_N1____,Sequence_coverage_TLE2_N2____,Intensity,Intensity_L,Intensity_H,Intensity_BirA_alone_N1,Intensity_L_BirA_alone_N1,Intensity_H_BirA_alone_N1,Intensity_BirA_alone_N2,Intensity_L_BirA_alone_N2,Intensity_H_BirA_alone_N2,Intensity_TLE2_N1,Intensity_L_TLE2_N1,Intensity_H_TLE2_N1,Intensity_TLE2_N2,Intensity_L_TLE2_N2,Intensity_H_TLE2_N2,Only_identified_by_site,Reverse,Potential_contaminant,id,Peptide_IDs,Peptide_is_razor,Mod__peptide_IDs,Evidence_IDs,MS_MS_IDs,Best_MS_MS,Carbamyl__K__site_IDs,Oxidation__M__site_IDs,Carbamyl__K__site_positions,Oxidation__M__site_positions,Taxonomy_IDs,AutoID,metacell_Intensity_L_TLE2_N1,metacell_Intensity_L_TLE2_N2,metacell_Intensity_L_BirA_alone_N1,metacell_Intensity_L_BirA_alone_N2
MLEC,1.27526446507549,0.122989118170953,Q14165;F5H1S8;F5GX14;H0YG07,Q14165;F5H1S8;F5GX14,5;4;4;2,5;4;4;2,5;4;4;2,Malectin,sp|Q14165|MLEC_HUMAN Malectin OS=Homo sapiens OX=9606 GN=MLEC PE=1 SV=1;tr|F5H1S8|F5H1S8_HUMAN Malectin (Fragment) OS=Homo sapiens OX=9606 GN=MLEC PE=1 SV=1;tr|F5GX14|F5GX14_HUMAN Malectin OS=Homo sapiens OX=9606 GN=MLEC PE=1 SV=1,4,5,5,5,1,2,2,5,1,2,2,5,1,2,2,5,22.9,22.9,22.9,32.233,292,292;146;217;173,0.0,14.173,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.29137,0.8138,20.918,10,3,Leave out requantified,0.29713,0.38644,0.30916,0.26899,0.77514,0.90613,0.97036,0.77738,,7.2322,18.001,24.318,1,2,2,5,0,1,0,2,Median,Median,Median,Leave out requantified,4.1,8.6,8.6,22.9,464930000,329390000,135550000,18223000,12951000,5272300,47950000,34015000,13935000,101390000,68933000,32455000,297370000,213490000,83882000,,,,2166,1900;4188;12219;16267;20955,True;True;True;True;True,2034;4469;13149;17425;22411,5660;5661;5662;5663;11793;35053;46238;46239;46240;59588,10661;10662;10663;10664;10665;10666;21893;64617;84628;84629;84630;110236;110237,10663;21893;64617;84629;110236,,,,,-1;-1;-1;-1,protein_2167,quanti,quanti,quanti,quanti
FHL2,-0.500965956899226,0.337147822717252,Q14192,Q14192,3,3,3,Four and a half LIM domains protein 2,sp|Q14192|FHL2_HUMAN Four and a half LIM domains protein 2 OS=Homo sapiens OX=9606 GN=FHL2 PE=1 SV=3,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,16.5,16.5,16.5,32.193,279,279,0.0,2.1794,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.58955,1.5738,22.033,5,1,Leave out requantified,0.40229,0.6227,0.69444,0.74817,1.1315,1.603,1.8391,1.9621,,,13.886,,1,1,2,1,0,0,0,1,Median,Median,Median,Median,6.5,6.5,4.7,5.4,156180000,95466000,60717000,22364000,13978000,8386000,34487000,20944000,13543000,65592000,39371000,26220000,33740000,21172000,12568000,,,,2169,2491;5460;6353,True;True;True,2659;5843;6818,7372;15433;15434;18069;18070,13914;28810;28811;28812;33471;33472,13914;28811;33471,,,,,-1,protein_2170,quanti,quanti,quanti,quanti
DPYSL3,-1.47810635347737,0.0334972993840243,Q14195;H0YBT4;D6RF19;Q14117,Q14195,15;5;2;1,15;5;2;1,12;2;2;0,Dihydropyrimidinase-related protein 3,sp|Q14195|DPYL3_HUMAN Dihydropyrimidinase-related protein 3 OS=Homo sapiens OX=9606 GN=DPYSL3 PE=1 SV=1,4,15,15,12,10,10,11,7,10,10,11,7,8,8,8,5,39.3,39.3,34.0,61.963,570,570;209;92;519,0.0,51.538,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.35759,1.1067,20.259,36,11,Leave out requantified,0.36848,0.44175,0.29908,0.32189,1.1711,1.228,0.98551,0.9421,21.698,25.288,35.117,6.2418,10,10,10,6,2,4,3,2,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,24.6,27.0,26.3,17.0,2318600000,1654300000,664290000,559730000,396780000,162950000,697910000,471670000,226230000,706140000,522840000,183300000,354810000,263000000,91806000,,,,2170,959;1049;4524;5239;6090;7385;7997;12386;12766;13055;13112;13426;13602;14412;15191,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,1013;1118;4829;5586;6539;7969;8640;13328;13730;14038;14100;14433;14612;15460;16283,2730;2731;3028;3029;3030;3031;12734;12735;12736;14718;14719;14720;14721;17409;17410;17411;21136;21137;21138;21139;23065;23066;23067;23068;23069;35530;35531;35532;35533;36553;37357;37540;37541;38417;38418;38891;41084;43155;43156,5008;5009;5010;5011;5621;5622;5623;5624;5625;5626;5627;5628;5629;23662;23663;23664;23665;23666;23667;23668;23669;23670;23671;23672;27373;27374;27375;27376;27377;27378;32399;32400;32401;32402;39248;39249;39250;39251;39252;39253;39254;42981;42982;42983;42984;42985;42986;42987;42988;42989;42990;42991;65475;65476;65477;65478;65479;67307;68630;68981;68982;68983;70580;70581;70582;70583;70584;70585;71505;71506;71507;75502;78998;78999;79000;79001,5008;5622;23666;27373;32399;39248;42990;65479;67307;68630;68983;70584;71507;75502;79001,,,,,-1;-1;-1;-1,protein_2171,quanti,quanti,quanti,quanti
DYNC1H1,-1.60704135226436,0.0208100314567651,Q14204;A0A2R8Y706;A0A2R8Y5T0;A0A2R8Y6H2;A0A2R8YFZ7;A0A2R8Y542;H0YJ21;A0A2R8Y6I5;A0A2R8YGC7,Q14204;A0A2R8Y706;A0A2R8Y5T0,52;33;26;23;22;16;9;4;4,52;33;26;23;22;16;9;4;4,52;33;26;23;22;16;9;4;4,Cytoplasmic dynein 1 heavy chain 1,sp|Q14204|DYHC1_HUMAN Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=5;tr|A0A2R8Y706|A0A2R8Y706_HUMAN Cytoplasmic dynein 1 heavy chain 1 (Fragment) OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=1;tr|A0A2R8Y5T0|A0A2R8Y5T0_HUMAN C,9,52,52,52,33,32,24,8,33,32,24,8,33,32,24,8,15.6,15.6,15.6,532.4,4646,4646;1942;1476;1400;1686;1076;309;355;421,0.0,104.49,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.37109,1.0032,31.463,94,28,Leave out requantified,0.3326,0.41855,0.32782,0.37933,0.98355,1.0324,0.99056,0.89001,23.487,29.911,38.642,52.798,31,31,23,9,11,7,7,3,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,9.7,9.7,7.2,2.2,4157500000,2599900000,1557600000,983670000,693390000,290280000,1103300000,734930000,368340000,1247400000,759100000,488350000,823150000,412510000,410650000,,,,2171,254;1270;1952;2493;2680;3005;3371;4441;4703;4798;5015;5211;5672;5787;6101;6449;7399;7406;7720;8170;8856;9702;10874;10914;11336;11557;12409;12727;12969;13603;14107;14589;14945;16046;16047;16782;17114;17150;17650;17771;17775;17855;17862;18015;19248;19356;19817;19831;20211;20212;20310;20355,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,265;1356;2091;2661;2863;3210;3603;4739;5013;5113;5345;5555;6071;6201;6551;6927;7983;7990;8334;8822;9551;10475;11728;11776;12218;12449;13352;13689;13947;14613;15138;15652;16031;17191;17192;17960;18305;18345;18878;19008;19012;19093;19100;19264;20614;20731;21214;21228;21638;21639;21742;21787,664;665;666;3704;3705;3706;5856;5857;7375;7878;8746;8747;9702;9703;12505;13224;13225;13472;14105;14106;14107;14647;14648;16017;16462;17437;17438;18347;21182;21183;21184;21199;21200;22194;23543;23544;23545;23546;23547;25471;28014;28015;31343;31344;31345;31346;31501;31502;32600;33197;33198;35596;36463;36464;37093;38892;38893;40275;41563;41564;41565;42533;42534;45633;45634;45635;47677;48630;48631;48731;48732;48733;50207;50208;50513;50514;50528;50738;50739;50757;50758;51235;51236;54955;54956;54957;54958;55255;55256;55257;56449;56450;56473;56474;57581;57582;57583;57865;57979,1177;1178;1179;1180;6863;11032;11033;11034;13918;14785;16467;16468;18193;18194;18195;18196;23240;24539;24540;24541;24542;24543;24544;24545;24546;25002;26147;26148;26149;26150;27206;27207;27208;27209;27210;27211;29887;30695;30696;32437;32438;33965;39324;39325;39326;39384;39385;39386;41448;43826;43827;43828;43829;43830;43831;47425;51939;58053;58054;58055;58056;58057;58436;58437;58438;60289;60290;61200;61201;65584;67158;67159;68194;68195;71508;71509;74061;76309;77962;77963;83524;83525;83526;83527;83528;87247;89149;89150;89378;89379;89380;89381;89382;89383;92404;92405;92929;92930;92931;92932;92933;92934;92935;92959;93288;93289;93333;93334;93335;93336;94318;101728;101729;101730;101731;101732;101733;101734;101735;101736;101737;101738;101739;102353;102354;102355;104527;104551;106771;106772;106773;107286;107434,1178;6863;11033;13918;14785;16468;18196;23240;24542;25002;26150;27209;29887;30695;32438;33965;39325;39384;41448;43831;47425;51939;58053;58437;60289;61201;65584;67159;68194;71508;74061;76309;77963;83524;83528;87247;89149;89380;92404;92929;92959;93289;93333;94318;101734;102353;104527;104551;106771;106772;107286;107434,,,,,-1;-1;-1;-1;-1;-1;-1;-1;-1,protein_2172,quanti,quanti,quanti,quanti
EIF2B1,-1.60414121090337,0.00854342382360272,Q14232,Q14232,5,5,5,Translation initiation factor eIF-2B subunit alpha,sp|Q14232|EI2BA_HUMAN Translation initiation factor eIF-2B subunit alpha OS=Homo sapiens OX=9606 GN=EIF2B1 PE=1 SV=1,1,5,5,5,2,3,2,2,2,3,2,2,2,3,2,2,17.4,17.4,17.4,33.712,305,305,0.0,11.748,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.3105,0.70935,20.303,8,4,Leave out requantified,0.45066,0.31883,0.89755,0.87502,1.3022,0.70935,3.0767,2.4178,44.351,15.669,,54.819,2,3,1,2,1,0,1,2,Median,Leave out requantified,Median,Median,9.2,9.2,8.2,7.2,310250000,187900000,122350000,51259000,36129000,15130000,95652000,71738000,23915000,85017000,38496000,46521000,78326000,41538000,36788000,,,,2172,1791;1792;7527;9981;12379,True;True;True;True;True,1923;1924;8121;10774;13321,5351;5352;5353;5354;21562;21563;28779;35507;35508,10123;10124;10125;10126;10127;10128;10129;40105;40106;53305;65436;65437,10124;10129;40105;53305;65436,,,,,-1,protein_2173,quanti,quanti,quanti,quanti
EIF4A2,0.354434041698678,0.340906904653396,Q14240;E7EQG2,Q14240;E7EQG2,16;14,5;3,5;3,"Eukaryotic initiation factor 4A-II;Eukaryotic initiation factor 4A-II, N-terminally processed",sp|Q14240|IF4A2_HUMAN Eukaryotic initiation factor 4A-II OS=Homo sapiens OX=9606 GN=EIF4A2 PE=1 SV=2;tr|E7EQG2|E7EQG2_HUMAN Eukaryotic initiation factor 4A-II OS=Homo sapiens OX=9606 GN=EIF4A2 PE=1 SV=1,2,16,5,5,11,12,12,12,3,3,4,3,3,3,4,3,41.5,15.2,15.2,46.402,407,407;362,0.0,10.234,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.35557,1.2081,25.221,13,3,Leave out requantified,0.44981,0.68042,0.35412,0.37039,1.1156,1.4821,1.2453,0.8806,19.184,48.251,29.081,32.391,3,3,4,3,2,0,1,0,Median,Leave out requantified,Leave out requantified,Leave out requantified,35.1,30.5,32.7,31.9,654330000,450980000,203350000,62480000,40382000,22098000,122460000,74868000,47591000,238580000,168040000,70541000,230820000,167690000,63124000,,,,2173,2809;5453;5657;5658;5779;6442;6607;8926;9317;11281;12570;14332;14960;18565;18566;19212,True;True;False;False;False;True;False;True;False;True;False;False;False;False;False;False,3004;5836;6056;6057;6192;6193;6917;7105;9625;10054;12158;13519;13520;15378;16047;19853;19854;19855;20572;20573,8262;15417;15985;15986;15987;15988;16428;16429;16430;16431;16432;16433;16434;16435;16436;16437;16438;16439;16440;16441;18314;18315;18316;18317;18815;18816;18817;18818;25662;25663;25664;26814;26815;32444;32445;32446;32447;36014;36015;36016;36017;36018;40896;40897;42571;42572;52783;52784;52785;52786;52787;52788;52789;52790;52791;52792;52793;52794;52795;52796;54838;54839;54840;54841;54842;54843,15595;28785;29843;29844;29845;29846;29847;29848;30634;30635;30636;30637;30638;30639;30640;30641;30642;30643;30644;30645;30646;30647;30648;30649;30650;30651;30652;30653;30654;30655;30656;30657;30658;30659;33898;34797;34798;34799;34800;34801;34802;34803;47782;47783;47784;47785;47786;47787;47788;49697;49698;49699;49700;60015;60016;60017;60018;60019;60020;60021;60022;66346;66347;66348;66349;66350;66351;66352;66353;66354;66355;66356;66357;66358;66359;66360;66361;66362;66363;66364;66365;66366;66367;66368;66369;66370;66371;66372;66373;66374;75203;75204;78027;78028;97460;97461;97462;97463;97464;97465;97466;97467;97468;97469;97470;97471;97472;97473;97474;97475;97476;97477;97478;97479;97480;97481;101486;101487;101488;101489;101490;101491;101492;101493;101494;101495;101496;101497;101498;101499;101500;101501;101502;101503;101504,15595;28785;29843;29847;30642;33898;34798;47782;49699;60018;66350;75204;78028;97461;97465;101492,,,,,-1;-1,protein_2174,quanti,quanti,quanti,quanti
CTTN,-2.27512730147978,0.0170455232987709,Q14247,Q14247,2,2,2,Src substrate cortactin,sp|Q14247|SRC8_HUMAN Src substrate cortactin OS=Homo sapiens OX=9606 GN=CTTN PE=1 SV=2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,10.0,10.0,10.0,61.585,550,550,0.0025242,1.4916,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.37727,1.1823,17.569,7,0,Leave out requantified,0.35552,0.39372,0.42683,0.33262,1.2863,1.1234,1.4425,0.98002,5.6424,13.836,42.214,,2,2,2,1,0,0,0,0,Median,Median,Median,Median,10.0,10.0,10.0,3.6,534200000,377080000,157120000,155880000,116290000,39591000,181520000,126920000,54597000,147050000,96727000,50325000,49743000,37137000,12606000,,,,2174,1883;12405,True;True,2016;13347,5605;5606;5607;35580;35581;35582;35583,10565;65562;65563;65564;65565;65566;65567,10565;65567,,,,,-1,protein_2175,quanti,quanti,quanti,quanti
TRIM25,-1.73596590800582,0.0241945338551701,Q14258;A0A3B3IUA7,Q14258;A0A3B3IUA7,6;4,6;4,6;4,E3 ubiquitin/ISG15 ligase TRIM25,sp|Q14258|TRI25_HUMAN E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens OX=9606 GN=TRIM25 PE=1 SV=2;tr|A0A3B3IUA7|A0A3B3IUA7_HUMAN E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens OX=9606 GN=TRIM25 PE=1 SV=1,2,6,6,6,4,3,1,2,4,3,1,2,4,3,1,2,16.7,16.7,16.7,70.973,630,630;456,0.0,16.538,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.41709,1.0099,37.618,10,1,Leave out requantified,0.42798,0.57128,0.40687,0.28358,1.0883,1.462,1.0973,0.74277,19.182,33.497,,45.881,4,3,1,2,0,1,0,0,Leave out requantified,Plateau,Median,Median,9.2,6.2,2.2,7.6,291280000,204370000,86908000,85073000,57356000,27716000,83887000,55229000,28658000,34239000,24026000,10213000,88078000,67757000,20320000,,,,2175,1328;5692;9325;13866;18827;19508,True;True;True;True;True;True,1418;6091;10062;14890;20138;20894,3877;3878;16085;26830;39664;53611;55709;55710;55711;55712,7180;7181;7182;30004;30005;49725;73023;73024;73025;99057;103235;103236,7182;30004;49725;73025;99057;103236,,,,,-1;-1,protein_2176,quanti,quanti,quanti,quanti
FLNC,1.29361716377188,0.0060166209004822,Q14315,Q14315,91,91,84,Filamin-C,sp|Q14315|FLNC_HUMAN Filamin-C OS=Homo sapiens OX=9606 GN=FLNC PE=1 SV=3,1,91,91,84,32,30,77,72,32,30,77,72,27,25,70,67,38.8,38.8,37.4,291.02,2725,2725,0.0,323.31,By MS/MS,By MS/MS,By MS/MS,By MS/MS,0.34783,1.1292,24.304,250,72,Leave out requantified,0.1678,0.26228,0.35056,0.37618,0.59998,0.71984,1.2416,1.1757,32.255,25.75,18.39,17.002,32,31,101,86,18,7,31,16,Leave out requantified,Leave out requantified,Leave out requantified,Leave out requantified,12.8,13.0,34.2,33.0,36677000000,26403000000,10274000000,2090600000,1725200000,365460000,2765800000,2146200000,619600000,16359000000,11475000000,4884000000,15462000000,11057000000,4404700000,,,,2176,583;584;585;724;822;823;1266;1690;1691;1706;1707;1873;2407;2630;2651;3349;3650;4068;4176;4280;4776;4783;4969;5090;5091;5196;5201;5203;5344;5559;6150;6211;6212;6440;6789;6890;7036;7961;8111;8199;8433;9861;9862;10221;10335;10337;10816;10817;11623;11773;11915;12185;13874;14242;14243;14608;14831;15006;15019;15020;15056;16302;16304;16306;17001;17256;17715;17898;18351;18490;18502;18503;18837;18944;19504;19551;19552;19553;19645;19729;19908;20086;20171;20258;20443;20625;20627;21049;21050;21128;21202,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,608;609;610;760;864;865;866;1352;1813;1814;1829;1830;2006;2574;2811;2832;3580;3901;4339;4454;4573;5091;5098;5294;5427;5428;5539;5544;5546;5705;5951;6605;6671;6672;6914;6915;7317;7432;7601;8599;8760;8852;9105;10646;10647;11026;11147;11149;11664;11665;11666;12518;12675;12823;13115;14898;15283;15284;15671;15908;16093;16107;16108;16144;17464;17466;17468;18187;18456;18948;19138;19631;19773;19785;19786;20150;20276;20890;20939;20940;20941;21035;21123;21310;21507;21595;21687;21877;22064;22066;22513;22514;22515;22596;22671,1587;1588;1589;1590;1591;1592;1977;1978;2268;2269;2270;2271;2272;2273;2274;2275;2276;3690;3691;3692;5033;5034;5035;5036;5037;5064;5065;5066;5067;5576;5577;7157;7158;7159;7160;7752;7753;7798;7799;7800;7801;7802;9650;10448;10449;11461;11462;11463;11464;11749;12061;12062;13424;13425;13437;13438;13957;13958;13959;13960;13961;14317;14318;14319;14320;14321;14605;14617;14618;14619;14620;14625;14626;15038;15039;15719;15720;17561;17562;17563;17564;17713;17714;17715;17716;17717;17718;17719;17720;18304;18305;18306;18307;18308;18309;18310;18311;19440;19441;19442;19443;19796;20245;20246;22935;22936;23393;23394;23395;23396;23397;23615;23616;23617;24308;24309;24310;28469;28470;28471;29443;29444;29445;29446;29784;29785;29786;29787;29790;29791;29792;29793;29794;31186;31187;31188;31189;31190;31191;31192;31193;33355;33356;33357;33358;33359;33360;33361;33362;33754;34143;34144;34962;34963;39678;39679;40633;40634;40635;40636;40637;41597;42171;42172;42689;42720;42721;42722;42723;42809;42810;42811;42812;42813;46349;46350;46353;46354;46356;46357;48293;48294;49030;49031;50371;50372;50373;50857;50858;52219;52220;52221;52222;52606;52607;52608;52624;52625;52626;53646;53647;53648;53649;53650;54013;54014;55702;55703;55803;55804;55805;55806;55807;56027;56028;56231;56232;56704;56705;57250;57251;57252;57253;57472;57473;57474;57475;57711;57712;57713;57714;58195;58196;58685;58686;58689;58690;58691;58692;58693;58694;59860;59861;59862;59863;59864;59865;59866;59867;59868;59869;59870;59871;60101;60290;60291,2880;2881;2882;2883;2884;2885;2886;2887;2888;2889;3595;3596;4140;4141;4142;4143;4144;4145;4146;4147;4148;4149;4150;4151;4152;4153;4154;4155;4156;4157;6843;6844;9562;9563;9564;9565;9615;9616;9617;9618;9619;9620;10507;10508;10509;10510;10511;13519;13520;13521;13522;13523;13524;13525;13526;13527;13528;13529;13530;13531;13532;14566;14567;14568;14569;14649;14650;14651;14652;14653;14654;14655;14656;14657;14658;14659;14660;14661;14662;14663;14664;14665;14666;14667;14668;14669;14670;18112;19565;19566;19567;21300;21301;21302;21303;21304;21305;21791;22436;22437;22438;22439;22440;24906;24907;24908;24927;24928;24929;24930;24931;24932;25831;25832;25833;26579;26580;26581;26582;26583;26584;26585;26586;26587;26588;27137;27150;27151;27152;27153;27154;27155;27169;27170;27171;28007;28008;29349;29350;29351;29352;29353;32662;32663;32664;32665;32666;32667;32668;32669;32670;32671;32672;32673;32674;32675;32676;32915;32916;32917;32918;32919;32920;32921;32922;32923;32924;32925;32926;32927;32928;32929;32930;32931;33868;33869;33870;33871;33872;33873;33874;33875;33876;33877;33878;33879;33880;33881;33882;33883;33884;33885;33886;33887;33888;33889;33890;33891;33892;33893;33894;33895;36028;36029;36030;36031;36032;36033;36034;36035;36036;36037;36038;36039;36810;37614;37615;37616;37617;37618;37619;37620;42774;42775;43585;43586;43587;43588;43589;43590;43949;43950;43951;45213;45214;45215;45216;52750;52751;52752;52753;54543;54544;54545;54546;54547;54548;54549;54550;54551;54552;54553;54554;54555;55206;55207;55208;55209;55210;55211;55212;55213;55214;55215;55218;55219;55220;55221;55222;55223;55224;57744;57745;57746;57747;57748;57749;57750;57751;57752;57753;57754;57755;57756;57757;57758;61494;61495;61496;61497;61498;61499;61500;61501;61502;61503;61504;61505;61506;61507;61508;61509;61510;61511;61512;61513;61514;61515;61516;61517;61518;62185;62882;64458;64459;73040;73041;74718;74719;74720;74721;74722;74723;74724;74725;76358;77320;77321;77322;77323;77324;78197;78198;78199;78255;78256;78257;78258;78259;78260;78400;78401;78402;78403;78404;78405;78406;78407;78408;78409;78410;84865;84866;84869;84870;84872;84873;84874;84875;84876;88437;88438;88439;89930;89931;89932;89933;92694;92695;92696;92697;92698;93510;93511;93512;93513;93514;96438;96439;96440;96441;96442;96443;96444;96445;96446;96447;97146;97147;97148;97149;97169;97170;97171;97172;99112;99113;99114;99115;99116;99117;99118;99119;99120;99121;99122;99123;99868;99869;103218;103219;103220;103221;103454;103455;103456;103457;103458;103459;103460;103461;103462;103463;103798;103799;103800;104149;104150;104151;104152;104153;105109;105110;105111;105112;106179;106180;106181;106182;106183;106184;106185;106186;106187;106188;106189;106190;106191;106192;106193;106194;106195;106583;106584;106585;106586;106587;106588;106589;106988;106989;106990;106991;106992;106993;106994;106995;106996;106997;106998;107820;107821;108677;108678;108679;108682;108683;108684;108685;108686;108687;108688;108689;110764;110765;110766;110767;110768;110769;110770;110771;110772;110773;110774;110775;110776;110777;110778;110779;110780;110781;110782;110783;110784;110785;110786;110787;110788;110789;110790;110791;110792;110793;110794;110795;110796;110797;110798;110799;111208;111540;111541,2880;2886;2889;3596;4150;4156;6843;9564;9565;9615;9619;10511;13525;14566;14657;18112;19567;21305;21791;22438;24907;24932;25831;26581;26587;27137;27151;27170;28008;29352;32672;32916;32926;33885;36036;36810;37617;42774;43589;43950;45214;52750;52753;54548;55212;55220;57750;57757;61512;62185;62882;64459;73040;74718;74725;76358;77322;78199;78256;78258;78410;84865;84869;84876;88438;89933;92696;93514;96444;97146;97170;97172;99114;99869;103218;103456;103462;103463;103798;104151;105112;106191;106585;106991;107820;108678;108687;110767;110798;111208;111541,,,,,-1,protein_2177,quanti,quanti,quanti,quanti
FKBP8,2.79025299632481,0.00123548458674963,Q14318;U3KQI1;U3KQ64;A0A0A0MTJ1;M0R2K9,Q14318;U3KQI1;U3KQ64;A0A0A0MTJ1;M0R2K9,4;2;2;2;2,4;2;2;2;2,4;2;2;2;2,Peptidyl-prolyl cis-trans isomerase FKBP8;Peptidyl-prolyl cis-trans isomerase,sp|Q14318|FKBP8_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Homo sapiens OX=9606 GN=FKBP8 PE=1 SV=2;tr|U3KQI1|U3KQI1_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP8 (Fragment) OS=Homo sapiens OX=9606 GN=FKBP8 PE=1 SV=1;tr|U3KQ64|U3KQ64_HUMAN Peptidy,5,4,4,4,1,1,3,4,1,1,3,4,1,1,3,4,14.8,14.8,14.8,44.561,412,412;103;182;249;257,0.0,7.4226,By matching,By MS/MS,By MS/MS,By MS/MS,0.80534,2.4659,6.3393,9,2,Leave out requantified,0.69947,1.3766,0.68202,0.77916,1.6088,2.8155,2.3537,2.4348,,,19.137,8.9077,1,1,3,4,0,0,1,1,Median,Median,Median,Leave out requantified,3.9,3.9,10.9,14.8,507350000,297000000,210350000,13168000,8626900,4541500,16432000,7587300,8844800,173210000,97384000,75828000,304540000,183400000,121140000,,,,2177,358;15322;17019;19074,True;True;True;True,376;16425;18205;20423,992;993;43549;43550;48347;54433;54434;54435;54436,1867;1868;79734;79735;79736;79737;88546;88547;100683;100684;100685;100686;100687;100688,1868;79735;88547;100688,,,,,-1;-1;-1;-1;-1,protein_2178,quanti,quanti,quanti,quanti
