Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names,Gene names,Fasta headers,Peptides,Unique peptides,Sequence coverage [%],Intensity DCAF7-N1,Intensity DCAF7-N2,Intensity IP-BirA-alone-N1,Intensity IP-BirA-alone-N2
Q9H444,Q9H444,3,3,3,Charged multivesicular body protein 4b,CHMP4B,sp|Q9H444|CHM4B_HUMAN Charged multivesicular body protein 4b OS=Homo sapiens OX=9606 GN=CHMP4B PE=1 SV=1,3,3,18.3,3.80122640843825,3.8851689207087,26.7886787098324,26.6207279270555
Q9NZZ3,Q9NZZ3,5,5,5,Charged multivesicular body protein 5,CHMP5,sp|Q9NZZ3|CHMP5_HUMAN Charged multivesicular body protein 5 OS=Homo sapiens OX=9606 GN=CHMP5 PE=1 SV=1,5,5,28.3,21.4654807135508,22.6622025216416,27.8926709332398,29.158510536132
Q8WUX9;E5RFR8;E5RJI3;E5RIU9,Q8WUX9;E5RFR8;E5RJI3;E5RIU9,2;1;1;1,2;1;1;1,2;1;1;1,Charged multivesicular body protein 7,CHMP7,sp|Q8WUX9|CHMP7_HUMAN Charged multivesicular body protein 7 OS=Homo sapiens OX=9606 GN=CHMP7 PE=1 SV=1;tr|E5RFR8|E5RFR8_HUMAN Charged multivesicular body protein 7 OS=Homo sapiens OX=9606 GN=CHMP7 PE=1 SV=1;tr|E5RJI3|E5RJI3_HUMAN Charged multivesicular bod,2,2,4.2,3.80122640843825,3.8851689207087,23.9933447669109,23.6787411063596
Q9UHD1;E9PHZ2;E9PPQ5;E9PIZ4;E9PSD5;E9PL00;E9PIF7,Q9UHD1;E9PHZ2,11;6;4;3;3;2;1,11;6;4;3;3;2;1,11;6;4;3;3;2;1,Cysteine and histidine-rich domain-containing protein 1,CHORDC1,sp|Q9UHD1|CHRD1_HUMAN Cysteine and histidine-rich domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CHORDC1 PE=1 SV=2;tr|E9PHZ2|E9PHZ2_HUMAN Cysteine and histidine-rich domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CHORDC1 PE=1 SV=1,11,11,43.1,24.5623817216233,23.7101976952197,28.9508534917583,29.0324148467905
Q6FI81;H3BV90;H3BT65;H3BUG4;H3BPG7;H3BQ23;H3BTZ8,Q6FI81;H3BV90;H3BT65;H3BUG4;H3BPG7,15;13;12;11;10;7;1,15;13;12;11;10;7;1,15;13;12;11;10;7;1,Anamorsin,CIAPIN1,sp|Q6FI81|CPIN1_HUMAN Anamorsin OS=Homo sapiens OX=9606 GN=CIAPIN1 PE=1 SV=2;tr|H3BV90|H3BV90_HUMAN Fe-S cluster assembly protein DRE2 OS=Homo sapiens OX=9606 GN=CIAPIN1 PE=1 SV=1;tr|H3BT65|H3BT65_HUMAN Anamorsin OS=Homo sapiens OX=9606 GN=CIAPIN1 PE=1 SV=,15,15,57.4,24.7206717868256,25.3336767608021,29.6607984238152,29.8685744958408
I3L2J0;Q96RK0;A0A0A0MQR4;I3L135;I3L1Q4;I3L2I4;I3L373,I3L2J0;Q96RK0;A0A0A0MQR4,29;17;17;4;3;1;1,29;17;17;4;3;1;1,29;17;17;4;3;1;1,Protein capicua homolog,CIC,tr|I3L2J0|I3L2J0_HUMAN Protein capicua homolog OS=Homo sapiens OX=9606 GN=CIC PE=1 SV=1;sp|Q96RK0|CIC_HUMAN Protein capicua homolog OS=Homo sapiens OX=9606 GN=CIC PE=1 SV=2;tr|A0A0A0MQR4|A0A0A0MQR4_HUMAN Protein capicua homolog OS=Homo sapiens OX=9606 GN=C,29,29,18.9,3.80122640843825,3.8851689207087,28.944109309335,28.8065191883218
O14578;H7BYJ3,O14578;H7BYJ3,2;2,2;2,2;2,Citron Rho-interacting kinase,CIT,sp|O14578|CTRO_HUMAN Citron Rho-interacting kinase OS=Homo sapiens OX=9606 GN=CIT PE=1 SV=2;tr|H7BYJ3|H7BYJ3_HUMAN Citron Rho-interacting kinase (Fragment) OS=Homo sapiens OX=9606 GN=CIT PE=1 SV=1,2,2,1.1,3.80122640843825,3.8851689207087,24.0806653135036,21.3780894896174
Q14008;E9PQH5;H0YEK7;H0YDX5;H0YCF6,Q14008,100;10;8;8;7,100;10;8;8;7,100;10;8;8;7,Cytoskeleton-associated protein 5,CKAP5,sp|Q14008|CKAP5_HUMAN Cytoskeleton-associated protein 5 OS=Homo sapiens OX=9606 GN=CKAP5 PE=1 SV=3,100,100,54.0,22.4777345543521,24.5174925462828,32.992517760916,32.8090252637041
Q7Z460;F8WA11;H0Y5T1;C9J151,Q7Z460;F8WA11;H0Y5T1,11;11;7;1,11;11;7;1,7;7;3;1,CLIP-associating protein 1,CLASP1,sp|Q7Z460|CLAP1_HUMAN CLIP-associating protein 1 OS=Homo sapiens OX=9606 GN=CLASP1 PE=1 SV=1;tr|F8WA11|F8WA11_HUMAN CLIP-associating protein 1 OS=Homo sapiens OX=9606 GN=CLASP1 PE=1 SV=2;tr|H0Y5T1|H0Y5T1_HUMAN CLIP-associating protein 1 (Fragment) OS=Homo,11,7,9.4,3.80122640843825,3.8851689207087,26.6827108940511,26.4653810661518
E7ERI8;E7EW49;E3W994;A0A0U1RQI6;O75122;J3KR49;B3KR06;E7ENG2;C9J668;H7C4X8;H7C4I5;H7C5M8;D6RBU8,E7ERI8;E7EW49;E3W994;A0A0U1RQI6;O75122;J3KR49,9;9;8;8;7;7;2;2;1;1;1;1;1,5;5;4;4;3;3;2;2;1;1;0;0;1,5;5;4;4;3;3;2;2;1;1;0;0;1,CLIP-associating protein 2,CLASP2,tr|E7ERI8|E7ERI8_HUMAN CLIP-associating protein 2 OS=Homo sapiens OX=9606 GN=CLASP2 PE=1 SV=1;tr|E7EW49|E7EW49_HUMAN CLIP-associating protein 2 OS=Homo sapiens OX=9606 GN=CLASP2 PE=1 SV=1;tr|E3W994|E3W994_HUMAN CLIP-associating protein 2 OS=Homo sapiens OX,9,5,7.9,3.80122640843825,3.8851689207087,26.6766714157823,22.6496780785746
P51798;H0Y2M6;H3BNG8;I3L470,P51798;H0Y2M6,8;5;1;1,8;5;1;1,8;5;1;1,H(+)/Cl(-) exchange transporter 7,CLCN7,"sp|P51798|CLCN7_HUMAN H(+)/Cl(-) exchange transporter 7 OS=Homo sapiens OX=9606 GN=CLCN7 PE=1 SV=2;tr|H0Y2M6|H0Y2M6_HUMAN Chloride channel 7, isoform CRA_c OS=Homo sapiens OX=9606 GN=CLCN7 PE=1 SV=1",8,8,12.9,3.80122640843825,3.8851689207087,26.1768930883028,25.4978662082541
O00299,O00299,9,9,9,Chloride intracellular channel protein 1,CLIC1,sp|O00299|CLIC1_HUMAN Chloride intracellular channel protein 1 OS=Homo sapiens OX=9606 GN=CLIC1 PE=1 SV=4,9,9,45.2,24.5161703511934,23.309663970512,28.0483283827057,27.2237981612291
Q9Y696,Q9Y696,2,2,2,Chloride intracellular channel protein 4,CLIC4,sp|Q9Y696|CLIC4_HUMAN Chloride intracellular channel protein 4 OS=Homo sapiens OX=9606 GN=CLIC4 PE=1 SV=4,2,2,14.2,3.80122640843825,3.8851689207087,25.0270288899621,24.616232018321
Q14677,Q14677,20,20,20,Clathrin interactor 1,CLINT1,sp|Q14677|EPN4_HUMAN Clathrin interactor 1 OS=Homo sapiens OX=9606 GN=CLINT1 PE=1 SV=1,20,20,33.4,3.80122640843825,3.8851689207087,30.1515840613615,30.3531074761725
Q96JQ2;G3V3D8;G3V4C0,Q96JQ2,15;2;1,15;2;1,15;2;1,Calmin,CLMN,sp|Q96JQ2|CLMN_HUMAN Calmin OS=Homo sapiens OX=9606 GN=CLMN PE=1 SV=1,15,15,21.3,3.80122640843825,3.8851689207087,28.3232847439005,27.8590502597059
Q00610;A0A087WVQ6;J3KS13;J3KSQ2;J3KRF5;K7EJJ5;J3QL20,Q00610;A0A087WVQ6,20;20;6;2;2;2;1,20;20;6;2;2;2;1,15;15;6;2;2;2;1,Clathrin heavy chain 1;Clathrin heavy chain,CLTC,sp|Q00610|CLH1_HUMAN Clathrin heavy chain 1 OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=5;tr|A0A087WVQ6|A0A087WVQ6_HUMAN Clathrin heavy chain OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=1,20,15,14.0,27.0328614568713,27.0525839702855,25.3746115579519,23.8322904968883
O75153;A0A494C0R8;K7EIG1;I3L2B0;I3L318;Q9Y5I4;I3L350;I3L4B5,O75153;A0A494C0R8;K7EIG1;I3L2B0,13;13;12;12;2;1;1;1,13;13;12;12;2;1;1;1,13;13;12;12;2;1;1;1,Clustered mitochondria protein homolog,CLUH,sp|O75153|CLU_HUMAN Clustered mitochondria protein homolog OS=Homo sapiens OX=9606 GN=CLUH PE=1 SV=2;tr|A0A494C0R8|A0A494C0R8_HUMAN Clustered mitochondria protein homolog OS=Homo sapiens OX=9606 GN=CLUH PE=1 SV=1;tr|K7EIG1|K7EIG1_HUMAN Clustered mitochondr,13,13,13.3,3.80122640843825,3.8851689207087,27.239452418819,26.390688663355
Q8N1G2;H0Y4T0;H0YCQ1;Q5T7F5,Q8N1G2,10;2;1;1,10;2;1;1,10;2;1;1,Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 1,CMTR1,sp|Q8N1G2|CMTR1_HUMAN Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 1 OS=Homo sapiens OX=9606 GN=CMTR1 PE=1 SV=1,10,10,12.6,3.80122640843825,3.8851689207087,26.7869354219824,26.7258544572931
Q96KP4;J3QKT2;J3KSS4;J3QRP4;J3QQN6;J3QR27;J3QLU1;J3QKQ0;J3QRD0;J3QRA8;J3QL02;J3KSV5;A0A087WYZ1;J3QRH4,Q96KP4,5;2;1;1;1;1;1;1;1;1;1;1;1;1,5;2;1;1;1;1;1;1;1;1;1;1;1;1,5;2;1;1;1;1;1;1;1;1;1;1;1;1,Cytosolic non-specific dipeptidase,CNDP2,sp|Q96KP4|CNDP2_HUMAN Cytosolic non-specific dipeptidase OS=Homo sapiens OX=9606 GN=CNDP2 PE=1 SV=2,5,5,13.5,3.80122640843825,3.8851689207087,25.131868889595,24.2659223125295
Q99439;B4DDF4;B4DUT8;H3BVI6;A0A087X271;A0A087X1X5;K7ES69;H3BQH0;A0A087WV51;U3KPS3,Q99439;B4DDF4;B4DUT8;H3BVI6;A0A087X271;A0A087X1X5;K7ES69,10;10;10;9;8;6;5;2;1;1,9;9;9;8;7;6;4;2;1;1,9;9;9;8;7;6;4;2;1;1,Calponin-2;Calponin,CNN2,sp|Q99439|CNN2_HUMAN Calponin-2 OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=4;tr|B4DDF4|B4DDF4_HUMAN Calponin OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=1;tr|B4DUT8|B4DUT8_HUMAN Calponin OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=1;tr|H3BVI6|H3BVI6_HUMAN Calponin OS,10,9,38.2,23.2922137717844,25.2779227329237,29.6597441950181,29.8748892338091
Q15417;E9PDU6,Q15417;E9PDU6,16;9,16;9,15;9,Calponin-3;Calponin,CNN3,sp|Q15417|CNN3_HUMAN Calponin-3 OS=Homo sapiens OX=9606 GN=CNN3 PE=1 SV=1;tr|E9PDU6|E9PDU6_HUMAN Calponin (Fragment) OS=Homo sapiens OX=9606 GN=CNN3 PE=1 SV=1,16,15,57.1,22.5218352342626,25.0786309988304,29.9416770227985,29.8121163561773
A5YKK6;H3BMZ2;H3BNB1,A5YKK6,8;2;1,8;2;1,8;2;1,CCR4-NOT transcription complex subunit 1,CNOT1,sp|A5YKK6|CNOT1_HUMAN CCR4-NOT transcription complex subunit 1 OS=Homo sapiens OX=9606 GN=CNOT1 PE=1 SV=2,8,8,4.1,3.80122640843825,3.8851689207087,26.1356310127658,24.5543818136214
F2Z2D1,F2Z2D1,2,2,2,,COA1,tr|F2Z2D1|F2Z2D1_HUMAN Cytochrome c oxidase assembly factor 1 homolog OS=Homo sapiens OX=9606 GN=COA1 PE=4 SV=1,2,2,38.2,3.80122640843825,3.8851689207087,26.8846009465774,23.26399008346
Q53SF7;A0A0X1KG75;A0A590PXD8;A0A0D9SG04;A0A0B4J1Z0;H7C1G2;C9J8C4;C9JWZ0;C9JAU3;C9J5Y6;C9JK90,Q53SF7;A0A0X1KG75;A0A590PXD8;A0A0D9SG04,9;9;9;9;4;3;2;1;1;1;1,9;9;9;9;4;3;2;1;1;1;1,9;9;9;9;4;3;2;1;1;1;1,Cordon-bleu protein-like 1,COBLL1,sp|Q53SF7|COBL1_HUMAN Cordon-bleu protein-like 1 OS=Homo sapiens OX=9606 GN=COBLL1 PE=1 SV=3;tr|A0A0X1KG75|A0A0X1KG75_HUMAN Cordon-bleu protein-like 1 (Fragment) OS=Homo sapiens OX=9606 GN=COBLL1 PE=1 SV=1;tr|A0A590PXD8|A0A590PXD8_HUMAN Cordon-bleu protein,9,9,12.3,3.80122640843825,3.8851689207087,26.4366020091033,26.796745065856
P38432,P38432,10,10,10,Coilin,COIL,sp|P38432|COIL_HUMAN Coilin OS=Homo sapiens OX=9606 GN=COIL PE=1 SV=1,10,10,19.8,21.9809820774698,22.3999954881477,27.365195736409,27.1678698361513
Q99715;D6RGG3;H0Y4P7;A0A087X0A8,Q99715;D6RGG3,3;3;1;1,3;3;1;1,3;3;1;1,Collagen alpha-1(XII) chain,COL12A1,sp|Q99715|COCA1_HUMAN Collagen alpha-1(XII) chain OS=Homo sapiens OX=9606 GN=COL12A1 PE=1 SV=2;tr|D6RGG3|D6RGG3_HUMAN Collagen alpha-1(XII) chain OS=Homo sapiens OX=9606 GN=COL12A1 PE=1 SV=1,3,3,1.7,3.80122640843825,3.8851689207087,25.8843214628414,26.3903442684044
P02462;A0A3B3ISV3;P29400,P02462;A0A3B3ISV3;P29400,3;3;2,3;3;2,3;3;2,Collagen alpha-1(IV) chain;Arresten;Collagen alpha-5(IV) chain,COL4A1;COL4A5,sp|P02462|CO4A1_HUMAN Collagen alpha-1(IV) chain OS=Homo sapiens OX=9606 GN=COL4A1 PE=1 SV=4;tr|A0A3B3ISV3|A0A3B3ISV3_HUMAN Collagen alpha-1(IV) chain (Fragment) OS=Homo sapiens OX=9606 GN=COL4A1 PE=1 SV=1;sp|P29400|CO4A5_HUMAN Collagen alpha-5(IV) chain O,3,3,2.4,22.4154488231383,25.0586239950506,4.49388046560681,4.39866973288861
Q9NX08,Q9NX08,7,7,7,COMM domain-containing protein 8,COMMD8,sp|Q9NX08|COMD8_HUMAN COMM domain-containing protein 8 OS=Homo sapiens OX=9606 GN=COMMD8 PE=1 SV=1,7,7,60.7,24.5277881483136,24.5857749472685,27.4471895696596,26.7063556289253
P53621;A0A3B3IT15;A0A3B3IS84;A0A3B3ISC6;A0A3B3IU89;A0A3B3ITI7;A0A3B3ISK1;A0A3B3ITV3;A0A3B3IU78,P53621;A0A3B3IT15;A0A3B3IS84;A0A3B3ISC6,13;13;12;11;6;4;4;4;3,13;13;12;11;6;4;4;4;3,13;13;12;11;6;4;4;4;3,Coatomer subunit alpha;Xenin;Proxenin,COPA,sp|P53621|COPA_HUMAN Coatomer subunit alpha OS=Homo sapiens OX=9606 GN=COPA PE=1 SV=2;tr|A0A3B3IT15|A0A3B3IT15_HUMAN Coatomer subunit alpha OS=Homo sapiens OX=9606 GN=COPA PE=1 SV=1;tr|A0A3B3IS84|A0A3B3IS84_HUMAN Coatomer subunit alpha OS=Homo sapiens OX=9,13,13,14.5,23.3705267172217,23.0974322836642,27.1010927664742,27.0063522765038
P53618;E9PP73;E9PP63;E9PKQ1,P53618;E9PP73,18;10;2;2,18;10;2;2,18;10;2;2,Coatomer subunit beta,COPB1,sp|P53618|COPB_HUMAN Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB1 PE=1 SV=3;tr|E9PP73|E9PP73_HUMAN Coatomer subunit beta (Fragment) OS=Homo sapiens OX=9606 GN=COPB1 PE=1 SV=8,18,18,26.8,3.80122640843825,3.8851689207087,28.69889231475,29.0577051434519
P35606;D6RBZ7;D6RCL6;D6RBG7;D6RBT6;H0YAC7;D6R997,P35606,4;1;1;1;1;1;1,4;1;1;1;1;1;1,4;1;1;1;1;1;1,Coatomer subunit beta,COPB2,sp|P35606|COPB2_HUMAN Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB2 PE=1 SV=2,4,4,5.5,3.80122640843825,3.8851689207087,25.9553783565265,25.4400922996791
Q9UBF2,Q9UBF2,38,38,34,Coatomer subunit gamma-2,COPG2,sp|Q9UBF2|COPG2_HUMAN Coatomer subunit gamma-2 OS=Homo sapiens OX=9606 GN=COPG2 PE=1 SV=1,38,34,57.9,23.5811840283876,23.6803517965357,32.570140238694,32.6373521293831
Q9NQ92;J3QRX9;J3QRX4;J3QRX6;H9KV77,Q9NQ92;J3QRX9;J3QRX4,4;3;3;1;1,4;3;3;1;1,4;3;3;1;1,Coordinator of PRMT5 and differentiation stimulator,COPRS,sp|Q9NQ92|COPRS_HUMAN Coordinator of PRMT5 and differentiation stimulator OS=Homo sapiens OX=9606 GN=COPRS PE=1 SV=3;tr|J3QRX9|J3QRX9_HUMAN Coordinator of PRMT5 and differentiation stimulator OS=Homo sapiens OX=9606 GN=COPRS PE=1 SV=1;tr|J3QRX4|J3QRX4_HUMA,4,4,20.7,22.6243081984726,23.5109901120877,26.8159222761722,26.2554429890429
J3KQ34;Q9H9Q2;J3QT95;J3QT73;A0A087X1P5;J3KQ41,J3KQ34;Q9H9Q2;J3QT95;J3QT73;A0A087X1P5;J3KQ41,2;1;1;1;1;1,2;1;1;1;1;1,2;1;1;1;1;1,COP9 signalosome complex subunit 7b,COPS7B,tr|J3KQ34|J3KQ34_HUMAN COP9 signalosome complex subunit 7b OS=Homo sapiens OX=9606 GN=COPS7B PE=1 SV=1;sp|Q9H9Q2|CSN7B_HUMAN COP9 signalosome complex subunit 7b OS=Homo sapiens OX=9606 GN=COPS7B PE=1 SV=1;tr|J3QT95|J3QT95_HUMAN COP9 signalosome complex sub,2,2,20.0,23.3001972509532,23.8597826991632,24.3699945047133,24.6779636406308
P61923;F8VXB1;F8VUC5;F8W156;F8VYZ4;F8VVA7;F8W651;F8VXR1,P61923;F8VXB1;F8VUC5;F8W156;F8VYZ4;F8VVA7;F8W651;F8VXR1,3;3;3;3;3;3;2;2,3;3;3;3;3;3;2;2,3;3;3;3;3;3;2;2,Coatomer subunit zeta-1,COPZ1,sp|P61923|COPZ1_HUMAN Coatomer subunit zeta-1 OS=Homo sapiens OX=9606 GN=COPZ1 PE=1 SV=1;tr|F8VXB1|F8VXB1_HUMAN Coatomer subunit zeta (Fragment) OS=Homo sapiens OX=9606 GN=COPZ1 PE=1 SV=1;tr|F8VUC5|F8VUC5_HUMAN Coatomer subunit zeta OS=Homo sapiens OX=9606,3,3,19.8,21.2255275483529,21.2519377115813,27.2194656020213,26.9619046476951
Q9P299;J3QLS7;J3KRJ9,Q9P299,5;2;2,5;2;2,5;2;2,Coatomer subunit zeta-2,COPZ2,sp|Q9P299|COPZ2_HUMAN Coatomer subunit zeta-2 OS=Homo sapiens OX=9606 GN=COPZ2 PE=2 SV=1,5,5,28.6,3.80122640843825,3.8851689207087,25.8376654643725,24.5608668975174
Q9BR76;A0A087WW53;F5H390;F5H0D2,Q9BR76,26;12;12;6,26;12;12;6,25;12;12;6,Coronin-1B,CORO1B,sp|Q9BR76|COR1B_HUMAN Coronin-1B OS=Homo sapiens OX=9606 GN=CORO1B PE=1 SV=1,26,25,47.9,29.3460424057551,29.9279008181492,33.6053193087622,33.4010832040326
Q9ULV4;B4E3S0;H0YHL7;F8W1H8;F8VUX3;F8VSA4;F8VRE9;F8VTT6;F8VVB7;Q6QEF8;F8VV53;J3QLV6;J3KSS5,Q9ULV4;B4E3S0;H0YHL7,10;9;5;2;2;2;2;2;2;1;1;1;1,10;9;5;2;2;2;2;2;2;1;1;1;1,10;9;5;2;2;2;2;2;2;1;1;1;1,Coronin-1C;Coronin,CORO1C,sp|Q9ULV4|COR1C_HUMAN Coronin-1C OS=Homo sapiens OX=9606 GN=CORO1C PE=1 SV=1;tr|B4E3S0|B4E3S0_HUMAN Coronin OS=Homo sapiens OX=9606 GN=CORO1C PE=1 SV=1;tr|H0YHL7|H0YHL7_HUMAN Coronin-1C (Fragment) OS=Homo sapiens OX=9606 GN=CORO1C PE=1 SV=1,10,10,29.1,3.80122640843825,3.8851689207087,28.5922063093323,28.7969306811719
A0A0A6YYL4;P57737;Q9Y3D7;I3L1U7;I3L0X9;I3L3T0;E7EP81;I3L167,A0A0A6YYL4;P57737,6;5;1;1;1;1;1;1,6;5;1;1;1;1;1;1,6;5;1;1;1;1;1;1,Coronin;Coronin-7,CORO7-PAM16;CORO7,tr|A0A0A6YYL4|A0A0A6YYL4_HUMAN Coronin OS=Homo sapiens OX=9606 GN=CORO7-PAM16 PE=1 SV=1;sp|P57737|CORO7_HUMAN Coronin-7 OS=Homo sapiens OX=9606 GN=CORO7 PE=1 SV=2,6,6,7.9,3.80122640843825,3.8851689207087,26.2582317451268,25.5917784426767
O75131;A0A087WYQ3;E5RHZ0;H0YB26;A0A087WXR6;Q96A23;Q9UBL6;Q96FN4;A0A087WUS8,O75131;A0A087WYQ3,8;5;3;3;2;1;1;1;1,8;5;3;3;2;1;1;1;1,7;5;3;3;2;0;0;0;1,Copine-3,CPNE3,sp|O75131|CPNE3_HUMAN Copine-3 OS=Homo sapiens OX=9606 GN=CPNE3 PE=1 SV=1;tr|A0A087WYQ3|A0A087WYQ3_HUMAN Copine-3 (Fragment) OS=Homo sapiens OX=9606 GN=CPNE3 PE=1 SV=1,8,7,16.6,24.1729511660454,24.3617200053854,27.4718903752883,26.7925313671823
Q86YQ8;E7ENV7;Q8IYJ1;A0A0J9YWA1;A0A087WX62,Q86YQ8;E7ENV7,5;5;2;1;1,4;4;1;1;1,3;3;0;0;0,Copine-8,CPNE8,sp|Q86YQ8|CPNE8_HUMAN Copine-8 OS=Homo sapiens OX=9606 GN=CPNE8 PE=1 SV=2;tr|E7ENV7|E7ENV7_HUMAN Copine-8 OS=Homo sapiens OX=9606 GN=CPNE8 PE=1 SV=2,5,3,10.1,3.80122640843825,3.8851689207087,25.4325299217842,25.659244017134
Q9UKF6;G5E9W3,Q9UKF6;G5E9W3,18;16,18;16,18;16,Cleavage and polyadenylation specificity factor subunit 3,CPSF3,"sp|Q9UKF6|CPSF3_HUMAN Cleavage and polyadenylation specificity factor subunit 3 OS=Homo sapiens OX=9606 GN=CPSF3 PE=1 SV=1;tr|G5E9W3|G5E9W3_HUMAN Cleavage and polyadenylation specific factor 3, 73kDa, isoform CRA_b OS=Homo sapiens OX=9606 GN=CPSF3 PE=1 SV=",18,18,28.5,24.6353337481176,25.4610772103985,29.4530316029769,29.2772399304748
Q16630;F8WJN3;F8W084;A0A3B3ISW1,Q16630;F8WJN3,11;11;1;1,11;11;1;1,11;11;1;1,Cleavage and polyadenylation specificity factor subunit 6,CPSF6,sp|Q16630|CPSF6_HUMAN Cleavage and polyadenylation specificity factor subunit 6 OS=Homo sapiens OX=9606 GN=CPSF6 PE=1 SV=2;tr|F8WJN3|F8WJN3_HUMAN Cleavage and polyadenylation-specificity factor subunit 6 OS=Homo sapiens OX=9606 GN=CPSF6 PE=1 SV=1,11,11,21.1,23.2335804756101,24.8360044963032,29.7632400041023,29.5254825159613
Q8N684;J3QT54;F5H6M0;F5H047;F5H669;C9J286;C9J323;C9JM38,Q8N684;J3QT54;F5H6M0;F5H047;F5H669,5;4;4;4;4;2;2;1,5;4;4;4;4;2;2;1,5;4;4;4;4;2;2;1,Cleavage and polyadenylation specificity factor subunit 7,CPSF7,sp|Q8N684|CPSF7_HUMAN Cleavage and polyadenylation specificity factor subunit 7 OS=Homo sapiens OX=9606 GN=CPSF7 PE=1 SV=1;tr|J3QT54|J3QT54_HUMAN Cleavage and polyadenylation-specificity factor subunit 7 (Fragment) OS=Homo sapiens OX=9606 GN=CPSF7 PE=1 SV=,5,5,13.0,3.80122640843825,3.8851689207087,26.1875224339345,24.0420988589467
P46108;I3L297,P46108,15;6,15;6,15;6,Adapter molecule crk,CRK,sp|P46108|CRK_HUMAN Adapter molecule crk OS=Homo sapiens OX=9606 GN=CRK PE=1 SV=2,15,15,57.2,23.5154835934221,24.1173558434994,30.5297141435828,30.310730299254
P46109,P46109,17,17,17,Crk-like protein,CRKL,sp|P46109|CRKL_HUMAN Crk-like protein OS=Homo sapiens OX=9606 GN=CRKL PE=1 SV=1,17,17,59.7,21.904481745843,21.9492054723737,30.9008111737587,30.9106364408047
Q9BZJ0;Q5JY65,Q9BZJ0;Q5JY65,8;8,8;8,8;8,Crooked neck-like protein 1,CRNKL1,sp|Q9BZJ0|CRNL1_HUMAN Crooked neck-like protein 1 OS=Homo sapiens OX=9606 GN=CRNKL1 PE=1 SV=4;tr|Q5JY65|Q5JY65_HUMAN Crooked neck-like protein 1 OS=Homo sapiens OX=9606 GN=CRNKL1 PE=1 SV=1,8,8,10.7,3.80122640843825,3.8851689207087,25.8947652252646,25.7094090643219
Q68DQ2;C9J659,Q68DQ2,48;4,48;4,48;4,Very large A-kinase anchor protein,CRYBG3,sp|Q68DQ2|CRBG3_HUMAN Very large A-kinase anchor protein OS=Homo sapiens OX=9606 GN=CRYBG3 PE=1 SV=3,48,48,21.7,21.3414210940247,22.8224043383389,29.3720640409042,28.7819117034915
O75534;E9PLT0;E9PLD4;E9PNG3;E9PKN4,O75534;E9PLT0,35;30;4;3;1,35;30;4;3;1,35;30;4;3;1,Cold shock domain-containing protein E1,CSDE1,sp|O75534|CSDE1_HUMAN Cold shock domain-containing protein E1 OS=Homo sapiens OX=9606 GN=CSDE1 PE=1 SV=2;tr|E9PLT0|E9PLT0_HUMAN Cold shock domain-containing protein E1 OS=Homo sapiens OX=9606 GN=CSDE1 PE=1 SV=1,35,35,42.9,25.0147393795696,25.7853646598171,31.2519742688187,31.0073819467856
P55060,P55060,13,13,13,Exportin-2,CSE1L,sp|P55060|XPO2_HUMAN Exportin-2 OS=Homo sapiens OX=9606 GN=CSE1L PE=1 SV=3,13,13,16.9,22.6086031645483,21.7848057542101,27.8950426932991,28.0132384072868
P21291;E9PS42;E9PND2;E9PP21,P21291;E9PS42;E9PND2;E9PP21,6;4;3;3,6;4;3;3,6;4;3;3,Cysteine and glycine-rich protein 1,CSRP1,sp|P21291|CSRP1_HUMAN Cysteine and glycine-rich protein 1 OS=Homo sapiens OX=9606 GN=CSRP1 PE=1 SV=3;tr|E9PS42|E9PS42_HUMAN Cysteine and glycine-rich protein 1 OS=Homo sapiens OX=9606 GN=CSRP1 PE=1 SV=1;tr|E9PND2|E9PND2_HUMAN Cysteine and glycine-rich prot,6,6,50.3,24.8906895511704,24.8202144178011,27.9916700097991,28.4028779836729
P33240;E7EWR4;E9PID8;A0A0A0MT56,P33240;E7EWR4;E9PID8,16;15;14;5,16;15;14;5,11;10;10;3,Cleavage stimulation factor subunit 2,CSTF2,sp|P33240|CSTF2_HUMAN Cleavage stimulation factor subunit 2 OS=Homo sapiens OX=9606 GN=CSTF2 PE=1 SV=1;tr|E7EWR4|E7EWR4_HUMAN Cleavage stimulation factor subunit 2 OS=Homo sapiens OX=9606 GN=CSTF2 PE=1 SV=1;tr|E9PID8|E9PID8_HUMAN Cleavage stimulation facto,16,11,44.2,3.80122640843825,3.8851689207087,30.0750793369183,30.0113200004193
Q9H0L4,Q9H0L4,10,5,5,Cleavage stimulation factor subunit 2 tau variant,CSTF2T,sp|Q9H0L4|CSTFT_HUMAN Cleavage stimulation factor subunit 2 tau variant OS=Homo sapiens OX=9606 GN=CSTF2T PE=1 SV=1,10,5,28.2,22.1881100685583,22.6756219970681,26.4869399475386,25.5552306213509
